"Geography_Code","NM_1533_1_0","NM_1533_1_1","NM_1533_1_2"
"E00000113",4,1,3
"E00000114",6,4,2
"E00000115",1,0,1
"E00000116",10,6,4
"E00000117",0,0,0
"E00000118",1,1,0
"E00000119",5,2,3
"E00000120",3,2,1
"E00000121",3,1,2
"E00000122",0,0,0
"E00000123",6,1,5
"E00000124",1,1,0
"E00000125",1,0,1
"E00000126",0,0,0
"E00000127",5,2,3
"E00000128",2,0,2
"E00000129",6,3,3
"E00000130",1,1,0
"E00000131",1,1,0
"E00000132",3,2,1
"E00000133",1,0,1
"E00000134",9,6,3
"E00000135",0,0,0
"E00000136",4,3,1
"E00000137",1,1,0
"E00000138",3,1,2
"E00000139",0,0,0
"E00000140",4,3,1
"E00000141",2,2,0
"E00000142",0,0,0
"E00000143",4,2,2
"E00000144",1,0,1
"E00000145",0,0,0
"E00000146",7,2,5
"E00000147",4,2,2
"E00000148",0,0,0
"E00000149",9,3,6
"E00000150",3,1,2
"E00000151",3,1,2
"E00000152",0,0,0
"E00000153",5,4,1
"E00000154",4,1,3
"E00000155",3,2,1
"E00000156",1,0,1
"E00000157",4,2,2
"E00000158",13,8,5
"E00000159",5,3,2
"E00000160",2,1,1
"E00000161",0,0,0
"E00000162",2,1,1
"E00000163",0,0,0
"E00000164",1,0,1
"E00000165",2,1,1
"E00000166",0,0,0
"E00000167",1,1,0
"E00000168",1,0,1
"E00000169",3,1,2
"E00000170",8,4,4
"E00000171",1,1,0
"E00000172",2,1,1
"E00000173",4,0,4
"E00000174",5,3,2
"E00000175",2,1,1
"E00000176",3,0,3
"E00000177",1,0,1
"E00000178",8,3,5
"E00000179",1,1,0
"E00000180",10,2,8
"E00000181",6,4,2
"E00000182",1,1,0
"E00000183",4,2,2
"E00000184",1,1,0
"E00000185",7,5,2
"E00000186",5,3,2
"E00000187",2,1,1
"E00000188",0,0,0
"E00000189",0,0,0
"E00000190",0,0,0
"E00000191",0,0,0
"E00000192",0,0,0
"E00000193",1,1,0
"E00000194",10,2,8
"E00000195",6,1,5
"E00000196",1,1,0
"E00000197",0,0,0
"E00000198",2,1,1
"E00000199",0,0,0
"E00000200",7,2,5
"E00000201",2,1,1
"E00000202",0,0,0
"E00000203",4,2,2
"E00000204",2,1,1
"E00000205",6,2,4
"E00000206",1,1,0
"E00000207",2,1,1
"E00000208",6,5,1
"E00000209",4,3,1
"E00000210",1,0,1
"E00000211",0,0,0
"E00000212",3,1,2
"E00000213",1,1,0
"E00000214",0,0,0
"E00000215",2,2,0
"E00000216",0,0,0
"E00000217",1,0,1
"E00000218",6,4,2
"E00000219",2,2,0
"E00000220",0,0,0
"E00000221",3,2,1
"E00000222",5,0,5
"E00000223",0,0,0
"E00000224",4,1,3
"E00000225",8,3,5
"E00000226",3,2,1
"E00000227",1,0,1
"E00000228",5,0,5
"E00000229",6,2,4
"E00000230",4,3,1
"E00000231",4,2,2
"E00000232",8,7,1
"E00000234",4,2,2
"E00000235",0,0,0
"E00000236",0,0,0
"E00000237",3,1,2
"E00000238",2,1,1
"E00000239",5,2,3
"E00000240",0,0,0
"E00000241",7,4,3
"E00000242",3,2,1
"E00000243",8,5,3
"E00000244",1,1,0
"E00000245",3,2,1
"E00000246",5,3,2
"E00000247",7,3,4
"E00000248",3,2,1
"E00000249",0,0,0
"E00000250",5,3,2
"E00000251",2,1,1
"E00000252",3,1,2
"E00000253",3,0,3
"E00000254",8,6,2
"E00000255",2,2,0
"E00000256",5,2,3
"E00000257",0,0,0
"E00000258",4,2,2
"E00000259",1,0,1
"E00000260",2,1,1
"E00000261",2,1,1
"E00000263",5,2,3
"E00000264",6,1,5
"E00000265",3,3,0
"E00000266",0,0,0
"E00000267",3,1,2
"E00000268",0,0,0
"E00000269",0,0,0
"E00000270",6,4,2
"E00000271",0,0,0
"E00000272",2,1,1
"E00000273",3,2,1
"E00000274",2,2,0
"E00000275",3,0,3
"E00000276",2,0,2
"E00000277",4,1,3
"E00000278",3,2,1
"E00000279",2,2,0
"E00000280",2,0,2
"E00000282",1,1,0
"E00000283",2,2,0
"E00000284",4,1,3
"E00000285",1,0,1
"E00000286",6,3,3
"E00000287",3,1,2
"E00000288",7,3,4
"E00000289",2,0,2
"E00000290",8,3,5
"E00000291",7,4,3
"E00000292",5,1,4
"E00000293",5,1,4
"E00000294",6,3,3
"E00000295",6,4,2
"E00000296",0,0,0
"E00000297",5,2,3
"E00000298",0,0,0
"E00000299",8,1,7
"E00000300",0,0,0
"E00000301",2,1,1
"E00000302",0,0,0
"E00000303",3,1,2
"E00000304",0,0,0
"E00000305",10,2,8
"E00000306",1,0,1
"E00000307",5,1,4
"E00000308",5,4,1
"E00000309",3,2,1
"E00000310",0,0,0
"E00000311",4,3,1
"E00000312",0,0,0
"E00000313",1,0,1
"E00000314",1,1,0
"E00000315",4,2,2
"E00000316",3,2,1
"E00000317",1,0,1
"E00000318",0,0,0
"E00000319",7,2,5
"E00000320",0,0,0
"E00000321",0,0,0
"E00000322",0,0,0
"E00000323",1,1,0
"E00000324",4,3,1
"E00000325",3,0,3
"E00000326",4,3,1
"E00000327",5,0,5
"E00000328",1,0,1
"E00000329",0,0,0
"E00000330",3,1,2
"E00000331",1,0,1
"E00000332",3,3,0
"E00000333",7,4,3
"E00000334",9,8,1
"E00000335",6,4,2
"E00000336",7,4,3
"E00000337",2,1,1
"E00000338",2,1,1
"E00000339",8,5,3
"E00000340",9,1,8
"E00000341",2,0,2
"E00000342",3,2,1
"E00000343",7,4,3
"E00000344",7,5,2
"E00000345",6,5,1
"E00000346",2,1,1
"E00000347",7,2,5
"E00000348",3,3,0
"E00000349",7,2,5
"E00000350",4,1,3
"E00000351",1,0,1
"E00000352",5,3,2
"E00000353",6,2,4
"E00000354",0,0,0
"E00000355",2,1,1
"E00000356",1,1,0
"E00000357",9,6,3
"E00000358",1,0,1
"E00000360",2,1,1
"E00000361",0,0,0
"E00000362",0,0,0
"E00000363",0,0,0
"E00000364",2,1,1
"E00000365",1,0,1
"E00000366",1,1,0
"E00000367",2,2,0
"E00000368",5,2,3
"E00000369",0,0,0
"E00000370",0,0,0
"E00000371",3,0,3
"E00000372",4,0,4
"E00000373",0,0,0
"E00000374",0,0,0
"E00000375",3,0,3
"E00000376",6,3,3
"E00000377",2,1,1
"E00000378",2,2,0
"E00000379",5,4,1
"E00000380",3,2,1
"E00000381",2,1,1
"E00000382",4,0,4
"E00000383",1,0,1
"E00000384",2,1,1
"E00000385",6,4,2
"E00000386",4,3,1
"E00000387",3,1,2
"E00000388",3,0,3
"E00000389",0,0,0
"E00000390",0,0,0
"E00000391",6,3,3
"E00000392",5,2,3
"E00000393",6,4,2
"E00000394",6,4,2
"E00000395",6,2,4
"E00000396",1,1,0
"E00000397",1,1,0
"E00000398",1,0,1
"E00000399",0,0,0
"E00000400",2,1,1
"E00000401",6,2,4
"E00000402",4,1,3
"E00000403",10,4,6
"E00000404",4,3,1
"E00000405",3,2,1
"E00000406",2,0,2
"E00000407",0,0,0
"E00000408",5,4,1
"E00000409",1,1,0
"E00000410",2,0,2
"E00000411",2,0,2
"E00000412",2,1,1
"E00000413",3,1,2
"E00000414",6,2,4
"E00000415",3,2,1
"E00000416",9,3,6
"E00000417",0,0,0
"E00000418",1,1,0
"E00000419",3,0,3
"E00000420",3,1,2
"E00000421",1,0,1
"E00000422",5,1,4
"E00000423",2,1,1
"E00000424",7,6,1
"E00000425",0,0,0
"E00000426",1,0,1
"E00000427",4,3,1
"E00000428",5,3,2
"E00000429",0,0,0
"E00000430",3,1,2
"E00000431",5,3,2
"E00000432",2,1,1
"E00000433",6,2,4
"E00000434",0,0,0
"E00000435",4,4,0
"E00000436",0,0,0
"E00000437",7,7,0
"E00000438",9,4,5
"E00000439",0,0,0
"E00000440",0,0,0
"E00000441",2,2,0
"E00000442",0,0,0
"E00000443",1,0,1
"E00000444",3,2,1
"E00000445",4,1,3
"E00000446",6,4,2
"E00000447",1,0,1
"E00000448",3,2,1
"E00000449",0,0,0
"E00000450",4,1,3
"E00000451",3,0,3
"E00000452",1,1,0
"E00000453",1,1,0
"E00000454",5,1,4
"E00000455",3,1,2
"E00000456",1,1,0
"E00000457",4,4,0
"E00000458",5,3,2
"E00000459",3,1,2
"E00000460",1,1,0
"E00000461",5,2,3
"E00000462",7,5,2
"E00000463",4,2,2
"E00000464",1,0,1
"E00000465",3,1,2
"E00000466",4,3,1
"E00000467",0,0,0
"E00000468",1,0,1
"E00000469",2,1,1
"E00000470",7,3,4
"E00000471",0,0,0
"E00000472",1,1,0
"E00000474",1,1,0
"E00000475",2,2,0
"E00000476",3,1,2
"E00000477",2,2,0
"E00000478",9,6,3
"E00000479",0,0,0
"E00000480",1,0,1
"E00000481",2,0,2
"E00000482",0,0,0
"E00000483",13,3,10
"E00000484",0,0,0
"E00000485",3,2,1
"E00000486",7,4,3
"E00000487",0,0,0
"E00000488",0,0,0
"E00000489",0,0,0
"E00000490",1,0,1
"E00000491",1,1,0
"E00000492",0,0,0
"E00000493",0,0,0
"E00000494",1,0,1
"E00000495",0,0,0
"E00000496",6,1,5
"E00000497",0,0,0
"E00000498",6,2,4
"E00000499",2,0,2
"E00000500",2,1,1
"E00000501",2,1,1
"E00000502",3,0,3
"E00000503",5,2,3
"E00000504",1,1,0
"E00000505",5,0,5
"E00000506",1,1,0
"E00000507",5,4,1
"E00000508",4,2,2
"E00000509",0,0,0
"E00000510",2,2,0
"E00000511",3,2,1
"E00000512",4,3,1
"E00000513",4,1,3
"E00000514",6,2,4
"E00000515",3,1,2
"E00000516",8,5,3
"E00000517",0,0,0
"E00000518",1,0,1
"E00000519",6,4,2
"E00000520",3,1,2
"E00000521",0,0,0
"E00000522",1,0,1
"E00000523",2,2,0
"E00000524",3,2,1
"E00000525",1,0,1
"E00000526",4,3,1
"E00000527",2,1,1
"E00000528",5,2,3
"E00000529",1,1,0
"E00000530",10,2,8
"E00000531",1,1,0
"E00000532",7,3,4
"E00000533",4,0,4
"E00000534",2,0,2
"E00000535",3,3,0
"E00000536",2,1,1
"E00000537",9,5,4
"E00000538",4,1,3
"E00000539",1,0,1
"E00000540",1,0,1
"E00000541",0,0,0
"E00000542",3,3,0
"E00000543",7,2,5
"E00000544",8,3,5
"E00000545",1,0,1
"E00000546",4,4,0
"E00000547",5,4,1
"E00000548",5,3,2
"E00000549",1,0,1
"E00000550",5,3,2
"E00000551",3,1,2
"E00000552",6,3,3
"E00000553",1,1,0
"E00000554",5,1,4
"E00000555",8,3,5
"E00000556",0,0,0
"E00000557",2,1,1
"E00000558",1,1,0
"E00000559",3,3,0
"E00000560",6,3,3
"E00000561",0,0,0
"E00000562",6,3,3
"E00000563",0,0,0
"E00000564",4,1,3
"E00000565",4,1,3
"E00000566",3,2,1
"E00000567",4,2,2
"E00000568",1,0,1
"E00000569",6,4,2
"E00000570",4,2,2
"E00000571",7,2,5
"E00000572",3,3,0
"E00000573",1,0,1
"E00000574",4,3,1
"E00000575",3,1,2
"E00000576",5,4,1
"E00000577",4,2,2
"E00000578",10,4,6
"E00000579",11,7,4
"E00000580",10,7,3
"E00000581",6,2,4
"E00000582",11,7,4
"E00000583",12,4,8
"E00000584",6,3,3
"E00000585",2,2,0
"E00000586",4,1,3
"E00000587",3,2,1
"E00000588",5,2,3
"E00000589",2,2,0
"E00000590",9,4,5
"E00000591",5,0,5
"E00000592",6,2,4
"E00000593",6,1,5
"E00000594",4,1,3
"E00000595",5,2,3
"E00000596",3,3,0
"E00000597",5,2,3
"E00000598",8,6,2
"E00000599",6,2,4
"E00000600",1,1,0
"E00000601",5,3,2
"E00000602",1,0,1
"E00000603",5,3,2
"E00000604",0,0,0
"E00000605",10,8,2
"E00000606",2,0,2
"E00000607",2,1,1
"E00000608",5,2,3
"E00000609",1,1,0
"E00000610",9,7,2
"E00000611",10,5,5
"E00000612",4,3,1
"E00000613",9,5,4
"E00000614",9,4,5
"E00000615",7,3,4
"E00000616",6,3,3
"E00000617",5,3,2
"E00000618",0,0,0
"E00000619",11,7,4
"E00000620",8,3,5
"E00000622",0,0,0
"E00000623",3,1,2
"E00000624",0,0,0
"E00000625",4,3,1
"E00000626",5,3,2
"E00000627",1,1,0
"E00000628",12,7,5
"E00000629",1,1,0
"E00000630",4,3,1
"E00000631",4,4,0
"E00000632",7,4,3
"E00000633",8,2,6
"E00000634",13,8,5
"E00000635",0,0,0
"E00000636",4,2,2
"E00000637",5,3,2
"E00000638",2,0,2
"E00000640",3,2,1
"E00000641",5,2,3
"E00000642",0,0,0
"E00000643",8,3,5
"E00000644",1,0,1
"E00000645",3,2,1
"E00000646",7,3,4
"E00000647",1,1,0
"E00000648",2,2,0
"E00000649",1,0,1
"E00000650",0,0,0
"E00000651",7,2,5
"E00000652",3,1,2
"E00000653",6,2,4
"E00000654",7,3,4
"E00000655",2,1,1
"E00000656",6,0,6
"E00000657",9,5,4
"E00000658",0,0,0
"E00000659",0,0,0
"E00000660",6,1,5
"E00000661",10,5,5
"E00000662",6,4,2
"E00000663",1,1,0
"E00000664",2,1,1
"E00000665",10,6,4
"E00000666",1,0,1
"E00000667",2,0,2
"E00000668",1,1,0
"E00000669",8,4,4
"E00000670",3,2,1
"E00000671",5,2,3
"E00000672",15,9,6
"E00000674",18,8,10
"E00000675",5,2,3
"E00000676",3,2,1
"E00000677",1,1,0
"E00000678",4,2,2
"E00000679",4,4,0
"E00000680",6,3,3
"E00000681",0,0,0
"E00000682",2,1,1
"E00000683",3,2,1
"E00000684",4,3,1
"E00000685",0,0,0
"E00000686",9,3,6
"E00000687",7,6,1
"E00000688",8,7,1
"E00000689",20,13,7
"E00000690",16,11,5
"E00000691",5,3,2
"E00000692",16,11,5
"E00000693",2,2,0
"E00000694",11,2,9
"E00000695",5,3,2
"E00000696",2,2,0
"E00000697",14,12,2
"E00000698",8,6,2
"E00000699",12,8,4
"E00000700",5,1,4
"E00000701",5,4,1
"E00000702",3,1,2
"E00000703",14,3,11
"E00000704",4,3,1
"E00000705",21,14,7
"E00000706",11,3,8
"E00000707",7,5,2
"E00000708",10,2,8
"E00000709",9,3,6
"E00000710",6,1,5
"E00000711",5,3,2
"E00000712",7,3,4
"E00000713",3,2,1
"E00000714",5,3,2
"E00000715",10,6,4
"E00000716",0,0,0
"E00000717",3,0,3
"E00000718",1,0,1
"E00000719",1,0,1
"E00000720",1,1,0
"E00000721",1,0,1
"E00000722",8,3,5
"E00000723",7,3,4
"E00000724",1,1,0
"E00000725",10,6,4
"E00000726",7,4,3
"E00000727",9,7,2
"E00000728",0,0,0
"E00000729",9,5,4
"E00000730",9,4,5
"E00000731",8,3,5
"E00000732",6,4,2
"E00000733",6,4,2
"E00000734",10,5,5
"E00000736",4,2,2
"E00000737",5,3,2
"E00000738",3,2,1
"E00000739",3,0,3
"E00000740",3,0,3
"E00000742",9,2,7
"E00000743",2,1,1
"E00000744",4,1,3
"E00000745",3,1,2
"E00000746",10,3,7
"E00000747",2,1,1
"E00000748",3,0,3
"E00000749",1,0,1
"E00000750",3,1,2
"E00000751",9,4,5
"E00000752",1,1,0
"E00000754",0,0,0
"E00000755",0,0,0
"E00000756",1,1,0
"E00000757",1,0,1
"E00000758",4,3,1
"E00000760",1,1,0
"E00000761",2,2,0
"E00000762",4,1,3
"E00000763",2,1,1
"E00000764",5,4,1
"E00000765",5,4,1
"E00000766",14,9,5
"E00000767",0,0,0
"E00000768",1,1,0
"E00000769",1,0,1
"E00000770",4,3,1
"E00000771",2,1,1
"E00000772",1,0,1
"E00000773",0,0,0
"E00000774",8,2,6
"E00000775",8,5,3
"E00000776",4,2,2
"E00000777",0,0,0
"E00000778",5,3,2
"E00000779",11,7,4
"E00000780",7,4,3
"E00000781",6,3,3
"E00000782",7,3,4
"E00000783",2,1,1
"E00000785",15,2,13
"E00000786",9,4,5
"E00000787",2,1,1
"E00000788",2,0,2
"E00000789",0,0,0
"E00000790",0,0,0
"E00000791",0,0,0
"E00000792",4,1,3
"E00000793",3,3,0
"E00000794",3,2,1
"E00000795",2,0,2
"E00000796",7,4,3
"E00000797",7,4,3
"E00000798",5,4,1
"E00000799",3,1,2
"E00000800",4,3,1
"E00000801",0,0,0
"E00000802",7,2,5
"E00000803",2,0,2
"E00000804",12,4,8
"E00000805",1,0,1
"E00000806",9,8,1
"E00000807",2,2,0
"E00000808",0,0,0
"E00000809",0,0,0
"E00000810",1,1,0
"E00000811",13,7,6
"E00000812",10,3,7
"E00000813",2,0,2
"E00000814",5,4,1
"E00000815",4,1,3
"E00000816",3,0,3
"E00000817",11,3,8
"E00000818",1,1,0
"E00000819",4,1,3
"E00000820",4,4,0
"E00000821",0,0,0
"E00000822",4,1,3
"E00000823",1,1,0
"E00000824",1,0,1
"E00000825",1,0,1
"E00000826",2,0,2
"E00000827",3,1,2
"E00000828",5,3,2
"E00000829",11,3,8
"E00000830",4,2,2
"E00000831",6,4,2
"E00000832",13,8,5
"E00000833",2,1,1
"E00000834",10,7,3
"E00000835",10,7,3
"E00000836",9,7,2
"E00000837",1,1,0
"E00000838",0,0,0
"E00000839",7,5,2
"E00000840",0,0,0
"E00000841",6,4,2
"E00000842",5,0,5
"E00000843",1,0,1
"E00000844",5,0,5
"E00000845",2,1,1
"E00000846",6,5,1
"E00000847",3,3,0
"E00000848",6,4,2
"E00000849",5,2,3
"E00000850",5,5,0
"E00000851",0,0,0
"E00000852",12,7,5
"E00000853",1,0,1
"E00000854",3,2,1
"E00000855",8,4,4
"E00000856",6,2,4
"E00000857",1,1,0
"E00000858",4,3,1
"E00000859",0,0,0
"E00000860",6,6,0
"E00000861",9,6,3
"E00000862",21,10,11
"E00000863",7,2,5
"E00000864",9,4,5
"E00000865",3,1,2
"E00000866",6,4,2
"E00000867",13,9,4
"E00000868",14,6,8
"E00000869",1,1,0
"E00000870",0,0,0
"E00000871",6,3,3
"E00000872",0,0,0
"E00000873",7,5,2
"E00000874",4,3,1
"E00000875",0,0,0
"E00000876",7,4,3
"E00000877",10,3,7
"E00000878",6,4,2
"E00000879",3,2,1
"E00000880",2,1,1
"E00000881",3,1,2
"E00000882",4,0,4
"E00000883",10,4,6
"E00000884",3,1,2
"E00000885",3,1,2
"E00000886",1,0,1
"E00000887",7,3,4
"E00000888",7,4,3
"E00000889",6,2,4
"E00000890",1,0,1
"E00000891",0,0,0
"E00000892",2,1,1
"E00000893",2,0,2
"E00000894",5,2,3
"E00000895",9,3,6
"E00000896",3,3,0
"E00000897",0,0,0
"E00000898",3,1,2
"E00000899",10,6,4
"E00000900",2,1,1
"E00000901",1,0,1
"E00000902",0,0,0
"E00000903",1,1,0
"E00000904",0,0,0
"E00000905",5,4,1
"E00000906",0,0,0
"E00000907",5,2,3
"E00000908",3,2,1
"E00000909",7,4,3
"E00000910",9,3,6
"E00000911",0,0,0
"E00000912",4,3,1
"E00000913",1,0,1
"E00000914",2,1,1
"E00000915",2,2,0
"E00000916",3,3,0
"E00000917",1,1,0
"E00000918",0,0,0
"E00000919",13,8,5
"E00000920",4,1,3
"E00000921",6,2,4
"E00000922",12,7,5
"E00000923",0,0,0
"E00000924",4,2,2
"E00000925",16,6,10
"E00000926",17,13,4
"E00000927",7,3,4
"E00000928",7,3,4
"E00000929",18,10,8
"E00000930",11,4,7
"E00000931",9,3,6
"E00000932",9,4,5
"E00000933",0,0,0
"E00000934",6,5,1
"E00000935",8,5,3
"E00000936",9,6,3
"E00000937",7,5,2
"E00000938",4,2,2
"E00000939",14,8,6
"E00000940",8,3,5
"E00000941",7,4,3
"E00000942",1,1,0
"E00000943",3,2,1
"E00000944",10,5,5
"E00000945",2,1,1
"E00000946",4,3,1
"E00000947",10,9,1
"E00000948",7,4,3
"E00000949",8,4,4
"E00000950",4,2,2
"E00000951",9,2,7
"E00000952",19,7,12
"E00000953",6,4,2
"E00000954",12,5,7
"E00000955",9,5,4
"E00000956",9,3,6
"E00000957",2,1,1
"E00000958",0,0,0
"E00000959",7,2,5
"E00000960",5,4,1
"E00000961",9,5,4
"E00000962",4,2,2
"E00000963",6,4,2
"E00000964",1,1,0
"E00000965",2,1,1
"E00000966",6,3,3
"E00000967",6,3,3
"E00000968",8,5,3
"E00000969",7,5,2
"E00000970",7,2,5
"E00000971",11,5,6
"E00000972",11,6,5
"E00000973",0,0,0
"E00000974",6,2,4
"E00000975",5,2,3
"E00000976",5,3,2
"E00000977",12,3,9
"E00000978",9,4,5
"E00000979",19,10,9
"E00000980",4,2,2
"E00000981",23,11,12
"E00000982",15,6,9
"E00000983",13,9,4
"E00000984",11,8,3
"E00000985",7,6,1
"E00000986",6,2,4
"E00000987",10,4,6
"E00000988",19,11,8
"E00000989",0,0,0
"E00000990",1,1,0
"E00000991",3,3,0
"E00000992",2,1,1
"E00000993",6,4,2
"E00000994",1,0,1
"E00000995",2,1,1
"E00000996",2,0,2
"E00000997",5,3,2
"E00000998",0,0,0
"E00000999",7,3,4
"E00001000",5,3,2
"E00001001",5,4,1
"E00001002",10,6,4
"E00001003",8,5,3
"E00001004",7,4,3
"E00001005",3,2,1
"E00001006",6,3,3
"E00001007",12,7,5
"E00001008",8,6,2
"E00001009",1,0,1
"E00001010",5,4,1
"E00001011",15,9,6
"E00001012",15,6,9
"E00001013",8,6,2
"E00001014",11,7,4
"E00001015",15,8,7
"E00001016",0,0,0
"E00001017",6,1,5
"E00001018",4,0,4
"E00001019",6,1,5
"E00001020",6,2,4
"E00001021",2,1,1
"E00001022",1,0,1
"E00001023",8,3,5
"E00001024",6,3,3
"E00001025",16,9,7
"E00001026",0,0,0
"E00001027",11,4,7
"E00001028",12,9,3
"E00001029",7,1,6
"E00001030",8,4,4
"E00001031",13,5,8
"E00001032",7,1,6
"E00001033",3,1,2
"E00001034",2,0,2
"E00001035",0,0,0
"E00001036",5,2,3
"E00001037",2,2,0
"E00001038",10,5,5
"E00001039",0,0,0
"E00001040",1,1,0
"E00001041",1,0,1
"E00001042",0,0,0
"E00001043",12,3,9
"E00001044",11,5,6
"E00001045",11,6,5
"E00001046",11,5,6
"E00001047",12,4,8
"E00001048",0,0,0
"E00001049",16,5,11
"E00001050",1,1,0
"E00001051",9,3,6
"E00001052",15,7,8
"E00001053",11,5,6
"E00001054",7,2,5
"E00001055",9,2,7
"E00001056",6,4,2
"E00001057",20,6,14
"E00001058",9,6,3
"E00001059",13,8,5
"E00001060",0,0,0
"E00001061",3,0,3
"E00001062",11,9,2
"E00001063",16,12,4
"E00001064",6,2,4
"E00001065",11,7,4
"E00001066",18,12,6
"E00001067",16,11,5
"E00001068",28,17,11
"E00001069",7,5,2
"E00001070",24,14,10
"E00001071",14,9,5
"E00001072",10,10,0
"E00001073",12,11,1
"E00001074",12,5,7
"E00001075",8,2,6
"E00001076",0,0,0
"E00001077",5,2,3
"E00001078",5,1,4
"E00001079",3,2,1
"E00001080",2,1,1
"E00001081",1,0,1
"E00001082",8,4,4
"E00001083",3,1,2
"E00001084",1,0,1
"E00001085",2,2,0
"E00001086",4,2,2
"E00001087",6,3,3
"E00001088",10,7,3
"E00001089",9,3,6
"E00001090",7,3,4
"E00001091",9,4,5
"E00001092",16,10,6
"E00001093",18,11,7
"E00001094",25,15,10
"E00001095",19,11,8
"E00001096",4,3,1
"E00001097",17,12,5
"E00001098",24,18,6
"E00001099",7,6,1
"E00001100",7,3,4
"E00001101",8,4,4
"E00001102",4,2,2
"E00001103",29,21,8
"E00001104",14,10,4
"E00001105",12,7,5
"E00001106",10,4,6
"E00001107",0,0,0
"E00001108",9,5,4
"E00001109",3,2,1
"E00001110",3,2,1
"E00001111",9,8,1
"E00001112",2,2,0
"E00001113",0,0,0
"E00001114",8,4,4
"E00001115",7,2,5
"E00001116",7,3,4
"E00001117",13,7,6
"E00001118",9,5,4
"E00001119",3,3,0
"E00001120",12,7,5
"E00001121",5,2,3
"E00001122",8,7,1
"E00001123",0,0,0
"E00001124",9,5,4
"E00001125",5,5,0
"E00001126",7,3,4
"E00001127",0,0,0
"E00001128",18,8,10
"E00001129",4,2,2
"E00001130",3,1,2
"E00001131",7,2,5
"E00001132",6,4,2
"E00001133",6,2,4
"E00001134",8,4,4
"E00001135",12,4,8
"E00001136",18,10,8
"E00001137",6,4,2
"E00001138",6,3,3
"E00001139",6,2,4
"E00001140",5,3,2
"E00001141",6,5,1
"E00001142",5,3,2
"E00001143",5,4,1
"E00001144",5,2,3
"E00001145",7,6,1
"E00001146",6,2,4
"E00001147",8,4,4
"E00001148",9,2,7
"E00001149",2,2,0
"E00001150",6,4,2
"E00001151",2,1,1
"E00001152",7,5,2
"E00001153",6,2,4
"E00001154",7,2,5
"E00001155",5,3,2
"E00001156",5,2,3
"E00001157",4,4,0
"E00001158",14,6,8
"E00001159",2,1,1
"E00001160",1,0,1
"E00001161",0,0,0
"E00001162",2,2,0
"E00001163",4,3,1
"E00001164",5,2,3
"E00001165",8,2,6
"E00001166",2,1,1
"E00001167",15,8,7
"E00001168",6,5,1
"E00001169",14,9,5
"E00001170",0,0,0
"E00001171",5,1,4
"E00001172",6,3,3
"E00001173",9,7,2
"E00001174",6,5,1
"E00001175",15,12,3
"E00001176",0,0,0
"E00001177",12,5,7
"E00001178",8,4,4
"E00001179",9,6,3
"E00001180",0,0,0
"E00001181",6,5,1
"E00001182",16,6,10
"E00001183",15,10,5
"E00001184",3,0,3
"E00001185",6,0,6
"E00001186",10,5,5
"E00001187",7,4,3
