"Geography_Code","NM_1564_1_0","NM_1564_1_1","NM_1564_1_2","NM_1564_1_3","NM_1564_1_4","NM_1564_1_5","NM_1564_1_6","NM_1564_1_7"
"N00001261",205,108,30,33,5,15,10,4
"N00001262",303,117,42,44,17,35,35,13
"N00001263",248,83,27,36,13,29,45,15
"N00001264",140,49,17,21,1,14,29,9
"N00001265",742,239,64,66,14,61,244,54
"N00001266",132,77,19,14,4,9,5,4
"N00001267",245,153,26,22,8,12,20,4
"N00001268",247,149,31,30,9,10,11,7
"N00001269",450,113,43,65,12,51,130,36
"N00001270",242,102,18,19,16,19,57,11
"N00001271",1176,296,120,130,39,136,366,89
"N00001272",184,60,12,24,7,24,48,9
"N00001273",186,54,13,36,10,15,54,4
"N00001274",204,95,30,28,13,13,15,10
"N00001275",178,89,26,16,11,11,16,9
"N00001276",164,63,19,25,9,21,22,5
"N00001277",215,33,19,23,7,34,92,7
"N00001278",234,41,21,37,9,27,92,7
"N00001279",142,66,15,15,7,21,9,9
"N00001280",178,98,22,14,7,16,16,5
"N00001281",266,47,20,31,10,28,126,4
"N00001282",265,37,16,32,6,30,136,8
"N00001283",254,34,21,30,8,30,128,3
"N00001284",290,55,31,48,17,40,94,5
"N00001285",272,59,32,33,20,27,88,13
"N00001286",283,85,25,44,20,44,58,7
"N00001287",241,60,22,40,27,22,66,4
"N00001288",249,65,21,45,24,38,45,11
"N00001289",242,66,35,38,19,27,50,7
"N00001290",270,71,28,46,20,35,64,6
"N00001291",263,54,41,53,16,40,53,6
"N00001292",633,88,71,131,18,91,224,10
"N00001293",306,76,32,57,4,41,91,5
"N00001294",286,88,29,49,21,35,56,8
"N00001295",272,74,39,48,21,35,47,8
"N00001296",222,93,26,31,10,24,29,9
"N00001297",313,85,34,58,17,43,71,5
"N00001298",279,111,42,39,7,19,36,25
"N00001299",262,103,29,37,12,34,37,10
"N00001300",250,76,26,43,22,29,50,4
"N00001301",326,103,34,56,15,42,66,10
"N00001302",481,195,116,71,12,42,34,11
"N00001303",272,130,28,37,14,26,33,4
"N00001304",266,71,43,42,17,28,54,11
"N00001305",267,85,38,27,16,35,56,10
"N00001306",172,70,24,21,11,15,24,7
"N00001307",245,103,45,37,8,24,23,5
"N00001308",385,148,49,49,20,33,73,13
"N00001309",270,113,31,41,4,28,40,13
"N00001310",683,181,118,134,22,87,126,15
"N00001311",201,84,30,50,8,13,9,7
"N00001312",441,167,63,70,9,45,68,19
"N00001313",328,92,32,44,10,37,93,20
"N00001314",287,103,39,43,6,32,54,10
"N00001315",208,86,28,28,9,26,24,7
"N00001316",283,131,29,35,11,30,37,10
"N00001317",233,87,37,30,20,33,18,8
"N00001318",239,87,25,34,8,34,40,11
"N00001319",239,61,38,36,9,26,57,12
"N00001320",216,54,28,35,17,39,30,13
"N00001321",228,77,39,35,4,34,36,3
"N00001322",212,65,37,31,12,20,38,9
"N00001323",257,99,27,36,14,29,43,9
"N00001324",205,66,22,28,8,20,46,15
"N00001325",1040,94,54,102,7,114,647,22
"N00001326",293,16,10,35,4,37,188,3
"N00001327",262,21,12,36,10,19,154,10
"N00001328",830,66,26,83,8,89,533,25
"N00001329",243,28,12,26,4,43,124,6
"N00001330",265,23,15,22,1,25,174,5
"N00001331",224,12,11,25,4,20,144,8
"N00001332",170,16,8,20,7,17,97,5
"N00001333",264,9,5,26,1,30,187,6
"N00001334",287,25,12,31,2,30,172,15
"N00001335",185,16,11,12,1,25,117,3
"N00001336",228,27,5,19,0,16,156,5
"N00001337",243,20,8,26,5,26,150,8
"N00001338",247,76,27,23,19,18,75,9
"N00001339",282,111,42,33,13,24,49,10
"N00001340",621,217,77,76,19,68,132,32
"N00001341",271,49,32,41,16,48,75,10
"N00001342",318,51,35,49,14,41,117,11
"N00001343",243,41,24,31,18,37,85,7
"N00001344",285,64,26,37,9,39,99,11
"N00001345",217,48,20,19,8,32,82,8
"N00001346",694,109,43,81,12,89,341,19
"N00001347",432,88,32,58,10,43,191,10
"N00001348",242,28,26,31,8,34,109,6
"N00001349",205,28,7,14,7,30,106,13
"N00001350",739,430,85,89,16,48,56,15
"N00001351",312,166,30,40,14,29,31,2
"N00001352",270,113,19,28,7,27,60,16
"N00001353",285,170,20,34,8,12,34,7
"N00001354",626,352,76,60,13,51,58,16
"N00001355",226,104,32,31,3,20,28,8
"N00001356",226,122,36,28,5,10,23,2
"N00001357",128,81,12,16,2,6,9,2
"N00001358",252,118,36,29,7,24,25,13
"N00001359",213,70,27,37,7,28,34,10
"N00001360",191,89,24,25,1,13,32,7
"N00001361",218,103,35,25,5,21,21,8
"N00001362",245,148,26,35,5,14,13,4
"N00001363",213,47,30,27,16,28,54,11
"N00001364",452,110,63,51,22,54,126,26
"N00001365",314,55,22,39,25,47,108,18
"N00001366",205,47,10,29,12,15,84,8
"N00001367",297,111,34,32,18,26,61,15
"N00001368",244,55,21,30,13,27,90,8
"N00001369",307,83,34,49,17,32,84,8
"N00001370",323,77,40,44,15,38,98,11
"N00001371",245,45,22,32,16,34,93,3
"N00001372",463,109,57,57,22,60,137,21
"N00001373",233,40,22,43,15,37,66,10
"N00001374",237,39,31,41,17,34,65,10
"N00001375",278,76,37,38,15,28,68,16
"N00001376",163,49,14,20,9,16,45,10
"N00001377",238,51,27,42,10,32,68,8
"N00001378",204,27,24,27,13,36,72,5
"N00001379",209,52,30,31,16,24,52,4
"N00001380",325,55,14,32,5,33,178,8
"N00001381",333,31,14,28,2,28,211,19
"N00001382",254,16,14,30,7,21,161,5
"N00001383",287,46,8,28,3,32,148,22
"N00001384",232,42,18,17,16,28,103,8
"N00001385",283,30,18,27,5,36,163,4
"N00001386",456,73,43,52,15,55,189,29
"N00001387",226,46,19,20,5,20,100,16
"N00001388",237,84,28,25,11,16,56,17
"N00001389",159,34,12,11,7,16,69,10
"N00001390",228,39,12,36,8,21,102,10
"N00001391",239,26,18,30,13,19,125,8
"N00001392",232,57,19,22,4,26,96,8
"N00001393",243,28,13,13,5,26,142,16
"N00001394",223,35,16,22,9,19,112,10
"N00001395",211,40,23,27,11,19,86,5
"N00001396",568,41,36,50,15,58,338,30
"N00001397",169,48,9,16,7,16,64,9
"N00001398",213,54,16,23,7,28,76,9
"N00001399",740,107,27,64,7,54,467,14
"N00001400",264,24,10,20,2,23,178,7
"N00001401",731,113,35,47,21,82,415,18
"N00001402",568,69,27,51,14,41,350,16
"N00001403",330,39,24,44,6,34,173,10
"N00001404",606,128,41,57,9,55,278,38
"N00001405",195,64,20,23,11,14,58,5
"N00001406",175,58,12,19,7,15,57,7
"N00001407",229,50,9,20,1,21,125,3
"N00001408",386,32,11,35,4,49,252,3
"N00001409",220,19,17,38,4,12,124,6
"N00001410",232,27,11,29,5,23,134,3
"N00001411",236,29,20,22,6,15,135,9
"N00001412",153,47,9,14,4,17,56,6
"N00001413",225,33,19,27,5,26,108,7
"N00001414",221,34,16,18,5,26,115,7
"N00001415",209,115,23,31,5,8,21,6
"N00001416",821,156,39,58,10,86,394,78
"N00001417",227,127,32,17,6,17,18,10
"N00001418",572,165,51,66,17,56,187,30
"N00001419",205,64,22,23,4,16,68,8
"N00001420",196,76,23,22,5,13,40,17
"N00001421",1210,274,70,90,18,202,479,77
"N00001422",176,91,18,15,5,14,22,11
"N00001423",347,199,29,39,6,23,39,12
"N00001424",186,88,23,18,5,9,27,16
"N00001425",212,106,36,16,11,13,21,9
"N00001426",173,99,16,22,10,6,13,7
"N00001427",202,117,22,22,6,14,12,9
"N00001428",240,89,23,25,5,56,37,5
"N00001429",960,287,61,78,18,160,308,48
"N00001430",198,107,23,23,8,16,16,5
"N00001431",252,125,40,25,12,24,21,5
"N00001432",217,127,28,33,9,8,12,0
"N00001433",192,88,18,34,7,19,21,5
"N00001434",233,131,28,31,7,16,15,5
"N00001435",190,127,20,14,3,9,14,3
"N00001436",210,112,32,29,6,20,7,4
"N00001437",151,90,14,13,0,17,14,3
"N00001438",225,115,34,24,7,25,15,5
"N00001439",236,111,17,26,7,24,38,13
"N00001440",225,142,22,21,9,17,8,6
"N00001441",211,114,29,25,4,16,15,8
"N00001442",279,163,24,26,7,13,30,16
"N00001443",184,120,14,12,5,8,15,10
"N00001444",215,131,18,30,6,14,12,4
"N00001445",307,29,20,47,7,32,163,9
"N00001446",264,41,25,40,6,34,107,11
"N00001447",280,63,25,47,2,20,114,9
"N00001448",286,20,24,37,3,39,161,2
"N00001449",253,22,18,39,2,24,140,8
"N00001450",229,21,22,33,6,26,118,3
"N00001451",209,40,12,32,5,19,93,8
"N00001452",258,26,9,42,4,33,130,14
"N00001453",297,23,11,34,6,40,178,5
"N00001454",277,23,13,33,4,38,161,5
"N00001455",205,19,16,21,4,29,111,5
"N00001456",265,27,17,28,11,15,161,6
"N00001457",247,40,16,34,6,33,114,4
"N00001458",317,93,22,33,14,32,111,12
"N00001459",349,56,29,56,7,47,144,10
"N00001460",480,104,50,52,20,51,177,26
"N00001461",259,31,8,30,4,33,143,10
"N00001462",292,22,11,33,6,28,180,12
"N00001463",296,23,16,33,1,32,186,5
"N00001464",280,25,18,29,4,30,164,10
"N00001465",345,28,15,47,5,35,209,6
"N00001466",253,16,10,27,3,83,103,11
"N00001467",1455,32,39,119,8,964,239,54
"N00001468",271,10,7,18,2,123,84,27
"N00001469",229,12,5,16,2,85,102,7
"N00001470",339,4,7,31,0,165,124,8
"N00001471",487,4,4,31,0,295,141,12
"N00001472",736,32,28,57,3,289,311,16
"N00001473",383,24,12,28,6,53,252,8
"N00001474",258,38,9,23,1,26,156,5
"N00001475",267,21,6,25,4,29,169,13
"N00001476",227,32,9,15,4,26,137,4
"N00001477",225,15,6,28,2,30,132,12
"N00001478",244,25,12,15,2,23,159,8
"N00001479",274,30,19,28,3,29,157,8
"N00001480",419,209,38,43,11,25,64,29
"N00001481",195,94,19,21,7,27,19,8
"N00001482",259,77,32,42,12,32,55,9
"N00001483",204,46,18,21,9,20,79,11
"N00001484",182,59,23,25,8,18,43,6
"N00001485",207,48,24,21,11,25,61,17
"N00001486",302,87,23,40,16,43,81,12
"N00001487",257,94,34,31,14,27,43,14
"N00001488",223,72,28,24,15,21,52,11
"N00001489",249,78,35,28,19,30,43,16
"N00001490",158,52,25,14,7,16,40,4
"N00001491",220,84,23,25,11,15,51,11
"N00001492",185,64,29,30,8,19,29,6
"N00001493",206,48,19,23,10,30,65,11
"N00001494",166,38,17,25,6,27,42,11
"N00001495",241,69,40,31,10,33,51,7
"N00001496",224,54,32,24,10,24,69,11
"N00001497",190,41,20,29,9,19,57,15
"N00001498",362,162,31,42,11,24,53,39
"N00001499",278,86,39,42,15,36,43,17
"N00001500",198,62,16,24,10,34,41,11
"N00001501",405,205,46,45,19,33,39,18
"N00001502",332,118,39,40,16,22,72,25
"N00001503",169,77,25,17,9,16,20,5
"N00001504",197,105,22,27,6,10,19,8
"N00001505",375,96,41,42,10,45,88,53
"N00001506",201,82,29,24,10,13,27,16
"N00001507",193,99,25,20,15,14,14,6
"N00001508",353,91,57,47,14,32,83,29
"N00001509",319,141,28,34,16,26,56,18
"N00001510",186,53,19,24,13,24,48,5
"N00001511",493,226,47,39,16,71,65,29
"N00001512",241,73,24,25,5,24,76,14
"N00001513",182,61,28,23,3,23,31,13
"N00001514",197,42,18,26,4,10,91,6
"N00001515",304,45,16,36,6,24,162,15
"N00001516",236,31,9,27,3,14,143,9
"N00001517",309,34,14,34,1,27,191,8
"N00001518",362,33,31,36,8,38,209,7
"N00001519",245,103,27,23,16,13,49,14
"N00001520",199,109,30,20,8,15,9,8
"N00001521",187,85,29,24,9,17,11,12
"N00001522",237,63,27,21,18,31,70,7
"N00001523",162,79,23,14,9,18,13,6
"N00001524",196,108,24,17,6,19,18,4
"N00001525",180,64,25,20,3,19,38,11
"N00001526",181,56,31,28,8,22,32,4
"N00001527",196,49,16,21,3,26,71,10
"N00001528",211,21,11,19,5,25,116,14
"N00001529",232,55,26,37,7,26,78,3
"N00001530",322,39,21,34,5,30,185,8
"N00001531",223,113,45,26,7,11,17,4
"N00001532",323,117,40,50,10,57,39,10
"N00001533",531,267,75,65,11,46,52,15
"N00001534",271,130,38,46,3,30,15,9
"N00001535",267,147,34,41,8,21,7,9
"N00001536",326,143,48,40,8,35,40,12
"N00001537",265,162,33,25,7,26,6,6
"N00001538",311,114,43,54,16,40,36,8
"N00001539",249,125,31,39,6,22,19,7
"N00001540",320,138,47,50,11,37,28,9
"N00001541",223,126,27,35,5,13,10,7
"N00001542",262,153,36,33,7,17,11,5
"N00001543",281,146,41,37,7,21,20,9
"N00001544",240,118,39,25,1,22,22,13
"N00001545",268,90,47,33,7,32,54,5
"N00001546",260,103,50,33,6,27,34,7
"N00001547",254,74,32,37,9,36,55,11
"N00001548",272,111,44,31,11,32,40,3
"N00001549",276,121,37,42,12,23,34,7
"N00001550",193,97,22,24,10,9,21,10
"N00001551",308,110,46,37,10,23,69,13
"N00001552",308,96,55,54,8,36,50,9
"N00001553",236,112,29,26,7,21,21,20
"N00001554",266,112,33,37,4,30,46,4
"N00001555",195,121,27,18,5,12,7,5
"N00001556",171,60,27,34,6,18,23,3
"N00001557",197,118,26,17,3,12,17,4
"N00001558",180,54,29,22,8,18,36,13
"N00001559",282,96,32,34,16,31,62,11
"N00001560",198,48,34,43,6,24,36,7
"N00001561",183,43,19,25,6,26,49,15
"N00001562",175,63,27,33,3,19,23,7
"N00001563",152,79,17,16,3,7,25,5
"N00001564",255,88,34,43,5,32,45,8
"N00001565",283,161,24,35,10,25,22,6
"N00001566",286,133,43,39,6,30,24,11
"N00001567",192,101,22,26,0,19,19,5
"N00001568",202,61,34,35,2,35,27,8
"N00001569",259,109,40,32,9,19,36,14
"N00001570",721,352,130,115,11,57,36,20
"N00001571",387,228,43,38,7,27,33,11
"N00001572",256,142,39,31,5,24,12,3
"N00001573",297,150,39,33,12,39,19,5
"N00001574",232,124,40,23,3,20,17,5
"N00001575",236,130,31,31,2,23,15,4
"N00001576",288,146,46,41,3,26,25,1
"N00001577",259,137,34,33,7,24,18,6
"N00001578",244,133,33,24,6,19,24,5
"N00001579",283,22,16,15,1,79,133,17
"N00001580",283,16,8,19,2,58,171,9
"N00001581",220,15,11,28,5,22,136,3
"N00001582",255,42,6,16,6,36,143,6
"N00001583",224,14,14,19,0,56,118,3
"N00001584",176,40,13,11,5,23,75,9
"N00001585",429,12,9,31,8,208,141,20
"N00001586",232,24,8,13,3,33,143,8
"N00001587",310,15,14,18,2,89,158,14
"N00001588",260,27,11,19,5,76,107,15
"N00001589",288,30,11,21,0,89,127,10
"N00001590",340,20,3,23,3,107,172,12
"N00001591",264,10,7,19,0,108,110,10
"N00001592",268,55,8,27,5,69,90,14
"N00001593",481,27,16,37,2,195,188,16
"N00001594",339,30,15,30,3,137,107,17
"N00001595",264,20,14,19,2,107,93,9
"N00001596",378,18,11,31,4,178,114,22
"N00001597",246,24,15,21,1,63,93,29
"N00001598",362,29,13,44,2,171,91,12
"N00001599",421,33,21,27,3,215,102,20
"N00001600",286,32,18,25,6,91,97,17
"N00001601",264,23,10,17,5,90,106,13
"N00001602",308,36,18,16,3,80,128,27
"N00001603",294,39,17,25,6,107,94,6
"N00001604",243,66,31,35,7,33,58,13
"N00001605",241,93,35,19,8,22,51,13
"N00001606",173,38,21,28,5,16,56,9
"N00001607",226,70,39,25,9,23,50,10
"N00001608",196,62,28,23,3,17,53,10
"N00001609",196,37,30,22,5,19,63,20
"N00001610",187,35,13,21,8,21,80,9
"N00001611",221,109,33,23,8,13,27,8
"N00001612",208,104,35,24,4,14,15,12
"N00001613",557,204,75,66,10,53,107,42
"N00001614",201,73,26,23,2,24,39,14
"N00001615",263,99,23,26,11,16,62,26
"N00001616",240,93,37,23,8,27,45,7
"N00001617",228,36,30,20,5,19,94,24
"N00001618",193,70,22,27,6,22,39,7
"N00001619",243,116,33,27,12,21,28,6
"N00001620",262,83,39,35,5,22,59,19
"N00001621",199,70,29,28,3,18,37,14
"N00001622",200,56,22,24,3,29,52,14
"N00001623",212,107,26,19,7,16,18,19
"N00001624",132,73,20,12,5,10,7,5
"N00001625",195,85,25,26,9,23,21,6
"N00001626",192,76,29,25,15,25,14,8
"N00001627",139,75,27,17,4,7,7,2
"N00001628",211,98,37,22,10,23,12,9
"N00001629",250,140,21,26,11,22,25,5
"N00001630",167,77,24,23,6,18,14,5
"N00001631",175,86,46,14,8,13,5,3
"N00001632",210,120,30,15,11,17,15,2
"N00001633",153,68,21,17,8,11,15,13
"N00001634",188,108,19,19,11,7,17,7
"N00001635",239,110,42,25,10,20,17,15
"N00001636",141,62,22,16,5,9,14,13
"N00001637",180,101,24,23,3,11,11,7
"N00001638",210,128,30,17,8,8,10,9
"N00001639",148,84,22,21,1,11,7,2
"N00001640",177,99,24,28,5,8,9,4
"N00001641",206,74,26,34,15,16,33,8
"N00001642",267,36,24,33,13,32,123,6
"N00001643",461,94,46,81,23,58,141,18
"N00001644",262,43,32,55,7,36,80,9
"N00001645",206,83,25,30,11,20,26,11
"N00001646",309,105,21,35,13,26,84,25
"N00001647",248,78,32,39,11,35,44,9
"N00001648",266,56,43,43,20,43,48,13
"N00001649",339,39,31,52,17,58,135,7
"N00001650",235,48,48,45,19,29,39,7
"N00001651",283,40,51,50,17,36,84,5
"N00001652",312,39,36,57,12,55,99,14
"N00001653",319,37,42,74,14,74,71,7
"N00001654",291,45,44,61,14,50,67,10
"N00001655",298,56,32,46,19,45,90,10
"N00001656",205,79,21,24,17,13,40,11
"N00001657",239,54,32,36,16,25,68,8
"N00001658",183,66,14,14,17,21,45,6
"N00001659",220,61,29,32,17,21,48,12
"N00001660",259,46,20,39,16,29,106,3
"N00001661",272,32,43,54,19,45,73,6
"N00001662",278,69,38,43,23,34,66,5
"N00001663",287,82,31,47,31,40,43,13
"N00001664",258,51,37,53,13,45,51,8
"N00001665",283,72,28,42,20,46,69,6
"N00001666",307,50,42,50,17,53,82,13
"N00001667",237,56,29,45,13,34,53,7
"N00001668",326,78,42,53,30,40,67,16
"N00001669",283,45,26,51,20,37,92,12
"N00001670",206,77,32,29,13,24,25,6
"N00001671",222,105,31,25,10,30,14,7
"N00001672",246,73,52,39,13,29,27,13
"N00001673",354,91,48,49,26,56,73,11
"N00001674",186,75,24,30,6,23,20,8
"N00001675",221,81,33,41,14,28,12,12
"N00001676",195,73,44,33,9,22,9,5
"N00001677",395,35,68,69,31,75,108,9
"N00001678",353,57,49,55,30,57,94,11
"N00001679",291,20,47,57,18,63,76,10
"N00001680",363,51,45,75,22,57,102,11
"N00001681",253,78,40,27,18,30,46,14
"N00001682",257,65,43,40,16,33,51,9
"N00001683",296,123,44,45,21,27,29,7
"N00001684",642,97,95,138,34,101,164,13
"N00001685",280,46,42,62,18,40,64,8
"N00001686",214,44,41,37,13,36,37,6
"N00001687",267,44,41,57,12,36,69,8
"N00001688",296,113,46,46,20,31,31,9
"N00001689",210,87,24,32,11,20,22,14
"N00001690",291,79,30,49,19,29,78,7
"N00001691",227,77,46,47,6,26,16,9
"N00001692",210,83,40,31,6,23,17,10
"N00001693",297,98,20,25,7,27,110,10
"N00001694",241,48,19,41,15,28,78,12
"N00001695",314,43,37,69,11,42,107,5
"N00001696",312,68,21,42,19,51,94,17
"N00001697",247,44,30,45,15,30,74,9
"N00001698",225,66,24,24,14,29,58,10
"N00001699",325,23,28,42,8,60,155,9
"N00001700",208,63,32,37,11,17,30,18
"N00001701",171,60,28,19,11,26,18,9
"N00001702",280,61,27,57,8,39,74,14
"N00001703",926,296,99,115,48,95,221,52
"N00001704",745,256,89,102,28,72,165,33
"N00001705",179,59,25,27,9,18,28,13
"N00001706",363,41,40,70,9,53,148,2
"N00001707",301,38,26,51,19,43,115,9
"N00001708",476,58,35,76,20,64,217,6
"N00001709",206,72,24,34,8,30,28,10
"N00001710",288,42,22,45,8,34,133,4
"N00001711",289,40,25,49,7,39,116,13
"N00001712",319,116,51,42,25,28,46,11
"N00001713",185,90,22,16,8,9,28,12
"N00001714",434,168,66,72,25,53,34,16
"N00001715",205,83,37,35,10,25,9,6
"N00001716",259,61,26,44,21,32,64,11
"N00001717",283,62,43,51,19,49,45,14
"N00001718",249,93,24,39,18,34,35,6
"N00001719",220,67,49,42,11,20,24,7
"N00001720",241,77,41,40,10,28,36,9
"N00001721",220,88,42,33,16,21,18,2
"N00001722",243,94,47,35,13,31,18,5
"N00001723",213,83,36,25,14,30,19,6
"N00001724",176,66,31,30,8,24,14,3
"N00001725",200,79,38,32,11,22,11,7
"N00001726",217,83,43,25,10,25,22,9
"N00001727",195,109,20,13,5,25,19,4
"N00001728",227,86,27,39,21,21,25,8
"N00001729",239,78,38,46,9,26,31,11
"N00001730",195,64,22,32,9,21,34,13
"N00001731",208,109,19,27,9,16,15,13
"N00001732",860,91,101,162,45,165,276,20
"N00001733",217,74,33,37,11,30,24,8
"N00001734",245,76,39,36,18,32,35,9
"N00001735",216,86,26,31,8,28,32,5
"N00001736",326,179,17,20,22,21,51,16
"N00001737",290,67,43,64,11,48,50,7
"N00001738",280,37,12,41,9,33,138,10
"N00001739",290,57,21,40,17,29,113,13
"N00001740",548,126,72,86,28,65,149,22
"N00001741",232,49,24,36,7,23,83,10
"N00001742",182,49,28,26,10,20,46,3
"N00001743",235,38,22,41,9,27,89,9
"N00001744",256,36,36,41,18,37,78,10
"N00001745",247,36,34,54,9,49,59,6
"N00001746",252,69,36,42,15,32,48,10
"N00001747",562,153,93,82,33,58,117,26
"N00001748",364,77,36,73,24,46,95,13
"N00001749",272,72,21,43,20,36,75,5
"N00001750",224,42,22,37,17,26,72,8
"N00001751",255,60,18,38,13,33,84,9
"N00001752",264,59,27,41,25,32,67,13
"N00001753",258,66,41,45,13,32,54,7
"N00001754",281,37,28,46,16,52,93,9
"N00001755",307,43,18,42,9,52,139,4
"N00001756",289,58,27,45,21,37,94,7
"N00001757",197,36,16,39,6,20,74,6
"N00001758",251,55,25,40,21,34,60,16
"N00001759",269,56,29,39,14,30,92,9
"N00001760",989,187,101,133,29,107,413,19
"N00001761",396,104,10,35,5,46,187,9
"N00001762",218,82,28,32,12,22,29,13
"N00001763",1091,171,98,158,34,142,460,28
"N00001764",199,81,26,23,8,21,30,10
"N00001765",859,229,89,104,35,93,284,25
"N00001766",225,78,30,35,10,22,41,9
"N00001767",243,32,25,42,6,29,100,9
"N00001768",232,30,25,25,6,38,101,7
"N00001769",287,29,20,44,16,56,116,6
"N00001770",216,25,9,34,2,27,117,2
"N00001771",312,24,28,48,7,47,139,19
"N00001772",244,47,22,31,13,29,91,11
"N00001773",227,49,21,32,10,41,65,9
"N00001774",257,36,23,37,9,31,112,9
"N00001775",231,30,22,34,8,31,102,4
"N00001776",228,36,24,40,12,30,80,6
"N00001777",275,43,20,40,5,25,124,18
"N00001778",238,31,35,41,13,38,69,11
"N00001779",233,99,32,36,8,28,24,6
"N00001780",480,61,47,77,17,78,190,10
"N00001781",340,75,35,47,13,52,103,15
"N00001782",261,30,33,49,19,50,69,11
"N00001783",286,64,36,51,18,34,71,12
"N00001784",215,75,32,35,10,22,34,7
"N00001785",269,104,50,50,15,28,17,5
"N00001786",268,103,39,31,10,27,49,9
"N00001787",221,111,31,26,11,25,14,3
"N00001788",248,94,37,51,12,25,20,9
"N00001789",307,32,39,54,14,47,115,6
"N00001790",303,76,35,32,16,39,98,7
"N00001791",392,45,31,60,18,64,168,6
"N00001792",275,23,16,46,6,46,135,3
"N00001793",354,44,31,44,14,50,155,16
"N00001794",761,247,83,107,41,87,167,29
"N00001795",235,39,22,41,8,37,77,11
"N00001796",254,48,30,34,8,28,101,5
"N00001797",280,61,19,29,10,32,113,16
"N00001798",315,28,25,56,11,46,146,3
"N00001799",261,61,29,33,11,31,87,9
"N00001800",282,54,22,56,11,47,85,7
"N00001801",311,28,17,61,10,45,133,17
"N00001802",250,29,29,40,9,33,108,2
"N00001803",248,49,38,40,13,33,65,10
"N00001804",294,43,35,57,10,31,110,8
"N00001805",687,103,52,93,16,102,296,25
"N00001806",251,89,38,48,8,35,23,10
"N00001807",194,44,20,25,5,29,67,4
"N00001808",192,76,40,27,8,16,18,7
"N00001809",204,91,28,27,10,18,24,6
"N00001810",182,78,29,28,9,17,18,3
"N00001811",196,69,41,28,13,17,22,6
"N00001812",300,136,42,35,13,33,31,10
"N00001813",168,89,17,12,9,8,17,16
"N00001814",552,157,55,81,32,61,142,24
"N00001815",262,63,40,39,15,35,53,17
"N00001816",419,135,50,58,24,51,80,21
"N00001817",234,39,32,33,14,45,60,11
"N00001818",222,72,30,32,17,29,36,6
"N00001819",294,71,42,42,12,42,77,8
"N00001820",271,84,36,31,17,33,62,8
"N00001821",525,98,34,89,29,50,188,37
"N00001822",230,49,25,33,16,28,69,10
"N00001823",314,60,42,59,17,35,94,7
"N00001824",265,32,35,56,15,37,82,8
"N00001825",203,50,34,25,14,28,45,7
"N00001826",256,37,37,46,15,45,68,8
"N00001827",259,54,35,46,23,30,54,17
"N00001828",197,44,26,32,13,15,54,13
"N00001829",192,44,30,25,12,26,48,7
"N00001830",295,90,68,47,12,36,31,11
"N00001831",264,36,34,55,13,42,75,9
"N00001832",198,72,34,30,14,16,23,9
"N00001833",280,109,44,44,12,31,29,11
"N00001834",200,77,40,27,15,14,19,8
"N00001835",245,108,33,34,13,32,19,6
"N00001836",229,84,48,35,6,20,25,11
"N00001837",190,90,27,25,7,15,18,8
"N00001838",217,95,31,33,12,23,20,3
"N00001839",327,51,25,47,12,38,144,10
"N00001840",279,25,23,40,7,38,138,8
"N00001841",277,39,27,30,10,30,130,11
"N00001842",222,39,15,22,15,19,104,8
"N00001843",274,27,24,37,8,43,128,7
"N00001844",244,46,22,33,8,33,99,3
"N00001845",237,37,23,32,12,24,98,11
"N00001846",245,59,19,29,12,23,88,15
"N00001847",250,45,17,31,14,34,103,6
"N00001848",246,27,26,47,8,38,91,9
"N00001849",241,51,34,34,16,30,63,13
"N00001850",505,78,42,79,16,60,209,21
"N00001851",228,36,21,42,6,24,94,5
"N00001852",290,58,13,49,5,32,126,7
"N00001853",276,39,28,47,9,51,99,3
"N00001854",201,78,43,28,10,19,14,9
"N00001855",251,58,45,40,21,20,59,8
"N00001856",215,54,24,37,15,28,48,9
"N00001857",214,58,27,40,16,24,41,8
"N00001858",194,82,33,29,10,13,17,10
"N00001859",225,90,37,36,11,27,19,5
"N00001860",177,85,24,20,10,21,15,2
"N00001861",194,70,38,38,4,19,16,9
"N00001862",301,70,45,38,19,33,78,18
"N00001863",226,65,20,26,19,28,55,13
"N00001864",294,59,28,23,11,39,124,10
"N00001865",465,82,24,53,14,48,225,19
"N00001866",217,50,24,27,14,20,73,9
"N00001867",289,41,35,45,18,37,100,13
"N00001868",315,37,34,67,12,42,115,8
"N00001869",294,67,17,42,12,37,106,13
"N00001870",249,41,24,32,5,36,102,9
"N00001871",284,42,23,42,9,37,122,9
"N00001872",205,42,13,27,4,24,87,8
"N00001873",587,43,42,72,14,70,332,14
"N00001874",297,43,31,46,10,40,118,9
"N00001875",251,42,16,38,7,20,118,10
"N00001876",260,39,24,36,11,26,116,8
"N00001877",252,47,13,29,6,21,127,9
"N00001878",267,51,17,40,5,36,110,8
"N00001879",266,44,19,28,12,30,124,9
"N00001880",269,80,45,37,26,34,40,7
"N00001881",794,286,137,112,35,65,126,33
"N00001882",229,58,19,35,16,31,59,11
"N00001883",230,90,26,41,9,34,23,7
"N00001884",226,69,31,34,21,23,41,7
"N00001885",184,88,18,26,11,21,13,7
"N00001886",207,100,28,20,18,19,15,7
"N00001887",227,67,34,35,7,44,36,4
"N00001888",250,81,32,34,19,20,51,13
"N00001889",187,72,37,21,11,22,20,4
"N00001890",474,110,45,77,25,44,155,18
"N00001891",317,58,26,46,8,41,128,10
"N00001892",239,68,25,34,19,30,53,10
