"Geography_Code","NM_1287_1_0","NM_1287_1_1","NM_1287_1_10","NM_1287_1_11","NM_1287_1_12","NM_1287_1_13","NM_1287_1_14","NM_1287_1_15","NM_1287_1_16","NM_1287_1_17","NM_1287_1_18","NM_1287_1_19","NM_1287_1_2","NM_1287_1_20","NM_1287_1_3","NM_1287_1_4","NM_1287_1_5","NM_1287_1_6","NM_1287_1_7","NM_1287_1_8","NM_1287_1_9"
"N00001156",1299,1187,10,96,3,99,3,0,3,0,1,2,112,3,10,97,5,102,1296,1187,109
"N00001157",280,257,0,21,2,18,13,13,0,0,0,0,23,2,0,21,2,20,267,244,23
"N00001158",266,257,0,9,0,10,0,0,0,0,0,0,9,0,0,9,0,10,266,257,9
"N00001159",365,348,0,17,0,15,5,5,0,0,0,0,17,1,0,17,0,16,360,343,17
"N00001160",357,321,0,32,1,8,9,6,3,0,3,0,36,0,0,35,1,8,348,315,33
"N00001161",250,215,0,28,0,22,12,5,7,0,2,5,35,2,0,30,5,24,238,210,28
"N00001162",169,153,0,16,0,19,9,9,0,0,0,0,16,0,0,16,0,19,160,144,16
"N00001163",336,302,0,33,0,7,2,1,1,0,1,0,34,0,0,34,0,7,334,301,33
"N00001164",342,320,0,21,1,25,6,6,0,0,0,0,22,0,0,21,1,25,336,314,22
"N00001165",322,310,1,11,0,24,4,4,0,0,0,0,12,0,1,11,0,24,318,306,12
"N00001166",593,567,0,21,2,45,13,10,3,0,3,0,26,2,0,24,2,47,580,557,23
"N00001167",342,337,0,5,0,39,6,6,0,0,0,0,5,1,0,5,0,40,336,331,5
"N00001168",353,342,1,10,0,19,0,0,0,0,0,0,11,0,1,10,0,19,353,342,11
"N00001169",320,307,0,9,0,16,10,6,4,0,1,3,13,0,0,10,3,16,310,301,9
"N00001170",333,325,2,6,0,28,1,1,0,0,0,0,8,0,2,6,0,28,332,324,8
"N00001171",408,375,0,27,0,26,22,16,6,0,6,0,33,0,0,33,0,26,386,359,27
"N00001172",307,287,2,16,2,21,3,3,0,0,0,0,20,1,2,16,2,22,304,284,20
"N00001173",262,256,0,3,1,11,20,18,2,0,0,2,6,2,0,3,3,13,242,238,4
"N00001174",343,335,0,3,2,15,20,17,3,0,3,0,8,0,0,6,2,15,323,318,5
"N00001175",306,283,0,17,0,24,22,16,6,0,4,2,23,1,0,21,2,25,284,267,17
"N00001176",241,226,0,9,1,15,8,3,5,0,3,2,15,0,0,12,3,15,233,223,10
"N00001177",266,263,0,3,0,11,33,33,0,0,0,0,3,6,0,3,0,17,233,230,3
"N00001178",406,385,0,13,5,18,17,14,3,0,2,1,21,0,0,15,6,18,389,371,18
"N00001179",342,330,0,10,2,20,2,2,0,0,0,0,12,0,0,10,2,20,340,328,12
"N00001180",157,131,0,21,5,11,3,3,0,0,0,0,26,5,0,21,5,16,154,128,26
"N00001181",295,274,0,21,0,14,5,5,0,0,0,0,21,0,0,21,0,14,290,269,21
"N00001182",352,343,0,8,1,25,3,3,0,0,0,0,9,1,0,8,1,26,349,340,9
"N00001183",444,402,0,36,3,40,37,34,3,0,1,2,42,3,0,37,5,43,407,368,39
"N00001184",283,274,0,8,1,4,11,11,0,0,0,0,9,0,0,8,1,4,272,263,9
"N00001185",268,257,0,11,0,6,21,21,0,0,0,0,11,2,0,11,0,8,247,236,11
"N00001186",267,247,0,19,0,15,28,27,1,0,1,0,20,2,0,20,0,17,239,220,19
"N00001187",323,292,1,19,3,19,26,18,8,0,6,2,31,9,1,25,5,28,297,274,23
"N00001188",806,743,1,54,3,29,30,25,5,0,2,3,63,1,1,56,6,30,776,718,58
"N00001189",304,290,0,14,0,16,12,12,0,0,0,0,14,0,0,14,0,16,292,278,14
"N00001190",278,241,1,28,0,25,28,20,8,0,7,1,37,2,1,35,1,27,250,221,29
"N00001191",245,228,0,11,6,26,0,0,0,0,0,0,17,1,0,11,6,27,245,228,17
"N00001192",256,239,0,10,0,17,26,19,7,4,3,0,17,1,4,13,0,18,230,220,10
"N00001193",232,209,2,17,4,35,10,10,0,0,0,0,23,1,2,17,4,36,222,199,23
"N00001194",269,249,0,19,0,11,3,2,1,0,0,1,20,6,0,19,1,17,266,247,19
"N00001195",184,149,1,28,2,26,27,23,4,0,0,4,35,0,1,28,6,26,157,126,31
"N00001196",354,343,0,8,2,15,5,4,1,0,1,0,11,0,0,9,2,15,349,339,10
"N00001197",266,220,8,29,7,40,17,15,2,0,2,0,46,7,8,31,7,47,249,205,44
"N00001198",467,435,0,31,1,54,13,13,0,0,0,0,32,0,0,31,1,54,454,422,32
"N00001199",194,163,0,28,2,29,7,6,1,0,1,0,31,2,0,29,2,31,187,157,30
"N00001200",395,364,2,27,2,18,1,1,0,0,0,0,31,0,2,27,2,18,394,363,31
"N00001201",311,295,0,14,0,22,10,8,2,0,2,0,16,0,0,16,0,22,301,287,14
"N00001202",323,282,0,37,2,16,15,13,2,0,0,2,41,0,0,37,4,16,308,269,39
"N00001203",315,302,0,13,0,14,4,4,0,0,0,0,13,0,0,13,0,14,311,298,13
"N00001204",956,916,1,37,2,37,27,27,0,0,0,0,40,1,1,37,2,38,929,889,40
"N00001205",564,524,0,38,0,47,17,15,2,0,2,0,40,0,0,40,0,47,547,509,38
"N00001206",229,217,0,11,1,10,3,3,0,0,0,0,12,2,0,11,1,12,226,214,12
"N00001207",400,394,0,6,0,20,0,0,0,0,0,0,6,1,0,6,0,21,400,394,6
"N00001208",339,324,0,14,1,27,0,0,0,0,0,0,15,0,0,14,1,27,339,324,15
"N00001209",254,236,0,16,2,20,0,0,0,0,0,0,18,1,0,16,2,21,254,236,18
"N00001210",332,326,0,6,0,18,4,4,0,0,0,0,6,0,0,6,0,18,328,322,6
"N00001211",285,270,0,14,0,11,2,1,1,0,1,0,15,0,0,15,0,11,283,269,14
"N00001212",301,293,0,7,1,22,1,1,0,0,0,0,8,0,0,7,1,22,300,292,8
"N00001213",299,294,0,5,0,8,1,1,0,0,0,0,5,0,0,5,0,8,298,293,5
"N00001214",289,265,0,23,1,23,4,4,0,0,0,0,24,0,0,23,1,23,285,261,24
"N00001215",281,256,0,25,0,7,0,0,0,0,0,0,25,2,0,25,0,9,281,256,25
"N00001216",406,382,1,19,0,26,7,3,4,0,4,0,24,0,1,23,0,26,399,379,20
"N00001217",413,347,0,61,5,16,3,3,0,0,0,0,66,0,0,61,5,16,410,344,66
"N00001218",279,262,0,16,0,9,1,0,1,0,1,0,17,0,0,17,0,9,278,262,16
"N00001219",301,287,0,10,3,23,4,3,1,0,1,0,14,1,0,11,3,24,297,284,13
"N00001220",231,220,0,11,0,14,2,2,0,0,0,0,11,0,0,11,0,14,229,218,11
"N00001221",258,230,0,27,0,12,2,1,1,0,0,1,28,1,0,27,1,13,256,229,27
"N00001222",213,202,0,10,0,25,6,5,1,0,1,0,11,0,0,11,0,25,207,197,10
"N00001223",300,287,1,12,0,14,1,1,0,0,0,0,13,0,1,12,0,14,299,286,13
"N00001224",265,242,0,23,0,30,2,2,0,0,0,0,23,7,0,23,0,37,263,240,23
"N00001225",242,230,0,12,0,13,3,3,0,0,0,0,12,0,0,12,0,13,239,227,12
"N00001226",236,204,0,28,2,31,3,1,2,0,1,1,32,0,0,29,3,31,233,203,30
"N00001227",246,242,0,3,1,9,0,0,0,0,0,0,4,0,0,3,1,9,246,242,4
"N00001228",212,180,0,32,0,12,1,1,0,0,0,0,32,0,0,32,0,12,211,179,32
"N00001229",255,248,0,7,0,9,1,1,0,0,0,0,7,0,0,7,0,9,254,247,7
"N00001230",298,285,0,13,0,19,7,7,0,0,0,0,13,1,0,13,0,20,291,278,13
"N00001231",401,381,1,18,0,22,3,2,1,0,1,0,20,1,1,19,0,23,398,379,19
"N00001232",375,364,0,10,1,17,0,0,0,0,0,0,11,0,0,10,1,17,375,364,11
"N00001233",421,408,0,10,1,8,5,3,2,0,2,0,13,0,0,12,1,8,416,405,11
"N00001234",351,333,1,16,1,24,6,6,0,0,0,0,18,1,1,16,1,25,345,327,18
"N00001235",953,914,4,33,2,48,4,4,0,0,0,0,39,0,4,33,2,48,949,910,39
"N00001236",372,365,0,7,0,41,5,5,0,0,0,0,7,0,0,7,0,41,367,360,7
"N00001237",289,269,1,18,1,26,1,1,0,0,0,0,20,0,1,18,1,26,288,268,20
"N00001238",297,278,0,15,0,15,6,2,4,0,4,0,19,0,0,19,0,15,291,276,15
"N00001239",313,307,0,6,0,7,0,0,0,0,0,0,6,0,0,6,0,7,313,307,6
"N00001240",1095,1009,5,80,1,82,7,7,0,0,0,0,86,3,5,80,1,85,1088,1002,86
"N00001241",352,335,0,15,2,9,2,2,0,0,0,0,17,0,0,15,2,9,350,333,17
"N00001242",335,316,0,19,0,24,1,1,0,0,0,0,19,0,0,19,0,24,334,315,19
"N00001243",275,265,0,9,1,23,0,0,0,0,0,0,10,0,0,9,1,23,275,265,10
"N00001244",335,308,0,25,1,19,1,0,1,0,1,0,27,0,0,26,1,19,334,308,26
"N00001245",334,315,0,19,0,26,3,3,0,0,0,0,19,0,0,19,0,26,331,312,19
"N00001246",608,533,0,70,2,38,14,11,3,0,3,0,75,0,0,73,2,38,594,522,72
"N00001247",245,232,0,9,4,13,6,6,0,0,0,0,13,0,0,9,4,13,239,226,13
"N00001248",430,419,2,7,1,35,1,0,1,0,1,0,11,3,2,8,1,38,429,419,10
"N00001249",403,393,1,7,2,17,4,4,0,0,0,0,10,0,1,7,2,17,399,389,10
"N00001250",463,451,0,12,0,16,5,5,0,0,0,0,12,0,0,12,0,16,458,446,12
"N00001251",327,310,0,16,0,13,22,21,1,0,1,0,17,1,0,17,0,14,305,289,16
"N00001252",321,296,0,18,2,17,18,13,5,0,4,1,25,3,0,22,3,20,303,283,20
"N00001253",233,220,3,8,0,16,13,11,2,0,2,0,13,1,3,10,0,17,220,209,11
"N00001254",314,301,0,13,0,20,1,1,0,0,0,0,13,0,0,13,0,20,313,300,13
"N00001255",276,269,1,4,2,9,3,3,0,0,0,0,7,0,1,4,2,9,273,266,7
"N00001256",262,247,0,15,0,16,1,1,0,0,0,0,15,0,0,15,0,16,261,246,15
"N00001257",233,210,0,20,1,9,3,1,2,0,1,1,23,0,0,21,2,9,230,209,21
"N00001258",250,227,6,16,1,17,5,5,0,0,0,0,23,1,6,16,1,18,245,222,23
"N00001259",285,270,0,14,0,8,11,10,1,0,1,0,15,0,0,15,0,8,274,260,14
"N00001260",363,326,4,26,0,10,9,2,7,0,7,0,37,0,4,33,0,10,354,324,30
"N00001261",249,236,0,13,0,15,1,1,0,0,0,0,13,1,0,13,0,16,248,235,13
"N00001262",389,377,1,11,0,36,2,2,0,0,0,0,12,0,1,11,0,36,387,375,12
"N00001263",289,240,0,44,2,22,7,4,3,0,3,0,49,0,0,47,2,22,282,236,46
"N00001264",204,180,2,22,0,10,2,2,0,0,0,0,24,1,2,22,0,11,202,178,24
"N00001265",971,647,1,203,21,101,172,73,99,10,38,51,324,34,11,241,72,135,799,574,225
"N00001266",188,170,2,16,0,14,0,0,0,0,0,0,18,0,2,16,0,14,188,170,18
"N00001267",322,286,4,30,0,20,7,5,2,0,1,1,36,0,4,31,1,20,315,281,34
"N00001268",283,255,0,25,3,20,0,0,0,0,0,0,28,0,0,25,3,20,283,255,28
"N00001269",522,428,0,78,8,84,40,32,8,0,8,0,94,10,0,86,8,94,482,396,86
"N00001270",278,228,4,42,2,20,10,8,2,0,2,0,50,0,4,44,2,20,268,220,48
"N00001271",1514,1253,6,218,15,239,88,66,22,0,15,7,261,19,6,233,22,258,1426,1187,239
"N00001272",222,197,0,18,1,24,18,12,6,0,6,0,25,0,0,24,1,24,204,185,19
"N00001273",221,185,0,33,2,24,6,5,1,0,1,0,36,3,0,34,2,27,215,180,35
"N00001274",238,222,0,15,0,9,1,0,1,0,1,0,16,0,0,16,0,9,237,222,15
"N00001275",210,197,0,13,0,18,0,0,0,0,0,0,13,2,0,13,0,20,210,197,13
"N00001276",218,208,0,10,0,18,1,1,0,0,0,0,10,1,0,10,0,19,217,207,10
"N00001277",266,254,0,11,1,19,9,9,0,0,0,0,12,0,0,11,1,19,257,245,12
"N00001278",291,271,0,19,0,18,7,6,1,0,1,0,20,0,0,20,0,18,284,265,19
"N00001279",168,152,0,12,0,19,5,1,4,0,4,0,16,0,0,16,0,19,163,151,12
"N00001280",213,197,1,14,1,31,3,3,0,0,0,0,16,0,1,14,1,31,210,194,16
"N00001281",334,303,0,26,5,25,5,5,0,0,0,0,31,0,0,26,5,25,329,298,31
"N00001282",330,308,0,19,3,23,10,10,0,0,0,0,22,0,0,19,3,23,320,298,22
"N00001283",338,314,0,24,0,18,5,5,0,0,0,0,24,0,0,24,0,18,333,309,24
"N00001284",352,338,0,14,0,24,11,11,0,0,0,0,14,0,0,14,0,24,341,327,14
"N00001285",331,323,0,8,0,10,4,4,0,0,0,0,8,0,0,8,0,10,327,319,8
"N00001286",348,324,0,23,1,31,0,0,0,0,0,0,24,0,0,23,1,31,348,324,24
"N00001287",295,271,0,24,0,8,2,2,0,0,0,0,24,0,0,24,0,8,293,269,24
"N00001288",289,281,0,8,0,14,1,1,0,0,0,0,8,0,0,8,0,14,288,280,8
"N00001289",288,282,0,6,0,17,3,3,0,0,0,0,6,0,0,6,0,17,285,279,6
"N00001290",318,310,0,8,0,8,6,6,0,0,0,0,8,0,0,8,0,8,312,304,8
"N00001291",344,329,3,12,0,16,6,6,0,0,0,0,15,0,3,12,0,16,338,323,15
"N00001292",878,822,1,54,0,42,10,9,1,0,1,0,56,6,1,55,0,48,868,813,55
"N00001293",358,350,0,8,0,15,0,0,0,0,0,0,8,0,0,8,0,15,358,350,8
"N00001294",335,326,0,9,0,18,3,3,0,0,0,0,9,0,0,9,0,18,332,323,9
"N00001295",312,303,0,9,0,14,1,1,0,0,0,0,9,1,0,9,0,15,311,302,9
"N00001296",273,259,3,10,1,22,1,1,0,0,0,0,14,0,3,10,1,22,272,258,14
"N00001297",384,361,0,19,0,31,7,3,4,0,1,3,23,0,0,20,3,31,377,358,19
"N00001298",394,338,7,40,1,14,19,11,8,0,0,8,56,1,7,40,9,15,375,327,48
"N00001299",319,303,0,14,2,25,1,1,0,0,0,0,16,2,0,14,2,27,318,302,16
"N00001300",287,279,0,8,0,26,0,0,0,0,0,0,8,0,0,8,0,26,287,279,8
"N00001301",375,373,0,1,1,13,5,5,0,0,0,0,2,0,0,1,1,13,370,368,2
"N00001302",745,696,2,45,2,36,4,4,0,0,0,0,49,0,2,45,2,36,741,692,49
"N00001303",333,312,0,20,0,34,6,5,1,0,1,0,21,0,0,21,0,34,327,307,20
"N00001304",322,304,0,17,1,10,0,0,0,0,0,0,18,0,0,17,1,10,322,304,18
"N00001305",325,323,0,1,1,8,2,2,0,0,0,0,2,0,0,1,1,8,323,321,2
"N00001306",214,175,0,37,1,17,4,3,1,0,1,0,39,0,0,38,1,17,210,172,38
"N00001307",321,301,0,20,0,29,0,0,0,0,0,0,20,0,0,20,0,29,321,301,20
"N00001308",486,455,0,25,1,14,25,20,5,0,4,1,31,0,0,29,2,14,461,435,26
"N00001309",368,319,1,43,0,29,17,12,5,0,5,0,49,0,1,48,0,29,351,307,44
"N00001310",981,944,2,32,1,45,38,36,2,0,2,0,37,0,2,34,1,45,943,908,35
"N00001311",326,302,2,15,0,13,17,10,7,0,7,0,24,0,2,22,0,13,309,292,17
"N00001312",654,591,5,53,2,33,29,26,3,0,1,2,63,4,5,54,4,37,625,565,60
"N00001313",417,330,1,65,5,24,62,46,16,0,14,2,87,2,1,79,7,26,355,284,71
"N00001314",401,378,0,21,0,15,43,41,2,0,2,0,23,4,0,23,0,19,358,337,21
"N00001315",246,229,0,17,0,25,3,3,0,0,0,0,17,0,0,17,0,25,243,226,17
"N00001316",352,297,13,33,9,36,12,12,0,0,0,0,55,7,13,33,9,43,340,285,55
"N00001317",267,259,0,8,0,28,6,6,0,0,0,0,8,1,0,8,0,29,261,253,8
"N00001318",287,257,0,24,1,29,14,9,5,0,4,1,30,2,0,28,2,31,273,248,25
"N00001319",285,262,0,17,6,14,4,4,0,0,0,0,23,0,0,17,6,14,281,258,23
"N00001320",253,249,0,4,0,11,1,1,0,0,0,0,4,0,0,4,0,11,252,248,4
"N00001321",274,259,0,15,0,8,4,4,0,0,0,0,15,0,0,15,0,8,270,255,15
"N00001322",274,251,1,21,0,21,4,3,1,1,0,0,23,0,2,21,0,21,270,248,22
"N00001323",295,278,0,11,5,27,4,3,1,0,1,0,17,0,0,12,5,27,291,275,16
"N00001324",243,230,0,8,3,25,10,8,2,0,0,2,13,0,0,8,5,25,233,222,11
"N00001325",1263,1110,1,121,12,141,52,33,19,0,17,2,153,7,1,138,14,148,1211,1077,134
"N00001326",360,334,0,16,2,27,15,7,8,0,8,0,26,0,0,24,2,27,345,327,18
"N00001327",328,309,0,9,3,18,11,4,7,0,7,0,19,0,0,16,3,18,317,305,12
"N00001328",1036,904,5,104,11,100,56,44,12,0,9,3,132,4,5,113,14,104,980,860,120
"N00001329",281,259,0,21,1,34,9,9,0,0,0,0,22,0,0,21,1,34,272,250,22
"N00001330",322,286,6,29,0,22,6,5,1,0,1,0,36,1,6,30,0,23,316,281,35
"N00001331",274,243,0,29,2,32,2,2,0,0,0,0,31,0,0,29,2,32,272,241,31
"N00001332",186,127,0,52,2,32,11,6,5,0,5,0,59,3,0,57,2,35,175,121,54
"N00001333",337,293,0,41,1,40,14,12,2,0,2,0,44,2,0,43,1,42,323,281,42
"N00001334",354,293,0,47,7,27,38,31,7,0,3,4,61,1,0,50,11,28,316,262,54
"N00001335",194,148,1,40,4,68,12,11,1,0,0,1,46,1,1,40,5,69,182,137,45
"N00001336",318,301,0,10,4,29,12,9,3,0,1,2,17,0,0,11,6,29,306,292,14
"N00001337",302,271,0,25,2,31,15,11,4,0,4,0,31,6,0,29,2,37,287,260,27
"N00001338",303,270,0,28,1,35,31,27,4,0,4,0,33,3,0,32,1,38,272,243,29
"N00001339",370,358,0,5,0,28,46,39,7,1,5,1,12,0,1,10,1,28,324,319,5
"N00001340",779,699,0,70,4,58,78,72,6,0,4,2,80,29,0,74,6,87,701,627,74
"N00001341",329,316,0,12,0,9,1,0,1,0,1,0,13,0,0,13,0,9,328,316,12
"N00001342",388,380,0,6,2,27,0,0,0,0,0,0,8,0,0,6,2,27,388,380,8
"N00001343",293,280,0,12,1,13,4,4,0,0,0,0,13,0,0,12,1,13,289,276,13
"N00001344",330,321,0,8,0,23,2,1,1,0,1,0,9,0,0,9,0,23,328,320,8
"N00001345",250,236,0,14,0,18,1,1,0,0,0,0,14,4,0,14,0,22,249,235,14
"N00001346",820,721,1,87,3,86,41,33,8,0,7,1,99,2,1,94,4,88,779,688,91
"N00001347",513,417,0,88,5,74,10,7,3,0,1,2,96,4,0,89,7,78,503,410,93
"N00001348",304,286,0,17,1,23,11,11,0,0,0,0,18,1,0,17,1,24,293,275,18
"N00001349",248,218,0,26,3,27,14,13,1,0,1,0,30,6,0,27,3,33,234,205,29
"N00001350",919,842,4,72,1,61,15,15,0,0,0,0,77,9,4,72,1,70,904,827,77
"N00001351",390,339,0,47,1,31,4,1,3,0,3,0,51,0,0,50,1,31,386,338,48
"N00001352",303,261,4,29,5,43,11,7,4,0,2,2,42,0,4,31,7,43,292,254,38
"N00001353",358,314,7,34,1,18,4,2,2,0,2,0,44,1,7,36,1,19,354,312,42
"N00001354",756,704,4,41,1,51,20,14,6,0,4,2,52,1,4,45,3,52,736,690,46
"N00001355",287,268,0,16,1,19,6,4,2,0,1,1,19,2,0,17,2,21,281,264,17
"N00001356",280,267,4,8,0,22,4,3,1,0,1,0,13,0,4,9,0,22,276,264,12
"N00001357",155,139,0,16,0,20,0,0,0,0,0,0,16,1,0,16,0,21,155,139,16
"N00001358",344,310,0,30,1,29,5,2,3,0,0,3,34,0,0,30,4,29,339,308,31
"N00001359",294,267,0,23,3,36,4,3,1,0,1,0,27,16,0,24,3,52,290,264,26
"N00001360",276,262,2,6,2,32,15,11,4,0,4,0,14,0,2,10,2,32,261,251,10
"N00001361",295,275,0,20,0,34,10,10,0,0,0,0,20,0,0,20,0,34,285,265,20
"N00001362",293,271,0,22,0,11,0,0,0,0,0,0,22,0,0,22,0,11,293,271,22
"N00001363",263,242,0,21,0,23,1,1,0,0,0,0,21,0,0,21,0,23,262,241,21
"N00001364",539,475,2,53,6,39,21,18,3,0,1,2,64,2,2,54,8,41,518,457,61
"N00001365",387,343,0,43,1,46,5,5,0,0,0,0,44,1,0,43,1,47,382,338,44
"N00001366",252,215,0,31,4,42,6,4,2,0,0,2,37,0,0,31,6,42,246,211,35
"N00001367",353,310,0,38,2,33,4,1,3,0,3,0,43,2,0,41,2,35,349,309,40
"N00001368",295,265,0,24,5,19,1,0,1,0,1,0,30,5,0,25,5,24,294,265,29
"N00001369",365,317,0,44,1,18,8,5,3,0,3,0,48,1,0,47,1,19,357,312,45
"N00001370",369,340,0,28,1,25,1,1,0,0,0,0,29,3,0,28,1,28,368,339,29
"N00001371",313,302,0,11,0,28,1,1,0,0,0,0,11,0,0,11,0,28,312,301,11
"N00001372",584,552,0,31,1,25,12,12,0,0,0,0,32,1,0,31,1,26,572,540,32
"N00001373",293,277,0,14,1,20,2,1,1,0,1,0,16,0,0,15,1,20,291,276,15
"N00001374",297,288,0,9,0,23,4,4,0,0,0,0,9,0,0,9,0,23,293,284,9
"N00001375",338,316,0,16,5,20,7,6,1,0,0,1,22,3,0,16,6,23,331,310,21
"N00001376",191,173,0,18,0,22,9,9,0,0,0,0,18,0,0,18,0,22,182,164,18
"N00001377",276,262,0,14,0,19,0,0,0,0,0,0,14,0,0,14,0,19,276,262,14
"N00001378",258,241,0,16,0,22,2,1,1,0,1,0,17,0,0,17,0,22,256,240,16
"N00001379",246,231,0,15,0,8,0,0,0,0,0,0,15,0,0,15,0,8,246,231,15
"N00001380",381,338,0,33,5,36,10,5,5,0,5,0,43,5,0,38,5,41,371,333,38
"N00001381",395,308,0,71,8,68,18,10,8,0,6,2,87,0,0,77,10,68,377,298,79
"N00001382",316,291,0,23,2,36,6,6,0,0,0,0,25,1,0,23,2,37,310,285,25
"N00001383",344,325,0,16,3,10,1,1,0,0,0,0,19,0,0,16,3,10,343,324,19
"N00001384",287,265,0,22,0,20,6,6,0,0,0,0,22,4,0,22,0,24,281,259,22
"N00001385",359,334,0,16,8,64,8,7,1,0,0,1,25,2,0,16,9,66,351,327,24
"N00001386",532,407,0,109,7,99,12,3,9,0,8,1,125,2,0,117,8,101,520,404,116
"N00001387",263,219,0,31,9,33,13,9,4,0,0,4,44,0,0,31,13,33,250,210,40
"N00001388",270,236,0,32,1,14,8,7,1,0,1,0,34,1,0,33,1,15,262,229,33
"N00001389",188,160,0,26,0,43,7,5,2,0,2,0,28,1,0,28,0,44,181,155,26
"N00001390",287,269,0,17,1,23,0,0,0,0,0,0,18,0,0,17,1,23,287,269,18
"N00001391",286,267,0,11,6,34,11,9,2,0,2,0,19,0,0,13,6,34,275,258,17
"N00001392",263,199,2,58,3,71,8,7,1,0,1,0,64,4,2,59,3,75,255,192,63
"N00001393",269,199,2,60,8,35,3,3,0,0,0,0,70,6,2,60,8,41,266,196,70
"N00001394",284,249,0,28,6,27,5,4,1,0,1,0,35,1,0,29,6,28,279,245,34
"N00001395",277,243,0,27,6,34,4,3,1,0,1,0,34,2,0,28,6,36,273,240,33
"N00001396",607,404,3,174,17,113,20,11,9,0,8,1,203,8,3,182,18,121,587,393,194
"N00001397",183,150,0,29,2,30,5,3,2,0,2,0,33,0,0,31,2,30,178,147,31
"N00001398",250,218,0,25,3,22,4,0,4,0,4,0,32,3,0,29,3,25,246,218,28
"N00001399",889,812,0,67,8,91,19,17,2,0,2,0,77,3,0,69,8,94,870,795,75
"N00001400",330,302,0,26,2,23,5,5,0,0,0,0,28,0,0,26,2,23,325,297,28
"N00001401",851,602,5,213,12,104,71,52,19,0,16,3,249,20,5,229,15,124,780,550,230
"N00001402",652,544,1,93,7,75,25,18,7,0,7,0,108,13,1,100,7,88,627,526,101
"N00001403",377,314,0,48,7,27,19,11,8,0,5,3,63,1,0,53,10,28,358,303,55
"N00001404",706,534,9,117,15,126,37,6,31,0,24,7,172,11,9,141,22,137,669,528,141
"N00001405",235,206,0,28,0,30,2,1,1,0,1,0,29,0,0,29,0,30,233,205,28
"N00001406",216,201,0,13,2,18,3,3,0,0,0,0,15,0,0,13,2,18,213,198,15
"N00001407",256,197,0,48,10,24,6,5,1,0,0,1,59,1,0,48,11,25,250,192,58
"N00001408",467,416,0,48,2,62,7,6,1,0,1,0,51,1,0,49,2,63,460,410,50
"N00001409",292,256,0,30,4,28,9,7,2,0,0,2,36,0,0,30,6,28,283,249,34
"N00001410",294,284,0,8,2,28,8,8,0,0,0,0,10,1,0,8,2,29,286,276,10
"N00001411",280,236,0,40,1,36,6,3,3,0,2,1,44,0,0,42,2,36,274,233,41
"N00001412",164,143,0,20,0,15,6,5,1,0,1,0,21,0,0,21,0,15,158,138,20
"N00001413",277,253,0,24,0,11,6,6,0,0,0,0,24,0,0,24,0,11,271,247,24
"N00001414",278,245,1,28,3,22,5,4,1,0,1,0,33,0,1,29,3,22,273,241,32
"N00001415",275,264,0,7,3,9,3,2,1,0,1,0,11,1,0,8,3,10,272,262,10
"N00001416",947,663,0,117,21,157,303,157,146,2,68,76,284,79,2,185,97,236,644,506,138
"N00001417",277,238,1,32,1,18,6,1,5,0,5,0,39,1,1,37,1,19,271,237,34
"N00001418",662,536,9,72,9,86,67,31,36,0,21,15,126,16,9,93,24,102,595,505,90
"N00001419",248,193,1,44,3,33,13,6,7,0,3,4,55,11,1,47,7,44,235,187,48
"N00001420",243,212,0,17,1,28,32,19,13,3,6,4,31,14,3,23,5,42,211,193,18
"N00001421",1333,941,8,291,20,188,182,109,73,8,44,21,392,26,16,335,41,214,1151,832,319
"N00001422",200,184,0,11,2,8,29,26,3,0,3,0,16,3,0,14,2,11,171,158,13
"N00001423",445,423,0,19,1,20,54,52,2,0,1,1,22,0,0,20,2,20,391,371,20
"N00001424",223,191,0,28,1,29,21,18,3,0,3,0,32,1,0,31,1,30,202,173,29
"N00001425",267,234,0,25,3,23,33,28,5,0,3,2,33,5,0,28,5,28,234,206,28
"N00001426",229,206,0,16,4,20,8,5,3,0,3,0,23,0,0,19,4,20,221,201,20
"N00001427",251,229,1,21,0,23,0,0,0,0,0,0,22,1,1,21,0,24,251,229,22
"N00001428",279,211,0,66,1,43,2,1,1,0,1,0,68,3,0,67,1,46,277,210,67
"N00001429",1073,749,5,232,24,136,136,73,63,0,32,31,324,47,5,264,55,183,937,676,261
"N00001430",262,224,1,33,0,18,4,0,4,0,1,3,38,2,1,34,3,20,258,224,34
"N00001431",326,301,1,24,0,29,0,0,0,0,0,0,25,0,1,24,0,29,326,301,25
"N00001432",281,256,2,23,0,39,0,0,0,0,0,0,25,0,2,23,0,39,281,256,25
"N00001433",254,229,0,25,0,17,7,7,0,0,0,0,25,0,0,25,0,17,247,222,25
"N00001434",302,284,2,15,0,15,1,0,1,0,1,0,18,0,2,16,0,15,301,284,17
"N00001435",233,214,2,17,0,30,0,0,0,0,0,0,19,0,2,17,0,30,233,214,19
"N00001436",301,274,0,26,0,6,3,2,1,0,1,0,27,0,0,27,0,6,298,272,26
"N00001437",201,188,0,13,0,15,0,0,0,0,0,0,13,0,0,13,0,15,201,188,13
"N00001438",291,267,4,15,1,12,8,4,4,0,2,2,24,0,4,17,3,12,283,263,20
"N00001439",270,208,6,47,2,18,21,14,7,0,6,1,62,2,6,53,3,20,249,194,55
"N00001440",251,238,0,13,0,9,5,5,0,0,0,0,13,0,0,13,0,9,246,233,13
"N00001441",282,255,3,23,0,22,16,15,1,0,1,0,27,0,3,24,0,22,266,240,26
