"Geography_Code","NM_1552_1_0","NM_1552_1_1","NM_1552_1_10","NM_1552_1_11","NM_1552_1_12","NM_1552_1_13","NM_1552_1_2","NM_1552_1_3","NM_1552_1_4","NM_1552_1_5","NM_1552_1_6","NM_1552_1_7","NM_1552_1_8","NM_1552_1_9"
"N00000001",310,26,186,1,59,5,5,21,0,9,2,7,270,24
"N00000002",141,113,1,1,0,5,43,70,0,8,8,0,15,13
"N00000003",78,71,0,2,1,2,39,32,0,0,0,0,5,2
"N00000004",195,167,2,2,0,6,72,95,0,4,3,1,18,14
"N00000005",124,113,0,1,0,1,38,75,0,0,0,0,10,9
"N00000006",86,76,1,1,1,0,38,38,0,0,0,0,10,7
"N00000007",89,69,4,1,0,6,43,26,0,1,0,1,13,8
"N00000008",138,97,0,1,1,4,36,61,1,2,2,0,34,32
"N00000009",275,228,0,1,1,4,83,145,0,1,1,0,42,40
"N00000010",86,74,0,4,1,2,53,21,0,0,0,0,10,5
"N00000011",136,85,0,1,0,7,47,38,2,23,23,0,19,18
"N00000012",121,90,0,1,0,2,49,41,1,14,14,0,14,13
"N00000013",136,80,0,2,0,6,50,30,1,9,9,0,40,38
"N00000014",205,125,0,4,1,5,42,83,0,29,23,6,46,41
"N00000015",119,58,0,2,1,2,36,22,1,42,41,1,16,13
"N00000016",122,60,0,2,0,4,29,31,0,31,31,0,27,25
"N00000017",144,79,0,1,0,3,27,52,2,48,47,1,12,11
"N00000018",94,74,1,1,0,0,25,49,0,1,1,0,19,17
"N00000019",116,69,2,0,0,1,36,33,0,28,23,5,18,16
"N00000020",122,42,0,1,0,3,21,21,1,62,61,1,14,13
"N00000021",128,72,0,1,0,2,31,41,3,23,23,0,28,27
"N00000022",126,73,0,1,0,3,33,40,1,30,30,0,19,18
"N00000023",115,60,0,1,0,3,33,27,0,41,41,0,11,10
"N00000024",174,158,0,1,0,5,71,87,1,1,1,0,9,8
"N00000025",159,147,0,2,0,5,80,67,0,1,1,0,6,4
"N00000026",151,139,0,0,0,4,82,57,0,2,2,0,6,6
"N00000027",178,151,0,1,0,3,72,79,3,0,0,0,21,20
"N00000028",85,79,0,0,0,0,27,52,1,0,0,0,5,5
"N00000029",136,125,0,2,0,4,76,49,0,1,1,0,6,4
"N00000030",131,120,0,2,0,3,72,48,0,0,0,0,8,6
"N00000031",201,178,1,2,0,2,92,86,2,4,4,0,15,12
"N00000032",133,117,0,1,0,4,64,53,1,0,0,0,11,10
"N00000033",166,145,0,1,1,7,73,72,0,1,1,0,13,11
"N00000034",158,132,0,3,0,5,57,75,0,5,5,0,16,13
"N00000035",128,64,0,2,0,4,30,34,0,39,39,0,21,19
"N00000036",134,91,0,1,3,2,41,50,0,19,19,0,22,18
"N00000037",124,109,0,0,0,2,50,59,2,4,4,0,7,7
"N00000038",138,113,1,4,0,3,48,65,0,5,0,5,17,12
"N00000039",448,320,3,7,2,8,82,238,8,65,34,31,47,35
"N00000040",114,61,0,2,0,10,15,46,1,31,31,0,11,9
"N00000041",144,121,0,2,0,2,20,101,2,3,3,0,16,14
"N00000042",126,116,0,2,0,1,32,84,0,1,1,0,8,6
"N00000043",368,294,1,3,4,3,65,229,3,34,21,13,34,26
"N00000044",108,78,0,2,1,2,25,53,3,16,2,14,9,6
"N00000045",170,151,1,1,0,4,73,78,0,2,2,0,13,11
"N00000046",129,114,0,0,1,3,73,41,0,6,6,0,6,5
"N00000047",138,118,0,2,0,2,75,43,0,4,4,0,14,12
"N00000048",125,69,0,3,1,2,33,36,1,23,23,0,30,26
"N00000049",123,64,1,4,0,3,30,34,0,30,30,0,26,21
"N00000050",135,101,0,1,0,8,60,41,0,5,4,1,21,20
"N00000051",124,55,0,0,0,6,16,39,1,58,58,0,4,4
"N00000052",120,65,0,2,0,8,31,34,1,35,34,1,11,9
"N00000053",108,54,0,1,0,3,17,37,2,14,14,0,35,34
"N00000054",111,64,0,1,0,2,19,45,2,25,25,0,18,17
"N00000055",117,87,0,0,0,1,44,43,5,8,8,0,16,16
"N00000056",119,79,0,1,0,1,44,35,1,21,21,0,17,16
"N00000057",118,40,0,0,0,2,15,25,0,58,58,0,18,18
"N00000058",121,58,0,2,0,4,25,33,0,40,40,0,19,17
"N00000059",110,41,0,0,0,4,18,23,0,48,47,1,17,17
"N00000060",180,79,0,1,0,5,24,55,1,67,66,1,28,27
"N00000061",129,106,0,0,0,4,68,38,0,11,11,0,8,8
"N00000062",130,116,0,0,0,2,71,45,0,4,4,0,8,8
"N00000063",155,75,0,2,0,1,27,48,0,48,48,0,31,29
"N00000064",133,35,0,0,0,8,10,25,1,75,75,0,14,14
"N00000065",146,130,0,3,0,1,65,65,5,3,3,0,7,4
"N00000066",110,98,0,1,0,4,54,44,0,3,3,0,5,4
"N00000067",134,65,0,1,0,2,26,39,0,53,53,0,14,13
"N00000068",124,113,0,1,1,1,62,51,0,1,1,0,9,7
"N00000069",145,42,0,1,0,3,17,25,0,87,81,6,13,12
"N00000070",104,96,0,2,0,2,67,29,0,0,0,0,6,4
"N00000071",136,85,2,3,0,12,53,32,1,10,10,0,28,23
"N00000072",634,492,0,6,0,9,108,384,4,36,35,1,93,87
"N00000073",249,121,0,2,5,7,46,75,1,42,16,26,78,71
"N00000074",386,317,0,1,1,5,60,257,6,7,1,6,51,49
"N00000075",111,86,0,2,0,2,44,42,2,4,0,4,17,15
"N00000076",114,99,0,0,0,1,36,63,0,0,0,0,14,14
"N00000077",98,89,0,1,0,2,32,57,0,0,0,0,7,6
"N00000078",161,146,0,0,0,0,32,114,0,1,1,0,14,14
"N00000079",192,172,0,2,0,6,78,94,0,1,0,1,13,11
"N00000080",146,131,0,1,0,5,57,74,0,3,2,1,7,6
"N00000081",140,88,0,2,0,9,34,54,1,27,19,8,15,13
"N00000082",132,114,0,1,0,7,73,41,0,0,0,0,11,10
"N00000083",208,193,0,2,0,5,96,97,0,0,0,0,10,8
"N00000084",153,139,0,0,0,4,82,57,0,2,1,1,8,8
"N00000085",180,84,0,3,2,1,44,40,0,42,19,23,53,48
"N00000086",142,89,0,2,1,6,39,50,2,3,1,2,42,39
"N00000087",303,254,0,6,0,13,112,142,1,1,1,0,34,28
"N00000088",136,45,0,0,2,4,27,18,1,66,32,34,20,18
"N00000089",164,138,0,2,0,3,34,104,1,3,3,0,19,17
"N00000090",138,116,0,2,0,1,41,75,0,1,1,0,20,18
"N00000091",176,119,0,1,1,1,45,74,0,0,0,0,56,54
"N00000092",168,152,0,1,1,6,85,67,0,1,1,0,9,7
"N00000093",140,123,0,2,1,2,83,40,0,2,2,0,13,10
"N00000094",161,149,0,1,0,3,90,59,0,0,0,0,9,8
"N00000095",152,137,0,1,0,4,76,61,0,0,0,0,11,10
"N00000096",158,145,0,0,0,4,91,54,1,1,0,1,7,7
"N00000097",296,226,0,4,0,2,41,185,7,6,6,0,55,51
"N00000098",446,338,0,5,0,3,77,261,9,2,2,0,94,89
"N00000099",107,53,2,1,1,2,18,35,0,40,40,0,12,8
"N00000100",164,79,0,5,0,9,24,55,2,49,49,0,25,20
"N00000101",122,30,1,1,0,7,8,22,0,67,66,1,18,16
"N00000102",125,80,2,0,0,1,34,46,0,31,31,0,13,11
"N00000103",205,105,0,1,0,5,20,85,3,51,51,0,41,40
"N00000104",130,62,0,1,0,3,8,54,3,34,34,0,28,27
"N00000105",148,89,1,2,0,6,39,50,0,31,29,2,22,19
"N00000106",103,31,0,0,0,4,12,19,0,58,57,1,10,10
"N00000107",120,53,1,0,1,2,16,37,3,42,42,0,20,18
"N00000108",110,83,0,1,0,5,45,38,0,11,11,0,11,10
"N00000109",229,123,0,3,0,5,37,86,3,39,39,0,59,56
"N00000110",122,68,0,0,0,2,34,34,0,26,26,0,26,26
"N00000111",136,117,0,0,1,3,47,70,4,1,1,0,11,10
"N00000112",143,109,0,1,0,3,27,82,2,17,17,0,12,11
"N00000113",122,87,0,0,0,6,27,60,1,13,12,1,15,15
"N00000114",121,105,0,2,0,0,37,68,4,3,3,0,9,7
"N00000115",128,73,1,1,0,4,35,38,3,37,37,0,11,9
"N00000116",119,69,0,0,0,3,17,52,1,36,36,0,10,10
"N00000117",86,23,0,1,1,2,5,18,0,51,35,16,10,8
"N00000118",143,95,1,2,1,6,68,27,1,2,0,2,39,35
"N00000119",125,120,0,0,0,0,81,39,1,0,0,0,4,4
"N00000120",127,112,1,1,0,7,77,35,0,1,1,0,7,5
"N00000121",124,93,1,2,0,2,55,38,0,5,5,0,24,21
"N00000122",199,164,0,5,0,4,79,85,0,1,1,0,30,25
"N00000123",143,134,0,2,0,0,88,46,0,0,0,0,9,7
"N00000124",143,122,0,3,0,5,71,51,0,1,1,0,15,12
"N00000125",148,121,0,2,0,5,73,48,0,6,5,1,16,14
"N00000126",134,118,0,2,0,3,69,49,0,2,2,0,11,9
"N00000127",130,93,0,2,1,2,49,44,0,17,17,0,18,15
"N00000128",282,236,4,3,1,6,130,106,1,9,8,1,30,22
"N00000129",138,35,0,5,1,10,18,17,0,76,67,9,17,11
"N00000130",152,140,0,0,0,2,27,113,0,1,1,0,9,9
"N00000131",136,126,0,1,1,1,71,55,0,2,2,0,7,5
"N00000132",121,115,0,0,0,2,77,38,0,0,0,0,4,4
"N00000133",139,102,0,0,0,5,55,47,1,22,20,2,9,9
"N00000134",177,148,0,1,0,3,62,86,1,9,9,0,16,15
"N00000135",119,80,0,0,0,4,35,45,0,33,33,0,2,2
"N00000136",188,172,0,1,0,3,69,103,0,2,2,0,11,10
"N00000137",120,111,0,1,0,3,48,63,1,1,1,0,4,3
"N00000138",155,151,0,0,0,2,44,107,0,0,0,0,2,2
"N00000139",133,94,0,1,0,4,48,46,0,27,27,0,8,7
"N00000140",158,112,0,4,1,9,74,38,1,13,13,0,23,18
"N00000141",220,78,0,3,5,15,37,41,3,97,71,26,27,19
"N00000142",96,62,0,2,0,3,36,26,2,17,17,0,12,10
"N00000143",123,49,0,1,0,4,22,27,0,57,57,0,13,12
"N00000144",110,44,0,1,0,3,21,23,4,46,44,2,13,12
"N00000145",75,12,0,0,4,4,7,5,0,54,4,50,5,1
"N00000146",105,84,1,0,0,5,56,28,0,4,4,0,12,11
"N00000147",106,53,0,5,0,7,29,24,2,30,30,0,14,9
"N00000148",279,156,1,2,1,2,61,95,5,46,29,17,70,66
"N00000149",187,124,0,7,1,4,64,60,3,30,12,18,26,18
"N00000150",149,141,0,0,0,0,78,63,1,3,2,1,4,4
"N00000151",131,83,0,5,0,3,46,37,0,20,19,1,25,20
"N00000152",131,54,0,1,0,6,19,35,1,58,57,1,12,11
"N00000153",111,63,0,3,0,7,33,30,2,27,27,0,12,9
"N00000154",108,81,0,0,1,6,41,40,1,11,11,0,9,8
"N00000155",128,96,0,1,0,4,48,48,2,14,14,0,12,11
"N00000156",127,124,0,0,0,0,62,62,0,1,1,0,2,2
"N00000157",139,116,0,1,0,6,65,51,0,6,6,0,11,10
"N00000158",286,222,1,1,1,8,140,82,7,5,5,0,44,41
"N00000159",116,58,0,1,0,3,32,26,0,32,32,0,23,22
"N00000160",124,79,0,2,1,6,45,34,1,19,19,0,19,16
"N00000161",128,121,0,0,0,1,79,42,0,1,1,0,5,5
"N00000162",115,96,0,2,0,3,47,49,0,2,2,0,14,12
"N00000163",155,60,0,2,1,6,27,33,2,55,30,25,32,29
"N00000164",118,110,0,0,1,4,72,38,0,0,0,0,4,3
"N00000165",135,115,0,2,0,4,63,52,0,5,4,1,11,9
"N00000166",122,112,0,1,1,1,78,34,0,1,0,1,8,6
"N00000167",149,133,0,1,0,4,75,58,4,0,0,0,8,7
"N00000168",145,135,0,0,0,2,80,55,1,2,2,0,5,5
"N00000169",279,222,0,0,0,15,125,97,0,10,10,0,32,32
"N00000170",139,108,0,0,0,2,50,58,3,14,4,10,12,12
"N00000171",146,131,0,0,0,4,64,67,0,8,7,1,3,3
"N00000172",307,273,0,4,1,4,131,142,0,5,5,0,25,20
"N00000173",144,119,0,1,0,5,79,40,0,7,7,0,13,12
"N00000174",163,72,0,2,0,7,24,48,3,59,59,0,22,20
"N00000175",140,120,0,2,0,3,48,72,1,5,4,1,11,9
"N00000176",205,124,0,4,0,6,76,48,3,32,32,0,40,36
"N00000177",167,91,0,3,0,3,49,42,2,20,1,19,51,48
"N00000178",355,154,0,6,0,20,77,77,4,110,54,56,67,61
"N00000179",492,193,0,7,1,15,74,119,11,151,94,57,122,114
"N00000180",131,61,0,0,0,4,30,31,1,56,56,0,9,9
"N00000181",168,52,1,5,1,0,32,20,2,51,51,0,63,56
"N00000182",105,69,0,1,0,6,39,30,1,21,18,3,8,7
"N00000183",146,85,1,1,0,4,33,52,1,9,5,4,47,45
"N00000184",184,85,1,5,0,7,41,44,3,26,0,26,63,57
"N00000185",121,43,0,1,0,9,31,12,0,51,4,47,18,17
"N00000186",137,53,0,0,2,4,31,22,1,57,22,35,22,20
"N00000187",126,34,0,0,2,10,5,29,0,75,41,34,7,5
"N00000188",128,86,1,0,0,5,37,49,0,32,31,1,5,4
"N00000189",125,112,0,1,0,3,63,49,1,2,2,0,7,6
"N00000190",119,110,0,0,0,2,61,49,1,0,0,0,6,6
"N00000191",124,118,0,0,0,0,67,51,0,3,3,0,3,3
"N00000192",120,94,0,1,0,1,37,57,1,11,11,0,13,12
"N00000193",111,35,0,0,0,5,6,29,2,57,55,2,12,12
"N00000194",119,70,0,1,0,6,30,40,1,32,32,0,10,9
"N00000195",123,60,0,3,0,13,33,27,2,38,38,0,10,7
"N00000196",116,29,0,0,0,13,10,19,0,67,67,0,7,7
"N00000197",115,106,0,0,0,1,43,63,1,0,0,0,7,7
"N00000198",110,97,0,0,0,2,45,52,3,0,0,0,8,8
"N00000199",130,115,1,2,0,3,40,75,0,5,5,0,7,4
"N00000200",124,110,0,1,0,1,47,63,1,1,1,0,11,10
"N00000201",143,114,0,1,0,1,73,41,0,13,0,13,15,14
"N00000202",132,123,0,2,0,4,74,49,0,0,0,0,5,3
"N00000203",134,114,5,2,0,4,66,48,0,3,3,0,13,6
"N00000204",152,120,0,1,0,1,62,58,0,1,1,0,30,29
"N00000205",118,102,0,1,0,3,46,56,0,1,1,0,12,11
"N00000206",212,118,1,2,0,5,54,64,3,15,12,3,71,68
"N00000207",119,87,0,5,0,4,37,50,1,2,2,0,25,20
"N00000208",121,116,0,0,0,0,61,55,1,0,0,0,4,4
"N00000209",122,115,1,1,0,0,56,59,1,0,0,0,6,4
"N00000210",219,122,1,5,0,8,67,55,1,30,9,21,58,52
"N00000211",269,149,1,2,0,9,88,61,3,85,61,24,23,20
"N00000212",85,40,0,3,0,4,18,22,1,6,1,5,34,31
"N00000213",150,94,0,3,0,6,52,42,1,18,18,0,31,28
"N00000214",151,112,0,1,0,3,62,50,2,11,10,1,23,22
"N00000215",151,143,0,0,0,0,72,71,0,1,1,0,7,7
"N00000216",161,131,0,0,1,2,67,64,0,20,20,0,8,7
"N00000217",175,152,0,1,0,0,93,59,0,2,2,0,21,20
"N00000218",148,136,0,1,0,2,80,56,0,1,1,0,9,8
"N00000219",123,41,0,3,1,4,16,25,2,66,65,1,10,6
"N00000220",125,41,0,1,0,4,13,28,3,66,64,2,11,10
"N00000221",115,45,0,0,0,5,10,35,2,60,54,6,3,3
"N00000222",130,119,0,1,0,1,62,57,0,4,1,3,6,5
"N00000223",128,98,0,0,0,5,39,59,0,22,11,11,3,3
"N00000224",118,94,0,3,0,0,39,55,1,1,1,0,22,19
"N00000225",90,80,0,1,0,4,62,18,1,2,1,1,3,2
"N00000226",111,102,0,0,0,1,65,37,0,1,1,0,7,7
"N00000227",121,74,0,0,0,5,41,33,0,35,35,0,7,7
"N00000228",127,116,1,1,0,1,67,49,1,2,2,0,7,5
"N00000229",150,109,0,2,0,4,39,70,1,21,15,6,15,13
"N00000230",116,56,0,0,0,2,23,33,0,51,51,0,7,7
"N00000231",122,31,0,0,0,5,15,16,0,81,75,6,5,5
"N00000232",136,82,0,1,0,2,39,43,3,23,19,4,26,25
"N00000233",128,75,2,0,1,6,31,44,4,24,23,1,19,16
"N00000234",124,49,0,3,0,2,27,22,3,19,18,1,51,48
"N00000235",128,94,0,1,0,0,65,29,1,26,26,0,7,6
"N00000236",108,60,0,1,0,4,22,38,1,39,37,2,4,3
"N00000237",147,140,1,1,0,0,68,72,0,1,1,0,6,4
"N00000238",121,116,0,2,0,3,77,39,0,0,0,0,2,0
"N00000239",118,26,0,0,1,7,3,23,0,79,62,17,6,5
"N00000240",132,36,0,0,0,5,5,31,2,85,83,2,4,4
"N00000241",138,129,0,0,1,2,55,74,0,2,2,0,5,4
"N00000242",120,112,0,0,0,3,48,64,0,4,3,1,1,1
"N00000243",110,81,1,2,0,2,43,38,0,17,16,1,10,7
"N00000244",118,59,0,0,0,6,31,28,1,44,42,2,8,8
"N00000245",126,106,0,2,0,1,60,46,1,7,7,0,11,9
"N00000246",127,70,0,0,0,9,34,36,2,37,34,3,9,9
"N00000247",122,113,0,0,0,1,68,45,0,1,1,0,7,7
"N00000248",124,119,0,0,0,0,59,60,0,1,0,1,4,4
"N00000249",131,119,1,1,0,0,30,89,3,0,0,0,9,7
"N00000250",166,137,0,1,0,4,49,88,1,6,5,1,18,17
"N00000251",155,133,0,0,0,1,26,107,7,1,1,0,13,13
"N00000252",132,111,0,1,0,5,63,48,0,2,2,0,14,13
"N00000253",175,162,0,1,0,7,87,75,1,3,3,0,2,1
"N00000254",117,110,0,0,0,2,62,48,0,1,1,0,4,4
"N00000255",127,117,0,1,0,2,70,47,0,1,1,0,7,6
"N00000256",308,262,1,3,0,7,157,105,0,2,1,1,37,33
"N00000257",173,136,0,0,0,2,57,79,1,20,20,0,14,14
"N00000258",140,126,0,1,0,2,65,61,0,1,1,0,11,10
"N00000259",161,138,0,3,0,4,75,63,0,6,6,0,13,10
"N00000260",210,157,0,1,0,5,78,79,1,16,16,0,31,30
"N00000261",179,164,0,1,0,6,89,75,0,2,2,0,7,6
"N00000262",156,114,0,3,1,8,51,63,1,15,15,0,18,14
"N00000263",110,67,0,2,0,1,34,33,1,7,7,0,34,32
"N00000264",196,127,0,4,0,4,49,78,0,40,40,0,25,21
"N00000265",149,87,0,3,1,3,43,44,0,25,24,1,34,30
"N00000266",126,92,0,5,0,2,37,55,0,11,11,0,21,16
"N00000267",152,134,0,0,0,1,71,63,0,1,1,0,16,16
"N00000268",142,128,0,1,0,2,74,54,0,1,1,0,11,10
"N00000269",135,122,0,0,0,2,80,42,0,2,2,0,9,9
"N00000270",133,124,0,2,0,1,82,42,1,0,0,0,7,5
"N00000271",142,131,0,2,0,1,72,59,0,3,3,0,7,5
"N00000272",133,107,1,1,0,0,77,30,2,16,16,0,8,6
"N00000273",163,149,0,0,0,2,84,65,1,4,4,0,7,7
"N00000274",176,159,0,2,0,1,96,63,0,3,2,1,13,11
"N00000275",126,114,0,1,0,0,51,63,2,1,1,0,9,8
"N00000276",126,107,0,2,0,0,27,80,7,5,4,1,7,5
"N00000277",117,100,0,2,0,0,23,77,2,4,3,1,11,9
"N00000278",121,105,0,0,0,1,39,66,5,1,1,0,9,9
"N00000279",83,56,0,1,0,1,9,47,5,1,1,0,20,19
"N00000280",154,71,0,0,0,7,15,56,3,57,56,1,16,16
"N00000281",117,104,0,0,0,1,65,39,0,7,7,0,5,5
"N00000282",132,122,0,0,0,0,80,42,1,1,1,0,8,8
"N00000283",142,127,0,2,0,0,58,69,0,4,4,0,11,9
"N00000284",157,90,0,1,0,5,25,65,0,36,35,1,26,25
"N00000285",124,47,0,0,0,5,11,36,2,63,63,0,7,7
"N00000286",126,81,0,1,0,4,46,35,0,22,21,1,19,18
"N00000287",137,57,0,0,2,5,25,32,1,38,26,12,36,34
"N00000288",138,110,0,2,0,0,37,73,0,13,13,0,15,13
"N00000289",197,154,0,2,0,6,54,100,1,10,5,5,26,24
"N00000290",128,62,0,0,0,1,31,31,0,53,47,6,12,12
"N00000291",204,174,0,2,2,2,74,100,3,4,4,0,21,17
"N00000292",262,231,0,2,0,3,91,140,0,2,2,0,26,24
"N00000293",162,153,0,0,0,1,33,120,0,0,0,0,8,8
"N00000294",140,128,0,1,0,5,71,57,1,2,2,0,4,3
"N00000295",144,127,0,1,0,1,66,61,1,0,0,0,15,14
"N00000296",114,104,0,2,0,0,35,69,1,1,1,0,8,6
"N00000297",128,118,0,1,0,1,60,58,0,0,0,0,9,8
"N00000298",119,99,0,2,0,1,27,72,4,2,2,0,13,11
"N00000299",147,121,0,3,0,4,68,53,3,0,0,0,19,16
"N00000300",133,75,0,3,0,4,32,43,0,40,40,0,14,11
"N00000301",124,119,0,2,0,1,23,96,0,0,0,0,4,2
"N00000302",127,117,0,2,0,0,45,72,1,1,0,1,8,6
"N00000303",110,102,0,1,0,0,39,63,0,1,1,0,7,6
"N00000304",117,100,0,1,0,0,15,85,4,0,0,0,13,12
"N00000305",121,116,0,0,0,0,32,84,0,1,1,0,4,4
"N00000306",128,122,0,0,0,0,28,94,0,1,1,0,5,5
"N00000307",122,113,0,1,0,1,37,76,0,2,2,0,6,5
"N00000308",110,100,0,1,0,0,40,60,0,0,0,0,10,9
"N00000309",124,108,0,1,0,1,27,81,0,1,1,0,14,13
"N00000310",149,132,0,1,0,1,89,43,0,7,7,0,9,8
"N00000311",160,96,0,2,0,4,54,42,0,29,24,5,31,29
"N00000312",175,134,0,2,3,4,65,69,0,11,8,3,26,21
"N00000313",193,159,0,2,0,6,54,105,4,3,2,1,21,19
"N00000314",137,77,0,2,0,7,32,45,2,31,29,2,20,18
"N00000315",133,69,0,4,0,8,33,36,0,31,24,7,25,21
"N00000316",130,101,0,2,0,1,43,58,0,8,8,0,20,18
"N00000317",213,90,0,5,0,16,48,42,0,70,60,10,37,32
"N00000318",129,106,0,0,1,4,52,54,3,6,6,0,10,9
"N00000319",310,243,0,10,1,8,91,152,2,16,16,0,41,30
"N00000320",128,112,0,0,0,1,65,47,1,6,6,0,8,8
"N00000321",211,153,0,4,0,1,58,95,4,28,24,4,25,21
"N00000322",154,101,0,2,0,3,41,60,1,30,29,1,19,17
"N00000323",163,148,0,1,0,4,78,70,0,1,1,0,10,9
"N00000324",151,124,0,2,1,7,68,56,0,2,2,0,18,15
"N00000325",198,170,1,6,0,0,73,97,0,9,8,1,19,12
"N00000326",377,290,0,6,0,5,92,198,4,16,16,0,62,56
"N00000327",130,72,0,0,0,0,16,56,1,46,44,2,11,11
"N00000328",126,61,0,0,0,2,21,40,1,52,51,1,10,10
"N00000329",137,82,0,1,0,2,28,54,1,46,43,3,6,5
"N00000330",203,168,0,3,0,2,37,131,1,4,4,0,28,25
"N00000331",233,130,0,0,0,9,21,109,0,83,82,1,11,11
"N00000332",124,45,0,1,0,1,18,27,0,65,62,3,13,12
"N00000333",125,50,0,0,0,4,12,38,0,61,61,0,10,10
"N00000334",116,40,0,0,0,2,14,26,3,64,63,1,7,7
"N00000335",136,115,0,2,0,4,72,43,1,4,3,1,12,10
"N00000336",131,125,0,1,0,0,79,46,0,1,1,0,5,4
"N00000337",120,116,0,0,1,1,69,47,0,0,0,0,3,2
"N00000338",129,120,0,1,0,1,72,48,0,0,0,0,8,7
"N00000339",122,107,0,0,0,1,61,46,0,1,1,0,13,13
"N00000340",138,124,0,0,0,1,73,51,1,0,0,0,12,12
"N00000341",130,126,0,1,0,1,63,63,0,1,1,0,2,1
"N00000342",133,119,0,0,0,1,33,86,2,0,0,0,11,11
"N00000343",122,108,0,0,0,1,50,58,3,1,1,0,9,9
"N00000344",128,65,0,0,1,2,29,36,0,27,27,0,34,33
"N00000345",163,93,0,2,0,2,50,43,0,31,31,0,37,35
"N00000346",209,153,0,2,1,5,43,110,1,0,0,0,50,47
"N00000347",130,63,0,0,2,6,40,23,1,30,30,0,30,28
"N00000348",125,91,0,1,1,1,47,44,0,1,1,0,32,30
"N00000349",149,113,0,3,0,1,54,59,0,7,7,0,28,25
"N00000350",169,139,0,2,1,2,61,78,0,16,7,9,12,9
"N00000351",137,112,0,2,0,3,62,50,0,5,5,0,17,15
"N00000352",142,123,0,3,0,5,64,59,0,1,1,0,13,10
"N00000353",140,117,0,3,0,8,71,46,0,1,1,0,14,11
"N00000354",133,121,0,2,1,3,70,51,0,0,0,0,9,6
"N00000355",154,129,1,6,1,4,90,39,0,3,1,2,18,10
"N00000356",146,63,0,2,1,5,15,48,4,46,46,0,28,25
"N00000357",452,204,0,6,9,5,78,126,3,91,88,3,149,134
"N00000358",140,58,0,3,0,6,26,32,0,48,48,0,28,25
"N00000359",389,125,1,2,4,14,75,50,1,140,85,55,109,102
"N00000360",130,113,0,3,0,4,60,53,0,2,2,0,11,8
"N00000361",148,87,1,2,0,6,49,38,0,24,24,0,31,28
"N00000362",126,107,0,3,0,6,66,41,0,2,2,0,11,8
"N00000363",150,142,0,0,0,5,76,66,0,2,2,0,1,1
"N00000364",150,135,0,2,0,4,90,45,0,2,2,0,9,7
"N00000365",86,62,0,4,0,1,37,25,0,12,12,0,11,7
"N00000366",187,132,0,2,0,6,53,79,1,16,14,2,32,30
"N00000367",143,96,1,3,0,2,57,39,1,14,10,4,30,26
"N00000368",170,158,0,2,0,5,88,70,0,1,1,0,6,4
"N00000369",141,122,1,1,2,3,79,43,0,3,0,3,13,9
"N00000370",172,139,0,4,0,9,78,61,0,2,2,0,22,18
"N00000371",141,123,0,3,0,3,70,53,1,2,2,0,12,9
"N00000372",135,114,0,4,0,1,39,75,0,0,0,0,20,16
"N00000373",178,137,0,4,0,4,68,69,0,1,1,0,36,32
"N00000374",132,116,0,2,0,0,49,67,0,2,1,1,14,12
"N00000375",134,114,0,2,0,4,82,32,0,0,0,0,16,14
"N00000376",116,99,1,0,0,1,54,45,1,2,2,0,13,12
"N00000377",119,101,1,0,0,5,68,33,0,1,1,0,12,11
"N00000378",118,46,0,0,0,2,15,31,1,46,43,3,23,23
"N00000379",164,142,0,1,0,2,44,98,1,0,0,0,19,18
"N00000380",168,151,0,3,0,2,78,73,0,2,1,1,13,10
"N00000381",333,185,0,6,1,8,64,121,0,68,18,50,72,65
"N00000382",183,155,0,2,0,6,89,66,0,1,1,0,21,19
"N00000383",144,121,0,2,0,4,81,40,0,12,11,1,7,5
"N00000384",145,122,0,0,0,5,68,54,0,2,1,1,16,16
"N00000385",135,124,0,2,1,2,69,55,0,0,0,0,9,6
"N00000386",125,64,0,2,0,7,30,34,3,22,20,2,29,27
"N00000387",106,74,1,0,0,3,44,30,0,14,13,1,15,14
"N00000388",603,322,0,14,4,16,147,175,2,125,84,41,138,120
"N00000389",156,108,1,1,0,5,41,67,0,24,24,0,19,17
"N00000390",321,290,0,3,1,11,159,131,0,0,0,0,20,16
"N00000391",173,159,0,1,0,5,89,70,0,0,0,0,9,8
"N00000392",518,395,3,8,1,7,167,228,2,29,29,0,85,73
"N00000393",178,147,1,1,0,7,89,58,0,2,2,0,22,20
"N00000394",141,125,0,2,0,3,85,40,0,0,0,0,13,11
"N00000395",142,122,1,1,0,3,81,41,0,2,2,0,15,13
"N00000396",134,120,0,0,0,6,82,38,1,1,0,1,6,6
"N00000397",189,158,0,4,1,3,77,81,0,2,2,0,26,21
"N00000398",165,143,0,1,0,3,72,71,0,5,5,0,14,13
"N00000399",130,92,0,0,0,5,51,41,0,14,14,0,19,19
"N00000400",112,53,0,2,0,9,31,22,3,32,32,0,15,13
"N00000401",117,76,0,3,0,4,43,33,0,19,18,1,18,15
"N00000402",123,69,1,5,1,3,50,19,2,9,9,0,40,33
"N00000403",208,140,2,1,0,9,76,64,1,10,10,0,48,45
"N00000404",121,77,0,3,0,7,46,31,0,16,15,1,21,18
"N00000405",105,43,0,3,0,4,21,22,1,29,29,0,28,25
"N00000406",121,108,0,1,0,5,67,41,1,4,4,0,3,2
"N00000407",344,293,0,4,1,9,151,142,0,15,15,0,27,22
