"Geography_Code","NM_1552_1_0","NM_1552_1_1","NM_1552_1_10","NM_1552_1_11","NM_1552_1_12","NM_1552_1_13","NM_1552_1_2","NM_1552_1_3","NM_1552_1_4","NM_1552_1_5","NM_1552_1_6","NM_1552_1_7","NM_1552_1_8","NM_1552_1_9"
"N00002293",113,52,0,2,0,4,38,14,0,48,48,0,9,7
"N00002294",123,106,0,1,0,0,69,37,1,0,0,0,16,15
"N00002295",137,107,0,3,0,3,50,57,1,5,4,1,21,18
"N00002296",143,80,0,1,1,0,27,53,2,23,22,1,38,36
"N00002297",124,118,0,0,0,2,67,51,0,0,0,0,4,4
"N00002298",137,91,0,3,0,4,64,27,2,19,19,0,21,18
"N00002299",149,121,0,0,0,4,58,63,1,10,10,0,13,13
"N00002300",318,259,1,4,0,2,94,165,10,2,2,0,45,40
"N00002301",242,190,0,2,0,5,84,106,1,3,3,0,43,41
"N00002302",221,195,0,1,0,0,88,107,0,2,1,1,24,23
"N00002303",158,116,0,0,0,2,38,78,1,2,2,0,37,37
"N00002304",88,27,0,2,0,6,7,20,1,47,47,0,7,5
"N00002305",311,246,0,1,0,2,60,186,10,2,2,0,51,50
"N00002306",524,316,0,5,0,4,56,260,7,48,43,5,149,144
"N00002307",134,117,0,1,0,2,56,61,0,4,4,0,11,10
"N00002308",124,113,0,0,0,1,56,57,0,1,1,0,9,9
"N00002309",101,52,0,1,0,2,24,28,1,25,25,0,21,20
"N00002310",103,47,0,1,0,6,23,24,0,35,35,0,15,14
"N00002311",119,76,0,1,0,1,36,40,1,11,10,1,30,29
"N00002312",137,69,0,1,0,9,35,34,0,41,41,0,18,17
"N00002313",140,112,0,1,0,6,73,39,1,2,1,1,19,18
"N00002314",121,99,1,1,0,5,67,32,0,0,0,0,17,15
"N00002315",145,102,0,1,2,3,54,48,0,21,1,20,19,16
"N00002316",116,86,0,3,0,1,59,27,2,8,8,0,19,16
"N00002317",118,109,1,1,0,2,62,47,0,0,0,0,7,5
"N00002318",169,134,0,2,1,5,86,48,0,2,2,0,28,25
"N00002319",260,219,0,3,2,9,104,115,1,1,1,0,30,25
"N00002320",131,85,1,1,0,3,51,34,0,6,3,3,37,35
"N00002321",117,98,0,3,1,6,53,45,0,0,0,0,13,9
"N00002322",125,110,0,4,0,0,66,44,0,0,0,0,15,11
"N00002323",132,117,0,3,0,3,67,50,2,1,1,0,9,6
"N00002324",106,91,0,1,0,2,43,48,1,0,0,0,12,11
"N00002325",173,153,0,2,0,4,68,85,1,5,1,4,10,8
"N00002326",130,91,0,0,0,2,41,50,1,24,24,0,12,12
"N00002327",460,405,2,5,0,9,147,258,1,4,1,3,41,34
"N00002328",130,120,1,0,0,1,49,71,0,1,1,0,8,7
"N00002329",135,82,0,2,0,7,37,45,0,25,25,0,21,19
"N00002330",215,188,0,1,0,1,69,119,0,2,2,0,24,23
"N00002331",199,147,0,3,0,8,73,74,0,6,5,1,38,35
"N00002332",159,112,0,0,0,9,35,77,4,15,12,3,19,19
"N00002333",149,128,0,2,0,4,53,75,1,1,1,0,15,13
"N00002334",125,92,0,0,0,3,38,54,1,17,17,0,12,12
"N00002335",202,168,2,1,1,3,67,101,2,9,8,1,20,16
"N00002336",132,109,0,4,0,1,58,51,1,4,4,0,17,13
"N00002337",139,74,0,1,0,5,23,51,0,43,28,15,17,16
"N00002338",109,63,0,0,1,1,34,29,0,30,30,0,15,14
"N00002339",116,93,0,1,0,4,31,62,0,11,10,1,8,7
"N00002340",114,78,0,0,0,3,37,41,1,17,17,0,15,15
"N00002341",100,56,0,1,0,4,31,25,1,16,16,0,23,22
"N00002342",115,58,0,0,0,5,18,40,0,36,36,0,16,16
"N00002343",117,81,0,0,0,2,7,74,2,5,4,1,27,27
"N00002344",182,67,0,6,0,3,38,29,1,37,29,8,74,68
"N00002345",153,43,0,1,3,10,29,14,1,55,22,33,44,40
"N00002346",114,68,0,3,1,1,32,36,0,5,4,1,40,36
"N00002347",280,200,3,4,0,6,105,95,2,6,5,1,66,59
"N00002348",169,74,0,3,0,8,32,42,1,62,62,0,24,21
"N00002349",113,84,0,1,0,0,38,46,0,8,7,1,21,20
"N00002350",96,71,0,3,0,6,46,25,2,9,9,0,8,5
"N00002351",418,329,0,3,1,1,67,262,4,3,3,0,81,77
"N00002352",137,68,0,3,6,2,40,28,0,43,5,38,24,15
"N00002353",647,414,0,4,2,3,119,295,10,39,17,22,181,175
"N00002354",151,102,0,1,0,1,41,61,0,17,16,1,31,30
"N00002355",112,62,0,2,0,1,27,35,0,27,26,1,22,20
"N00002356",140,107,0,0,0,2,34,73,1,2,2,0,28,28
"N00002357",146,65,0,1,1,4,27,38,1,50,47,3,26,24
"N00002358",110,51,0,0,1,5,26,25,1,18,18,0,35,34
"N00002359",118,62,0,3,0,3,33,29,0,29,29,0,24,21
"N00002360",115,82,0,0,0,2,52,30,2,16,15,1,13,13
"N00002361",116,44,0,1,0,2,19,25,0,47,46,1,23,22
"N00002362",113,33,0,0,0,9,11,22,0,62,62,0,9,9
"N00002363",108,44,0,2,0,6,21,23,0,42,40,2,16,14
"N00002364",118,38,0,0,1,1,20,18,0,60,54,6,19,18
"N00002365",121,52,0,0,0,2,21,31,0,47,47,0,20,20
"N00002366",118,66,0,2,0,4,36,30,0,22,17,5,26,24
"N00002367",164,121,1,1,0,4,68,53,2,0,0,0,37,35
"N00002368",141,128,0,2,0,3,53,75,0,2,2,0,8,6
"N00002369",289,192,2,11,0,5,74,118,1,3,3,0,88,75
"N00002370",128,107,0,4,0,3,59,48,1,1,1,0,16,12
"N00002371",146,126,0,0,0,10,62,64,0,2,2,0,8,8
"N00002372",211,167,0,4,2,2,87,80,0,6,6,0,36,30
"N00002373",139,104,0,2,0,4,58,46,0,8,7,1,23,21
"N00002374",126,78,1,1,1,11,49,29,0,22,17,5,15,12
"N00002375",132,112,1,2,0,3,77,35,0,0,0,0,17,14
"N00002376",148,133,0,0,0,4,76,57,2,1,1,0,8,8
"N00002377",169,118,0,1,0,1,46,72,5,25,25,0,20,19
"N00002378",306,226,1,2,0,3,65,161,2,27,26,1,48,45
"N00002379",251,199,0,1,0,2,93,106,4,5,5,0,41,40
"N00002380",133,110,0,1,0,5,70,40,1,9,8,1,8,7
"N00002381",149,130,0,3,0,2,65,65,2,0,0,0,15,12
"N00002382",181,149,0,2,0,3,66,83,0,1,1,0,28,26
"N00002383",150,141,0,0,0,0,67,74,0,2,2,0,7,7
"N00002384",144,123,0,3,0,6,50,73,1,1,1,0,13,10
"N00002385",108,93,0,2,0,0,40,53,1,1,0,1,13,11
"N00002386",127,71,0,4,0,2,29,42,4,7,2,5,43,39
"N00002387",266,105,0,5,3,3,56,49,2,74,25,49,82,74
"N00002388",92,45,0,0,0,2,19,26,2,8,2,6,35,35
"N00002389",134,82,0,4,2,3,46,36,1,1,0,1,47,41
"N00002390",142,68,0,2,0,2,31,37,0,14,2,12,58,56
"N00002391",136,120,0,2,0,2,77,43,2,0,0,0,12,10
"N00002392",116,99,0,2,0,4,46,53,0,2,2,0,11,9
"N00002393",197,184,0,0,0,1,55,129,0,1,1,0,11,11
"N00002394",154,91,0,5,1,0,37,54,1,5,2,3,57,51
"N00002395",126,105,1,1,0,2,20,85,2,0,0,0,17,15
"N00002396",132,56,0,0,0,5,34,22,1,45,43,2,25,25
"N00002397",147,34,0,1,0,2,12,22,1,88,88,0,22,21
"N00002398",137,49,0,1,0,6,21,28,0,71,71,0,11,10
"N00002399",117,35,0,2,0,1,10,25,1,68,67,1,12,10
"N00002400",70,56,0,2,0,2,36,20,0,6,6,0,6,4
"N00002401",555,355,2,5,3,6,70,285,6,12,3,9,176,166
"N00002402",96,87,0,2,0,2,50,37,0,0,0,0,7,5
"N00002403",176,134,0,2,0,2,81,53,1,0,0,0,39,37
"N00002404",339,242,0,1,0,6,80,162,3,45,44,1,43,42
"N00002405",128,90,0,0,2,1,49,41,0,11,11,0,26,24
"N00002406",109,100,0,3,0,0,60,40,0,2,0,2,7,4
"N00002407",112,92,0,1,0,2,59,33,0,8,8,0,10,9
"N00002408",129,121,0,3,0,0,78,43,0,0,0,0,8,5
"N00002409",131,89,0,5,0,3,47,42,0,23,21,2,16,11
"N00002410",117,84,0,4,0,4,50,34,0,15,15,0,14,10
"N00002411",107,104,0,0,0,1,54,50,0,0,0,0,2,2
"N00002412",110,103,0,0,0,2,41,62,0,1,1,0,4,4
"N00002413",123,109,0,2,0,0,43,66,1,1,1,0,12,10
"N00002414",103,90,0,4,0,3,51,39,0,1,1,0,9,5
"N00002415",103,88,0,1,0,2,47,41,1,1,1,0,11,10
"N00002416",180,120,0,3,0,8,51,69,1,40,37,3,11,8
"N00002417",120,92,2,2,1,2,49,43,1,8,8,0,17,12
"N00002418",169,140,0,5,0,2,76,64,0,11,11,0,16,11
"N00002419",230,175,0,7,0,4,75,100,0,5,5,0,46,39
"N00002420",163,138,0,4,0,3,82,56,1,3,2,1,18,14
"N00002421",131,115,0,2,0,2,73,42,0,5,3,2,9,7
"N00002422",162,134,0,2,0,6,73,61,1,9,9,0,12,10
"N00002423",115,43,0,1,1,4,24,19,0,62,22,40,6,4
"N00002424",129,95,0,0,1,0,52,43,3,10,3,7,21,20
"N00002425",127,89,0,6,0,1,46,43,0,8,8,0,29,23
"N00002426",132,108,0,1,0,0,57,51,0,5,5,0,19,18
"N00002427",127,70,0,2,0,8,24,46,1,34,31,3,14,12
"N00002428",125,71,0,2,0,4,25,46,0,36,34,2,14,12
"N00002429",135,69,0,4,0,5,25,44,1,51,46,5,9,5
"N00002430",131,44,0,2,0,3,21,23,1,77,66,11,6,4
"N00002431",423,112,0,3,0,25,46,66,0,241,166,75,45,42
"N00002432",119,41,0,1,0,6,17,24,0,59,57,2,13,12
"N00002433",135,88,0,2,0,1,40,48,0,26,20,6,20,18
"N00002434",102,21,0,1,0,2,9,12,0,70,26,44,9,8
"N00002435",152,51,0,2,1,4,29,22,0,81,44,37,16,13
"N00002436",154,79,0,1,0,2,30,49,1,48,40,8,24,23
"N00002437",88,67,0,0,0,2,22,45,1,4,4,0,14,14
"N00002438",127,80,0,1,0,2,32,48,0,30,28,2,15,14
"N00002439",120,66,0,0,0,6,25,41,0,36,31,5,12,12
"N00002440",110,52,0,0,2,3,15,37,1,30,28,2,24,22
"N00002441",112,47,0,2,0,6,19,28,0,48,44,4,11,9
"N00002442",110,46,0,2,0,4,10,36,0,48,46,2,12,10
"N00002443",128,66,0,2,1,4,23,43,0,36,29,7,22,19
"N00002444",372,184,0,2,1,12,76,108,3,122,67,55,51,48
"N00002445",147,124,0,3,0,3,93,31,1,2,0,2,17,14
"N00002446",133,42,0,0,0,5,20,22,0,75,75,0,11,11
"N00002447",153,44,0,2,0,4,19,25,0,90,90,0,15,13
"N00002448",131,49,0,1,0,4,24,25,2,62,61,1,14,13
"N00002449",134,73,0,1,0,4,36,37,0,46,46,0,11,10
"N00002450",131,72,0,2,0,4,40,32,0,41,40,1,14,12
"N00002451",284,82,0,3,0,12,39,43,0,134,131,3,56,53
"N00002452",121,66,0,1,2,4,37,29,0,33,16,17,18,15
"N00002453",157,85,0,3,2,2,47,38,0,48,5,43,22,17
"N00002454",200,80,0,0,0,4,44,36,0,108,7,101,8,8
"N00002455",128,110,0,2,0,2,42,68,1,0,0,0,15,13
"N00002456",146,126,1,3,0,1,67,59,1,1,1,0,17,13
"N00002457",202,162,0,3,0,6,72,90,3,1,1,0,30,27
"N00002458",134,74,0,0,0,5,49,25,0,30,30,0,25,25
"N00002459",296,194,0,0,0,10,82,112,1,54,26,28,37,37
"N00002460",154,113,0,3,0,4,31,82,1,5,2,3,31,28
"N00002461",180,163,0,2,0,4,71,92,0,3,2,1,10,8
"N00002462",178,155,0,4,0,5,80,75,0,3,3,0,15,11
"N00002463",136,116,0,1,0,4,68,48,0,3,3,0,13,12
"N00002464",142,114,0,1,0,7,61,53,0,9,9,0,12,11
"N00002465",270,45,0,0,1,16,8,37,0,201,138,63,8,7
"N00002466",110,32,0,1,1,4,11,21,0,66,61,5,8,6
"N00002467",115,43,0,2,0,6,13,30,0,57,54,3,9,7
"N00002468",116,70,0,1,1,0,23,47,1,18,6,12,27,25
"N00002469",232,95,0,5,1,4,28,67,1,94,50,44,38,32
"N00002470",144,89,0,2,1,3,33,56,1,43,38,5,8,5
"N00002471",118,62,0,1,0,7,22,40,0,43,42,1,6,5
"N00002472",167,58,0,0,2,2,16,42,0,99,78,21,8,6
"N00002473",125,35,0,0,0,3,5,30,0,81,70,11,6,6
"N00002474",135,56,0,2,0,5,21,35,0,63,53,10,11,9
"N00002475",164,56,0,0,1,11,22,34,1,87,82,5,9,8
"N00002476",146,80,0,0,0,5,37,43,0,46,44,2,15,15
"N00002477",115,57,0,3,1,8,23,34,0,39,36,3,11,7
"N00002478",191,47,0,1,5,4,10,37,0,123,44,79,17,11
"N00002479",140,120,0,2,0,0,50,70,0,4,2,2,16,14
"N00002480",216,167,0,1,1,7,66,101,1,17,16,1,24,22
"N00002481",127,39,0,1,0,10,4,35,1,65,58,7,12,11
"N00002482",118,37,0,1,1,2,5,32,0,66,64,2,13,11
"N00002483",125,29,0,2,1,5,7,22,0,78,72,6,13,10
"N00002484",129,33,0,0,0,4,10,23,2,77,72,5,13,13
"N00002485",103,34,0,3,1,5,8,26,1,47,37,10,16,12
"N00002486",153,53,0,3,8,2,3,50,0,78,34,44,20,9
"N00002487",142,104,0,1,0,1,12,92,4,15,6,9,18,17
"N00002488",417,189,0,8,7,6,34,155,0,130,20,110,92,77
"N00002489",263,228,0,3,0,4,89,139,3,4,4,0,24,21
"N00002490",138,100,0,2,1,2,37,63,2,11,6,5,23,20
"N00002491",138,39,0,1,0,6,7,32,2,78,68,10,13,12
"N00002492",114,38,0,0,0,3,8,30,0,63,51,12,10,10
"N00002493",136,38,0,5,0,3,14,24,0,83,75,8,12,7
"N00002494",105,26,0,1,0,4,10,16,0,70,69,1,5,4
"N00002495",208,105,1,2,1,3,21,84,2,57,31,26,41,37
"N00002496",121,43,0,2,0,4,10,33,3,62,56,6,9,7
"N00002497",222,65,0,3,1,8,16,49,0,132,50,82,17,13
"N00002498",431,157,0,2,4,6,24,133,1,194,105,89,73,67
"N00002499",239,118,0,1,0,0,17,101,1,8,7,1,112,111
"N00002500",179,129,0,3,0,0,18,111,3,7,5,2,40,37
"N00002501",523,436,0,10,0,3,93,343,0,5,3,2,79,69
"N00002502",173,132,0,2,0,2,50,82,2,10,9,1,27,25
"N00002503",106,89,0,2,0,1,60,29,0,10,10,0,6,4
"N00002504",136,35,0,2,1,7,14,21,0,85,46,39,9,6
"N00002505",129,62,1,4,1,1,34,28,0,16,15,1,50,44
"N00002506",128,63,0,7,0,3,41,22,2,5,5,0,55,48
"N00002507",114,51,0,0,0,2,19,32,1,45,45,0,15,15
"N00002508",102,34,0,4,0,2,20,14,0,9,5,4,57,53
"N00002509",151,43,0,1,1,7,29,14,0,47,29,18,54,52
"N00002510",216,86,0,4,0,3,36,50,2,32,18,14,93,89
"N00002511",94,19,0,1,0,4,7,12,0,50,49,1,21,20
"N00002512",311,167,1,2,0,8,84,83,0,85,51,34,51,48
"N00002513",116,101,0,1,0,1,60,41,0,3,1,2,11,10
"N00002514",122,115,0,0,1,1,42,73,0,2,0,2,4,3
"N00002515",107,88,1,2,0,1,60,28,1,2,2,0,15,12
"N00002516",125,108,0,1,2,3,61,47,0,2,1,1,12,9
"N00002517",133,88,0,2,0,2,43,45,0,27,12,15,16,14
"N00002518",251,160,0,0,0,3,63,97,2,13,7,6,73,73
"N00002519",131,90,0,2,0,3,33,57,1,5,1,4,32,30
"N00002520",274,242,0,5,0,2,68,174,1,3,0,3,26,21
"N00002521",505,251,0,4,2,10,46,205,4,119,117,2,121,115
"N00002522",122,37,0,2,2,4,12,25,2,60,60,0,19,15
"N00002523",123,85,0,1,0,0,44,41,1,21,20,1,16,15
"N00002524",163,84,0,0,0,1,25,59,2,45,44,1,31,31
"N00002525",634,442,2,5,1,9,149,293,4,18,17,1,161,153
"N00002526",381,264,1,6,0,5,109,155,2,7,5,2,103,96
"N00002527",151,137,0,1,0,1,71,66,0,2,0,2,11,10
"N00002528",95,82,0,0,0,0,21,61,2,2,0,2,9,9
"N00002529",124,113,0,2,0,0,52,61,1,0,0,0,10,8
"N00002530",120,96,1,0,0,0,18,78,0,0,0,0,24,23
"N00002531",152,135,0,0,0,1,35,100,0,1,0,1,15,15
"N00002532",119,91,1,1,0,4,33,58,3,1,0,1,20,18
"N00002533",408,192,0,4,2,15,96,96,2,127,93,34,72,66
"N00002534",191,86,0,3,1,7,49,37,0,50,49,1,48,44
"N00002535",138,128,0,1,0,1,54,74,0,2,2,0,7,6
"N00002536",209,177,0,1,0,3,79,98,0,0,0,0,29,28
"N00002537",575,429,1,13,2,9,208,221,2,54,54,0,81,65
"N00002538",238,194,0,3,0,1,75,119,0,4,3,1,39,36
"N00002539",115,52,0,0,0,9,24,28,0,44,42,2,10,10
"N00002540",629,503,0,7,1,10,95,408,2,16,13,3,98,90
"N00002541",522,433,0,8,0,4,256,177,9,4,4,0,72,64
"N00002542",112,100,0,3,0,0,45,55,1,0,0,0,11,8
"N00002543",115,64,0,3,0,0,22,42,6,1,1,0,44,41
"N00002544",279,173,0,6,0,2,62,111,8,9,1,8,87,81
"N00002545",127,73,0,0,1,0,24,49,11,1,0,1,42,41
"N00002546",114,50,0,1,0,0,15,35,6,2,1,1,56,55
"N00002547",437,340,0,5,0,9,189,151,1,29,28,1,58,53
"N00002548",279,101,0,1,0,13,34,67,1,149,123,26,15,14
"N00002549",114,82,0,1,0,4,59,23,0,3,3,0,25,24
"N00002550",117,78,0,0,1,6,50,28,2,8,8,0,23,22
"N00002551",146,92,0,2,0,4,50,42,1,23,23,0,26,24
"N00002552",117,59,0,2,0,5,27,32,1,39,39,0,13,11
"N00002553",125,81,1,3,1,1,54,27,0,15,15,0,28,23
"N00002554",134,93,0,4,0,5,43,50,0,3,3,0,33,29
"N00002555",128,110,0,0,0,3,42,68,1,4,4,0,10,10
"N00002556",122,78,0,3,0,1,32,46,1,27,26,1,15,12
"N00002557",130,98,0,2,0,2,45,53,0,17,17,0,13,11
"N00002558",115,84,0,2,0,5,36,48,2,13,13,0,11,9
"N00002559",116,61,0,0,0,2,20,41,1,37,37,0,15,15
"N00002560",152,135,0,2,0,0,50,85,0,6,4,2,11,9
"N00002561",120,116,0,1,0,0,67,49,1,0,0,0,3,2
"N00002562",128,113,0,1,0,3,51,62,1,3,3,0,8,7
"N00002563",131,120,0,3,0,1,54,66,1,1,1,0,8,5
"N00002564",112,80,0,2,0,3,47,33,0,12,12,0,17,15
"N00002565",116,73,0,3,0,6,43,30,0,4,2,2,33,30
"N00002566",122,109,0,2,0,1,77,32,0,0,0,0,12,10
"N00002567",120,83,0,2,1,3,39,44,0,4,3,1,30,27
"N00002568",119,97,0,1,0,2,61,36,0,3,0,3,17,16
"N00002569",121,101,0,0,0,6,74,27,0,1,0,1,13,13
"N00002570",120,59,0,1,1,5,30,29,0,42,2,40,14,12
"N00002571",126,110,0,2,0,2,73,37,3,3,3,0,8,6
"N00002572",129,117,0,1,1,1,67,50,0,0,0,0,11,9
"N00002573",136,69,0,3,0,8,32,37,2,37,26,11,20,17
"N00002574",122,64,0,5,0,3,37,27,1,11,9,2,43,38
"N00002575",126,59,0,1,0,4,25,34,1,38,36,2,24,23
"N00002576",320,143,1,6,5,4,73,70,0,25,20,5,148,136
"N00002577",241,95,1,3,0,4,58,37,0,44,14,30,98,94
"N00002578",129,45,0,1,0,2,18,27,0,16,12,4,66,65
"N00002579",131,55,0,2,0,7,20,35,0,60,51,9,9,7
"N00002580",113,85,0,0,0,2,56,29,1,21,16,5,4,4
"N00002581",129,107,0,3,0,2,65,42,0,6,3,3,14,11
"N00002582",519,180,0,4,1,26,62,118,1,265,204,61,47,42
"N00002583",113,26,0,0,0,5,6,20,0,78,74,4,4,4
"N00002584",127,41,0,0,0,3,8,33,0,71,65,6,12,12
"N00002585",108,38,0,0,0,4,11,27,0,57,53,4,9,9
"N00002586",126,45,0,1,0,4,5,40,1,67,60,7,9,8
"N00002587",288,71,0,1,0,10,10,61,1,191,138,53,15,14
"N00002588",110,30,0,0,0,1,6,24,1,74,62,12,4,4
"N00002589",106,38,0,1,0,3,4,34,1,55,41,14,9,8
"N00002590",528,185,0,2,7,4,26,159,0,249,119,130,90,81
"N00002591",396,217,0,2,7,4,48,169,4,126,25,101,45,36
"N00002592",149,132,0,1,0,0,29,103,1,5,0,5,11,10
"N00002593",137,61,0,1,0,2,16,45,0,48,8,40,26,25
"N00002594",127,34,0,4,0,1,10,24,0,77,68,9,15,11
"N00002595",139,73,0,1,1,6,18,55,0,45,34,11,15,13
"N00002596",120,98,0,3,1,0,41,57,3,5,4,1,14,10
"N00002597",107,72,0,2,0,0,22,50,4,5,4,1,26,24
"N00002598",104,32,0,1,1,10,4,28,0,52,51,1,10,8
"N00002599",127,110,0,1,0,1,37,73,9,3,2,1,4,3
"N00002600",101,90,0,0,0,1,32,58,3,2,2,0,5,5
"N00002601",124,103,0,1,0,1,44,59,2,0,0,0,18,17
"N00002602",107,95,0,0,0,1,42,53,1,1,1,0,9,9
"N00002603",443,96,0,2,7,5,66,30,2,176,56,120,164,155
"N00002604",138,52,0,3,1,2,42,10,0,7,5,2,77,73
"N00002605",162,18,0,1,4,2,12,6,1,61,30,31,80,75
"N00002606",195,51,0,3,0,6,13,38,2,92,61,31,44,41
"N00002607",107,31,0,0,0,3,14,17,0,62,61,1,11,11
"N00002608",137,52,1,5,2,0,29,23,0,17,3,14,68,60
"N00002609",123,107,1,0,0,2,68,39,0,2,1,1,12,11
"N00002610",122,53,0,4,1,1,26,27,0,21,7,14,47,42
"N00002611",64,32,0,1,0,2,18,14,0,4,1,3,26,25
"N00002612",123,40,0,0,6,0,21,19,0,13,6,7,70,64
"N00002613",391,55,0,5,3,17,37,18,1,186,99,87,132,124
"N00002614",153,80,1,2,1,0,38,42,0,5,4,1,68,64
"N00002615",112,67,0,0,1,1,31,36,0,22,19,3,22,21
"N00002616",169,70,0,2,1,3,45,25,0,39,25,14,57,54
"N00002617",164,92,0,1,1,5,44,48,0,22,20,2,45,43
"N00002618",106,42,0,0,0,6,17,25,0,51,49,2,7,7
"N00002619",311,110,0,3,1,2,58,52,2,19,7,12,178,174
"N00002620",241,92,0,3,0,7,30,62,2,52,43,9,88,85
"N00002621",119,66,1,0,0,2,39,27,0,29,29,0,22,21
"N00002622",145,73,0,0,1,1,32,41,1,12,8,4,58,57
"N00002623",115,84,0,0,0,2,45,39,0,23,23,0,6,6
"N00002624",127,53,0,2,0,3,26,27,0,13,11,2,58,56
"N00002625",138,54,0,1,2,3,16,38,1,44,43,1,36,33
"N00002626",294,208,0,1,2,5,36,172,4,30,24,6,47,44
"N00002627",150,71,0,1,0,6,41,30,1,55,28,27,17,16
"N00002628",398,232,0,7,2,13,119,113,2,68,35,33,83,74
"N00002629",122,51,0,0,1,8,26,25,1,54,52,2,8,7
"N00002630",108,44,0,0,0,5,18,26,1,52,40,12,6,6
"N00002631",125,74,0,1,0,7,35,39,0,19,17,2,25,24
"N00002632",148,62,0,3,0,6,26,36,2,63,36,27,15,12
"N00002633",177,107,1,4,0,1,53,54,2,4,4,0,63,58
"N00002634",122,106,0,2,0,1,74,32,0,1,1,0,14,12
"N00002635",137,69,0,5,1,3,34,35,1,38,38,0,26,20
"N00002636",138,101,0,5,1,5,53,48,0,14,13,1,18,12
"N00002637",170,139,0,4,0,4,69,70,0,8,7,1,19,15
"N00002638",165,134,0,1,0,5,74,60,1,8,7,1,17,16
"N00002639",144,87,0,2,0,2,47,40,1,7,6,1,47,45
"N00002640",133,125,0,0,2,1,81,44,0,1,0,1,6,4
"N00002641",132,113,0,1,0,0,31,82,0,4,2,2,15,14
"N00002642",172,166,0,0,0,1,86,80,0,1,1,0,4,4
"N00002643",131,124,0,0,0,1,64,60,0,0,0,0,6,6
"N00002644",134,56,0,5,0,5,28,28,1,52,52,0,20,15
"N00002645",134,89,0,2,2,2,45,44,1,23,3,20,19,15
"N00002646",173,90,0,6,2,3,46,44,1,28,13,15,51,43
"N00002647",299,213,0,3,0,8,76,137,5,39,14,25,34,31
"N00002648",94,50,0,2,0,7,31,19,0,0,0,0,37,35
"N00002649",145,129,0,2,0,5,58,71,0,1,1,0,10,8
"N00002650",124,57,0,1,0,5,18,39,0,40,40,0,22,21
"N00002651",167,153,0,2,0,1,66,87,1,0,0,0,12,10
"N00002652",131,50,0,0,0,7,19,31,0,67,65,2,7,7
"N00002653",184,123,0,4,1,6,54,69,1,10,10,0,44,39
"N00002654",109,76,0,5,0,2,47,29,0,7,7,0,24,19
"N00002655",155,39,0,3,0,11,23,16,2,53,52,1,50,47
"N00002656",261,118,0,2,1,14,19,99,1,64,61,3,64,61
"N00002657",146,80,0,6,0,4,39,41,2,24,24,0,36,30
"N00002658",169,83,1,2,1,4,18,65,1,35,35,0,46,42
"N00002659",151,30,0,1,3,5,9,21,4,84,84,0,28,24
"N00002660",164,127,0,0,0,4,69,58,0,12,3,9,21,21
"N00002661",232,99,0,5,0,7,43,56,1,98,82,16,27,22
"N00002662",185,104,1,7,0,11,43,61,1,21,21,0,48,40
"N00002663",127,96,0,3,0,1,31,65,4,5,5,0,21,18
"N00002664",144,45,1,4,0,3,17,28,0,59,59,0,37,32
"N00002665",114,97,0,3,0,1,48,49,1,1,1,0,14,11
"N00002666",109,90,0,0,0,5,51,39,0,2,2,0,12,12
"N00002667",334,198,0,8,0,9,112,86,1,51,48,3,75,67
"N00002668",116,70,0,3,0,4,26,44,0,18,11,7,24,21
"N00002669",187,152,0,2,0,4,88,64,0,3,3,0,28,26
"N00002670",600,401,1,6,1,16,148,253,3,61,17,44,119,111
"N00002671",466,338,0,9,2,4,74,264,14,44,22,22,66,55
"N00002672",129,42,0,1,0,4,13,29,0,56,54,2,27,26
"N00002673",536,279,0,13,5,19,123,156,4,88,35,53,146,128
"N00002674",115,57,0,1,0,2,23,34,3,30,27,3,23,22
"N00002675",131,124,0,0,0,1,70,54,0,1,0,1,5,5
"N00002676",283,189,1,5,0,7,89,100,3,27,27,0,57,51
"N00002677",152,130,1,1,0,4,77,53,0,7,6,1,11,9
"N00002678",139,101,1,3,0,5,53,48,1,0,0,0,32,28
"N00002679",199,124,1,4,1,10,47,77,0,30,30,0,35,29
"N00002680",138,124,0,1,0,3,72,52,0,2,1,1,9,8
"N00002681",154,139,0,2,0,3,86,53,0,2,2,0,10,8
"N00002682",160,138,0,4,0,1,39,99,1,0,0,0,20,16
"N00002683",136,120,0,1,0,3,61,59,0,6,6,0,7,6
"N00002684",165,146,0,2,0,2,69,77,0,2,2,0,15,13
"N00002685",126,109,0,1,0,2,65,44,0,0,0,0,15,14
"N00002686",130,107,1,1,0,5,70,37,0,7,7,0,11,9
"N00002687",120,88,0,0,1,2,51,37,1,17,17,0,12,11
"N00002688",129,101,0,1,0,5,70,31,1,5,5,0,17,16
"N00002689",126,69,0,1,0,3,24,45,0,37,37,0,17,16
"N00002690",97,59,1,2,0,4,38,21,0,6,0,6,28,25
"N00002691",125,104,0,2,0,1,51,53,0,0,0,0,20,18
"N00002692",133,97,2,6,0,4,68,29,0,2,1,1,30,22
"N00002693",190,62,0,0,2,6,41,21,0,87,11,76,35,33
"N00002694",124,108,0,1,0,1,65,43,0,1,1,0,14,13
"N00002695",145,125,0,1,0,1,31,94,0,3,1,2,16,15
"N00002696",129,101,0,1,0,4,61,40,0,1,0,1,23,22
"N00002697",139,106,0,3,0,3,45,61,0,1,1,0,29,26
"N00002698",208,165,0,6,0,2,93,72,1,4,1,3,36,30
"N00002699",136,78,0,0,0,11,40,38,0,32,32,0,15,15
