"Geography_Code","NM_1543_1_0","NM_1543_1_1","NM_1543_1_2","NM_1543_1_3","NM_1543_1_4","NM_1543_1_5"
"N00000771",124,63,61,0,0,0
"N00000772",157,29,127,0,1,0
"N00000773",154,37,117,0,0,0
"N00000774",430,153,275,1,0,1
"N00000775",123,38,83,0,1,1
"N00000776",136,43,91,1,0,1
"N00000777",323,63,254,5,1,0
"N00000778",142,20,122,0,0,0
"N00000779",204,39,164,0,1,0
"N00000780",181,32,144,2,3,0
"N00000781",204,53,148,2,1,0
"N00000782",162,21,140,1,0,0
"N00000783",195,51,144,0,0,0
"N00000784",145,21,124,0,0,0
"N00000785",118,17,100,0,0,1
"N00000786",129,20,107,1,1,0
"N00000787",144,22,122,0,0,0
"N00000788",142,26,115,0,1,0
"N00000789",403,107,293,0,2,1
"N00000790",193,41,152,0,0,0
"N00000791",146,39,104,1,2,0
"N00000792",130,19,110,0,1,0
"N00000793",146,23,122,1,0,0
"N00000794",154,22,131,0,1,0
"N00000795",170,26,144,0,0,0
"N00000796",141,46,94,0,0,1
"N00000797",144,41,103,0,0,0
"N00000798",175,26,147,0,2,0
"N00000799",193,57,135,1,0,0
"N00000800",145,21,124,0,0,0
"N00000801",176,27,147,2,0,0
"N00000802",114,31,83,0,0,0
"N00000803",140,16,124,0,0,0
"N00000804",153,24,129,0,0,0
"N00000805",134,30,104,0,0,0
"N00000806",143,52,91,0,0,0
"N00000807",187,43,143,1,0,0
"N00000808",119,55,64,0,0,0
"N00000809",204,61,143,0,0,0
"N00000810",151,31,116,4,0,0
"N00000811",148,60,87,0,0,1
"N00000812",121,33,88,0,0,0
"N00000813",191,48,140,1,2,0
"N00000814",118,35,83,0,0,0
"N00000815",159,24,135,0,0,0
"N00000816",232,99,133,0,0,0
"N00000817",104,25,78,0,1,0
"N00000818",123,24,99,0,0,0
"N00000819",132,60,72,0,0,0
"N00000820",179,67,109,0,1,2
"N00000821",129,58,70,1,0,0
"N00000822",127,79,48,0,0,0
"N00000823",146,34,110,0,1,1
"N00000824",144,80,63,0,1,0
"N00000825",136,33,103,0,0,0
"N00000826",115,29,86,0,0,0
"N00000827",121,28,93,0,0,0
"N00000828",104,40,64,0,0,0
"N00000829",131,39,91,1,0,0
"N00000830",132,57,74,1,0,0
"N00000831",134,51,83,0,0,0
"N00000832",122,46,76,0,0,0
"N00000833",120,54,66,0,0,0
"N00000834",136,46,89,1,0,0
"N00000835",112,29,82,0,0,1
"N00000836",126,31,95,0,0,0
"N00000837",122,25,96,0,0,1
"N00000838",119,45,74,0,0,0
"N00000839",156,59,96,1,0,0
"N00000840",118,37,80,0,0,1
"N00000841",123,36,85,2,0,0
"N00000842",209,49,157,1,1,1
"N00000843",107,42,65,0,0,0
"N00000844",98,35,63,0,0,0
"N00000845",98,40,57,0,1,0
"N00000846",114,43,71,0,0,0
"N00000847",367,99,264,3,0,1
"N00000848",112,34,78,0,0,0
"N00000849",144,59,84,0,1,0
"N00000850",121,42,77,2,0,0
"N00000851",115,48,66,0,0,1
"N00000852",543,233,305,2,2,1
"N00000853",108,35,73,0,0,0
"N00000854",309,90,216,2,0,1
"N00000855",104,55,46,2,1,0
"N00000856",90,38,52,0,0,0
"N00000857",157,56,97,1,3,0
"N00000858",131,61,66,0,2,2
"N00000859",138,52,80,1,4,1
"N00000860",151,32,117,0,2,0
"N00000861",124,39,84,0,0,1
"N00000862",388,142,238,1,2,5
"N00000863",128,39,85,2,2,0
"N00000864",125,35,87,2,1,0
"N00000865",126,26,97,1,2,0
"N00000866",164,61,102,0,0,1
"N00000867",159,83,74,0,2,0
"N00000868",130,41,89,0,0,0
"N00000869",106,61,43,0,1,1
"N00000870",157,46,109,0,2,0
"N00000871",155,58,91,2,3,1
"N00000872",134,54,77,0,1,2
"N00000873",132,41,89,1,1,0
"N00000874",268,116,149,2,0,1
"N00000875",124,44,77,1,2,0
"N00000876",119,70,48,0,0,1
"N00000877",158,52,104,2,0,0
"N00000878",119,60,58,1,0,0
"N00000879",398,130,267,0,1,0
"N00000880",123,42,79,1,1,0
"N00000881",148,62,83,1,2,0
"N00000882",139,63,70,0,6,0
"N00000883",133,57,75,0,1,0
"N00000884",113,64,47,1,1,0
"N00000885",323,159,155,2,5,2
"N00000886",128,52,70,2,3,1
"N00000887",133,51,78,0,3,1
"N00000888",143,52,85,3,3,0
"N00000889",110,41,66,1,2,0
"N00000890",150,49,100,0,1,0
"N00000891",181,80,93,2,2,4
"N00000892",137,43,92,2,0,0
"N00000893",135,45,85,0,2,3
"N00000894",141,65,75,0,1,0
"N00000895",121,47,67,2,2,3
"N00000896",139,66,69,1,2,1
"N00000897",137,44,87,0,2,4
"N00000898",138,50,85,1,1,1
"N00000899",158,73,82,1,1,1
"N00000900",109,51,56,1,0,1
"N00000901",140,47,85,1,0,7
"N00000902",143,51,81,1,6,4
"N00000903",94,45,44,1,3,1
"N00000904",219,86,120,3,2,8
"N00000905",144,40,100,1,2,1
"N00000906",105,19,85,1,0,0
"N00000907",129,33,95,1,0,0
"N00000908",146,44,98,1,3,0
"N00000909",81,20,60,1,0,0
"N00000910",129,37,90,1,0,1
"N00000911",109,35,74,0,0,0
"N00000912",95,24,69,2,0,0
"N00000913",127,38,89,0,0,0
"N00000914",123,30,92,0,0,1
"N00000915",116,55,60,1,0,0
"N00000916",122,49,72,1,0,0
"N00000917",116,50,66,0,0,0
"N00000918",121,44,76,1,0,0
"N00000919",108,37,69,1,1,0
"N00000920",79,44,33,1,1,0
"N00000921",209,14,189,1,3,2
"N00000922",127,39,85,0,2,1
"N00000923",114,31,80,1,1,1
"N00000924",106,46,60,0,0,0
"N00000925",119,34,84,0,1,0
"N00000926",121,37,82,1,0,1
"N00000927",202,90,106,3,1,2
"N00000928",149,48,98,1,0,2
"N00000929",155,45,107,2,1,0
"N00000930",169,66,102,1,0,0
"N00000931",246,65,177,3,0,1
"N00000932",174,59,113,1,1,0
"N00000933",134,43,89,1,1,0
"N00000934",119,40,76,0,1,2
"N00000935",115,46,68,0,0,1
"N00000936",183,45,137,0,1,0
"N00000937",174,46,125,1,1,1
"N00000938",116,22,93,0,1,0
"N00000939",90,33,57,0,0,0
"N00000940",122,57,62,1,1,1
"N00000941",131,32,97,0,1,1
"N00000942",122,48,73,1,0,0
"N00000943",105,29,75,1,0,0
"N00000944",91,22,66,2,0,1
"N00000945",105,27,78,0,0,0
"N00000946",207,98,104,3,1,1
"N00000947",117,49,68,0,0,0
"N00000948",108,42,66,0,0,0
"N00000949",134,45,87,0,2,0
"N00000950",138,49,85,2,0,2
"N00000951",106,36,68,1,1,0
"N00000952",176,65,107,0,4,0
"N00000953",117,39,78,0,0,0
"N00000954",121,46,73,0,2,0
"N00000955",158,40,116,0,1,1
"N00000956",215,68,144,1,1,1
"N00000957",192,45,146,0,1,0
"N00000958",132,44,85,1,2,0
"N00000959",204,57,143,1,3,0
"N00000960",192,49,139,1,3,0
"N00000961",124,30,93,0,0,1
"N00000962",159,62,94,0,2,1
"N00000963",115,38,76,0,1,0
"N00000964",129,38,90,0,1,0
"N00000965",120,23,97,0,0,0
"N00000966",148,41,106,0,1,0
"N00000967",137,31,100,2,3,1
"N00000968",103,31,71,0,1,0
"N00000969",92,36,55,0,1,0
"N00000970",243,104,133,0,3,3
"N00000971",120,38,81,0,1,0
"N00000972",129,36,91,1,0,1
"N00000973",145,55,88,1,1,0
"N00000974",120,44,73,2,0,1
"N00000975",125,48,73,0,2,2
"N00000976",74,40,34,0,0,0
"N00000977",145,61,82,1,0,1
"N00000978",134,67,66,1,0,0
"N00000979",126,68,56,0,1,1
"N00000980",128,64,57,1,3,3
"N00000981",108,49,58,1,0,0
"N00000982",126,56,66,0,2,2
"N00000983",162,69,91,0,2,0
"N00000984",160,61,92,0,5,2
"N00000985",126,64,61,0,1,0
"N00000986",112,45,65,0,1,1
"N00000987",152,41,108,0,1,2
"N00000988",74,35,37,1,1,0
"N00000989",124,52,68,1,3,0
"N00000990",141,63,74,0,1,3
"N00000991",141,72,68,0,1,0
"N00000992",265,139,121,1,3,1
"N00000993",111,43,63,4,0,1
"N00000994",470,208,253,0,6,3
"N00000995",97,44,52,0,1,0
"N00000996",123,24,98,0,1,0
"N00000997",103,34,67,1,0,1
"N00000998",127,36,88,0,1,2
"N00000999",122,61,58,0,2,1
"N00001000",129,34,94,0,1,0
"N00001001",139,52,82,1,1,3
"N00001002",431,199,226,2,4,0
"N00001003",113,54,57,0,0,2
"N00001004",143,45,95,0,2,1
"N00001005",172,117,51,1,3,0
"N00001006",148,33,113,0,0,2
"N00001007",242,77,145,3,1,16
"N00001008",85,27,50,0,1,7
"N00001009",83,23,53,1,2,4
"N00001010",124,42,72,1,2,7
"N00001011",126,29,82,0,0,15
"N00001012",128,36,78,0,2,12
"N00001013",98,34,61,0,0,3
"N00001014",107,47,53,1,0,6
"N00001015",144,44,84,1,0,15
"N00001016",100,32,63,1,0,4
"N00001017",118,41,75,0,1,1
"N00001018",115,30,75,2,4,4
"N00001019",76,23,51,2,0,0
"N00001020",94,55,38,0,0,1
"N00001021",83,28,54,0,0,1
"N00001022",272,150,104,3,5,10
"N00001023",94,32,58,1,0,3
"N00001024",149,46,94,0,1,8
"N00001025",101,35,61,1,2,2
"N00001026",103,45,55,1,0,2
"N00001027",158,43,105,1,1,8
"N00001028",118,45,72,1,0,0
"N00001029",241,46,185,3,5,2
"N00001030",177,54,119,1,1,2
"N00001031",145,43,95,1,3,3
"N00001032",106,54,51,0,1,0
"N00001033",110,94,15,0,1,0
"N00001034",143,42,98,2,1,0
"N00001035",112,26,85,1,0,0
"N00001036",193,101,89,1,2,0
"N00001037",136,30,103,0,3,0
"N00001038",271,72,197,2,0,0
"N00001039",141,44,96,1,0,0
"N00001040",117,34,83,0,0,0
"N00001041",108,62,46,0,0,0
"N00001042",295,98,195,1,1,0
"N00001043",116,63,53,0,0,0
"N00001044",152,66,82,1,1,2
"N00001045",116,33,81,1,0,1
"N00001046",113,29,82,1,0,1
"N00001047",127,29,95,2,0,1
"N00001048",128,42,86,0,0,0
"N00001049",125,29,94,0,2,0
"N00001050",125,26,97,1,1,0
"N00001051",117,16,101,0,0,0
"N00001052",100,50,47,1,1,1
"N00001053",125,24,101,0,0,0
"N00001054",120,23,97,0,0,0
"N00001055",120,24,95,1,0,0
"N00001056",127,23,101,0,2,1
"N00001057",129,30,99,0,0,0
"N00001058",134,31,100,1,2,0
"N00001059",121,29,90,1,1,0
"N00001060",106,35,70,1,0,0
"N00001061",102,21,81,0,0,0
"N00001062",113,24,88,0,1,0
"N00001063",123,25,97,0,1,0
"N00001064",272,102,169,1,0,0
"N00001065",126,22,104,0,0,0
"N00001066",121,36,84,0,0,1
"N00001067",133,53,74,3,3,0
"N00001068",154,69,82,1,2,0
"N00001069",133,39,90,0,3,1
"N00001070",212,60,146,0,5,1
"N00001071",137,47,88,1,1,0
"N00001072",143,55,88,0,0,0
"N00001073",127,46,80,0,1,0
"N00001074",109,33,73,0,3,0
"N00001075",131,50,77,1,3,0
"N00001076",139,65,72,0,0,2
"N00001077",131,73,57,0,1,0
"N00001078",138,69,66,0,3,0
"N00001079",369,167,198,4,0,0
"N00001080",149,58,87,2,1,1
"N00001081",168,51,116,1,0,0
"N00001082",180,65,110,1,3,1
"N00001083",162,46,112,2,2,0
"N00001084",177,73,102,1,1,0
"N00001085",438,148,276,7,6,1
"N00001086",131,26,102,2,1,0
"N00001087",107,28,77,0,2,0
"N00001088",107,22,84,0,1,0
"N00001089",136,50,81,2,1,2
"N00001090",106,42,62,1,0,1
"N00001091",130,29,100,1,0,0
"N00001092",146,37,109,0,0,0
"N00001093",232,48,180,4,0,0
"N00001094",117,47,69,0,1,0
"N00001095",145,37,107,1,0,0
"N00001096",128,17,109,1,1,0
"N00001097",121,29,92,0,0,0
"N00001098",135,58,77,0,0,0
"N00001099",125,34,89,1,1,0
"N00001100",114,32,80,1,1,0
"N00001101",120,32,88,0,0,0
"N00001102",265,109,153,2,1,0
"N00001103",100,39,61,0,0,0
"N00001104",130,45,85,0,0,0
"N00001105",129,43,81,4,1,0
"N00001106",129,46,82,1,0,0
"N00001107",142,47,95,0,0,0
"N00001108",104,45,56,2,0,1
"N00001109",145,37,106,2,0,0
"N00001110",146,46,99,1,0,0
"N00001111",277,97,175,2,1,2
"N00001112",130,43,87,0,0,0
"N00001113",600,208,383,2,4,3
"N00001114",134,48,85,0,0,1
"N00001115",108,42,65,0,0,1
"N00001116",228,87,131,3,1,6
"N00001117",367,164,202,0,1,0
"N00001118",121,50,69,1,1,0
"N00001119",98,49,48,0,1,0
"N00001120",122,65,57,0,0,0
"N00001121",124,50,73,0,1,0
"N00001122",124,90,34,0,0,0
"N00001123",105,57,48,0,0,0
"N00001124",245,74,168,2,1,0
"N00001125",169,54,114,0,0,1
"N00001126",115,48,65,0,2,0
"N00001127",315,151,160,1,1,2
"N00001128",129,69,59,1,0,0
"N00001129",205,83,120,0,2,0
"N00001130",88,48,39,0,0,1
"N00001131",510,216,268,3,10,13
"N00001132",125,60,63,0,1,1
"N00001133",316,133,174,4,4,1
"N00001134",109,43,62,3,1,0
"N00001135",94,39,55,0,0,0
"N00001136",151,77,73,0,0,1
"N00001137",135,55,77,1,1,1
"N00001138",114,61,51,0,0,2
"N00001139",210,55,148,3,4,0
"N00001140",137,53,82,0,1,1
"N00001141",92,36,54,2,0,0
"N00001142",109,62,45,1,0,1
"N00001143",60,20,40,0,0,0
"N00001144",109,50,57,1,1,0
"N00001145",137,53,84,0,0,0
"N00001146",133,54,78,1,0,0
"N00001147",127,59,66,1,0,1
"N00001148",112,46,62,2,0,2
"N00001149",130,23,106,1,0,0
"N00001150",123,27,94,2,0,0
"N00001151",154,36,116,0,0,2
"N00001152",148,38,108,1,0,1
"N00001153",136,48,88,0,0,0
"N00001154",114,38,75,1,0,0
"N00001155",324,148,163,3,6,4
"N00001156",624,284,339,0,1,0
"N00001157",113,32,76,0,4,1
"N00001158",112,42,70,0,0,0
"N00001159",136,41,93,0,0,2
"N00001160",171,77,92,1,1,0
"N00001161",117,46,69,1,0,1
"N00001162",84,37,45,1,1,0
"N00001163",185,120,63,2,0,0
"N00001164",120,34,84,1,1,0
"N00001165",129,37,89,1,1,1
"N00001166",255,94,156,2,3,0
"N00001167",125,32,92,1,0,0
"N00001168",126,32,94,0,0,0
"N00001169",119,33,84,2,0,0
"N00001170",128,31,97,0,0,0
"N00001171",179,62,115,1,0,1
"N00001172",109,33,76,0,0,0
"N00001173",109,19,89,0,1,0
"N00001174",117,14,101,0,1,1
"N00001175",113,19,92,1,0,1
"N00001176",111,26,83,1,0,1
"N00001177",116,37,76,1,2,0
"N00001178",146,36,108,1,1,0
"N00001179",112,18,93,0,1,0
"N00001180",97,62,34,0,0,1
"N00001181",112,47,64,1,0,0
"N00001182",112,15,94,1,2,0
"N00001183",202,66,128,1,3,4
"N00001184",112,30,81,0,1,0
"N00001185",130,40,88,1,1,0
"N00001186",110,26,83,1,0,0
"N00001187",122,35,83,0,3,1
"N00001188",356,173,173,1,7,2
"N00001189",116,32,83,1,0,0
"N00001190",140,55,81,1,3,0
"N00001191",120,49,71,0,0,0
"N00001192",118,37,79,2,0,0
"N00001193",117,52,63,2,0,0
"N00001194",116,35,80,1,0,0
"N00001195",95,47,48,0,0,0
"N00001196",146,39,104,2,1,0
"N00001197",129,50,75,1,3,0
"N00001198",140,31,105,0,3,1
"N00001199",101,42,57,0,2,0
"N00001200",139,47,91,1,0,0
"N00001201",112,25,87,0,0,0
"N00001202",116,32,81,1,2,0
"N00001203",120,40,79,1,0,0
"N00001204",393,118,271,2,0,2
"N00001205",239,90,148,1,0,0
"N00001206",102,45,55,1,0,1
"N00001207",125,17,108,0,0,0
"N00001208",121,29,92,0,0,0
"N00001209",114,41,73,0,0,0
"N00001210",126,35,90,0,1,0
"N00001211",128,57,70,1,0,0
"N00001212",127,39,87,1,0,0
"N00001213",130,40,89,0,0,1
"N00001214",116,35,81,0,0,0
"N00001215",104,28,76,0,0,0
"N00001216",133,22,109,1,1,0
"N00001217",160,61,96,0,2,1
"N00001218",104,18,85,0,0,1
"N00001219",136,44,90,0,1,1
"N00001220",110,40,69,1,0,0
"N00001221",124,47,75,0,1,1
"N00001222",88,25,62,0,0,1
"N00001223",126,38,87,0,0,1
"N00001224",124,42,80,0,2,0
"N00001225",127,54,73,0,0,0
"N00001226",116,40,73,0,2,1
"N00001227",110,32,78,0,0,0
"N00001228",89,38,50,0,0,1
"N00001229",119,52,66,0,1,0
"N00001230",121,32,87,2,0,0
"N00001231",130,31,97,2,0,0
"N00001232",99,7,92,0,0,0
"N00001233",122,6,113,0,1,2
"N00001234",136,41,93,0,1,1
"N00001235",353,99,251,0,3,0
"N00001236",131,26,104,0,1,0
"N00001237",123,44,78,0,1,0
"N00001238",110,28,80,2,0,0
"N00001239",117,27,90,0,0,0
"N00001240",500,186,309,4,0,1
"N00001241",133,33,98,2,0,0
"N00001242",122,28,94,0,0,0
"N00001243",123,43,80,0,0,0
"N00001244",133,53,80,0,0,0
"N00001245",135,34,100,0,1,0
"N00001246",261,81,176,0,4,0
"N00001247",115,44,69,0,2,0
"N00001248",146,20,125,0,0,1
"N00001249",152,31,117,2,2,0
"N00001250",165,27,135,2,1,0
"N00001251",122,29,91,0,1,1
"N00001252",131,37,88,2,3,1
"N00001253",115,46,67,2,0,0
"N00001254",113,23,89,0,1,0
"N00001255",123,34,86,1,1,1
"N00001256",108,26,81,1,0,0
"N00001257",110,36,73,0,0,1
"N00001258",118,45,72,0,0,1
"N00001259",129,45,83,1,0,0
"N00001260",136,29,102,4,1,0
"N00001261",116,43,72,0,1,0
"N00001262",165,40,123,1,1,0
"N00001263",138,50,87,1,0,0
"N00001264",88,35,52,0,1,0
"N00001265",461,191,259,2,2,7
"N00001266",90,38,52,0,0,0
"N00001267",152,57,93,1,1,0
"N00001268",154,67,87,0,0,0
"N00001269",271,128,134,3,1,5
"N00001270",154,71,81,1,0,1
"N00001271",696,259,418,12,6,1
"N00001272",118,60,52,1,3,2
"N00001273",108,45,62,0,1,0
"N00001274",122,53,68,0,0,1
"N00001275",107,44,63,0,0,0
"N00001276",91,26,64,1,0,0
"N00001277",108,24,79,2,3,0
"N00001278",120,32,86,0,2,0
"N00001279",98,54,40,2,0,2
"N00001280",117,58,59,0,0,0
"N00001281",132,39,92,1,0,0
"N00001282",148,60,85,1,2,0
"N00001283",129,33,94,0,2,0
"N00001284",147,42,101,0,3,1
"N00001285",139,27,109,2,1,0
"N00001286",141,41,100,0,0,0
"N00001287",124,29,94,1,0,0
"N00001288",117,25,91,1,0,0
"N00001289",120,28,91,0,1,0
"N00001290",123,17,105,0,1,0
"N00001291",118,20,97,1,0,0
"N00001292",300,57,236,3,3,1
"N00001293",128,23,105,0,0,0
"N00001294",128,26,102,0,0,0
"N00001295",119,26,92,0,0,1
"N00001296",122,37,84,0,1,0
"N00001297",130,22,105,2,1,0
"N00001298",162,40,117,4,1,0
"N00001299",135,43,91,1,0,0
"N00001300",119,37,82,0,0,0
"N00001301",132,17,114,1,0,0
"N00001302",257,43,211,1,2,0
"N00001303",133,36,95,0,1,1
"N00001304",125,24,101,0,0,0
"N00001305",119,24,94,0,0,1
"N00001306",106,51,53,1,1,0
"N00001307",130,41,89,0,0,0
"N00001308",210,66,140,1,3,0
"N00001309",153,52,95,3,2,1
"N00001310",335,55,279,0,1,0
"N00001311",120,31,88,0,1,0
"N00001312",244,66,173,2,2,1
"N00001313",195,76,115,2,2,0
"N00001314",142,32,107,0,1,2
"N00001315",114,38,74,0,1,1
"N00001316",194,106,87,1,0,0
"N00001317",115,36,79,0,0,0
"N00001318",133,50,79,1,1,2
"N00001319",118,43,75,0,0,0
"N00001320",101,25,75,1,0,0
"N00001321",108,29,77,1,1,0
"N00001322",133,46,85,1,1,0
"N00001323",121,44,75,0,0,2
"N00001324",113,43,69,0,0,1
"N00001325",491,124,356,2,5,4
"N00001326",125,16,103,1,4,1
"N00001327",121,27,92,0,1,1
"N00001328",378,106,255,5,9,3
"N00001329",116,36,76,0,3,1
"N00001330",124,30,91,2,1,0
"N00001331",116,41,74,0,1,0
"N00001332",103,44,55,0,3,1
"N00001333",131,36,88,2,2,3
"N00001334",140,58,77,2,1,2
"N00001335",121,66,51,0,2,2
"N00001336",108,20,85,2,1,0
"N00001337",121,37,80,0,3,1
"N00001338",125,35,85,2,2,1
"N00001339",147,48,96,1,1,1
"N00001340",378,169,203,2,4,0
"N00001341",110,13,96,0,0,1
"N00001342",126,16,110,0,0,0
"N00001343",104,21,81,1,1,0
"N00001344",117,25,90,1,0,1
"N00001345",96,15,80,0,1,0
"N00001346",341,104,230,3,4,0
"N00001347",208,58,145,0,2,3
"N00001348",128,40,84,1,3,0
"N00001349",119,51,66,1,1,0
"N00001350",413,170,240,2,1,0
"N00001351",173,64,108,0,0,1
"N00001352",137,41,93,0,1,2
"N00001353",144,56,86,0,0,2
"N00001354",397,204,188,4,1,0
"N00001355",124,42,79,1,2,0
"N00001356",112,30,79,1,2,0
"N00001357",98,61,37,0,0,0
"N00001358",163,72,90,0,1,0
"N00001359",120,34,84,1,1,0
"N00001360",116,35,76,3,1,1
"N00001361",113,32,81,0,0,0
"N00001362",134,56,78,0,0,0
"N00001363",119,43,75,0,1,0
"N00001364",251,88,157,1,4,1
"N00001365",174,62,111,0,0,1
"N00001366",119,50,68,0,1,0
"N00001367",164,64,99,0,1,0
"N00001368",126,33,92,0,1,0
"N00001369",165,48,113,0,4,0
"N00001370",187,86,100,0,1,0
"N00001371",111,20,90,0,1,0
"N00001372",247,80,163,2,2,0
"N00001373",114,29,84,1,0,0
"N00001374",112,24,86,1,1,0
"N00001375",165,74,88,0,2,1
"N00001376",96,42,52,0,1,1
"N00001377",115,33,82,0,0,0
"N00001378",106,25,79,1,1,0
"N00001379",110,39,71,0,0,0
"N00001380",133,35,98,0,0,0
"N00001381",182,64,113,1,2,2
"N00001382",115,21,92,0,0,2
"N00001383",100,21,79,0,0,0
"N00001384",117,28,88,0,0,1
"N00001385",132,23,107,1,1,0
"N00001386",262,112,144,2,2,2
"N00001387",130,49,75,0,4,2
"N00001388",115,48,66,1,0,0
"N00001389",98,40,55,1,1,1
"N00001390",107,22,85,0,0,0
"N00001391",107,24,80,2,1,0
"N00001392",132,49,79,1,2,1
"N00001393",142,60,80,0,1,1
"N00001394",122,36,83,1,2,0
"N00001395",123,42,77,0,4,0
"N00001396",320,131,179,2,3,5
"N00001397",119,72,43,2,2,0
"N00001398",131,54,77,0,0,0
"N00001399",363,112,249,0,1,1
"N00001400",137,42,95,0,0,0
"N00001401",442,195,234,1,7,5
"N00001402",292,105,184,0,2,1
"N00001403",135,28,106,0,0,1
"N00001404",295,145,148,2,0,0
"N00001405",114,47,66,0,0,1
"N00001406",112,49,61,0,2,0
"N00001407",121,45,73,2,0,1
"N00001408",211,80,126,1,3,1
"N00001409",111,27,80,1,1,2
"N00001410",125,44,79,1,1,0
"N00001411",123,37,82,1,2,1
"N00001412",102,72,29,0,0,1
"N00001413",120,42,77,1,0,0
"N00001414",112,29,82,1,0,0
"N00001415",115,40,72,1,1,1
"N00001416",472,192,266,0,8,6
"N00001417",148,84,62,1,1,0
"N00001418",321,142,171,1,2,5
"N00001419",116,50,66,0,0,0
"N00001420",132,65,62,0,4,1
"N00001421",708,325,343,4,19,17
"N00001422",115,69,45,0,0,1
"N00001423",209,108,98,1,0,2
"N00001424",114,49,60,1,3,1
"N00001425",124,47,74,1,1,1
"N00001426",118,58,58,0,0,2
"N00001427",123,56,67,0,0,0
"N00001428",128,53,74,1,0,0
"N00001429",544,260,257,5,8,14
"N00001430",129,69,59,0,1,0
"N00001431",136,46,90,0,0,0
"N00001432",138,51,87,0,0,0
"N00001433",136,64,70,0,2,0
"N00001434",134,53,81,0,0,0
"N00001435",128,62,66,0,0,0
"N00001436",130,41,88,0,0,1
"N00001437",96,46,50,0,0,0
"N00001438",139,68,68,1,1,1
"N00001439",163,94,63,3,1,2
"N00001440",141,70,70,1,0,0
"N00001441",135,63,61,4,1,6
"N00001442",115,36,77,1,0,1
"N00001443",115,75,39,1,0,0
"N00001444",155,87,68,0,0,0
"N00001445",152,41,110,0,1,0
"N00001446",132,35,97,0,0,0
"N00001447",124,28,94,0,2,0
"N00001448",133,23,110,0,0,0
"N00001449",130,33,95,1,1,0
"N00001450",118,33,83,0,2,0
"N00001451",114,52,61,0,1,0
"N00001452",124,31,93,0,0,0
"N00001453",134,23,110,1,0,0
"N00001454",117,15,101,0,1,0
"N00001455",107,34,73,0,0,0
"N00001456",141,48,93,0,0,0
"N00001457",125,38,87,0,0,0
"N00001458",130,49,78,0,3,0
"N00001459",129,36,92,0,1,0
"N00001460",263,86,171,2,3,1
"N00001461",127,40,85,1,0,1
"N00001462",137,33,99,1,1,3
"N00001463",138,31,104,0,2,1
"N00001464",128,24,94,3,6,1
"N00001465",159,35,123,0,1,0
"N00001466",105,40,55,0,5,5
"N00001467",104,32,69,2,1,0
"N00001468",111,32,73,0,1,5
"N00001469",114,46,64,0,0,4
"N00001470",134,43,88,0,1,2
"N00001471",143,26,111,0,3,3
"N00001472",238,50,182,0,5,1
"N00001473",209,75,123,2,7,2
"N00001474",113,20,91,0,1,1
"N00001475",141,48,87,1,5,0
"N00001476",128,49,71,4,2,2
"N00001477",113,31,74,2,4,2
"N00001478",132,49,79,1,0,3
"N00001479",132,37,94,1,0,0
"N00001480",240,135,103,0,1,1
"N00001481",105,33,68,2,2,0
"N00001482",139,44,91,0,1,3
"N00001483",124,49,73,2,0,0
"N00001484",112,51,61,0,0,0
"N00001485",130,59,65,4,2,0
"N00001486",127,30,94,1,1,1
"N00001487",138,44,94,0,0,0
"N00001488",117,31,85,0,1,0
"N00001489",121,21,98,0,0,2
"N00001490",101,39,60,0,2,0
"N00001491",140,77,62,0,1,0
"N00001492",115,41,72,1,1,0
"N00001493",121,45,74,1,1,0
"N00001494",96,40,55,0,1,0
"N00001495",134,49,84,1,0,0
"N00001496",150,70,73,2,4,1
"N00001497",106,31,72,1,2,0
"N00001498",198,59,136,1,2,0
"N00001499",144,52,87,2,2,1
"N00001500",147,101,41,0,2,3
"N00001501",274,136,135,2,1,0
"N00001502",196,75,118,0,2,1
"N00001503",113,53,57,1,2,0
"N00001504",106,31,75,0,0,0
"N00001505",212,77,129,1,2,3
"N00001506",128,63,65,0,0,0
"N00001507",115,48,65,0,2,0
"N00001508",207,71,130,4,2,0
"N00001509",201,90,104,3,3,1
"N00001510",122,59,60,1,2,0
"N00001511",281,120,158,1,1,1
"N00001512",137,55,76,0,2,4
"N00001513",124,61,60,1,1,1
"N00001514",109,35,72,1,1,0
"N00001515",131,32,98,0,0,1
"N00001516",127,39,86,0,1,1
"N00001517",153,33,117,0,2,1
"N00001518",174,37,130,4,3,0
"N00001519",134,45,85,1,1,2
"N00001520",114,46,65,1,1,1
"N00001521",106,30,74,1,1,0
"N00001522",115,36,79,0,0,0
"N00001523",106,51,54,0,1,0
"N00001524",111,36,71,2,2,0
"N00001525",100,28,67,1,3,1
"N00001526",112,50,62,0,0,0
"N00001527",115,48,61,2,3,1
"N00001528",123,59,62,1,1,0
"N00001529",134,58,72,0,3,1
"N00001530",165,49,112,2,2,0
"N00001531",112,22,88,2,0,0
"N00001532",148,24,123,0,1,0
"N00001533",271,90,178,1,2,0
"N00001534",132,40,91,1,0,0
"N00001535",148,29,118,0,1,0
"N00001536",126,36,89,0,1,0
"N00001537",128,21,106,1,0,0
"N00001538",128,21,107,0,0,0
"N00001539",116,20,95,0,0,1
"N00001540",136,28,107,0,1,0
"N00001541",118,52,65,0,1,0
"N00001542",121,28,91,1,1,0
"N00001543",133,29,103,0,0,1
