"Geography_Code","NM_1543_1_0","NM_1543_1_1","NM_1543_1_2","NM_1543_1_3","NM_1543_1_4","NM_1543_1_5"
"N00000067",134,36,96,1,1,0
"N00000068",124,15,109,0,0,0
"N00000069",145,50,95,0,0,0
"N00000070",104,25,78,1,0,0
"N00000071",136,62,73,0,1,0
"N00000072",634,121,505,1,5,2
"N00000073",249,122,123,2,1,1
"N00000074",386,79,304,0,3,0
"N00000075",111,25,84,0,2,0
"N00000076",114,13,101,0,0,0
"N00000077",98,15,80,1,2,0
"N00000078",161,25,130,1,5,0
"N00000079",192,39,151,2,0,0
"N00000080",146,22,123,0,0,1
"N00000081",140,46,93,0,1,0
"N00000082",132,32,100,0,0,0
"N00000083",208,22,184,1,1,0
"N00000084",153,19,133,0,1,0
"N00000085",180,73,105,1,1,0
"N00000086",142,30,109,2,1,0
"N00000087",303,48,253,0,2,0
"N00000088",136,81,53,1,1,0
"N00000089",164,29,133,1,1,0
"N00000090",138,29,107,1,1,0
"N00000091",176,36,139,1,0,0
"N00000092",168,25,142,0,1,0
"N00000093",140,35,105,0,0,0
"N00000094",161,18,143,0,0,0
"N00000095",152,30,122,0,0,0
"N00000096",158,22,136,0,0,0
"N00000097",296,43,251,0,1,1
"N00000098",446,81,357,1,7,0
"N00000099",107,28,78,1,0,0
"N00000100",164,71,92,0,1,0
"N00000101",122,44,74,3,1,0
"N00000102",125,36,87,0,2,0
"N00000103",205,51,151,2,1,0
"N00000104",130,41,86,0,2,1
"N00000105",148,61,85,1,0,1
"N00000106",103,55,46,1,1,0
"N00000107",120,41,79,0,0,0
"N00000108",110,37,73,0,0,0
"N00000109",229,77,150,0,2,0
"N00000110",122,47,74,1,0,0
"N00000111",136,32,103,0,0,1
"N00000112",143,31,108,2,0,2
"N00000113",122,31,91,0,0,0
"N00000114",121,20,100,0,1,0
"N00000115",128,38,89,0,1,0
"N00000116",119,39,79,1,0,0
"N00000117",86,46,40,0,0,0
"N00000118",143,47,95,0,0,1
"N00000119",125,29,95,1,0,0
"N00000120",127,29,98,0,0,0
"N00000121",124,31,91,0,2,0
"N00000122",199,53,142,2,1,1
"N00000123",143,33,106,1,3,0
"N00000124",143,35,108,0,0,0
"N00000125",148,29,118,0,0,1
"N00000126",134,20,114,0,0,0
"N00000127",130,29,99,0,2,0
"N00000128",282,40,242,0,0,0
"N00000129",138,39,98,1,0,0
"N00000130",152,11,136,0,5,0
"N00000131",136,22,114,0,0,0
"N00000132",121,24,95,0,2,0
"N00000133",139,48,90,0,1,0
"N00000134",177,51,125,0,1,0
"N00000135",119,31,87,0,0,1
"N00000136",188,31,153,1,1,2
"N00000137",120,30,89,0,1,0
"N00000138",155,22,132,1,0,0
"N00000139",133,39,93,1,0,0
"N00000140",158,53,105,0,0,0
"N00000141",220,97,122,0,1,0
"N00000142",96,27,69,0,0,0
"N00000143",123,69,54,0,0,0
"N00000144",110,41,69,0,0,0
"N00000145",75,48,27,0,0,0
"N00000146",105,23,82,0,0,0
"N00000147",106,41,65,0,0,0
"N00000148",279,77,200,0,2,0
"N00000149",187,58,127,0,2,0
"N00000150",149,38,111,0,0,0
"N00000151",131,42,88,0,0,1
"N00000152",131,48,83,0,0,0
"N00000153",111,37,73,1,0,0
"N00000154",108,34,73,0,0,1
"N00000155",128,27,100,0,1,0
"N00000156",127,27,99,0,1,0
"N00000157",139,28,111,0,0,0
"N00000158",286,61,223,0,2,0
"N00000159",116,45,70,0,0,1
"N00000160",124,38,84,1,1,0
"N00000161",128,11,116,0,1,0
"N00000162",115,37,76,0,1,1
"N00000163",155,61,94,0,0,0
"N00000164",118,22,96,0,0,0
"N00000165",135,37,97,0,1,0
"N00000166",122,30,91,0,0,1
"N00000167",149,33,114,0,2,0
"N00000168",145,35,110,0,0,0
"N00000169",279,62,213,1,3,0
"N00000170",139,22,115,1,1,0
"N00000171",146,23,121,1,1,0
"N00000172",307,67,234,4,2,0
"N00000173",144,33,111,0,0,0
"N00000174",163,47,113,3,0,0
"N00000175",140,28,110,1,1,0
"N00000176",205,57,141,3,2,2
"N00000177",167,69,95,2,0,1
"N00000178",355,165,186,1,1,2
"N00000179",492,257,233,0,2,0
"N00000180",131,46,85,0,0,0
"N00000181",168,86,79,1,1,1
"N00000182",105,29,76,0,0,0
"N00000183",146,65,79,1,1,0
"N00000184",184,99,83,0,1,1
"N00000185",121,63,58,0,0,0
"N00000186",137,41,95,1,0,0
"N00000187",126,46,80,0,0,0
"N00000188",128,27,99,0,2,0
"N00000189",125,19,106,0,0,0
"N00000190",119,15,103,0,1,0
"N00000191",124,27,96,0,1,0
"N00000192",120,25,94,0,1,0
"N00000193",111,33,77,0,1,0
"N00000194",119,40,79,0,0,0
"N00000195",123,55,68,0,0,0
"N00000196",116,46,69,0,1,0
"N00000197",115,13,99,1,2,0
"N00000198",110,25,84,1,0,0
"N00000199",130,20,109,0,1,0
"N00000200",124,22,97,0,3,2
"N00000201",143,52,91,0,0,0
"N00000202",132,27,105,0,0,0
"N00000203",134,26,107,1,0,0
"N00000204",152,36,112,1,3,0
"N00000205",118,27,91,0,0,0
"N00000206",212,99,111,1,0,1
"N00000207",119,38,80,0,1,0
"N00000208",121,19,100,1,1,0
"N00000209",122,16,105,0,1,0
"N00000210",219,120,98,0,1,0
"N00000211",269,118,145,3,2,1
"N00000212",85,46,38,0,0,1
"N00000213",150,69,81,0,0,0
"N00000214",151,48,100,0,2,1
"N00000215",151,27,123,0,1,0
"N00000216",161,30,130,0,1,0
"N00000217",175,28,147,0,0,0
"N00000218",148,29,117,1,1,0
"N00000219",123,52,70,0,1,0
"N00000220",125,50,75,0,0,0
"N00000221",115,35,80,0,0,0
"N00000222",130,37,93,0,0,0
"N00000223",128,32,96,0,0,0
"N00000224",118,46,72,0,0,0
"N00000225",90,50,40,0,0,0
"N00000226",111,28,83,0,0,0
"N00000227",121,72,48,0,1,0
"N00000228",127,27,100,0,0,0
"N00000229",150,48,100,1,1,0
"N00000230",116,25,90,1,0,0
"N00000231",122,33,87,1,0,1
"N00000232",136,44,90,0,2,0
"N00000233",128,53,74,1,0,0
"N00000234",124,45,78,1,0,0
"N00000235",128,24,104,0,0,0
"N00000236",108,28,77,1,2,0
"N00000237",147,22,124,1,0,0
"N00000238",121,17,103,0,1,0
"N00000239",118,36,80,1,1,0
"N00000240",132,29,102,1,0,0
"N00000241",138,15,123,0,0,0
"N00000242",120,8,111,1,0,0
"N00000243",110,25,85,0,0,0
"N00000244",118,34,83,0,1,0
"N00000245",126,23,102,0,1,0
"N00000246",127,41,85,1,0,0
"N00000247",122,19,101,0,2,0
"N00000248",124,17,106,0,1,0
"N00000249",131,16,115,0,0,0
"N00000250",166,35,128,1,2,0
"N00000251",155,25,130,0,0,0
"N00000252",132,32,96,1,3,0
"N00000253",175,30,145,0,0,0
"N00000254",117,21,94,1,0,1
"N00000255",127,14,111,1,1,0
"N00000256",308,73,230,0,4,1
"N00000257",173,61,111,0,1,0
"N00000258",140,28,110,1,1,0
"N00000259",161,25,133,0,2,1
"N00000260",210,50,158,0,2,0
"N00000261",179,23,156,0,0,0
"N00000262",156,36,119,0,1,0
"N00000263",110,39,70,1,0,0
"N00000264",196,42,153,0,1,0
"N00000265",149,54,95,0,0,0
"N00000266",126,32,94,0,0,0
"N00000267",152,19,133,0,0,0
"N00000268",142,26,116,0,0,0
"N00000269",135,31,103,1,0,0
"N00000270",133,22,110,0,0,1
"N00000271",142,28,114,0,0,0
"N00000272",133,43,89,0,0,1
"N00000273",163,26,136,0,1,0
"N00000274",176,30,144,0,1,1
"N00000275",126,40,85,0,1,0
"N00000276",126,31,94,1,0,0
"N00000277",117,20,96,0,1,0
"N00000278",121,32,88,0,1,0
"N00000279",83,23,59,1,0,0
"N00000280",154,42,112,0,0,0
"N00000281",117,17,99,1,0,0
"N00000282",132,22,109,0,1,0
"N00000283",142,33,108,0,1,0
"N00000284",157,47,108,1,1,0
"N00000285",124,28,96,0,0,0
"N00000286",126,47,79,0,0,0
"N00000287",137,52,85,0,0,0
"N00000288",138,29,108,0,1,0
"N00000289",197,41,155,1,0,0
"N00000290",128,47,80,0,1,0
"N00000291",204,46,157,0,1,0
"N00000292",262,41,220,0,1,0
"N00000293",162,16,144,1,1,0
"N00000294",140,23,114,0,2,1
"N00000295",144,30,114,0,0,0
"N00000296",114,25,89,0,0,0
"N00000297",128,25,102,1,0,0
"N00000298",119,17,100,0,2,0
"N00000299",147,47,96,3,1,0
"N00000300",133,47,83,2,1,0
"N00000301",124,20,102,0,2,0
"N00000302",127,13,114,0,0,0
"N00000303",110,13,96,0,0,1
"N00000304",117,15,101,1,0,0
"N00000305",121,4,117,0,0,0
"N00000306",128,23,104,0,1,0
"N00000307",122,17,105,0,0,0
"N00000308",110,21,88,0,1,0
"N00000309",124,14,109,1,0,0
"N00000310",149,33,115,1,0,0
"N00000311",160,69,89,1,1,0
"N00000312",175,35,139,1,0,0
"N00000313",193,33,159,0,1,0
"N00000314",137,35,101,0,0,1
"N00000315",133,45,86,0,2,0
"N00000316",130,25,105,0,0,0
"N00000317",213,94,117,0,2,0
"N00000318",129,28,99,1,1,0
"N00000319",310,71,239,0,0,0
"N00000320",128,33,95,0,0,0
"N00000321",211,61,149,1,0,0
"N00000322",154,38,113,1,2,0
"N00000323",163,30,133,0,0,0
"N00000324",151,29,121,0,1,0
"N00000325",198,49,148,0,1,0
"N00000326",377,101,274,0,2,0
"N00000327",130,33,96,0,1,0
"N00000328",126,48,77,1,0,0
"N00000329",137,26,110,1,0,0
"N00000330",203,36,164,0,3,0
"N00000331",233,61,170,2,0,0
"N00000332",124,49,74,0,1,0
"N00000333",125,40,85,0,0,0
"N00000334",116,27,88,1,0,0
"N00000335",136,33,99,0,3,1
"N00000336",131,22,106,1,2,0
"N00000337",120,29,88,1,2,0
"N00000338",129,35,93,1,0,0
"N00000339",122,31,90,1,0,0
"N00000340",138,21,116,0,0,1
"N00000341",130,23,105,0,1,1
"N00000342",133,24,109,0,0,0
"N00000343",122,18,102,1,1,0
"N00000344",128,36,92,0,0,0
"N00000345",163,36,127,0,0,0
"N00000346",209,30,179,0,0,0
"N00000347",130,60,69,0,1,0
"N00000348",125,22,103,0,0,0
"N00000349",149,50,96,1,0,2
"N00000350",169,26,141,2,0,0
"N00000351",137,28,108,1,0,0
"N00000352",142,25,116,1,0,0
"N00000353",140,32,106,0,2,0
"N00000354",133,23,109,1,0,0
"N00000355",154,37,116,0,1,0
"N00000356",146,33,111,1,1,0
"N00000357",452,116,332,2,1,1
"N00000358",140,31,108,1,0,0
"N00000359",389,187,197,1,4,0
"N00000360",130,24,106,0,0,0
"N00000361",148,45,102,0,1,0
"N00000362",126,35,89,0,1,1
"N00000363",150,26,124,0,0,0
"N00000364",150,25,125,0,0,0
"N00000365",86,22,63,0,1,0
"N00000366",187,43,142,1,1,0
"N00000367",143,50,93,0,0,0
"N00000368",170,36,133,1,0,0
"N00000369",141,31,110,0,0,0
"N00000370",172,38,134,0,0,0
"N00000371",141,29,111,1,0,0
"N00000372",135,32,103,0,0,0
"N00000373",178,49,127,2,0,0
"N00000374",132,29,101,1,1,0
"N00000375",134,40,93,1,0,0
"N00000376",116,39,77,0,0,0
"N00000377",119,40,78,0,1,0
"N00000378",118,41,75,0,2,0
"N00000379",164,31,130,2,1,0
"N00000380",168,34,133,0,1,0
"N00000381",333,73,259,0,0,1
"N00000382",183,43,140,0,0,0
"N00000383",144,26,118,0,0,0
"N00000384",145,31,113,0,1,0
"N00000385",135,20,113,1,1,0
"N00000386",125,39,84,2,0,0
"N00000387",106,44,59,3,0,0
"N00000388",603,166,434,0,2,1
"N00000389",156,37,119,0,0,0
"N00000390",321,56,264,0,1,0
"N00000391",173,22,150,0,1,0
"N00000392",518,118,395,0,4,1
"N00000393",178,39,137,0,2,0
"N00000394",141,21,119,0,1,0
"N00000395",142,30,111,0,1,0
"N00000396",134,22,110,0,2,0
"N00000397",189,40,146,0,3,0
"N00000398",165,31,131,3,0,0
"N00000399",130,42,87,0,1,0
"N00000400",112,41,71,0,0,0
"N00000401",117,38,79,0,0,0
"N00000402",123,52,71,0,0,0
"N00000403",208,72,135,1,0,0
"N00000404",121,43,78,0,0,0
"N00000405",105,44,61,0,0,0
"N00000406",121,15,106,0,0,0
"N00000407",344,69,273,2,0,0
"N00000408",146,26,118,1,1,0
"N00000409",143,40,103,0,0,0
"N00000410",136,25,111,0,0,0
"N00000411",128,38,89,0,1,0
"N00000412",138,25,113,0,0,0
"N00000413",131,20,110,0,1,0
"N00000414",125,25,100,0,0,0
"N00000415",162,41,120,0,0,1
"N00000416",133,19,113,1,0,0
"N00000417",187,32,153,0,2,0
"N00000418",313,61,249,1,2,0
"N00000419",139,36,102,1,0,0
"N00000420",138,41,97,0,0,0
"N00000421",185,29,155,1,0,0
"N00000422",170,50,120,0,0,0
"N00000423",152,22,128,2,0,0
"N00000424",180,32,147,1,0,0
"N00000425",121,23,98,0,0,0
"N00000426",123,36,85,0,2,0
"N00000427",133,37,95,1,0,0
"N00000428",146,35,111,0,0,0
"N00000429",152,28,123,0,0,1
"N00000430",154,17,137,0,0,0
"N00000431",137,40,96,0,1,0
"N00000432",118,40,78,0,0,0
"N00000433",141,69,72,0,0,0
"N00000434",179,53,125,1,0,0
"N00000435",173,52,119,1,1,0
"N00000436",174,31,143,0,0,0
"N00000437",195,27,166,1,1,0
"N00000438",153,29,123,0,1,0
"N00000439",134,23,111,0,0,0
"N00000440",127,20,106,1,0,0
"N00000441",121,36,84,0,1,0
"N00000442",167,43,124,0,0,0
"N00000443",164,27,136,0,0,1
"N00000444",257,104,150,0,2,1
"N00000445",141,19,119,2,1,0
"N00000446",130,33,96,0,1,0
"N00000447",117,35,80,0,1,1
"N00000448",128,66,60,1,0,1
"N00000449",146,31,114,0,1,0
"N00000450",178,44,134,0,0,0
"N00000451",189,46,142,0,1,0
"N00000452",157,38,117,0,2,0
"N00000453",149,59,90,0,0,0
"N00000454",162,24,137,0,1,0
"N00000455",111,37,73,0,1,0
"N00000456",118,27,91,0,0,0
"N00000457",126,23,102,0,1,0
"N00000458",129,25,102,1,1,0
"N00000459",247,56,191,0,0,0
"N00000460",138,35,101,1,1,0
"N00000461",157,40,117,0,0,0
"N00000462",101,32,68,0,1,0
"N00000463",343,112,228,0,1,2
"N00000464",156,38,117,0,1,0
"N00000465",129,38,90,1,0,0
"N00000466",138,25,111,1,1,0
"N00000467",131,46,85,0,0,0
"N00000468",116,27,89,0,0,0
"N00000469",154,21,133,0,0,0
"N00000470",122,47,75,0,0,0
"N00000471",126,36,85,1,4,0
"N00000472",133,77,55,0,1,0
"N00000473",108,52,56,0,0,0
"N00000474",118,56,62,0,0,0
"N00000475",116,55,61,0,0,0
"N00000476",119,47,72,0,0,0
"N00000477",283,57,223,2,0,1
"N00000478",129,50,75,0,4,0
"N00000479",117,20,95,2,0,0
"N00000480",132,18,113,1,0,0
"N00000481",175,51,124,0,0,0
"N00000482",121,64,56,1,0,0
"N00000483",115,22,93,0,0,0
"N00000484",139,32,105,2,0,0
"N00000485",108,37,70,0,1,0
"N00000486",116,12,101,0,2,1
"N00000487",113,29,84,0,0,0
"N00000488",134,15,117,0,2,0
"N00000489",107,21,86,0,0,0
"N00000490",194,36,157,0,0,1
"N00000491",166,23,143,0,0,0
"N00000492",177,54,120,0,1,2
"N00000493",140,39,100,0,1,0
"N00000494",347,91,251,0,4,1
"N00000495",136,27,108,0,0,1
"N00000496",310,58,246,3,1,2
"N00000497",328,60,263,0,2,3
"N00000498",128,30,97,0,1,0
"N00000499",129,29,99,0,1,0
"N00000500",249,109,140,0,0,0
"N00000501",151,62,87,1,1,0
"N00000502",89,33,56,0,0,0
"N00000503",133,27,105,1,0,0
"N00000504",108,43,65,0,0,0
"N00000505",94,31,62,0,1,0
"N00000506",113,24,89,0,0,0
"N00000507",114,39,75,0,0,0
"N00000508",129,30,98,0,1,0
"N00000509",127,24,103,0,0,0
"N00000510",108,26,82,0,0,0
"N00000511",157,26,131,0,0,0
"N00000512",174,40,134,0,0,0
"N00000513",131,32,98,0,1,0
"N00000514",141,24,116,1,0,0
"N00000515",124,24,100,0,0,0
"N00000516",92,21,70,0,1,0
"N00000517",125,20,104,0,1,0
"N00000518",119,23,94,1,1,0
"N00000519",118,32,86,0,0,0
"N00000520",269,75,190,2,2,0
"N00000521",183,56,125,1,1,0
"N00000522",181,44,136,1,0,0
"N00000523",154,42,111,0,1,0
"N00000524",177,29,147,0,1,0
"N00000525",211,96,114,1,0,0
"N00000526",117,43,72,0,0,2
"N00000527",133,34,98,1,0,0
"N00000528",111,51,57,0,2,1
"N00000529",135,74,61,0,0,0
"N00000530",130,44,86,0,0,0
"N00000531",151,74,76,0,0,1
"N00000532",105,48,56,1,0,0
"N00000533",159,117,42,0,0,0
"N00000534",169,28,141,0,0,0
"N00000535",183,30,152,1,0,0
"N00000536",148,27,121,0,0,0
"N00000537",142,25,117,0,0,0
"N00000538",148,31,116,0,0,1
"N00000539",139,23,116,0,0,0
"N00000540",123,27,96,0,0,0
"N00000541",158,37,121,0,0,0
"N00000542",130,55,75,0,0,0
"N00000543",138,30,108,0,0,0
"N00000544",128,51,77,0,0,0
"N00000545",126,38,88,0,0,0
"N00000546",120,33,87,0,0,0
"N00000547",143,55,87,1,0,0
"N00000548",114,35,79,0,0,0
"N00000549",115,64,49,1,1,0
"N00000550",180,58,122,0,0,0
"N00000551",100,31,68,0,1,0
"N00000552",101,26,75,0,0,0
"N00000553",131,30,99,2,0,0
"N00000554",103,34,67,2,0,0
"N00000555",110,33,75,2,0,0
"N00000556",115,25,88,2,0,0
"N00000557",167,22,145,0,0,0
"N00000558",148,31,117,0,0,0
"N00000559",124,19,105,0,0,0
"N00000560",146,25,120,0,0,1
"N00000561",162,25,135,2,0,0
"N00000562",143,41,102,0,0,0
"N00000563",356,105,247,2,1,1
"N00000564",138,50,84,0,3,1
"N00000565",124,75,48,0,0,1
"N00000566",123,42,79,1,0,1
"N00000567",200,45,152,1,2,0
"N00000568",130,20,110,0,0,0
"N00000569",167,60,103,1,2,1
"N00000570",129,29,98,1,0,1
"N00000571",120,28,91,0,0,1
"N00000572",200,31,167,2,0,0
"N00000573",138,24,110,2,2,0
"N00000574",149,22,125,0,1,1
"N00000575",160,27,133,0,0,0
"N00000576",131,40,91,0,0,0
"N00000577",154,40,113,0,1,0
"N00000578",243,44,196,2,0,1
"N00000579",149,29,119,1,0,0
"N00000580",177,36,141,0,0,0
"N00000581",160,23,137,0,0,0
"N00000582",142,25,116,1,0,0
"N00000583",118,30,86,0,1,1
"N00000584",157,28,126,0,3,0
"N00000585",155,31,123,0,1,0
"N00000586",154,26,128,0,0,0
"N00000587",154,30,122,1,1,0
"N00000588",139,27,112,0,0,0
"N00000589",182,20,161,1,0,0
"N00000590",137,27,108,0,1,1
"N00000591",155,26,127,0,0,2
"N00000592",188,40,148,0,0,0
"N00000593",171,27,143,0,1,0
"N00000594",130,20,110,0,0,0
"N00000595",185,32,152,0,0,1
"N00000596",120,28,90,0,2,0
"N00000597",121,58,62,1,0,0
"N00000598",152,70,80,0,1,1
"N00000599",114,51,60,2,1,0
"N00000600",122,32,88,0,1,1
"N00000601",133,37,92,1,3,0
"N00000602",111,35,73,1,1,1
"N00000603",151,37,114,0,0,0
"N00000604",132,35,97,0,0,0
"N00000605",196,56,139,1,0,0
"N00000606",124,18,104,1,1,0
"N00000607",129,47,82,0,0,0
"N00000608",138,29,108,0,1,0
"N00000609",136,25,110,0,1,0
"N00000610",147,24,122,1,0,0
"N00000611",122,26,95,0,1,0
"N00000612",246,83,162,0,1,0
"N00000613",112,47,65,0,0,0
"N00000614",119,62,57,0,0,0
"N00000615",87,53,34,0,0,0
"N00000616",129,37,91,0,1,0
"N00000617",133,48,85,0,0,0
"N00000618",271,92,178,0,0,1
"N00000619",141,20,121,0,0,0
"N00000620",139,19,118,2,0,0
"N00000621",176,59,115,1,1,0
"N00000622",164,52,110,2,0,0
"N00000623",125,41,84,0,0,0
"N00000624",160,21,138,0,1,0
"N00000625",118,49,66,0,3,0
"N00000626",156,28,127,0,1,0
"N00000627",159,37,122,0,0,0
"N00000628",141,31,108,1,1,0
"N00000629",171,49,122,0,0,0
"N00000630",126,53,70,1,2,0
"N00000631",137,21,116,0,0,0
"N00000632",156,17,136,2,1,0
"N00000633",126,24,102,0,0,0
"N00000634",166,25,141,0,0,0
"N00000635",153,36,117,0,0,0
"N00000636",143,31,110,2,0,0
"N00000637",305,70,235,0,0,0
"N00000638",136,20,115,1,0,0
"N00000639",143,19,124,0,0,0
"N00000640",132,34,96,0,2,0
"N00000641",129,23,106,0,0,0
"N00000642",145,32,113,0,0,0
"N00000643",148,23,125,0,0,0
"N00000644",184,34,150,0,0,0
"N00000645",136,18,118,0,0,0
"N00000646",124,18,105,0,0,1
"N00000647",300,83,217,0,0,0
"N00000648",129,26,101,0,2,0
"N00000649",132,23,107,1,1,0
"N00000650",229,54,174,0,1,0
"N00000651",122,48,73,0,1,0
"N00000652",200,33,167,0,0,0
"N00000653",116,31,85,0,0,0
"N00000654",114,35,79,0,0,0
"N00000655",141,41,98,1,0,1
"N00000656",115,43,71,0,1,0
"N00000657",318,70,246,2,0,0
"N00000658",123,21,101,0,1,0
"N00000659",142,31,110,0,1,0
"N00000660",153,46,105,0,2,0
"N00000661",141,32,107,0,1,1
"N00000662",140,33,107,0,0,0
"N00000663",148,32,113,0,2,1
"N00000664",148,38,109,0,1,0
"N00000665",145,19,126,0,0,0
"N00000666",132,20,112,0,0,0
"N00000667",137,14,120,2,0,1
"N00000668",127,43,82,0,2,0
"N00000669",151,27,122,1,0,1
"N00000670",126,41,84,0,0,1
"N00000671",130,63,67,0,0,0
"N00000672",131,26,105,0,0,0
"N00000673",353,77,274,0,1,1
"N00000674",130,35,93,2,0,0
"N00000675",144,23,120,0,1,0
"N00000676",294,103,184,3,2,2
"N00000677",143,63,79,0,1,0
"N00000678",161,18,143,0,0,0
"N00000679",167,16,151,0,0,0
"N00000680",139,35,104,0,0,0
"N00000681",138,26,111,0,0,1
"N00000682",143,18,125,0,0,0
"N00000683",132,21,109,1,1,0
"N00000684",202,41,161,0,0,0
"N00000685",121,36,83,0,0,2
"N00000686",148,13,133,0,2,0
"N00000687",135,18,116,0,1,0
"N00000688",132,20,111,1,0,0
"N00000689",136,31,105,0,0,0
"N00000690",119,33,86,0,0,0
"N00000691",129,43,85,0,1,0
"N00000692",129,54,74,0,1,0
"N00000693",125,46,79,0,0,0
"N00000694",356,95,259,1,0,1
"N00000695",201,39,161,0,1,0
"N00000696",114,75,38,0,1,0
"N00000697",149,35,114,0,0,0
"N00000698",187,49,137,1,0,0
"N00000699",148,87,61,0,0,0
"N00000700",120,51,68,0,1,0
"N00000701",94,24,70,0,0,0
"N00000702",311,78,231,0,2,0
"N00000703",131,27,102,0,2,0
"N00000704",238,42,194,1,0,1
"N00000705",242,42,199,0,1,0
"N00000706",154,44,109,1,0,0
"N00000707",132,31,100,0,1,0
"N00000708",155,23,131,1,0,0
"N00000709",165,31,134,0,0,0
"N00000710",117,18,99,0,0,0
"N00000711",195,42,152,0,1,0
"N00000712",134,30,104,0,0,0
"N00000713",135,20,115,0,0,0
"N00000714",128,22,104,1,1,0
"N00000715",254,62,185,0,6,1
"N00000716",328,55,266,1,3,3
"N00000717",199,43,152,2,2,0
"N00000718",719,149,561,2,5,2
"N00000719",86,11,73,1,1,0
"N00000720",154,15,137,0,2,0
"N00000721",154,35,119,0,0,0
"N00000722",162,29,131,0,2,0
"N00000723",145,35,109,0,1,0
"N00000724",160,31,129,0,0,0
"N00000725",165,36,128,1,0,0
"N00000726",137,24,113,0,0,0
"N00000727",124,47,77,0,0,0
"N00000728",187,40,145,2,0,0
"N00000729",121,23,95,1,1,1
"N00000730",121,27,94,0,0,0
"N00000731",123,47,76,0,0,0
"N00000732",239,53,180,0,6,0
"N00000733",112,17,93,0,2,0
"N00000734",142,14,127,0,1,0
"N00000735",143,23,118,0,2,0
"N00000736",137,36,101,0,0,0
"N00000737",124,14,110,0,0,0
"N00000738",138,23,115,0,0,0
"N00000739",143,13,129,1,0,0
"N00000740",177,27,147,1,1,1
"N00000741",140,22,118,0,0,0
"N00000742",120,33,86,0,1,0
"N00000743",116,31,83,0,1,1
"N00000744",123,48,73,0,2,0
"N00000745",184,49,134,1,0,0
"N00000746",263,133,128,1,1,0
"N00000747",173,51,119,1,2,0
"N00000748",173,30,141,0,2,0
"N00000749",140,29,111,0,0,0
"N00000750",146,53,92,0,1,0
"N00000751",198,61,135,0,2,0
"N00000752",163,51,111,0,0,1
"N00000753",138,16,117,1,4,0
"N00000754",162,42,120,0,0,0
"N00000755",125,19,106,0,0,0
"N00000756",153,38,112,0,3,0
"N00000757",142,15,126,0,1,0
"N00000758",185,41,140,4,0,0
"N00000759",102,17,84,0,1,0
"N00000760",132,64,68,0,0,0
"N00000761",178,58,119,0,1,0
"N00000762",133,78,54,1,0,0
"N00000763",166,40,125,0,1,0
"N00000764",93,13,80,0,0,0
"N00000765",165,52,113,0,0,0
"N00000766",387,186,199,2,0,0
"N00000767",108,20,85,2,1,0
"N00000768",120,44,75,0,1,0
"N00000769",137,20,117,0,0,0
"N00000770",117,18,98,1,0,0
