"Geography_Code","NM_1575_1_0","NM_1575_1_1","NM_1575_1_10","NM_1575_1_11","NM_1575_1_2","NM_1575_1_3","NM_1575_1_4","NM_1575_1_5","NM_1575_1_6","NM_1575_1_7","NM_1575_1_8","NM_1575_1_9"
"N00002254",430,293,35,42,137,3,18,8,10,4,2,15
"N00002255",368,255,34,24,113,9,14,8,5,6,2,11
"N00002256",380,252,38,33,128,4,8,12,5,7,1,20
"N00002257",237,154,22,15,83,4,7,6,5,2,5,17
"N00002258",262,188,15,18,74,2,9,10,7,2,3,8
"N00002259",252,167,31,22,85,0,9,3,1,1,2,16
"N00002260",563,414,39,30,149,4,25,11,8,7,5,20
"N00002261",483,344,31,31,139,3,17,11,4,12,5,25
"N00002262",329,227,26,24,102,5,9,12,3,1,6,16
"N00002263",346,244,30,19,102,4,13,6,5,5,4,16
"N00002264",516,305,61,50,211,10,14,15,8,12,15,26
"N00002265",417,272,34,46,145,3,12,10,10,8,1,21
"N00002266",213,86,53,27,127,7,5,7,7,2,4,15
"N00002267",340,161,54,49,179,8,18,18,7,4,3,18
"N00002268",547,346,58,57,201,8,21,6,16,8,5,22
"N00002269",227,89,45,41,138,3,9,11,4,3,1,21
"N00002270",246,103,39,50,143,2,11,12,4,3,5,17
"N00002271",223,82,52,46,141,0,8,9,6,6,3,11
"N00002272",190,77,35,40,113,3,8,9,5,2,2,9
"N00002273",429,307,33,30,122,7,10,15,9,5,5,8
"N00002274",170,81,23,34,89,1,5,10,4,5,1,6
"N00002275",181,76,28,30,105,3,8,10,6,4,3,13
"N00002276",236,124,38,15,112,3,12,10,9,5,5,15
"N00002277",359,180,63,50,179,4,14,13,14,7,4,10
"N00002278",249,112,46,34,137,3,9,9,11,5,8,12
"N00002279",161,70,48,8,91,2,4,6,4,2,4,13
"N00002280",216,126,34,22,90,5,6,7,5,2,2,7
"N00002281",298,124,59,53,174,2,17,9,8,10,1,15
"N00002282",208,75,65,38,133,0,11,7,3,2,1,6
"N00002283",222,94,48,27,128,7,11,13,5,4,3,10
"N00002284",222,87,52,37,135,1,7,6,7,8,3,14
"N00002285",308,200,39,29,108,3,10,6,4,6,0,11
"N00002286",299,176,55,20,123,2,8,14,4,5,2,13
"N00002287",238,101,54,23,137,4,12,13,6,3,5,17
"N00002288",213,82,52,38,131,2,4,5,3,3,2,22
"N00002289",183,93,25,19,90,0,5,8,6,1,5,21
"N00002290",328,168,65,39,160,4,11,5,6,2,3,25
"N00002291",341,179,45,32,162,7,12,15,10,7,3,31
"N00002292",200,119,23,23,81,2,3,5,2,9,3,11
"N00002293",178,88,42,9,90,2,6,7,3,2,1,18
"N00002294",222,138,36,9,84,1,2,5,3,5,1,22
"N00002295",254,183,17,17,71,3,8,6,3,3,2,12
"N00002296",276,171,33,26,105,2,8,3,2,3,5,23
"N00002297",244,163,31,20,81,3,3,8,3,3,3,7
"N00002298",199,104,35,17,95,0,6,3,3,4,4,23
"N00002299",258,174,31,15,84,2,4,10,5,2,3,12
"N00002300",608,441,42,34,167,6,18,13,13,10,2,29
"N00002301",470,303,62,23,167,7,12,16,3,5,7,32
"N00002302",471,297,57,36,174,4,18,6,9,11,5,28
"N00002303",323,238,22,28,85,2,15,5,3,4,3,3
"N00002304",161,68,36,21,93,3,6,9,5,2,4,7
"N00002305",612,487,25,34,125,5,13,10,11,3,5,19
"N00002306",1048,750,76,86,298,13,38,18,13,13,9,32
"N00002307",295,206,30,18,89,2,10,3,8,3,2,13
"N00002308",255,174,22,21,81,4,9,2,1,2,5,15
"N00002309",159,94,15,13,65,3,8,9,1,1,2,13
"N00002310",150,77,28,12,73,2,10,0,4,3,3,11
"N00002311",202,133,22,14,69,2,4,4,2,2,2,17
"N00002312",219,111,40,25,108,4,6,3,3,5,2,20
"N00002313",226,128,19,15,98,3,14,5,5,4,8,25
"N00002314",204,118,26,15,86,4,5,13,2,4,4,13
"N00002315",240,154,29,12,86,4,11,8,1,1,2,18
"N00002316",191,108,29,19,83,0,5,4,5,2,2,17
"N00002317",228,137,28,15,91,6,6,5,2,7,5,17
"N00002318",256,163,34,12,93,1,6,5,7,2,4,22
"N00002319",457,322,40,25,135,8,12,8,13,7,5,17
"N00002320",213,134,30,10,79,3,5,6,4,5,7,9
"N00002321",208,123,29,12,85,3,7,9,11,1,3,10
"N00002322",243,138,29,18,105,6,10,11,4,7,7,13
"N00002323",249,149,36,15,100,2,8,10,8,0,4,17
"N00002324",205,136,17,16,69,4,6,6,2,3,4,11
"N00002325",352,216,32,33,136,6,9,12,7,6,5,26
"N00002326",214,132,29,17,82,4,6,5,1,3,5,12
"N00002327",931,650,71,67,281,13,19,24,16,18,11,42
"N00002328",285,206,14,26,79,3,10,5,4,3,5,9
"N00002329",208,122,27,10,86,4,11,7,1,4,7,15
"N00002330",439,334,37,19,105,4,10,6,6,3,3,17
"N00002331",425,278,39,40,147,7,18,13,6,1,6,17
"N00002332",266,173,30,17,93,1,8,8,7,7,3,12
"N00002333",283,201,26,13,82,3,14,8,5,3,1,9
"N00002334",268,163,29,26,105,4,14,9,6,3,5,9
"N00002335",398,276,40,25,122,5,10,3,13,2,10,14
"N00002336",235,113,37,21,122,3,13,8,7,1,7,25
"N00002337",282,138,58,42,144,2,11,9,3,4,0,15
"N00002338",180,103,30,10,77,3,6,5,2,6,4,11
"N00002339",225,138,23,11,87,10,7,8,4,4,3,17
"N00002340",230,138,28,16,92,1,7,9,3,7,4,17
"N00002341",167,88,21,15,79,4,5,6,6,3,5,14
"N00002342",216,107,47,20,109,4,7,9,5,2,4,11
"N00002343",242,173,10,22,69,0,4,8,8,1,6,10
"N00002344",275,147,45,27,128,3,8,9,14,5,2,15
"N00002345",202,122,29,14,80,1,5,6,6,3,3,13
"N00002346",185,119,14,13,66,3,11,4,5,5,2,9
"N00002347",475,310,36,29,165,6,24,15,8,5,8,34
"N00002348",240,126,42,17,114,2,9,8,5,4,7,20
"N00002349",175,105,23,12,70,1,9,2,2,2,3,16
"N00002350",127,64,18,7,63,3,5,3,2,3,3,19
"N00002351",859,628,52,53,231,10,30,24,12,7,13,30
"N00002352",198,82,41,32,116,2,4,12,7,2,4,12
"N00002353",1261,819,113,100,442,5,53,50,26,18,16,61
"N00002354",279,153,41,20,126,3,15,9,16,5,3,14
"N00002355",221,124,25,24,97,3,12,7,6,3,3,14
"N00002356",317,206,30,26,111,5,13,8,8,2,7,12
"N00002357",249,136,43,24,113,0,11,8,7,4,0,16
"N00002358",176,78,36,25,98,3,6,7,4,1,3,13
"N00002359",199,89,40,22,110,4,7,7,9,3,3,15
"N00002360",169,90,28,6,79,2,3,6,5,2,8,19
"N00002361",194,95,34,11,99,4,10,5,8,1,4,22
"N00002362",177,85,39,14,92,3,9,1,2,5,1,18
"N00002363",163,83,30,16,80,0,7,8,2,3,3,11
"N00002364",160,86,38,12,74,0,7,6,1,0,1,9
"N00002365",214,111,35,25,103,2,5,7,11,1,2,15
"N00002366",196,108,29,20,88,2,7,4,7,1,3,15
"N00002367",286,185,45,17,101,2,6,8,6,2,6,9
"N00002368",314,219,26,31,95,5,10,8,2,2,2,9
"N00002369",552,404,32,44,148,5,17,14,7,3,8,18
"N00002370",280,205,24,19,75,5,2,6,6,3,3,7
"N00002371",323,233,20,32,90,9,8,8,0,1,3,9
"N00002372",421,306,40,30,115,0,13,5,8,4,2,13
"N00002373",288,187,35,28,101,0,6,7,4,5,2,14
"N00002374",221,130,41,17,91,4,6,4,1,3,1,14
"N00002375",281,194,25,17,87,1,7,8,8,4,1,16
"N00002376",318,223,28,19,95,6,9,4,9,7,1,12
"N00002377",296,211,25,17,85,1,8,7,6,9,0,12
"N00002378",533,413,39,27,120,4,10,12,5,2,5,16
"N00002379",474,328,37,35,146,5,17,10,10,5,12,15
"N00002380",209,128,34,15,81,1,7,7,1,5,0,11
"N00002381",279,192,24,19,87,1,11,9,6,4,4,9
"N00002382",352,256,26,20,96,5,8,11,6,1,4,15
"N00002383",338,231,33,22,107,6,5,13,0,2,4,22
"N00002384",287,202,17,20,85,2,7,4,7,3,4,21
"N00002385",209,145,17,13,64,3,4,6,3,1,6,11
"N00002386",205,104,38,19,101,3,10,4,8,4,2,13
"N00002387",371,179,75,42,192,3,11,8,7,7,3,36
"N00002388",160,82,16,24,78,2,7,9,6,1,1,12
"N00002389",257,130,39,27,127,7,12,12,5,5,5,15
"N00002390",232,122,23,26,110,1,17,14,8,7,4,10
"N00002391",306,185,39,24,121,5,9,7,13,1,6,17
"N00002392",278,186,34,20,92,2,13,5,5,3,2,8
"N00002393",450,319,28,49,131,6,9,7,8,3,6,15
"N00002394",286,175,21,37,111,3,10,9,9,5,5,12
"N00002395",290,209,22,17,81,6,11,5,7,1,3,9
"N00002396",217,89,43,31,128,1,12,12,10,7,1,11
"N00002397",250,89,59,50,161,1,13,9,9,3,4,13
"N00002398",267,119,43,54,148,4,12,4,9,3,2,17
"N00002399",199,97,34,30,102,3,11,7,4,1,3,9
"N00002400",162,74,40,22,88,0,6,0,1,1,2,16
"N00002401",1073,735,87,93,338,11,33,31,23,8,12,40
"N00002402",174,100,27,17,74,2,9,5,3,5,2,4
"N00002403",324,180,48,24,144,3,12,18,3,11,6,19
"N00002404",664,421,73,58,243,6,20,21,16,7,5,37
"N00002405",244,155,26,24,89,2,8,4,6,8,3,8
"N00002406",255,130,41,25,125,2,14,11,11,4,4,13
"N00002407",218,114,45,20,104,1,7,5,2,4,8,12
"N00002408",275,158,38,30,117,3,9,4,5,4,5,19
"N00002409",237,121,53,18,116,8,7,6,8,3,3,10
"N00002410",231,113,47,19,118,5,12,11,5,8,3,8
"N00002411",256,161,16,27,95,6,11,7,4,3,3,18
"N00002412",284,195,18,34,89,4,16,2,1,3,2,9
"N00002413",311,191,34,28,120,7,14,9,7,5,3,13
"N00002414",229,135,25,19,94,1,14,2,8,2,5,18
"N00002415",220,118,38,22,102,3,6,10,3,2,2,16
"N00002416",344,195,43,42,149,8,10,15,7,3,4,17
"N00002417",253,151,36,26,102,3,12,1,4,1,3,16
"N00002418",381,238,34,42,143,5,13,10,8,3,1,27
"N00002419",461,298,41,54,163,2,13,16,9,8,8,12
"N00002420",357,220,46,34,137,1,12,13,5,5,5,16
"N00002421",282,178,28,27,104,5,12,6,4,4,0,18
"N00002422",361,213,47,44,148,3,8,10,8,7,10,11
"N00002423",155,46,60,24,109,0,3,4,3,1,1,13
"N00002424",243,120,42,34,123,1,9,9,7,7,3,11
"N00002425",225,115,45,24,110,3,8,3,3,6,1,17
"N00002426",263,133,39,38,130,4,11,8,3,10,2,15
"N00002427",276,108,65,54,168,4,6,9,8,2,4,16
"N00002428",240,102,64,27,138,4,9,9,4,1,4,16
"N00002429",244,87,69,38,157,5,8,6,5,4,8,14
"N00002430",235,81,54,56,154,3,6,9,3,3,5,15
"N00002431",709,232,169,177,477,3,21,25,18,10,12,42
"N00002432",195,59,60,50,136,2,3,3,4,3,0,11
"N00002433",301,149,54,48,152,1,14,9,5,7,3,11
"N00002434",166,55,34,50,111,1,3,7,3,0,1,12
"N00002435",206,66,64,40,140,2,2,6,5,1,6,14
"N00002436",301,134,59,61,167,1,11,9,6,3,5,12
"N00002437",208,133,23,24,75,1,6,5,2,2,3,9
"N00002438",275,146,52,34,129,2,6,11,4,1,6,13
"N00002439",242,88,66,34,154,2,8,8,9,7,6,14
"N00002440",237,94,65,37,143,3,14,2,3,4,4,11
"N00002441",173,66,43,31,107,1,5,9,6,2,2,8
"N00002442",215,70,46,50,145,8,9,5,4,5,2,16
"N00002443",255,125,42,39,130,2,8,8,7,3,7,14
"N00002444",590,334,97,67,256,1,18,21,3,8,7,34
"N00002445",212,119,31,15,93,2,10,3,3,2,6,21
"N00002446",189,89,37,16,100,1,7,10,3,4,3,19
"N00002447",229,93,46,38,136,6,8,10,4,8,5,11
"N00002448",225,116,38,35,109,2,9,4,7,2,1,11
"N00002449",216,112,33,33,104,3,10,4,3,3,3,12
"N00002450",202,122,35,13,80,1,5,5,1,1,3,16
"N00002451",449,156,109,107,293,6,19,10,8,5,5,24
"N00002452",232,115,45,27,117,3,9,5,4,7,4,13
"N00002453",267,137,53,28,130,2,8,8,5,3,4,19
"N00002454",251,92,69,36,159,4,10,6,8,4,6,16
"N00002455",294,197,27,29,97,3,10,4,5,3,3,13
"N00002456",297,189,37,23,108,5,8,7,5,4,2,17
"N00002457",385,258,45,24,127,4,10,8,7,6,7,16
"N00002458",223,101,46,28,122,2,10,5,6,4,5,16
"N00002459",579,343,88,68,236,6,21,6,7,7,5,28
"N00002460",307,188,31,40,119,2,12,6,6,3,2,17
"N00002461",399,234,47,46,165,5,17,5,8,4,3,30
"N00002462",374,208,48,50,166,1,8,11,6,3,8,31
"N00002463",318,178,39,52,140,3,9,10,8,4,2,13
"N00002464",296,182,39,33,114,5,9,6,4,3,1,14
"N00002465",551,148,117,197,403,9,26,10,11,4,4,25
"N00002466",223,75,51,53,148,7,9,11,6,1,3,7
"N00002467",226,72,56,62,154,0,13,5,3,3,3,9
"N00002468",239,114,45,36,125,1,10,10,4,5,6,8
"N00002469",452,188,119,84,264,8,10,12,10,1,3,17
"N00002470",280,120,69,46,160,3,11,5,5,4,1,16
"N00002471",234,76,55,53,158,3,9,7,7,3,2,19
"N00002472",312,121,72,85,191,2,9,6,5,3,0,9
"N00002473",256,81,64,69,175,1,11,6,7,7,2,8
"N00002474",250,100,44,62,150,1,12,4,7,10,3,7
"N00002475",271,99,69,65,172,3,6,6,6,2,0,15
"N00002476",271,108,62,56,163,1,12,10,5,2,4,11
"N00002477",213,101,34,39,112,3,6,7,2,4,4,13
"N00002478",361,151,62,85,210,1,24,11,3,5,1,18
"N00002479",371,250,32,37,121,3,13,9,3,7,6,11
"N00002480",485,290,70,54,195,6,16,9,5,2,4,29
"N00002481",221,73,46,71,148,3,9,3,5,4,1,6
"N00002482",214,78,40,57,136,3,13,6,2,1,1,13
"N00002483",241,83,48,70,158,4,10,10,1,2,3,10
"N00002484",232,75,43,65,157,3,8,8,9,10,2,9
"N00002485",203,71,41,58,132,4,9,3,6,1,0,10
"N00002486",311,125,49,88,186,2,14,9,9,3,1,11
"N00002487",334,219,35,42,115,3,8,8,5,2,1,11
"N00002488",895,498,90,160,397,9,41,32,20,10,5,30
"N00002489",607,375,74,52,232,15,29,16,8,4,9,25
"N00002490",269,157,35,27,112,1,10,7,8,4,7,13
"N00002491",244,79,71,53,165,0,11,7,4,0,3,16
"N00002492",202,80,39,50,122,3,6,6,3,1,1,13
"N00002493",240,89,68,42,151,0,10,8,8,1,1,13
"N00002494",192,63,48,55,129,1,9,4,3,0,1,8
"N00002495",414,226,65,63,188,1,20,11,3,3,3,19
"N00002496",272,112,54,47,160,5,11,10,8,2,5,18
"N00002497",394,169,78,80,225,3,13,14,10,2,2,23
"N00002498",815,383,139,158,432,13,19,21,18,8,9,47
"N00002499",480,250,107,47,230,7,12,7,10,1,11,28
"N00002500",382,228,44,43,154,9,19,12,7,1,4,15
"N00002501",1150,817,62,133,333,10,35,12,21,18,12,30
"N00002502",371,248,39,32,123,4,13,7,5,4,3,16
"N00002503",185,104,28,17,81,2,5,4,2,7,4,12
"N00002504",160,62,32,16,98,0,7,8,8,4,4,19
"N00002505",197,113,25,24,84,3,8,5,3,2,1,13
"N00002506",219,107,35,29,112,2,5,6,6,5,4,20
"N00002507",211,104,31,38,107,3,7,7,4,3,3,11
"N00002508",151,65,21,14,86,1,14,12,11,2,0,11
"N00002509",172,73,37,15,99,4,9,6,4,4,6,14
"N00002510",346,192,38,54,154,4,12,10,15,7,4,10
"N00002511",129,39,20,31,90,4,8,3,7,4,3,10
"N00002512",535,262,105,65,273,4,22,17,15,15,6,24
"N00002513",249,144,35,31,105,2,8,2,5,2,5,15
"N00002514",300,211,12,36,89,3,8,9,6,5,1,9
"N00002515",215,118,31,22,97,4,8,4,4,1,5,18
"N00002516",281,179,40,25,102,4,9,8,3,3,1,9
"N00002517",232,133,32,25,99,0,7,7,5,4,3,16
"N00002518",498,290,43,65,208,8,27,17,5,12,3,28
"N00002519",238,140,25,28,98,6,10,6,7,2,1,13
"N00002520",582,399,47,57,183,4,24,11,8,2,5,25
"N00002521",929,577,101,124,352,6,25,24,13,14,11,34
"N00002522",217,89,33,45,128,6,7,10,3,1,5,18
"N00002523",245,114,58,32,131,5,5,5,2,5,8,11
"N00002524",301,172,28,49,129,4,12,10,9,2,2,13
"N00002525",1278,847,121,99,431,10,50,30,19,18,13,71
"N00002526",762,500,76,76,262,5,25,23,8,12,11,26
"N00002527",309,188,27,25,121,2,14,7,10,6,4,26
"N00002528",236,158,14,26,78,3,10,4,4,4,1,12
"N00002529",331,197,47,36,134,8,17,8,4,3,2,9
"N00002530",279,192,17,29,87,4,8,3,3,4,4,15
"N00002531",394,251,37,40,143,7,22,13,7,5,4,8
"N00002532",281,169,35,31,112,4,13,5,5,1,4,14
"N00002533",651,292,125,95,359,3,37,20,22,13,9,35
"N00002534",329,150,69,49,179,3,14,7,8,2,1,26
"N00002535",384,230,42,38,154,3,22,18,8,4,1,18
"N00002536",435,300,39,29,135,3,13,11,10,6,4,20
"N00002537",1189,657,159,165,532,14,53,37,25,14,12,53
"N00002538",512,333,43,52,179,8,22,14,12,6,5,17
"N00002539",201,90,48,28,111,0,10,4,1,1,3,16
"N00002540",1365,909,119,174,456,18,37,19,24,16,5,44
"N00002541",996,578,164,68,418,12,32,29,29,14,18,52
"N00002542",250,162,27,24,88,2,10,5,1,0,2,17
"N00002543",206,128,16,21,78,2,12,9,2,5,1,10
"N00002544",488,336,41,29,152,6,21,11,11,6,5,22
"N00002545",224,141,15,21,83,2,9,13,3,7,1,12
"N00002546",199,122,19,19,77,4,5,6,8,3,3,10
"N00002547",728,398,130,62,330,8,28,13,15,4,20,50
"N00002548",428,171,108,56,257,3,19,16,8,7,8,32
"N00002549",162,77,29,6,85,3,14,4,6,6,1,16
"N00002550",210,99,30,24,111,4,5,17,11,4,4,12
"N00002551",237,129,42,25,108,0,7,4,4,5,2,19
"N00002552",209,122,23,25,87,4,8,5,5,4,1,12
"N00002553",171,92,29,5,79,3,10,4,1,2,3,22
"N00002554",280,169,37,21,111,6,9,8,2,6,5,17
"N00002555",275,174,35,25,101,2,11,7,2,3,2,14
"N00002556",236,136,40,16,100,3,15,6,4,3,2,11
"N00002557",264,149,30,25,115,9,10,9,6,2,2,22
"N00002558",227,139,39,20,88,1,6,3,3,1,4,11
"N00002559",191,111,28,15,80,4,5,6,3,4,3,12
"N00002560",360,223,33,38,137,5,10,11,5,7,5,23
"N00002561",236,148,41,15,88,2,9,6,4,2,2,7
"N00002562",252,163,25,21,89,3,15,5,5,6,3,6
"N00002563",274,180,30,30,94,4,7,2,6,3,1,11
"N00002564",204,112,28,15,92,4,16,6,6,4,1,12
"N00002565",221,94,40,39,127,2,15,4,6,3,3,15
"N00002566",236,111,44,24,125,3,10,10,5,10,2,17
"N00002567",248,126,40,42,122,1,8,5,5,3,6,12
"N00002568",229,126,51,19,103,4,9,3,2,3,4,8
"N00002569",230,120,44,23,110,2,9,8,2,6,2,14
"N00002570",170,72,45,16,98,4,12,7,3,3,1,7
"N00002571",291,169,45,20,122,3,11,7,9,1,7,19
"N00002572",263,146,45,16,117,3,15,6,6,2,2,22
"N00002573",224,90,53,29,134,1,7,10,6,4,6,18
"N00002574",234,110,47,26,124,3,11,5,9,4,5,14
"N00002575",228,84,53,43,144,3,10,8,4,5,4,14
"N00002576",643,318,81,97,325,10,44,31,13,9,13,27
"N00002577",433,197,58,59,236,14,28,31,8,16,7,15
"N00002578",240,102,44,36,138,5,21,7,7,7,4,7
"N00002579",284,80,69,89,204,6,6,8,7,2,4,13
"N00002580",228,107,48,30,121,3,7,7,7,3,2,14
"N00002581",257,126,66,20,131,3,8,9,7,1,1,16
"N00002582",1033,327,249,266,706,10,32,26,23,9,20,71
"N00002583",217,90,40,45,127,1,10,6,7,0,5,13
"N00002584",255,98,57,53,157,3,12,8,5,1,2,16
"N00002585",186,69,50,35,117,2,10,4,3,1,3,9
"N00002586",249,91,61,43,158,4,9,12,4,5,5,15
"N00002587",541,214,113,116,327,11,16,18,12,10,9,22
"N00002588",203,80,37,38,123,7,11,6,12,3,2,7
"N00002589",229,97,55,40,132,4,10,7,7,2,0,7
"N00002590",1029,464,153,218,565,10,43,40,15,16,11,59
"N00002591",821,449,105,141,372,10,30,21,10,7,14,34
"N00002592",364,252,32,36,112,2,14,10,5,0,2,11
"N00002593",220,129,30,24,91,4,8,8,0,6,0,11
"N00002594",240,92,41,56,148,2,8,13,5,5,5,13
"N00002595",300,129,47,68,171,6,8,8,12,3,6,13
"N00002596",325,183,50,31,142,6,8,4,10,7,5,21
"N00002597",253,135,35,38,118,4,5,9,6,4,3,14
"N00002598",194,72,55,36,122,2,8,8,3,0,2,8
"N00002599",318,203,41,32,115,3,2,13,7,2,3,12
"N00002600",230,120,43,30,110,5,10,6,3,1,1,11
"N00002601",285,159,39,32,126,3,15,4,6,5,4,18
"N00002602",277,171,33,35,106,6,7,7,5,3,3,7
"N00002603",717,266,130,134,451,17,49,50,18,8,8,37
"N00002604",284,149,26,43,135,7,24,12,7,3,1,12
"N00002605",221,78,39,44,143,4,16,7,6,7,5,15
"N00002606",278,95,65,51,183,4,14,16,4,5,7,17
"N00002607",138,47,36,28,91,5,3,6,2,3,0,8
"N00002608",209,122,24,23,87,5,10,4,7,2,2,10
"N00002609",766,324,58,97,442,44,147,31,26,6,12,21
"N00002610",243,122,30,42,121,6,16,7,3,3,4,10
"N00002611",109,51,21,12,58,1,3,6,1,2,3,9
"N00002612",242,118,23,42,124,9,21,5,10,4,1,9
"N00002613",548,217,107,82,331,13,25,26,19,11,8,40
"N00002614",295,99,55,76,196,3,9,12,8,6,7,20
"N00002615",229,103,46,32,126,6,9,6,2,6,6,13
"N00002616",265,107,58,44,158,1,8,13,4,5,10,15
"N00002617",306,159,54,40,147,5,10,11,2,6,8,11
"N00002618",162,64,32,34,98,1,8,4,5,2,1,11
"N00002619",502,248,70,69,254,9,26,29,13,9,5,24
"N00002620",374,197,44,46,177,3,17,17,15,10,9,16
"N00002621",149,77,31,12,72,1,8,2,4,2,4,8
"N00002622",236,128,30,38,108,3,12,4,3,4,2,12
"N00002623",199,120,32,16,79,1,5,2,3,0,3,17
"N00002624",198,87,31,26,111,2,14,8,10,5,2,13
"N00002625",250,94,56,39,156,6,16,10,8,3,5,13
"N00002626",596,370,62,82,226,8,21,10,8,3,9,23
"N00002627",214,76,57,48,138,1,7,6,3,4,0,12
"N00002628",707,311,135,131,396,4,34,24,17,10,5,36
"N00002629",169,53,47,41,116,0,3,3,5,3,4,10
"N00002630",197,65,41,55,132,2,7,5,4,2,2,14
"N00002631",238,102,43,51,136,3,8,9,6,2,1,13
"N00002632",275,145,44,39,130,4,10,5,5,4,3,16
"N00002633",307,172,32,34,135,2,13,19,6,4,5,20
"N00002634",235,136,33,17,99,3,13,6,5,5,3,14
"N00002635",243,105,57,27,138,3,13,10,8,3,2,15
"N00002636",302,165,34,51,137,2,8,8,3,9,2,20
"N00002637",365,238,34,27,127,4,13,12,9,9,4,15
"N00002638",335,212,33,26,123,3,14,12,8,9,5,13
"N00002639",225,111,39,26,114,4,11,11,3,4,4,12
"N00002640",268,156,39,19,112,5,6,4,6,6,7,20
"N00002641",263,195,15,15,68,3,10,7,6,5,2,5
"N00002642",340,224,37,21,116,5,16,6,4,3,4,20
"N00002643",310,218,27,20,92,2,12,5,3,5,5,13
"N00002644",235,114,42,37,121,3,13,5,4,1,3,13
"N00002645",228,114,42,24,114,4,9,12,3,5,1,14
"N00002646",250,167,29,15,83,2,9,3,3,5,6,11
"N00002647",557,370,54,30,187,7,30,13,7,10,6,30
"N00002648",152,89,14,11,63,0,11,7,4,2,4,10
"N00002649",346,200,37,57,146,1,16,2,6,4,3,20
"N00002650",233,123,34,20,110,2,11,11,9,7,7,9
"N00002651",326,217,31,16,109,0,12,8,10,5,2,25
"N00002652",215,121,34,22,94,3,6,8,3,5,2,11
"N00002653",311,188,53,16,123,4,8,7,6,7,4,18
"N00002654",237,107,45,34,130,3,11,3,10,4,2,18
"N00002655",225,88,44,32,137,4,13,6,5,2,4,27
"N00002656",472,275,45,56,197,9,17,16,12,6,2,34
"N00002657",257,141,32,31,116,1,16,9,6,3,6,12
"N00002658",291,163,33,42,128,5,12,7,4,8,5,12
"N00002659",234,92,33,45,142,4,21,13,5,2,4,15
"N00002660",286,177,36,20,109,2,14,8,5,2,3,19
"N00002661",362,190,50,46,172,5,15,14,10,7,5,20
"N00002662",271,182,28,16,89,1,8,11,6,4,2,13
"N00002663",244,173,19,18,71,0,4,7,6,3,4,10
"N00002664",218,114,31,26,104,4,11,5,3,5,2,17
"N00002665",215,138,23,7,77,3,12,4,7,6,1,14
"N00002666",200,128,18,16,72,2,5,4,5,4,7,11
"N00002667",571,302,85,75,269,4,23,20,16,5,5,36
"N00002668",217,126,24,22,91,4,13,3,7,4,3,11
"N00002669",376,253,32,25,123,9,11,11,8,7,3,17
"N00002670",1256,781,103,132,475,18,60,25,33,15,11,78
"N00002671",1000,630,88,106,370,14,49,25,15,15,17,41
"N00002672",223,99,24,50,124,2,8,10,6,7,4,13
"N00002673",914,527,104,112,387,6,40,24,17,10,14,60
"N00002674",216,105,31,36,111,1,9,5,8,6,2,13
"N00002675",289,200,25,23,89,4,12,5,5,3,2,10
"N00002676",545,325,51,44,220,6,27,21,16,12,9,34
"N00002677",310,209,29,31,101,3,8,4,9,4,2,11
"N00002678",273,185,28,21,88,5,9,6,3,3,2,11
"N00002679",373,245,32,37,128,3,13,9,8,7,1,18
"N00002680",319,225,25,37,94,2,7,4,2,4,2,11
"N00002681",308,208,24,21,100,3,14,7,2,4,5,20
"N00002682",332,236,20,31,96,2,14,3,8,3,2,13
"N00002683",293,209,27,22,84,4,9,3,3,2,5,9
"N00002684",328,225,24,24,103,4,11,6,7,8,4,15
"N00002685",287,213,16,19,74,7,10,7,1,3,2,9
"N00002686",255,170,28,15,85,2,8,4,4,4,4,16
"N00002687",220,134,26,15,86,2,8,7,6,5,5,12
"N00002688",265,176,26,13,89,5,10,4,7,3,2,19
"N00002689",222,134,28,17,88,3,5,8,5,6,1,15
"N00002690",175,89,25,32,86,4,10,2,1,6,2,4
"N00002691",238,149,30,21,89,4,5,4,3,1,3,18
"N00002692",211,112,36,14,99,0,10,6,3,5,3,22
"N00002693",213,67,55,38,146,1,13,11,6,4,3,15
"N00002694",242,145,24,19,97,1,19,7,4,5,5,13
"N00002695",312,206,26,31,106,5,17,10,2,2,1,12
"N00002696",223,135,25,19,88,1,6,3,5,8,6,15
"N00002697",263,164,21,25,99,2,12,4,11,5,4,15
"N00002698",392,252,41,29,140,4,12,12,10,7,6,19
"N00002699",261,127,55,22,134,5,12,12,5,3,4,16
"N00002700",395,272,22,29,123,8,13,14,10,6,4,17
"N00002701",383,250,34,36,133,7,14,11,3,3,9,16
"N00002702",267,151,35,34,116,3,17,6,4,2,2,13
"N00002703",447,308,42,34,139,1,21,12,5,3,5,16
"N00002704",389,281,23,37,108,1,12,18,3,1,3,10
"N00002705",333,230,21,33,103,5,9,10,5,5,4,11
"N00002706",317,207,37,18,110,3,11,6,10,1,3,21
"N00002707",402,291,39,23,111,5,11,8,2,5,4,14
"N00002708",184,89,26,30,95,2,10,7,8,3,1,8
"N00002709",344,223,33,19,121,5,21,5,5,5,6,22
"N00002710",314,181,35,30,133,8,16,10,8,4,4,18
"N00002711",532,302,68,50,230,8,18,22,12,13,5,34
"N00002712",265,173,24,18,92,1,13,9,4,2,9,12
"N00002713",298,188,31,24,110,2,11,5,8,6,4,19
"N00002714",354,251,23,29,103,4,8,9,7,8,2,13
"N00002715",308,202,37,14,106,3,16,9,8,3,2,14
