"Geography_Code","NM_1549_1_0","NM_1549_1_1","NM_1549_1_10","NM_1549_1_11","NM_1549_1_2","NM_1549_1_3","NM_1549_1_4","NM_1549_1_5","NM_1549_1_6","NM_1549_1_7","NM_1549_1_8","NM_1549_1_9"
"N00001169",119,119,0,0,119,15,80,24,0,0,0,0
"N00001170",128,128,0,0,126,6,86,34,2,2,0,0
"N00001171",179,179,0,0,134,5,66,63,45,44,1,0
"N00001172",109,109,0,0,97,13,80,4,12,12,0,0
"N00001173",109,109,0,0,109,3,15,91,0,0,0,0
"N00001174",117,117,0,0,117,99,14,4,0,0,0,0
"N00001175",113,113,0,0,111,85,21,5,2,1,1,0
"N00001176",111,111,0,0,110,3,85,22,1,1,0,0
"N00001177",116,116,0,0,115,3,51,61,1,1,0,0
"N00001178",146,146,0,0,143,44,96,3,3,3,0,0
"N00001179",112,112,0,0,109,13,93,3,3,3,0,0
"N00001180",97,97,0,0,31,5,23,3,66,65,1,0
"N00001181",112,112,0,0,105,13,76,16,7,7,0,0
"N00001182",112,112,0,0,110,101,5,4,2,2,0,0
"N00001183",202,202,0,0,158,43,102,13,44,38,2,4
"N00001184",112,112,0,0,111,7,64,40,1,1,0,0
"N00001185",130,130,0,0,115,3,64,48,15,15,0,0
"N00001186",110,110,0,0,108,15,88,5,2,1,1,0
"N00001187",122,122,0,0,115,65,48,2,7,7,0,0
"N00001188",356,356,0,0,235,66,112,57,121,105,16,0
"N00001189",116,116,0,0,113,34,78,1,3,1,2,0
"N00001190",140,140,0,0,138,4,31,103,2,2,0,0
"N00001191",120,120,0,0,117,4,3,110,3,2,1,0
"N00001192",118,118,0,0,116,3,4,109,2,2,0,0
"N00001193",117,117,0,0,111,7,6,98,6,4,1,1
"N00001194",116,116,0,0,115,1,10,104,1,0,1,0
"N00001195",95,95,0,0,74,2,6,66,21,21,0,0
"N00001196",146,146,0,0,142,6,90,46,4,2,0,2
"N00001197",129,129,0,0,129,0,8,121,0,0,0,0
"N00001198",140,140,0,0,135,68,50,17,5,5,0,0
"N00001199",101,101,0,0,99,10,60,29,2,1,0,1
"N00001200",139,139,0,0,121,50,62,9,18,17,1,0
"N00001201",112,112,0,0,96,63,29,4,16,16,0,0
"N00001202",116,116,0,0,111,9,33,69,5,5,0,0
"N00001203",120,120,0,0,98,28,45,25,22,21,1,0
"N00001204",393,393,0,0,295,61,116,118,98,97,1,0
"N00001205",239,239,0,0,168,9,81,78,71,64,6,1
"N00001206",102,102,0,0,53,2,21,30,49,48,0,1
"N00001207",125,125,0,0,122,24,85,13,3,3,0,0
"N00001208",121,121,0,0,119,2,40,77,2,1,1,0
"N00001209",114,114,0,0,83,2,28,53,31,29,2,0
"N00001210",126,126,0,0,110,2,37,71,16,15,1,0
"N00001211",128,128,0,0,91,1,50,40,37,35,2,0
"N00001212",127,127,0,0,110,2,31,77,17,15,2,0
"N00001213",130,130,0,0,88,3,12,73,42,41,1,0
"N00001214",116,116,0,0,83,2,6,75,33,32,1,0
"N00001215",104,104,0,0,95,6,24,65,9,9,0,0
"N00001216",133,133,0,0,116,11,65,40,17,17,0,0
"N00001217",160,160,0,0,132,26,48,58,28,27,1,0
"N00001218",104,104,0,0,103,13,65,25,1,1,0,0
"N00001219",136,136,0,0,134,12,5,117,2,1,1,0
"N00001220",110,110,0,0,105,8,10,87,5,3,2,0
"N00001221",124,124,0,0,97,5,5,87,27,27,0,0
"N00001222",88,88,0,0,86,7,5,74,2,2,0,0
"N00001223",126,126,0,0,126,8,23,95,0,0,0,0
"N00001224",124,124,0,0,122,4,57,61,2,2,0,0
"N00001225",127,127,0,0,127,7,18,102,0,0,0,0
"N00001226",116,116,0,0,116,4,69,43,0,0,0,0
"N00001227",110,110,0,0,106,7,11,88,4,4,0,0
"N00001228",89,89,0,0,77,9,28,40,12,11,1,0
"N00001229",119,119,0,0,98,3,76,19,21,20,1,0
"N00001230",121,121,0,0,121,4,104,13,0,0,0,0
"N00001231",130,130,0,0,130,34,51,45,0,0,0,0
"N00001232",99,99,0,0,99,76,15,8,0,0,0,0
"N00001233",122,122,0,0,120,19,97,4,2,2,0,0
"N00001234",136,136,0,0,100,7,71,22,36,36,0,0
"N00001235",353,353,0,0,302,14,77,211,51,51,0,0
"N00001236",131,131,0,0,119,7,81,31,12,11,1,0
"N00001237",123,123,0,0,107,3,16,88,16,15,1,0
"N00001238",110,110,0,0,89,1,59,29,21,21,0,0
"N00001239",117,117,0,0,114,1,107,6,3,3,0,0
"N00001240",500,500,0,0,255,11,66,178,245,241,1,3
"N00001241",133,133,0,0,133,6,11,116,0,0,0,0
"N00001242",122,122,0,0,112,4,27,81,10,9,1,0
"N00001243",123,123,0,0,104,3,6,95,19,19,0,0
"N00001244",133,133,0,0,84,6,7,71,49,48,1,0
"N00001245",135,135,0,0,105,3,7,95,30,29,1,0
"N00001246",261,261,0,0,209,22,136,51,52,52,0,0
"N00001247",115,115,0,0,108,7,38,63,7,7,0,0
"N00001248",146,146,0,0,146,36,102,8,0,0,0,0
"N00001249",152,152,0,0,150,23,126,1,2,2,0,0
"N00001250",165,165,0,0,149,44,90,15,16,16,0,0
"N00001251",122,122,0,0,119,9,45,65,3,3,0,0
"N00001252",131,131,0,0,126,6,94,26,5,5,0,0
"N00001253",115,115,0,0,74,5,11,58,41,40,1,0
"N00001254",113,113,0,0,112,22,80,10,1,1,0,0
"N00001255",123,123,0,0,110,2,34,74,13,12,1,0
"N00001256",108,108,0,0,108,15,78,15,0,0,0,0
"N00001257",110,110,0,0,104,5,21,78,6,4,2,0
"N00001258",118,118,0,0,105,4,22,79,13,12,1,0
"N00001259",129,129,0,0,120,5,30,85,9,8,1,0
"N00001260",136,136,0,0,126,5,13,108,10,9,1,0
"N00001261",116,116,0,0,108,5,11,92,8,6,2,0
"N00001262",165,165,0,0,150,4,55,91,15,14,1,0
"N00001263",138,138,0,0,115,5,57,53,23,21,2,0
"N00001264",88,88,0,0,85,6,33,46,3,3,0,0
"N00001265",461,461,0,0,175,15,73,87,286,283,2,1
"N00001266",90,90,0,0,60,5,20,35,30,29,1,0
"N00001267",152,152,0,0,142,10,20,112,10,9,1,0
"N00001268",154,154,0,0,127,7,12,108,27,24,2,1
"N00001269",271,271,0,0,204,6,27,171,67,62,5,0
"N00001270",154,154,0,0,126,4,28,94,28,28,0,0
"N00001271",696,694,0,2,548,24,127,397,146,129,14,3
"N00001272",118,118,0,0,118,3,8,107,0,0,0,0
"N00001273",108,108,0,0,105,1,2,102,3,1,2,0
"N00001274",122,122,0,0,90,3,40,47,32,29,1,2
"N00001275",107,107,0,0,100,1,45,54,7,7,0,0
"N00001276",91,91,0,0,82,5,17,60,9,7,2,0
"N00001277",108,108,0,0,105,79,16,10,3,2,1,0
"N00001278",120,120,0,0,119,30,57,32,1,1,0,0
"N00001279",98,98,0,0,26,2,5,19,72,71,1,0
"N00001280",117,117,0,0,69,6,28,35,48,48,0,0
"N00001281",132,132,0,0,93,63,22,8,39,37,2,0
"N00001282",148,148,0,0,83,38,31,14,65,43,22,0
"N00001283",129,129,0,0,128,68,58,2,1,1,0,0
"N00001284",147,147,0,0,122,27,91,4,25,24,1,0
"N00001285",139,139,0,0,139,10,126,3,0,0,0,0
"N00001286",141,141,0,0,141,4,134,3,0,0,0,0
"N00001287",124,124,0,0,124,9,112,3,0,0,0,0
"N00001288",117,117,0,0,117,4,111,2,0,0,0,0
"N00001289",120,120,0,0,120,5,89,26,0,0,0,0
"N00001290",123,123,0,0,123,13,108,2,0,0,0,0
"N00001291",118,118,0,0,113,4,56,53,5,5,0,0
"N00001292",300,300,0,0,272,25,156,91,28,24,4,0
"N00001293",128,128,0,0,123,22,99,2,5,5,0,0
"N00001294",128,128,0,0,121,3,111,7,7,7,0,0
"N00001295",119,119,0,0,115,2,55,58,4,4,0,0
"N00001296",122,122,0,0,108,5,32,71,14,12,2,0
"N00001297",130,130,0,0,128,3,123,2,2,2,0,0
"N00001298",162,162,0,0,116,5,39,72,46,43,3,0
"N00001299",135,135,0,0,115,2,73,40,20,19,1,0
"N00001300",119,119,0,0,119,2,115,2,0,0,0,0
"N00001301",132,132,0,0,132,1,126,5,0,0,0,0
"N00001302",257,257,0,0,224,14,54,156,33,32,0,1
"N00001303",133,133,0,0,122,5,20,97,11,11,0,0
"N00001304",125,125,0,0,120,14,92,14,5,5,0,0
"N00001305",119,119,0,0,119,3,109,7,0,0,0,0
"N00001306",106,106,0,0,38,3,12,23,68,67,1,0
"N00001307",130,130,0,0,100,5,16,79,30,30,0,0
"N00001308",210,206,1,4,174,39,102,33,31,31,0,0
"N00001309",153,153,6,0,146,21,47,78,1,1,0,0
"N00001310",335,335,2,0,329,45,239,45,4,4,0,0
"N00001311",120,120,0,0,119,13,37,69,1,0,1,0
"N00001312",244,244,0,0,234,33,122,79,10,10,0,0
"N00001313",195,195,0,0,179,8,64,107,16,14,2,0
"N00001314",142,142,0,0,139,21,77,41,3,3,0,0
"N00001315",114,114,0,0,113,8,66,39,1,1,0,0
"N00001316",194,194,0,0,155,14,34,107,39,34,4,1
"N00001317",115,115,0,0,113,2,31,80,2,2,0,0
"N00001318",133,133,0,0,129,16,35,78,4,4,0,0
"N00001319",118,118,0,0,117,25,62,30,1,1,0,0
"N00001320",101,101,0,0,101,41,50,10,0,0,0,0
"N00001321",108,108,0,0,107,19,57,31,1,1,0,0
"N00001322",133,133,0,0,120,7,24,89,13,13,0,0
"N00001323",121,121,0,0,121,9,60,52,0,0,0,0
"N00001324",113,113,0,0,112,44,39,29,1,1,0,0
"N00001325",491,491,0,0,363,243,94,26,128,126,2,0
"N00001326",125,125,0,0,124,118,4,2,1,1,0,0
"N00001327",121,121,0,0,116,112,1,3,5,5,0,0
"N00001328",378,378,0,0,281,181,79,21,97,74,19,4
"N00001329",116,116,0,0,89,47,32,10,27,27,0,0
"N00001330",124,124,0,0,104,77,20,7,20,15,4,1
"N00001331",116,116,0,0,100,36,31,33,16,3,12,1
"N00001332",103,103,0,0,97,7,8,82,6,5,1,0
"N00001333",131,131,0,0,110,21,74,15,21,11,9,1
"N00001334",140,140,0,0,76,32,22,22,64,59,5,0
"N00001335",121,121,0,0,95,4,4,87,26,15,0,11
"N00001336",108,108,0,0,105,70,30,5,3,1,2,0
"N00001337",121,121,0,0,102,34,52,16,19,17,0,2
"N00001338",125,125,0,0,125,11,56,58,0,0,0,0
"N00001339",147,147,0,0,145,6,7,132,2,2,0,0
"N00001340",378,378,0,0,262,28,52,182,116,114,1,1
"N00001341",110,110,0,0,108,15,90,3,2,2,0,0
"N00001342",126,126,0,0,126,27,97,2,0,0,0,0
"N00001343",104,104,0,0,104,7,88,9,0,0,0,0
"N00001344",117,117,0,0,116,7,107,2,1,1,0,0
"N00001345",96,96,0,0,95,23,70,2,1,1,0,0
"N00001346",341,341,0,0,291,57,216,18,50,46,3,1
"N00001347",208,208,0,0,128,26,89,13,80,79,1,0
"N00001348",128,128,0,0,112,14,95,3,16,16,0,0
"N00001349",119,119,0,0,104,9,37,58,15,13,2,0
"N00001350",413,413,0,0,307,23,39,245,106,104,2,0
"N00001351",173,173,0,0,130,4,23,103,43,43,0,0
"N00001352",137,137,0,0,80,5,8,67,57,56,1,0
"N00001353",144,144,0,0,114,11,36,67,30,29,1,0
"N00001354",397,397,0,0,193,7,34,152,204,200,4,0
"N00001355",124,124,0,0,105,7,7,91,19,17,0,2
"N00001356",112,112,0,0,85,3,11,71,27,27,0,0
"N00001357",98,95,0,3,22,1,0,21,73,73,0,0
"N00001358",163,163,0,0,110,2,14,94,53,46,6,1
"N00001359",120,120,0,0,118,7,8,103,2,2,0,0
"N00001360",116,115,0,1,107,10,27,70,8,1,7,0
"N00001361",113,113,0,0,110,10,9,91,3,2,0,1
"N00001362",134,134,0,0,99,8,13,78,35,34,1,0
"N00001363",119,119,0,0,119,4,95,20,0,0,0,0
"N00001364",251,251,0,0,221,5,68,148,30,30,0,0
"N00001365",174,174,0,0,127,4,108,15,47,46,0,1
"N00001366",119,119,0,0,119,5,109,5,0,0,0,0
"N00001367",164,164,0,0,145,4,65,76,19,16,2,1
"N00001368",126,126,0,0,126,10,112,4,0,0,0,0
"N00001369",165,165,0,0,158,2,126,30,7,7,0,0
"N00001370",187,187,0,0,146,8,127,11,41,40,1,0
"N00001371",111,111,0,0,107,6,99,2,4,2,0,2
"N00001372",247,247,0,0,245,17,225,3,2,2,0,0
"N00001373",114,114,0,0,113,5,107,1,1,1,0,0
"N00001374",112,112,0,0,112,17,92,3,0,0,0,0
"N00001375",165,165,0,0,147,36,77,34,18,17,1,0
"N00001376",96,96,0,0,96,2,43,51,0,0,0,0
"N00001377",115,115,0,0,113,9,102,2,2,2,0,0
"N00001378",106,106,0,0,104,4,98,2,2,1,0,1
"N00001379",110,110,0,0,107,8,99,0,3,2,1,0
"N00001380",133,133,0,0,109,11,27,71,24,9,15,0
"N00001381",182,182,0,0,113,15,38,60,69,59,9,1
"N00001382",115,115,0,0,111,45,60,6,4,1,3,0
"N00001383",100,100,0,0,100,68,23,9,0,0,0,0
"N00001384",117,117,0,0,117,19,94,4,0,0,0,0
"N00001385",132,132,0,0,125,39,63,23,7,5,2,0
"N00001386",262,262,0,0,251,9,41,201,11,4,4,3
"N00001387",130,130,0,0,129,2,4,123,1,1,0,0
"N00001388",115,115,0,0,56,3,37,16,59,59,0,0
"N00001389",98,98,0,0,96,4,4,88,2,2,0,0
"N00001390",107,107,0,0,106,12,86,8,1,1,0,0
"N00001391",107,107,0,0,106,14,89,3,1,1,0,0
"N00001392",132,132,0,0,93,3,53,37,39,39,0,0
"N00001393",142,142,0,0,110,3,55,52,32,31,1,0
"N00001394",122,122,0,0,120,17,53,50,2,2,0,0
"N00001395",123,123,0,0,116,3,100,13,7,7,0,0
"N00001396",320,320,0,0,130,4,56,70,190,187,2,1
"N00001397",119,119,0,0,92,0,7,85,27,27,0,0
"N00001398",131,131,0,0,129,0,61,68,2,2,0,0
"N00001399",363,363,0,0,247,83,88,76,116,113,3,0
"N00001400",137,137,0,0,121,48,54,19,16,16,0,0
"N00001401",442,442,0,0,225,11,39,175,217,214,3,0
"N00001402",292,292,0,0,234,17,123,94,58,57,0,1
"N00001403",135,135,0,0,131,6,68,57,4,3,1,0
"N00001404",295,291,0,4,135,12,69,54,156,121,34,1
"N00001405",114,114,0,0,81,2,33,46,33,32,1,0
"N00001406",112,112,0,0,98,2,60,36,14,14,0,0
"N00001407",121,121,0,0,55,2,21,32,66,59,7,0
"N00001408",211,211,0,0,135,34,83,18,76,66,10,0
"N00001409",111,111,0,0,102,11,83,8,9,3,6,0
"N00001410",125,125,0,0,124,12,110,2,1,1,0,0
"N00001411",123,123,1,0,118,5,110,3,4,3,1,0
"N00001412",102,102,0,0,25,8,17,0,77,61,16,0
"N00001413",120,120,0,0,105,20,84,1,15,11,1,3
"N00001414",112,112,0,0,109,5,102,2,3,2,0,1
"N00001415",115,115,0,0,94,5,7,82,21,19,2,0
"N00001416",472,472,0,0,117,8,13,96,355,341,8,6
"N00001417",148,148,0,0,88,9,5,74,60,60,0,0
"N00001418",321,318,0,3,132,10,9,113,186,178,7,1
"N00001419",116,116,0,0,49,2,5,42,67,66,1,0
"N00001420",132,132,0,0,112,11,19,82,20,20,0,0
"N00001421",708,708,0,0,222,16,24,182,486,466,15,5
"N00001422",115,115,0,0,58,3,10,45,57,57,0,0
"N00001423",209,209,0,0,112,10,7,95,97,94,2,1
"N00001424",114,114,0,0,97,3,11,83,17,16,1,0
"N00001425",124,124,0,0,115,9,45,61,9,7,2,0
"N00001426",118,118,0,0,101,7,5,89,17,15,2,0
"N00001427",123,123,0,0,100,1,9,90,23,23,0,0
"N00001428",128,128,0,0,112,6,7,99,16,16,0,0
"N00001429",544,541,0,3,377,8,16,353,164,156,7,1
"N00001430",129,129,0,0,77,2,6,69,52,52,0,0
"N00001431",136,136,0,0,130,33,50,47,6,4,1,1
"N00001432",138,138,0,0,127,15,36,76,11,11,0,0
"N00001433",136,136,0,0,116,8,60,48,20,18,2,0
"N00001434",134,134,1,0,101,9,23,69,32,31,1,0
"N00001435",128,128,0,0,105,7,12,86,23,22,1,0
"N00001436",130,130,1,0,118,10,29,79,11,9,2,0
"N00001437",96,96,0,0,94,7,11,76,2,2,0,0
"N00001438",139,139,0,0,133,8,17,108,6,6,0,0
"N00001439",163,163,0,0,127,7,15,105,36,36,0,0
"N00001440",141,141,0,0,125,16,48,61,16,16,0,0
"N00001441",135,135,0,0,123,9,12,102,12,12,0,0
"N00001442",115,115,0,0,113,10,4,99,2,2,0,0
"N00001443",115,115,0,0,73,5,4,64,42,42,0,0
"N00001444",155,155,0,0,120,7,14,99,35,35,0,0
"N00001445",152,152,0,0,129,115,13,1,23,19,4,0
"N00001446",132,132,0,0,131,126,5,0,1,1,0,0
"N00001447",124,124,0,0,120,112,7,1,4,0,4,0
"N00001448",133,133,0,0,126,95,23,8,7,5,2,0
"N00001449",130,130,0,0,102,96,4,2,28,27,1,0
"N00001450",118,118,0,0,116,93,19,4,2,1,1,0
"N00001451",114,114,0,0,70,41,28,1,44,43,1,0
"N00001452",124,124,0,0,120,84,32,4,4,2,1,1
"N00001453",134,134,0,0,133,107,25,1,1,1,0,0
"N00001454",117,117,0,0,115,104,4,7,2,1,1,0
"N00001455",107,107,0,0,79,56,17,6,28,26,2,0
"N00001456",141,141,0,0,110,63,40,7,31,25,5,1
"N00001457",125,125,0,0,124,68,50,6,1,1,0,0
"N00001458",130,130,0,0,84,11,49,24,46,30,16,0
"N00001459",129,129,0,0,104,72,29,3,25,21,4,0
"N00001460",263,263,0,0,225,27,130,68,38,35,3,0
"N00001461",127,127,0,0,126,42,81,3,1,1,0,0
"N00001462",137,137,0,0,126,56,65,5,11,10,1,0
"N00001463",138,133,0,5,112,74,35,3,21,8,12,1
"N00001464",128,128,0,0,127,85,35,7,1,1,0,0
"N00001465",159,159,0,0,124,102,14,8,35,31,4,0
"N00001466",105,105,0,0,56,9,28,19,49,30,19,0
"N00001467",104,104,0,0,78,69,4,5,26,24,2,0
"N00001468",111,111,0,0,99,3,24,72,12,11,1,0
"N00001469",114,114,0,0,57,9,9,39,57,51,6,0
"N00001470",134,134,0,0,87,2,10,75,47,21,25,1
"N00001471",143,143,0,0,128,0,9,119,15,6,8,1
"N00001472",238,238,0,0,181,69,97,15,57,50,7,0
"N00001473",209,209,0,0,128,6,47,75,81,77,4,0
"N00001474",113,113,0,0,103,53,43,7,10,10,0,0
"N00001475",141,141,0,0,109,3,75,31,32,29,0,3
"N00001476",128,128,0,0,127,12,109,6,1,1,0,0
"N00001477",113,113,0,0,109,34,68,7,4,4,0,0
"N00001478",132,132,0,0,127,14,81,32,5,5,0,0
"N00001479",132,132,0,0,131,56,72,3,1,1,0,0
"N00001480",240,240,0,0,131,10,41,80,109,103,6,0
"N00001481",105,105,0,0,104,5,29,70,1,1,0,0
"N00001482",139,139,0,0,111,2,15,94,28,22,6,0
"N00001483",124,124,0,0,91,9,55,27,33,28,5,0
"N00001484",112,112,0,0,104,2,7,95,8,8,0,0
"N00001485",130,130,0,0,121,1,5,115,9,9,0,0
"N00001486",127,127,0,0,117,18,74,25,10,8,2,0
"N00001487",138,138,0,0,132,4,14,114,6,6,0,0
"N00001488",117,117,0,0,115,1,28,86,2,2,0,0
"N00001489",121,121,0,0,120,5,29,86,1,1,0,0
"N00001490",101,101,0,0,97,3,12,82,4,2,2,0
"N00001491",140,140,0,0,72,4,48,20,68,68,0,0
"N00001492",115,115,0,0,103,3,9,91,12,12,0,0
"N00001493",121,121,0,0,119,6,34,79,2,2,0,0
"N00001494",96,96,0,0,95,5,22,68,1,0,1,0
"N00001495",134,134,0,0,131,7,33,91,3,3,0,0
"N00001496",150,150,0,0,134,3,12,119,16,16,0,0
"N00001497",106,106,0,0,105,0,59,46,1,0,1,0
"N00001498",198,196,0,2,123,14,25,84,73,70,1,2
"N00001499",144,144,0,0,110,8,5,97,34,27,6,1
"N00001500",147,147,0,0,62,3,5,54,85,70,15,0
"N00001501",274,274,0,0,234,13,29,192,40,38,2,0
"N00001502",196,196,0,0,151,8,18,125,45,42,1,2
"N00001503",113,113,0,0,94,8,10,76,19,19,0,0
"N00001504",106,106,0,0,82,11,8,63,24,16,8,0
"N00001505",212,212,0,0,120,8,9,103,92,79,12,1
"N00001506",128,128,0,0,123,6,6,111,5,5,0,0
"N00001507",115,115,0,0,76,3,6,67,39,38,1,0
"N00001508",207,207,0,0,164,6,15,143,43,39,1,3
"N00001509",201,201,0,0,166,5,41,120,35,34,0,1
"N00001510",122,122,0,0,115,3,2,110,7,5,2,0
"N00001511",281,281,0,0,215,12,32,171,66,63,1,2
"N00001512",137,137,0,0,114,3,4,107,23,18,5,0
"N00001513",124,124,0,0,117,4,5,108,7,5,2,0
"N00001514",109,109,0,0,100,37,25,38,9,9,0,0
"N00001515",131,131,0,0,131,119,8,4,0,0,0,0
"N00001516",127,127,0,0,125,120,3,2,2,1,1,0
"N00001517",153,153,0,0,116,91,8,17,37,37,0,0
"N00001518",174,172,0,2,140,102,26,12,32,32,0,0
"N00001519",134,134,0,0,129,10,65,54,5,4,1,0
"N00001520",114,114,0,0,104,5,20,79,10,4,0,6
"N00001521",106,106,0,0,96,10,25,61,10,10,0,0
"N00001522",115,115,0,0,99,8,61,30,16,16,0,0
"N00001523",106,106,0,0,90,7,16,67,16,15,1,0
"N00001524",111,111,0,0,101,7,18,76,10,8,2,0
"N00001525",100,100,0,0,96,2,11,83,4,4,0,0
"N00001526",112,112,0,0,49,2,16,31,63,62,1,0
"N00001527",115,115,0,0,94,25,21,48,21,19,2,0
"N00001528",123,123,0,0,93,1,72,20,30,29,1,0
"N00001529",134,134,0,0,100,7,48,45,34,34,0,0
"N00001530",165,165,0,0,156,74,61,21,9,8,1,0
"N00001531",112,112,0,0,112,10,52,50,0,0,0,0
"N00001532",148,148,0,0,144,12,114,18,4,4,0,0
"N00001533",271,271,0,0,222,22,81,119,49,44,1,4
"N00001534",132,132,0,0,124,7,35,82,8,8,0,0
"N00001535",148,148,1,0,128,9,53,66,19,18,1,0
"N00001536",126,126,0,0,124,10,91,23,2,1,1,0
"N00001537",128,128,0,0,127,7,43,77,1,1,0,0
"N00001538",128,128,0,0,128,4,77,47,0,0,0,0
"N00001539",116,116,0,0,115,4,66,45,1,1,0,0
"N00001540",136,136,0,0,131,5,27,99,5,5,0,0
"N00001541",118,118,0,0,77,1,15,61,41,39,2,0
"N00001542",121,121,0,0,119,9,51,59,2,2,0,0
"N00001543",133,133,0,0,132,2,46,84,1,1,0,0
"N00001544",115,115,0,0,115,9,43,63,0,0,0,0
"N00001545",139,139,0,0,106,3,7,96,33,33,0,0
"N00001546",125,125,0,0,122,4,20,98,3,3,0,0
"N00001547",156,156,0,0,84,2,7,75,72,49,23,0
"N00001548",179,179,0,0,47,4,5,38,132,85,45,2
"N00001549",167,167,0,0,101,9,36,56,66,48,18,0
"N00001550",108,108,0,0,54,2,23,29,54,40,14,0
"N00001551",151,151,0,0,107,6,24,77,44,37,5,2
"N00001552",156,156,0,0,119,9,47,63,37,30,7,0
"N00001553",162,158,0,4,16,0,6,10,142,111,30,1
"N00001554",151,151,0,0,95,6,7,82,56,35,21,0
"N00001555",112,112,0,0,104,7,19,78,8,7,1,0
"N00001556",96,96,1,0,91,2,68,21,4,4,0,0
"N00001557",124,124,0,0,121,12,31,78,3,3,0,0
"N00001558",106,101,0,5,57,2,5,50,44,11,33,0
"N00001559",149,146,0,3,72,3,21,48,74,44,21,9
"N00001560",101,101,0,0,86,5,6,75,15,13,2,0
"N00001561",100,100,0,0,83,7,5,71,17,9,8,0
"N00001562",110,110,0,0,61,3,8,50,49,29,20,0
"N00001563",109,109,0,0,28,2,2,24,81,71,10,0
"N00001564",140,140,0,0,126,3,4,119,14,10,4,0
"N00001565",143,143,0,0,143,7,15,121,0,0,0,0
"N00001566",141,141,0,0,140,1,10,129,1,1,0,0
"N00001567",105,105,0,0,104,5,4,95,1,1,0,0
"N00001568",107,107,0,0,99,3,21,75,8,8,0,0
"N00001569",124,124,0,0,123,7,11,105,1,0,1,0
"N00001570",418,418,0,0,314,26,179,109,104,102,2,0
"N00001571",144,144,0,0,140,12,39,89,4,4,0,0
"N00001572",126,126,0,0,124,4,36,84,2,2,0,0
"N00001573",154,154,0,0,149,11,38,100,5,3,2,0
"N00001574",118,118,0,0,106,7,32,67,12,10,2,0
"N00001575",110,110,0,0,109,5,22,82,1,1,0,0
"N00001576",124,124,0,0,124,6,28,90,0,0,0,0
"N00001577",123,123,0,0,122,7,13,102,1,1,0,0
"N00001578",114,114,0,0,113,6,24,83,1,1,0,0
"N00001579",140,140,0,0,120,10,10,100,20,11,9,0
"N00001580",158,158,0,0,68,16,18,34,90,87,2,1
"N00001581",111,111,0,0,84,34,37,13,27,13,13,1
"N00001582",107,107,0,0,52,13,13,26,55,27,28,0
"N00001583",125,125,0,0,117,4,3,110,8,5,3,0
"N00001584",107,107,0,0,56,2,11,43,51,50,0,1
"N00001585",136,136,0,0,55,4,10,41,81,30,51,0
"N00001586",142,142,0,0,26,11,5,10,116,88,28,0
"N00001587",142,142,0,0,131,1,10,120,11,8,3,0
"N00001588",135,135,0,0,111,1,6,104,24,18,6,0
"N00001589",118,118,0,0,53,7,20,26,65,43,17,5
"N00001590",147,145,0,2,49,7,27,15,96,50,45,1
"N00001591",128,128,0,0,15,1,0,14,113,45,67,1
"N00001592",140,140,0,0,97,2,8,87,43,42,1,0
"N00001593",194,192,0,2,93,6,8,79,99,92,7,0
"N00001594",142,142,0,0,125,3,3,119,17,14,3,0
"N00001595",108,108,0,0,99,1,4,94,9,4,4,1
"N00001596",126,126,0,0,102,3,6,93,24,6,15,3
"N00001597",111,111,0,0,89,3,10,76,22,14,7,1
"N00001598",139,139,0,0,126,2,14,110,13,5,8,0
"N00001599",149,149,0,0,61,0,4,57,88,19,69,0
"N00001600",134,134,0,0,127,5,19,103,7,4,3,0
"N00001601",109,109,0,0,80,5,53,22,29,8,21,0
"N00001602",145,145,0,0,134,4,29,101,11,10,1,0
"N00001603",158,158,0,0,38,2,13,23,120,99,18,3
"N00001604",146,146,0,0,141,7,20,114,5,5,0,0
"N00001605",138,138,0,0,132,3,54,75,6,4,2,0
"N00001606",104,104,0,0,103,2,3,98,1,1,0,0
"N00001607",132,132,0,0,120,1,5,114,12,3,9,0
"N00001608",123,123,0,0,121,5,10,106,2,2,0,0
"N00001609",121,121,0,0,118,1,3,114,3,2,1,0
"N00001610",125,125,0,0,55,3,10,42,70,66,4,0
"N00001611",138,138,0,0,114,5,15,94,24,23,1,0
"N00001612",130,130,0,0,107,2,10,95,23,20,2,1
"N00001613",301,301,0,0,237,10,29,198,64,57,5,2
"N00001614",132,132,0,0,125,9,10,106,7,4,3,0
"N00001615",146,146,0,0,139,4,4,131,7,6,1,0
"N00001616",146,146,0,0,131,9,9,113,15,7,3,5
"N00001617",133,133,0,0,124,2,3,119,9,2,7,0
"N00001618",119,119,0,0,111,5,11,95,8,8,0,0
"N00001619",160,160,0,0,122,1,1,120,38,37,1,0
"N00001620",138,138,0,0,129,6,5,118,9,6,2,1
"N00001621",115,115,0,0,114,2,5,107,1,1,0,0
"N00001622",106,106,0,0,104,2,4,98,2,2,0,0
"N00001623",132,132,0,0,130,3,38,89,2,2,0,0
"N00001624",94,94,0,0,91,2,36,53,3,3,0,0
"N00001625",125,125,0,0,124,5,59,60,1,1,0,0
"N00001626",122,122,0,0,122,7,107,8,0,0,0,0
"N00001627",91,91,0,0,91,3,63,25,0,0,0,0
"N00001628",119,119,0,0,119,10,64,45,0,0,0,0
"N00001629",155,155,0,0,113,8,27,78,42,39,3,0
"N00001630",107,107,0,0,106,5,6,95,1,1,0,0
