"Geography_Code","NM_1549_1_0","NM_1549_1_1","NM_1549_1_10","NM_1549_1_11","NM_1549_1_2","NM_1549_1_3","NM_1549_1_4","NM_1549_1_5","NM_1549_1_6","NM_1549_1_7","NM_1549_1_8","NM_1549_1_9"
"N00003497",216,216,0,0,144,14,28,102,72,69,3,0
"N00003498",119,119,0,0,62,1,17,44,57,54,3,0
"N00003499",104,104,0,0,82,3,11,68,22,20,2,0
"N00003500",130,130,0,0,118,18,70,30,12,12,0,0
"N00003501",122,122,0,0,119,6,14,99,3,3,0,0
"N00003502",131,131,0,0,44,4,25,15,87,83,4,0
"N00003503",143,143,0,0,122,8,58,56,21,21,0,0
"N00003504",128,128,0,0,126,20,103,3,2,2,0,0
"N00003505",101,101,0,0,57,6,11,40,44,39,0,5
"N00003506",169,169,0,0,141,9,47,85,28,28,0,0
"N00003507",107,107,0,0,69,7,23,39,38,35,0,3
"N00003508",119,119,0,0,117,9,52,56,2,2,0,0
"N00003509",119,119,0,0,117,11,104,2,2,2,0,0
"N00003510",120,120,0,0,118,6,21,91,2,0,1,1
"N00003511",99,99,0,0,98,5,30,63,1,0,1,0
"N00003512",120,120,0,0,109,15,34,60,11,11,0,0
"N00003513",218,218,0,0,201,10,50,141,17,15,2,0
"N00003514",241,241,0,0,208,5,31,172,33,32,1,0
"N00003515",92,92,0,0,84,3,10,71,8,8,0,0
"N00003516",126,126,0,0,91,2,22,67,35,35,0,0
"N00003517",246,246,0,0,212,11,20,181,34,33,1,0
"N00003518",116,116,0,0,89,6,6,77,27,26,0,1
"N00003519",87,87,0,0,67,3,9,55,20,18,2,0
"N00003520",123,123,0,0,92,7,20,65,31,30,1,0
"N00003521",120,120,0,0,118,27,89,2,2,2,0,0
"N00003522",146,146,0,0,107,59,36,12,39,39,0,0
"N00003523",146,146,0,0,135,89,32,14,11,10,1,0
"N00003524",449,449,0,0,440,252,185,3,9,9,0,0
"N00003525",134,134,0,0,134,47,87,0,0,0,0,0
"N00003526",130,126,0,4,122,108,12,2,4,2,2,0
"N00003527",159,159,1,0,157,140,17,0,1,0,1,0
"N00003528",280,280,1,0,278,254,19,5,1,0,0,1
"N00003529",136,136,2,0,133,105,16,12,1,0,1,0
"N00003530",138,138,0,0,137,125,11,1,1,1,0,0
"N00003531",125,125,0,0,125,77,34,14,0,0,0,0
"N00003532",143,143,0,0,143,134,8,1,0,0,0,0
"N00003533",196,196,0,0,196,65,101,30,0,0,0,0
"N00003534",109,109,1,0,105,32,28,45,3,2,1,0
"N00003535",141,141,1,0,139,128,6,5,1,0,0,1
"N00003536",149,149,1,0,148,134,14,0,0,0,0,0
"N00003537",119,119,0,0,117,21,42,54,2,2,0,0
"N00003538",156,156,0,0,156,66,57,33,0,0,0,0
"N00003539",113,113,0,0,113,27,80,6,0,0,0,0
"N00003540",109,109,0,0,108,33,50,25,1,0,0,1
"N00003541",115,115,0,0,112,37,55,20,3,3,0,0
"N00003542",108,108,0,0,103,19,34,50,5,4,1,0
"N00003543",192,192,0,0,183,100,56,27,9,2,3,4
"N00003544",121,121,0,0,119,48,49,22,2,2,0,0
"N00003545",138,138,2,0,136,115,13,8,0,0,0,0
"N00003546",123,123,0,0,122,52,47,23,1,0,0,1
"N00003547",230,230,0,0,216,130,55,31,14,13,0,1
"N00003548",631,631,0,0,579,225,199,155,52,48,2,2
"N00003549",157,157,2,0,155,142,10,3,0,0,0,0
"N00003550",145,145,0,0,142,106,17,19,3,3,0,0
"N00003551",169,169,0,0,159,95,37,27,10,10,0,0
"N00003552",178,178,0,0,170,63,64,43,8,4,1,3
"N00003553",119,119,0,0,117,76,39,2,2,1,0,1
"N00003554",91,91,0,0,80,11,60,9,11,11,0,0
"N00003555",157,157,0,0,116,23,20,73,41,31,5,5
"N00003556",270,270,0,0,260,36,121,103,10,10,0,0
"N00003557",122,122,0,0,115,22,40,53,7,7,0,0
"N00003558",154,154,0,0,153,126,17,10,1,1,0,0
"N00003559",184,184,1,0,183,90,69,24,0,0,0,0
"N00003560",157,157,0,0,155,141,8,6,2,1,0,1
"N00003561",134,134,0,0,134,127,6,1,0,0,0,0
"N00003562",135,135,0,0,134,87,40,7,1,1,0,0
"N00003563",150,150,3,0,147,85,29,33,0,0,0,0
"N00003564",127,127,0,0,127,95,32,0,0,0,0,0
"N00003565",143,143,0,0,143,132,5,6,0,0,0,0
"N00003566",165,165,1,0,164,149,11,4,0,0,0,0
"N00003567",155,155,1,0,154,132,20,2,0,0,0,0
"N00003568",134,134,1,0,132,109,16,7,1,1,0,0
"N00003569",147,147,0,0,147,142,3,2,0,0,0,0
"N00003570",153,153,6,0,147,115,20,12,0,0,0,0
"N00003571",111,111,0,0,103,55,34,14,8,6,0,2
"N00003572",154,154,0,0,153,142,9,2,1,0,0,1
"N00003573",134,134,2,0,132,117,13,2,0,0,0,0
"N00003574",152,152,4,0,148,117,24,7,0,0,0,0
"N00003575",147,147,3,0,142,130,11,1,2,0,2,0
"N00003576",153,153,1,0,152,139,7,6,0,0,0,0
"N00003577",139,139,1,0,138,81,39,18,0,0,0,0
"N00003578",157,157,0,0,157,143,13,1,0,0,0,0
"N00003579",150,150,0,0,149,130,14,5,1,1,0,0
"N00003580",128,128,0,0,128,99,25,4,0,0,0,0
"N00003581",232,232,0,0,218,48,96,74,14,13,1,0
"N00003582",199,199,0,0,195,88,77,30,4,3,1,0
"N00003583",252,252,0,0,246,80,91,75,6,2,0,4
"N00003584",117,117,0,0,116,14,67,35,1,1,0,0
"N00003585",123,123,0,0,113,29,25,59,10,10,0,0
"N00003586",133,133,0,0,120,16,43,61,13,10,0,3
"N00003587",141,141,0,0,141,133,8,0,0,0,0,0
"N00003588",170,170,2,0,168,150,17,1,0,0,0,0
"N00003589",177,177,0,0,175,101,63,11,2,0,2,0
"N00003590",171,171,0,0,171,157,13,1,0,0,0,0
"N00003591",163,163,1,0,162,132,9,21,0,0,0,0
"N00003592",123,123,0,0,123,63,31,29,0,0,0,0
"N00003593",171,171,2,0,169,159,9,1,0,0,0,0
"N00003594",323,323,1,0,319,151,121,47,3,0,1,2
"N00003595",130,130,0,0,124,68,44,12,6,6,0,0
"N00003596",118,118,0,0,118,87,27,4,0,0,0,0
"N00003597",156,156,0,0,156,148,5,3,0,0,0,0
"N00003598",129,129,0,0,128,74,54,0,1,1,0,0
"N00003599",152,152,0,0,152,53,69,30,0,0,0,0
"N00003600",137,137,0,0,123,30,39,54,14,13,1,0
"N00003601",134,134,0,0,133,93,39,1,1,1,0,0
"N00003602",144,144,0,0,141,40,53,48,3,2,1,0
"N00003603",124,124,0,0,122,66,25,31,2,1,1,0
"N00003604",154,154,0,0,144,26,52,66,10,8,1,1
"N00003605",133,133,0,0,126,19,27,80,7,7,0,0
"N00003606",118,118,0,0,117,58,58,1,1,1,0,0
"N00003607",174,174,1,0,173,133,27,13,0,0,0,0
"N00003608",170,170,0,0,166,57,64,45,4,4,0,0
"N00003609",127,127,0,0,127,21,38,68,0,0,0,0
"N00003610",122,122,0,0,98,19,31,48,24,22,2,0
"N00003611",119,119,0,0,88,10,37,41,31,27,1,3
"N00003612",142,142,1,0,141,125,16,0,0,0,0,0
"N00003613",161,161,0,0,160,101,32,27,1,1,0,0
"N00003614",152,152,0,0,152,132,18,2,0,0,0,0
"N00003615",128,128,0,0,128,54,34,40,0,0,0,0
"N00003616",125,125,0,0,125,89,19,17,0,0,0,0
"N00003617",125,125,1,0,122,42,28,52,2,2,0,0
"N00003618",138,138,0,0,136,116,19,1,2,0,1,1
"N00003619",136,136,2,0,131,95,26,10,3,1,2,0
"N00003620",168,168,1,0,167,106,39,22,0,0,0,0
"N00003621",146,146,1,0,144,106,35,3,1,0,1,0
"N00003622",166,166,0,0,166,142,16,8,0,0,0,0
"N00003623",112,112,0,0,108,14,36,58,4,1,3,0
"N00003624",228,228,1,0,226,169,46,11,1,0,1,0
"N00003625",156,156,0,0,156,52,55,49,0,0,0,0
"N00003626",141,141,1,0,140,104,30,6,0,0,0,0
"N00003627",147,147,0,0,145,13,115,17,2,2,0,0
"N00003628",151,151,0,0,150,64,60,26,1,0,0,1
"N00003629",105,105,0,0,94,72,18,4,11,4,1,6
"N00003630",276,276,0,0,224,151,54,19,52,39,2,11
"N00003631",99,99,0,0,93,19,31,43,6,4,2,0
"N00003632",134,134,0,0,119,66,21,32,15,14,0,1
"N00003633",117,117,0,0,109,13,41,55,8,7,1,0
"N00003634",136,136,0,0,136,40,76,20,0,0,0,0
"N00003635",113,113,0,0,113,71,40,2,0,0,0,0
"N00003636",124,124,0,0,123,113,10,0,1,1,0,0
"N00003637",140,140,0,0,138,115,20,3,2,1,1,0
"N00003638",166,166,0,0,166,141,23,2,0,0,0,0
"N00003639",130,129,0,1,121,78,39,4,8,4,3,1
"N00003640",133,133,0,0,132,27,38,67,1,1,0,0
"N00003641",168,168,1,0,167,134,30,3,0,0,0,0
"N00003642",139,139,0,0,136,79,47,10,3,2,1,0
"N00003643",132,132,0,0,129,67,36,26,3,2,1,0
"N00003644",126,126,0,0,125,74,44,7,1,0,1,0
"N00003645",203,203,0,0,167,75,57,35,36,30,2,4
"N00003646",179,179,0,0,179,113,48,18,0,0,0,0
"N00003647",258,258,0,0,257,111,88,58,1,0,1,0
"N00003648",157,157,0,0,157,131,19,7,0,0,0,0
"N00003649",143,143,0,0,143,118,23,2,0,0,0,0
"N00003650",154,154,0,0,141,114,27,0,13,9,3,1
"N00003651",123,123,0,0,123,47,53,23,0,0,0,0
"N00003652",218,218,0,0,216,188,26,2,2,2,0,0
"N00003653",137,137,0,0,133,81,52,0,4,3,1,0
"N00003654",101,101,0,0,97,10,20,67,4,4,0,0
"N00003655",113,113,0,0,99,25,30,44,14,7,3,4
"N00003656",185,185,0,0,183,95,82,6,2,2,0,0
"N00003657",165,165,0,0,142,37,55,50,23,19,3,1
"N00003658",188,188,1,0,185,124,58,3,2,1,1,0
"N00003659",145,145,1,0,142,84,40,18,2,0,2,0
"N00003660",147,147,0,0,144,81,47,16,3,3,0,0
"N00003661",161,161,0,0,150,56,63,31,11,10,0,1
"N00003662",110,110,0,0,106,15,56,35,4,3,1,0
"N00003663",106,106,0,0,102,17,30,55,4,4,0,0
"N00003664",194,194,0,0,192,130,57,5,2,1,1,0
"N00003665",177,177,1,0,176,130,42,4,0,0,0,0
"N00003666",183,183,0,0,181,87,68,26,2,0,1,1
"N00003667",138,138,1,0,137,111,26,0,0,0,0,0
"N00003668",146,146,0,0,142,94,44,4,4,4,0,0
"N00003669",144,144,2,0,142,106,34,2,0,0,0,0
"N00003670",135,135,2,0,133,109,17,7,0,0,0,0
"N00003671",117,117,0,0,117,13,39,65,0,0,0,0
"N00003672",118,118,0,0,118,42,34,42,0,0,0,0
"N00003673",107,107,0,0,105,43,42,20,2,0,1,1
"N00003674",141,141,0,0,139,39,99,1,2,1,1,0
"N00003675",125,125,0,0,119,56,35,28,6,3,0,3
"N00003676",132,132,0,0,129,18,44,67,3,3,0,0
"N00003677",125,125,0,0,124,7,24,93,1,1,0,0
"N00003678",144,144,0,0,141,11,37,93,3,3,0,0
"N00003679",132,132,0,0,112,12,39,61,20,18,1,1
"N00003680",123,123,0,0,95,10,36,49,28,27,1,0
"N00003681",185,185,0,0,155,16,46,93,30,21,8,1
"N00003682",144,144,0,0,74,5,39,30,70,65,2,3
"N00003683",156,156,0,0,153,16,95,42,3,2,0,1
"N00003684",124,124,0,0,118,19,67,32,6,3,3,0
"N00003685",131,131,0,0,130,38,72,20,1,0,0,1
"N00003686",137,137,0,0,137,38,68,31,0,0,0,0
"N00003687",161,161,1,0,158,84,60,14,2,0,2,0
"N00003688",149,149,0,0,148,15,61,72,1,1,0,0
"N00003689",138,138,1,0,133,9,27,97,4,4,0,0
"N00003690",172,172,3,0,169,113,54,2,0,0,0,0
"N00003691",141,141,1,0,139,127,11,1,1,1,0,0
"N00003692",143,143,2,0,141,114,27,0,0,0,0,0
"N00003693",149,149,0,0,149,68,70,11,0,0,0,0
"N00003694",156,156,2,0,154,146,8,0,0,0,0,0
"N00003695",147,147,1,0,146,89,52,5,0,0,0,0
"N00003696",144,144,2,0,139,132,7,0,3,1,2,0
"N00003697",135,135,1,0,133,94,35,4,1,1,0,0
"N00003698",208,208,1,0,204,137,55,12,3,2,1,0
"N00003699",134,134,0,0,112,98,12,2,22,21,1,0
"N00003700",134,134,1,0,131,83,30,18,2,0,1,1
"N00003701",177,177,1,0,176,143,33,0,0,0,0,0
"N00003702",239,239,0,0,238,229,6,3,1,1,0,0
"N00003703",185,185,0,0,185,123,58,4,0,0,0,0
"N00003704",152,152,0,0,143,79,44,20,9,4,4,1
"N00003705",170,170,0,0,154,69,57,28,16,12,2,2
"N00003706",193,193,0,0,189,95,80,14,4,1,1,2
"N00003707",157,157,1,0,156,139,15,2,0,0,0,0
"N00003708",164,164,2,0,162,120,41,1,0,0,0,0
"N00003709",143,143,0,0,139,45,60,34,4,4,0,0
"N00003710",161,161,0,0,160,37,113,10,1,1,0,0
"N00003711",165,165,2,0,163,150,12,1,0,0,0,0
"N00003712",147,147,0,0,144,70,58,16,3,2,0,1
"N00003713",157,157,0,0,156,27,71,58,1,1,0,0
"N00003714",157,157,0,0,121,27,64,30,36,35,1,0
"N00003715",122,122,0,0,121,30,48,43,1,0,1,0
"N00003716",150,150,0,0,131,24,24,83,19,15,4,0
"N00003717",144,144,0,0,87,11,19,57,57,31,21,5
"N00003718",487,487,0,0,477,283,175,19,10,9,0,1
"N00003719",150,150,0,0,148,95,47,6,2,2,0,0
"N00003720",143,143,0,0,135,90,39,6,8,8,0,0
"N00003721",170,170,0,0,169,135,29,5,1,1,0,0
"N00003722",152,152,0,0,152,151,1,0,0,0,0,0
"N00003723",135,135,0,0,135,116,16,3,0,0,0,0
"N00003724",136,136,1,0,135,124,8,3,0,0,0,0
"N00003725",118,118,0,0,118,37,73,8,0,0,0,0
"N00003726",148,148,0,0,146,99,43,4,2,2,0,0
"N00003727",147,147,1,0,142,48,67,27,4,3,1,0
"N00003728",120,120,0,0,119,61,50,8,1,1,0,0
"N00003729",150,150,0,0,147,78,55,14,3,1,0,2
"N00003730",133,133,1,0,132,116,12,4,0,0,0,0
"N00003731",126,126,0,0,124,74,34,16,2,1,0,1
"N00003732",299,299,0,0,266,39,168,59,33,28,3,2
"N00003733",139,139,1,0,138,16,80,42,0,0,0,0
"N00003734",134,134,0,0,118,23,52,43,16,16,0,0
"N00003735",124,124,0,0,122,13,17,92,2,2,0,0
"N00003736",128,128,0,0,126,8,43,75,2,0,1,1
"N00003737",174,174,0,0,168,36,115,17,6,6,0,0
"N00003738",120,120,0,0,108,8,27,73,12,4,5,3
"N00003739",153,153,0,0,144,18,110,16,9,9,0,0
"N00003740",106,106,0,0,100,22,64,14,6,5,0,1
"N00003741",114,114,0,0,86,6,27,53,28,24,4,0
"N00003742",133,133,0,0,132,21,35,76,1,1,0,0
"N00003743",165,165,1,0,164,92,60,12,0,0,0,0
"N00003744",128,128,0,0,128,18,100,10,0,0,0,0
"N00003745",152,152,1,0,151,126,22,3,0,0,0,0
"N00003746",111,111,0,0,111,41,69,1,0,0,0,0
"N00003747",122,122,0,0,122,67,30,25,0,0,0,0
"N00003748",137,137,1,0,133,83,49,1,3,3,0,0
"N00003749",179,179,0,0,178,36,116,26,1,1,0,0
"N00003750",158,158,0,0,158,115,42,1,0,0,0,0
"N00003751",187,187,0,0,178,71,86,21,9,8,1,0
"N00003752",145,145,0,0,143,103,37,3,2,2,0,0
"N00003753",181,181,0,0,181,30,72,79,0,0,0,0
"N00003754",128,128,0,0,127,45,76,6,1,0,0,1
"N00003755",162,162,0,0,162,75,76,11,0,0,0,0
"N00003756",113,113,0,0,112,13,38,61,1,1,0,0
"N00003757",112,112,0,0,111,16,72,23,1,0,1,0
"N00003758",207,207,0,0,207,35,141,31,0,0,0,0
"N00003759",140,140,1,0,118,18,73,27,21,17,4,0
"N00003760",121,121,0,0,120,15,39,66,1,1,0,0
"N00003761",136,136,1,0,135,65,69,1,0,0,0,0
"N00003762",160,160,2,0,158,152,5,1,0,0,0,0
"N00003763",156,156,0,0,156,140,16,0,0,0,0,0
"N00003764",178,178,3,0,175,161,13,1,0,0,0,0
"N00003765",134,134,0,0,134,132,2,0,0,0,0,0
"N00003766",145,145,0,0,144,95,46,3,1,1,0,0
"N00003767",145,145,0,0,144,139,5,0,1,1,0,0
"N00003768",216,216,0,0,173,107,54,12,43,40,2,1
"N00003769",132,132,0,0,121,49,32,40,11,9,1,1
"N00003770",182,182,0,0,142,13,46,83,40,37,2,1
"N00003771",188,188,0,0,188,51,112,25,0,0,0,0
"N00003772",113,113,0,0,65,8,10,47,48,46,1,1
"N00003773",142,142,0,0,134,36,32,66,8,4,3,1
"N00003774",122,122,0,0,121,47,65,9,1,1,0,0
"N00003775",192,192,0,0,189,148,35,6,3,3,0,0
"N00003776",140,140,0,0,140,27,49,64,0,0,0,0
"N00003777",111,111,0,0,109,11,19,79,2,2,0,0
"N00003778",167,167,1,0,139,11,39,89,27,19,8,0
"N00003779",137,137,0,0,116,14,40,62,21,21,0,0
"N00003780",117,117,0,0,117,17,96,4,0,0,0,0
"N00003781",135,135,0,0,135,54,59,22,0,0,0,0
"N00003782",193,193,0,0,193,66,121,6,0,0,0,0
"N00003783",140,140,0,0,133,20,44,69,7,7,0,0
"N00003784",152,152,0,0,152,111,34,7,0,0,0,0
"N00003785",163,163,1,0,161,158,3,0,1,0,1,0
"N00003786",159,159,0,0,157,53,102,2,2,0,2,0
"N00003787",135,135,1,0,133,95,37,1,1,1,0,0
"N00003788",155,155,0,0,130,16,87,27,25,23,2,0
"N00003789",140,140,3,0,137,130,6,1,0,0,0,0
"N00003790",139,139,0,0,139,18,118,3,0,0,0,0
"N00003791",251,251,0,0,251,149,95,7,0,0,0,0
"N00003792",122,122,0,0,122,14,67,41,0,0,0,0
"N00003793",202,202,0,0,202,190,9,3,0,0,0,0
"N00003794",144,144,0,0,144,59,81,4,0,0,0,0
"N00003795",146,146,2,0,144,131,12,1,0,0,0,0
"N00003796",199,199,2,0,195,181,10,4,2,1,1,0
"N00003797",177,177,0,0,177,64,102,11,0,0,0,0
"N00003798",169,169,0,0,167,38,113,16,2,1,0,1
"N00003799",126,126,0,0,124,35,85,4,2,1,1,0
"N00003800",153,153,0,0,153,88,64,1,0,0,0,0
"N00003801",174,174,0,0,150,77,44,29,24,19,1,4
"N00003802",107,107,0,0,106,45,60,1,1,1,0,0
"N00003803",145,145,0,0,136,69,48,19,9,8,1,0
"N00003804",140,140,2,0,138,124,9,5,0,0,0,0
"N00003805",117,117,1,0,112,51,49,12,4,4,0,0
"N00003806",169,169,0,0,131,29,55,47,38,32,3,3
"N00003807",128,128,0,0,127,23,37,67,1,0,0,1
"N00003808",143,143,0,0,130,23,24,83,13,10,0,3
"N00003809",147,147,0,0,141,76,56,9,6,5,1,0
"N00003810",109,109,0,0,82,7,29,46,27,25,1,1
"N00003811",141,141,0,0,140,107,18,15,1,1,0,0
"N00003812",127,127,0,0,125,55,56,14,2,2,0,0
"N00003813",127,127,0,0,125,84,33,8,2,2,0,0
"N00003814",151,151,0,0,148,71,68,9,3,1,1,1
"N00003815",227,227,0,0,220,50,124,46,7,6,1,0
"N00003816",143,143,0,0,142,27,99,16,1,0,1,0
"N00003817",149,149,2,0,147,113,28,6,0,0,0,0
"N00003818",156,156,4,0,150,110,38,2,2,1,1,0
"N00003819",135,135,3,0,131,109,19,3,1,0,1,0
"N00003820",179,179,2,0,177,155,19,3,0,0,0,0
"N00003821",139,139,1,0,137,88,40,9,1,0,1,0
"N00003822",167,167,4,0,161,150,11,0,2,1,1,0
"N00003823",190,190,0,0,190,140,41,9,0,0,0,0
"N00003824",226,226,6,0,216,179,25,12,4,3,1,0
"N00003825",325,325,0,0,323,104,184,35,2,1,1,0
"N00003826",201,201,0,0,201,176,22,3,0,0,0,0
"N00003827",311,311,4,0,307,288,16,3,0,0,0,0
"N00003828",139,139,1,0,138,122,14,2,0,0,0,0
"N00003829",150,150,2,0,147,132,10,5,1,0,1,0
"N00003830",166,166,1,0,164,128,31,5,1,0,0,1
"N00003831",125,125,0,0,120,48,26,46,5,1,1,3
"N00003832",183,183,1,0,182,126,49,7,0,0,0,0
"N00003833",193,193,0,0,192,23,91,78,1,1,0,0
"N00003834",157,157,0,0,143,24,87,32,14,14,0,0
"N00003835",243,243,0,0,187,105,36,46,56,49,2,5
"N00003836",147,147,0,0,109,64,32,13,38,37,1,0
"N00003837",113,113,0,0,111,18,86,7,2,2,0,0
"N00003838",179,179,0,0,121,27,65,29,58,56,2,0
"N00003839",132,132,0,0,125,98,21,6,7,6,0,1
"N00003840",152,152,0,0,150,115,20,15,2,1,1,0
"N00003841",114,114,0,0,111,18,64,29,3,3,0,0
"N00003842",165,165,0,0,123,113,7,3,42,42,0,0
"N00003843",130,130,0,0,78,14,22,42,52,40,11,1
"N00003844",182,182,0,0,155,143,11,1,27,21,4,2
"N00003845",121,121,1,0,120,45,35,40,0,0,0,0
"N00003846",294,294,0,0,227,17,109,101,67,65,2,0
"N00003847",114,114,0,0,106,22,38,46,8,8,0,0
"N00003848",138,138,0,0,138,20,48,70,0,0,0,0
"N00003849",181,181,0,0,181,139,40,2,0,0,0,0
"N00003850",143,143,0,0,143,93,45,5,0,0,0,0
"N00003851",149,149,2,0,147,133,13,1,0,0,0,0
"N00003852",141,141,0,0,137,36,70,31,4,4,0,0
"N00003853",167,167,0,0,167,112,52,3,0,0,0,0
"N00003854",137,137,0,0,136,124,10,2,1,1,0,0
"N00003855",150,150,0,0,149,106,43,0,1,1,0,0
"N00003856",159,159,0,0,159,119,40,0,0,0,0,0
"N00003857",169,169,0,0,163,122,29,12,6,2,0,4
"N00003858",159,159,0,0,155,128,26,1,4,1,3,0
"N00003859",179,179,0,0,178,24,137,17,1,1,0,0
"N00003860",360,360,1,0,357,175,148,34,2,1,1,0
"N00003861",169,169,2,0,167,137,24,6,0,0,0,0
"N00003862",136,136,2,0,134,109,24,1,0,0,0,0
"N00003863",117,117,0,0,81,4,14,63,36,30,5,1
"N00003864",130,130,0,0,127,14,27,86,3,2,1,0
"N00003865",100,100,0,0,98,19,17,62,2,0,1,1
"N00003866",147,147,0,0,145,14,27,104,2,0,2,0
"N00003867",276,276,0,0,260,63,147,50,16,15,1,0
"N00003868",142,142,0,0,127,7,38,82,15,15,0,0
"N00003869",445,445,0,0,370,99,139,132,75,62,12,1
"N00003870",117,117,0,0,93,4,21,68,24,22,2,0
"N00003871",239,239,0,0,239,172,61,6,0,0,0,0
"N00003872",129,129,0,0,94,12,5,77,35,30,2,3
"N00003873",413,413,0,0,363,73,119,171,50,48,2,0
"N00003874",173,173,1,0,172,148,21,3,0,0,0,0
"N00003875",140,140,0,0,138,42,69,27,2,2,0,0
"N00003876",167,167,2,0,164,154,8,2,1,0,1,0
"N00003877",129,129,0,0,127,64,41,22,2,0,2,0
"N00003878",142,142,0,0,142,133,8,1,0,0,0,0
"N00003879",147,147,3,0,144,139,5,0,0,0,0,0
"N00003880",173,173,2,0,171,51,87,33,0,0,0,0
"N00003881",149,149,0,0,148,129,17,2,1,1,0,0
"N00003882",125,125,0,0,121,22,98,1,4,4,0,0
"N00003883",299,299,0,0,250,121,117,12,49,49,0,0
"N00003884",289,289,0,0,230,49,155,26,59,55,4,0
"N00003885",119,119,0,0,119,3,113,3,0,0,0,0
"N00003886",117,117,0,0,117,9,76,32,0,0,0,0
"N00003887",254,254,0,0,159,50,22,87,95,95,0,0
"N00003888",98,98,0,0,97,50,36,11,1,1,0,0
"N00003889",157,157,0,0,116,47,41,28,41,40,1,0
"N00003890",127,127,0,0,101,15,65,21,26,25,1,0
"N00003891",136,136,0,0,133,3,42,88,3,3,0,0
"N00003892",123,123,0,0,112,3,21,88,11,10,1,0
"N00003893",116,116,0,0,112,0,31,81,4,2,2,0
"N00003894",122,122,0,0,113,6,57,50,9,5,1,3
"N00003895",124,124,0,0,121,2,35,84,3,3,0,0
"N00003896",381,381,0,0,274,72,65,137,107,105,1,1
"N00003897",103,103,0,0,89,13,19,57,14,14,0,0
"N00003898",127,127,0,0,126,83,41,2,1,1,0,0
"N00003899",131,131,0,0,131,92,37,2,0,0,0,0
"N00003900",132,132,0,0,95,9,54,32,37,37,0,0
"N00003901",116,116,0,0,115,25,13,77,1,1,0,0
"N00003902",130,130,0,0,128,91,23,14,2,2,0,0
"N00003903",211,211,0,0,210,160,45,5,1,1,0,0
"N00003904",202,202,0,0,184,117,39,28,18,16,2,0
"N00003905",153,153,0,0,113,6,25,82,40,39,1,0
"N00003906",111,111,0,0,104,3,27,74,7,6,0,1
"N00003907",136,136,0,0,94,17,59,18,42,40,1,1
"N00003908",110,110,0,0,62,4,12,46,48,48,0,0
"N00003909",144,144,0,0,122,16,11,95,22,20,1,1
"N00003910",113,113,0,0,102,11,19,72,11,11,0,0
"N00003911",507,507,0,0,489,180,205,104,18,15,1,2
"N00003912",188,188,0,0,173,126,32,15,15,15,0,0
"N00003913",121,121,0,0,97,9,42,46,24,23,1,0
"N00003914",130,130,0,0,128,14,110,4,2,2,0,0
"N00003915",122,122,0,0,121,6,8,107,1,1,0,0
"N00003916",129,129,0,0,129,23,103,3,0,0,0,0
"N00003917",112,112,0,0,112,36,16,60,0,0,0,0
"N00003918",121,121,0,0,113,5,5,103,8,8,0,0
"N00003919",122,122,0,0,122,48,66,8,0,0,0,0
"N00003920",118,118,0,0,117,24,92,1,1,1,0,0
"N00003921",121,121,0,0,121,29,89,3,0,0,0,0
"N00003922",123,123,0,0,122,14,104,4,1,1,0,0
"N00003923",119,119,0,0,119,11,107,1,0,0,0,0
"N00003924",127,127,0,0,119,31,40,48,8,8,0,0
"N00003925",114,114,0,0,113,17,88,8,1,1,0,0
"N00003926",109,109,0,0,108,63,43,2,1,1,0,0
"N00003927",111,111,0,0,110,44,64,2,1,1,0,0
"N00003928",204,204,0,0,149,36,106,7,55,54,1,0
"N00003929",113,113,0,0,87,24,60,3,26,23,3,0
"N00003930",137,137,0,0,129,75,46,8,8,8,0,0
"N00003931",123,123,0,0,100,6,8,86,23,23,0,0
"N00003932",150,150,3,0,130,76,27,27,17,17,0,0
"N00003933",314,314,0,0,298,208,53,37,16,16,0,0
"N00003934",116,116,0,0,115,104,9,2,1,0,1,0
"N00003935",136,136,0,0,135,107,14,14,1,1,0,0
"N00003936",358,358,0,0,343,174,126,43,15,15,0,0
"N00003937",124,124,0,0,123,114,7,2,1,1,0,0
"N00003938",113,113,1,0,111,73,17,21,1,1,0,0
"N00003939",140,140,0,0,138,123,14,1,2,2,0,0
"N00003940",128,128,2,0,126,108,8,10,0,0,0,0
"N00003941",138,138,0,0,138,129,9,0,0,0,0,0
"N00003942",158,158,0,0,158,128,18,12,0,0,0,0
"N00003943",284,284,0,0,263,49,120,94,21,18,1,2
"N00003944",131,131,0,0,131,33,96,2,0,0,0,0
"N00003945",122,122,0,0,122,10,110,2,0,0,0,0
"N00003946",156,156,0,0,155,58,91,6,1,1,0,0
"N00003947",232,232,0,0,229,76,130,23,3,3,0,0
"N00003948",123,123,0,0,123,30,92,1,0,0,0,0
"N00003949",120,120,0,0,118,11,105,2,2,2,0,0
"N00003950",113,113,0,0,111,20,78,13,2,2,0,0
"N00003951",109,109,0,0,109,17,82,10,0,0,0,0
"N00003952",114,114,0,0,114,78,34,2,0,0,0,0
"N00003953",111,111,0,0,111,44,66,1,0,0,0,0
"N00003954",116,116,0,0,114,75,26,13,2,2,0,0
"N00003955",114,114,0,0,114,10,103,1,0,0,0,0
"N00003956",117,117,0,0,117,16,101,0,0,0,0,0
"N00003957",108,108,0,0,82,10,18,54,26,24,2,0
"N00003958",240,240,0,0,190,15,28,147,50,49,1,0
