"Geography_Code","NM_1558_1_0","NM_1558_1_1","NM_1558_1_2","NM_1558_1_3","NM_1558_1_4","NM_1558_1_5","NM_1558_1_6","NM_1558_1_7"
"N00004354",132,3,0,1,80,5,2,41
"N00004355",148,0,7,0,106,4,1,30
"N00004356",115,0,1,1,87,7,0,19
"N00004357",520,0,2,2,420,9,2,85
"N00004358",123,0,0,0,79,9,1,34
"N00004359",364,2,8,19,283,7,6,39
"N00004360",211,1,1,5,147,7,1,49
"N00004361",272,3,0,14,177,29,2,47
"N00004362",262,1,2,0,198,2,0,59
"N00004363",148,2,0,0,93,9,3,41
"N00004364",135,0,2,0,92,3,2,36
"N00004365",185,0,1,0,135,6,4,39
"N00004366",123,0,0,1,91,9,1,21
"N00004367",267,1,1,2,182,11,3,67
"N00004368",155,1,0,0,97,4,2,51
"N00004369",129,1,1,0,71,17,2,37
"N00004370",190,4,0,1,116,6,4,59
"N00004371",144,2,0,1,90,5,2,44
"N00004372",140,2,1,0,77,6,2,52
"N00004373",154,0,0,0,92,4,4,54
"N00004374",150,1,0,1,78,8,1,61
"N00004375",338,3,1,3,209,34,2,86
"N00004376",145,1,0,0,85,9,1,49
"N00004377",156,3,0,1,99,5,3,45
"N00004378",119,1,0,32,54,7,1,24
"N00004379",117,1,1,3,73,6,0,33
"N00004380",121,0,2,0,79,4,0,36
"N00004381",129,1,9,0,77,1,0,41
"N00004382",176,0,4,6,139,8,0,19
"N00004383",138,1,4,12,84,9,0,28
"N00004384",116,2,0,0,84,4,0,26
"N00004385",98,0,0,2,65,3,2,26
"N00004386",139,1,0,1,77,4,3,53
"N00004387",134,0,0,2,89,5,1,37
"N00004388",144,1,0,1,93,5,1,43
"N00004389",145,1,0,1,88,7,0,48
"N00004390",143,1,0,0,76,5,3,58
"N00004391",157,1,3,0,104,2,1,46
"N00004392",136,2,2,0,85,20,2,25
"N00004393",143,1,2,2,103,8,0,27
"N00004394",106,3,9,1,63,13,1,16
"N00004395",122,1,0,3,75,21,2,20
"N00004396",156,0,4,2,104,5,2,39
"N00004397",145,2,1,3,89,5,0,45
"N00004398",173,0,0,2,87,11,3,70
"N00004399",178,2,1,1,118,1,0,55
"N00004400",168,2,1,1,104,5,2,53
"N00004401",268,0,31,3,169,5,2,58
"N00004402",423,0,10,1,310,12,1,89
"N00004403",119,0,0,0,83,1,0,35
"N00004404",293,1,1,4,224,9,1,53
"N00004405",283,0,0,17,208,8,5,45
"N00004406",169,0,1,2,138,0,2,26
"N00004407",120,0,0,0,80,5,2,33
"N00004408",125,0,0,0,89,2,2,32
"N00004409",145,0,0,0,110,1,0,34
"N00004410",255,0,0,0,181,6,5,63
"N00004411",171,1,0,0,112,5,1,52
"N00004412",162,0,7,0,106,10,0,39
"N00004413",121,1,1,3,90,5,1,20
"N00004414",79,0,0,1,65,0,0,13
"N00004415",447,0,0,4,384,10,3,46
"N00004416",242,0,2,2,193,4,1,40
"N00004417",166,1,2,2,103,4,2,52
"N00004418",170,6,1,0,108,4,3,48
"N00004419",153,0,0,0,106,5,1,41
"N00004420",168,1,2,0,104,1,4,56
"N00004421",141,0,0,0,89,6,2,44
"N00004422",156,0,2,0,79,13,3,59
"N00004423",136,0,0,0,81,8,1,46
"N00004424",143,1,0,1,80,14,1,46
"N00004425",161,0,0,0,99,10,3,49
"N00004426",150,3,0,0,82,11,1,53
"N00004427",145,0,0,4,95,3,2,41
"N00004428",134,6,1,1,82,8,3,33
"N00004429",158,0,0,1,100,7,4,46
"N00004430",152,0,0,1,88,7,1,55
"N00004431",157,0,2,1,102,8,2,42
"N00004432",97,2,0,22,56,2,1,14
"N00004433",262,1,1,0,192,7,3,58
"N00004434",210,0,8,5,138,8,3,48
"N00004435",138,0,1,1,101,3,2,30
"N00004436",124,1,1,0,94,4,2,22
"N00004437",118,0,0,0,93,6,2,17
"N00004438",157,0,1,0,91,7,0,58
"N00004439",176,0,0,1,91,11,3,70
"N00004440",146,0,0,2,92,6,5,41
"N00004441",173,6,0,0,97,9,1,60
"N00004442",162,2,0,0,100,6,4,50
"N00004443",185,2,0,0,126,5,1,51
"N00004444",131,2,0,3,77,15,0,34
"N00004445",140,2,0,0,93,6,0,39
"N00004446",176,0,1,1,128,3,0,43
"N00004447",148,1,0,4,94,9,0,40
"N00004448",171,1,0,0,107,6,1,56
"N00004449",160,0,0,0,100,7,1,52
"N00004450",146,1,1,0,93,3,0,48
"N00004451",193,2,0,0,111,10,2,68
"N00004452",129,0,1,3,108,1,1,15
"N00004453",125,0,0,0,107,2,0,16
"N00004454",120,0,1,2,100,6,1,10
"N00004455",124,0,0,0,107,1,1,15
"N00004456",128,1,0,4,105,2,0,16
"N00004457",125,0,0,0,97,3,0,25
"N00004458",128,0,0,3,88,2,0,35
"N00004459",334,2,6,11,233,7,8,67
"N00004460",118,0,0,0,84,5,1,28
"N00004461",161,0,0,0,123,4,0,34
"N00004462",143,0,0,0,119,1,1,22
"N00004463",159,1,2,1,88,10,0,57
"N00004464",146,2,0,1,98,5,0,40
"N00004465",154,2,2,0,100,3,2,45
"N00004466",151,0,0,1,110,5,0,35
"N00004467",141,1,1,1,77,9,1,51
"N00004468",160,0,1,1,73,3,4,78
"N00004469",138,0,0,0,94,3,0,41
"N00004470",132,1,0,0,101,3,0,27
"N00004471",144,3,0,0,73,11,0,57
"N00004472",244,2,0,1,129,15,1,96
"N00004473",111,2,0,1,62,9,1,36
"N00004474",410,1,2,14,333,9,6,45
"N00004475",130,0,2,0,113,0,3,12
"N00004476",119,0,2,0,103,4,3,7
"N00004477",127,0,0,0,110,3,0,14
"N00004478",193,1,1,0,134,6,0,51
"N00004479",175,0,0,1,106,6,1,61
"N00004480",169,0,0,1,111,3,3,51
"N00004481",199,1,0,2,134,8,2,52
"N00004482",131,0,0,0,98,6,1,26
"N00004483",143,0,0,1,105,9,1,27
"N00004484",220,0,1,0,143,6,1,69
"N00004485",143,0,0,0,89,7,0,47
"N00004486",152,0,1,1,114,1,2,33
"N00004487",143,0,0,1,93,9,2,38
"N00004488",143,1,0,0,81,9,0,52
"N00004489",133,2,1,0,77,9,1,43
"N00004490",185,0,0,1,112,3,2,67
"N00004491",147,2,0,1,113,4,1,26
"N00004492",129,3,1,4,90,3,0,28
"N00004493",153,0,0,0,91,5,3,54
"N00004494",137,1,0,2,107,6,0,21
"N00004495",130,0,0,10,103,1,1,15
"N00004496",331,0,5,4,222,6,1,93
"N00004497",177,1,0,13,123,7,0,33
"N00004498",539,1,10,1,435,6,1,85
"N00004499",111,0,2,23,68,1,1,16
"N00004500",104,1,2,22,60,2,0,17
"N00004501",138,2,0,1,64,16,1,54
"N00004502",106,1,1,1,55,11,1,36
"N00004503",123,0,1,3,68,4,3,44
"N00004504",115,1,0,0,76,12,2,24
"N00004505",134,1,2,0,72,12,0,47
"N00004506",129,1,0,2,74,3,1,48
"N00004507",123,0,0,0,102,5,0,16
"N00004508",260,0,1,5,188,11,2,53
"N00004509",112,0,0,2,72,3,0,35
"N00004510",128,1,0,0,102,6,0,19
"N00004511",100,1,0,3,73,5,1,17
"N00004512",145,0,0,0,99,9,1,36
"N00004513",148,1,1,0,99,2,2,43
"N00004514",204,2,1,2,126,9,5,59
"N00004515",132,2,0,0,82,3,0,45
"N00004516",137,0,0,0,78,7,1,51
"N00004517",132,2,0,0,77,5,1,47
"N00004518",126,1,0,0,95,3,1,26
"N00004519",118,0,0,1,104,0,1,12
"N00004520",366,0,0,2,286,5,4,69
"N00004521",133,0,0,1,115,2,1,14
"N00004522",115,0,4,1,84,0,1,25
"N00004523",129,0,0,2,87,3,0,37
"N00004524",111,0,0,1,100,0,0,10
"N00004525",139,0,1,1,96,3,0,38
"N00004526",142,4,1,2,86,2,1,46
"N00004527",125,1,0,1,78,13,1,31
"N00004528",147,2,0,0,71,11,3,60
"N00004529",106,4,0,0,57,5,1,39
"N00004530",133,1,0,2,79,7,2,42
"N00004531",151,0,0,0,98,10,0,43
"N00004532",138,0,2,1,101,1,0,33
"N00004533",116,0,0,4,94,1,0,17
"N00004534",410,1,0,2,320,1,4,82
"N00004535",319,0,0,3,250,5,1,60
"N00004536",124,0,0,0,106,1,3,14
"N00004537",121,0,1,3,93,3,1,20
