"Geography_Code","NM_1558_1_0","NM_1558_1_1","NM_1558_1_2","NM_1558_1_3","NM_1558_1_4","NM_1558_1_5","NM_1558_1_6","NM_1558_1_7"
"N00000633",126,0,1,0,84,1,1,39
"N00000634",166,0,1,1,115,6,1,42
"N00000635",153,8,0,0,102,3,0,40
"N00000636",143,4,0,0,89,7,0,43
"N00000637",305,1,2,0,249,8,2,43
"N00000638",136,0,2,1,89,2,0,42
"N00000639",143,0,2,0,112,1,0,28
"N00000640",132,0,2,1,103,5,0,21
"N00000641",129,0,0,2,112,1,0,14
"N00000642",145,1,1,0,103,1,0,39
"N00000643",148,0,0,0,96,5,1,46
"N00000644",184,2,0,0,136,5,1,40
"N00000645",136,0,1,1,88,3,0,43
"N00000646",124,0,2,0,90,1,1,30
"N00000647",300,2,1,4,228,8,1,56
"N00000648",129,2,1,0,93,3,1,29
"N00000649",132,3,0,0,80,6,1,42
"N00000650",229,1,1,1,181,5,1,39
"N00000651",122,0,1,13,82,21,0,5
"N00000652",200,0,0,1,159,1,1,38
"N00000653",116,0,1,0,77,1,1,36
"N00000654",114,1,29,1,58,4,1,20
"N00000655",141,1,5,1,106,0,0,28
"N00000656",115,0,1,15,83,4,1,11
"N00000657",318,0,5,2,228,9,1,73
"N00000658",123,1,2,0,70,4,2,44
"N00000659",142,0,0,0,95,6,2,39
"N00000660",153,0,3,0,124,4,1,21
"N00000661",141,1,0,3,89,7,0,41
"N00000662",140,1,0,1,99,2,1,36
"N00000663",148,2,1,0,100,5,0,40
"N00000664",148,2,7,0,99,9,0,31
"N00000665",145,0,0,1,109,1,3,31
"N00000666",132,0,0,0,81,6,2,43
"N00000667",137,2,0,0,97,3,2,33
"N00000668",127,0,2,1,99,1,1,23
"N00000669",151,0,0,0,115,2,0,34
"N00000670",126,2,0,7,81,3,2,31
"N00000671",130,0,1,4,101,0,1,23
"N00000672",131,0,2,1,98,0,1,29
"N00000673",353,0,12,8,255,14,1,63
"N00000674",130,0,1,0,102,0,0,27
"N00000675",144,0,0,0,118,1,0,25
"N00000676",294,1,24,12,208,1,0,48
"N00000677",143,0,12,17,72,6,3,33
"N00000678",161,1,0,0,103,11,0,46
"N00000679",167,0,1,1,107,12,0,46
"N00000680",139,0,0,0,109,2,0,28
"N00000681",138,1,2,0,84,6,0,45
"N00000682",143,1,2,0,95,8,0,37
"N00000683",132,0,0,0,88,13,1,30
"N00000684",202,0,0,1,154,4,2,41
"N00000685",121,0,0,0,100,2,0,19
"N00000686",148,2,1,2,95,4,0,44
"N00000687",135,2,1,2,90,5,1,34
"N00000688",132,1,2,0,77,8,1,43
"N00000689",136,0,1,0,95,5,1,34
"N00000690",119,0,8,0,90,1,2,18
"N00000691",129,0,55,3,55,2,0,14
"N00000692",129,0,43,0,63,10,0,13
"N00000693",125,1,20,5,72,3,1,23
"N00000694",356,1,63,5,249,2,2,34
"N00000695",201,0,1,3,159,1,0,37
"N00000696",114,0,10,50,38,2,0,14
"N00000697",149,2,5,3,123,2,0,14
"N00000698",187,1,14,3,135,5,1,28
"N00000699",148,0,8,7,112,5,1,15
"N00000700",120,2,6,20,75,3,1,13
"N00000701",94,0,0,0,66,8,1,19
"N00000702",311,0,29,0,227,5,1,49
"N00000703",131,0,3,0,88,8,0,32
"N00000704",238,3,4,2,169,13,2,45
"N00000705",242,0,0,0,189,6,0,47
"N00000706",154,1,0,0,105,7,1,40
"N00000707",132,0,0,1,102,5,0,24
"N00000708",155,2,0,1,88,7,2,55
"N00000709",165,2,2,0,118,4,0,39
"N00000710",117,0,2,0,68,3,0,44
"N00000711",195,0,2,1,146,0,0,46
"N00000712",134,0,0,0,90,5,1,38
"N00000713",135,0,2,1,89,3,0,40
"N00000714",128,0,1,1,79,10,1,36
"N00000715",254,0,2,0,185,3,0,64
"N00000716",328,0,10,1,242,1,3,71
"N00000717",199,0,0,2,164,3,0,30
"N00000718",719,1,31,10,571,9,3,94
"N00000719",86,0,2,0,68,0,0,16
"N00000720",154,1,1,0,124,0,1,27
"N00000721",154,0,0,0,106,5,2,41
"N00000722",162,0,1,1,103,8,2,47
"N00000723",145,2,4,0,94,3,2,40
"N00000724",160,0,0,0,108,8,2,42
"N00000725",165,1,1,0,119,8,2,34
"N00000726",137,0,1,0,87,2,3,44
"N00000727",124,0,13,2,91,2,0,16
"N00000728",187,1,1,1,161,0,2,21
"N00000729",121,0,0,0,78,3,0,40
"N00000730",121,0,0,0,93,3,0,25
"N00000731",123,0,2,6,91,2,0,22
"N00000732",239,0,7,2,189,1,0,40
"N00000733",112,0,1,2,78,1,0,30
"N00000734",142,0,16,3,90,0,1,32
"N00000735",143,2,1,0,99,4,2,35
"N00000736",137,1,1,1,101,2,2,29
"N00000737",124,0,2,0,92,2,0,28
"N00000738",138,0,2,0,87,9,2,38
"N00000739",143,0,0,0,91,5,0,47
"N00000740",177,1,0,0,125,5,3,43
"N00000741",140,1,1,1,107,4,0,26
"N00000742",120,0,0,1,86,7,0,26
"N00000743",116,0,2,2,93,3,1,15
"N00000744",123,0,0,1,96,5,1,20
"N00000745",184,0,3,2,146,4,0,29
"N00000746",263,5,3,27,172,25,0,31
"N00000747",173,1,3,8,118,8,2,33
"N00000748",173,0,2,11,141,1,0,18
"N00000749",140,0,1,0,103,5,0,31
"N00000750",146,1,12,3,93,8,2,27
"N00000751",198,0,0,6,147,5,4,36
"N00000752",163,0,0,2,136,1,1,23
"N00000753",138,2,0,1,92,7,2,34
"N00000754",162,0,0,6,132,1,1,22
"N00000755",125,0,0,0,111,2,1,11
"N00000756",153,1,1,2,112,8,2,27
"N00000757",142,0,0,0,116,1,0,25
"N00000758",185,0,64,1,81,13,0,26
"N00000759",102,2,1,0,87,0,0,12
"N00000760",132,0,11,1,102,5,0,13
"N00000761",178,0,20,2,141,3,0,12
"N00000762",133,2,28,24,70,1,0,8
"N00000763",166,0,27,2,107,4,0,26
"N00000764",93,0,1,0,66,0,0,26
"N00000765",165,0,8,4,147,1,0,5
"N00000766",387,3,66,25,250,5,1,37
"N00000767",108,0,10,0,75,2,0,21
"N00000768",120,4,12,2,66,7,2,27
"N00000769",137,0,1,2,109,0,1,24
"N00000770",117,0,1,0,96,1,2,17
"N00000771",124,0,25,6,71,2,0,20
"N00000772",157,0,1,1,102,8,0,45
"N00000773",154,1,1,2,117,9,0,24
"N00000774",430,5,2,18,297,15,5,88
"N00000775",123,0,12,11,70,8,1,21
"N00000776",136,0,3,2,107,16,0,8
"N00000777",323,8,2,2,210,12,1,88
"N00000778",142,6,1,2,92,11,1,29
"N00000779",204,5,1,1,147,10,0,40
"N00000780",181,2,0,0,128,7,2,42
"N00000781",204,0,2,2,159,4,1,36
"N00000782",162,0,0,1,94,8,3,56
"N00000783",195,2,0,0,137,11,2,43
"N00000784",145,1,0,4,95,5,5,35
"N00000785",118,0,0,1,78,6,0,33
"N00000786",129,0,2,0,101,2,2,22
"N00000787",144,0,2,0,97,4,2,39
"N00000788",142,1,1,0,103,2,3,32
"N00000789",403,0,2,4,319,9,6,63
"N00000790",193,2,3,2,143,8,0,35
"N00000791",146,1,2,2,106,4,2,29
"N00000792",130,1,0,1,94,7,0,27
"N00000793",146,2,2,2,99,5,1,35
"N00000794",154,0,1,0,106,8,1,38
"N00000795",170,4,1,1,117,2,2,43
"N00000796",141,1,0,2,111,4,0,23
"N00000797",144,1,0,1,105,4,0,33
"N00000798",175,2,0,0,125,1,0,47
"N00000799",193,2,2,2,136,14,0,37
"N00000800",145,0,0,0,100,2,1,42
"N00000801",176,1,3,1,123,5,1,42
"N00000802",114,2,1,2,66,6,0,37
"N00000803",140,1,0,1,94,4,1,39
"N00000804",153,2,0,0,110,3,2,36
"N00000805",134,1,0,0,92,8,1,32
"N00000806",143,0,1,1,115,9,1,16
"N00000807",187,0,2,1,132,4,0,48
"N00000808",119,2,0,22,64,12,0,19
"N00000809",204,3,10,3,153,4,1,30
"N00000810",151,1,3,0,113,6,0,28
"N00000811",148,2,0,2,100,16,3,25
"N00000812",121,0,1,0,97,8,0,15
"N00000813",191,3,2,8,142,7,0,29
"N00000814",118,0,0,1,95,4,1,17
"N00000815",159,1,2,0,128,6,1,21
"N00000816",232,3,41,6,137,16,3,26
"N00000817",104,0,0,0,85,2,0,17
"N00000818",123,0,2,2,90,6,1,22
"N00000819",132,0,2,8,112,1,0,9
"N00000820",179,1,14,9,127,10,1,17
"N00000821",129,0,0,18,83,8,0,20
"N00000822",127,0,21,21,70,2,5,8
"N00000823",146,0,0,1,122,4,2,17
"N00000824",144,0,2,20,86,5,1,30
"N00000825",136,0,50,0,85,0,0,1
"N00000826",115,1,37,1,73,0,1,2
"N00000827",121,0,40,0,74,0,1,6
"N00000828",104,0,40,3,57,0,0,4
"N00000829",131,0,52,3,68,1,1,6
"N00000830",132,1,41,33,56,0,1,0
"N00000831",134,0,60,3,70,0,1,0
"N00000832",122,1,58,3,54,0,0,6
"N00000833",120,2,50,7,56,2,1,2
"N00000834",136,1,55,0,76,1,1,2
"N00000835",112,0,52,1,49,2,1,7
"N00000836",126,0,47,1,74,1,0,3
"N00000837",122,0,37,3,75,0,1,6
"N00000838",119,0,45,11,57,1,1,4
"N00000839",156,0,79,0,66,1,0,10
"N00000840",118,0,34,2,79,1,0,2
"N00000841",123,5,102,0,13,1,0,2
"N00000842",209,1,171,0,29,3,0,5
"N00000843",107,1,56,1,39,1,0,9
"N00000844",98,4,56,1,34,0,0,3
"N00000845",98,2,56,0,39,0,1,0
"N00000846",114,1,55,0,57,1,0,0
"N00000847",367,4,255,2,90,2,0,14
"N00000848",112,1,60,0,48,1,0,2
"N00000849",144,4,91,1,46,1,0,1
"N00000850",121,3,61,3,52,1,0,1
"N00000851",115,2,71,2,33,1,0,6
"N00000852",543,1,390,59,66,5,9,13
"N00000853",108,0,88,1,16,0,0,3
"N00000854",309,0,271,2,30,0,1,5
"N00000855",104,0,37,13,53,0,0,1
"N00000856",90,0,30,4,48,1,0,7
"N00000857",157,1,74,6,71,0,0,5
"N00000858",131,2,48,4,69,4,0,4
"N00000859",138,1,28,0,103,1,0,5
"N00000860",151,1,71,10,63,0,0,6
"N00000861",124,0,37,4,72,5,0,6
"N00000862",388,1,140,42,187,1,0,17
"N00000863",128,1,42,4,74,0,1,6
"N00000864",125,0,41,8,65,0,1,10
"N00000865",126,3,54,1,54,2,0,12
"N00000866",164,0,88,9,59,1,1,6
"N00000867",159,0,90,5,59,1,0,4
"N00000868",130,0,47,0,71,4,0,8
"N00000869",106,0,69,16,19,2,0,0
"N00000870",157,0,74,4,70,1,0,8
"N00000871",155,0,72,18,61,2,0,2
"N00000872",134,3,45,35,48,1,1,1
"N00000873",132,1,68,3,60,0,0,0
"N00000874",268,1,143,51,66,1,1,5
"N00000875",124,0,45,0,75,1,0,3
"N00000876",119,0,82,11,22,1,3,0
"N00000877",158,1,124,1,25,0,0,7
"N00000878",119,0,67,4,43,1,0,4
"N00000879",398,1,266,2,123,0,1,5
"N00000880",123,0,82,0,37,0,0,4
"N00000881",148,1,77,9,55,1,2,3
"N00000882",139,0,74,6,52,5,0,2
"N00000883",133,0,76,4,51,1,0,1
"N00000884",113,0,66,1,40,1,0,5
"N00000885",323,2,202,5,96,9,0,9
"N00000886",128,2,69,3,51,2,0,1
"N00000887",133,1,59,5,65,1,0,2
"N00000888",143,1,67,2,63,4,0,6
"N00000889",110,1,49,5,43,0,0,12
"N00000890",150,4,77,5,57,1,1,5
"N00000891",181,0,118,4,52,2,1,4
"N00000892",137,2,38,2,89,2,1,3
"N00000893",135,0,50,8,61,1,0,15
"N00000894",141,0,61,0,75,1,0,4
"N00000895",121,2,69,0,43,2,0,5
"N00000896",139,1,53,4,74,0,0,7
"N00000897",137,1,56,1,69,1,0,9
"N00000898",138,4,56,1,68,2,0,7
"N00000899",158,3,60,37,52,0,0,6
"N00000900",109,0,81,1,24,1,0,2
"N00000901",140,1,73,2,58,5,0,1
"N00000902",143,0,64,2,70,2,0,5
"N00000903",94,0,84,0,5,1,1,3
"N00000904",219,1,145,11,57,1,0,4
"N00000905",144,0,88,1,48,6,0,1
"N00000906",105,0,33,1,70,1,0,0
"N00000907",129,0,100,3,24,1,0,1
"N00000908",146,0,68,6,65,4,2,1
"N00000909",81,0,33,1,44,2,0,1
"N00000910",129,0,52,5,70,1,0,1
"N00000911",109,0,72,5,31,0,0,1
"N00000912",95,0,68,1,22,2,0,2
"N00000913",127,0,90,2,32,0,0,3
"N00000914",123,1,45,1,75,1,0,0
"N00000915",116,1,29,2,79,4,1,0
"N00000916",122,1,36,1,77,4,0,3
"N00000917",116,2,40,1,66,4,0,3
"N00000918",121,1,34,0,80,3,0,3
"N00000919",108,0,28,2,71,4,0,3
"N00000920",79,1,47,10,20,1,0,0
"N00000921",209,0,80,2,114,1,1,11
"N00000922",127,1,55,1,65,3,0,2
"N00000923",114,0,37,1,74,1,0,1
"N00000924",106,1,36,5,59,0,1,4
"N00000925",119,1,67,1,42,2,1,5
"N00000926",121,1,49,3,65,3,0,0
"N00000927",202,1,55,14,97,0,29,6
"N00000928",149,1,57,1,78,0,2,10
"N00000929",155,0,74,3,70,1,1,6
"N00000930",169,1,79,3,80,2,1,3
"N00000931",246,0,116,1,120,0,1,8
"N00000932",174,1,109,2,51,4,1,6
"N00000933",134,0,63,0,69,0,0,2
"N00000934",119,0,49,4,62,0,0,4
"N00000935",115,3,53,5,53,0,0,1
"N00000936",183,1,18,4,157,1,1,1
"N00000937",174,2,77,2,92,1,0,0
"N00000938",116,0,21,4,85,2,1,3
"N00000939",90,1,38,1,47,2,0,1
"N00000940",122,4,75,0,41,1,0,1
"N00000941",131,0,55,2,63,0,0,11
"N00000942",122,1,24,1,86,2,0,8
"N00000943",105,0,26,2,69,2,1,5
"N00000944",91,0,59,2,29,1,0,0
"N00000945",105,0,41,1,55,3,0,5
"N00000946",207,2,125,1,61,4,2,12
"N00000947",117,1,53,13,47,2,1,0
"N00000948",108,0,38,1,66,2,0,1
"N00000949",134,0,70,4,60,0,0,0
"N00000950",138,0,72,2,59,0,0,5
"N00000951",106,0,39,0,64,3,0,0
"N00000952",176,0,125,3,41,4,0,3
"N00000953",117,2,48,1,58,2,0,6
"N00000954",121,1,85,10,21,1,0,3
"N00000955",158,0,74,3,75,2,0,4
"N00000956",215,0,125,2,80,1,1,6
"N00000957",192,0,105,1,79,1,0,6
"N00000958",132,1,36,17,74,0,1,3
"N00000959",204,4,51,26,114,1,1,7
"N00000960",192,1,87,1,99,1,0,3
"N00000961",124,0,29,3,82,2,0,8
"N00000962",159,0,85,3,69,1,0,1
"N00000963",115,1,25,1,83,0,0,5
"N00000964",129,2,20,5,97,0,2,3
"N00000965",120,1,42,2,71,2,0,2
"N00000966",148,0,43,10,85,2,1,7
"N00000967",137,0,44,5,84,0,0,4
"N00000968",103,0,8,1,88,0,1,5
"N00000969",92,0,36,15,36,0,0,5
"N00000970",243,1,158,4,65,6,3,6
"N00000971",120,0,55,3,57,2,0,3
"N00000972",129,0,80,6,39,0,4,0
"N00000973",145,1,62,17,55,0,1,9
"N00000974",120,0,57,0,54,4,0,5
"N00000975",125,1,74,3,43,2,0,2
"N00000976",74,1,33,4,32,1,0,3
"N00000977",145,3,70,5,55,4,0,8
"N00000978",134,2,83,0,43,1,0,5
"N00000979",126,0,72,5,37,5,0,7
"N00000980",128,0,36,7,72,8,2,3
"N00000981",108,4,38,15,41,7,2,1
"N00000982",126,6,50,13,54,2,0,1
"N00000983",162,1,85,5,69,0,0,2
"N00000984",160,2,70,5,76,2,0,5
"N00000985",126,0,66,12,43,0,2,3
"N00000986",112,1,79,4,24,1,0,3
"N00000987",152,1,96,7,47,0,0,1
"N00000988",74,2,26,3,34,1,1,7
"N00000989",124,0,74,5,42,3,0,0
"N00000990",141,0,81,2,53,2,0,3
"N00000991",141,0,74,34,32,1,0,0
"N00000992",265,3,97,4,150,5,0,6
"N00000993",111,1,35,3,65,5,0,2
"N00000994",470,5,290,28,136,2,2,7
"N00000995",97,0,32,2,61,0,1,1
"N00000996",123,2,45,1,67,2,0,6
"N00000997",103,0,44,9,45,0,0,5
"N00000998",127,5,52,0,63,1,0,6
"N00000999",122,0,51,1,66,2,0,2
"N00001000",129,0,39,0,81,1,0,8
"N00001001",139,2,64,3,62,2,0,6
"N00001002",431,7,182,20,208,6,1,7
"N00001003",113,0,41,4,64,3,1,0
"N00001004",143,1,69,3,64,1,0,5
"N00001005",172,3,96,10,51,4,3,5
"N00001006",148,2,110,5,25,1,0,5
"N00001007",242,6,162,30,38,0,1,5
"N00001008",85,2,58,1,21,0,0,3
"N00001009",83,0,60,13,8,0,0,2
"N00001010",124,2,81,4,29,1,0,7
"N00001011",126,0,81,3,38,0,0,4
"N00001012",128,5,62,15,43,1,0,2
"N00001013",98,0,59,0,36,0,0,3
"N00001014",107,4,37,28,37,0,0,1
"N00001015",144,4,65,15,59,0,0,1
"N00001016",100,0,67,6,21,0,0,6
"N00001017",118,2,78,2,29,1,0,6
"N00001018",115,1,81,2,22,0,0,9
"N00001019",76,0,47,3,23,0,0,3
"N00001020",94,2,72,2,12,0,2,4
"N00001021",83,1,63,10,6,0,1,2
"N00001022",272,2,133,98,27,0,5,7
"N00001023",94,5,74,8,6,0,0,1
"N00001024",149,1,113,17,13,0,0,5
"N00001025",101,3,68,10,17,0,1,2
"N00001026",103,1,66,17,16,2,0,1
"N00001027",158,2,115,3,33,0,0,5
"N00001028",118,0,89,5,17,0,4,3
"N00001029",241,1,165,4,55,3,0,13
"N00001030",177,1,124,9,32,4,0,7
"N00001031",145,1,90,0,50,1,0,3
"N00001032",106,0,56,3,41,2,1,3
"N00001033",110,2,4,95,1,0,7,1
"N00001034",143,0,42,0,90,2,1,8
"N00001035",112,0,78,3,26,5,0,0
"N00001036",193,6,77,51,50,2,1,6
"N00001037",136,0,50,5,77,1,0,3
"N00001038",271,1,120,2,130,2,0,16
"N00001039",141,1,70,15,45,2,0,8
"N00001040",117,2,56,1,53,1,0,4
"N00001041",108,0,42,28,32,0,3,3
"N00001042",295,2,167,19,97,3,1,6
"N00001043",116,4,45,26,37,1,1,2
"N00001044",152,1,90,0,54,4,0,3
"N00001045",116,0,44,3,64,3,0,2
"N00001046",113,0,32,0,77,0,0,4
"N00001047",127,1,55,0,68,0,0,3
"N00001048",128,0,44,2,68,1,0,13
"N00001049",125,1,32,0,83,3,1,5
"N00001050",125,0,44,1,74,0,0,6
"N00001051",117,0,56,0,54,2,0,5
"N00001052",100,2,69,0,25,0,1,3
"N00001053",125,0,47,1,71,0,0,6
"N00001054",120,0,52,1,58,1,0,8
"N00001055",120,0,32,1,76,0,0,11
"N00001056",127,0,38,8,72,1,0,8
"N00001057",129,0,33,3,85,2,0,6
"N00001058",134,0,45,3,76,1,0,9
"N00001059",121,1,50,1,65,1,0,3
"N00001060",106,0,27,0,75,0,0,4
"N00001061",102,0,41,1,53,0,0,7
"N00001062",113,0,50,0,56,0,1,6
"N00001063",123,0,37,2,77,0,1,6
"N00001064",272,2,129,19,111,0,0,11
"N00001065",126,1,42,2,74,1,0,6
"N00001066",121,0,30,3,87,0,0,1
"N00001067",133,0,30,16,82,2,1,2
"N00001068",154,2,90,19,36,0,0,7
"N00001069",133,0,46,1,79,0,0,7
"N00001070",212,1,66,13,122,2,0,8
"N00001071",137,2,60,4,69,0,0,2
"N00001072",143,0,25,29,80,1,0,8
"N00001073",127,0,55,34,33,0,1,4
"N00001074",109,0,21,1,75,1,0,11
"N00001075",131,2,57,2,61,3,0,6
"N00001076",139,0,48,7,75,3,0,6
"N00001077",131,0,31,70,26,1,0,3
"N00001078",138,1,46,8,75,2,0,6
"N00001079",369,3,209,37,110,2,1,7
"N00001080",149,0,69,2,69,1,0,8
"N00001081",168,1,106,2,47,3,0,9
"N00001082",180,4,89,8,53,3,1,22
"N00001083",162,2,93,9,54,0,0,4
"N00001084",177,0,124,9,35,0,1,8
"N00001085",438,5,215,9,179,1,5,24
"N00001086",131,1,48,0,69,2,0,11
"N00001087",107,2,54,1,45,0,0,5
"N00001088",107,0,36,7,56,1,0,7
"N00001089",136,0,83,1,42,5,0,5
"N00001090",106,0,73,0,27,1,0,5
"N00001091",130,0,61,1,59,2,0,7
"N00001092",146,4,81,1,57,2,0,1
"N00001093",232,0,187,2,36,1,0,6
"N00001094",117,1,82,3,28,3,0,0
"N00001095",145,0,58,3,80,0,0,4
"N00001096",128,0,53,1,69,1,0,4
"N00001097",121,0,58,0,63,0,0,0
"N00001098",135,0,43,24,52,1,4,11
"N00001099",125,0,39,2,76,3,0,5
"N00001100",114,1,32,2,78,0,0,1
"N00001101",120,0,49,1,67,0,0,3
"N00001102",265,1,171,18,66,2,2,5
"N00001103",100,2,69,0,26,1,0,2
"N00001104",130,0,54,3,67,0,0,6
"N00001105",129,0,70,7,48,1,2,1
"N00001106",129,0,74,2,48,2,0,3
"N00001107",142,0,89,3,45,2,1,2
"N00001108",104,0,43,1,55,0,0,5
"N00001109",145,1,102,0,40,0,0,2
"N00001110",146,2,104,1,35,4,0,0
"N00001111",277,1,156,3,111,0,0,6
"N00001112",130,2,92,2,30,2,1,1
"N00001113",600,0,437,9,134,12,3,5
"N00001114",134,0,60,2,67,3,0,2
"N00001115",108,0,50,5,50,0,0,3
"N00001116",228,6,154,4,57,5,2,0
"N00001117",367,1,127,36,183,10,3,7
"N00001118",121,4,35,2,73,5,0,2
"N00001119",98,2,55,5,21,10,0,5
"N00001120",122,0,73,2,39,5,1,2
"N00001121",124,0,68,2,45,4,3,2
"N00001122",124,3,61,22,22,10,3,3
"N00001123",105,1,26,18,54,4,1,1
"N00001124",245,0,187,5,34,10,1,8
"N00001125",169,0,114,12,34,3,4,2
"N00001126",115,0,90,1,17,6,0,1
"N00001127",315,0,272,0,28,6,2,7
"N00001128",129,0,97,3,9,16,2,2
"N00001129",205,0,141,14,46,1,2,1
"N00001130",88,1,44,16,17,3,1,6
"N00001131",510,8,356,91,31,3,6,15
"N00001132",125,0,88,2,18,12,1,4
"N00001133",316,2,269,6,30,0,3,6
"N00001134",109,1,32,3,71,0,0,2
"N00001135",94,0,73,2,11,0,1,7
"N00001136",151,1,64,33,37,12,2,2
"N00001137",135,0,108,1,10,6,1,9
"N00001138",114,0,75,16,13,3,4,3
"N00001139",210,0,149,8,43,2,0,8
"N00001140",137,0,99,1,31,0,0,6
"N00001141",92,1,33,2,46,7,0,3
"N00001142",109,0,51,17,36,3,2,0
"N00001143",60,1,51,0,7,1,0,0
"N00001144",109,0,80,5,12,7,1,4
"N00001145",137,1,96,0,33,4,0,3
"N00001146",133,2,99,0,25,4,0,3
"N00001147",127,1,73,10,41,2,0,0
"N00001148",112,1,81,3,24,0,0,3
"N00001149",130,0,106,1,18,2,0,3
"N00001150",123,0,87,2,26,2,2,4
"N00001151",154,0,119,3,29,1,0,2
"N00001152",148,0,102,2,39,3,1,1
"N00001153",136,0,100,1,31,2,0,2
"N00001154",114,0,74,2,35,2,0,1
"N00001155",324,0,220,35,56,3,4,6
"N00001156",624,7,307,101,162,13,23,11
"N00001157",113,0,43,0,64,0,1,5
"N00001158",112,0,45,1,65,0,0,1
"N00001159",136,2,35,0,93,0,0,6
"N00001160",171,1,77,3,81,2,6,1
"N00001161",117,3,49,1,62,0,0,2
"N00001162",84,0,37,2,41,1,0,3
"N00001163",185,0,124,8,42,1,3,7
"N00001164",120,1,33,3,78,0,0,5
"N00001165",129,0,29,0,97,0,1,2
"N00001166",255,0,89,0,152,4,1,9
"N00001167",125,0,34,1,82,1,1,6
"N00001168",126,0,64,0,56,3,0,3
"N00001169",119,0,35,0,77,0,0,7
"N00001170",128,1,30,0,88,3,0,6
"N00001171",179,1,81,0,93,0,0,4
"N00001172",109,0,30,7,65,1,0,6
"N00001173",109,0,19,2,86,0,0,2
"N00001174",117,0,30,0,83,0,0,4
"N00001175",113,0,23,0,84,0,0,6
"N00001176",111,1,19,1,85,1,0,4
"N00001177",116,1,21,2,89,1,0,2
"N00001178",146,2,50,1,86,2,0,5
"N00001179",112,2,32,2,66,2,0,8
"N00001180",97,0,31,45,14,1,0,6
"N00001181",112,1,41,6,61,0,1,2
"N00001182",112,0,23,0,83,0,0,6
"N00001183",202,2,81,13,95,0,0,11
"N00001184",112,3,27,4,74,1,0,3
"N00001185",130,0,20,14,88,2,0,6
"N00001186",110,0,20,1,85,1,0,3
"N00001187",122,0,39,6,72,0,0,5
"N00001188",356,0,165,6,168,0,0,17
"N00001189",116,0,38,0,70,1,0,7
"N00001190",140,0,48,0,86,2,1,3
"N00001191",120,1,35,1,75,3,0,5
"N00001192",118,0,34,2,76,1,0,5
"N00001193",117,2,37,1,67,1,1,8
"N00001194",116,0,31,2,78,4,0,1
"N00001195",95,6,31,14,33,7,3,1
"N00001196",146,0,35,3,103,5,0,0
"N00001197",129,3,50,3,62,4,1,6
"N00001198",140,2,70,0,60,1,0,7
"N00001199",101,0,27,7,67,0,0,0
"N00001200",139,0,85,0,53,0,0,1
"N00001201",112,0,53,2,51,0,0,6
"N00001202",116,0,74,1,39,2,0,0
"N00001203",120,0,76,3,38,0,0,3
"N00001204",393,1,166,33,174,0,3,16
"N00001205",239,0,127,9,101,0,0,2
"N00001206",102,0,54,4,40,0,0,4
"N00001207",125,0,23,1,100,0,0,1
"N00001208",121,0,46,1,69,1,0,4
"N00001209",114,0,45,3,61,2,0,3
"N00001210",126,0,39,1,83,2,0,1
"N00001211",128,1,53,4,68,1,0,1
"N00001212",127,0,42,0,78,2,0,5
"N00001213",130,0,75,9,40,3,0,3
"N00001214",116,0,56,4,56,0,0,0
"N00001215",104,0,54,2,48,0,0,0
"N00001216",133,0,53,3,71,0,1,5
"N00001217",160,1,88,10,54,1,2,4
"N00001218",104,0,23,1,78,1,0,1
"N00001219",136,1,58,3,69,4,0,1
"N00001220",110,0,53,1,51,3,1,1
"N00001221",124,0,51,28,38,1,1,5
"N00001222",88,0,42,3,39,4,0,0
"N00001223",126,0,29,2,91,2,0,2
"N00001224",124,0,38,3,79,4,0,0
"N00001225",127,0,66,3,52,4,0,2
"N00001226",116,1,42,0,69,2,0,2
"N00001227",110,0,26,1,78,2,0,3
"N00001228",89,0,32,5,45,3,0,4
"N00001229",119,1,43,3,66,1,1,4
"N00001230",121,0,39,0,75,1,1,5
"N00001231",130,0,26,4,88,3,0,9
"N00001232",99,0,13,0,84,0,0,2
"N00001233",122,0,10,1,109,0,0,2
"N00001234",136,0,16,33,77,2,3,5
"N00001235",353,1,155,1,176,3,0,17
"N00001236",131,0,34,8,84,1,0,4
"N00001237",123,1,39,11,67,1,2,2
"N00001238",110,1,35,6,59,3,0,6
"N00001239",117,0,29,1,82,0,0,5
"N00001240",500,4,173,143,153,7,14,6
"N00001241",133,0,41,3,84,2,2,1
"N00001242",122,0,49,3,64,0,2,4
"N00001243",123,0,27,17,72,2,2,3
"N00001244",133,0,20,42,64,0,6,1
"N00001245",135,0,30,22,76,1,6,0
"N00001246",261,0,135,5,116,1,0,4
"N00001247",115,0,68,5,36,0,0,6
"N00001248",146,0,88,1,54,1,0,2
"N00001249",152,1,29,4,111,1,0,6
"N00001250",165,0,70,1,92,0,0,2
"N00001251",122,0,67,0,50,2,0,3
"N00001252",131,0,63,1,58,4,0,5
"N00001253",115,3,47,31,32,1,1,0
"N00001254",113,1,42,0,66,0,0,4
"N00001255",123,0,46,0,73,1,0,3
"N00001256",108,0,20,0,82,0,0,6
"N00001257",110,0,89,0,17,1,0,3
"N00001258",118,0,96,0,17,5,0,0
"N00001259",129,0,99,2,20,5,0,3
"N00001260",136,0,86,15,29,3,0,3
"N00001261",116,0,61,9,39,1,0,6
"N00001262",165,1,95,2,64,0,0,3
"N00001263",138,0,58,2,73,1,0,4
"N00001264",88,0,63,0,20,0,1,4
