"Geography_Code","NM_1545_1_0","NM_1545_1_1","NM_1545_1_2","NM_1545_1_3","NM_1545_1_4"
"N00003453",376,360,11,1,4
"N00003454",328,280,29,6,13
"N00003455",305,261,32,3,9
"N00003456",305,281,13,1,10
"N00003457",289,252,23,7,7
"N00003458",338,281,43,3,11
"N00003459",240,208,12,7,13
"N00003460",403,359,30,5,9
"N00003461",329,289,27,5,8
"N00003462",377,328,39,5,5
"N00003463",491,437,35,11,8
"N00003464",364,325,26,3,10
"N00003465",267,228,14,7,18
"N00003466",310,284,22,2,2
"N00003467",473,428,32,4,9
"N00003468",253,226,22,3,2
"N00003469",373,309,39,12,13
"N00003470",336,291,30,6,9
"N00003471",274,243,17,5,9
"N00003472",310,268,24,8,10
"N00003473",365,315,27,8,15
"N00003474",449,414,21,5,9
"N00003475",1177,1046,94,17,20
"N00003476",734,666,53,1,14
"N00003477",462,401,43,10,8
"N00003478",817,704,76,13,24
"N00003479",814,722,75,7,10
"N00003480",258,230,10,4,14
"N00003481",175,164,7,0,4
"N00003482",253,227,17,6,3
"N00003483",341,312,17,4,8
"N00003484",313,285,9,9,10
"N00003485",265,231,16,6,12
"N00003486",355,320,16,8,11
"N00003487",327,297,18,2,10
"N00003488",284,259,12,5,8
"N00003489",704,637,27,14,26
"N00003490",265,224,10,9,22
"N00003491",636,563,31,24,18
"N00003492",370,318,21,10,21
"N00003493",715,608,50,24,33
"N00003494",763,645,58,22,38
"N00003495",395,325,41,13,16
"N00003496",637,561,48,12,16
"N00003497",393,334,31,10,18
"N00003498",234,203,15,11,5
"N00003499",231,204,12,4,11
"N00003500",295,250,31,3,11
"N00003501",276,250,17,5,4
"N00003502",202,173,15,6,8
"N00003503",349,309,25,6,9
"N00003504",324,270,42,6,6
"N00003505",198,169,19,5,5
"N00003506",396,354,17,5,20
"N00003507",248,208,17,5,18
"N00003508",293,250,25,7,11
"N00003509",303,266,21,7,9
"N00003510",312,277,18,4,13
"N00003511",259,232,11,3,13
"N00003512",304,279,12,4,9
"N00003513",479,426,30,8,15
"N00003514",666,560,48,26,32
"N00003515",261,225,13,10,13
"N00003516",334,294,18,10,12
"N00003517",615,529,29,17,40
"N00003518",280,254,6,8,12
"N00003519",206,175,14,8,9
"N00003520",285,262,12,1,10
"N00003521",687,637,36,8,6
"N00003522",408,363,32,5,8
"N00003523",444,394,37,4,9
"N00003524",1204,1043,118,19,24
"N00003525",350,289,41,8,12
"N00003526",285,248,24,6,7
"N00003527",527,474,32,9,12
"N00003528",898,810,53,16,19
"N00003529",442,396,25,11,10
"N00003530",460,420,24,4,12
"N00003531",421,384,19,4,14
"N00003532",461,426,24,4,7
"N00003533",618,562,33,11,12
"N00003534",304,281,14,3,6
"N00003535",459,417,24,7,11
"N00003536",504,442,42,6,14
"N00003537",339,311,12,6,10
"N00003538",448,396,33,11,8
"N00003539",348,319,13,9,7
"N00003540",252,225,15,6,6
"N00003541",278,262,8,3,5
"N00003542",260,232,13,7,8
"N00003543",574,512,40,9,13
"N00003544",388,357,19,9,3
"N00003545",467,415,26,10,16
"N00003546",314,280,20,7,7
"N00003547",665,597,44,11,13
"N00003548",1769,1574,100,40,55
"N00003549",550,485,39,15,11
"N00003550",520,457,51,8,4
"N00003551",465,412,39,6,8
"N00003552",418,382,23,7,6
"N00003553",396,357,29,6,4
"N00003554",243,212,13,5,13
"N00003555",351,321,10,8,12
"N00003556",686,626,19,11,30
"N00003557",249,217,13,6,13
"N00003558",496,438,29,15,14
"N00003559",565,499,38,14,14
"N00003560",533,473,39,11,10
"N00003561",459,417,27,9,6
"N00003562",421,373,28,11,9
"N00003563",467,402,41,9,15
"N00003564",401,364,22,6,9
"N00003565",435,389,27,12,7
"N00003566",541,487,34,9,11
"N00003567",491,417,45,13,16
"N00003568",412,381,21,4,6
"N00003569",488,416,44,13,15
"N00003570",526,465,33,11,17
"N00003571",308,265,19,10,14
"N00003572",491,431,33,9,18
"N00003573",450,397,37,10,6
"N00003574",461,403,40,9,9
"N00003575",511,440,51,13,7
"N00003576",518,468,26,10,14
"N00003577",409,377,15,9,8
"N00003578",551,467,56,13,15
"N00003579",503,444,39,7,13
"N00003580",425,368,38,5,14
"N00003581",698,636,33,13,16
"N00003582",557,516,22,9,10
"N00003583",666,586,50,11,19
"N00003584",298,269,9,5,15
"N00003585",333,295,16,10,12
"N00003586",300,271,11,6,12
"N00003587",507,464,24,11,8
"N00003588",622,560,28,12,22
"N00003589",570,498,40,8,24
"N00003590",658,598,36,6,18
"N00003591",565,497,38,8,22
"N00003592",369,328,23,7,11
"N00003593",587,526,42,5,14
"N00003594",914,833,48,16,17
"N00003595",363,327,16,13,7
"N00003596",301,264,22,11,4
"N00003597",476,429,25,10,12
"N00003598",382,346,21,5,10
"N00003599",403,356,29,6,12
"N00003600",367,324,23,7,13
"N00003601",368,333,13,5,17
"N00003602",392,343,30,10,9
"N00003603",356,310,28,4,14
"N00003604",330,295,17,5,13
"N00003605",320,289,12,6,13
"N00003606",353,307,29,10,7
"N00003607",502,447,33,11,11
"N00003608",475,425,32,7,11
"N00003609",324,300,8,4,12
"N00003610",294,259,19,6,10
"N00003611",263,236,16,2,9
"N00003612",472,413,35,7,17
"N00003613",450,407,25,8,10
"N00003614",507,448,33,9,17
"N00003615",361,324,17,11,9
"N00003616",367,329,24,3,11
"N00003617",341,301,18,9,13
"N00003618",448,382,40,10,16
"N00003619",420,383,19,10,8
"N00003620",494,440,25,6,23
"N00003621",427,397,21,4,5
"N00003622",601,553,21,15,12
"N00003623",301,268,18,5,10
"N00003624",666,572,55,11,28
"N00003625",431,398,14,9,10
"N00003626",390,359,18,2,11
"N00003627",340,309,14,9,8
"N00003628",313,277,21,2,13
"N00003629",284,233,39,2,10
"N00003630",595,523,51,9,12
"N00003631",205,194,4,3,4
"N00003632",274,238,22,4,10
"N00003633",259,246,3,1,9
"N00003634",315,280,15,7,13
"N00003635",337,298,21,4,14
"N00003636",341,310,19,3,9
"N00003637",380,341,22,8,9
"N00003638",441,394,31,11,5
"N00003639",312,279,17,4,12
"N00003640",319,276,26,3,14
"N00003641",472,427,27,9,9
"N00003642",341,287,26,11,17
"N00003643",416,378,25,5,8
"N00003644",301,271,16,3,11
"N00003645",488,430,29,8,21
"N00003646",548,486,29,10,23
"N00003647",678,610,32,15,21
"N00003648",464,403,33,5,23
"N00003649",448,378,39,13,18
"N00003650",414,360,37,8,9
"N00003651",354,312,21,8,13
"N00003652",642,550,49,22,21
"N00003653",351,302,25,10,14
"N00003654",250,227,8,5,10
"N00003655",208,189,10,1,8
"N00003656",514,453,37,11,13
"N00003657",382,345,16,6,15
"N00003658",527,463,41,7,16
"N00003659",370,340,18,7,5
"N00003660",374,330,18,10,16
"N00003661",359,318,16,10,15
"N00003662",210,191,8,1,10
"N00003663",267,253,10,2,2
"N00003664",522,458,36,9,19
"N00003665",481,406,49,14,12
"N00003666",467,403,34,13,17
"N00003667",395,343,35,6,11
"N00003668",425,381,24,6,14
"N00003669",451,414,16,9,12
"N00003670",385,316,38,16,15
"N00003671",296,262,17,8,9
"N00003672",289,246,26,7,10
"N00003673",249,209,16,6,18
"N00003674",413,359,35,13,6
"N00003675",308,271,24,5,8
"N00003676",303,271,9,9,14
"N00003677",295,265,18,3,9
"N00003678",378,331,20,8,19
"N00003679",327,289,13,11,14
"N00003680",254,219,16,4,15
"N00003681",409,390,3,8,8
"N00003682",226,209,7,6,4
"N00003683",403,367,11,8,17
"N00003684",329,295,14,8,12
"N00003685",371,322,22,9,18
"N00003686",364,328,19,5,12
"N00003687",454,394,26,15,19
"N00003688",365,326,22,5,12
"N00003689",293,260,13,11,9
"N00003690",543,475,41,14,13
"N00003691",467,436,19,3,9
"N00003692",379,336,24,3,16
"N00003693",423,385,17,6,15
"N00003694",516,467,33,9,7
"N00003695",379,340,21,6,12
"N00003696",431,376,33,14,8
"N00003697",454,410,33,5,6
"N00003698",704,619,51,14,20
"N00003699",406,358,31,6,11
"N00003700",400,353,36,7,4
"N00003701",624,568,44,8,4
"N00003702",862,785,42,17,18
"N00003703",629,559,43,14,13
"N00003704",427,381,27,10,9
"N00003705",429,381,29,6,13
"N00003706",575,526,19,7,23
"N00003707",562,485,44,13,20
"N00003708",510,441,45,8,16
"N00003709",386,340,26,6,14
"N00003710",475,417,34,11,13
"N00003711",545,466,46,17,16
"N00003712",384,344,24,3,13
"N00003713",381,335,20,9,17
"N00003714",401,359,10,15,17
"N00003715",291,251,23,3,14
"N00003716",324,282,27,5,10
"N00003717",271,250,13,3,5
"N00003718",1470,1273,117,41,39
"N00003719",460,430,19,5,6
"N00003720",411,363,25,5,18
"N00003721",579,514,35,14,16
"N00003722",488,431,28,12,17
"N00003723",421,378,25,6,12
"N00003724",419,362,36,11,10
"N00003725",303,276,13,5,9
"N00003726",472,435,21,7,9
"N00003727",406,355,17,16,18
"N00003728",357,317,17,10,13
"N00003729",404,344,32,13,15
"N00003730",464,428,17,12,7
"N00003731",374,334,12,7,21
"N00003732",709,617,35,22,35
"N00003733",357,329,10,7,11
"N00003734",380,335,17,8,20
"N00003735",306,281,9,6,10
"N00003736",350,299,20,12,19
"N00003737",544,473,34,16,21
"N00003738",292,261,15,8,8
"N00003739",440,390,31,3,16
"N00003740",283,248,15,9,11
"N00003741",244,208,12,7,17
"N00003742",316,278,14,8,16
"N00003743",539,503,19,8,9
"N00003744",393,339,25,8,21
"N00003745",462,410,30,7,15
"N00003746",338,298,22,10,8
"N00003747",314,277,14,10,13
"N00003748",392,348,24,8,12
"N00003749",514,456,31,11,16
"N00003750",491,442,28,12,9
"N00003751",559,483,56,9,11
"N00003752",456,401,37,7,11
"N00003753",495,455,14,11,15
"N00003754",347,314,16,6,11
"N00003755",457,407,22,7,21
"N00003756",353,320,15,9,9
"N00003757",356,331,12,5,8
"N00003758",547,498,25,11,13
"N00003759",321,295,10,7,9
"N00003760",319,282,12,6,19
"N00003761",439,399,16,10,14
"N00003762",494,420,39,14,21
"N00003763",511,456,36,9,10
"N00003764",613,551,30,15,17
"N00003765",426,377,24,9,16
"N00003766",495,438,32,8,17
"N00003767",495,436,37,7,15
"N00003768",609,539,49,9,12
"N00003769",351,315,17,4,15
"N00003770",494,444,22,6,22
"N00003771",512,445,32,14,21
"N00003772",186,165,9,3,9
"N00003773",323,272,22,7,22
"N00003774",338,304,15,7,12
"N00003775",539,489,23,11,16
"N00003776",384,338,18,12,16
"N00003777",289,249,17,8,15
"N00003778",391,355,18,5,13
"N00003779",355,325,16,5,9
"N00003780",380,326,30,9,15
"N00003781",388,334,32,6,16
"N00003782",581,514,32,14,21
"N00003783",330,292,24,8,6
"N00003784",501,441,29,13,18
"N00003785",570,487,45,15,23
"N00003786",495,446,30,9,10
"N00003787",402,346,34,7,15
"N00003788",337,306,12,9,10
"N00003789",442,374,31,17,20
"N00003790",363,306,32,8,17
"N00003791",769,688,40,15,26
"N00003792",313,279,14,5,15
"N00003793",722,631,49,12,30
"N00003794",401,339,24,20,18
"N00003795",507,453,21,4,29
"N00003796",654,577,38,13,26
"N00003797",516,461,30,5,20
"N00003798",474,424,30,7,13
"N00003799",329,291,22,6,10
"N00003800",464,404,34,7,19
"N00003801",414,383,23,6,2
"N00003802",282,251,15,6,10
"N00003803",373,325,27,6,15
"N00003804",436,389,30,6,11
"N00003805",289,249,19,11,10
"N00003806",460,415,20,8,17
"N00003807",305,267,17,7,14
"N00003808",335,300,22,5,8
"N00003809",395,338,38,8,11
"N00003810",188,166,7,5,10
"N00003811",377,331,31,5,10
"N00003812",342,287,26,13,16
"N00003813",334,296,19,10,9
"N00003814",350,307,15,4,24
"N00003815",605,556,25,6,18
"N00003816",392,348,13,7,24
"N00003817",505,450,30,8,17
"N00003818",533,455,38,13,27
"N00003819",388,331,31,8,18
"N00003820",593,511,44,21,17
"N00003821",414,374,15,4,21
"N00003822",557,487,41,15,14
"N00003823",588,519,30,11,28
"N00003824",749,676,44,15,14
"N00003825",965,875,37,22,31
"N00003826",675,605,38,19,13
"N00003827",1060,951,66,15,28
"N00003828",463,418,25,10,10
"N00003829",519,463,26,13,17
"N00003830",537,463,57,5,12
"N00003831",292,256,19,7,10
"N00003832",558,505,27,7,19
"N00003833",467,424,23,9,11
"N00003834",428,391,18,6,13
"N00003835",539,451,51,14,23
"N00003836",343,299,25,8,11
"N00003837",337,299,22,7,9
"N00003838",409,366,33,4,6
"N00003839",409,350,34,10,15
"N00003840",428,377,37,10,4
"N00003841",256,223,25,4,4
"N00003842",413,369,31,5,8
"N00003843",348,309,15,10,14
"N00003844",515,448,45,7,15
"N00003845",299,275,11,3,10
"N00003846",620,558,34,14,14
"N00003847",254,220,13,9,12
"N00003848",362,314,23,8,17
"N00003849",608,544,33,10,21
"N00003850",415,365,31,8,11
"N00003851",470,405,31,16,18
"N00003852",352,305,33,7,7
"N00003853",514,450,36,10,18
"N00003854",466,418,32,4,12
"N00003855",454,394,34,6,20
"N00003856",491,440,29,12,10
"N00003857",547,477,39,14,17
"N00003858",511,468,22,4,17
"N00003859",478,418,36,11,13
"N00003860",1070,954,63,17,36
"N00003861",546,478,41,7,20
"N00003862",431,372,44,6,9
"N00003863",236,211,9,11,5
"N00003864",380,334,29,9,8
"N00003865",255,233,11,4,7
"N00003866",339,300,13,9,17
"N00003867",723,648,27,18,30
"N00003868",351,320,5,14,12
"N00003869",1226,1104,74,19,29
"N00003870",254,223,13,6,12
"N00003871",730,662,34,17,17
"N00003872",278,252,14,4,8
"N00003873",1042,924,56,17,45
"N00003874",533,463,44,11,15
"N00003875",418,368,35,6,9
"N00003876",592,523,50,9,10
"N00003877",373,322,35,9,7
"N00003878",478,412,47,10,9
"N00003879",503,438,43,7,15
"N00003880",469,418,36,1,14
"N00003881",491,443,31,10,7
"N00003882",304,250,38,7,9
"N00003883",819,739,56,8,16
"N00003884",747,664,34,20,29
"N00003885",337,294,17,5,21
"N00003886",305,270,18,7,10
"N00003887",516,453,27,17,19
"N00003888",240,188,36,5,11
"N00003889",429,370,44,6,9
"N00003890",256,230,15,4,7
"N00003891",316,291,15,3,7
"N00003892",256,211,22,8,15
"N00003893",248,219,20,1,8
"N00003894",274,234,25,5,10
"N00003895",279,258,13,3,5
"N00003896",771,695,39,13,24
"N00003897",281,254,11,9,7
"N00003898",372,316,34,4,18
"N00003899",362,310,33,7,12
"N00003900",280,248,17,5,10
"N00003901",267,239,16,4,8
"N00003902",349,297,31,10,11
"N00003903",658,601,41,10,6
"N00003904",511,450,38,9,14
"N00003905",294,259,14,5,16
"N00003906",229,209,10,4,6
"N00003907",306,277,20,1,8
"N00003908",195,171,14,1,9
"N00003909",353,313,22,8,10
"N00003910",250,227,11,4,8
"N00003911",1281,1143,88,22,28
"N00003912",469,418,28,6,17
"N00003913",261,235,10,6,10
"N00003914",366,320,25,6,15
"N00003915",308,274,15,10,9
"N00003916",390,336,29,13,12
"N00003917",280,234,21,9,16
"N00003918",267,234,18,7,8
"N00003919",297,253,29,7,8
"N00003920",329,286,26,7,10
"N00003921",326,289,24,4,9
"N00003922",303,266,24,5,8
"N00003923",306,272,22,6,6
"N00003924",305,259,27,6,13
"N00003925",289,255,19,7,8
"N00003926",305,281,20,2,2
"N00003927",312,254,37,4,17
"N00003928",462,411,29,11,11
"N00003929",261,216,31,6,8
"N00003930",318,279,21,10,8
"N00003931",214,198,13,1,2
"N00003932",347,318,20,7,2
"N00003933",841,751,75,5,10
"N00003934",337,287,35,6,9
"N00003935",353,287,46,8,12
"N00003936",938,822,84,14,18
"N00003937",331,290,33,2,6
"N00003938",259,219,27,5,8
"N00003939",386,313,47,11,15
"N00003940",317,267,26,8,16
"N00003941",379,330,36,8,5
"N00003942",468,415,38,6,9
"N00003943",657,580,47,12,18
"N00003944",390,349,28,5,8
"N00003945",333,293,31,6,3
"N00003946",446,386,40,9,11
"N00003947",620,548,45,8,19
"N00003948",323,277,28,7,11
"N00003949",316,289,17,5,5
"N00003950",315,284,20,3,8
"N00003951",265,232,18,0,15
"N00003952",267,224,25,3,15
"N00003953",277,243,14,4,16
"N00003954",223,186,23,7,7
"N00003955",263,228,24,4,7
"N00003956",310,279,19,6,6
"N00003957",221,181,19,10,11
"N00003958",531,466,26,15,24
"N00003959",264,223,18,5,18
"N00003960",260,219,32,3,6
"N00003961",286,236,32,6,12
"N00003962",676,575,67,13,21
"N00003963",296,250,32,7,7
"N00003964",349,294,32,10,13
"N00003965",381,322,41,6,12
"N00003966",301,256,17,7,21
"N00003967",405,358,37,5,5
"N00003968",282,236,21,9,16
"N00003969",260,204,31,11,14
"N00003970",330,305,14,4,7
"N00003971",311,268,29,8,6
"N00003972",327,281,22,6,18
"N00003973",345,299,31,5,10
"N00003974",633,535,68,11,19
"N00003975",372,328,29,5,10
"N00003976",347,297,25,8,17
"N00003977",284,245,25,5,9
"N00003978",370,313,38,11,8
"N00003979",349,294,35,7,13
"N00003980",378,316,36,10,16
"N00003981",270,220,22,6,22
"N00003982",211,180,14,10,7
"N00003983",265,233,13,4,15
"N00003984",363,319,20,14,10
"N00003985",298,261,18,5,14
"N00003986",247,207,18,1,21
"N00003987",304,278,8,8,10
"N00003988",288,260,13,5,10
"N00003989",163,150,8,3,2
"N00003990",420,366,35,9,10
"N00003991",295,264,16,4,11
"N00003992",379,324,37,3,15
"N00003993",393,331,43,4,15
"N00003994",353,312,35,2,4
"N00003995",395,339,33,11,12
"N00003996",340,289,24,10,17
"N00003997",364,318,29,11,6
"N00003998",347,294,38,10,5
"N00003999",388,350,21,6,11
"N00004000",311,276,15,6,14
"N00004001",332,297,12,10,13
"N00004002",275,233,10,13,19
"N00004003",414,362,15,17,20
"N00004004",234,204,8,10,12
"N00004005",203,186,7,3,7
"N00004006",224,200,14,1,9
"N00004007",269,235,10,7,17
"N00004008",474,408,36,8,22
"N00004009",326,288,25,4,9
"N00004010",379,322,29,11,17
"N00004011",482,431,38,2,11
"N00004012",315,264,27,6,18
"N00004013",331,289,21,7,14
"N00004014",335,285,25,13,12
"N00004015",299,252,31,5,11
"N00004016",375,331,28,7,9
"N00004017",305,278,17,3,7
"N00004018",296,258,16,13,9
"N00004019",310,270,31,2,7
"N00004020",425,372,30,7,16
"N00004021",332,291,22,10,9
"N00004022",294,268,13,5,8
"N00004023",247,219,20,0,8
"N00004024",307,271,20,7,9
"N00004025",449,386,34,9,20
"N00004026",327,273,40,5,9
"N00004027",305,250,26,15,14
"N00004028",307,264,22,9,12
"N00004029",283,239,27,3,14
"N00004030",281,238,28,5,10
"N00004031",261,224,18,6,13
"N00004032",233,212,12,3,6
"N00004033",269,236,21,5,7
"N00004034",237,209,14,6,8
"N00004035",288,242,25,10,11
"N00004036",261,222,21,6,12
"N00004037",307,264,28,4,11
"N00004038",255,224,15,7,9
"N00004039",285,251,20,8,6
"N00004040",300,264,20,5,11
"N00004041",304,259,31,5,9
"N00004042",586,496,56,14,20
"N00004043",357,309,33,4,11
"N00004044",290,231,38,6,15
"N00004045",347,307,22,4,14
"N00004046",292,255,17,13,7
"N00004047",1081,947,103,19,12
"N00004048",474,420,41,6,7
"N00004049",492,425,44,6,17
"N00004050",984,872,77,15,20
"N00004051",992,836,130,11,15
"N00004052",330,279,42,3,6
"N00004053",300,260,31,4,5
"N00004054",483,416,47,9,11
"N00004055",235,202,20,8,5
"N00004056",427,384,30,10,3
"N00004057",382,335,36,3,8
"N00004058",1248,1127,91,12,18
"N00004059",1463,1332,106,9,16
"N00004060",1223,1084,88,21,30
"N00004061",640,562,52,8,18
"N00004062",493,408,59,10,16
"N00004063",832,707,94,12,19
"N00004064",612,537,65,5,5
"N00004065",260,239,8,2,11
"N00004066",245,211,20,3,11
"N00004067",259,222,17,11,9
"N00004068",289,263,9,3,14
"N00004069",251,229,8,5,9
"N00004070",213,188,15,1,9
"N00004071",282,258,14,4,6
"N00004072",341,306,14,9,12
"N00004073",1068,954,70,13,31
"N00004074",335,293,31,8,3
"N00004075",427,353,54,7,13
"N00004076",319,268,30,9,12
"N00004077",359,315,30,5,9
"N00004078",309,266,20,9,14
"N00004079",282,237,21,9,15
"N00004080",306,269,17,6,14
"N00004081",299,260,19,7,13
"N00004082",376,340,13,8,15
"N00004083",308,271,12,7,18
"N00004084",317,255,38,6,18
"N00004085",919,810,62,18,29
"N00004086",231,202,17,5,7
"N00004087",783,706,58,4,15
"N00004088",407,342,44,9,12
"N00004089",303,255,32,4,12
"N00004090",990,910,67,4,9
"N00004091",944,830,97,8,9
"N00004092",277,244,17,4,12
"N00004093",373,332,24,6,11
"N00004094",563,489,38,12,24
"N00004095",355,329,6,8,12
"N00004096",246,219,12,3,12
"N00004097",539,485,25,9,20
"N00004098",278,246,16,8,8
"N00004099",544,472,44,9,19
"N00004100",319,288,10,3,18
"N00004101",207,177,10,3,17
"N00004102",347,313,18,6,10
"N00004103",182,158,16,3,5
"N00004104",191,171,12,4,4
"N00004105",193,166,17,3,7
"N00004106",217,181,22,1,13
"N00004107",207,173,8,9,17
"N00004108",268,235,14,6,13
"N00004109",259,235,8,6,10
"N00004110",313,271,19,12,11
"N00004111",341,291,39,7,4
"N00004112",413,354,47,7,5
"N00004113",663,562,60,17,24
"N00004114",305,266,25,11,3
"N00004115",404,355,24,7,18
"N00004116",706,614,68,7,17
"N00004117",515,438,59,9,9
"N00004118",300,248,36,7,9
"N00004119",326,283,28,4,11
"N00004120",259,233,20,3,3
"N00004121",370,325,30,9,6
"N00004122",379,327,44,4,4
"N00004123",351,302,37,6,6
"N00004124",308,261,39,2,6
"N00004125",354,309,34,1,10
"N00004126",292,256,30,2,4
"N00004127",324,277,36,4,7
"N00004128",425,377,35,5,8
"N00004129",308,257,38,1,12
"N00004130",290,254,26,7,3
"N00004131",289,246,31,7,5
"N00004132",328,277,33,10,8
"N00004133",312,270,30,5,7
"N00004134",317,254,42,8,13
"N00004135",345,288,36,9,12
"N00004136",402,342,37,11,12
"N00004137",376,316,43,5,12
"N00004138",352,313,29,2,8
"N00004139",686,578,74,12,22
"N00004140",410,370,30,7,3
"N00004141",296,243,35,7,11
"N00004142",356,318,26,1,11
"N00004143",327,266,36,17,8
"N00004144",590,513,49,10,18
"N00004145",305,266,32,2,5
"N00004146",360,303,38,8,11
"N00004147",352,310,26,8,8
"N00004148",215,198,6,6,5
"N00004149",276,235,30,3,8
"N00004150",499,428,44,9,18
"N00004151",273,234,26,5,8
"N00004152",237,214,8,6,9
"N00004153",352,287,44,6,15
"N00004154",253,210,30,8,5
"N00004155",290,255,23,4,8
"N00004156",232,210,15,4,3
"N00004157",473,400,43,13,17
"N00004158",418,361,39,7,11
"N00004159",130,119,9,0,2
"N00004160",202,183,12,2,5
"N00004161",299,272,13,5,9
"N00004162",202,181,13,2,6
"N00004163",388,345,29,6,8
"N00004164",407,366,31,3,7
"N00004165",424,377,30,4,13
"N00004166",252,212,25,2,13
"N00004167",379,330,23,9,17
"N00004168",204,175,13,7,9
"N00004169",313,264,32,7,10
"N00004170",292,262,19,5,6
"N00004171",309,245,39,12,13
"N00004172",247,191,41,5,10
"N00004173",259,229,17,2,11
"N00004174",273,226,37,3,7
"N00004175",280,226,39,5,10
"N00004176",406,356,34,8,8
"N00004177",156,139,8,5,4
"N00004178",310,259,35,4,12
"N00004179",344,312,23,5,4
"N00004180",273,233,26,5,9
"N00004181",267,219,36,2,10
"N00004182",341,275,57,3,6
"N00004183",98,82,9,3,4
"N00004184",260,224,24,8,4
"N00004185",702,594,62,16,30
"N00004186",305,265,30,3,7
"N00004187",382,339,28,6,9
"N00004188",289,246,35,1,7
"N00004189",212,182,18,6,6
"N00004190",486,421,42,11,12
"N00004191",598,528,43,8,19
"N00004192",295,252,30,3,10
"N00004193",290,244,33,8,5
"N00004194",265,222,28,2,13
"N00004195",276,246,13,5,12
"N00004196",1009,905,68,11,25
"N00004197",245,228,8,3,6
"N00004198",247,222,11,8,6
"N00004199",798,726,47,11,14
"N00004200",395,345,37,3,10
"N00004201",327,300,16,3,8
"N00004202",342,306,20,6,10
"N00004203",373,342,14,8,9
"N00004204",314,273,24,8,9
"N00004205",285,251,20,5,9
"N00004206",283,255,13,3,12
"N00004207",331,299,16,6,10
"N00004208",484,432,31,10,11
"N00004209",648,569,59,5,15
"N00004210",312,278,18,3,13
"N00004211",674,590,51,14,19
"N00004212",1948,1766,135,19,28
"N00004213",321,274,14,8,25
"N00004214",280,259,11,2,8
"N00004215",324,293,17,10,4
"N00004216",420,377,20,6,17
"N00004217",247,209,23,2,13
"N00004218",274,236,21,5,12
"N00004219",318,283,27,2,6
"N00004220",298,262,24,2,10
"N00004221",325,281,29,7,8
"N00004222",335,290,30,8,7
"N00004223",261,224,32,0,5
"N00004224",302,280,16,2,4
"N00004225",270,230,26,4,10
"N00004226",431,342,47,21,21
"N00004227",265,219,34,4,8
"N00004228",732,625,73,11,23
"N00004229",326,288,27,3,8
"N00004230",286,239,29,5,13
"N00004231",306,262,34,4,6
"N00004232",246,191,39,8,8
"N00004233",347,302,33,2,10
"N00004234",262,213,39,3,7
"N00004235",294,267,17,8,2
"N00004236",309,265,31,7,6
"N00004237",278,234,30,6,8
"N00004238",346,299,35,6,6
"N00004239",272,234,28,1,9
"N00004240",340,292,30,7,11
"N00004241",274,229,40,2,3
"N00004242",364,310,44,5,5
"N00004243",279,260,11,4,4
"N00004244",194,172,10,3,9
"N00004245",334,282,24,9,19
"N00004246",322,269,36,9,8
"N00004247",315,269,31,5,10
"N00004248",236,209,8,6,13
"N00004249",258,222,17,7,12
"N00004250",244,210,19,6,9
"N00004251",267,243,8,4,12
"N00004252",302,232,42,7,21
"N00004253",293,264,14,7,8
"N00004254",284,244,22,7,11
"N00004255",219,176,28,5,10
"N00004256",860,740,79,15,26
"N00004257",226,186,19,4,17
"N00004258",308,257,26,14,11
"N00004259",199,158,29,7,5
"N00004260",314,265,35,4,10
"N00004261",233,211,16,6,0
"N00004262",281,248,20,2,11
"N00004263",226,198,19,3,6
"N00004264",533,467,41,14,11
"N00004265",222,206,11,3,2
"N00004266",324,271,38,8,7
"N00004267",562,490,53,6,13
"N00004268",324,282,31,3,8
"N00004269",317,275,25,5,12
"N00004270",461,415,25,7,14
"N00004271",291,262,19,3,7
"N00004272",252,223,20,4,5
"N00004273",397,348,28,6,15
"N00004274",296,274,11,8,3
"N00004275",277,257,13,3,4
"N00004276",458,396,48,4,10
"N00004277",309,263,27,7,12
"N00004278",271,237,19,7,8
"N00004279",325,268,48,5,4
"N00004280",318,278,29,3,8
"N00004281",424,373,41,4,6
"N00004282",229,208,8,3,10
"N00004283",340,304,27,0,9
"N00004284",364,307,41,5,11
"N00004285",358,300,47,5,6
"N00004286",317,273,34,3,7
"N00004287",615,520,37,23,35
"N00004288",220,195,11,5,9
"N00004289",220,189,20,4,7
"N00004290",583,505,33,11,34
"N00004291",343,276,48,6,13
"N00004292",204,189,7,3,5
"N00004293",236,213,14,3,6
"N00004294",1013,974,21,9,9
"N00004295",271,223,31,6,11
"N00004296",348,305,25,5,13
"N00004297",329,279,45,3,2
"N00004298",391,333,44,6,8
"N00004299",540,477,45,9,9
"N00004300",175,148,19,1,7
"N00004301",362,307,46,5,4
"N00004302",430,375,44,3,8
"N00004303",270,231,27,4,8
"N00004304",308,265,36,5,2
"N00004305",253,206,31,6,10
"N00004306",390,340,30,9,11
"N00004307",254,224,17,4,9
"N00004308",262,235,19,3,5
"N00004309",235,202,13,6,14
"N00004310",243,210,20,3,10
"N00004311",215,194,15,1,5
"N00004312",304,257,33,5,9
"N00004313",323,300,17,3,3
"N00004314",616,545,47,11,13
"N00004315",240,218,6,4,12
"N00004316",285,255,14,6,10
"N00004317",269,233,19,8,9
"N00004318",256,219,27,4,6
"N00004319",285,247,22,5,11
"N00004320",362,318,25,10,9
"N00004321",650,562,58,14,16
