"Geography_Code","NM_1546_1_0","NM_1546_1_1","NM_1546_1_2","NM_1546_1_3","NM_1546_1_4","NM_1546_1_5"
"N00000751",464,235,152,60,14,3
"N00000752",412,231,130,38,11,2
"N00000753",436,218,150,52,11,5
"N00000754",436,241,160,28,6,1
"N00000755",391,216,131,32,11,1
"N00000756",366,198,102,46,15,5
"N00000757",451,294,127,24,5,1
"N00000758",471,213,150,73,25,10
"N00000759",304,184,66,39,10,5
"N00000760",250,82,75,56,30,7
"N00000761",421,191,135,61,27,7
"N00000762",222,67,71,56,23,5
"N00000763",410,175,143,65,24,3
"N00000764",278,146,95,27,8,2
"N00000765",413,207,106,68,23,9
"N00000766",776,262,256,189,54,15
"N00000767",312,152,123,30,5,2
"N00000768",276,105,91,63,15,2
"N00000769",393,224,109,51,7,2
"N00000770",374,236,100,23,10,5
"N00000771",233,70,75,54,28,6
"N00000772",456,223,134,84,12,3
"N00000773",420,242,103,51,21,3
"N00000774",1023,469,297,174,64,19
"N00000775",296,99,124,53,14,6
"N00000776",327,112,119,66,24,6
"N00000777",912,455,296,121,32,8
"N00000778",432,227,137,58,9,1
"N00000779",564,292,163,91,13,5
"N00000780",531,290,174,52,11,4
"N00000781",508,296,167,39,4,2
"N00000782",526,285,142,72,21,6
"N00000783",565,289,182,67,23,4
"N00000784",437,236,130,55,13,3
"N00000785",332,154,99,58,17,4
"N00000786",384,208,110,54,8,4
"N00000787",437,265,114,43,12,3
"N00000788",427,251,121,36,17,2
"N00000789",997,474,317,141,44,21
"N00000790",530,269,159,75,26,1
"N00000791",347,157,101,59,25,5
"N00000792",399,215,118,49,15,2
"N00000793",451,238,143,58,12,0
"N00000794",467,255,140,54,12,6
"N00000795",539,315,164,45,12,3
"N00000796",351,161,97,53,34,6
"N00000797",349,141,112,60,23,13
"N00000798",527,278,156,66,23,4
"N00000799",475,215,187,55,13,5
"N00000800",428,230,136,50,7,5
"N00000801",529,307,159,46,12,5
"N00000802",272,129,92,42,7,2
"N00000803",398,185,139,60,10,4
"N00000804",422,213,154,39,14,2
"N00000805",383,194,96,70,18,5
"N00000806",341,155,97,67,19,3
"N00000807",521,266,185,58,11,1
"N00000808",243,65,92,59,25,2
"N00000809",557,229,184,78,56,10
"N00000810",434,210,145,67,8,4
"N00000811",345,133,114,68,25,5
"N00000812",299,143,87,54,12,3
"N00000813",491,229,186,54,20,2
"N00000814",258,123,82,41,9,3
"N00000815",487,279,147,53,6,2
"N00000816",558,244,181,94,27,12
"N00000817",256,91,112,41,10,2
"N00000818",324,130,119,55,13,7
"N00000819",253,93,76,62,19,3
"N00000820",375,182,109,50,29,5
"N00000821",269,85,104,65,13,2
"N00000822",209,85,55,51,12,6
"N00000823",365,177,113,60,12,3
"N00000824",253,100,85,49,16,3
"N00000825",367,160,108,66,26,7
"N00000826",302,143,71,56,24,8
"N00000827",298,119,97,52,23,7
"N00000828",231,85,84,38,20,4
"N00000829",310,119,93,65,25,8
"N00000830",260,56,68,67,52,17
"N00000831",306,113,91,67,29,6
"N00000832",273,100,64,73,28,8
"N00000833",253,100,68,38,33,14
"N00000834",390,136,107,99,39,9
"N00000835",301,128,81,67,21,4
"N00000836",347,141,105,57,30,14
"N00000837",351,153,101,57,31,9
"N00000838",283,120,69,68,21,5
"N00000839",363,173,97,56,27,10
"N00000840",272,125,73,54,17,3
"N00000841",295,127,80,57,23,8
"N00000842",556,234,148,94,58,22
"N00000843",233,92,68,40,26,7
"N00000844",213,81,71,31,24,6
"N00000845",202,80,52,45,19,6
"N00000846",246,95,64,45,31,11
"N00000847",958,396,283,164,91,24
"N00000848",240,91,67,49,27,6
"N00000849",307,121,80,64,32,10
"N00000850",270,132,60,47,25,6
"N00000851",243,81,78,59,19,6
"N00000852",1179,453,309,244,141,32
"N00000853",282,108,66,54,41,13
"N00000854",763,336,207,121,78,21
"N00000855",169,64,70,23,9,3
"N00000856",182,93,62,24,3,0
"N00000857",386,216,101,56,10,3
"N00000858",239,107,84,37,9,2
"N00000859",287,159,89,35,4,0
"N00000860",437,243,123,56,10,5
"N00000861",303,172,92,32,5,2
"N00000862",876,435,291,120,22,8
"N00000863",294,138,103,40,9,4
"N00000864",305,159,101,37,8,0
"N00000865",358,180,125,43,6,4
"N00000866",342,175,109,38,17,3
"N00000867",288,146,98,35,9,0
"N00000868",297,145,115,27,7,3
"N00000869",186,68,60,36,20,2
"N00000870",394,157,160,61,15,1
"N00000871",340,148,109,59,21,3
"N00000872",256,115,81,41,11,8
"N00000873",322,151,81,52,28,10
"N00000874",533,239,157,83,41,13
"N00000875",284,118,77,46,31,12
"N00000876",212,60,59,62,27,4
"N00000877",357,138,100,78,30,11
"N00000878",234,71,68,57,30,8
"N00000879",1015,475,280,153,81,26
"N00000880",315,124,99,55,31,6
"N00000881",296,116,76,57,31,16
"N00000882",253,84,68,68,23,10
"N00000883",264,84,76,61,35,8
"N00000884",205,58,58,53,22,14
"N00000885",618,235,222,118,36,7
"N00000886",253,122,83,40,6,2
"N00000887",308,158,85,44,15,6
"N00000888",308,162,102,28,11,5
"N00000889",259,159,68,22,7,3
"N00000890",339,167,112,44,16,0
"N00000891",346,149,128,48,15,6
"N00000892",318,150,120,31,14,3
"N00000893",284,152,101,20,9,2
"N00000894",263,139,93,24,6,1
"N00000895",272,128,106,26,11,1
"N00000896",265,137,85,37,1,5
"N00000897",300,164,97,32,5,2
"N00000898",307,177,86,36,5,3
"N00000899",306,133,86,66,19,2
"N00000900",216,71,87,44,11,3
"N00000901",313,149,116,35,10,3
"N00000902",294,144,115,30,5,0
"N00000903",206,78,89,28,10,1
"N00000904",446,223,148,50,20,5
"N00000905",325,142,120,46,12,5
"N00000906",263,94,102,48,15,4
"N00000907",332,129,110,60,22,11
"N00000908",329,150,94,57,21,7
"N00000909",246,68,87,56,29,6
"N00000910",273,106,88,55,20,4
"N00000911",239,79,80,51,23,6
"N00000912",243,102,91,36,14,0
"N00000913",321,120,108,65,26,2
"N00000914",294,117,100,54,17,6
"N00000915",214,78,76,38,16,6
"N00000916",234,90,77,46,17,4
"N00000917",226,86,71,47,21,1
"N00000918",261,106,88,46,17,4
"N00000919",229,85,82,42,15,5
"N00000920",148,53,51,35,8,1
"N00000921",713,405,230,57,17,4
"N00000922",292,115,99,58,19,1
"N00000923",257,96,99,47,10,5
"N00000924",224,90,70,47,16,1
"N00000925",288,106,102,50,24,6
"N00000926",284,107,90,64,14,9
"N00000927",421,224,121,52,21,3
"N00000928",356,169,97,64,20,6
"N00000929",437,179,113,82,49,14
"N00000930",364,145,107,64,42,6
"N00000931",682,308,183,111,58,22
"N00000932",419,169,123,90,28,9
"N00000933",288,104,97,56,21,10
"N00000934",282,126,97,45,11,3
"N00000935",251,102,78,44,22,5
"N00000936",473,193,137,81,46,16
"N00000937",433,178,124,88,33,10
"N00000938",345,164,98,55,21,7
"N00000939",198,89,66,29,6,8
"N00000940",252,100,76,39,30,7
"N00000941",343,213,100,19,10,1
"N00000942",280,128,94,46,11,1
"N00000943",272,128,79,45,18,2
"N00000944",245,104,59,58,16,8
"N00000945",254,113,84,47,9,1
"N00000946",386,141,137,72,32,4
"N00000947",248,108,67,46,23,4
"N00000948",225,111,68,35,9,2
"N00000949",314,123,89,76,19,7
"N00000950",317,141,97,55,22,2
"N00000951",240,97,71,50,12,10
"N00000952",391,183,121,66,17,4
"N00000953",238,108,81,37,10,2
"N00000954",275,99,89,57,22,8
"N00000955",394,191,122,62,14,5
"N00000956",488,252,155,61,15,5
"N00000957",555,345,141,58,8,3
"N00000958",294,130,95,61,7,1
"N00000959",476,213,166,84,11,2
"N00000960",515,310,146,47,9,3
"N00000961",311,151,104,47,7,2
"N00000962",338,147,88,72,21,10
"N00000963",252,101,96,42,10,3
"N00000964",297,127,110,48,12,0
"N00000965",300,131,110,41,12,6
"N00000966",331,152,131,33,15,0
"N00000967",378,165,125,59,21,8
"N00000968",255,137,85,30,3,0
"N00000969",193,71,67,39,12,4
"N00000970",486,213,149,80,35,9
"N00000971",261,80,94,64,15,8
"N00000972",317,120,101,63,26,7
"N00000973",331,149,130,39,10,3
"N00000974",275,89,89,56,37,4
"N00000975",262,99,79,53,18,13
"N00000976",141,56,45,26,13,1
"N00000977",285,116,90,51,23,5
"N00000978",239,93,72,52,17,5
"N00000979",217,70,85,36,19,7
"N00000980",223,80,87,38,16,2
"N00000981",207,99,62,27,17,2
"N00000982",252,119,88,27,11,7
"N00000983",336,135,123,57,18,3
"N00000984",329,154,112,49,11,3
"N00000985",244,93,64,55,21,11
"N00000986",214,87,73,39,13,2
"N00000987",367,180,105,56,22,4
"N00000988",146,60,52,26,6,2
"N00000989",262,90,74,74,19,5
"N00000990",274,118,89,44,18,5
"N00000991",269,78,89,61,37,4
"N00000992",462,183,161,91,20,7
"N00000993",236,90,84,42,13,7
"N00000994",928,362,308,191,57,10
"N00000995",195,91,57,34,12,1
"N00000996",383,196,129,46,7,5
"N00000997",271,162,82,23,4,0
"N00000998",304,155,98,42,7,2
"N00000999",227,91,80,31,19,6
"N00001000",307,145,106,41,12,3
"N00001001",296,116,107,54,15,4
"N00001002",796,326,277,131,54,8
"N00001003",218,93,79,34,10,2
"N00001004",303,109,131,47,10,6
"N00001005",258,88,92,50,27,1
"N00001006",527,316,184,24,3,0
"N00001007",595,349,198,38,8,2
"N00001008",245,158,70,12,3,2
"N00001009",188,111,69,6,2,0
"N00001010",334,200,104,22,8,0
"N00001011",374,235,102,28,9,0
"N00001012",353,201,105,37,8,2
"N00001013",242,130,85,17,8,2
"N00001014",239,155,52,25,6,1
"N00001015",416,268,114,28,5,1
"N00001016",262,164,83,13,2,0
"N00001017",323,210,92,20,1,0
"N00001018",288,169,92,19,7,1
"N00001019",205,94,86,13,8,4
"N00001020",171,76,52,25,16,2
"N00001021",239,142,80,12,4,1
"N00001022",604,296,206,63,29,10
"N00001023",220,133,69,14,4,0
"N00001024",346,179,130,34,2,1
"N00001025",297,169,97,30,1,0
"N00001026",236,143,65,23,4,1
"N00001027",395,209,114,52,18,2
"N00001028",261,83,83,56,31,8
"N00001029",699,367,198,90,36,8
"N00001030",514,215,161,90,35,13
"N00001031",372,180,118,53,18,3
"N00001032",185,56,59,46,19,5
"N00001033",129,39,37,38,12,3
"N00001034",344,168,114,51,11,0
"N00001035",284,116,100,44,15,9
"N00001036",391,157,128,80,20,6
"N00001037",368,209,99,47,12,1
"N00001038",726,402,219,71,28,6
"N00001039",387,195,129,48,12,3
"N00001040",271,108,87,47,16,13
"N00001041",190,53,52,56,23,6
"N00001042",664,312,202,103,33,14
"N00001043",206,67,53,50,31,5
"N00001044",303,127,95,60,17,4
"N00001045",274,113,103,43,9,6
"N00001046",307,202,68,29,8,0
"N00001047",314,154,101,44,11,4
"N00001048",331,185,100,38,5,3
"N00001049",330,163,103,52,11,1
"N00001050",335,193,102,32,7,1
"N00001051",371,228,106,30,6,1
"N00001052",180,71,55,33,12,9
"N00001053",355,202,107,39,7,0
"N00001054",341,211,99,24,6,1
"N00001055",350,208,95,39,7,1
"N00001056",355,195,110,37,13,0
"N00001057",326,148,127,32,14,5
"N00001058",349,181,131,32,3,2
"N00001059",320,166,103,41,8,2
"N00001060",256,137,65,45,7,2
"N00001061",341,136,104,86,14,1
"N00001062",354,140,100,90,21,3
"N00001063",306,159,97,44,5,1
"N00001064",632,362,182,75,13,0
"N00001065",326,176,111,36,2,1
"N00001066",275,134,93,41,6,1
"N00001067",278,129,100,42,5,2
"N00001068",336,165,107,49,10,5
"N00001069",327,187,108,27,4,1
"N00001070",518,292,162,52,12,0
"N00001071",318,164,114,29,9,2
"N00001072",320,146,93,68,10,3
"N00001073",283,100,91,58,29,5
"N00001074",240,111,84,34,10,1
"N00001075",308,134,81,73,15,5
"N00001076",272,126,72,49,18,7
"N00001077",229,76,72,57,19,5
"N00001078",257,119,99,31,8,0
"N00001079",829,371,230,149,54,25
"N00001080",324,131,117,54,18,4
"N00001081",412,161,152,72,24,3
"N00001082",431,222,119,66,19,5
"N00001083",436,218,149,53,11,5
"N00001084",447,199,128,81,30,9
"N00001085",1087,536,325,155,55,16
"N00001086",336,166,119,37,12,2
"N00001087",307,161,103,29,12,2
"N00001088",305,174,87,32,10,2
"N00001089",316,126,109,62,17,2
"N00001090",222,78,71,49,22,2
"N00001091",384,208,107,54,13,2
"N00001092",398,168,135,67,22,6
"N00001093",642,299,187,115,29,12
"N00001094",239,91,81,45,14,8
"N00001095",368,163,107,71,22,5
"N00001096",397,212,108,56,16,5
"N00001097",316,115,121,53,19,8
"N00001098",308,120,94,64,25,5
"N00001099",282,124,89,45,21,3
"N00001100",292,125,91,52,19,5
"N00001101",304,149,79,55,18,3
"N00001102",569,192,183,112,67,15
"N00001103",219,81,74,41,18,5
"N00001104",303,126,78,71,24,4
"N00001105",309,147,82,50,23,7
"N00001106",283,128,78,46,24,7
"N00001107",309,137,75,53,31,13
"N00001108",217,80,78,36,18,5
"N00001109",393,175,100,73,36,9
"N00001110",345,151,84,65,31,14
"N00001111",687,275,186,132,65,29
"N00001112",319,137,86,68,24,4
"N00001113",1384,588,379,217,150,50
"N00001114",319,141,109,45,21,3
"N00001115",222,96,68,40,14,4
"N00001116",497,193,127,97,58,22
"N00001117",728,203,208,202,91,24
"N00001118",305,70,89,98,41,7
"N00001119",176,47,39,52,31,7
"N00001120",213,57,57,58,31,10
"N00001121",235,64,59,58,32,22
"N00001122",176,31,49,57,28,11
"N00001123",186,53,45,45,34,9
"N00001124",568,236,181,83,56,12
"N00001125",413,169,140,67,33,4
"N00001126",242,89,81,39,21,12
"N00001127",639,192,177,155,89,26
"N00001128",251,70,59,70,38,14
"N00001129",450,182,116,94,44,14
"N00001130",179,70,53,38,16,2
"N00001131",1073,469,345,171,72,16
"N00001132",251,79,74,71,21,6
"N00001133",643,262,185,121,61,14
"N00001134",212,76,70,46,17,3
"N00001135",188,65,54,39,20,10
"N00001136",261,65,83,73,32,8
"N00001137",292,112,78,69,25,8
"N00001138",195,64,34,62,27,8
"N00001139",546,295,157,62,26,6
"N00001140",309,118,93,61,29,8
"N00001141",189,69,64,37,14,5
"N00001142",190,57,56,50,17,10
"N00001143",140,62,33,21,20,4
"N00001144",233,94,63,50,18,8
"N00001145",311,93,87,65,53,13
"N00001146",291,96,83,54,49,9
"N00001147",258,90,68,52,40,8
"N00001148",260,107,57,51,36,9
"N00001149",377,169,92,65,41,10
"N00001150",334,134,103,60,22,15
"N00001151",390,166,101,74,39,10
"N00001152",419,196,99,69,50,5
"N00001153",316,124,73,61,45,13
"N00001154",293,115,78,57,31,12
"N00001155",636,267,216,91,47,15
"N00001156",1299,454,336,271,180,58
"N00001157",280,133,71,57,13,6
"N00001158",266,125,82,46,12,1
"N00001159",365,193,104,45,17,6
"N00001160",357,138,94,75,30,20
"N00001161",250,117,75,37,18,3
"N00001162",169,70,63,22,13,1
"N00001163",336,65,77,122,56,16
"N00001164",342,189,90,40,18,5
"N00001165",322,138,101,64,16,3
"N00001166",593,230,192,112,48,11
"N00001167",342,133,114,74,14,7
"N00001168",353,136,98,70,32,17
"N00001169",320,155,78,57,25,5
"N00001170",333,142,98,59,25,9
"N00001171",408,172,111,88,29,8
"N00001172",307,153,78,62,9,5
"N00001173",262,103,104,38,15,2
"N00001174",343,217,94,27,2,3
"N00001175",306,177,101,22,4,2
"N00001176",241,104,84,42,9,2
"N00001177",266,137,79,37,12,1
"N00001178",406,231,120,42,13,0
"N00001179",342,218,87,27,6,4
"N00001180",157,68,45,26,15,3
"N00001181",295,105,76,69,33,12
"N00001182",352,228,90,23,5,6
"N00001183",444,229,139,53,17,6
"N00001184",283,135,97,40,10,1
"N00001185",268,90,105,60,13,0
"N00001186",267,123,97,37,8,2
"N00001187",323,186,108,27,2,0
"N00001188",806,305,258,177,47,19
"N00001189",304,145,112,33,12,2
"N00001190",278,112,103,48,13,2
"N00001191",245,102,73,48,17,5
"N00001192",256,97,96,47,10,6
"N00001193",232,91,73,41,22,5
"N00001194",269,117,91,38,20,3
"N00001195",184,73,74,28,9,0
"N00001196",354,129,136,70,13,6
"N00001197",266,118,82,47,15,4
"N00001198",467,235,117,84,21,10
"N00001199",194,69,83,30,10,2
"N00001200",395,221,100,53,13,8
"N00001201",311,203,74,26,5,3
"N00001202",323,156,84,53,24,6
"N00001203",315,147,100,50,17,1
"N00001204",956,431,261,161,80,23
"N00001205",564,238,141,110,59,16
"N00001206",229,90,59,57,19,4
"N00001207",400,215,103,55,23,4
"N00001208",339,159,86,53,33,8
"N00001209",254,88,92,38,21,15
"N00001210",332,122,113,63,30,4
"N00001211",285,135,66,51,26,7
"N00001212",301,131,81,55,24,10
"N00001213",299,112,95,54,28,10
"N00001214",289,129,78,52,22,8
"N00001215",281,133,77,44,17,10
"N00001216",406,225,116,43,14,8
"N00001217",413,143,130,84,38,18
"N00001218",279,119,98,48,11,3
"N00001219",301,120,89,56,28,8
"N00001220",231,86,81,43,15,6
"N00001221",258,94,78,53,21,12
"N00001222",213,92,63,36,15,7
"N00001223",300,104,92,58,38,8
"N00001224",265,106,82,53,19,5
"N00001225",242,63,80,66,29,4
"N00001226",236,86,89,46,11,4
"N00001227",246,86,76,47,33,4
"N00001228",212,62,53,67,26,4
"N00001229",255,92,67,59,32,5
"N00001230",298,126,98,48,23,3
"N00001231",401,140,134,79,33,15
"N00001232",375,213,100,47,13,2
"N00001233",421,261,114,35,7,4
"N00001234",351,183,109,29,19,11
"N00001235",953,464,250,141,77,21
"N00001236",372,187,109,39,32,5
"N00001237",289,105,83,56,33,12
"N00001238",297,116,88,59,28,6
"N00001239",313,136,85,61,25,6
"N00001240",1095,434,350,186,98,27
"N00001241",352,126,100,77,36,13
"N00001242",335,149,84,61,31,10
"N00001243",275,107,77,54,27,10
"N00001244",335,101,99,65,44,26
"N00001245",334,145,83,67,26,13
"N00001246",608,292,194,92,28,2
"N00001247",245,79,64,58,30,14
"N00001248",430,210,154,49,12,5
"N00001249",403,195,121,69,12,6
"N00001250",463,225,147,69,17,5
"N00001251",327,159,86,44,29,9
"N00001252",321,123,102,73,21,2
"N00001253",233,78,72,50,27,6
"N00001254",314,140,87,63,20,4
"N00001255",276,83,113,60,19,1
"N00001256",262,107,91,44,15,5
"N00001257",233,92,49,62,26,4
"N00001258",250,108,68,44,22,8
"N00001259",285,101,94,64,20,6
"N00001260",363,158,123,54,22,6
"N00001261",249,79,88,60,19,3
"N00001262",389,151,121,84,24,9
"N00001263",289,133,86,48,18,4
"N00001264",204,91,79,24,9,1
"N00001265",971,440,312,143,56,20
"N00001266",188,57,56,44,27,4
"N00001267",322,93,100,71,47,11
"N00001268",283,67,95,70,39,12
"N00001269",522,220,202,72,22,6
"N00001270",278,96,90,62,26,4
"N00001271",1514,756,465,200,73,20
"N00001272",222,80,100,35,6,1
"N00001273",221,103,65,41,11,1
"N00001274",238,65,96,60,13,4
"N00001275",210,73,63,42,28,4
"N00001276",218,81,74,35,24,4
"N00001277",266,141,86,30,9,0
"N00001278",291,158,95,26,11,1
"N00001279",168,39,73,34,15,7
"N00001280",213,61,64,59,25,4
"N00001281",334,179,98,47,10,0
"N00001282",330,179,103,37,8,3
"N00001283",338,205,100,29,4,0
"N00001284",352,175,110,55,9,3
"N00001285",331,159,108,50,13,1
"N00001286",348,163,113,59,10,3
"N00001287",295,132,102,41,18,2
"N00001288",289,117,97,58,13,4
"N00001289",288,136,101,42,9,0
"N00001290",318,152,111,41,14,0
"N00001291",344,172,112,31,20,9
"N00001292",878,549,203,79,37,10
"N00001293",358,186,101,43,20,8
"N00001294",335,128,115,64,23,5
"N00001295",312,130,103,60,12,7
"N00001296",273,104,66,62,31,10
"N00001297",384,178,117,59,28,2
"N00001298",394,151,141,64,33,5
"N00001299",319,138,85,52,34,10
"N00001300",287,126,87,42,26,6
"N00001301",375,157,116,64,30,8
"N00001302",745,377,193,102,63,10
"N00001303",333,124,94,57,45,13
"N00001304",322,143,106,57,14,2
"N00001305",325,119,120,61,18,7
"N00001306",214,83,52,45,27,7
"N00001307",321,149,72,49,36,15
"N00001308",486,216,141,93,29,7
"N00001309",368,164,102,62,30,10
"N00001310",981,539,271,112,42,17
"N00001311",326,182,76,35,30,3
"N00001312",654,330,172,85,50,17
"N00001313",417,205,123,59,21,9
"N00001314",401,212,107,54,20,8
"N00001315",246,78,91,45,25,7
"N00001316",352,107,110,93,30,12
"N00001317",267,103,80,57,24,3
"N00001318",287,113,102,49,16,7
"N00001319",285,120,104,52,8,1
"N00001320",253,113,73,55,6,6
"N00001321",274,108,97,43,22,4
"N00001322",274,109,88,50,18,9
"N00001323",295,105,105,55,24,6
"N00001324",243,111,70,44,14,4
"N00001325",1263,809,335,95,21,3
"N00001326",360,244,90,23,1,2
"N00001327",328,207,83,30,5,3
"N00001328",1036,670,244,90,29,3
"N00001329",281,164,83,21,11,2
"N00001330",322,214,72,29,7,0
"N00001331",274,163,75,32,4,0
"N00001332",186,96,73,14,3,0
"N00001333",337,221,82,30,2,2
"N00001334",354,213,99,35,4,3
"N00001335",194,106,56,28,3,1
"N00001336",318,222,69,22,4,1
"N00001337",302,184,86,22,9,1
"N00001338",303,131,92,55,22,3
"N00001339",370,179,95,61,26,9
"N00001340",779,329,230,160,51,9
"N00001341",329,172,93,40,18,6
"N00001342",388,196,130,50,10,2
"N00001343",293,130,114,36,8,5
"N00001344",330,181,99,35,10,5
"N00001345",250,112,92,35,8,3
"N00001346",820,405,285,111,14,5
"N00001347",513,270,139,86,13,5
"N00001348",304,167,90,37,8,2
"N00001349",248,107,104,25,12,0
"N00001350",919,272,268,212,118,49
"N00001351",390,152,104,79,37,18
"N00001352",303,118,87,62,22,14
"N00001353",358,105,89,102,40,22
"N00001354",756,251,180,160,125,40
"N00001355",287,113,73,48,41,12
"N00001356",280,98,86,54,32,10
"N00001357",155,62,31,34,26,2
"N00001358",344,135,101,59,29,20
"N00001359",294,132,95,41,20,6
"N00001360",276,138,72,33,27,6
"N00001361",295,126,86,47,28,8
"N00001362",293,80,67,83,48,15
"N00001363",263,127,87,34,13,2
"N00001364",539,233,200,84,19,3
"N00001365",387,200,121,50,15,1
"N00001366",252,116,85,36,12,3
"N00001367",353,131,115,78,25,4
"N00001368",295,140,95,49,9,2
"N00001369",365,140,148,64,11,2
"N00001370",369,160,104,86,17,2
"N00001371",313,171,93,38,8,3
"N00001372",584,273,199,89,20,3
"N00001373",293,149,104,35,4,1
"N00001374",297,154,104,29,9,1
"N00001375",338,131,112,70,21,4
"N00001376",191,78,74,36,1,2
"N00001377",276,130,92,46,8,0
"N00001378",258,127,99,31,1,0
"N00001379",246,111,89,38,8,0
"N00001380",381,202,131,37,10,1
"N00001381",395,226,132,26,10,1
"N00001382",316,178,105,31,1,1
"N00001383",344,176,93,52,17,6
"N00001384",287,143,105,32,6,1
"N00001385",359,223,96,28,7,5
"N00001386",532,274,154,88,13,3
"N00001387",263,126,90,41,4,2
"N00001388",270,80,98,71,16,5
"N00001389",188,90,64,25,9,0
"N00001390",287,147,89,44,7,0
"N00001391",286,170,88,23,3,2
"N00001392",263,113,90,41,16,3
"N00001393",269,169,72,22,4,2
"N00001394",284,155,87,31,9,2
"N00001395",277,130,95,44,7,1
"N00001396",607,363,192,41,10,1
"N00001397",183,65,61,42,14,1
"N00001398",250,123,78,35,9,5
"N00001399",889,511,251,106,17,4
"N00001400",330,199,94,32,3,2
"N00001401",851,453,248,116,27,7
"N00001402",652,401,178,55,16,2
"N00001403",377,203,118,49,6,1
"N00001404",706,342,194,127,35,8
"N00001405",235,91,74,53,13,4
"N00001406",216,101,60,47,7,1
"N00001407",256,134,73,38,7,4
"N00001408",467,260,155,45,7,0
"N00001409",292,175,77,34,6,0
"N00001410",294,161,95,29,6,3
"N00001411",280,146,97,29,6,2
"N00001412",164,58,49,42,13,2
"N00001413",277,150,91,30,5,1
"N00001414",278,154,86,31,7,0
"N00001415",275,103,78,51,35,8
"N00001416",947,489,286,109,43,20
"N00001417",277,87,65,64,41,20
"N00001418",662,319,163,113,53,14
"N00001419",248,96,86,46,13,7
"N00001420",243,73,88,39,30,13
"N00001421",1333,618,405,205,63,42
"N00001422",200,59,56,58,22,5
"N00001423",445,125,127,119,53,21
"N00001424",223,85,60,51,21,6
"N00001425",267,96,88,46,28,9
"N00001426",229,86,59,53,27,4
"N00001427",251,82,73,58,33,5
"N00001428",279,116,80,56,23,4
"N00001429",1073,478,316,174,80,25
"N00001430",262,96,70,64,23,9
"N00001431",326,129,99,64,23,11
"N00001432",281,97,77,62,29,16
"N00001433",254,103,67,44,34,6
"N00001434",302,113,84,62,33,10
"N00001435",233,64,68,59,35,7
"N00001436",301,111,83,64,33,10
"N00001437",201,58,84,32,18,9
"N00001438",291,95,87,68,32,9
"N00001439",270,92,89,53,28,8
"N00001440",251,65,63,71,39,13
"N00001441",282,114,71,58,31,8
"N00001442",347,114,70,101,42,20
"N00001443",209,56,59,57,28,9
"N00001444",268,84,78,57,34,15
"N00001445",371,216,104,41,9,1
"N00001446",304,154,97,41,9,3
"N00001447",315,134,96,56,18,11
"N00001448",350,194,114,37,3,2
"N00001449",323,170,123,26,3,1
"N00001450",263,127,100,31,3,2
"N00001451",248,122,68,47,9,2
"N00001452",324,180,117,22,3,2
"N00001453",372,192,147,27,2,4
"N00001454",319,182,95,37,3,2
"N00001455",261,151,82,18,8,2
"N00001456",334,183,110,35,6,0
"N00001457",318,179,103,26,7,3
"N00001458",376,161,96,77,28,14
"N00001459",471,258,146,53,10,4
"N00001460",599,301,168,91,31,8
"N00001461",317,177,99,34,6,1
"N00001462",357,210,117,23,4,3
"N00001463",385,250,95,31,8,1
"N00001464",345,191,116,32,4,2
"N00001465",422,260,116,39,4,3
"N00001466",280,174,77,25,2,2
"N00001467",1504,983,417,93,9,2
"N00001468",283,151,104,27,0,1
"N00001469",246,137,85,23,0,1
"N00001470",348,233,92,20,3,0
"N00001471",493,359,121,10,2,1
"N00001472",891,596,244,43,6,2
"N00001473",426,277,108,35,5,1
"N00001474",347,217,100,28,2,0
"N00001475",302,192,78,23,6,3
"N00001476",277,150,103,20,4,0
"N00001477",271,161,82,24,1,3
"N00001478",301,184,94,19,4,0
"N00001479",344,201,102,32,4,5
"N00001480",477,136,144,140,42,15
"N00001481",229,79,58,56,26,10
"N00001482",307,136,113,41,15,2
"N00001483",254,125,69,39,15,6
"N00001484",213,88,68,40,12,5
"N00001485",248,105,91,37,15,0
"N00001486",358,160,126,58,13,1
"N00001487",298,111,115,44,21,7
"N00001488",277,122,103,37,11,4
"N00001489",293,130,90,52,17,4
"N00001490",196,81,70,29,11,5
"N00001491",250,86,72,63,21,8
"N00001492",226,91,76,36,17,6
"N00001493",260,127,92,31,7,3
"N00001494",198,98,62,26,12,0
"N00001495",288,114,103,56,10,5
"N00001496",266,112,108,35,9,2
"N00001497",236,115,82,33,4,2
"N00001498",460,176,157,81,40,6
"N00001499",335,122,124,63,23,3
"N00001500",214,57,82,55,16,4
"N00001501",497,187,133,123,42,12
"N00001502",409,181,128,61,33,6
"N00001503",204,57,62,57,21,7
"N00001504",272,105,80,53,30,4
"N00001505",473,210,167,66,25,5
"N00001506",239,100,72,41,18,8
"N00001507",254,90,80,53,23,8
"N00001508",466,216,142,72,28,8
"N00001509",385,123,120,89,38,15
"N00001510",215,90,77,32,12,4
"N00001511",638,255,190,128,48,17
"N00001512",294,143,89,48,11,3
"N00001513",236,106,68,44,17,1
"N00001514",249,132,70,34,9,4
"N00001515",351,195,109,43,4,0
"N00001516",275,127,104,41,2,1
"N00001517",359,215,94,42,7,1
"N00001518",436,274,119,35,4,4
"N00001519",298,120,88,57,25,8
"N00001520",265,90,90,53,25,7
"N00001521",249,96,69,53,22,9
"N00001522",278,126,86,45,14,7
"N00001523",211,77,56,54,19,5
