"Geography_Code","NM_1546_1_0","NM_1546_1_1","NM_1546_1_2","NM_1546_1_3","NM_1546_1_4","NM_1546_1_5"
"N00001524",253,88,68,71,20,6
"N00001525",239,114,62,47,16,0
"N00001526",219,80,77,44,15,3
"N00001527",243,109,81,33,18,2
"N00001528",244,134,75,26,6,3
"N00001529",286,133,96,42,11,4
"N00001530",386,224,121,35,5,1
"N00001531",320,136,92,58,27,7
"N00001532",435,196,123,74,33,9
"N00001533",636,264,148,121,71,32
"N00001534",321,108,86,69,36,22
"N00001535",385,147,119,59,44,16
"N00001536",401,186,86,77,43,9
"N00001537",356,136,90,76,40,14
"N00001538",386,176,108,64,33,5
"N00001539",346,170,69,64,34,9
"N00001540",408,191,110,71,28,8
"N00001541",286,107,67,59,35,18
"N00001542",324,113,100,58,44,9
"N00001543",366,137,86,81,46,16
"N00001544",280,97,82,64,32,5
"N00001545",352,150,114,54,27,7
"N00001546",352,146,103,63,29,11
"N00001547",316,138,100,50,23,5
"N00001548",317,104,84,75,45,9
"N00001549",376,164,105,66,30,11
"N00001550",213,53,62,51,33,14
"N00001551",388,144,123,71,34,16
"N00001552",376,169,102,73,21,11
"N00001553",264,78,84,66,28,8
"N00001554",326,132,83,65,35,11
"N00001555",272,109,69,41,35,18
"N00001556",211,82,84,28,15,2
"N00001557",268,107,70,59,22,10
"N00001558",247,125,67,33,18,4
"N00001559",328,133,101,61,26,7
"N00001560",266,116,98,32,16,4
"N00001561",218,93,73,32,15,5
"N00001562",215,76,64,44,28,3
"N00001563",172,38,48,59,23,4
"N00001564",352,161,110,51,23,7
"N00001565",351,135,106,64,33,13
"N00001566",387,186,86,57,36,22
"N00001567",251,101,69,54,20,7
"N00001568",297,166,62,37,26,6
"N00001569",329,132,89,66,28,14
"N00001570",1119,539,274,163,104,39
"N00001571",493,167,108,115,81,22
"N00001572",355,158,81,57,43,16
"N00001573",444,190,111,83,47,13
"N00001574",310,133,66,62,37,12
"N00001575",317,136,65,66,41,9
"N00001576",365,151,92,57,42,23
"N00001577",364,168,79,54,42,21
"N00001578",312,134,84,56,27,11
"N00001579",317,199,80,26,10,2
"N00001580",328,219,84,15,9,1
"N00001581",306,209,69,19,9,0
"N00001582",293,162,83,40,6,2
"N00001583",234,158,54,19,3,0
"N00001584",184,77,53,32,17,5
"N00001585",444,287,120,30,5,2
"N00001586",254,123,93,26,6,6
"N00001587",333,189,104,36,4,0
"N00001588",290,141,107,31,9,2
"N00001589",318,178,100,32,5,3
"N00001590",356,202,126,26,1,1
"N00001591",275,166,85,18,5,1
"N00001592",305,152,97,44,12,0
"N00001593",518,357,123,30,7,1
"N00001594",364,213,106,36,8,1
"N00001595",289,181,77,21,8,2
"N00001596",395,258,105,27,5,0
"N00001597",271,160,82,24,4,1
"N00001598",381,203,135,35,8,0
"N00001599",445,236,146,48,14,1
"N00001600",317,161,110,35,8,3
"N00001601",277,158,85,26,6,2
"N00001602",342,205,101,20,14,2
"N00001603",305,145,97,42,15,6
"N00001604",276,101,111,45,15,4
"N00001605",283,104,104,47,22,6
"N00001606",197,85,69,32,11,0
"N00001607",262,91,102,47,19,3
"N00001608",238,108,72,41,11,6
"N00001609",243,95,96,33,14,5
"N00001610",220,111,70,27,10,2
"N00001611",292,102,88,69,20,13
"N00001612",295,113,102,59,16,5
"N00001613",691,291,216,129,38,17
"N00001614",245,100,87,39,18,1
"N00001615",318,116,120,57,19,6
"N00001616",299,115,102,55,19,8
"N00001617",258,109,115,22,12,0
"N00001618",236,84,84,52,13,3
"N00001619",278,86,94,70,20,8
"N00001620",333,146,116,45,21,5
"N00001621",241,88,86,52,12,3
"N00001622",240,95,98,34,9,4
"N00001623",287,113,73,73,22,6
"N00001624",150,34,37,52,21,6
"N00001625",253,84,84,61,18,6
"N00001626",236,92,71,50,18,5
"N00001627",179,78,43,35,19,4
"N00001628",248,75,70,56,40,7
"N00001629",303,96,77,82,32,16
"N00001630",214,69,77,37,23,8
"N00001631",226,72,75,50,23,6
"N00001632",244,74,67,56,32,15
"N00001633",183,60,53,52,15,3
"N00001634",229,70,65,65,24,5
"N00001635",300,94,95,67,34,10
"N00001636",170,50,50,43,22,5
"N00001637",220,86,67,34,19,14
"N00001638",252,70,87,58,29,8
"N00001639",180,56,55,38,20,11
"N00001640",214,61,57,47,35,14
"N00001641",250,89,89,52,14,6
"N00001642",299,128,126,36,8,1
"N00001643",595,288,193,91,18,5
"N00001644",329,161,122,37,8,1
"N00001645",234,77,89,45,20,3
"N00001646",352,105,133,77,37,0
"N00001647",294,107,114,58,13,2
"N00001648",316,119,125,57,11,4
"N00001649",443,282,124,31,6,0
"N00001650",305,144,111,42,8,0
"N00001651",383,218,114,43,7,1
"N00001652",396,209,125,44,15,3
"N00001653",440,235,163,31,10,1
"N00001654",385,190,138,38,17,2
"N00001655",386,189,133,50,12,2
"N00001656",234,74,89,60,9,2
"N00001657",292,130,109,44,8,1
"N00001658",209,71,76,44,18,0
"N00001659",248,96,98,37,15,2
"N00001660",294,131,106,50,6,1
"N00001661",373,195,120,46,8,4
"N00001662",325,144,103,59,11,8
"N00001663",316,145,98,59,9,5
"N00001664",325,139,121,47,16,2
"N00001665",370,180,123,50,13,4
"N00001666",340,157,121,43,17,2
"N00001667",301,155,102,37,5,2
"N00001668",391,173,132,65,15,6
"N00001669",326,158,114,48,5,1
"N00001670",263,106,85,49,22,1
"N00001671",302,117,109,45,22,9
"N00001672",368,168,132,47,12,9
"N00001673",447,221,159,47,14,6
"N00001674",248,101,87,34,23,3
"N00001675",279,114,89,56,13,7
"N00001676",264,124,81,41,16,2
"N00001677",552,299,196,47,8,2
"N00001678",435,233,140,45,11,6
"N00001679",404,248,116,33,4,3
"N00001680",540,323,172,38,5,2
"N00001681",300,112,113,56,13,6
"N00001682",324,155,111,48,9,1
"N00001683",388,162,103,76,39,8
"N00001684",930,529,317,67,11,6
"N00001685",337,153,136,41,5,2
"N00001686",279,139,100,29,6,5
"N00001687",308,156,104,38,9,1
"N00001688",361,135,128,70,24,4
"N00001689",246,86,78,53,22,7
"N00001690",352,169,107,54,16,6
"N00001691",280,100,103,54,16,7
"N00001692",254,91,92,49,16,6
"N00001693",311,99,103,82,21,6
"N00001694",293,151,96,37,7,2
"N00001695",414,232,122,48,10,2
"N00001696",379,192,118,61,6,2
"N00001697",298,143,95,46,12,2
"N00001698",269,121,80,55,10,3
"N00001699",395,228,127,32,6,2
"N00001700",260,96,108,42,14,0
"N00001701",198,64,79,37,12,6
"N00001702",338,137,125,65,8,3
"N00001703",1033,327,378,244,72,12
"N00001704",829,258,312,190,62,7
"N00001705",222,84,74,50,14,0
"N00001706",465,270,146,41,8,0
"N00001707",395,223,114,45,10,3
"N00001708",674,411,197,51,11,4
"N00001709",252,98,84,46,22,2
"N00001710",341,190,104,41,6,0
"N00001711",362,204,111,36,10,1
"N00001712",387,133,125,105,22,2
"N00001713",207,69,66,42,21,9
"N00001714",536,187,185,119,35,10
"N00001715",287,133,95,44,12,3
"N00001716",303,108,133,46,16,0
"N00001717",352,169,125,44,12,2
"N00001718",288,87,122,57,19,3
"N00001719",320,148,99,54,17,2
"N00001720",289,110,110,40,28,1
"N00001721",279,99,87,56,30,7
"N00001722",335,115,121,61,32,6
"N00001723",289,115,112,40,20,2
"N00001724",244,99,83,43,14,5
"N00001725",260,89,89,59,19,4
"N00001726",263,93,86,58,19,7
"N00001727",222,55,67,61,28,11
"N00001728",292,106,101,64,17,4
"N00001729",312,120,113,58,19,2
"N00001730",214,56,86,56,11,5
"N00001731",227,60,66,67,28,6
"N00001732",1089,579,378,106,19,7
"N00001733",282,131,70,63,16,2
"N00001734",287,105,119,44,15,4
"N00001735",268,122,89,43,13,1
"N00001736",352,78,85,132,44,13
"N00001737",352,162,116,55,16,3
"N00001738",317,153,110,43,11,0
"N00001739",352,164,114,59,13,2
"N00001740",694,319,228,120,24,3
"N00001741",284,122,118,37,6,1
"N00001742",229,115,74,31,8,1
"N00001743",283,156,82,35,7,3
"N00001744",325,174,111,34,4,2
"N00001745",336,183,112,35,6,0
"N00001746",295,127,102,48,14,4
"N00001747",742,366,235,112,21,8
"N00001748",456,272,110,60,10,4
"N00001749",325,159,117,41,7,1
"N00001750",256,129,76,32,16,3
"N00001751",318,165,93,43,15,2
"N00001752",299,117,115,59,6,2
"N00001753",321,149,100,55,12,5
"N00001754",356,183,124,40,9,0
"N00001755",380,231,102,43,3,1
"N00001756",326,144,121,54,7,0
"N00001757",243,117,71,49,6,0
"N00001758",272,102,107,54,9,0
"N00001759",313,175,86,40,10,2
"N00001760",1278,728,344,156,44,6
"N00001761",503,289,91,70,49,4
"N00001762",275,109,94,43,26,3
"N00001763",1425,777,448,148,41,11
"N00001764",234,70,80,62,21,1
"N00001765",990,426,287,179,77,21
"N00001766",256,96,91,52,16,1
"N00001767",299,147,108,36,7,1
"N00001768",296,176,86,25,8,1
"N00001769",374,223,118,28,4,1
"N00001770",333,230,89,12,2,0
"N00001771",437,307,106,13,8,3
"N00001772",278,137,94,41,5,1
"N00001773",278,152,82,37,5,2
"N00001774",281,159,82,35,4,1
"N00001775",301,180,92,20,8,1
"N00001776",294,166,96,20,8,4
"N00001777",352,189,118,38,6,1
"N00001778",307,159,119,25,4,0
"N00001779",293,133,86,50,21,3
"N00001780",621,354,192,53,21,1
"N00001781",429,230,103,55,28,13
"N00001782",354,191,129,29,5,0
"N00001783",348,179,114,40,14,1
"N00001784",257,119,75,49,13,1
"N00001785",348,125,124,69,16,14
"N00001786",319,118,95,84,20,2
"N00001787",281,89,96,73,19,4
"N00001788",335,159,93,58,21,4
"N00001789",425,250,130,38,7,0
"N00001790",359,145,127,74,11,2
"N00001791",474,246,164,47,14,3
"N00001792",345,208,103,24,8,2
"N00001793",456,245,147,51,10,3
"N00001794",915,355,291,206,49,14
"N00001795",320,167,114,35,3,1
"N00001796",336,196,91,34,12,3
"N00001797",341,180,96,52,8,5
"N00001798",423,248,132,32,6,5
"N00001799",314,155,96,49,9,5
"N00001800",343,178,108,46,9,2
"N00001801",439,284,115,25,14,1
"N00001802",331,199,104,18,8,2
"N00001803",302,141,111,42,6,2
"N00001804",353,185,113,40,13,2
"N00001805",893,511,283,70,22,7
"N00001806",324,129,113,60,20,2
"N00001807",249,124,74,35,10,6
"N00001808",249,95,82,48,17,7
"N00001809",255,116,67,53,17,2
"N00001810",231,78,77,59,15,2
"N00001811",249,101,84,46,15,3
"N00001812",340,109,114,74,32,11
"N00001813",193,59,42,60,27,5
"N00001814",644,252,235,112,39,6
"N00001815",347,185,99,52,6,5
"N00001816",486,199,156,98,28,5
"N00001817",287,123,108,42,13,1
"N00001818",274,109,110,40,12,3
"N00001819",379,174,146,48,11,0
"N00001820",314,120,112,66,9,7
"N00001821",618,304,222,70,19,3
"N00001822",270,104,102,49,13,2
"N00001823",383,182,142,49,8,2
"N00001824",365,214,107,31,11,2
"N00001825",240,104,89,34,8,5
"N00001826",344,174,134,29,5,2
"N00001827",334,165,111,45,12,1
"N00001828",257,117,91,34,13,2
"N00001829",238,114,81,34,7,2
"N00001830",393,176,124,60,24,9
"N00001831",337,177,110,41,7,2
"N00001832",251,75,102,54,16,4
"N00001833",327,117,89,88,26,7
"N00001834",235,72,82,44,30,7
"N00001835",295,97,102,60,25,11
"N00001836",284,126,81,49,19,9
"N00001837",236,78,84,44,24,6
"N00001838",234,61,95,55,17,6
"N00001839",396,177,144,54,16,5
"N00001840",374,245,102,22,2,3
"N00001841",345,181,120,33,9,2
"N00001842",258,133,74,40,9,2
"N00001843",326,194,95,29,8,0
"N00001844",297,150,100,40,7,0
"N00001845",292,153,90,37,8,4
"N00001846",279,118,95,52,12,2
"N00001847",287,129,106,37,11,4
"N00001848",298,150,96,39,8,5
"N00001849",303,139,104,50,9,1
"N00001850",636,320,221,75,15,5
"N00001851",295,178,86,25,6,0
"N00001852",349,151,116,61,19,2
"N00001853",344,185,106,44,7,2
"N00001854",232,69,85,52,18,8
"N00001855",292,134,87,59,8,4
"N00001856",272,137,71,48,13,3
"N00001857",268,118,94,37,18,1
"N00001858",232,78,75,59,14,6
"N00001859",266,106,77,59,15,9
"N00001860",210,73,65,48,16,8
"N00001861",271,116,88,52,15,0
"N00001862",387,181,134,60,11,1
"N00001863",272,104,90,58,17,3
"N00001864",364,199,117,36,10,2
"N00001865",541,271,190,67,13,0
"N00001866",252,121,80,32,14,5
"N00001867",359,178,128,43,9,1
"N00001868",372,202,137,29,3,1
"N00001869",350,171,86,75,13,5
"N00001870",323,173,111,37,2,0
"N00001871",355,209,113,27,6,0
"N00001872",256,134,82,33,6,1
"N00001873",806,532,219,44,5,6
"N00001874",376,214,117,42,2,1
"N00001875",291,148,90,41,9,3
"N00001876",332,182,100,39,7,4
"N00001877",282,128,93,54,6,1
"N00001878",307,145,112,39,9,2
"N00001879",352,211,91,37,10,3
"N00001880",313,133,132,31,15,2
"N00001881",979,372,316,205,71,15
"N00001882",281,128,94,50,6,3
"N00001883",292,125,90,50,23,4
"N00001884",261,101,87,55,13,5
"N00001885",229,69,68,64,22,6
"N00001886",232,63,76,67,16,10
"N00001887",289,130,102,42,13,2
"N00001888",287,107,106,59,11,4
"N00001889",231,93,77,36,18,7
"N00001890",555,274,172,77,25,7
"N00001891",390,194,136,42,15,3
"N00001892",280,108,100,55,13,4
"N00001893",270,104,95,56,10,5
"N00001894",320,122,105,71,19,3
"N00001895",342,112,112,79,36,3
"N00001896",546,199,173,107,50,17
"N00001897",283,113,107,46,12,5
"N00001898",279,97,113,48,17,4
"N00001899",186,39,73,54,15,5
"N00001900",346,157,134,45,9,1
"N00001901",377,200,116,49,10,2
"N00001902",411,211,144,48,6,2
"N00001903",427,273,127,18,5,4
"N00001904",265,131,98,26,9,1
"N00001905",267,116,91,44,13,3
"N00001906",308,112,134,49,12,1
"N00001907",331,148,111,60,7,5
"N00001908",321,123,110,56,24,8
"N00001909",331,170,101,48,11,1
"N00001910",386,209,123,44,7,3
"N00001911",290,130,95,49,15,1
"N00001912",428,169,161,78,18,2
"N00001913",280,132,106,33,8,1
"N00001914",303,153,101,35,11,3
"N00001915",651,360,213,61,16,1
"N00001916",267,125,94,37,9,2
"N00001917",312,154,100,48,6,4
"N00001918",249,118,85,34,9,3
"N00001919",324,145,117,47,11,4
"N00001920",327,142,113,56,11,5
"N00001921",272,92,87,65,20,8
"N00001922",300,113,107,61,12,7
"N00001923",236,87,77,43,20,9
"N00001924",367,157,141,47,13,9
"N00001925",273,86,105,51,23,8
"N00001926",320,112,121,65,18,4
"N00001927",225,88,75,46,14,2
"N00001928",232,69,88,49,20,6
"N00001929",440,228,138,62,8,4
"N00001930",249,105,88,40,14,2
"N00001931",267,94,96,55,16,6
"N00001932",278,122,109,39,7,1
"N00001933",292,125,113,41,13,0
"N00001934",265,97,96,60,10,2
"N00001935",350,196,106,37,10,1
"N00001936",304,157,97,39,10,1
"N00001937",304,146,93,55,9,1
"N00001938",311,118,99,60,25,9
"N00001939",278,112,101,48,14,3
"N00001940",359,203,106,38,11,1
"N00001941",284,130,106,39,8,1
"N00001942",451,256,135,49,11,0
"N00001943",429,197,157,59,12,4
"N00001944",365,164,116,59,22,4
"N00001945",440,230,147,52,11,0
"N00001946",352,153,135,53,10,1
"N00001947",462,247,141,56,17,1
"N00001948",216,106,61,41,8,0
"N00001949",685,361,232,74,15,3
"N00001950",230,83,75,46,21,5
"N00001951",238,116,88,30,4,0
"N00001952",266,104,106,42,12,2
"N00001953",200,58,78,48,12,4
"N00001954",254,128,91,32,3,0
"N00001955",285,112,116,45,12,0
"N00001956",207,87,72,37,9,2
"N00001957",294,129,114,39,8,4
"N00001958",326,134,109,69,9,5
"N00001959",261,105,90,48,13,5
"N00001960",318,139,89,65,21,4
"N00001961",419,217,143,42,14,3
"N00001962",209,94,73,33,5,4
"N00001963",167,68,44,31,19,5
"N00001964",269,106,90,60,11,2
"N00001965",304,154,98,44,6,2
"N00001966",434,201,169,53,11,0
"N00001967",468,242,155,55,13,3
"N00001968",340,140,119,60,17,4
"N00001969",531,225,215,72,16,3
"N00001970",293,102,113,60,14,4
"N00001971",410,213,145,39,10,3
"N00001972",331,181,100,41,8,1
"N00001973",321,99,104,88,21,9
"N00001974",179,66,72,25,15,1
"N00001975",364,127,121,90,19,7
"N00001976",427,152,135,107,23,10
"N00001977",251,114,79,41,15,2
"N00001978",293,81,120,65,24,3
"N00001979",274,90,107,50,18,9
"N00001980",328,137,131,38,14,8
"N00001981",245,46,89,79,25,6
"N00001982",769,368,250,105,34,12
"N00001983",267,103,91,58,10,5
"N00001984",348,147,126,48,22,5
"N00001985",241,89,84,45,17,6
"N00001986",456,173,115,107,49,12
"N00001987",400,187,144,51,16,2
"N00001988",344,149,111,63,16,5
"N00001989",368,190,130,33,14,1
"N00001990",261,96,98,48,13,6
"N00001991",320,137,105,53,20,5
"N00001992",267,107,89,54,14,3
"N00001993",249,79,83,58,22,7
"N00001994",355,163,119,59,8,6
"N00001995",335,159,101,58,16,1
"N00001996",319,128,115,56,19,1
"N00001997",368,180,125,51,9,3
"N00001998",262,100,84,54,22,2
"N00001999",1298,758,430,78,21,11
"N00002000",339,164,125,44,6,0
"N00002001",376,204,118,43,6,5
"N00002002",300,142,108,39,9,2
"N00002003",291,149,85,47,6,4
"N00002004",370,172,119,69,8,2
"N00002005",186,68,67,45,5,1
"N00002006",245,88,92,55,9,1
"N00002007",222,83,99,36,3,1
"N00002008",630,219,253,130,23,5
"N00002009",303,115,112,55,18,3
"N00002010",478,257,148,55,17,1
"N00002011",564,278,215,62,5,4
"N00002012",501,234,168,74,23,2
"N00002013",319,139,112,51,15,2
"N00002014",974,525,328,101,16,4
"N00002015",292,146,95,44,4,3
"N00002016",252,86,93,47,21,5
"N00002017",303,136,107,46,12,2
"N00002018",1387,694,482,170,29,12
"N00002019",253,106,95,43,9,0
"N00002020",309,140,99,56,12,2
"N00002021",465,260,146,42,15,2
"N00002022",378,180,126,47,20,5
"N00002023",471,250,127,76,17,1
"N00002024",494,260,164,60,9,1
"N00002025",227,76,73,57,18,3
"N00002026",437,212,136,65,17,7
"N00002027",252,100,82,58,9,3
"N00002028",1232,660,415,121,26,10
"N00002029",582,301,215,55,10,1
"N00002030",330,138,113,61,17,1
"N00002031",350,176,118,44,9,3
"N00002032",499,259,177,56,5,2
"N00002033",249,124,76,42,7,0
"N00002034",312,166,96,41,7,2
"N00002035",341,162,120,47,10,2
"N00002036",354,133,135,70,13,3
"N00002037",574,318,182,57,12,5
"N00002038",394,182,146,54,11,1
"N00002039",306,131,115,51,4,5
"N00002040",342,163,99,60,13,7
"N00002041",355,177,120,46,11,1
"N00002042",269,113,101,50,4,1
"N00002043",350,160,132,51,7,0
"N00002044",555,246,220,71,16,2
"N00002045",436,173,126,99,35,3
"N00002046",269,99,108,48,11,3
"N00002047",222,89,64,53,14,2
"N00002048",202,66,69,52,14,1
"N00002049",218,90,80,38,5,5
"N00002050",189,76,53,48,10,2
"N00002051",495,182,168,83,54,8
"N00002052",241,121,80,36,4,0
"N00002053",232,94,59,52,18,9
"N00002054",446,195,141,89,16,5
"N00002055",494,254,156,58,22,4
"N00002056",470,246,157,55,11,1
"N00002057",415,222,115,63,11,4
"N00002058",630,317,218,79,13,3
"N00002059",257,101,85,48,16,7
"N00002060",879,328,296,188,55,12
"N00002061",670,340,206,105,12,7
"N00002062",226,90,88,40,6,2
"N00002063",352,161,129,56,6,0
"N00002064",704,348,259,78,14,5
"N00002065",270,136,95,31,7,1
"N00002066",364,173,111,45,35,0
"N00002067",1004,574,310,99,17,4
"N00002068",248,115,84,38,10,1
"N00002069",435,246,117,54,17,1
"N00002070",1134,593,390,110,33,8
"N00002071",320,146,130,35,6,3
"N00002072",284,120,120,39,5,0
"N00002073",262,105,87,53,15,2
"N00002074",840,436,270,108,23,3
"N00002075",362,176,136,43,5,2
"N00002076",226,76,94,36,16,4
"N00002077",229,96,83,39,9,2
"N00002078",266,100,88,53,19,6
"N00002079",654,262,246,113,30,3
"N00002080",321,127,109,64,13,8
"N00002081",282,86,95,62,29,10
"N00002082",1350,686,462,170,26,6
"N00002083",323,164,111,44,3,1
"N00002084",438,216,153,58,11,0
"N00002085",603,338,187,64,11,3
"N00002086",482,245,172,52,9,4
"N00002087",238,83,89,54,10,2
"N00002088",336,162,111,56,6,1
"N00002089",374,214,109,41,7,3
"N00002090",484,244,130,67,29,14
"N00002091",980,450,272,173,69,16
"N00002092",517,248,130,83,37,19
"N00002093",597,313,170,73,29,12
"N00002094",695,276,253,113,45,8
"N00002095",485,201,158,99,23,4
"N00002096",454,198,161,77,12,6
"N00002097",395,156,138,76,21,4
"N00002098",397,186,115,57,28,11
"N00002099",454,203,161,54,30,6
"N00002100",505,243,176,63,20,3
"N00002101",551,290,168,66,24,3
"N00002102",450,228,126,62,25,9
"N00002103",804,387,258,116,34,9
"N00002104",280,118,93,48,16,5
"N00002105",417,198,130,65,21,3
"N00002106",327,163,114,40,9,1
"N00002107",538,304,157,64,8,5
"N00002108",421,196,114,78,29,4
"N00002109",524,263,152,76,28,5
"N00002110",530,254,173,62,30,11
"N00002111",563,273,183,85,15,7
"N00002112",468,223,136,75,25,9
"N00002113",531,275,155,64,31,6
"N00002114",366,142,105,85,26,8
"N00002115",249,95,79,62,10,3
"N00002116",263,83,94,70,14,2
"N00002117",323,172,94,41,15,1
"N00002118",406,163,160,73,10,0
"N00002119",278,129,69,52,19,9
"N00002120",261,99,100,48,10,4
"N00002121",454,198,170,74,7,5
"N00002122",523,266,170,77,8,2
"N00002123",461,222,162,54,19,4
"N00002124",346,172,88,59,20,7
"N00002125",1354,639,420,216,61,18
"N00002126",480,239,147,72,17,5
"N00002127",812,408,242,128,25,9
"N00002128",763,306,281,138,26,12
"N00002129",1023,370,347,222,66,18
"N00002130",401,178,120,76,23,4
"N00002131",426,200,150,66,7,3
"N00002132",381,213,93,59,13,3
"N00002133",513,274,171,51,13,4
"N00002134",343,149,130,49,13,2
"N00002135",518,279,154,67,13,5
"N00002136",310,147,89,43,24,7
"N00002137",283,101,101,48,24,9
"N00002138",306,92,107,68,28,11
"N00002139",747,373,253,99,18,4
"N00002140",281,108,108,51,10,4
"N00002141",226,68,70,62,17,9
"N00002142",220,70,68,52,24,6
"N00002143",457,258,126,59,12,2
"N00002144",575,313,168,74,15,5
"N00002145",498,243,150,83,17,5
"N00002146",385,192,112,59,20,2
"N00002147",394,160,120,78,27,9
"N00002148",406,223,111,58,9,5
"N00002149",434,235,124,61,11,3
"N00002150",344,151,110,68,11,4
"N00002151",295,132,99,53,10,1
"N00002152",338,149,102,63,22,2
"N00002153",449,213,149,66,16,5
"N00002154",394,202,110,64,17,1
"N00002155",528,283,147,67,21,10
"N00002156",378,179,99,58,37,5
"N00002157",292,89,89,73,31,10
"N00002158",455,232,145,55,18,5
"N00002159",556,299,173,57,16,11
"N00002160",387,188,130,55,11,3
"N00002161",523,254,169,79,17,4
"N00002162",469,248,137,68,11,5
"N00002163",556,324,163,53,14,2
"N00002164",297,131,81,66,17,2
"N00002165",382,195,135,34,17,1
"N00002166",371,141,121,75,28,6
"N00002167",349,114,128,83,20,4
"N00002168",360,134,103,112,10,1
"N00002169",457,221,147,65,19,5
"N00002170",313,125,96,66,19,7
"N00002171",531,299,153,66,9,4
"N00002172",630,363,174,68,21,4
"N00002173",476,259,150,51,14,2
"N00002174",538,248,180,78,21,11
"N00002175",742,414,227,81,17,3
"N00002176",570,324,166,53,22,5
"N00002177",617,354,166,79,16,2
"N00002178",514,260,152,73,24,5
"N00002179",332,159,106,54,9,4
"N00002180",199,77,74,33,11,4
"N00002181",719,446,200,55,16,2
"N00002182",362,170,111,58,18,5
"N00002183",280,97,96,56,24,7
"N00002184",220,47,85,62,20,6
"N00002185",412,163,137,77,28,7
"N00002186",232,94,81,42,12,3
"N00002187",286,120,111,42,9,4
"N00002188",190,48,67,48,18,9
"N00002189",235,79,79,55,22,0
"N00002190",533,251,180,80,19,3
"N00002191",213,80,71,46,11,5
"N00002192",493,218,183,75,15,2
"N00002193",241,78,87,57,16,3
"N00002194",219,47,85,64,20,3
"N00002195",312,150,93,40,22,7
"N00002196",589,304,210,59,14,2
"N00002197",657,361,205,62,23,6
"N00002198",290,116,82,62,24,6
"N00002199",317,125,109,53,25,5
"N00002200",411,174,117,87,22,11
"N00002201",244,84,60,57,36,7
"N00002202",477,197,136,107,33,4
"N00002203",1147,583,364,159,34,7
"N00002204",431,207,152,62,8,2
"N00002205",805,501,223,66,13,2
"N00002206",325,170,105,35,11,4
"N00002207",299,128,97,47,25,2
"N00002208",334,140,125,52,12,5
"N00002209",361,173,117,46,18,7
"N00002210",417,241,101,55,17,3
"N00002211",247,88,94,52,10,3
"N00002212",259,109,110,31,7,2
"N00002213",790,402,285,86,15,2
"N00002214",358,151,130,59,12,6
"N00002215",271,94,109,49,15,4
"N00002216",269,83,96,68,20,2
"N00002217",235,69,92,59,12,3
"N00002218",235,90,93,43,5,4
"N00002219",224,78,76,50,18,2
"N00002220",484,185,179,86,25,9
"N00002221",448,154,150,121,18,5
"N00002222",282,85,119,55,21,2
"N00002223",138,63,40,27,7,1
"N00002224",198,78,70,35,13,2
"N00002225",331,92,105,98,34,2
"N00002226",225,74,78,51,15,7
"N00002227",249,88,86,54,15,6
"N00002228",260,114,83,50,12,1
"N00002229",1012,534,279,153,38,8
"N00002230",289,99,102,65,19,4
"N00002231",348,136,115,63,31,3
"N00002232",799,323,283,128,53,12
"N00002233",312,118,127,43,18,6
"N00002234",246,95,82,44,20,5
"N00002235",314,117,96,65,28,8
"N00002236",611,179,195,143,70,24
"N00002237",340,163,112,42,23,0
"N00002238",274,125,95,38,12,4
"N00002239",242,79,74,50,30,9
"N00002240",329,156,96,51,23,3
"N00002241",323,99,87,83,42,12
"N00002242",276,102,81,72,19,2
"N00002243",242,85,69,64,19,5
"N00002244",299,112,97,57,19,14
"N00002245",214,28,47,95,33,11
"N00002246",467,243,126,63,27,8
"N00002247",471,259,138,55,15,4
"N00002248",778,423,238,81,28,8
"N00002249",613,360,167,69,16,1
"N00002250",351,188,96,47,19,1
"N00002251",394,178,124,60,23,9
"N00002252",895,486,247,113,38,11
"N00002253",418,185,147,71,10,5
"N00002254",545,293,170,65,12,5
"N00002255",543,308,161,62,11,1
"N00002256",499,280,136,63,18,2
"N00002257",342,164,103,60,13,2
"N00002258",344,185,105,47,7,0
"N00002259",353,157,118,59,14,5
"N00002260",797,492,229,48,25,3
"N00002261",723,388,234,69,20,12
"N00002262",444,243,134,54,11,2
"N00002263",487,259,148,62,12,6
"N00002264",732,359,230,94,33,16
"N00002265",618,315,211,61,24,7
"N00002266",290,99,95,63,30,3
"N00002267",486,243,127,73,33,10
"N00002268",803,435,218,109,34,7
"N00002269",326,138,87,69,24,8
"N00002270",352,151,108,60,27,6
"N00002271",333,140,96,63,29,5
"N00002272",272,102,78,60,22,10
"N00002273",597,291,204,72,25,5
"N00002274",251,94,93,46,13,5
"N00002275",254,101,78,47,20,8
"N00002276",299,126,91,60,15,7
"N00002277",515,244,155,62,44,10
"N00002278",336,127,106,66,28,9
"N00002279",205,58,66,53,21,7
"N00002280",288,108,108,45,24,3
"N00002281",420,174,128,62,46,10
"N00002282",276,103,60,66,31,16
"N00002283",277,99,76,67,30,5
"N00002284",297,102,75,69,40,11
"N00002285",420,218,123,57,20,2
"N00002286",359,162,119,55,19,4
"N00002287",308,119,88,74,21,6
"N00002288",294,100,83,80,23,8
"N00002289",242,106,68,55,11,2
"N00002290",456,171,162,91,23,9
"N00002291",442,187,150,74,23,8
"N00002292",309,158,94,45,9,3
"N00002293",231,63,73,55,32,8
"N00002294",292,106,121,47,13,5
"N00002295",334,154,113,50,12,5
"N00002296",407,149,148,86,22,2
