"Geography_Code","NM_1554_1_0","NM_1554_1_1","NM_1554_1_2","NM_1554_1_3","NM_1554_1_4","NM_1554_1_5","NM_1554_1_6","NM_1554_1_7","NM_1554_1_8","NM_1554_1_9"
"N00001040",117,0,2,4,32,63,13,2,1,0
"N00001041",108,1,9,23,24,45,2,1,3,0
"N00001042",295,0,3,17,102,48,63,24,13,25
"N00001043",116,0,7,37,27,38,5,1,0,1
"N00001044",152,0,5,32,31,70,11,2,1,0
"N00001045",116,0,0,6,10,37,44,11,5,3
"N00001046",113,0,0,1,4,12,44,29,14,9
"N00001047",127,0,0,1,2,24,55,29,9,7
"N00001048",128,0,1,5,2,12,49,34,18,7
"N00001049",125,0,1,2,1,44,57,10,5,5
"N00001050",125,0,0,0,3,16,45,23,32,6
"N00001051",117,0,1,2,3,7,12,19,35,38
"N00001052",100,0,1,8,40,32,10,5,2,2
"N00001053",125,0,0,1,2,3,9,28,42,40
"N00001054",120,0,0,0,9,3,27,31,28,22
"N00001055",120,0,1,1,3,4,24,40,26,21
"N00001056",127,0,0,4,13,49,26,10,13,12
"N00001057",129,0,0,3,9,50,46,14,6,1
"N00001058",134,0,0,2,2,12,45,28,22,23
"N00001059",121,0,0,1,8,23,45,30,10,4
"N00001060",106,0,0,1,6,41,44,7,7,0
"N00001061",102,0,0,0,17,2,16,32,24,11
"N00001062",113,0,0,1,5,19,55,18,6,9
"N00001063",123,0,0,2,3,9,34,21,21,33
"N00001064",272,0,1,9,43,43,50,42,32,52
"N00001065",126,0,0,2,0,9,41,39,17,18
"N00001066",121,0,0,4,2,40,46,9,11,9
"N00001067",133,1,2,6,13,45,31,22,9,4
"N00001068",154,3,6,33,37,25,8,18,13,11
"N00001069",133,0,1,6,3,19,47,35,17,5
"N00001070",212,0,0,0,19,51,54,39,35,14
"N00001071",137,0,1,3,21,56,23,16,11,6
"N00001072",143,0,0,3,28,36,58,10,4,4
"N00001073",127,0,0,5,36,53,26,5,1,1
"N00001074",109,0,0,2,1,15,27,19,22,23
"N00001075",131,0,2,11,20,61,29,4,2,2
"N00001076",139,0,2,21,26,43,24,11,9,3
"N00001077",131,3,10,6,49,44,13,3,3,0
"N00001078",138,0,0,12,23,43,53,3,4,0
"N00001079",369,4,30,73,75,39,62,55,24,7
"N00001080",149,2,7,10,19,32,45,16,10,8
"N00001081",168,0,2,4,13,73,63,8,3,2
"N00001082",180,0,9,26,30,23,22,25,29,16
"N00001083",162,0,13,8,19,16,16,19,28,43
"N00001084",177,0,14,22,53,25,11,13,16,23
"N00001085",438,3,12,50,39,52,88,94,66,34
"N00001086",131,0,1,5,5,19,43,20,25,13
"N00001087",107,0,2,6,12,18,27,23,14,5
"N00001088",107,0,0,4,9,15,12,22,30,15
"N00001089",136,0,1,3,18,71,32,8,2,1
"N00001090",106,0,1,1,27,61,10,2,3,1
"N00001091",130,0,0,2,4,11,16,37,37,23
"N00001092",146,0,1,13,20,34,25,23,20,10
"N00001093",232,1,5,20,55,83,36,18,9,5
"N00001094",117,0,3,13,50,36,13,1,0,1
"N00001095",145,1,4,8,33,26,45,23,4,1
"N00001096",128,0,2,2,3,5,29,38,29,20
"N00001097",121,0,1,5,3,35,35,29,7,6
"N00001098",135,3,17,9,6,23,41,25,8,3
"N00001099",125,0,1,2,17,36,47,15,5,2
"N00001100",114,0,1,1,4,16,72,15,3,2
"N00001101",120,0,1,1,6,50,48,14,0,0
"N00001102",265,2,3,10,72,122,44,6,4,2
"N00001103",100,0,4,5,32,46,9,3,1,0
"N00001104",130,0,2,6,8,52,50,6,4,2
"N00001105",129,0,5,1,27,54,35,5,0,2
"N00001106",129,0,3,12,41,54,15,2,1,1
"N00001107",142,1,7,7,70,49,6,1,0,1
"N00001108",104,0,4,3,42,44,8,2,1,0
"N00001109",145,0,4,8,40,68,18,4,1,2
"N00001110",146,0,8,7,31,75,21,4,0,0
"N00001111",277,1,16,40,72,79,39,24,2,4
"N00001112",130,0,4,9,53,44,16,2,1,1
"N00001113",600,2,46,103,164,213,54,11,3,4
"N00001114",134,0,5,3,29,57,24,10,6,0
"N00001115",108,0,3,8,24,35,31,4,2,1
"N00001116",228,7,11,24,68,67,37,12,1,1
"N00001117",367,3,12,42,126,153,25,2,3,1
"N00001118",121,0,1,5,49,41,18,5,2,0
"N00001119",98,2,4,13,57,16,5,1,0,0
"N00001120",122,2,7,18,58,30,6,1,0,0
"N00001121",124,0,10,5,59,41,6,1,2,0
"N00001122",124,1,13,31,69,5,3,0,1,1
"N00001123",105,1,4,10,45,38,4,0,3,0
"N00001124",245,0,8,17,64,127,17,9,1,2
"N00001125",169,0,10,14,46,76,14,5,2,2
"N00001126",115,0,6,9,23,73,2,0,2,0
"N00001127",315,0,14,45,100,130,15,9,1,1
"N00001128",129,1,2,19,40,59,6,0,0,2
"N00001129",205,0,10,21,82,60,17,9,2,4
"N00001130",88,1,1,17,36,14,13,4,1,1
"N00001131",510,13,66,210,151,49,15,4,1,1
"N00001132",125,0,3,7,51,57,5,1,0,1
"N00001133",316,1,11,39,89,145,23,4,2,2
"N00001134",109,1,0,2,52,34,14,5,0,1
"N00001135",94,0,5,4,37,32,14,2,0,0
"N00001136",151,1,16,27,71,31,5,0,0,0
"N00001137",135,1,2,16,49,57,8,2,0,0
"N00001138",114,0,4,18,52,32,6,1,0,1
"N00001139",210,0,0,17,27,71,81,11,2,1
"N00001140",137,1,3,6,56,33,29,9,0,0
"N00001141",92,0,4,1,29,19,26,12,1,0
"N00001142",109,1,1,22,41,26,17,1,0,0
"N00001143",60,0,2,4,16,20,14,3,1,0
"N00001144",109,3,5,14,26,45,9,4,3,0
"N00001145",137,1,4,17,56,43,10,3,2,1
"N00001146",133,0,3,5,51,65,9,0,0,0
"N00001147",127,2,3,10,31,48,14,15,1,3
"N00001148",112,1,2,15,42,33,15,4,0,0
"N00001149",130,1,0,4,16,83,19,4,1,2
"N00001150",123,1,5,14,29,54,15,5,0,0
"N00001151",154,0,1,12,35,72,26,3,3,2
"N00001152",148,0,10,13,23,73,25,2,2,0
"N00001153",136,0,4,20,35,61,13,2,1,0
"N00001154",114,0,1,16,32,47,14,3,1,0
"N00001155",324,5,49,110,107,36,8,1,5,3
"N00001156",624,11,38,118,175,205,57,9,5,6
"N00001157",113,0,1,8,12,27,33,19,10,3
"N00001158",112,0,1,4,12,15,48,24,5,3
"N00001159",136,1,0,9,3,29,42,36,13,3
"N00001160",171,3,8,33,32,80,9,1,3,2
"N00001161",117,1,6,7,26,45,21,10,0,1
"N00001162",84,0,0,4,8,15,32,13,7,5
"N00001163",185,2,39,63,37,12,10,15,3,4
"N00001164",120,0,2,4,6,51,32,16,5,4
"N00001165",129,0,1,4,8,42,56,14,4,0
"N00001166",255,2,5,7,49,91,84,8,4,5
"N00001167",125,0,1,2,5,13,54,32,12,6
"N00001168",126,0,4,6,14,76,19,5,2,0
"N00001169",119,0,0,5,3,30,41,30,10,0
"N00001170",128,2,0,13,4,43,32,26,5,3
"N00001171",179,0,7,34,42,48,34,11,3,0
"N00001172",109,0,0,3,14,19,33,20,8,12
"N00001173",109,0,0,3,1,60,38,3,2,2
"N00001174",117,0,0,1,2,13,22,14,25,40
"N00001175",113,0,2,1,4,19,25,16,26,20
"N00001176",111,0,0,2,4,41,51,10,2,1
"N00001177",116,0,0,9,12,63,26,3,0,3
"N00001178",146,0,0,2,12,26,36,33,15,22
"N00001179",112,0,1,1,3,8,32,34,23,10
"N00001180",97,0,8,19,38,8,6,11,5,2
"N00001181",112,1,3,21,9,10,40,20,7,1
"N00001182",112,0,1,2,2,2,25,33,25,22
"N00001183",202,0,7,28,21,55,55,21,11,4
"N00001184",112,0,0,1,3,34,43,19,10,2
"N00001185",130,0,1,11,6,51,48,10,3,0
"N00001186",110,0,1,2,2,42,47,11,5,0
"N00001187",122,0,0,2,10,26,23,16,17,28
"N00001188",356,2,17,40,80,57,74,26,35,25
"N00001189",116,0,0,1,3,16,58,33,5,0
"N00001190",140,0,6,4,53,45,22,5,3,2
"N00001191",120,0,7,3,41,50,17,2,0,0
"N00001192",118,1,3,2,35,43,27,6,0,1
"N00001193",117,1,6,5,67,29,9,0,0,0
"N00001194",116,0,0,4,28,58,18,6,1,1
"N00001195",95,1,10,11,45,16,11,0,0,1
"N00001196",146,0,1,2,23,50,62,7,1,0
"N00001197",129,0,5,10,74,35,2,2,1,0
"N00001198",140,0,2,8,5,15,59,28,12,11
"N00001199",101,1,3,0,50,31,9,4,2,1
"N00001200",139,4,2,17,2,6,31,33,20,24
"N00001201",112,0,1,5,7,10,20,13,23,33
"N00001202",116,0,6,6,28,54,13,3,2,4
"N00001203",120,0,2,9,23,33,18,20,10,5
"N00001204",393,3,12,68,41,118,78,43,21,9
"N00001205",239,2,3,27,41,69,60,22,12,3
"N00001206",102,0,1,15,29,43,11,2,1,0
"N00001207",125,0,0,3,5,23,50,25,11,8
"N00001208",121,0,0,2,6,50,47,11,5,0
"N00001209",114,1,2,18,17,37,30,7,1,1
"N00001210",126,0,0,4,7,52,49,12,2,0
"N00001211",128,0,3,25,14,22,42,14,8,0
"N00001212",127,0,2,6,16,78,18,6,0,1
"N00001213",130,0,8,12,33,65,9,3,0,0
"N00001214",116,0,0,6,12,73,20,3,2,0
"N00001215",104,0,1,3,22,40,22,11,2,3
"N00001216",133,0,3,7,16,44,36,11,9,7
"N00001217",160,1,10,26,23,74,20,3,1,2
"N00001218",104,0,0,3,7,25,43,16,8,2
"N00001219",136,1,1,10,39,71,11,1,0,2
"N00001220",110,0,5,5,27,55,15,1,1,1
"N00001221",124,0,1,28,4,81,8,1,0,1
"N00001222",88,0,1,4,10,63,8,0,1,1
"N00001223",126,0,0,10,9,90,12,3,2,0
"N00001224",124,1,1,4,28,61,21,7,1,0
"N00001225",127,0,3,6,47,54,13,0,3,1
"N00001226",116,0,1,5,30,58,19,3,0,0
"N00001227",110,0,0,16,10,74,10,0,0,0
"N00001228",89,0,2,12,22,43,7,0,2,1
"N00001229",119,0,9,10,8,50,35,5,0,2
"N00001230",121,1,0,1,14,38,56,9,1,1
"N00001231",130,0,4,10,13,45,30,14,9,5
"N00001232",99,0,1,0,5,10,20,32,19,12
"N00001233",122,1,1,5,6,40,31,22,9,7
"N00001234",136,0,3,25,16,50,30,10,1,1
"N00001235",353,5,12,50,24,133,83,31,9,6
"N00001236",131,1,1,14,16,54,34,4,6,1
"N00001237",123,1,2,19,8,65,19,6,2,1
"N00001238",110,1,1,13,5,35,38,13,3,1
"N00001239",117,0,2,6,3,16,62,21,6,1
"N00001240",500,3,22,94,136,169,58,12,5,1
"N00001241",133,0,0,8,19,69,30,5,1,1
"N00001242",122,0,1,7,12,69,22,8,0,3
"N00001243",123,1,2,15,8,77,14,4,2,0
"N00001244",133,3,3,20,30,53,16,5,3,0
"N00001245",135,1,5,11,22,62,22,6,4,2
"N00001246",261,0,13,29,26,108,52,24,3,6
"N00001247",115,0,2,4,30,57,19,1,1,1
"N00001248",146,0,2,2,9,47,48,25,3,10
"N00001249",152,0,1,2,7,44,68,14,5,11
"N00001250",165,0,3,9,10,50,37,28,15,13
"N00001251",122,0,2,6,9,70,24,10,1,0
"N00001252",131,0,3,2,19,27,67,7,5,1
"N00001253",115,0,4,9,38,33,26,4,0,1
"N00001254",113,1,1,3,2,28,50,16,6,6
"N00001255",123,0,1,5,27,44,32,13,1,0
"N00001256",108,0,0,3,2,24,55,18,3,3
"N00001257",110,0,0,5,41,53,9,2,0,0
"N00001258",118,0,2,10,52,50,4,0,0,0
"N00001259",129,1,1,21,10,85,9,0,1,1
"N00001260",136,4,6,9,24,74,15,1,3,0
"N00001261",116,0,1,10,30,64,10,1,0,0
"N00001262",165,0,1,7,15,101,26,14,0,1
"N00001263",138,0,3,25,21,53,26,7,3,0
"N00001264",88,0,1,13,33,33,7,1,0,0
"N00001265",461,3,46,181,101,111,8,9,2,0
"N00001266",90,0,1,22,30,30,5,2,0,0
"N00001267",152,1,2,7,58,61,16,5,2,0
"N00001268",154,1,5,17,88,34,5,3,0,1
"N00001269",271,0,23,23,45,126,44,7,2,1
"N00001270",154,0,11,23,49,50,18,1,1,1
"N00001271",696,2,18,107,153,278,80,41,9,8
"N00001272",118,0,1,5,10,60,37,3,1,1
"N00001273",108,0,2,5,17,51,19,10,4,0
"N00001274",122,0,1,7,52,43,16,2,1,0
"N00001275",107,0,0,3,50,39,11,3,0,1
"N00001276",91,0,0,3,28,41,12,3,3,1
"N00001277",108,0,0,1,6,20,43,23,12,3
"N00001278",120,0,1,1,6,41,35,13,14,9
"N00001279",98,0,3,10,29,42,10,3,1,0
"N00001280",117,0,3,20,45,39,6,0,2,2
"N00001281",132,0,4,26,5,11,23,15,14,34
"N00001282",148,1,8,15,38,19,8,9,9,41
"N00001283",129,0,0,0,5,18,47,33,16,10
"N00001284",147,0,2,10,16,44,46,12,9,8
"N00001285",139,0,0,5,7,35,66,20,4,2
"N00001286",141,0,0,1,9,54,66,8,1,2
"N00001287",124,0,0,1,6,44,50,11,9,3
"N00001288",117,0,1,2,2,60,45,4,3,0
"N00001289",120,0,1,4,4,55,50,6,0,0
"N00001290",123,0,1,0,5,39,60,11,6,1
"N00001291",118,0,2,4,15,59,22,9,4,3
"N00001292",300,0,2,11,28,102,49,77,19,12
"N00001293",128,0,2,5,9,38,30,27,11,6
"N00001294",128,0,0,3,11,62,31,15,4,2
"N00001295",119,0,1,4,7,54,31,15,4,3
"N00001296",122,0,0,7,31,43,33,4,4,0
"N00001297",130,0,1,5,9,49,42,17,1,6
"N00001298",162,0,5,10,18,90,36,2,0,1
"N00001299",135,0,1,16,17,55,33,11,2,0
"N00001300",119,0,0,1,10,38,40,22,4,4
"N00001301",132,0,0,2,3,28,62,25,9,3
"N00001302",257,1,11,18,76,100,28,16,6,1
"N00001303",133,0,0,22,10,57,31,11,1,1
"N00001304",125,0,0,6,7,32,51,23,6,0
"N00001305",119,0,1,4,2,47,45,16,3,1
"N00001306",106,0,7,9,49,18,17,5,1,0
"N00001307",130,2,6,29,12,55,19,6,0,1
"N00001308",210,0,17,22,19,69,48,25,5,5
"N00001309",153,1,3,17,39,60,18,12,3,0
"N00001310",335,0,5,10,26,156,73,35,17,13
"N00001311",120,1,2,19,17,65,12,3,0,1
"N00001312",244,0,7,22,46,109,38,16,3,3
"N00001313",195,1,3,11,88,75,12,4,0,1
"N00001314",142,1,1,10,14,80,20,11,1,4
"N00001315",114,2,1,4,27,51,21,4,3,1
"N00001316",194,1,7,35,64,48,20,16,1,2
"N00001317",115,0,4,3,14,65,20,8,1,0
"N00001318",133,0,3,10,26,52,30,5,3,4
"N00001319",118,1,0,2,13,23,37,20,14,8
"N00001320",101,0,0,2,7,29,42,15,4,2
"N00001321",108,0,1,1,10,23,42,17,12,2
"N00001322",133,0,4,13,31,46,29,8,1,1
"N00001323",121,0,1,2,26,50,21,10,9,2
"N00001324",113,0,0,6,6,43,45,10,3,0
"N00001325",491,2,14,72,52,26,40,60,84,141
"N00001326",125,0,0,0,3,2,6,17,26,71
"N00001327",121,0,1,0,3,5,19,28,28,37
"N00001328",378,1,10,36,38,22,31,38,51,151
"N00001329",116,0,1,6,24,14,15,12,12,32
"N00001330",124,0,0,5,8,12,28,12,28,31
"N00001331",116,1,7,2,17,17,10,15,21,26
"N00001332",103,0,3,13,50,23,7,3,2,2
"N00001333",131,0,0,1,13,26,21,15,22,33
"N00001334",140,1,3,18,27,26,20,19,6,20
"N00001335",121,1,15,15,49,26,5,4,2,4
"N00001336",108,0,1,3,3,7,10,22,19,43
"N00001337",121,1,2,7,7,10,37,27,16,14
"N00001338",125,0,0,6,12,50,31,16,7,3
"N00001339",147,0,0,7,35,81,17,3,3,1
"N00001340",378,1,7,41,122,128,29,34,15,1
"N00001341",110,0,0,8,3,27,38,21,8,5
"N00001342",126,0,0,1,2,12,47,27,24,13
"N00001343",104,0,1,0,9,21,36,24,9,4
"N00001344",117,0,0,1,1,12,62,29,11,1
"N00001345",96,0,1,1,1,7,52,21,11,2
"N00001346",341,1,2,27,36,39,106,80,38,12
"N00001347",208,2,9,45,35,43,38,25,8,3
"N00001348",128,0,2,12,10,25,53,12,8,6
"N00001349",119,1,1,15,24,35,23,13,5,2
"N00001350",413,2,12,43,150,144,47,11,4,0
"N00001351",173,0,3,15,59,75,15,4,2,0
"N00001352",137,0,6,44,35,35,15,1,0,1
"N00001353",144,1,11,35,26,54,12,3,2,0
"N00001354",397,4,23,30,179,113,31,12,3,2
"N00001355",124,0,3,12,59,28,15,6,0,1
"N00001356",112,0,0,3,35,52,12,10,0,0
"N00001357",98,0,8,25,42,17,2,4,0,0
"N00001358",163,1,4,17,82,35,12,6,1,5
"N00001359",120,0,4,3,50,46,11,4,1,1
"N00001360",116,0,3,10,40,38,16,7,1,1
"N00001361",113,0,4,8,32,48,8,8,3,2
"N00001362",134,2,5,33,35,46,4,7,0,2
"N00001363",119,0,0,1,10,57,45,6,0,0
"N00001364",251,1,21,16,33,99,67,9,4,1
"N00001365",174,0,3,29,20,50,47,18,7,0
"N00001366",119,0,0,1,4,44,56,8,4,2
"N00001367",164,0,3,13,41,56,39,11,1,0
"N00001368",126,0,0,1,4,29,70,17,4,1
"N00001369",165,0,3,8,13,44,65,15,13,4
"N00001370",187,0,4,39,5,42,69,23,4,1
"N00001371",111,0,0,2,8,21,55,17,3,5
"N00001372",247,0,1,2,4,67,119,42,9,3
"N00001373",114,0,1,1,2,23,59,19,9,0
"N00001374",112,0,1,0,5,26,44,26,9,1
"N00001375",165,0,4,4,45,59,27,13,8,5
"N00001376",96,0,1,8,25,35,23,2,1,1
"N00001377",115,0,0,4,8,22,63,13,4,1
"N00001378",106,0,2,1,8,23,57,10,5,0
"N00001379",110,0,0,7,28,48,17,5,1,4
"N00001380",133,2,6,11,3,12,16,20,37,26
"N00001381",182,2,7,39,27,54,14,20,11,8
"N00001382",115,0,0,3,2,14,38,25,11,22
"N00001383",100,0,0,1,3,9,20,19,18,30
"N00001384",117,0,1,1,3,25,48,24,9,6
"N00001385",132,0,0,3,4,8,26,29,32,30
"N00001386",262,0,3,8,79,86,59,20,3,4
"N00001387",130,0,0,2,41,65,22,0,0,0
"N00001388",115,0,2,8,44,28,16,8,8,1
"N00001389",98,0,0,6,40,35,9,5,1,2
"N00001390",107,0,0,1,2,17,38,28,13,8
"N00001391",107,0,0,0,3,12,54,18,11,9
"N00001392",132,0,0,4,49,57,17,2,3,0
"N00001393",142,0,2,5,38,69,18,7,1,2
"N00001394",122,0,1,3,12,49,27,11,11,8
"N00001395",123,1,2,5,18,34,36,17,7,3
"N00001396",320,1,28,96,98,52,37,4,1,3
"N00001397",119,0,7,19,40,36,13,3,1,0
"N00001398",131,0,1,7,33,70,15,5,0,0
"N00001399",363,2,11,36,53,33,44,86,41,57
"N00001400",137,1,1,1,11,20,43,32,13,15
"N00001401",442,3,36,116,113,79,51,32,10,2
"N00001402",292,1,11,21,34,64,86,43,24,8
"N00001403",135,0,0,1,4,12,47,55,14,2
"N00001404",295,4,25,64,54,42,36,17,22,31
"N00001405",114,0,1,6,35,38,26,3,3,2
"N00001406",112,0,0,1,48,44,17,2,0,0
"N00001407",121,0,5,40,21,25,9,7,10,4
"N00001408",211,2,10,17,39,18,50,40,15,20
"N00001409",111,0,0,5,8,20,37,18,7,16
"N00001410",125,0,0,1,2,19,74,21,6,2
"N00001411",123,0,3,1,10,39,50,9,6,5
"N00001412",102,1,5,48,23,5,5,3,2,10
"N00001413",120,0,0,6,14,22,50,18,5,5
"N00001414",112,0,1,1,5,25,55,19,3,3
"N00001415",115,1,6,18,27,37,14,5,4,3
"N00001416",472,3,77,183,109,65,22,7,4,2
"N00001417",148,4,6,35,61,23,15,1,2,1
"N00001418",321,3,51,83,64,84,22,10,2,2
"N00001419",116,7,11,20,30,22,26,0,0,0
"N00001420",132,0,9,16,52,36,15,3,0,1
"N00001421",708,16,80,196,290,90,22,12,2,0
"N00001422",115,2,2,43,42,10,13,2,0,1
"N00001423",209,6,12,60,49,34,41,5,2,0
"N00001424",114,0,1,6,58,43,5,0,0,1
"N00001425",124,0,5,5,47,53,14,0,0,0
"N00001426",118,0,4,14,72,19,7,2,0,0
"N00001427",123,0,4,5,58,46,9,0,1,0
"N00001428",128,0,3,10,47,47,15,6,0,0
"N00001429",544,3,49,111,260,77,27,11,2,4
"N00001430",129,1,5,25,49,36,8,4,1,0
"N00001431",136,0,6,10,30,41,29,14,6,0
"N00001432",138,0,2,6,63,46,8,7,5,1
"N00001433",136,0,4,12,43,55,16,4,1,1
"N00001434",134,3,1,29,13,69,15,2,0,2
"N00001435",128,3,10,19,60,28,4,0,2,2
"N00001436",130,2,6,12,49,53,3,3,2,0
"N00001437",96,1,7,7,29,31,17,3,1,0
"N00001438",139,1,4,12,47,65,5,3,1,1
"N00001439",163,1,14,27,87,30,2,1,0,1
"N00001440",141,0,7,23,47,56,5,2,1,0
"N00001441",135,0,14,15,36,62,6,1,0,1
"N00001442",115,0,3,2,15,89,3,1,2,0
"N00001443",115,0,8,24,47,28,5,2,0,1
"N00001444",155,0,13,31,48,55,5,2,1,0
"N00001445",152,0,1,7,16,17,19,19,31,42
"N00001446",132,0,0,1,5,16,45,22,25,18
"N00001447",124,0,0,3,9,14,28,24,22,24
"N00001448",133,0,0,1,4,10,17,36,37,28
"N00001449",130,0,2,2,24,9,26,16,24,27
"N00001450",118,0,0,2,5,5,30,27,27,22
"N00001451",114,2,0,19,15,11,6,4,15,42
"N00001452",124,0,0,1,6,12,22,29,24,30
"N00001453",134,0,0,1,1,5,12,27,34,54
"N00001454",117,0,1,1,1,5,13,31,36,29
"N00001455",107,0,1,7,20,5,13,26,19,16
"N00001456",141,0,5,15,12,9,38,23,24,15
"N00001457",125,0,0,1,3,13,43,19,20,26
"N00001458",130,0,6,5,40,18,32,10,10,9
"N00001459",129,0,2,3,19,14,14,19,24,34
"N00001460",263,0,8,5,35,47,114,36,13,5
"N00001461",127,1,0,3,1,13,48,28,21,12
"N00001462",137,0,0,3,13,10,37,30,22,22
"N00001463",138,1,3,7,9,9,16,17,22,54
"N00001464",128,0,0,1,2,16,52,28,9,20
"N00001465",159,0,2,8,20,10,12,14,27,66
"N00001466",105,1,5,17,22,14,13,9,14,10
"N00001467",104,0,1,2,20,4,15,19,14,29
"N00001468",111,2,5,5,17,31,41,5,4,1
"N00001469",114,0,6,19,30,10,18,13,9,9
"N00001470",134,2,10,24,14,28,25,22,7,2
"N00001471",143,0,2,3,18,23,42,47,4,4
"N00001472",238,1,1,11,26,29,31,59,53,27
"N00001473",209,0,6,52,46,53,35,10,3,4
"N00001474",113,0,1,0,7,12,30,10,13,40
"N00001475",141,0,3,18,19,32,51,15,3,0
"N00001476",128,0,0,5,10,35,54,12,10,2
"N00001477",113,0,2,5,5,19,41,14,15,12
"N00001478",132,0,0,0,9,36,58,17,10,2
"N00001479",132,0,0,0,5,18,68,21,9,11
"N00001480",240,4,9,69,66,57,27,6,1,1
"N00001481",105,0,2,7,36,46,12,2,0,0
"N00001482",139,0,3,8,26,64,32,5,1,0
"N00001483",124,0,1,13,31,49,19,7,1,3
"N00001484",112,0,0,17,33,44,14,1,3,0
"N00001485",130,0,5,7,28,69,14,6,1,0
"N00001486",127,0,0,9,5,37,41,18,12,5
"N00001487",138,0,0,12,19,78,20,4,3,2
"N00001488",117,0,0,4,20,60,26,5,2,0
"N00001489",121,0,1,3,7,75,25,7,1,2
"N00001490",101,0,2,2,14,73,9,1,0,0
"N00001491",140,1,27,39,9,13,41,6,3,1
"N00001492",115,0,4,3,53,45,6,1,1,2
"N00001493",121,0,4,3,25,54,24,7,3,1
"N00001494",96,0,2,1,42,31,16,4,0,0
"N00001495",134,1,2,10,56,41,16,6,2,0
"N00001496",150,1,7,15,85,33,6,2,1,0
"N00001497",106,0,1,1,9,60,31,4,0,0
"N00001498",198,2,18,34,86,35,15,6,2,0
"N00001499",144,1,10,14,35,27,26,19,8,4
"N00001500",147,7,20,52,22,31,7,4,4,0
"N00001501",274,1,20,32,150,51,17,2,1,0
"N00001502",196,2,4,8,62,89,20,9,1,1
"N00001503",113,1,5,20,37,40,9,0,0,1
"N00001504",106,0,1,19,16,35,24,6,4,1
"N00001505",212,4,16,67,63,36,14,7,2,3
"N00001506",128,0,6,5,78,36,1,0,0,2
"N00001507",115,0,5,11,43,39,12,4,1,0
"N00001508",207,0,15,44,67,60,9,11,1,0
"N00001509",201,2,6,19,110,34,20,7,2,1
"N00001510",122,0,0,8,72,36,3,3,0,0
"N00001511",281,1,8,39,125,79,12,9,6,2
"N00001512",137,1,3,24,20,55,19,10,5,0
"N00001513",124,0,6,6,73,31,4,3,0,1
"N00001514",109,0,1,2,21,42,17,10,8,8
"N00001515",131,0,0,1,1,10,14,26,28,51
"N00001516",127,0,0,0,5,7,18,38,26,33
"N00001517",153,1,1,7,20,20,17,20,26,41
"N00001518",174,0,2,6,23,14,20,23,37,49
"N00001519",134,0,6,5,30,42,44,6,0,1
"N00001520",114,0,4,23,24,54,8,0,0,1
"N00001521",106,0,1,11,37,48,6,2,1,0
"N00001522",115,1,1,8,6,35,48,10,5,1
"N00001523",106,0,2,35,14,45,5,2,1,2
"N00001524",111,1,6,20,19,55,5,1,3,1
"N00001525",100,0,2,8,8,53,15,8,4,2
"N00001526",112,1,3,19,26,26,30,4,1,2
"N00001527",115,0,2,4,36,44,18,3,7,1
"N00001528",123,0,1,4,32,29,40,8,6,3
"N00001529",134,1,5,13,26,36,39,10,3,1
"N00001530",165,1,3,1,18,26,36,39,19,22
"N00001531",112,1,2,8,17,65,12,4,2,1
"N00001532",148,0,1,5,6,58,57,16,3,2
"N00001533",271,2,7,28,51,98,66,15,2,2
"N00001534",132,0,2,15,17,51,33,9,3,2
"N00001535",148,0,8,18,40,66,12,1,2,1
"N00001536",126,0,0,17,8,64,28,5,3,1
"N00001537",128,0,1,5,17,77,25,2,0,1
"N00001538",128,0,0,1,5,74,34,10,4,0
"N00001539",116,0,5,8,19,51,23,5,4,1
"N00001540",136,0,0,9,11,84,24,4,3,1
"N00001541",118,2,8,34,11,28,29,5,1,0
"N00001542",121,0,0,10,10,49,44,4,2,2
"N00001543",133,0,2,9,6,63,47,6,0,0
"N00001544",115,0,1,13,2,56,38,4,1,0
"N00001545",139,1,7,7,30,6,33,40,10,5
"N00001546",125,0,1,7,13,31,28,32,11,2
"N00001547",156,3,6,42,22,17,34,25,6,1
"N00001548",179,1,20,71,36,13,16,8,9,5
"N00001549",167,4,25,22,42,43,22,5,1,3
"N00001550",108,1,23,23,32,7,9,4,2,7
"N00001551",151,1,9,11,40,34,39,13,2,2
"N00001552",156,2,16,14,14,27,31,35,13,4
"N00001553",162,7,17,69,49,10,4,1,2,3
"N00001554",151,1,10,19,29,34,13,15,14,16
"N00001555",112,0,5,10,18,65,9,3,2,0
"N00001556",96,0,3,3,21,39,22,4,1,3
"N00001557",124,0,4,15,47,45,9,4,0,0
"N00001558",106,1,2,24,16,12,16,18,9,8
"N00001559",149,3,10,40,29,13,10,17,8,19
"N00001560",101,1,1,11,6,19,30,30,1,2
"N00001561",100,0,3,12,6,13,28,24,9,5
"N00001562",110,1,13,29,14,17,16,14,6,0
"N00001563",109,2,6,56,18,4,8,11,3,1
"N00001564",140,0,8,6,7,11,57,41,5,5
"N00001565",143,1,3,8,32,78,14,7,0,0
"N00001566",141,0,4,16,17,81,17,5,1,0
"N00001567",105,0,5,8,33,38,16,4,0,1
"N00001568",107,0,2,6,28,49,14,4,2,2
"N00001569",124,0,5,9,33,59,13,3,1,1
"N00001570",418,5,27,65,132,141,33,8,4,3
"N00001571",144,0,5,6,38,70,21,3,1,0
"N00001572",126,0,3,2,10,91,19,0,1,0
"N00001573",154,1,1,14,16,73,40,8,1,0
