"Geography_Code","NM_1554_1_0","NM_1554_1_1","NM_1554_1_2","NM_1554_1_3","NM_1554_1_4","NM_1554_1_5","NM_1554_1_6","NM_1554_1_7","NM_1554_1_8","NM_1554_1_9"
"N00000506",113,0,1,6,2,75,22,4,2,1
"N00000507",114,1,0,16,9,67,13,2,4,2
"N00000508",129,0,1,5,2,76,36,3,5,1
"N00000509",127,0,1,11,8,90,13,1,2,1
"N00000510",108,0,1,11,6,76,9,3,0,2
"N00000511",157,0,1,6,7,19,38,38,26,22
"N00000512",174,0,0,0,3,39,48,28,21,35
"N00000513",131,0,2,0,7,33,36,19,20,14
"N00000514",141,0,1,3,1,24,51,38,9,14
"N00000515",124,0,1,1,1,27,51,18,11,14
"N00000516",92,0,0,2,0,30,21,21,12,6
"N00000517",125,0,0,3,1,25,32,25,21,18
"N00000518",119,0,0,1,7,27,32,12,16,24
"N00000519",118,1,0,0,23,21,14,29,12,18
"N00000520",269,0,6,16,45,96,46,22,17,21
"N00000521",183,0,0,15,31,75,31,3,10,18
"N00000522",181,0,2,7,30,51,40,16,15,20
"N00000523",154,0,2,1,14,16,41,40,19,21
"N00000524",177,0,0,0,5,19,54,43,16,40
"N00000525",211,0,4,44,46,48,20,19,18,12
"N00000526",117,0,4,8,23,38,25,12,5,2
"N00000527",133,1,3,28,12,13,34,31,6,5
"N00000528",111,2,5,19,39,25,10,8,2,1
"N00000529",135,0,7,25,26,24,45,6,2,0
"N00000530",130,0,1,7,12,36,47,22,3,2
"N00000531",151,1,9,24,42,36,28,8,2,1
"N00000532",105,0,9,12,17,17,34,12,1,3
"N00000533",159,1,35,52,27,31,10,2,0,1
"N00000534",169,0,0,1,9,15,29,34,28,53
"N00000535",183,0,0,4,9,24,25,36,33,52
"N00000536",148,0,2,3,14,22,16,24,23,44
"N00000537",142,0,0,0,8,20,32,26,21,35
"N00000538",148,1,0,0,13,15,30,18,26,45
"N00000539",139,0,0,2,13,23,20,29,23,29
"N00000540",123,0,2,1,9,42,27,15,15,12
"N00000541",158,0,0,0,3,38,27,48,24,18
"N00000542",130,0,4,39,11,17,8,9,12,30
"N00000543",138,0,0,5,15,42,25,23,20,8
"N00000544",128,1,0,12,29,54,24,5,2,1
"N00000545",126,0,2,5,53,30,10,8,11,7
"N00000546",120,0,0,4,14,55,34,6,5,2
"N00000547",143,0,1,21,27,59,16,6,7,6
"N00000548",114,0,7,7,27,27,21,10,7,8
"N00000549",115,0,5,39,11,36,21,2,0,1
"N00000550",180,0,10,24,29,31,39,20,16,11
"N00000551",100,0,2,7,4,62,15,7,1,2
"N00000552",101,0,1,9,6,36,23,18,7,1
"N00000553",131,0,2,11,13,72,17,10,1,5
"N00000554",103,2,1,12,3,75,7,3,0,0
"N00000555",110,0,0,16,11,56,25,2,0,0
"N00000556",115,0,2,6,4,56,35,6,3,3
"N00000557",167,0,1,2,5,19,37,26,30,47
"N00000558",148,0,0,2,9,21,26,22,28,40
"N00000559",124,0,2,2,7,25,22,18,24,24
"N00000560",146,0,0,3,10,19,29,38,25,22
"N00000561",162,0,0,1,7,20,29,24,38,43
"N00000562",143,0,0,4,14,41,19,17,27,21
"N00000563",356,0,1,8,35,108,132,43,14,15
"N00000564",138,1,1,22,3,25,56,13,10,7
"N00000565",124,3,3,17,49,17,26,5,1,3
"N00000566",123,1,2,11,8,25,44,8,7,17
"N00000567",200,1,0,5,15,52,55,18,22,32
"N00000568",130,0,0,4,0,79,25,12,7,3
"N00000569",167,0,2,7,26,83,29,11,5,4
"N00000570",129,0,0,0,8,23,27,24,25,22
"N00000571",120,0,0,1,10,13,15,27,19,35
"N00000572",200,1,0,5,1,22,25,49,49,48
"N00000573",138,0,0,7,5,8,11,20,30,57
"N00000574",149,0,0,1,6,10,15,31,29,57
"N00000575",160,0,1,8,6,17,26,32,30,40
"N00000576",131,0,0,9,10,44,20,29,17,2
"N00000577",154,1,1,10,15,40,23,21,19,24
"N00000578",243,1,0,6,8,61,52,31,44,40
"N00000579",149,0,0,4,16,24,19,32,25,29
"N00000580",177,0,1,2,23,43,36,26,19,27
"N00000581",160,0,1,1,6,14,33,26,27,52
"N00000582",142,0,0,3,8,21,32,17,16,45
"N00000583",118,2,0,1,5,25,30,16,13,26
"N00000584",157,0,0,3,8,17,31,23,26,49
"N00000585",155,1,1,2,7,24,38,24,25,33
"N00000586",154,0,0,0,5,29,32,29,31,28
"N00000587",154,1,0,5,5,17,30,22,31,43
"N00000588",139,0,0,5,8,27,25,24,23,27
"N00000589",182,0,0,3,6,21,35,29,47,41
"N00000590",137,0,0,3,6,27,18,27,25,31
"N00000591",155,0,0,1,9,24,37,27,25,32
"N00000592",188,0,1,4,12,68,40,25,19,19
"N00000593",171,1,0,4,9,18,22,37,28,52
"N00000594",130,0,0,1,4,20,14,30,23,38
"N00000595",185,0,2,5,9,36,41,24,26,42
"N00000596",120,0,3,5,8,26,34,21,13,10
"N00000597",121,2,3,15,29,52,13,4,2,1
"N00000598",152,0,7,18,67,38,15,5,1,1
"N00000599",114,5,3,18,31,46,6,3,0,2
"N00000600",122,0,6,1,14,31,30,16,15,9
"N00000601",133,0,3,5,26,45,34,8,5,7
"N00000602",111,0,0,1,9,51,37,9,4,0
"N00000603",151,0,1,10,15,45,40,16,14,10
"N00000604",132,0,1,4,20,44,23,15,9,16
"N00000605",196,0,0,10,27,53,55,14,25,12
"N00000606",124,0,1,4,3,33,62,11,7,3
"N00000607",129,0,3,8,21,55,25,8,6,3
"N00000608",138,0,1,4,8,22,35,25,15,28
"N00000609",136,0,0,5,4,50,24,15,15,23
"N00000610",147,0,0,1,4,30,36,36,18,22
"N00000611",122,0,1,3,13,27,29,16,16,17
"N00000612",246,0,7,10,79,90,45,10,3,2
"N00000613",112,1,0,11,23,46,26,4,0,1
"N00000614",119,0,4,7,61,30,12,4,1,0
"N00000615",87,0,4,10,48,16,5,2,2,0
"N00000616",129,0,0,2,16,68,37,4,0,2
"N00000617",133,2,2,14,28,63,17,5,0,2
"N00000618",271,2,5,17,73,73,66,26,5,4
"N00000619",141,1,0,1,2,25,42,19,28,23
"N00000620",139,0,0,2,3,42,47,29,10,6
"N00000621",176,1,4,10,27,67,28,6,21,12
"N00000622",164,0,5,26,9,44,38,21,13,8
"N00000623",125,0,1,2,14,38,29,14,11,16
"N00000624",160,0,2,2,14,19,28,30,23,42
"N00000625",118,0,6,22,10,16,29,17,9,9
"N00000626",156,0,1,4,7,14,31,28,25,46
"N00000627",159,0,1,5,12,26,32,27,18,38
"N00000628",141,0,0,1,5,29,30,33,19,24
"N00000629",171,0,4,20,9,58,38,14,17,11
"N00000630",126,1,2,3,41,50,17,5,1,6
"N00000631",137,0,0,3,7,25,16,24,25,37
"N00000632",156,1,0,0,4,15,28,30,27,51
"N00000633",126,1,2,2,9,20,23,28,13,28
"N00000634",166,0,2,1,4,16,32,32,33,46
"N00000635",153,1,1,0,12,23,35,35,28,18
"N00000636",143,0,0,0,7,19,36,29,32,20
"N00000637",305,0,4,29,16,110,83,28,19,16
"N00000638",136,0,0,5,2,54,35,20,13,7
"N00000639",143,0,1,1,5,28,38,42,16,12
"N00000640",132,0,3,4,7,18,62,11,14,13
"N00000641",129,0,0,1,3,6,33,38,28,20
"N00000642",145,0,0,0,13,76,35,12,6,3
"N00000643",148,1,1,5,4,33,30,24,28,22
"N00000644",184,0,2,6,12,62,44,28,9,21
"N00000645",136,0,0,4,9,28,32,26,18,19
"N00000646",124,0,1,4,8,23,27,20,24,17
"N00000647",300,1,8,20,46,88,68,40,15,14
"N00000648",129,1,0,3,11,25,28,22,13,26
"N00000649",132,0,1,4,4,20,21,18,25,39
"N00000650",229,0,0,7,14,65,74,36,23,10
"N00000651",122,0,0,12,23,67,11,7,1,1
"N00000652",200,0,1,3,7,53,64,37,18,17
"N00000653",116,0,0,4,3,47,23,11,7,21
"N00000654",114,0,0,5,25,41,26,10,5,2
"N00000655",141,0,0,0,3,59,41,21,11,6
"N00000656",115,1,0,4,25,33,19,12,12,9
"N00000657",318,1,2,13,31,125,66,35,18,27
"N00000658",123,0,0,0,5,24,24,25,21,24
"N00000659",142,0,0,5,13,36,31,17,25,15
"N00000660",153,0,1,7,37,68,24,7,4,5
"N00000661",141,0,2,5,17,26,12,14,24,41
"N00000662",140,0,2,6,14,57,25,17,7,12
"N00000663",148,0,4,2,17,26,27,22,22,28
"N00000664",148,1,1,4,18,38,21,13,17,35
"N00000665",145,0,1,4,8,48,22,22,21,19
"N00000666",132,0,3,2,10,21,36,13,17,30
"N00000667",137,0,1,1,5,20,26,39,31,14
"N00000668",127,0,5,8,20,59,23,8,2,2
"N00000669",151,1,1,2,17,33,44,21,19,13
"N00000670",126,0,1,9,10,34,45,18,3,6
"N00000671",130,0,6,5,41,56,15,4,3,0
"N00000672",131,0,3,2,9,44,39,24,5,5
"N00000673",353,0,0,8,9,101,168,32,23,12
"N00000674",130,0,0,2,5,23,34,24,23,19
"N00000675",144,0,1,0,5,16,24,34,17,47
"N00000676",294,3,11,16,22,75,72,42,21,32
"N00000677",143,1,8,25,36,41,17,6,4,5
"N00000678",161,0,1,6,6,36,31,21,30,30
"N00000679",167,0,0,3,3,20,28,31,30,52
"N00000680",139,0,7,6,25,52,13,16,10,10
"N00000681",138,0,1,0,10,45,26,20,17,19
"N00000682",143,0,0,1,10,23,29,23,28,29
"N00000683",132,0,0,0,4,28,35,24,16,25
"N00000684",202,0,1,8,31,46,55,28,19,14
"N00000685",121,0,1,6,17,58,22,11,5,1
"N00000686",148,0,0,1,5,30,15,23,24,50
"N00000687",135,1,1,3,11,43,24,15,20,17
"N00000688",132,0,1,5,5,26,21,34,21,19
"N00000689",136,0,1,1,8,22,19,25,22,38
"N00000690",119,0,4,5,15,51,32,7,3,2
"N00000691",129,0,0,12,10,85,15,2,3,2
"N00000692",129,1,1,15,35,59,16,1,1,0
"N00000693",125,7,1,6,19,33,38,9,5,7
"N00000694",356,1,11,22,55,74,124,25,25,19
"N00000695",201,0,0,4,5,88,82,11,8,3
"N00000696",114,3,16,32,29,18,4,5,5,2
"N00000697",149,1,2,2,7,16,15,23,28,55
"N00000698",187,0,0,8,15,57,39,19,18,31
"N00000699",148,1,9,36,33,29,32,6,1,1
"N00000700",120,1,3,3,25,43,29,9,4,3
"N00000701",94,0,1,5,21,43,16,6,1,1
"N00000702",311,0,0,5,12,69,130,41,28,26
"N00000703",131,0,4,5,12,58,20,9,12,11
"N00000704",238,0,0,5,17,69,55,31,20,41
"N00000705",242,0,1,3,6,39,73,58,28,34
"N00000706",154,0,3,6,22,49,21,18,15,20
"N00000707",132,0,3,7,10,40,36,11,13,12
"N00000708",155,1,2,2,11,28,34,35,16,26
"N00000709",165,0,2,2,13,24,30,27,25,42
"N00000710",117,0,1,1,6,20,35,19,13,22
"N00000711",195,1,3,3,21,41,70,38,4,14
"N00000712",134,0,2,3,9,32,15,8,20,45
"N00000713",135,1,1,2,3,39,22,28,12,27
"N00000714",128,0,1,3,8,14,24,19,22,37
"N00000715",254,0,1,5,45,79,59,29,20,16
"N00000716",328,0,2,0,9,67,73,60,53,64
"N00000717",199,0,0,3,6,42,60,41,30,17
"N00000718",719,0,7,9,53,194,154,110,90,102
"N00000719",86,0,0,3,1,3,4,18,20,37
"N00000720",154,0,0,1,0,9,12,16,51,65
"N00000721",154,0,2,6,7,23,39,20,19,38
"N00000722",162,0,3,2,15,53,36,26,14,13
"N00000723",145,0,0,5,14,38,20,27,18,23
"N00000724",160,0,1,4,15,27,35,26,22,30
"N00000725",165,0,1,6,13,40,42,14,20,29
"N00000726",137,0,2,4,13,20,35,22,22,19
"N00000727",124,0,3,9,23,51,25,6,2,5
"N00000728",187,1,0,9,9,63,57,16,17,15
"N00000729",121,1,1,1,4,53,40,11,7,3
"N00000730",121,0,0,1,8,34,48,18,5,7
"N00000731",123,0,2,6,26,46,36,4,2,1
"N00000732",239,0,3,13,43,100,48,23,4,5
"N00000733",112,0,0,1,4,30,33,32,8,4
"N00000734",142,2,1,10,21,65,17,12,8,6
"N00000735",143,0,0,4,8,22,21,24,22,42
"N00000736",137,0,0,8,21,37,16,11,21,23
"N00000737",124,0,0,0,4,20,23,22,22,33
"N00000738",138,0,1,3,10,20,15,27,22,40
"N00000739",143,0,1,3,7,24,12,28,26,42
"N00000740",177,0,2,1,7,25,36,18,31,57
"N00000741",140,0,1,0,9,17,27,21,17,48
"N00000742",120,1,0,3,8,56,29,8,7,8
"N00000743",116,0,4,4,8,80,12,3,2,3
"N00000744",123,0,0,4,12,43,34,9,12,9
"N00000745",184,0,0,7,18,53,40,36,18,12
"N00000746",263,0,13,25,73,90,38,10,9,5
"N00000747",173,0,1,5,31,72,42,16,2,4
"N00000748",173,0,2,7,10,21,29,37,42,25
"N00000749",140,0,1,10,17,66,30,12,3,1
"N00000750",146,0,2,5,26,65,29,16,1,2
"N00000751",198,0,0,13,20,64,74,14,9,4
"N00000752",163,0,2,12,19,40,51,19,14,6
"N00000753",138,0,0,1,4,18,23,19,32,41
"N00000754",162,0,1,16,14,46,24,23,18,20
"N00000755",125,0,0,1,4,21,8,21,27,43
"N00000756",153,0,3,6,36,44,21,6,16,21
"N00000757",142,0,0,0,0,39,45,33,21,4
"N00000758",185,0,1,10,11,127,26,7,1,2
"N00000759",102,0,1,3,4,21,31,24,13,5
"N00000760",132,1,4,8,30,76,6,4,3,0
"N00000761",178,0,2,20,49,77,22,3,4,1
"N00000762",133,1,6,28,45,37,10,4,1,1
"N00000763",166,0,0,13,24,102,19,4,2,2
"N00000764",93,0,0,3,1,14,46,21,4,4
"N00000765",165,2,1,13,29,82,27,8,0,3
"N00000766",387,2,9,43,83,150,51,21,10,18
"N00000767",108,0,1,1,3,28,13,19,19,24
"N00000768",120,0,4,16,28,30,20,9,10,3
"N00000769",137,0,0,1,1,16,25,36,22,36
"N00000770",117,0,1,2,3,17,29,25,14,26
"N00000771",124,0,2,12,33,45,22,6,3,1
"N00000772",157,1,0,4,9,27,42,23,14,37
"N00000773",154,1,0,10,5,48,41,23,10,16
"N00000774",430,3,4,21,81,169,66,33,20,33
"N00000775",123,0,1,9,18,44,21,5,11,14
"N00000776",136,1,6,18,20,63,18,1,7,2
"N00000777",323,0,0,8,39,86,42,51,36,61
"N00000778",142,0,1,3,12,18,37,30,17,24
"N00000779",204,0,1,12,27,43,43,22,22,34
"N00000780",181,1,2,4,5,34,25,36,25,49
"N00000781",204,0,1,7,51,50,31,32,20,12
"N00000782",162,0,3,0,10,24,25,27,33,40
"N00000783",195,0,4,3,23,48,33,28,26,30
"N00000784",145,0,0,3,9,14,26,35,30,28
"N00000785",118,0,2,2,8,23,27,13,17,26
"N00000786",129,0,0,4,7,22,22,17,23,34
"N00000787",144,0,0,1,7,14,30,26,30,36
"N00000788",142,0,1,2,11,15,21,35,18,39
"N00000789",403,0,5,23,57,172,57,47,23,19
"N00000790",193,0,1,1,13,61,30,30,23,34
"N00000791",146,0,2,6,26,34,25,17,24,12
"N00000792",130,0,0,0,6,22,21,30,22,29
"N00000793",146,0,0,0,5,19,36,35,22,29
"N00000794",154,0,2,3,5,31,19,26,27,41
"N00000795",170,0,0,0,13,26,32,23,32,44
"N00000796",141,0,0,7,15,58,18,16,9,18
"N00000797",144,0,0,4,18,43,47,14,8,10
"N00000798",175,0,2,3,5,26,37,28,29,45
"N00000799",193,0,4,6,19,84,30,19,10,21
"N00000800",145,1,0,2,6,16,25,26,21,48
"N00000801",176,0,0,3,10,12,20,32,27,72
"N00000802",114,0,1,3,19,26,10,15,11,29
"N00000803",140,1,1,2,12,25,16,17,19,47
"N00000804",153,0,2,2,8,13,22,25,25,56
"N00000805",134,0,1,1,11,15,28,24,24,30
"N00000806",143,1,0,15,22,40,29,16,8,12
"N00000807",187,0,1,3,4,81,38,29,19,12
"N00000808",119,0,4,22,25,27,15,11,1,14
"N00000809",204,1,4,4,46,59,52,21,5,12
"N00000810",151,0,1,3,14,19,35,26,32,21
"N00000811",148,0,1,5,35,56,33,5,10,3
"N00000812",121,0,4,7,18,67,15,8,1,1
"N00000813",191,0,1,7,18,71,38,15,17,24
"N00000814",118,0,1,7,20,29,15,14,21,11
"N00000815",159,0,1,2,2,8,20,26,32,68
"N00000816",232,2,27,29,35,27,12,33,26,41
"N00000817",104,0,0,2,1,8,30,11,28,24
"N00000818",123,0,0,3,5,57,24,12,11,11
"N00000819",132,0,6,24,27,56,13,4,2,0
"N00000820",179,0,4,21,31,78,22,16,4,3
"N00000821",129,0,2,5,30,65,17,6,3,1
"N00000822",127,3,5,36,24,37,13,3,4,2
"N00000823",146,0,0,2,7,51,42,23,13,8
"N00000824",144,0,11,18,47,45,10,8,3,2
"N00000825",136,0,4,4,3,24,64,25,10,2
"N00000826",115,1,3,2,13,36,31,17,8,4
"N00000827",121,1,0,13,4,21,44,23,10,5
"N00000828",104,0,0,4,31,48,12,5,4,0
"N00000829",131,0,0,9,12,62,32,8,4,4
"N00000830",132,0,30,11,43,33,12,2,1,0
"N00000831",134,1,4,17,4,60,34,11,2,1
"N00000832",122,0,9,21,11,47,25,8,1,0
"N00000833",120,0,2,12,22,45,33,1,4,1
"N00000834",136,7,4,18,4,32,39,20,9,3
"N00000835",112,0,0,7,3,59,28,10,4,1
"N00000836",126,0,3,5,11,70,27,5,4,1
"N00000837",122,0,1,1,6,55,44,11,4,0
"N00000838",119,0,1,8,13,60,22,8,6,1
"N00000839",156,0,5,24,15,26,42,30,12,2
"N00000840",118,0,0,6,6,15,59,19,12,1
"N00000841",123,0,4,4,40,52,19,2,1,1
"N00000842",209,0,2,13,53,67,50,17,4,3
"N00000843",107,0,5,5,52,37,6,2,0,0
"N00000844",98,1,3,1,52,30,8,1,1,1
"N00000845",98,0,4,7,48,29,8,2,0,0
"N00000846",114,0,2,11,48,43,9,0,0,1
"N00000847",367,0,5,33,121,156,24,19,6,3
"N00000848",112,0,1,12,54,33,9,1,2,0
"N00000849",144,0,7,6,60,58,10,0,1,2
"N00000850",121,0,3,9,66,32,10,1,0,0
"N00000851",115,0,2,4,80,26,2,0,0,1
"N00000852",543,6,77,80,133,178,51,10,4,4
"N00000853",108,1,3,2,46,50,4,1,0,1
"N00000854",309,0,16,19,106,132,15,18,2,1
"N00000855",104,0,2,6,48,32,14,2,0,0
"N00000856",90,0,0,6,13,30,9,12,12,8
"N00000857",157,2,2,20,24,19,23,19,19,29
"N00000858",131,0,7,6,36,45,29,6,1,1
"N00000859",138,0,1,6,16,69,37,6,1,2
"N00000860",151,0,1,21,11,9,19,17,32,41
"N00000861",124,0,0,2,10,24,27,30,18,13
"N00000862",388,2,5,37,57,39,95,68,48,37
"N00000863",128,0,1,2,2,23,64,24,9,3
"N00000864",125,1,0,2,17,11,43,9,7,35
"N00000865",126,0,1,7,4,9,35,25,26,19
"N00000866",164,0,6,14,37,21,40,39,3,4
"N00000867",159,0,7,7,48,49,32,11,4,1
"N00000868",130,0,0,2,9,20,51,37,8,3
"N00000869",106,1,4,15,47,26,7,1,0,5
"N00000870",157,2,12,7,12,37,58,19,7,3
"N00000871",155,0,2,27,36,22,25,14,19,10
"N00000872",134,1,9,23,36,39,18,6,2,0
"N00000873",132,0,3,6,43,66,13,0,0,1
"N00000874",268,0,15,64,94,55,33,4,0,3
"N00000875",124,0,5,3,46,60,3,5,0,2
"N00000876",119,0,32,20,25,25,11,3,3,0
"N00000877",158,0,4,15,48,74,14,1,2,0
"N00000878",119,0,2,24,37,48,5,2,0,1
"N00000879",398,0,7,31,111,138,70,30,9,2
"N00000880",123,0,1,7,28,59,15,10,2,1
"N00000881",148,0,7,10,62,59,5,3,2,0
"N00000882",139,0,8,6,96,25,3,0,1,0
"N00000883",133,0,10,6,78,34,5,0,0,0
"N00000884",113,0,3,29,38,34,6,0,2,1
"N00000885",323,2,26,39,148,65,27,11,3,2
"N00000886",128,0,4,10,51,33,22,7,0,1
"N00000887",133,0,0,13,14,54,36,12,2,2
"N00000888",143,0,1,2,48,53,30,2,1,6
"N00000889",110,0,3,4,21,17,16,14,12,23
"N00000890",150,0,0,17,36,39,22,15,13,8
"N00000891",181,0,11,55,43,41,10,13,5,3
"N00000892",137,0,0,8,14,72,38,4,1,0
"N00000893",135,0,1,6,25,80,16,2,5,0
"N00000894",141,0,3,10,43,51,22,8,3,1
"N00000895",121,0,2,13,34,45,22,4,1,0
"N00000896",139,0,1,7,31,66,31,2,1,0
"N00000897",137,0,3,9,11,31,32,35,16,0
"N00000898",138,0,7,8,18,37,37,24,6,1
"N00000899",158,0,12,26,31,22,35,29,2,1
"N00000900",109,0,4,6,61,27,2,7,0,2
"N00000901",140,1,0,9,28,32,31,31,5,3
"N00000902",143,0,1,9,24,57,35,10,6,1
"N00000903",94,0,4,12,40,34,3,1,0,0
"N00000904",219,1,29,52,38,67,23,8,0,1
"N00000905",144,0,7,11,58,37,22,5,4,0
"N00000906",105,0,0,0,3,44,47,8,2,1
"N00000907",129,0,0,3,19,76,24,5,1,1
"N00000908",146,0,2,6,38,71,25,3,0,1
"N00000909",81,0,0,0,14,40,23,2,2,0
"N00000910",129,0,1,7,25,75,20,1,0,0
"N00000911",109,0,2,4,40,50,12,1,0,0
"N00000912",95,0,1,4,20,46,20,0,1,3
"N00000913",127,0,0,7,15,78,24,1,2,0
"N00000914",123,0,1,2,8,66,37,4,2,3
"N00000915",116,1,4,2,74,29,6,0,0,0
"N00000916",122,0,2,4,66,36,12,2,0,0
"N00000917",116,0,2,2,56,38,16,1,0,1
"N00000918",121,0,2,1,51,29,28,7,1,2
"N00000919",108,0,2,4,34,45,20,2,1,0
"N00000920",79,1,0,10,12,49,6,1,0,0
"N00000921",209,1,0,5,8,30,62,56,28,19
"N00000922",127,0,1,5,11,27,60,13,6,4
"N00000923",114,0,0,2,35,32,37,6,1,1
"N00000924",106,0,2,1,28,49,24,2,0,0
"N00000925",119,0,1,5,8,65,30,7,2,1
"N00000926",121,0,2,7,30,31,44,5,1,1
"N00000927",202,22,39,34,37,55,8,2,3,2
"N00000928",149,1,3,19,9,23,66,19,7,2
"N00000929",155,1,10,10,8,76,38,5,1,6
"N00000930",169,0,4,11,19,116,16,0,2,1
"N00000931",246,1,6,33,71,94,20,15,4,2
"N00000932",174,3,6,40,45,41,25,11,1,2
"N00000933",134,0,4,5,49,59,15,1,0,1
"N00000934",119,0,3,5,24,46,34,7,0,0
"N00000935",115,0,8,2,29,46,25,3,1,1
"N00000936",183,1,6,8,39,89,27,9,3,1
"N00000937",174,1,0,11,27,102,20,7,5,1
"N00000938",116,0,4,8,22,51,24,3,3,1
"N00000939",90,0,5,8,24,47,5,0,1,0
"N00000940",122,0,7,12,48,40,9,4,0,2
"N00000941",131,0,0,6,10,7,21,28,25,34
"N00000942",122,0,2,4,6,25,70,7,5,3
"N00000943",105,0,0,4,4,39,41,12,3,2
"N00000944",91,2,2,12,3,31,32,7,2,0
"N00000945",105,0,0,2,16,14,29,26,9,9
"N00000946",207,3,12,26,81,68,16,0,0,1
"N00000947",117,0,1,4,51,37,17,6,1,0
"N00000948",108,0,0,4,46,33,15,6,3,1
"N00000949",134,0,1,4,28,37,54,8,2,0
"N00000950",138,0,4,11,35,62,16,4,4,2
"N00000951",106,0,2,2,9,37,41,13,1,1
"N00000952",176,0,1,5,43,74,33,13,3,4
"N00000953",117,0,5,3,34,52,22,1,0,0
"N00000954",121,0,3,6,31,65,8,4,0,4
"N00000955",158,0,1,24,16,47,31,16,6,17
"N00000956",215,0,6,58,42,57,33,14,3,2
"N00000957",192,0,1,2,12,15,35,50,22,55
"N00000958",132,0,1,8,17,36,42,13,11,4
"N00000959",204,1,12,5,15,16,64,43,31,17
"N00000960",192,0,4,22,10,16,29,38,32,41
"N00000961",124,0,0,1,2,20,62,19,8,12
"N00000962",159,0,4,4,68,63,11,4,2,3
"N00000963",115,0,0,0,3,32,68,9,2,1
"N00000964",129,0,1,0,6,44,65,9,4,0
"N00000965",120,0,2,3,15,42,40,11,2,5
"N00000966",148,0,0,9,9,28,70,16,9,7
"N00000967",137,0,1,5,9,58,45,12,7,0
"N00000968",103,0,0,3,7,30,38,16,6,3
"N00000969",92,1,3,4,28,42,11,1,1,1
"N00000970",243,0,3,42,94,72,19,9,2,2
"N00000971",120,0,1,9,37,61,6,5,1,0
"N00000972",129,0,3,15,24,71,11,4,0,1
"N00000973",145,0,1,17,35,69,17,3,1,2
"N00000974",120,0,4,13,29,64,8,2,0,0
"N00000975",125,0,3,17,52,44,8,1,0,0
"N00000976",74,0,5,10,37,12,8,1,0,1
"N00000977",145,0,4,9,101,26,5,0,0,0
"N00000978",134,0,5,15,72,38,0,1,0,3
"N00000979",126,0,4,6,66,36,11,2,0,1
"N00000980",128,0,4,11,73,33,6,0,0,1
"N00000981",108,0,4,10,57,29,6,1,1,0
"N00000982",126,0,6,23,69,17,6,3,1,1
"N00000983",162,0,13,8,74,55,10,1,0,1
"N00000984",160,0,5,7,55,63,21,6,2,1
"N00000985",126,0,3,18,50,45,5,0,3,2
"N00000986",112,0,6,24,50,28,2,1,1,0
"N00000987",152,0,3,9,70,33,29,4,3,1
"N00000988",74,1,1,3,45,19,2,0,3,0
"N00000989",124,1,3,7,55,46,9,2,1,0
"N00000990",141,0,5,5,72,42,12,5,0,0
"N00000991",141,2,26,32,36,23,15,4,2,1
"N00000992",265,1,5,12,135,77,23,8,2,2
"N00000993",111,0,5,3,64,22,13,3,1,0
"N00000994",470,2,34,52,220,95,40,16,9,2
"N00000995",97,0,1,4,28,36,18,8,1,1
"N00000996",123,0,3,1,8,6,19,34,19,33
"N00000997",103,0,1,5,15,13,5,9,10,45
"N00000998",127,0,2,4,13,29,47,13,14,5
"N00000999",122,0,5,6,54,30,16,8,3,0
"N00001000",129,0,0,3,6,25,60,21,8,6
"N00001001",139,0,8,14,29,37,34,15,2,0
"N00001002",431,4,24,33,161,156,44,5,0,4
"N00001003",113,0,1,5,48,44,12,1,2,0
"N00001004",143,0,3,6,41,48,37,6,2,0
"N00001005",172,3,11,53,64,28,10,2,1,0
"N00001006",148,2,8,38,23,15,19,8,13,22
"N00001007",242,2,24,66,42,33,28,25,10,12
"N00001008",85,6,10,11,7,4,14,19,8,6
"N00001009",83,3,10,23,21,8,8,4,0,6
"N00001010",124,0,5,4,28,23,30,23,4,7
"N00001011",126,2,0,8,18,42,28,24,4,0
"N00001012",128,1,10,26,11,24,27,22,4,3
"N00001013",98,0,3,5,17,40,21,9,2,1
"N00001014",107,2,20,18,16,16,16,14,4,1
"N00001015",144,0,14,22,15,33,32,15,10,3
"N00001016",100,2,5,23,13,15,10,15,12,5
"N00001017",118,0,5,29,20,21,19,14,7,3
"N00001018",115,1,5,15,19,10,7,23,11,24
"N00001019",76,0,0,13,11,31,14,3,2,2
"N00001020",94,1,11,38,18,8,6,10,1,1
"N00001021",83,2,4,17,18,18,7,8,7,2
"N00001022",272,15,75,74,37,28,10,15,9,9
"N00001023",94,0,6,28,18,19,10,6,5,2
"N00001024",149,3,27,41,38,14,15,1,7,3
"N00001025",101,2,7,33,19,9,14,5,6,6
"N00001026",103,4,19,29,13,12,10,5,9,2
"N00001027",158,0,9,38,31,38,28,12,1,1
"N00001028",118,1,7,23,43,36,3,4,1,0
"N00001029",241,0,10,18,79,92,26,11,3,2
"N00001030",177,2,8,20,37,46,20,32,8,4
"N00001031",145,0,8,2,44,38,40,7,5,1
"N00001032",106,0,1,4,55,32,13,1,0,0
"N00001033",110,1,7,35,61,4,1,0,0,1
"N00001034",143,2,1,3,9,53,57,12,5,1
"N00001035",112,0,2,11,11,76,6,2,3,1
"N00001036",193,3,24,23,61,55,9,4,6,8
"N00001037",136,0,2,9,11,7,22,24,17,44
"N00001038",271,1,1,5,37,51,72,26,34,44
"N00001039",141,0,0,17,25,8,5,20,22,44
