"Geography_Code","NM_1518_1_0","NM_1518_1_1","NM_1518_1_2","NM_1518_1_3","NM_1518_1_4","NM_1518_1_5","NM_1518_1_6","NM_1518_1_7","NM_1518_1_8","NM_1518_1_9"
"N00003400",209,19,50,25,42,18,19,19,9,8
"N00003401",184,17,46,17,36,12,14,21,10,11
"N00003402",107,4,4,7,18,15,18,15,8,18
"N00003403",71,6,3,3,9,9,10,10,7,14
"N00003404",73,4,4,6,9,8,15,9,10,8
"N00003405",106,5,12,7,10,13,8,20,11,20
"N00003406",140,6,12,14,24,12,17,14,20,21
"N00003407",299,28,59,37,53,34,21,30,15,22
"N00003408",243,24,33,29,52,27,14,12,27,25
"N00003409",175,13,19,11,24,28,17,21,25,17
"N00003410",352,31,48,32,52,36,33,49,36,35
"N00003411",156,11,25,15,33,18,13,12,13,16
"N00003412",121,5,12,8,17,8,16,14,13,28
"N00003413",141,11,3,8,18,16,17,31,13,24
"N00003414",172,16,23,19,43,15,20,13,6,17
"N00003415",142,9,6,15,22,14,15,24,20,17
"N00003416",128,12,6,8,13,14,24,21,11,19
"N00003417",87,8,6,9,13,10,8,9,7,17
"N00003418",102,3,9,6,15,15,9,10,18,17
"N00003419",145,15,23,14,27,15,12,20,10,9
"N00003420",121,10,10,11,7,9,21,24,7,22
"N00003421",122,5,7,9,10,17,23,14,12,25
"N00003422",209,13,51,20,33,11,19,32,8,22
"N00003423",200,13,30,9,16,22,28,22,18,42
"N00003424",140,8,13,11,17,22,10,15,15,29
"N00003425",75,6,8,8,7,9,6,10,7,14
"N00003426",360,35,67,48,50,34,28,38,22,38
"N00003427",164,14,23,18,21,19,18,19,12,20
"N00003428",166,12,24,14,28,23,18,18,11,18
"N00003429",111,4,11,2,14,14,24,12,17,13
"N00003430",116,11,3,5,13,11,23,16,11,23
"N00003431",119,4,10,5,17,22,12,18,9,22
"N00003432",163,13,29,28,20,20,14,17,9,13
"N00003433",130,13,13,12,16,13,16,20,11,16
"N00003434",127,17,14,13,15,16,12,16,12,12
"N00003435",78,6,6,5,7,10,8,7,10,19
"N00003436",174,11,30,12,41,22,10,20,13,15
"N00003437",150,14,22,16,29,13,11,17,16,12
"N00003438",190,11,36,14,36,19,13,25,15,21
"N00003439",94,7,22,10,22,8,5,15,1,4
"N00003440",117,11,23,9,23,11,13,10,8,9
"N00003441",177,9,27,17,36,21,16,23,11,17
"N00003442",84,3,10,6,17,13,9,7,6,13
"N00003443",412,42,67,38,83,49,37,37,29,30
"N00003444",227,22,50,19,43,36,17,20,12,8
"N00003445",284,23,48,33,66,27,22,24,21,20
"N00003446",228,21,46,17,38,26,23,26,11,20
"N00003447",129,7,5,12,33,21,9,12,10,20
"N00003448",281,26,53,26,42,49,22,26,17,20
"N00003449",193,27,46,16,22,30,16,10,8,18
"N00003450",175,26,33,14,31,27,10,11,9,14
"N00003451",361,28,49,42,72,45,41,35,19,30
"N00003452",231,24,45,23,26,44,17,24,10,18
"N00003453",177,10,16,34,61,11,8,19,8,10
"N00003454",138,9,25,24,19,14,11,20,4,12
"N00003455",148,12,32,14,28,14,11,17,7,13
"N00003456",150,9,23,39,29,8,12,13,9,8
"N00003457",134,6,15,16,26,13,11,20,10,17
"N00003458",161,6,27,23,33,15,14,19,6,18
"N00003459",94,8,13,8,22,8,15,4,10,6
"N00003460",202,15,45,29,44,16,17,18,10,8
"N00003461",110,10,21,11,27,10,9,12,5,5
"N00003462",191,13,63,23,29,13,12,26,7,5
"N00003463",236,32,55,24,33,30,14,16,15,17
"N00003464",197,20,62,26,37,14,12,6,9,11
"N00003465",116,5,10,10,12,14,15,17,14,19
"N00003466",155,21,46,14,28,16,10,8,5,7
"N00003467",206,44,61,30,29,15,11,6,4,6
"N00003468",168,18,56,28,26,14,6,10,6,4
"N00003469",199,17,31,18,27,33,21,13,14,25
"N00003470",165,14,28,11,30,20,17,18,10,17
"N00003471",123,8,11,6,15,19,15,17,11,21
"N00003472",166,12,37,16,31,29,11,13,10,7
"N00003473",173,18,29,13,24,17,18,18,17,19
"N00003474",206,25,59,34,36,11,10,16,6,9
"N00003475",596,63,172,68,93,60,34,43,26,37
"N00003476",407,51,93,53,54,36,28,39,24,29
"N00003477",243,20,47,35,41,26,29,15,16,14
"N00003478",412,38,95,46,76,27,34,48,16,32
"N00003479",427,62,155,65,60,21,19,19,11,15
"N00003480",90,3,8,6,12,11,9,10,10,21
"N00003481",91,14,27,8,15,11,9,1,4,2
"N00003482",118,7,22,8,11,19,8,12,16,15
"N00003483",131,7,5,9,17,21,18,18,12,24
"N00003484",115,6,7,7,8,14,11,9,21,32
"N00003485",104,0,7,7,12,12,12,18,12,24
"N00003486",125,6,8,7,12,19,14,10,15,34
"N00003487",123,4,6,9,8,16,13,22,13,32
"N00003488",81,3,4,5,3,12,12,14,11,17
"N00003489",217,10,11,12,20,21,29,36,29,49
"N00003490",56,4,5,3,9,6,5,8,2,14
"N00003491",199,10,11,9,37,17,29,36,17,33
"N00003492",143,6,8,4,22,24,18,21,9,31
"N00003493",238,11,14,11,42,27,44,33,17,39
"N00003494",351,19,47,19,86,37,44,36,23,40
"N00003495",192,11,38,18,36,20,18,21,15,15
"N00003496",245,9,28,26,52,26,23,28,25,28
"N00003497",140,13,4,14,18,14,22,22,17,16
"N00003498",111,10,9,8,17,11,8,15,13,20
"N00003499",99,3,11,9,17,10,9,17,5,18
"N00003500",142,7,35,11,24,15,14,11,10,15
"N00003501",134,9,28,12,19,16,15,13,7,15
"N00003502",76,2,8,8,12,8,8,2,8,20
"N00003503",148,12,31,18,21,14,10,17,10,15
"N00003504",155,6,37,15,26,12,18,15,14,12
"N00003505",88,6,8,7,11,11,7,17,9,12
"N00003506",173,12,15,11,23,18,16,26,18,34
"N00003507",96,5,9,4,13,11,15,19,7,13
"N00003508",136,5,13,7,24,14,17,15,19,22
"N00003509",129,6,25,7,16,17,23,17,8,10
"N00003510",134,3,9,7,15,22,14,15,12,37
"N00003511",103,6,13,7,13,20,9,13,8,14
"N00003512",118,6,17,6,18,15,16,16,9,15
"N00003513",212,12,18,15,19,30,25,28,30,35
"N00003514",203,8,18,16,20,20,27,39,17,38
"N00003515",71,4,5,3,9,14,12,9,13,2
"N00003516",103,3,10,8,13,13,20,13,8,15
"N00003517",147,5,5,13,21,21,30,15,15,22
"N00003518",93,2,7,7,13,8,18,15,13,10
"N00003519",52,2,0,6,12,6,7,12,5,2
"N00003520",98,4,5,7,20,18,13,14,7,10
"N00003521",528,37,36,204,164,22,10,23,11,21
"N00003522",176,30,47,20,25,14,12,18,2,8
"N00003523",170,27,72,15,20,8,8,9,4,7
"N00003524",558,79,133,57,104,39,35,50,17,44
"N00003525",162,13,30,16,28,14,16,20,10,15
"N00003526",127,18,35,9,27,6,13,9,3,7
"N00003527",242,13,43,21,22,68,20,14,21,20
"N00003528",424,50,77,36,55,86,31,21,34,34
"N00003529",216,11,31,8,34,59,19,17,14,23
"N00003530",206,12,38,14,32,58,19,8,9,16
"N00003531",193,9,37,16,22,40,25,11,18,15
"N00003532",208,14,32,18,24,53,24,14,16,13
"N00003533",263,12,54,15,36,67,25,15,18,21
"N00003534",123,7,21,7,13,33,9,6,9,18
"N00003535",224,15,52,13,20,64,16,14,11,19
"N00003536",231,13,35,12,17,69,20,17,25,23
"N00003537",112,4,13,3,13,27,13,4,15,20
"N00003538",217,13,37,14,26,50,18,9,18,32
"N00003539",174,12,36,20,18,22,14,16,21,15
"N00003540",112,7,21,8,7,21,13,10,13,12
"N00003541",109,4,22,7,12,20,3,15,14,12
"N00003542",83,4,5,4,7,21,9,5,14,14
"N00003543",273,25,67,20,32,52,19,17,22,19
"N00003544",173,19,25,16,19,33,14,10,18,19
"N00003545",204,13,46,10,22,52,16,10,24,11
"N00003546",152,13,15,12,18,33,15,11,20,15
"N00003547",328,24,73,17,32,86,27,18,33,18
"N00003548",705,47,90,63,81,151,61,60,65,87
"N00003549",233,13,52,5,18,84,19,11,17,14
"N00003550",236,32,88,22,28,16,15,12,13,10
"N00003551",217,29,47,24,24,25,17,14,16,21
"N00003552",196,18,22,17,20,37,21,21,19,21
"N00003553",189,20,42,20,19,26,21,12,12,17
"N00003554",80,5,6,2,8,14,10,6,9,20
"N00003555",133,6,20,5,17,18,18,8,15,26
"N00003556",266,10,15,12,11,56,20,31,39,72
"N00003557",89,2,6,4,7,15,15,5,20,15
"N00003558",208,17,32,10,24,61,12,12,20,20
"N00003559",240,15,45,15,36,56,27,13,16,17
"N00003560",247,18,53,17,25,69,19,8,16,22
"N00003561",233,14,42,13,27,78,21,16,9,13
"N00003562",205,15,56,18,23,27,16,13,16,21
"N00003563",235,15,26,14,25,55,13,23,31,33
"N00003564",190,22,36,21,23,39,17,9,9,14
"N00003565",214,32,30,25,21,38,18,15,17,18
"N00003566",234,22,55,15,33,56,17,8,14,14
"N00003567",246,12,51,21,33,45,19,13,34,18
"N00003568",206,13,37,10,23,61,16,15,20,11
"N00003569",258,12,31,17,25,72,23,20,33,25
"N00003570",260,14,45,11,23,69,30,14,34,20
"N00003571",137,10,14,14,12,29,13,15,13,17
"N00003572",230,9,40,17,19,68,11,10,28,28
"N00003573",227,18,37,24,28,46,15,24,15,20
"N00003574",211,14,36,14,26,62,11,13,19,16
"N00003575",243,11,37,11,28,70,24,13,33,16
"N00003576",244,14,39,9,23,72,22,21,12,32
"N00003577",174,7,25,6,18,52,16,11,19,20
"N00003578",256,14,66,18,29,56,17,14,23,19
"N00003579",233,9,53,13,22,61,17,11,20,27
"N00003580",193,20,48,19,18,29,14,11,17,17
"N00003581",326,19,56,16,36,65,34,25,35,40
"N00003582",253,21,45,13,31,41,31,17,26,28
"N00003583",276,21,47,21,25,62,29,20,23,28
"N00003584",103,4,7,10,7,20,11,12,15,17
"N00003585",118,2,13,3,16,23,16,12,19,14
"N00003586",111,3,12,9,7,27,13,8,17,15
"N00003587",239,20,42,21,29,61,20,14,12,20
"N00003588",265,19,56,20,34,67,21,9,25,14
"N00003589",227,22,35,13,25,47,23,16,18,28
"N00003590",291,15,58,11,33,94,20,12,23,25
"N00003591",237,10,45,14,36,80,12,5,22,13
"N00003592",187,6,34,7,20,57,21,13,12,17
"N00003593",248,18,44,14,23,65,17,19,21,27
"N00003594",412,29,55,29,42,92,34,36,46,49
"N00003595",168,13,21,7,26,46,13,8,17,17
"N00003596",117,15,18,8,11,26,8,12,15,4
"N00003597",221,18,38,13,21,65,18,11,20,17
"N00003598",198,21,42,22,32,24,17,10,17,13
"N00003599",195,12,37,20,27,28,17,17,15,22
"N00003600",160,12,9,9,13,40,21,23,15,18
"N00003601",179,15,28,15,28,23,12,14,18,26
"N00003602",178,12,20,14,19,27,19,16,21,30
"N00003603",152,16,25,9,18,23,14,15,14,18
"N00003604",112,4,10,5,10,21,12,10,12,28
"N00003605",94,3,9,3,7,22,12,11,12,15
"N00003606",199,7,39,20,31,41,24,14,9,14
"N00003607",234,24,71,20,23,23,17,18,15,23
"N00003608",217,26,39,15,22,32,21,19,16,27
"N00003609",111,6,7,5,11,13,13,15,16,25
"N00003610",112,8,8,4,19,15,14,16,9,19
"N00003611",95,5,9,6,9,18,7,13,9,19
"N00003612",211,12,34,14,34,58,19,5,13,22
"N00003613",198,12,24,15,20,57,14,14,24,18
"N00003614",200,14,41,14,21,49,13,11,18,19
"N00003615",151,9,16,8,17,37,15,12,20,17
"N00003616",143,8,19,14,17,40,11,7,15,12
"N00003617",124,15,6,5,12,20,16,8,19,23
"N00003618",202,8,35,13,19,69,13,15,14,16
"N00003619",198,11,41,12,13,51,15,13,15,27
"N00003620",228,16,39,16,25,46,20,23,21,22
"N00003621",186,17,34,10,22,39,11,15,27,11
"N00003622",254,22,42,16,24,70,19,24,21,16
"N00003623",118,9,7,2,12,28,14,7,19,20
"N00003624",309,19,43,26,27,72,44,11,28,39
"N00003625",157,5,18,7,17,42,21,12,11,24
"N00003626",179,20,24,19,19,34,14,14,8,27
"N00003627",113,8,7,7,10,24,15,13,4,25
"N00003628",123,9,15,10,12,20,14,10,10,23
"N00003629",92,12,31,9,4,14,8,5,4,5
"N00003630",244,38,54,26,23,39,24,10,13,17
"N00003631",65,9,9,4,6,8,8,5,6,10
"N00003632",126,16,25,14,11,21,9,7,8,15
"N00003633",57,3,1,2,3,3,11,7,7,20
"N00003634",121,6,13,5,17,26,10,14,8,22
"N00003635",139,6,24,7,15,35,15,5,10,22
"N00003636",162,8,29,14,14,36,18,7,17,19
"N00003637",150,22,35,18,15,15,14,11,7,13
"N00003638",189,9,34,16,31,27,24,19,17,12
"N00003639",148,18,32,10,14,21,20,10,8,15
"N00003640",120,7,16,7,8,17,16,15,12,22
"N00003641",232,23,31,8,18,64,23,15,20,30
"N00003642",163,14,23,13,9,44,10,16,14,20
"N00003643",185,9,23,13,26,39,23,8,24,20
"N00003644",132,14,33,13,14,22,16,7,6,7
"N00003645",199,16,35,18,23,49,16,12,9,21
"N00003646",233,34,40,17,33,31,25,15,14,24
"N00003647",282,29,35,22,33,72,30,18,19,24
"N00003648",187,13,32,12,29,44,17,9,17,14
"N00003649",237,16,37,14,28,69,16,17,16,24
"N00003650",163,11,37,10,22,36,18,10,11,8
"N00003651",125,0,28,4,13,32,19,4,20,5
"N00003652",299,13,45,23,31,92,29,18,22,26
"N00003653",159,5,32,7,13,48,16,12,11,15
"N00003654",82,1,14,5,6,15,15,9,8,9
"N00003655",58,3,9,1,2,16,8,5,2,12
"N00003656",211,17,39,8,18,48,26,11,18,26
"N00003657",151,18,22,7,17,26,16,11,12,22
"N00003658",244,25,26,20,18,60,34,13,18,30
"N00003659",150,9,20,7,10,52,11,10,10,21
"N00003660",157,10,27,12,16,27,23,12,12,18
"N00003661",119,8,15,12,19,18,17,12,8,10
"N00003662",65,5,9,6,5,17,6,5,5,7
"N00003663",98,3,9,6,9,10,17,15,14,15
"N00003664",206,16,29,21,19,33,30,14,12,32
"N00003665",191,14,24,15,12,52,26,13,19,16
"N00003666",199,7,26,10,22,51,23,13,18,29
"N00003667",193,9,33,20,22,47,18,12,17,15
"N00003668",190,10,14,14,20,64,19,16,12,21
"N00003669",188,5,19,16,24,52,22,20,14,16
"N00003670",188,16,35,11,22,37,13,21,17,16
"N00003671",98,5,2,1,13,29,10,12,17,9
"N00003672",130,3,17,8,16,30,20,13,9,14
"N00003673",94,4,5,7,13,26,12,4,9,14
"N00003674",205,15,32,13,21,50,19,6,25,24
"N00003675",137,14,18,10,20,24,10,14,17,10
"N00003676",98,6,12,6,5,14,8,15,12,20
"N00003677",94,4,4,5,5,14,14,13,12,23
"N00003678",130,8,10,7,9,11,14,23,16,32
"N00003679",118,8,12,9,16,15,6,22,13,17
"N00003680",75,4,14,1,9,7,5,13,11,11
"N00003681",173,17,32,13,12,24,10,23,15,27
"N00003682",46,3,5,6,5,2,7,9,4,5
"N00003683",130,13,22,8,16,20,14,13,11,13
"N00003684",109,6,12,4,9,24,16,20,4,14
"N00003685",142,11,23,8,18,11,14,22,20,15
"N00003686",120,5,14,5,10,24,15,22,10,15
"N00003687",198,18,22,17,27,30,21,25,18,20
"N00003688",137,5,11,9,15,30,13,17,21,16
"N00003689",88,4,10,8,7,8,11,11,9,20
"N00003690",243,16,27,14,31,69,15,13,42,16
"N00003691",205,17,28,11,22,58,19,13,21,16
"N00003692",187,13,36,12,11,57,10,13,14,21
"N00003693",172,7,14,12,23,46,19,16,21,14
"N00003694",238,15,26,11,21,86,15,18,23,23
"N00003695",180,16,25,10,18,43,19,9,24,16
"N00003696",175,12,21,6,15,61,14,9,25,12
"N00003697",203,18,30,13,22,40,24,14,25,17
"N00003698",289,27,54,15,34,63,26,20,26,24
"N00003699",154,17,42,19,16,25,9,7,12,7
"N00003700",183,19,37,13,15,40,10,17,12,20
"N00003701",303,23,63,21,39,69,26,25,21,16
"N00003702",369,43,129,34,39,41,20,30,16,17
"N00003703",299,36,72,17,34,45,27,21,20,27
"N00003704",206,20,36,18,21,44,18,19,10,20
"N00003705",189,20,29,6,24,27,21,25,18,19
"N00003706",202,21,32,14,29,38,26,13,15,14
"N00003707",247,20,43,12,20,65,17,32,17,21
"N00003708",202,21,37,10,24,37,17,19,10,27
"N00003709",153,6,25,10,16,28,15,27,11,15
"N00003710",173,9,29,11,20,30,13,20,18,23
"N00003711",229,17,50,23,27,47,14,18,15,18
"N00003712",155,19,24,19,14,13,14,18,12,22
"N00003713",153,16,19,14,12,24,15,23,7,23
"N00003714",116,7,9,5,11,23,22,16,10,13
"N00003715",101,5,17,5,9,19,9,19,10,8
"N00003716",133,8,25,12,8,20,9,17,12,22
"N00003717",118,7,24,11,9,23,8,8,9,19
"N00003718",611,58,160,63,67,55,51,70,39,48
"N00003719",219,31,33,24,25,35,19,21,17,14
"N00003720",207,17,37,16,22,31,12,30,18,24
"N00003721",222,18,49,24,21,39,15,16,21,19
"N00003722",186,13,42,14,17,39,22,15,13,11
"N00003723",160,10,26,18,18,33,10,15,21,9
"N00003724",157,4,36,11,9,38,19,17,12,11
"N00003725",86,9,14,4,12,13,8,6,10,10
"N00003726",177,14,19,8,26,51,19,13,12,15
"N00003727",95,6,23,4,12,17,8,11,7,7
"N00003728",129,7,19,2,15,35,17,14,8,12
"N00003729",165,9,28,9,22,40,13,13,13,18
"N00003730",187,12,27,14,25,33,22,18,17,19
"N00003731",161,22,30,9,21,31,17,9,12,10
"N00003732",201,12,19,12,22,34,35,30,15,22
"N00003733",101,3,12,7,11,18,18,15,8,9
"N00003734",150,7,10,8,11,15,14,33,28,24
"N00003735",96,7,7,5,11,8,8,20,12,18
"N00003736",132,7,7,10,18,14,13,31,11,21
"N00003737",164,5,21,12,11,27,21,22,17,28
"N00003738",110,2,8,4,11,13,13,21,12,26
"N00003739",194,15,31,17,19,21,16,21,22,32
"N00003740",105,9,16,4,14,10,10,14,15,13
"N00003741",96,4,11,5,9,7,9,11,12,28
"N00003742",121,10,14,6,8,19,11,18,9,26
"N00003743",263,22,40,23,28,40,26,34,28,22
"N00003744",173,10,19,12,18,26,18,23,20,27
"N00003745",203,25,48,18,18,33,10,22,15,14
"N00003746",154,8,32,12,22,18,12,17,15,18
"N00003747",136,18,30,13,15,17,7,15,12,9
"N00003748",183,15,25,11,19,43,16,17,15,22
"N00003749",247,23,64,22,31,23,15,27,20,22
"N00003750",247,33,60,26,35,21,15,30,15,12
"N00003751",268,18,82,26,33,17,23,27,17,25
"N00003752",200,27,43,16,23,23,17,14,17,20
"N00003753",203,24,25,15,19,35,11,27,23,24
"N00003754",158,13,23,14,16,20,17,14,19,22
"N00003755",218,24,36,20,18,33,19,23,25,20
"N00003756",79,9,4,2,3,10,8,12,11,20
"N00003757",148,6,26,7,10,23,16,22,18,20
"N00003758",261,24,34,26,35,35,22,27,20,38
"N00003759",126,12,19,6,10,20,10,20,14,15
"N00003760",104,6,14,4,2,14,15,11,15,23
"N00003761",175,14,31,12,15,35,18,18,16,16
"N00003762",252,15,52,17,24,63,19,18,20,24
"N00003763",227,19,43,16,23,47,17,22,21,19
"N00003764",281,14,40,19,33,61,36,29,28,21
"N00003765",186,16,32,18,14,41,11,18,19,17
"N00003766",238,31,53,20,18,31,22,22,16,25
"N00003767",227,25,48,16,38,44,10,17,20,9
"N00003768",312,53,73,27,30,39,20,20,18,32
"N00003769",155,18,30,14,23,18,5,15,9,23
"N00003770",197,11,14,9,25,28,20,25,34,31
"N00003771",211,22,37,19,13,25,18,18,21,38
"N00003772",52,4,7,3,7,7,4,5,7,8
"N00003773",135,9,19,9,13,21,6,18,12,28
"N00003774",168,13,31,16,24,23,7,30,8,16
"N00003775",266,28,77,25,40,23,19,22,13,19
"N00003776",137,8,19,8,16,15,15,24,12,20
"N00003777",97,7,8,15,9,14,6,11,7,20
"N00003778",143,9,21,8,9,13,16,21,13,33
"N00003779",101,6,3,5,10,20,14,14,9,20
"N00003780",179,9,30,7,21,20,23,41,12,16
"N00003781",183,13,30,20,24,18,20,23,17,18
"N00003782",282,24,61,23,32,33,30,27,22,30
"N00003783",130,5,12,12,9,22,16,13,18,23
"N00003784",211,18,39,19,28,36,18,16,20,17
"N00003785",261,26,50,20,28,41,20,28,26,22
"N00003786",242,22,40,18,38,32,14,35,20,23
"N00003787",184,17,32,20,19,36,15,21,9,15
"N00003788",139,17,11,10,8,25,11,19,27,11
"N00003789",190,18,28,12,25,42,15,18,19,13
"N00003790",130,6,15,11,15,24,14,17,14,14
"N00003791",306,22,62,31,33,57,25,32,25,19
"N00003792",123,15,11,7,13,13,19,16,11,18
"N00003793",319,25,67,23,42,60,21,27,27,27
"N00003794",135,10,22,13,17,13,9,24,12,15
"N00003795",230,33,35,15,24,41,23,20,15,24
"N00003796",282,22,62,22,34,66,25,15,21,15
"N00003797",193,12,33,15,19,40,19,17,13,25
"N00003798",181,10,26,17,26,27,22,20,15,18
"N00003799",166,13,19,11,12,39,10,13,28,21
"N00003800",220,11,28,12,23,58,19,17,27,25
"N00003801",191,12,12,8,19,61,6,14,40,19
"N00003802",131,5,21,5,13,31,17,10,9,20
"N00003803",190,14,15,15,22,43,10,13,33,25
"N00003804",206,14,26,10,30,64,19,15,20,8
"N00003805",122,3,6,3,10,40,11,15,20,14
"N00003806",144,3,13,7,11,36,19,11,20,24
"N00003807",90,5,5,5,7,22,9,8,10,19
"N00003808",153,8,9,9,10,41,11,10,24,31
"N00003809",151,3,17,8,26,41,22,14,14,6
"N00003810",70,2,6,7,7,22,7,5,7,7
"N00003811",164,18,17,8,21,33,17,12,21,17
"N00003812",126,3,14,6,8,32,23,9,18,13
"N00003813",146,8,13,8,8,37,8,16,27,21
"N00003814",149,6,19,9,14,41,17,13,17,13
"N00003815",236,5,23,17,30,47,28,22,34,30
"N00003816",125,6,5,5,14,36,13,15,12,19
"N00003817",222,15,32,10,26,74,21,14,17,13
"N00003818",204,12,19,4,17,63,26,22,27,14
"N00003819",175,16,29,15,18,44,15,9,14,15
"N00003820",262,16,41,13,33,92,22,14,13,18
"N00003821",192,15,26,13,21,59,12,15,19,12
"N00003822",251,18,43,18,23,83,19,9,24,14
"N00003823",290,20,51,31,24,68,29,25,18,24
"N00003824",345,37,62,23,24,92,26,30,26,25
"N00003825",414,33,50,35,43,90,31,46,44,42
"N00003826",319,28,80,20,37,58,25,34,17,20
"N00003827",483,38,82,29,58,129,43,25,44,35
"N00003828",225,7,28,8,31,68,20,15,28,20
"N00003829",215,9,30,3,25,58,19,20,30,21
"N00003830",223,22,48,13,18,67,15,15,18,7
"N00003831",118,9,18,10,10,19,12,11,15,14
"N00003832",228,9,35,12,18,60,23,20,25,26
"N00003833",155,4,20,10,22,34,17,12,22,14
"N00003834",137,6,18,6,14,33,23,11,13,13
"N00003835",196,15,51,22,23,33,12,12,12,16
"N00003836",162,20,41,13,16,18,15,16,13,10
"N00003837",145,10,40,9,11,24,14,16,13,8
"N00003838",179,20,44,22,9,25,17,12,10,20
"N00003839",175,29,44,18,15,22,13,11,9,14
"N00003840",195,23,40,11,30,41,9,16,11,14
"N00003841",108,8,15,10,15,18,6,6,10,20
"N00003842",174,34,44,21,27,13,4,13,12,6
"N00003843",123,7,34,10,7,24,8,9,9,15
"N00003844",238,46,66,21,34,26,14,8,15,8
"N00003845",142,10,18,7,15,31,12,29,5,15
"N00003846",218,9,25,13,25,37,30,26,21,32
"N00003847",91,5,19,5,14,15,6,10,6,11
"N00003848",124,6,11,11,13,22,13,19,12,17
"N00003849",216,17,29,17,28,39,20,21,25,20
"N00003850",156,11,21,11,24,40,15,17,11,6
"N00003851",164,11,25,18,18,33,11,18,18,12
"N00003852",107,5,20,5,19,12,11,13,7,15
"N00003853",196,20,39,12,23,30,8,20,20,24
"N00003854",191,17,43,18,23,35,16,12,14,13
"N00003855",194,17,47,11,13,36,16,15,20,19
"N00003856",187,13,54,15,27,32,14,16,9,7
"N00003857",252,25,45,24,27,61,23,17,15,15
"N00003858",203,16,36,13,18,57,12,15,19,17
"N00003859",177,10,27,18,25,31,23,17,7,19
"N00003860",430,37,87,24,45,91,47,43,32,24
"N00003861",244,14,23,13,17,77,26,20,26,28
"N00003862",210,9,29,10,25,69,14,13,23,18
"N00003863",82,5,13,6,8,15,3,14,1,17
"N00003864",182,6,19,10,20,33,14,24,16,40
"N00003865",97,6,11,6,6,12,10,11,13,22
"N00003866",142,15,17,10,8,9,9,21,22,31
"N00003867",268,23,35,12,26,36,24,47,30,35
"N00003868",144,7,12,4,9,28,23,18,18,25
"N00003869",517,40,81,33,49,70,42,61,44,97
"N00003870",122,5,16,4,10,12,9,19,21,26
"N00003871",378,43,104,35,42,42,31,28,25,28
"N00003872",110,6,16,10,13,14,5,13,14,19
"N00003873",401,26,32,25,51,57,45,55,40,70
"N00003874",260,28,40,22,32,52,21,27,16,22
"N00003875",151,12,31,11,15,21,15,19,12,15
"N00003876",256,15,45,13,32,60,24,22,25,20
"N00003877",163,8,20,8,18,31,18,19,26,15
"N00003878",242,13,24,18,33,71,20,14,24,25
"N00003879",226,15,40,17,25,55,22,12,20,20
"N00003880",203,23,33,14,26,35,20,17,12,23
"N00003881",250,39,75,19,38,17,18,27,7,10
"N00003882",150,12,27,6,22,25,13,14,15,16
"N00003883",389,31,115,32,45,32,28,42,23,41
"N00003884",316,22,48,20,40,46,27,48,22,43
"N00003885",137,6,9,5,22,20,17,18,14,26
"N00003886",121,7,10,11,14,13,14,21,17,14
"N00003887",212,20,40,23,38,18,16,28,8,21
"N00003888",133,8,30,14,19,10,17,15,8,12
"N00003889",172,8,50,21,22,13,13,23,5,17
"N00003890",97,6,10,13,11,12,9,11,14,11
"N00003891",150,5,14,18,29,17,19,17,10,21
"N00003892",104,4,12,10,20,13,10,16,9,10
"N00003893",112,3,21,14,20,12,14,9,3,16
"N00003894",118,3,17,12,22,7,15,14,12,16
"N00003895",124,6,20,8,21,15,8,12,13,21
"N00003896",248,8,24,17,40,38,27,24,26,44
"N00003897",92,6,11,6,4,13,12,13,11,16
"N00003898",213,18,52,25,34,21,20,14,9,20
"N00003899",182,12,46,14,32,17,17,12,17,15
"N00003900",105,2,3,2,10,15,16,21,9,27
"N00003901",99,3,7,8,13,14,11,17,3,23
"N00003902",142,20,24,9,24,18,17,15,7,8
"N00003903",367,47,66,52,72,29,31,32,14,24
"N00003904",266,34,45,32,49,22,19,29,16,20
"N00003905",113,6,11,6,14,15,11,15,11,24
"N00003906",100,8,11,5,17,7,12,8,18,14
"N00003907",174,7,14,23,34,28,18,18,13,19
"N00003908",64,5,4,6,11,12,9,4,6,7
"N00003909",162,10,15,16,30,16,14,25,13,23
"N00003910",111,8,7,8,16,16,8,13,10,25
"N00003911",711,60,132,73,130,88,70,50,46,62
"N00003912",238,25,39,36,41,15,22,24,17,19
"N00003913",107,4,7,11,12,11,14,10,15,23
"N00003914",179,7,15,21,39,27,17,15,21,17
"N00003915",108,6,12,6,16,11,16,20,6,15
"N00003916",199,13,29,22,45,19,15,24,13,19
"N00003917",106,5,10,7,26,18,8,10,8,14
"N00003918",115,12,6,10,18,11,11,13,14,20
"N00003919",138,11,15,18,27,17,11,15,9,15
"N00003920",159,10,14,13,28,21,19,17,22,15
"N00003921",169,16,15,21,39,20,19,20,9,10
"N00003922",155,8,11,20,29,27,14,19,14,13
"N00003923",171,17,28,15,34,16,21,14,7,19
"N00003924",145,7,10,14,28,12,15,13,20,26
"N00003925",164,11,29,16,28,18,12,15,11,24
"N00003926",173,20,42,19,24,20,17,13,8,10
"N00003927",165,18,34,16,25,16,7,25,8,16
"N00003928",189,16,23,15,36,18,20,16,18,27
"N00003929",124,11,20,20,25,7,8,15,9,9
"N00003930",135,12,17,11,23,19,13,15,9,16
"N00003931",79,5,7,10,13,9,7,13,6,9
"N00003932",183,18,33,22,34,19,12,11,10,24
"N00003933",469,49,90,45,80,82,28,38,23,34
