"Geography_Code","NM_1533_1_0","NM_1533_1_1","NM_1533_1_2"
"N00000483",1,0,1
"N00000484",2,2,0
"N00000485",5,2,3
"N00000486",3,2,1
"N00000487",0,0,0
"N00000488",4,1,3
"N00000489",1,1,0
"N00000490",1,1,0
"N00000491",3,0,3
"N00000492",4,1,3
"N00000493",4,2,2
"N00000494",17,8,9
"N00000495",7,3,4
"N00000496",11,3,8
"N00000497",2,0,2
"N00000498",8,4,4
"N00000499",0,0,0
"N00000500",1,0,1
"N00000501",0,0,0
"N00000502",0,0,0
"N00000503",0,0,0
"N00000504",0,0,0
"N00000505",1,0,1
"N00000506",2,1,1
"N00000507",1,1,0
"N00000508",0,0,0
"N00000509",0,0,0
"N00000510",0,0,0
"N00000511",10,6,4
"N00000512",10,4,6
"N00000513",6,2,4
"N00000514",6,3,3
"N00000515",3,1,2
"N00000516",4,1,3
"N00000517",6,5,1
"N00000518",9,1,8
"N00000519",10,6,4
"N00000520",4,1,3
"N00000521",3,2,1
"N00000522",4,3,1
"N00000523",5,2,3
"N00000524",5,2,3
"N00000525",2,1,1
"N00000526",2,1,1
"N00000527",0,0,0
"N00000528",4,3,1
"N00000529",1,0,1
"N00000530",3,1,2
"N00000531",1,0,1
"N00000532",3,2,1
"N00000533",0,0,0
"N00000534",6,1,5
"N00000535",9,6,3
"N00000536",6,2,4
"N00000537",6,3,3
"N00000538",11,4,7
"N00000539",9,5,4
"N00000540",5,1,4
"N00000541",2,0,2
"N00000542",2,1,1
"N00000543",3,1,2
"N00000544",0,0,0
"N00000545",1,0,1
"N00000546",1,1,0
"N00000547",3,1,2
"N00000548",0,0,0
"N00000549",0,0,0
"N00000550",2,0,2
"N00000551",2,2,0
"N00000552",0,0,0
"N00000553",4,1,3
"N00000554",1,1,0
"N00000555",0,0,0
"N00000556",4,2,2
"N00000557",7,3,4
"N00000558",2,0,2
"N00000559",11,4,7
"N00000560",4,1,3
"N00000561",7,5,2
"N00000562",0,0,0
"N00000563",5,3,2
"N00000564",4,3,1
"N00000565",1,1,0
"N00000566",7,2,5
"N00000567",5,3,2
"N00000568",1,0,1
"N00000569",1,1,0
"N00000570",6,3,3
"N00000571",12,6,6
"N00000572",17,13,4
"N00000573",13,5,8
"N00000574",6,2,4
"N00000575",4,4,0
"N00000576",8,2,6
"N00000577",9,2,7
"N00000578",11,7,4
"N00000579",1,1,0
"N00000580",6,3,3
"N00000581",5,1,4
"N00000582",8,4,4
"N00000583",6,2,4
"N00000584",8,3,5
"N00000585",3,1,2
"N00000586",10,6,4
"N00000587",10,5,5
"N00000588",3,1,2
"N00000589",7,3,4
"N00000590",8,4,4
"N00000591",7,2,5
"N00000592",4,3,1
"N00000593",11,7,4
"N00000594",8,2,6
"N00000595",5,0,5
"N00000596",1,0,1
"N00000597",3,2,1
"N00000598",0,0,0
"N00000599",1,1,0
"N00000600",1,0,1
"N00000601",1,1,0
"N00000602",0,0,0
"N00000603",2,0,2
"N00000604",1,1,0
"N00000605",1,1,0
"N00000606",2,0,2
"N00000607",1,1,0
"N00000608",9,3,6
"N00000609",8,5,3
"N00000610",1,1,0
"N00000611",3,1,2
"N00000612",3,1,2
"N00000613",0,0,0
"N00000614",0,0,0
"N00000615",1,1,0
"N00000616",0,0,0
"N00000617",3,1,2
"N00000618",3,1,2
"N00000619",4,2,2
"N00000620",4,4,0
"N00000621",5,5,0
"N00000622",4,1,3
"N00000623",3,0,3
"N00000624",1,0,1
"N00000625",3,1,2
"N00000626",7,3,4
"N00000627",7,4,3
"N00000628",3,2,1
"N00000629",1,0,1
"N00000630",1,1,0
"N00000631",8,4,4
"N00000632",8,3,5
"N00000633",5,4,1
"N00000634",8,4,4
"N00000635",5,3,2
"N00000636",3,2,1
"N00000637",9,5,4
"N00000638",3,1,2
"N00000639",8,3,5
"N00000640",9,6,3
"N00000641",6,3,3
"N00000642",3,2,1
"N00000643",3,2,1
"N00000644",5,3,2
"N00000645",8,2,6
"N00000646",5,2,3
"N00000647",2,1,1
"N00000648",4,1,3
"N00000649",7,2,5
"N00000650",5,0,5
"N00000651",2,2,0
"N00000652",3,2,1
"N00000653",9,3,6
"N00000654",1,1,0
"N00000655",2,1,1
"N00000656",2,0,2
"N00000657",3,2,1
"N00000658",6,3,3
"N00000659",3,0,3
"N00000660",0,0,0
"N00000661",13,5,8
"N00000662",3,1,2
"N00000663",7,4,3
"N00000664",1,1,0
"N00000665",8,4,4
"N00000666",4,2,2
"N00000667",10,5,5
"N00000668",1,1,0
"N00000669",2,0,2
"N00000670",4,1,3
"N00000671",2,2,0
"N00000672",1,0,1
"N00000673",7,4,3
"N00000674",4,2,2
"N00000675",13,3,10
"N00000676",9,3,6
"N00000677",5,3,2
"N00000678",6,2,4
"N00000679",12,2,10
"N00000680",4,3,1
"N00000681",5,3,2
"N00000682",2,0,2
"N00000683",0,0,0
"N00000684",7,3,4
"N00000685",2,1,1
"N00000686",15,3,12
"N00000687",5,1,4
"N00000688",7,4,3
"N00000689",9,3,6
"N00000690",2,1,1
"N00000691",1,0,1
"N00000692",1,0,1
"N00000693",4,1,3
"N00000694",3,2,1
"N00000695",2,0,2
"N00000696",0,0,0
"N00000697",8,3,5
"N00000698",12,5,7
"N00000699",0,0,0
"N00000700",1,0,1
"N00000701",0,0,0
"N00000702",5,2,3
"N00000703",9,3,6
"N00000704",14,5,9
"N00000705",9,5,4
"N00000706",2,1,1
"N00000707",3,0,3
"N00000708",6,3,3
"N00000709",7,1,6
"N00000710",4,2,2
"N00000711",4,3,1
"N00000712",14,7,7
"N00000713",10,7,3
"N00000714",15,8,7
"N00000715",11,3,8
"N00000716",24,10,14
"N00000717",4,2,2
"N00000718",21,15,6
"N00000719",8,6,2
"N00000720",13,8,5
"N00000721",9,4,5
"N00000722",5,2,3
"N00000723",10,0,10
"N00000724",4,0,4
"N00000725",6,3,3
"N00000726",0,0,0
"N00000727",3,1,2
"N00000728",2,2,0
"N00000729",6,1,5
"N00000730",3,2,1
"N00000731",4,3,1
"N00000732",2,0,2
"N00000733",3,1,2
"N00000734",5,2,3
"N00000735",12,4,8
"N00000736",4,1,3
"N00000737",6,2,4
"N00000738",12,8,4
"N00000739",8,6,2
"N00000740",8,2,6
"N00000741",11,4,7
"N00000742",2,2,0
"N00000743",2,0,2
"N00000744",3,2,1
"N00000745",5,1,4
"N00000746",4,0,4
"N00000747",0,0,0
"N00000748",5,3,2
"N00000749",1,0,1
"N00000750",0,0,0
"N00000751",2,1,1
"N00000752",5,2,3
"N00000753",17,9,8
"N00000754",7,5,2
"N00000755",10,7,3
"N00000756",3,3,0
"N00000757",2,0,2
"N00000758",2,1,1
"N00000759",1,1,0
"N00000760",0,0,0
"N00000761",6,3,3
"N00000762",0,0,0
"N00000763",2,1,1
"N00000764",3,2,1
"N00000765",2,1,1
"N00000766",5,2,3
"N00000767",6,2,4
"N00000768",2,2,0
"N00000769",12,9,3
"N00000770",4,3,1
"N00000771",0,0,0
"N00000772",5,3,2
"N00000773",7,3,4
"N00000774",12,7,5
"N00000775",5,1,4
"N00000776",1,0,1
"N00000777",15,5,10
"N00000778",7,4,3
"N00000779",6,2,4
"N00000780",8,3,5
"N00000781",5,2,3
"N00000782",6,3,3
"N00000783",9,3,6
"N00000784",3,0,3
"N00000785",3,1,2
"N00000786",3,1,2
"N00000787",1,1,0
"N00000788",2,0,2
"N00000789",9,4,5
"N00000790",5,2,3
"N00000791",5,2,3
"N00000792",12,3,9
"N00000793",4,0,4
"N00000794",18,9,9
"N00000795",6,4,2
"N00000796",2,1,1
"N00000797",1,0,1
"N00000798",15,10,5
"N00000799",3,2,1
"N00000800",13,3,10
"N00000801",9,3,6
"N00000802",5,2,3
"N00000803",8,5,3
"N00000804",9,4,5
"N00000805",2,1,1
"N00000806",4,1,3
"N00000807",5,2,3
"N00000808",0,0,0
"N00000809",0,0,0
"N00000810",7,5,2
"N00000811",0,0,0
"N00000812",1,0,1
"N00000813",3,2,1
"N00000814",3,1,2
"N00000815",17,8,9
"N00000816",7,3,4
"N00000817",7,3,4
"N00000818",3,1,2
"N00000819",2,1,1
"N00000820",0,0,0
"N00000821",2,2,0
"N00000822",0,0,0
"N00000823",10,4,6
"N00000824",0,0,0
"N00000825",0,0,0
"N00000826",2,1,1
"N00000827",2,1,1
"N00000828",1,0,1
"N00000829",1,0,1
"N00000830",2,2,0
"N00000831",2,2,0
"N00000832",1,1,0
"N00000833",4,1,3
"N00000834",5,4,1
"N00000835",0,0,0
"N00000836",2,2,0
"N00000837",0,0,0
"N00000838",2,0,2
"N00000839",2,1,1
"N00000840",1,0,1
"N00000841",0,0,0
"N00000842",0,0,0
"N00000843",0,0,0
"N00000844",1,1,0
"N00000845",1,0,1
"N00000846",0,0,0
"N00000847",2,1,1
"N00000848",0,0,0
"N00000849",0,0,0
"N00000850",0,0,0
"N00000851",0,0,0
"N00000852",3,3,0
"N00000853",0,0,0
"N00000854",0,0,0
"N00000855",0,0,0
"N00000856",4,1,3
"N00000857",17,5,12
"N00000858",1,1,0
"N00000859",0,0,0
"N00000860",7,2,5
"N00000861",8,5,3
"N00000862",18,7,11
"N00000863",0,0,0
"N00000864",8,3,5
"N00000865",7,2,5
"N00000866",2,1,1
"N00000867",2,1,1
"N00000868",0,0,0
"N00000869",1,0,1
"N00000870",0,0,0
"N00000871",4,2,2
"N00000872",1,0,1
"N00000873",0,0,0
"N00000874",0,0,0
"N00000875",2,0,2
"N00000876",0,0,0
"N00000877",0,0,0
"N00000878",0,0,0
"N00000879",3,1,2
"N00000880",0,0,0
"N00000881",0,0,0
"N00000882",0,0,0
"N00000883",0,0,0
"N00000884",0,0,0
"N00000885",0,0,0
"N00000886",1,1,0
"N00000887",0,0,0
"N00000888",0,0,0
"N00000889",6,2,4
"N00000890",0,0,0
"N00000891",1,1,0
"N00000892",1,1,0
"N00000893",0,0,0
"N00000894",0,0,0
"N00000895",1,1,0
"N00000896",0,0,0
"N00000897",2,2,0
"N00000898",0,0,0
"N00000899",1,1,0
"N00000900",0,0,0
"N00000901",1,1,0
"N00000902",0,0,0
"N00000903",0,0,0
"N00000904",0,0,0
"N00000905",0,0,0
"N00000906",0,0,0
"N00000907",1,0,1
"N00000908",3,1,2
"N00000909",0,0,0
"N00000910",0,0,0
"N00000911",1,1,0
"N00000912",1,1,0
"N00000913",0,0,0
"N00000914",1,1,0
"N00000915",0,0,0
"N00000916",1,1,0
"N00000917",0,0,0
"N00000918",0,0,0
"N00000919",1,1,0
"N00000920",0,0,0
"N00000921",3,1,2
"N00000922",5,1,4
"N00000923",0,0,0
"N00000924",2,2,0
"N00000925",2,1,1
"N00000926",0,0,0
"N00000927",0,0,0
"N00000928",3,1,2
"N00000929",2,2,0
"N00000930",1,1,0
"N00000931",0,0,0
"N00000932",0,0,0
"N00000933",3,2,1
"N00000934",2,0,2
"N00000935",1,0,1
"N00000936",5,3,2
"N00000937",2,1,1
"N00000938",1,0,1
"N00000939",0,0,0
"N00000940",1,1,0
"N00000941",9,5,4
"N00000942",0,0,0
"N00000943",4,2,2
"N00000944",1,0,1
"N00000945",4,2,2
"N00000946",0,0,0
"N00000947",1,1,0
"N00000948",0,0,0
"N00000949",0,0,0
"N00000950",2,0,2
"N00000951",1,0,1
"N00000952",2,1,1
"N00000953",0,0,0
"N00000954",2,1,1
"N00000955",3,0,3
"N00000956",5,3,2
"N00000957",14,5,9
"N00000958",4,3,1
"N00000959",8,2,6
"N00000960",14,7,7
"N00000961",4,4,0
"N00000962",7,3,4
"N00000963",0,0,0
"N00000964",4,3,1
"N00000965",4,3,1
"N00000966",2,1,1
"N00000967",7,2,5
"N00000968",3,3,0
"N00000969",1,1,0
"N00000970",0,0,0
"N00000971",1,0,1
"N00000972",1,1,0
"N00000973",1,1,0
"N00000974",2,0,2
"N00000975",0,0,0
"N00000976",0,0,0
"N00000977",2,1,1
"N00000978",1,0,1
"N00000979",2,1,1
"N00000980",1,0,1
"N00000981",0,0,0
"N00000982",0,0,0
"N00000983",2,1,1
"N00000984",0,0,0
"N00000985",2,0,2
"N00000986",1,1,0
"N00000987",1,0,1
"N00000988",0,0,0
"N00000989",0,0,0
"N00000990",1,0,1
"N00000991",1,0,1
"N00000992",2,1,1
"N00000993",0,0,0
"N00000994",4,1,3
"N00000995",0,0,0
"N00000996",9,5,4
"N00000997",4,1,3
"N00000998",3,1,2
"N00000999",0,0,0
"N00001000",4,2,2
"N00001001",0,0,0
"N00001002",4,2,2
"N00001003",0,0,0
"N00001004",1,0,1
"N00001005",0,0,0
"N00001006",9,4,5
"N00001007",5,2,3
"N00001008",2,1,1
"N00001009",4,2,2
"N00001010",1,1,0
"N00001011",0,0,0
"N00001012",7,5,2
"N00001013",2,1,1
"N00001014",1,1,0
"N00001015",2,1,1
"N00001016",3,2,1
"N00001017",3,0,3
"N00001018",8,2,6
"N00001019",5,0,5
"N00001020",1,0,1
"N00001021",3,3,0
"N00001022",3,2,1
"N00001023",0,0,0
"N00001024",5,2,3
"N00001025",4,3,1
"N00001026",2,1,1
"N00001027",4,1,3
"N00001028",0,0,0
"N00001029",1,0,1
"N00001030",0,0,0
"N00001031",2,1,1
"N00001032",1,0,1
"N00001033",0,0,0
"N00001034",0,0,0
"N00001035",0,0,0
"N00001036",3,3,0
"N00001037",7,4,3
"N00001038",11,5,6
"N00001039",10,4,6
"N00001040",0,0,0
"N00001041",1,0,1
"N00001042",13,6,7
"N00001043",0,0,0
"N00001044",1,0,1
"N00001045",2,1,1
"N00001046",4,1,3
"N00001047",4,2,2
"N00001048",5,3,2
"N00001049",2,1,1
"N00001050",2,2,0
"N00001051",10,4,6
"N00001052",3,2,1
"N00001053",8,4,4
"N00001054",10,4,6
"N00001055",8,3,5
"N00001056",4,3,1
"N00001057",2,1,1
"N00001058",10,4,6
"N00001059",2,2,0
"N00001060",0,0,0
"N00001061",9,7,2
"N00001062",4,3,1
"N00001063",6,2,4
"N00001064",20,14,6
"N00001065",4,3,1
"N00001066",5,3,2
"N00001067",5,3,2
"N00001068",2,1,1
"N00001069",5,4,1
"N00001070",12,4,8
"N00001071",2,0,2
"N00001072",6,3,3
"N00001073",1,0,1
"N00001074",3,2,1
"N00001075",1,0,1
"N00001076",2,1,1
"N00001077",0,0,0
"N00001078",1,0,1
"N00001079",4,1,3
"N00001080",0,0,0
"N00001081",4,2,2
"N00001082",1,0,1
"N00001083",8,3,5
"N00001084",2,1,1
"N00001085",9,3,6
"N00001086",3,1,2
"N00001087",5,1,4
"N00001088",3,3,0
"N00001089",3,3,0
"N00001090",0,0,0
"N00001091",0,0,0
"N00001092",4,2,2
"N00001093",3,1,2
"N00001094",0,0,0
"N00001095",2,2,0
"N00001096",7,4,3
"N00001097",1,0,1
"N00001098",2,1,1
"N00001099",0,0,0
"N00001100",3,1,2
"N00001101",0,0,0
"N00001102",1,1,0
"N00001103",0,0,0
"N00001104",3,1,2
"N00001105",2,1,1
"N00001106",3,3,0
"N00001107",2,1,1
"N00001108",0,0,0
"N00001109",0,0,0
"N00001110",0,0,0
"N00001111",2,1,1
"N00001112",2,2,0
"N00001113",2,1,1
"N00001114",2,1,1
"N00001115",1,0,1
"N00001116",0,0,0
"N00001117",0,0,0
"N00001118",1,0,1
"N00001119",0,0,0
"N00001120",0,0,0
"N00001121",0,0,0
"N00001122",0,0,0
"N00001123",1,0,1
"N00001124",0,0,0
"N00001125",2,1,1
"N00001126",0,0,0
"N00001127",0,0,0
"N00001128",0,0,0
"N00001129",1,1,0
"N00001130",0,0,0
"N00001131",2,1,1
"N00001132",0,0,0
"N00001133",0,0,0
"N00001134",0,0,0
"N00001135",0,0,0
"N00001136",0,0,0
"N00001137",1,0,1
"N00001138",0,0,0
"N00001139",1,0,1
"N00001140",0,0,0
"N00001141",0,0,0
"N00001142",0,0,0
"N00001143",0,0,0
"N00001144",0,0,0
"N00001145",0,0,0
"N00001146",0,0,0
"N00001147",1,0,1
"N00001148",0,0,0
"N00001149",0,0,0
"N00001150",0,0,0
"N00001151",0,0,0
"N00001152",0,0,0
"N00001153",0,0,0
"N00001154",1,0,1
"N00001155",0,0,0
"N00001156",0,0,0
"N00001157",8,5,3
"N00001158",0,0,0
"N00001159",1,0,1
"N00001160",0,0,0
