"Geography_Code","NM_1533_1_0","NM_1533_1_1","NM_1533_1_2"
"N00001161",2,1,1
"N00001162",3,3,0
"N00001163",1,0,1
"N00001164",1,0,1
"N00001165",1,0,1
"N00001166",4,0,4
"N00001167",5,4,1
"N00001168",0,0,0
"N00001169",3,2,1
"N00001170",3,1,2
"N00001171",2,1,1
"N00001172",2,2,0
"N00001173",4,1,3
"N00001174",11,4,7
"N00001175",4,4,0
"N00001176",0,0,0
"N00001177",2,1,1
"N00001178",6,5,1
"N00001179",11,8,3
"N00001180",1,1,0
"N00001181",4,2,2
"N00001182",11,1,10
"N00001183",8,5,3
"N00001184",3,1,2
"N00001185",0,0,0
"N00001186",0,0,0
"N00001187",4,1,3
"N00001188",8,3,5
"N00001189",1,0,1
"N00001190",1,1,0
"N00001191",1,0,1
"N00001192",0,0,0
"N00001193",3,3,0
"N00001194",1,0,1
"N00001195",0,0,0
"N00001196",2,1,1
"N00001197",0,0,0
"N00001198",8,4,4
"N00001199",0,0,0
"N00001200",3,0,3
"N00001201",11,5,6
"N00001202",1,0,1
"N00001203",1,0,1
"N00001204",8,1,7
"N00001205",5,2,3
"N00001206",0,0,0
"N00001207",1,1,0
"N00001208",1,1,0
"N00001209",0,0,0
"N00001210",0,0,0
"N00001211",1,1,0
"N00001212",0,0,0
"N00001213",2,1,1
"N00001214",0,0,0
"N00001215",0,0,0
"N00001216",0,0,0
"N00001217",0,0,0
"N00001218",2,1,1
"N00001219",0,0,0
"N00001220",0,0,0
"N00001221",0,0,0
"N00001222",0,0,0
"N00001223",1,0,1
"N00001224",1,1,0
"N00001225",1,1,0
"N00001226",0,0,0
"N00001227",0,0,0
"N00001228",0,0,0
"N00001229",2,0,2
"N00001230",1,1,0
"N00001231",2,2,0
"N00001232",3,1,2
"N00001233",2,1,1
"N00001234",4,1,3
"N00001235",3,1,2
"N00001236",2,1,1
"N00001237",1,1,0
"N00001238",0,0,0
"N00001239",3,3,0
"N00001240",7,5,2
"N00001241",0,0,0
"N00001242",0,0,0
"N00001243",0,0,0
"N00001244",2,1,1
"N00001245",1,1,0
"N00001246",1,0,1
"N00001247",0,0,0
"N00001248",5,3,2
"N00001249",4,0,4
"N00001250",1,1,0
"N00001251",0,0,0
"N00001252",1,0,1
"N00001253",1,1,0
"N00001254",2,1,1
"N00001255",1,0,1
"N00001256",3,2,1
"N00001257",0,0,0
"N00001258",0,0,0
"N00001259",0,0,0
"N00001260",0,0,0
"N00001261",6,0,6
"N00001262",0,0,0
"N00001263",1,1,0
"N00001264",1,1,0
"N00001265",1,1,0
"N00001266",0,0,0
"N00001267",0,0,0
"N00001268",0,0,0
"N00001269",1,1,0
"N00001270",0,0,0
"N00001271",9,5,4
"N00001272",0,0,0
"N00001273",0,0,0
"N00001274",0,0,0
"N00001275",0,0,0
"N00001276",2,2,0
"N00001277",7,4,3
"N00001278",4,1,3
"N00001279",0,0,0
"N00001280",0,0,0
"N00001281",4,3,1
"N00001282",6,6,0
"N00001283",4,4,0
"N00001284",6,1,5
"N00001285",3,2,1
"N00001286",4,1,3
"N00001287",3,0,3
"N00001288",0,0,0
"N00001289",2,0,2
"N00001290",1,0,1
"N00001291",4,1,3
"N00001292",10,5,5
"N00001293",4,2,2
"N00001294",5,2,3
"N00001295",5,2,3
"N00001296",0,0,0
"N00001297",5,2,3
"N00001298",0,0,0
"N00001299",1,0,1
"N00001300",4,2,2
"N00001301",3,2,1
"N00001302",1,0,1
"N00001303",1,0,1
"N00001304",0,0,0
"N00001305",5,2,3
"N00001306",2,0,2
"N00001307",2,1,1
"N00001308",0,0,0
"N00001309",2,1,1
"N00001310",5,3,2
"N00001311",2,1,1
"N00001312",3,0,3
"N00001313",2,2,0
"N00001314",0,0,0
"N00001315",0,0,0
"N00001316",0,0,0
"N00001317",0,0,0
"N00001318",0,0,0
"N00001319",1,0,1
"N00001320",0,0,0
"N00001321",2,2,0
"N00001322",2,0,2
"N00001323",1,1,0
"N00001324",3,1,2
"N00001325",41,19,22
"N00001326",10,5,5
"N00001327",12,5,7
"N00001328",40,16,24
"N00001329",18,14,4
"N00001330",4,2,2
"N00001331",13,6,7
"N00001332",0,0,0
"N00001333",10,5,5
"N00001334",11,8,3
"N00001335",1,1,0
"N00001336",17,8,9
"N00001337",9,5,4
"N00001338",5,3,2
"N00001339",0,0,0
"N00001340",8,5,3
"N00001341",1,1,0
"N00001342",3,3,0
"N00001343",3,1,2
"N00001344",3,3,0
"N00001345",1,1,0
"N00001346",8,4,4
"N00001347",6,3,3
"N00001348",4,3,1
"N00001349",1,0,1
"N00001350",1,0,1
"N00001351",2,2,0
"N00001352",0,0,0
"N00001353",0,0,0
"N00001354",2,0,2
"N00001355",0,0,0
"N00001356",0,0,0
"N00001357",0,0,0
"N00001358",0,0,0
"N00001359",1,1,0
"N00001360",0,0,0
"N00001361",1,0,1
"N00001362",0,0,0
"N00001363",0,0,0
"N00001364",0,0,0
"N00001365",2,1,1
"N00001366",4,3,1
"N00001367",1,1,0
"N00001368",2,1,1
"N00001369",1,0,1
"N00001370",1,0,1
"N00001371",1,1,0
"N00001372",5,2,3
"N00001373",2,2,0
"N00001374",5,3,2
"N00001375",0,0,0
"N00001376",0,0,0
"N00001377",4,2,2
"N00001378",3,1,2
"N00001379",0,0,0
"N00001380",6,3,3
"N00001381",0,0,0
"N00001382",8,3,5
"N00001383",9,6,3
"N00001384",7,4,3
"N00001385",18,7,11
"N00001386",1,0,1
"N00001387",2,1,1
"N00001388",2,0,2
"N00001389",0,0,0
"N00001390",2,0,2
"N00001391",3,2,1
"N00001392",4,3,1
"N00001393",0,0,0
"N00001394",5,3,2
"N00001395",0,0,0
"N00001396",1,0,1
"N00001397",0,0,0
"N00001398",0,0,0
"N00001399",30,18,12
"N00001400",3,1,2
"N00001401",2,1,1
"N00001402",5,1,4
"N00001403",5,1,4
"N00001404",8,4,4
"N00001405",0,0,0
"N00001406",0,0,0
"N00001407",0,0,0
"N00001408",9,5,4
"N00001409",9,4,5
"N00001410",7,2,5
"N00001411",5,2,3
"N00001412",2,2,0
"N00001413",1,1,0
"N00001414",2,1,1
"N00001415",1,1,0
"N00001416",4,3,1
"N00001417",1,1,0
"N00001418",4,2,2
"N00001419",2,1,1
"N00001420",1,0,1
"N00001421",4,3,1
"N00001422",3,3,0
"N00001423",1,1,0
"N00001424",0,0,0
"N00001425",1,0,1
"N00001426",0,0,0
"N00001427",0,0,0
"N00001428",0,0,0
"N00001429",0,0,0
"N00001430",1,0,1
"N00001431",0,0,0
"N00001432",0,0,0
"N00001433",0,0,0
"N00001434",1,1,0
"N00001435",0,0,0
"N00001436",1,0,1
"N00001437",0,0,0
"N00001438",2,0,2
"N00001439",0,0,0
"N00001440",0,0,0
"N00001441",1,1,0
"N00001442",0,0,0
"N00001443",0,0,0
"N00001444",0,0,0
"N00001445",9,4,5
"N00001446",5,5,0
"N00001447",13,3,10
"N00001448",11,7,4
"N00001449",5,4,1
"N00001450",4,2,2
"N00001451",4,1,3
"N00001452",5,2,3
"N00001453",10,5,5
"N00001454",6,3,3
"N00001455",4,2,2
"N00001456",8,6,2
"N00001457",8,4,4
"N00001458",1,1,0
"N00001459",14,9,5
"N00001460",3,2,1
"N00001461",8,2,6
"N00001462",8,4,4
"N00001463",16,8,8
"N00001464",20,8,12
"N00001465",12,7,5
"N00001466",5,3,2
"N00001467",29,13,16
"N00001468",5,0,5
"N00001469",5,3,2
"N00001470",4,3,1
"N00001471",0,0,0
"N00001472",19,7,12
"N00001473",6,2,4
"N00001474",8,4,4
"N00001475",5,3,2
"N00001476",5,4,1
"N00001477",7,4,3
"N00001478",5,4,1
"N00001479",5,3,2
"N00001480",3,2,1
"N00001481",1,0,1
"N00001482",1,0,1
"N00001483",0,0,0
"N00001484",1,0,1
"N00001485",0,0,0
"N00001486",0,0,0
"N00001487",1,1,0
"N00001488",0,0,0
"N00001489",0,0,0
"N00001490",0,0,0
"N00001491",0,0,0
"N00001492",0,0,0
"N00001493",0,0,0
"N00001494",0,0,0
"N00001495",0,0,0
"N00001496",2,0,2
"N00001497",1,1,0
"N00001498",0,0,0
"N00001499",0,0,0
"N00001500",1,1,0
"N00001501",2,0,2
"N00001502",0,0,0
"N00001503",0,0,0
"N00001504",1,0,1
"N00001505",0,0,0
"N00001506",0,0,0
"N00001507",0,0,0
"N00001508",0,0,0
"N00001509",0,0,0
"N00001510",0,0,0
"N00001511",0,0,0
"N00001512",0,0,0
"N00001513",0,0,0
"N00001514",5,2,3
"N00001515",14,10,4
"N00001516",4,4,0
"N00001517",17,9,8
"N00001518",21,8,13
"N00001519",0,0,0
"N00001520",0,0,0
"N00001521",0,0,0
"N00001522",0,0,0
"N00001523",0,0,0
"N00001524",0,0,0
"N00001525",1,1,0
"N00001526",2,0,2
"N00001527",1,0,1
"N00001528",0,0,0
"N00001529",2,1,1
"N00001530",5,2,3
"N00001531",0,0,0
"N00001532",0,0,0
"N00001533",1,0,1
"N00001534",1,1,0
"N00001535",1,0,1
"N00001536",0,0,0
"N00001537",0,0,0
"N00001538",0,0,0
"N00001539",0,0,0
"N00001540",5,3,2
"N00001541",0,0,0
"N00001542",1,1,0
"N00001543",2,1,1
"N00001544",0,0,0
"N00001545",4,2,2
"N00001546",0,0,0
"N00001547",0,0,0
"N00001548",0,0,0
"N00001549",3,2,1
"N00001550",0,0,0
"N00001551",2,1,1
"N00001552",3,1,2
"N00001553",3,3,0
"N00001554",3,2,1
"N00001555",0,0,0
"N00001556",0,0,0
"N00001557",0,0,0
"N00001558",0,0,0
"N00001559",2,2,0
"N00001560",0,0,0
"N00001561",1,1,0
"N00001562",0,0,0
"N00001563",0,0,0
"N00001564",1,1,0
"N00001565",2,2,0
"N00001566",0,0,0
"N00001567",1,1,0
"N00001568",6,2,4
"N00001569",0,0,0
"N00001570",3,2,1
"N00001571",2,1,1
"N00001572",1,1,0
"N00001573",0,0,0
"N00001574",0,0,0
"N00001575",2,1,1
"N00001576",0,0,0
"N00001577",0,0,0
"N00001578",0,0,0
"N00001579",1,1,0
"N00001580",8,4,4
"N00001581",5,4,1
"N00001582",7,5,2
"N00001583",0,0,0
"N00001584",2,0,2
"N00001585",4,0,4
"N00001586",2,2,0
"N00001587",0,0,0
"N00001588",2,2,0
"N00001589",8,4,4
"N00001590",2,0,2
"N00001591",5,3,2
"N00001592",2,0,2
"N00001593",7,4,3
"N00001594",0,0,0
"N00001595",1,1,0
"N00001596",2,2,0
"N00001597",0,0,0
"N00001598",1,0,1
"N00001599",0,0,0
"N00001600",0,0,0
"N00001601",6,2,4
"N00001602",10,7,3
"N00001603",1,0,1
"N00001604",1,0,1
"N00001605",1,1,0
"N00001606",0,0,0
"N00001607",2,0,2
"N00001608",0,0,0
"N00001609",0,0,0
"N00001610",1,0,1
"N00001611",0,0,0
"N00001612",0,0,0
"N00001613",1,1,0
"N00001614",0,0,0
"N00001615",0,0,0
"N00001616",1,1,0
"N00001617",1,0,1
"N00001618",2,2,0
"N00001619",0,0,0
"N00001620",0,0,0
"N00001621",1,0,1
"N00001622",0,0,0
"N00001623",2,0,2
"N00001624",0,0,0
"N00001625",1,1,0
"N00001626",0,0,0
"N00001627",0,0,0
"N00001628",0,0,0
"N00001629",3,1,2
"N00001630",1,1,0
"N00001631",0,0,0
"N00001632",0,0,0
"N00001633",1,1,0
"N00001634",0,0,0
"N00001635",1,1,0
"N00001636",0,0,0
"N00001637",1,1,0
"N00001638",0,0,0
"N00001639",0,0,0
"N00001640",0,0,0
"N00001641",4,1,3
"N00001642",9,4,5
"N00001643",5,2,3
"N00001644",4,2,2
"N00001645",1,0,1
"N00001646",0,0,0
"N00001647",1,1,0
"N00001648",1,1,0
"N00001649",9,4,5
"N00001650",4,1,3
"N00001651",0,0,0
"N00001652",4,1,3
"N00001653",6,2,4
"N00001654",2,1,1
"N00001655",5,5,0
"N00001656",4,1,3
"N00001657",4,0,4
"N00001658",3,0,3
"N00001659",1,0,1
"N00001660",0,0,0
"N00001661",4,2,2
"N00001662",5,2,3
"N00001663",2,0,2
"N00001664",10,6,4
"N00001665",4,2,2
"N00001666",5,2,3
"N00001667",3,1,2
"N00001668",8,3,5
"N00001669",12,3,9
"N00001670",1,0,1
"N00001671",0,0,0
"N00001672",0,0,0
"N00001673",0,0,0
"N00001674",0,0,0
"N00001675",0,0,0
"N00001676",0,0,0
"N00001677",3,1,2
"N00001678",3,1,2
"N00001679",8,6,2
"N00001680",5,2,3
"N00001681",1,0,1
"N00001682",4,1,3
"N00001683",0,0,0
"N00001684",10,5,5
"N00001685",3,3,0
"N00001686",1,1,0
"N00001687",3,1,2
"N00001688",0,0,0
"N00001689",0,0,0
"N00001690",7,3,4
"N00001691",4,2,2
"N00001692",0,0,0
"N00001693",4,0,4
"N00001694",2,1,1
"N00001695",3,1,2
"N00001696",4,2,2
"N00001697",3,1,2
"N00001698",0,0,0
"N00001699",9,3,6
"N00001700",1,0,1
"N00001701",0,0,0
"N00001702",5,4,1
"N00001703",6,2,4
"N00001704",0,0,0
"N00001705",0,0,0
"N00001706",8,3,5
"N00001707",3,3,0
"N00001708",12,4,8
"N00001709",1,0,1
"N00001710",5,3,2
"N00001711",8,2,6
"N00001712",1,1,0
"N00001713",2,2,0
"N00001714",3,2,1
"N00001715",1,0,1
"N00001716",1,1,0
"N00001717",0,0,0
"N00001718",0,0,0
"N00001719",0,0,0
"N00001720",0,0,0
"N00001721",0,0,0
"N00001722",2,0,2
"N00001723",0,0,0
"N00001724",1,1,0
"N00001725",0,0,0
"N00001726",3,1,2
"N00001727",0,0,0
"N00001728",0,0,0
"N00001729",0,0,0
"N00001730",0,0,0
"N00001731",0,0,0
"N00001732",21,6,15
"N00001733",1,1,0
"N00001734",1,0,1
"N00001735",2,1,1
"N00001736",2,2,0
"N00001737",3,1,2
"N00001738",10,4,6
"N00001739",3,2,1
"N00001740",7,4,3
"N00001741",11,6,5
"N00001742",0,0,0
"N00001743",4,1,3
"N00001744",3,1,2
"N00001745",3,2,1
"N00001746",0,0,0
"N00001747",1,0,1
"N00001748",4,2,2
"N00001749",3,2,1
"N00001750",0,0,0
"N00001751",3,1,2
"N00001752",1,0,1
"N00001753",0,0,0
"N00001754",4,2,2
"N00001755",13,7,6
"N00001756",10,5,5
"N00001757",0,0,0
"N00001758",2,1,1
"N00001759",5,1,4
"N00001760",14,7,7
"N00001761",17,7,10
"N00001762",0,0,0
"N00001763",25,6,19
"N00001764",1,1,0
"N00001765",15,7,8
"N00001766",1,0,1
"N00001767",5,2,3
"N00001768",0,0,0
"N00001769",4,1,3
"N00001770",8,4,4
"N00001771",7,3,4
"N00001772",5,1,4
"N00001773",3,3,0
"N00001774",7,3,4
"N00001775",3,0,3
"N00001776",1,0,1
"N00001777",3,3,0
"N00001778",2,0,2
"N00001779",1,1,0
"N00001780",7,5,2
"N00001781",5,3,2
"N00001782",5,2,3
"N00001783",1,1,0
"N00001784",0,0,0
"N00001785",0,0,0
"N00001786",1,0,1
"N00001787",0,0,0
"N00001788",0,0,0
"N00001789",0,0,0
"N00001790",3,0,3
"N00001791",12,7,5
"N00001792",14,6,8
"N00001793",12,7,5
"N00001794",8,4,4
"N00001795",2,1,1
"N00001796",0,0,0
"N00001797",8,5,3
"N00001798",12,7,5
"N00001799",4,2,2
"N00001800",0,0,0
"N00001801",17,6,11
"N00001802",4,3,1
"N00001803",2,1,1
"N00001804",6,4,2
"N00001805",6,5,1
"N00001806",3,1,2
"N00001807",1,1,0
"N00001808",2,1,1
"N00001809",2,2,0
"N00001810",0,0,0
"N00001811",3,0,3
"N00001812",3,1,2
"N00001813",0,0,0
"N00001814",1,1,0
"N00001815",1,1,0
"N00001816",1,1,0
"N00001817",3,2,1
"N00001818",0,0,0
"N00001819",1,0,1
"N00001820",1,0,1
"N00001821",1,0,1
"N00001822",0,0,0
"N00001823",3,2,1
"N00001824",9,7,2
"N00001825",0,0,0
"N00001826",1,0,1
"N00001827",6,1,5
"N00001828",3,2,1
"N00001829",1,1,0
"N00001830",0,0,0
"N00001831",4,2,2
"N00001832",0,0,0
"N00001833",0,0,0
"N00001834",4,2,2
"N00001835",0,0,0
"N00001836",2,0,2
"N00001837",1,1,0
"N00001838",0,0,0
"N00001839",6,3,3
"N00001840",15,7,8
"N00001841",3,0,3
"N00001842",2,2,0
"N00001843",13,3,10
"N00001844",4,0,4
"N00001845",6,2,4
"N00001846",1,1,0
"N00001847",2,1,1
"N00001848",8,4,4
"N00001849",1,0,1
"N00001850",15,7,8
"N00001851",4,3,1
"N00001852",5,3,2
"N00001853",9,4,5
"N00001854",2,2,0
"N00001855",1,1,0
"N00001856",2,0,2
"N00001857",3,2,1
"N00001858",0,0,0
"N00001859",2,1,1
"N00001860",0,0,0
"N00001861",0,0,0
"N00001862",1,1,0
"N00001863",1,1,0
"N00001864",6,4,2
"N00001865",3,2,1
"N00001866",0,0,0
"N00001867",4,3,1
"N00001868",3,2,1
"N00001869",7,3,4
"N00001870",2,1,1
"N00001871",3,1,2
"N00001872",2,0,2
"N00001873",19,12,7
"N00001874",2,1,1
"N00001875",11,3,8
"N00001876",4,3,1
"N00001877",3,2,1
"N00001878",4,2,2
"N00001879",1,1,0
"N00001880",0,0,0
"N00001881",4,2,2
"N00001882",1,1,0
"N00001883",0,0,0
"N00001884",2,2,0
"N00001885",0,0,0
"N00001886",3,2,1
"N00001887",0,0,0
"N00001888",2,2,0
"N00001889",2,0,2
"N00001890",6,4,2
"N00001891",6,2,4
"N00001892",4,2,2
"N00001893",2,0,2
"N00001894",0,0,0
"N00001895",0,0,0
"N00001896",0,0,0
"N00001897",1,1,0
"N00001898",0,0,0
"N00001899",0,0,0
"N00001900",10,5,5
"N00001901",5,3,2
"N00001902",11,5,6
"N00001903",10,1,9
"N00001904",6,2,4
"N00001905",2,1,1
"N00001906",3,3,0
"N00001907",6,4,2
"N00001908",3,0,3
"N00001909",2,2,0
"N00001910",10,5,5
"N00001911",2,1,1
"N00001912",7,5,2
"N00001913",2,0,2
"N00001914",7,3,4
"N00001915",6,3,3
"N00001916",4,2,2
"N00001917",3,2,1
"N00001918",3,1,2
"N00001919",0,0,0
"N00001920",0,0,0
"N00001921",1,0,1
"N00001922",0,0,0
"N00001923",0,0,0
"N00001924",0,0,0
"N00001925",0,0,0
"N00001926",0,0,0
"N00001927",0,0,0
"N00001928",1,1,0
"N00001929",5,2,3
"N00001930",0,0,0
"N00001931",2,1,1
"N00001932",1,0,1
"N00001933",3,1,2
"N00001934",1,1,0
"N00001935",6,2,4
"N00001936",7,3,4
"N00001937",1,0,1
"N00001938",6,3,3
"N00001939",2,2,0
"N00001940",5,3,2
"N00001941",0,0,0
"N00001942",12,7,5
"N00001943",3,1,2
"N00001944",9,5,4
"N00001945",5,2,3
"N00001946",2,2,0
"N00001947",11,3,8
"N00001948",0,0,0
"N00001949",26,8,18
"N00001950",0,0,0
"N00001951",4,2,2
"N00001952",3,1,2
"N00001953",2,1,1
"N00001954",11,4,7
"N00001955",9,6,3
"N00001956",0,0,0
"N00001957",0,0,0
"N00001958",0,0,0
"N00001959",0,0,0
"N00001960",0,0,0
"N00001961",5,2,3
"N00001962",4,3,1
"N00001963",0,0,0
"N00001964",0,0,0
"N00001965",2,0,2
"N00001966",6,3,3
"N00001967",6,1,5
"N00001968",0,0,0
"N00001969",10,6,4
"N00001970",2,0,2
"N00001971",3,2,1
"N00001972",2,0,2
"N00001973",0,0,0
"N00001974",1,1,0
"N00001975",5,2,3
"N00001976",1,0,1
"N00001977",3,1,2
"N00001978",1,0,1
"N00001979",0,0,0
"N00001980",2,1,1
"N00001981",0,0,0
"N00001982",5,2,3
"N00001983",0,0,0
"N00001984",1,0,1
"N00001985",3,0,3
"N00001986",3,1,2
"N00001987",0,0,0
"N00001988",0,0,0
"N00001989",3,3,0
"N00001990",1,1,0
"N00001991",0,0,0
"N00001992",1,1,0
"N00001993",0,0,0
"N00001994",5,3,2
"N00001995",5,2,3
"N00001996",2,1,1
"N00001997",10,3,7
"N00001998",3,1,2
"N00001999",10,4,6
"N00002000",10,8,2
"N00002001",7,5,2
"N00002002",3,2,1
"N00002003",5,0,5
"N00002004",9,4,5
"N00002005",3,2,1
"N00002006",7,5,2
"N00002007",4,2,2
"N00002008",4,2,2
"N00002009",4,1,3
"N00002010",6,0,6
"N00002011",3,1,2
"N00002012",7,2,5
"N00002013",3,1,2
"N00002014",19,9,10
"N00002015",6,4,2
"N00002016",1,1,0
"N00002017",7,1,6
"N00002018",25,7,18
"N00002019",5,3,2
"N00002020",6,3,3
"N00002021",5,5,0
"N00002022",7,6,1
"N00002023",8,2,6
"N00002024",6,4,2
"N00002025",4,3,1
"N00002026",3,2,1
"N00002027",0,0,0
"N00002028",21,12,9
"N00002029",6,5,1
"N00002030",1,1,0
"N00002031",10,6,4
"N00002032",11,6,5
"N00002033",1,0,1
"N00002034",9,6,3
"N00002035",14,7,7
"N00002036",5,3,2
"N00002037",11,8,3
"N00002038",11,4,7
"N00002039",1,0,1
"N00002040",5,2,3
"N00002041",6,4,2
"N00002042",7,3,4
"N00002043",3,0,3
"N00002044",14,3,11
"N00002045",3,0,3
"N00002046",3,0,3
"N00002047",3,2,1
"N00002048",1,1,0
"N00002049",3,2,1
"N00002050",0,0,0
"N00002051",9,3,6
"N00002052",8,4,4
"N00002053",3,1,2
"N00002054",12,5,7
"N00002055",7,2,5
"N00002056",4,3,1
"N00002057",13,5,8
"N00002058",6,4,2
"N00002059",3,2,1
"N00002060",9,4,5
"N00002061",13,6,7
"N00002062",3,2,1
"N00002063",10,6,4
"N00002064",17,11,6
"N00002065",6,3,3
"N00002066",7,2,5
"N00002067",19,11,8
"N00002068",11,5,6
"N00002069",2,0,2
"N00002070",12,5,7
"N00002071",7,2,5
"N00002072",5,2,3
"N00002073",2,1,1
"N00002074",13,6,7
"N00002075",12,5,7
"N00002076",0,0,0
"N00002077",0,0,0
"N00002078",4,0,4
"N00002079",11,2,9
"N00002080",1,1,0
"N00002081",1,0,1
"N00002082",26,8,18
"N00002083",12,7,5
"N00002084",6,0,6
"N00002085",17,9,8
"N00002086",17,9,8
"N00002087",2,1,1
"N00002088",6,4,2
"N00002089",14,9,5
"N00002090",6,4,2
"N00002091",6,2,4
"N00002092",2,1,1
"N00002093",5,2,3
"N00002094",8,3,5
"N00002095",8,3,5
"N00002096",9,3,6
"N00002097",5,1,4
"N00002098",6,4,2
"N00002099",8,3,5
"N00002100",9,1,8
"N00002101",3,1,2
"N00002102",5,3,2
"N00002103",11,2,9
"N00002104",1,0,1
"N00002105",2,0,2
"N00002106",2,1,1
"N00002107",11,5,6
"N00002108",0,0,0
"N00002109",16,10,6
"N00002110",3,0,3
"N00002111",11,4,7
"N00002112",1,0,1
"N00002113",16,9,7
"N00002114",5,3,2
"N00002115",1,1,0
"N00002116",0,0,0
"N00002117",6,4,2
"N00002118",4,2,2
"N00002119",2,1,1
"N00002120",8,5,3
"N00002121",8,3,5
"N00002122",6,2,4
"N00002123",9,4,5
"N00002124",4,2,2
"N00002125",13,4,9
"N00002126",6,5,1
"N00002127",2,0,2
"N00002128",6,5,1
"N00002129",9,4,5
"N00002130",10,6,4
"N00002131",10,2,8
"N00002132",9,5,4
"N00002133",6,4,2
"N00002134",6,3,3
"N00002135",7,4,3
"N00002136",0,0,0
"N00002137",5,3,2
"N00002138",10,6,4
"N00002139",7,2,5
"N00002140",3,2,1
"N00002141",2,0,2
"N00002142",0,0,0
"N00002143",7,3,4
"N00002144",13,6,7
"N00002145",11,9,2
"N00002146",8,3,5
"N00002147",3,1,2
"N00002148",12,7,5
"N00002149",11,5,6
"N00002150",2,1,1
"N00002151",7,3,4
"N00002152",3,2,1
"N00002153",15,9,6
"N00002154",5,3,2
"N00002155",14,7,7
"N00002156",3,0,3
"N00002157",0,0,0
"N00002158",6,2,4
"N00002159",5,3,2
"N00002160",3,2,1
"N00002161",3,1,2
"N00002162",5,2,3
"N00002163",6,3,3
"N00002164",5,4,1
"N00002165",12,8,4
"N00002166",6,4,2
"N00002167",2,0,2
"N00002168",6,2,4
"N00002169",5,2,3
"N00002170",2,1,1
"N00002171",16,10,6
"N00002172",7,4,3
"N00002173",13,5,8
"N00002174",9,3,6
"N00002175",3,1,2
"N00002176",5,2,3
"N00002177",9,7,2
"N00002178",4,0,4
"N00002179",7,3,4
"N00002180",0,0,0
"N00002181",2,1,1
"N00002182",4,2,2
"N00002183",0,0,0
"N00002184",0,0,0
"N00002185",1,0,1
"N00002186",0,0,0
"N00002187",6,6,0
"N00002188",0,0,0
"N00002189",1,0,1
"N00002190",4,1,3
"N00002191",0,0,0
"N00002192",5,3,2
"N00002193",0,0,0
"N00002194",3,0,3
"N00002195",2,1,1
"N00002196",8,6,2
"N00002197",8,4,4
"N00002198",3,1,2
"N00002199",4,1,3
"N00002200",4,1,3
"N00002201",0,0,0
"N00002202",5,4,1
"N00002203",29,18,11
"N00002204",10,7,3
"N00002205",8,3,5
"N00002206",5,2,3
"N00002207",3,1,2
"N00002208",2,2,0
"N00002209",7,4,3
"N00002210",11,4,7
"N00002211",1,0,1
"N00002212",1,0,1
"N00002213",9,4,5
"N00002214",8,4,4
"N00002215",3,0,3
"N00002216",3,3,0
"N00002217",2,0,2
"N00002218",0,0,0
"N00002219",0,0,0
"N00002220",12,5,7
"N00002221",2,2,0
"N00002222",0,0,0
"N00002223",1,1,0
"N00002224",2,2,0
"N00002225",0,0,0
"N00002226",2,1,1
"N00002227",0,0,0
"N00002228",0,0,0
"N00002229",7,4,3
"N00002230",1,1,0
"N00002231",2,1,1
"N00002232",5,2,3
"N00002233",0,0,0
"N00002234",4,2,2
"N00002235",3,0,3
"N00002236",4,2,2
"N00002237",1,1,0
"N00002238",3,0,3
"N00002239",6,5,1
"N00002240",7,6,1
"N00002241",1,0,1
"N00002242",1,0,1
"N00002243",4,2,2
"N00002244",5,3,2
"N00002245",0,0,0
"N00002246",2,2,0
"N00002247",3,3,0
"N00002248",6,3,3
"N00002249",10,5,5
"N00002250",5,3,2
"N00002251",0,0,0
"N00002252",15,8,7
"N00002253",7,5,2
"N00002254",6,4,2
"N00002255",10,4,6
"N00002256",10,6,4
"N00002257",4,1,3
"N00002258",5,2,3
"N00002259",4,3,1
"N00002260",7,5,2
"N00002261",10,6,4
"N00002262",16,7,9
"N00002263",4,2,2
"N00002264",13,7,6
"N00002265",1,0,1
"N00002266",2,2,0
"N00002267",2,1,1
"N00002268",5,3,2
"N00002269",1,0,1
"N00002270",3,2,1
"N00002271",4,2,2
"N00002272",0,0,0
"N00002273",8,6,2
"N00002274",0,0,0
"N00002275",0,0,0
"N00002276",2,1,1
"N00002277",2,2,0
"N00002278",0,0,0
"N00002279",2,0,2
"N00002280",4,2,2
"N00002281",1,0,1
"N00002282",1,1,0
"N00002283",0,0,0
"N00002284",2,1,1
"N00002285",2,2,0
"N00002286",4,2,2
"N00002287",2,1,1
"N00002288",0,0,0
"N00002289",1,0,1
"N00002290",11,9,2
"N00002291",7,4,3
"N00002292",4,3,1
"N00002293",1,1,0
"N00002294",1,0,1
"N00002295",4,3,1
"N00002296",3,1,2
"N00002297",10,3,7
"N00002298",3,1,2
"N00002299",4,2,2
"N00002300",11,7,4
"N00002301",6,4,2
"N00002302",22,14,8
"N00002303",5,3,2
"N00002304",4,3,1
"N00002305",5,2,3
"N00002306",8,5,3
"N00002307",7,7,0
"N00002308",9,8,1
"N00002309",0,0,0
"N00002310",1,0,1
"N00002311",0,0,0
"N00002312",1,0,1
"N00002313",6,2,4
"N00002314",3,2,1
"N00002315",4,3,1
"N00002316",0,0,0
"N00002317",1,1,0
"N00002318",8,4,4
"N00002319",5,2,3
"N00002320",1,1,0
"N00002321",4,3,1
"N00002322",6,3,3
"N00002323",5,4,1
