"Geography_Code","NM_160_1_0","NM_160_1_1","NM_160_1_2"
"N00001004",303,1,303
"N00001005",258,2,129
"N00001006",527,12,43.9
"N00001007",595,6,99.2
"N00001008",245,12,20.4
"N00001009",188,4,47
"N00001010",334,2,167
"N00001011",374,2,187
"N00001012",353,9,39.2
"N00001013",242,2,121
"N00001014",239,3,79.7
"N00001015",416,7,59.4
"N00001016",262,2,131
"N00001017",323,2,161.5
"N00001018",288,8,36
"N00001019",205,1,205
"N00001020",171,2,85.5
"N00001021",239,1,239
"N00001022",604,17,35.5
"N00001023",220,2,110
"N00001024",346,2,173
"N00001025",297,1,297
"N00001026",236,2,118
"N00001027",395,3,131.7
"N00001028",261,4,65.2
"N00001029",699,5,139.8
"N00001030",514,9,57.1
"N00001031",372,2,186
"N00001032",185,10,18.5
"N00001033",129,5,25.8
"N00001034",344,12,28.7
"N00001035",284,3,94.7
"N00001036",391,10,39.1
"N00001037",368,10,36.8
"N00001038",726,11,66
"N00001039",387,22,17.6
"N00001040",271,4,67.8
"N00001041",190,6,31.7
"N00001042",664,31,21.4
"N00001043",206,5,41.2
"N00001044",303,5,60.6
"N00001045",274,8,34.2
"N00001046",307,6,51.2
"N00001047",314,8,39.2
"N00001048",331,7,47.3
"N00001049",330,10,33
"N00001050",335,24,14
"N00001051",371,11,33.7
"N00001052",180,2,90
"N00001053",355,11,32.3
"N00001054",341,8,42.6
"N00001055",350,8,43.8
"N00001056",355,186,1.9
"N00001057",326,17,19.2
"N00001058",349,25,14
"N00001059",320,12,26.7
"N00001060",256,6,42.7
"N00001061",341,12,28.4
"N00001062",354,5,70.8
"N00001063",306,11,27.8
"N00001064",632,23,27.5
"N00001065",326,47,6.9
"N00001066",275,5,55
"N00001067",278,6,46.3
"N00001068",336,8,42
"N00001069",327,6,54.5
"N00001070",518,10,51.8
"N00001071",318,8,39.8
"N00001072",320,5,64
"N00001073",283,18,15.7
"N00001074",240,10,24
"N00001075",308,5,61.6
"N00001076",272,9,30.2
"N00001077",229,6,38.2
"N00001078",257,4,64.2
"N00001079",829,9,92.1
"N00001080",324,5,64.8
"N00001081",412,7,58.9
"N00001082",431,4,107.8
"N00001083",436,8,54.5
"N00001084",447,8,55.9
"N00001085",1087,11,98.8
"N00001086",336,12,28
"N00001087",307,3,102.3
"N00001088",305,4,76.2
"N00001089",316,10,31.6
"N00001090",222,13,17.1
"N00001091",384,7,54.9
"N00001092",398,5,79.6
"N00001093",642,7,91.7
"N00001094",239,3,79.7
"N00001095",368,4,92
"N00001096",397,6,66.2
"N00001097",316,5,63.2
"N00001098",308,13,23.7
"N00001099",282,9,31.3
"N00001100",292,6,48.7
"N00001101",304,17,17.9
"N00001102",569,22,25.9
"N00001103",219,3,73
"N00001104",303,4,75.8
"N00001105",309,7,44.1
"N00001106",283,4,70.8
"N00001107",309,2,154.5
"N00001108",217,1,217
"N00001109",393,16,24.6
"N00001110",345,3,115
"N00001111",687,7,98.1
"N00001112",319,2,159.5
"N00001113",1384,16,86.5
"N00001114",319,2,159.5
"N00001115",222,1,222
"N00001116",497,5,99.4
"N00001117",728,8,91
"N00001118",305,4,76.2
"N00001119",176,3,58.7
"N00001120",213,3,71
"N00001121",235,3,78.3
"N00001122",176,6,29.3
"N00001123",186,3,62
"N00001124",568,7,81.1
"N00001125",413,5,82.6
"N00001126",242,5,48.4
"N00001127",639,16,39.9
"N00001128",251,4,62.8
"N00001129",450,16,28.1
"N00001130",179,2,89.5
"N00001131",1073,107,10
"N00001132",251,4,62.8
"N00001133",643,422,1.5
"N00001134",212,3,70.7
"N00001135",188,34,5.5
"N00001136",261,5,52.2
"N00001137",292,4,73
"N00001138",195,2,97.5
"N00001139",546,11,49.6
"N00001140",309,13,23.8
"N00001141",189,4,47.2
"N00001142",190,3,63.3
"N00001143",140,5,28
"N00001144",233,8,29.1
"N00001145",311,14,22.2
"N00001146",291,4,72.8
"N00001147",258,13,19.8
"N00001148",260,9,28.9
"N00001149",377,5,75.4
"N00001150",334,4,83.5
"N00001151",390,4,97.5
"N00001152",419,5,83.8
"N00001153",316,4,79
"N00001154",293,9,32.6
"N00001155",636,22,28.9
"N00001156",1299,27,48.1
"N00001157",280,45,6.2
"N00001158",266,8,33.2
"N00001159",365,43,8.5
"N00001160",357,41,8.7
"N00001161",250,13,19.2
"N00001162",169,25,6.8
"N00001163",336,6,56
"N00001164",342,4,85.5
"N00001165",322,4,80.5
"N00001166",593,9,65.9
"N00001167",342,7,48.9
"N00001168",353,5,70.6
"N00001169",320,5,64
"N00001170",333,11,30.3
"N00001171",408,4,102
"N00001172",307,6,51.2
"N00001173",262,3,87.3
"N00001174",343,128,2.7
"N00001175",306,7,43.7
"N00001176",241,13,18.5
"N00001177",266,6,44.3
"N00001178",406,11,36.9
"N00001179",342,5,68.4
"N00001180",157,3,52.3
"N00001181",295,5,59
"N00001182",352,32,11
"N00001183",444,9,49.3
"N00001184",283,20,14.2
"N00001185",268,4,67
"N00001186",267,4,66.8
"N00001187",323,9,35.9
"N00001188",806,24,33.6
"N00001189",304,6,50.7
"N00001190",278,5,55.6
"N00001191",245,4,61.2
"N00001192",256,4,64
"N00001193",232,2,116
"N00001194",269,3,89.7
"N00001195",184,2,92
"N00001196",354,4,88.5
"N00001197",266,7,38
"N00001198",467,13,35.9
"N00001199",194,5,38.8
"N00001200",395,13,30.4
"N00001201",311,11,28.3
"N00001202",323,40,8.1
"N00001203",315,33,9.5
"N00001204",956,15,63.7
"N00001205",564,10,56.4
"N00001206",229,4,57.2
"N00001207",400,6,66.7
"N00001208",339,6,56.5
"N00001209",254,4,63.5
"N00001210",332,4,83
"N00001211",285,7,40.7
"N00001212",301,4,75.2
"N00001213",299,4,74.8
"N00001214",289,3,96.3
"N00001215",281,7,40.1
"N00001216",406,10,40.6
"N00001217",413,14,29.5
"N00001218",279,20,13.9
"N00001219",301,288,1
"N00001220",231,6,38.5
"N00001221",258,8,32.2
"N00001222",213,5,42.6
"N00001223",300,26,11.5
"N00001224",265,3,88.3
"N00001225",242,3,80.7
"N00001226",236,3,78.7
"N00001227",246,5,49.2
"N00001228",212,10,21.2
"N00001229",255,14,18.2
"N00001230",298,4,74.5
"N00001231",401,788,0.5
"N00001232",375,36,10.4
"N00001233",421,25,16.8
"N00001234",351,13,27
"N00001235",953,22,43.3
"N00001236",372,18,20.7
"N00001237",289,7,41.3
"N00001238",297,3,99
"N00001239",313,4,78.2
"N00001240",1095,12,91.2
"N00001241",352,4,88
"N00001242",335,8,41.9
"N00001243",275,4,68.8
"N00001244",335,7,47.9
"N00001245",334,3,111.3
"N00001246",608,12,50.7
"N00001247",245,71,3.5
"N00001248",430,66,6.5
"N00001249",403,6,67.2
"N00001250",463,18,25.7
"N00001251",327,4,81.8
"N00001252",321,14,22.9
"N00001253",233,7,33.3
"N00001254",314,10,31.4
"N00001255",276,28,9.9
"N00001256",262,6,43.7
"N00001257",233,3,77.7
"N00001258",250,4,62.5
"N00001259",285,4,71.2
"N00001260",363,7,51.9
"N00001261",249,4,62.2
"N00001262",389,6,64.8
"N00001263",289,8,36.1
"N00001264",204,4,51
"N00001265",971,229,4.2
"N00001266",188,2,94
"N00001267",322,5,64.4
"N00001268",283,3,94.3
"N00001269",522,7,74.6
"N00001270",278,4,69.5
"N00001271",1514,25,60.6
"N00001272",222,3,74
"N00001273",221,2,110.5
"N00001274",238,8,29.8
"N00001275",210,6,35
"N00001276",218,7,31.1
"N00001277",266,6,44.3
"N00001278",291,6,48.5
"N00001279",168,2,84
"N00001280",213,6,35.5
"N00001281",334,7,47.7
"N00001282",330,17,19.4
"N00001283",338,13,26
"N00001284",352,7,50.3
"N00001285",331,6,55.2
"N00001286",348,4,87
"N00001287",295,6,49.2
"N00001288",289,3,96.3
"N00001289",288,3,96
"N00001290",318,3,106
"N00001291",344,12,28.7
"N00001292",878,18,48.8
"N00001293",358,12,29.8
"N00001294",335,5,67
"N00001295",312,4,78
"N00001296",273,7,39
"N00001297",384,4,96
"N00001298",394,8,49.2
"N00001299",319,16,19.9
"N00001300",287,4,71.8
"N00001301",375,5,75
"N00001302",745,10,74.5
"N00001303",333,4,83.2
"N00001304",322,6,53.7
"N00001305",325,5,65
"N00001306",214,4,53.5
"N00001307",321,6,53.5
"N00001308",486,372,1.3
"N00001309",368,94,3.9
"N00001310",981,292,3.4
"N00001311",326,8,40.8
"N00001312",654,22,29.7
"N00001313",417,20,20.9
"N00001314",401,6,66.8
"N00001315",246,7,35.1
"N00001316",352,6,58.7
"N00001317",267,4,66.8
"N00001318",287,4,71.8
"N00001319",285,14,20.4
"N00001320",253,8,31.6
"N00001321",274,8,34.2
"N00001322",274,5,54.8
"N00001323",295,7,42.1
"N00001324",243,5,48.6
"N00001325",1263,86,14.7
"N00001326",360,18,20
"N00001327",328,10,32.8
"N00001328",1036,38,27.3
"N00001329",281,9,31.2
"N00001330",322,10,32.2
"N00001331",274,17,16.1
"N00001332",186,2,93
"N00001333",337,7,48.1
"N00001334",354,7,50.6
"N00001335",194,3,64.7
"N00001336",318,7,45.4
"N00001337",302,5,60.4
"N00001338",303,5,60.6
"N00001339",370,5,74
"N00001340",779,16,48.7
"N00001341",329,4,82.2
"N00001342",388,9,43.1
"N00001343",293,4,73.2
"N00001344",330,9,36.7
"N00001345",250,12,20.8
"N00001346",820,30,27.3
"N00001347",513,49,10.5
"N00001348",304,5,60.8
"N00001349",248,29,8.6
"N00001350",919,21,43.8
"N00001351",390,10,39
"N00001352",303,11,27.5
"N00001353",358,7,51.1
"N00001354",756,7,108
"N00001355",287,2,143.5
"N00001356",280,2,140
"N00001357",155,1,155
"N00001358",344,2,172
"N00001359",294,2,147
"N00001360",276,2,138
"N00001361",295,2,147.5
"N00001362",293,3,97.7
"N00001363",263,3,87.7
"N00001364",539,7,77
"N00001365",387,9,43
"N00001366",252,5,50.4
"N00001367",353,5,70.6
"N00001368",295,5,59
"N00001369",365,6,60.8
"N00001370",369,7,52.7
"N00001371",313,5,62.6
"N00001372",584,9,64.9
"N00001373",293,8,36.6
"N00001374",297,12,24.8
"N00001375",338,10,33.8
"N00001376",191,2,95.5
"N00001377",276,32,8.6
"N00001378",258,4,64.5
"N00001379",246,14,17.6
"N00001380",381,18,21.2
"N00001381",395,54,7.3
"N00001382",316,10,31.6
"N00001383",344,22,15.6
"N00001384",287,9,31.9
"N00001385",359,15,23.9
"N00001386",532,6,88.7
"N00001387",263,1,263
"N00001388",270,8,33.8
"N00001389",188,2,94
"N00001390",287,6,47.8
"N00001391",286,6,47.7
"N00001392",263,4,65.8
"N00001393",269,3,89.7
"N00001394",284,4,71
"N00001395",277,4,69.2
"N00001396",607,5,121.4
"N00001397",183,1,183
"N00001398",250,4,62.5
"N00001399",889,41,21.7
"N00001400",330,15,22
"N00001401",851,12,70.9
"N00001402",652,11,59.3
"N00001403",377,6,62.8
"N00001404",706,14,50.4
"N00001405",235,3,78.3
"N00001406",216,3,72
"N00001407",256,4,64
"N00001408",467,20,23.4
"N00001409",292,6,48.7
"N00001410",294,4,73.5
"N00001411",280,5,56
"N00001412",164,3,54.7
"N00001413",277,5,55.4
"N00001414",278,3,92.7
"N00001415",275,4,68.8
"N00001416",947,53,17.9
"N00001417",277,24,11.5
"N00001418",662,22,30.1
"N00001419",248,9,27.6
"N00001420",243,11,22.1
"N00001421",1333,24,55.5
"N00001422",200,2,100
"N00001423",445,9,49.4
"N00001424",223,4,55.8
"N00001425",267,5,53.4
"N00001426",229,2,114.5
"N00001427",251,8,31.4
"N00001428",279,5,55.8
"N00001429",1073,27,39.7
"N00001430",262,6,43.7
"N00001431",326,5,65.2
"N00001432",281,6,46.8
"N00001433",254,8,31.8
"N00001434",302,3,100.7
"N00001435",233,3,77.7
"N00001436",301,6,50.2
"N00001437",201,5,40.2
"N00001438",291,6,48.5
"N00001439",270,10,27
"N00001440",251,9,27.9
"N00001441",282,9,31.3
"N00001442",347,5,69.4
"N00001443",209,12,17.4
"N00001444",268,7,38.3
"N00001445",371,399,0.9
"N00001446",304,12,25.3
"N00001447",315,60,5.2
"N00001448",350,18,19.4
"N00001449",323,11,29.4
"N00001450",263,14,18.8
"N00001451",248,17,14.6
"N00001452",324,16,20.2
"N00001453",372,43,8.7
"N00001454",319,44,7.2
"N00001455",261,8,32.6
"N00001456",334,7,47.7
"N00001457",318,13,24.5
"N00001458",376,5,75.2
"N00001459",471,29,16.2
"N00001460",599,9,66.6
"N00001461",317,13,24.4
"N00001462",357,10,35.7
"N00001463",385,17,22.6
"N00001464",345,18,19.2
"N00001465",422,58,7.3
"N00001466",280,12,23.3
"N00001467",1504,18,83.6
"N00001468",283,2,141.5
"N00001469",246,13,18.9
"N00001470",348,3,116
"N00001471",493,2,246.5
"N00001472",891,32,27.8
"N00001473",426,4,106.5
"N00001474",347,12,28.9
"N00001475",302,5,60.4
"N00001476",277,4,69.2
"N00001477",271,9,30.1
"N00001478",301,6,50.2
"N00001479",344,5,68.8
"N00001480",477,445,1.1
"N00001481",229,3,76.3
"N00001482",307,4,76.8
"N00001483",254,5,50.8
"N00001484",213,22,9.7
"N00001485",248,2,124
"N00001486",358,6,59.7
"N00001487",298,4,74.5
"N00001488",277,3,92.3
"N00001489",293,4,73.2
"N00001490",196,2,98
"N00001491",250,4,62.5
"N00001492",226,2,113
"N00001493",260,2,130
"N00001494",198,3,66
"N00001495",288,3,96
"N00001496",266,2,133
"N00001497",236,3,78.7
"N00001498",460,3,153.3
"N00001499",335,3,111.7
"N00001500",214,3,71.3
"N00001501",497,6,82.8
"N00001502",409,5,81.8
"N00001503",204,12,17
"N00001504",272,2,136
"N00001505",473,5,94.6
"N00001506",239,4,59.8
"N00001507",254,3,84.7
"N00001508",466,8,58.2
"N00001509",385,5,77
"N00001510",215,2,107.5
"N00001511",638,6,106.3
"N00001512",294,2,147
"N00001513",236,5,47.2
"N00001514",249,60,4.2
"N00001515",351,194,1.8
"N00001516",275,16,17.2
"N00001517",359,22,16.3
"N00001518",436,75,5.8
"N00001519",298,6,49.7
"N00001520",265,4,66.2
"N00001521",249,4,62.2
"N00001522",278,5,55.6
"N00001523",211,3,70.3
"N00001524",253,4,63.2
"N00001525",239,3,79.7
"N00001526",219,3,73
"N00001527",243,6,40.5
"N00001528",244,4,61
"N00001529",286,5,57.2
"N00001530",386,10,38.6
"N00001531",320,12,26.7
"N00001532",435,77,5.6
"N00001533",636,93,6.8
"N00001534",321,4,80.2
"N00001535",385,10,38.5
"N00001536",401,15,26.7
"N00001537",356,4,89
"N00001538",386,6,64.3
"N00001539",346,4,86.5
"N00001540",408,9,45.3
"N00001541",286,8,35.8
"N00001542",324,3,108
"N00001543",366,3,122
"N00001544",280,3,93.3
"N00001545",352,2,176
"N00001546",352,3,117.3
"N00001547",316,4,79
"N00001548",317,5,63.4
"N00001549",376,8,47
"N00001550",213,8,26.6
"N00001551",388,17,22.8
"N00001552",376,8,47
"N00001553",264,2,132
"N00001554",326,6,54.3
"N00001555",272,3,90.7
"N00001556",211,4,52.8
"N00001557",268,3,89.3
"N00001558",247,2,123.5
"N00001559",328,8,41
"N00001560",266,2,133
"N00001561",218,15,14.5
"N00001562",215,10,21.5
"N00001563",172,4,43
"N00001564",352,3,117.3
"N00001565",351,2,175.5
"N00001566",387,7,55.3
"N00001567",251,4,62.8
"N00001568",297,8,37.1
"N00001569",329,3,109.7
"N00001570",1119,15,74.6
"N00001571",493,7,70.4
"N00001572",355,5,71
"N00001573",444,8,55.5
"N00001574",310,4,77.5
"N00001575",317,4,79.2
"N00001576",365,4,91.2
"N00001577",364,3,121.3
"N00001578",312,4,78
"N00001579",317,5,63.4
"N00001580",328,9,36.4
"N00001581",306,12,25.5
"N00001582",293,6,48.8
"N00001583",234,2,117
"N00001584",184,2,92
"N00001585",444,3,148
"N00001586",254,5,50.8
"N00001587",333,2,166.5
"N00001588",290,2,145
"N00001589",318,7,45.4
"N00001590",356,6,59.3
"N00001591",275,2,137.5
"N00001592",305,2,152.5
"N00001593",518,3,172.7
"N00001594",364,2,182
"N00001595",289,3,96.3
"N00001596",395,2,197.5
"N00001597",271,3,90.3
"N00001598",381,2,190.5
"N00001599",445,2,222.5
"N00001600",317,3,105.7
"N00001601",277,3,92.3
"N00001602",342,3,114
"N00001603",305,3,101.7
"N00001604",276,2,138
"N00001605",283,3,94.3
"N00001606",197,1,197
"N00001607",262,2,131
"N00001608",238,2,119
"N00001609",243,2,121.5
"N00001610",220,6,36.7
"N00001611",292,3,97.3
"N00001612",295,6,49.2
"N00001613",691,6,115.2
"N00001614",245,2,122.5
"N00001615",318,4,79.5
"N00001616",299,4,74.8
"N00001617",258,2,129
"N00001618",236,3,78.7
"N00001619",278,2,139
"N00001620",333,2,166.5
"N00001621",241,2,120.5
"N00001622",240,1,240
"N00001623",287,3,95.7
"N00001624",150,1,150
"N00001625",253,6,42.2
"N00001626",236,2,118
"N00001627",179,2,89.5
"N00001628",248,3,82.7
"N00001629",303,12,25.2
"N00001630",214,1,214
"N00001631",226,2,113
"N00001632",244,3,81.3
"N00001633",183,2,91.5
"N00001634",229,5,45.8
"N00001635",300,5,60
"N00001636",170,3,56.7
"N00001637",220,3,73.3
"N00001638",252,2,126
"N00001639",180,2,90
"N00001640",214,2,107
"N00001641",250,9,27.8
"N00001642",299,107,2.8
"N00001643",595,93,6.4
"N00001644",329,9,36.6
"N00001645",234,6,39
"N00001646",352,13,27.1
"N00001647",294,8,36.8
"N00001648",316,6,52.7
"N00001649",443,15,29.5
"N00001650",305,4,76.2
"N00001651",383,9,42.6
"N00001652",396,21,18.9
"N00001653",440,19,23.2
"N00001654",385,10,38.5
"N00001655",386,18,21.4
"N00001656",234,9,26
"N00001657",292,7,41.7
"N00001658",209,9,23.2
"N00001659",248,7,35.4
"N00001660",294,7,42
"N00001661",373,7,53.3
"N00001662",325,8,40.6
"N00001663",316,7,45.1
"N00001664",325,8,40.6
"N00001665",370,7,52.9
"N00001666",340,18,18.9
"N00001667",301,5,60.2
"N00001668",391,46,8.5
"N00001669",326,8,40.8
"N00001670",263,7,37.6
"N00001671",302,6,50.3
"N00001672",368,7,52.6
"N00001673",447,15,29.8
"N00001674",248,9,27.6
"N00001675",279,5,55.8
"N00001676",264,3,88
"N00001677",552,18,30.7
"N00001678",435,1453,0.3
"N00001679",404,8,50.5
"N00001680",540,9,60
"N00001681",300,543,0.6
"N00001682",324,4,81
"N00001683",388,15,25.9
"N00001684",930,83,11.2
"N00001685",337,18,18.7
"N00001686",279,5,55.8
"N00001687",308,7,44
"N00001688",361,7,51.6
"N00001689",246,6,41
"N00001690",352,12,29.3
"N00001691",280,6,46.7
"N00001692",254,3,84.7
"N00001693",311,49,6.3
"N00001694",293,32,9.2
"N00001695",414,84,4.9
"N00001696",379,169,2.2
"N00001697",298,72,4.1
"N00001698",269,22,12.2
"N00001699",395,16,24.7
"N00001700",260,8,32.5
"N00001701",198,4,49.5
"N00001702",338,14,24.1
"N00001703",1033,40,25.8
"N00001704",829,36,23
"N00001705",222,6,37
"N00001706",465,34,13.7
"N00001707",395,22,18
"N00001708",674,17,39.6
"N00001709",252,6,42
"N00001710",341,190,1.8
"N00001711",362,48,7.5
"N00001712",387,12,32.2
"N00001713",207,34,6.1
"N00001714",536,31,17.3
"N00001715",287,4,71.8
"N00001716",303,6,50.5
"N00001717",352,5,70.4
"N00001718",288,10,28.8
"N00001719",320,10,32
"N00001720",289,6,48.2
"N00001721",279,4,69.8
"N00001722",335,5,67
"N00001723",289,4,72.2
"N00001724",244,3,81.3
"N00001725",260,4,65
"N00001726",263,7,37.6
"N00001727",222,6,37
"N00001728",292,3,97.3
"N00001729",312,5,62.4
"N00001730",214,5,42.8
"N00001731",227,6,37.8
"N00001732",1089,74,14.7
"N00001733",282,6,47
"N00001734",287,5,57.4
"N00001735",268,5,53.6
"N00001736",352,14,25.1
"N00001737",352,6,58.7
"N00001738",317,27,11.7
"N00001739",352,451,0.8
"N00001740",694,152,4.6
"N00001741",284,7,40.6
"N00001742",229,3,76.3
"N00001743",283,6,47.2
"N00001744",325,143,2.3
"N00001745",336,8,42
"N00001746",295,8,36.9
"N00001747",742,795,0.9
"N00001748",456,1131,0.4
"N00001749",325,1466,0.2
"N00001750",256,10,25.6
"N00001751",318,14,22.7
"N00001752",299,9,33.2
"N00001753",321,6,53.5
"N00001754",356,28,12.7
"N00001755",380,649,0.6
"N00001756",326,211,1.5
"N00001757",243,32,7.6
"N00001758",272,8,34
"N00001759",313,88,3.6
"N00001760",1278,201,6.4
"N00001761",503,14,35.9
"N00001762",275,56,4.9
"N00001763",1425,60,23.8
"N00001764",234,3,78
"N00001765",990,41,24.1
"N00001766",256,7,36.6
"N00001767",299,5,59.8
"N00001768",296,4,74
"N00001769",374,5,74.8
"N00001770",333,6,55.5
"N00001771",437,39,11.2
"N00001772",278,5,55.6
"N00001773",278,5,55.6
"N00001774",281,7,40.1
"N00001775",301,5,60.2
"N00001776",294,4,73.5
"N00001777",352,8,44
"N00001778",307,5,61.4
"N00001779",293,236,1.2
"N00001780",621,406,1.5
"N00001781",429,33,13
"N00001782",354,5,70.8
"N00001783",348,16,21.8
"N00001784",257,4,64.2
"N00001785",348,5,69.6
"N00001786",319,12,26.6
"N00001787",281,4,70.2
"N00001788",335,6,55.8
"N00001789",425,15,28.3
"N00001790",359,244,1.5
"N00001791",474,14,33.9
"N00001792",345,8,43.1
"N00001793",456,14,32.6
"N00001794",915,64,14.3
"N00001795",320,35,9.1
"N00001796",336,8,42
"N00001797",341,20,17.1
"N00001798",423,36,11.8
"N00001799",314,293,1.1
"N00001800",343,19,18.1
"N00001801",439,20,21.9
"N00001802",331,4,82.8
"N00001803",302,22,13.7
"N00001804",353,10,35.3
"N00001805",893,18,49.6
"N00001806",324,3,108
"N00001807",249,4,62.2
"N00001808",249,3,83
"N00001809",255,3,85
"N00001810",231,4,57.8
"N00001811",249,3,83
"N00001812",340,9,37.8
"N00001813",193,4,48.2
"N00001814",644,17,37.9
"N00001815",347,4,86.8
"N00001816",486,7,69.4
"N00001817",287,4,71.8
"N00001818",274,5,54.8
"N00001819",379,7,54.1
"N00001820",314,25,12.6
"N00001821",618,26,23.8
"N00001822",270,6,45
"N00001823",383,7,54.7
"N00001824",365,128,2.9
"N00001825",240,3,80
"N00001826",344,6,57.3
"N00001827",334,5,66.8
"N00001828",257,4,64.2
"N00001829",238,8,29.8
"N00001830",393,5,78.6
"N00001831",337,17,19.8
"N00001832",251,4,62.8
"N00001833",327,4,81.8
"N00001834",235,3,78.3
"N00001835",295,4,73.8
"N00001836",284,4,71
"N00001837",236,6,39.3
"N00001838",234,5,46.8
"N00001839",396,50,7.9
"N00001840",374,17,22
"N00001841",345,10,34.5
"N00001842",258,7,36.9
"N00001843",326,7,46.6
"N00001844",297,5,59.4
"N00001845",292,5,58.4
"N00001846",279,6,46.5
"N00001847",287,13,22.1
"N00001848",298,11,27.1
"N00001849",303,7,43.3
"N00001850",636,18,35.3
"N00001851",295,8,36.9
"N00001852",349,11,31.7
"N00001853",344,11,31.3
"N00001854",232,5,46.4
"N00001855",292,19,15.4
"N00001856",272,10,27.2
"N00001857",268,7,38.3
"N00001858",232,6,38.7
"N00001859",266,11,24.2
"N00001860",210,4,52.5
"N00001861",271,5,54.2
"N00001862",387,12,32.2
"N00001863",272,14,19.4
"N00001864",364,63,5.8
"N00001865",541,14,38.6
"N00001866",252,6,42
"N00001867",359,5,71.8
"N00001868",372,9,41.3
"N00001869",350,50,7
"N00001870",323,5,64.6
"N00001871",355,6,59.2
"N00001872",256,14,18.3
"N00001873",806,33,24.4
"N00001874",376,7,53.7
"N00001875",291,11,26.5
"N00001876",332,9,36.9
"N00001877",282,10,28.2
"N00001878",307,9,34.1
"N00001879",352,7,50.3
"N00001880",313,6,52.2
"N00001881",979,74,13.2
"N00001882",281,10,28.1
"N00001883",292,4,73
"N00001884",261,4,65.2
"N00001885",229,4,57.2
"N00001886",232,3,77.3
"N00001887",289,4,72.2
"N00001888",287,7,41
"N00001889",231,5,46.2
"N00001890",555,13,42.7
"N00001891",390,44,8.9
"N00001892",280,8,35
"N00001893",270,3,90
"N00001894",320,18,17.8
"N00001895",342,9,38
"N00001896",546,78,7
"N00001897",283,7,40.4
"N00001898",279,6,46.5
"N00001899",186,24,7.8
"N00001900",346,756,0.5
"N00001901",377,696,0.5
"N00001902",411,780,0.5
"N00001903",427,246,1.7
"N00001904",265,120,2.2
"N00001905",267,139,1.9
"N00001906",308,632,0.5
"N00001907",331,150,2.2
"N00001908",321,55,5.8
"N00001909",331,30,11
"N00001910",386,10,38.6
"N00001911",290,4,72.5
"N00001912",428,115,3.7
"N00001913",280,9,31.1
"N00001914",303,5,60.6
"N00001915",651,18,36.2
"N00001916",267,9,29.7
"N00001917",312,10,31.2
"N00001918",249,6,41.5
"N00001919",324,5,64.8
"N00001920",327,6,54.5
"N00001921",272,7,38.9
"N00001922",300,8,37.5
"N00001923",236,7,33.7
"N00001924",367,6,61.2
"N00001925",273,6,45.5
"N00001926",320,5,64
"N00001927",225,4,56.2
"N00001928",232,5,46.4
"N00001929",440,231,1.9
"N00001930",249,5,49.8
"N00001931",267,8,33.4
"N00001932",278,4,69.5
"N00001933",292,8,36.5
"N00001934",265,16,16.6
"N00001935",350,10,35
"N00001936",304,8,38
"N00001937",304,10,30.4
"N00001938",311,4,77.8
"N00001939",278,5,55.6
"N00001940",359,6,59.8
"N00001941",284,6,47.3
"N00001942",451,1285,0.4
"N00001943",429,1051,0.4
"N00001944",365,526,0.7
"N00001945",440,1811,0.2
"N00001946",352,1148,0.3
"N00001947",462,913,0.5
"N00001948",216,7,30.9
"N00001949",685,245,2.8
"N00001950",230,27,8.5
"N00001951",238,13,18.3
"N00001952",266,11,24.2
"N00001953",200,6,33.3
"N00001954",254,14,18.1
"N00001955",285,132,2.2
"N00001956",207,5,41.4
"N00001957",294,10,29.4
"N00001958",326,10,32.6
"N00001959",261,8,32.6
"N00001960",318,13,24.5
"N00001961",419,13,32.2
"N00001962",209,11,19
"N00001963",167,13,12.8
"N00001964",269,10,26.9
"N00001965",304,570,0.5
"N00001966",434,142,3.1
"N00001967",468,1532,0.3
"N00001968",340,53,6.4
"N00001969",531,163,3.3
"N00001970",293,18,16.3
"N00001971",410,263,1.6
"N00001972",331,107,3.1
"N00001973",321,27,11.9
"N00001974",179,6,29.8
"N00001975",364,21,17.3
"N00001976",427,23,18.6
"N00001977",251,5,50.2
"N00001978",293,25,11.7
"N00001979",274,17,16.1
"N00001980",328,4,82
"N00001981",245,9,27.2
"N00001982",769,83,9.3
"N00001983",267,4,66.8
"N00001984",348,6,58
"N00001985",241,4,60.2
"N00001986",456,21,21.7
"N00001987",400,9,44.4
"N00001988",344,52,6.6
"N00001989",368,13,28.3
"N00001990",261,10,26.1
"N00001991",320,5,64
"N00001992",267,11,24.3
"N00001993",249,6,41.5
"N00001994",355,888,0.4
"N00001995",335,671,0.5
"N00001996",319,917,0.3
"N00001997",368,1507,0.2
"N00001998",262,41,6.4
"N00001999",1298,377,3.4
"N00002000",339,325,1
"N00002001",376,1358,0.3
"N00002002",300,973,0.3
"N00002003",291,757,0.4
"N00002004",370,1399,0.3
"N00002005",186,188,1
"N00002006",245,71,3.5
"N00002007",222,29,7.7
"N00002008",630,411,1.5
"N00002009",303,94,3.2
"N00002010",478,759,0.6
"N00002011",564,1542,0.4
"N00002012",501,2365,0.2
"N00002013",319,160,2
"N00002014",974,110,8.9
"N00002015",292,11,26.5
"N00002016",252,4,63
"N00002017",303,11,27.5
"N00002018",1387,49,28.3
"N00002019",253,13,19.5
"N00002020",309,10,30.9
"N00002021",465,1258,0.4
"N00002022",378,165,2.3
"N00002023",471,660,0.7
"N00002024",494,508,1
"N00002025",227,11,20.6
