"Geography_Code","NM_1531_1_0","NM_1531_1_1","NM_1531_1_10","NM_1531_1_100","NM_1531_1_101","NM_1531_1_11","NM_1531_1_12","NM_1531_1_13","NM_1531_1_14","NM_1531_1_15","NM_1531_1_16","NM_1531_1_17","NM_1531_1_18","NM_1531_1_19","NM_1531_1_2","NM_1531_1_20","NM_1531_1_21","NM_1531_1_22","NM_1531_1_23","NM_1531_1_24","NM_1531_1_25","NM_1531_1_26","NM_1531_1_27","NM_1531_1_28","NM_1531_1_29","NM_1531_1_3","NM_1531_1_30","NM_1531_1_31","NM_1531_1_32","NM_1531_1_33","NM_1531_1_34","NM_1531_1_35","NM_1531_1_36","NM_1531_1_37","NM_1531_1_38","NM_1531_1_39","NM_1531_1_4","NM_1531_1_40","NM_1531_1_41","NM_1531_1_42","NM_1531_1_43","NM_1531_1_44","NM_1531_1_45","NM_1531_1_46","NM_1531_1_47","NM_1531_1_48","NM_1531_1_49","NM_1531_1_5","NM_1531_1_50","NM_1531_1_51","NM_1531_1_52","NM_1531_1_53","NM_1531_1_54","NM_1531_1_55","NM_1531_1_56","NM_1531_1_57","NM_1531_1_58","NM_1531_1_59","NM_1531_1_6","NM_1531_1_60","NM_1531_1_61","NM_1531_1_62","NM_1531_1_63","NM_1531_1_64","NM_1531_1_65","NM_1531_1_66","NM_1531_1_67","NM_1531_1_68","NM_1531_1_69","NM_1531_1_7","NM_1531_1_70","NM_1531_1_71","NM_1531_1_72","NM_1531_1_73","NM_1531_1_74","NM_1531_1_75","NM_1531_1_76","NM_1531_1_77","NM_1531_1_78","NM_1531_1_79","NM_1531_1_8","NM_1531_1_80","NM_1531_1_81","NM_1531_1_82","NM_1531_1_83","NM_1531_1_84","NM_1531_1_85","NM_1531_1_86","NM_1531_1_87","NM_1531_1_88","NM_1531_1_89","NM_1531_1_9","NM_1531_1_90","NM_1531_1_91","NM_1531_1_92","NM_1531_1_93","NM_1531_1_94","NM_1531_1_95","NM_1531_1_96","NM_1531_1_97","NM_1531_1_98","NM_1531_1_99"
"N00000011",293,1,1,0,0,6,3,4,3,1,4,3,2,2,5,5,2,4,5,2,3,6,1,1,2,3,6,1,3,5,2,3,4,2,0,1,4,3,3,6,6,6,5,6,5,7,1,1,1,4,9,4,2,3,4,7,5,1,1,6,3,1,3,6,3,6,5,2,5,3,3,3,3,1,4,7,5,2,4,2,0,3,2,0,0,3,1,4,2,2,1,2,2,0,0,3,1,0,0,0,0,0
"N00000012",264,1,3,0,0,3,5,1,4,4,4,1,4,3,2,4,3,1,2,2,4,3,0,6,1,2,3,2,4,5,3,2,3,4,0,7,2,12,1,3,7,2,5,2,6,4,1,2,1,2,4,2,3,3,4,2,3,5,4,3,2,2,4,4,7,3,3,7,8,1,4,6,5,5,1,4,2,0,0,1,3,0,1,1,2,2,2,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
"N00000013",268,6,2,0,0,2,4,2,1,3,2,1,6,0,1,2,3,1,6,3,5,6,3,6,2,4,3,2,3,7,2,3,2,5,2,3,2,3,2,5,3,4,3,3,0,9,4,5,1,3,5,0,4,2,4,3,2,4,3,7,6,3,5,2,2,0,5,4,3,2,4,0,1,8,0,7,3,1,1,2,2,4,2,2,1,2,2,1,4,1,2,0,0,2,0,0,0,0,0,0,0,0
"N00000014",460,5,7,0,0,4,5,5,5,4,3,4,6,2,9,3,6,7,5,9,11,10,11,17,8,2,11,12,11,2,6,5,5,2,5,10,12,8,4,17,7,9,8,7,4,2,5,3,4,5,7,4,7,6,7,4,3,3,5,9,11,4,3,2,5,3,5,4,2,7,4,6,1,4,4,3,3,4,3,0,2,1,4,0,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"N00000015",226,1,3,0,0,3,3,2,1,3,4,4,0,4,2,2,3,2,4,1,0,2,1,0,3,1,2,1,2,1,1,1,6,5,3,0,0,8,1,2,5,2,5,0,2,3,4,1,0,2,5,2,3,5,4,4,2,3,0,4,7,4,3,3,0,3,4,3,4,2,3,6,3,8,2,3,1,5,3,5,2,2,0,2,0,0,1,2,1,1,0,3,1,0,0,0,0,0,1,0,0,0
"N00000016",223,1,3,0,0,5,2,2,6,1,3,4,0,0,3,2,4,3,3,3,1,4,4,3,3,2,3,2,4,0,1,1,2,5,3,3,0,4,2,1,4,6,4,2,5,6,3,1,6,3,0,6,3,3,4,3,2,1,0,6,3,0,4,3,4,2,2,7,3,1,2,1,2,2,4,1,1,2,2,0,1,3,2,2,0,1,2,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0
"N00000017",340,8,8,0,0,6,5,6,3,6,4,3,3,5,8,5,9,6,1,7,5,6,3,4,4,5,3,12,3,3,5,5,6,5,2,0,4,3,4,5,4,9,5,7,9,5,5,5,6,3,2,2,4,2,4,2,5,3,3,3,2,6,3,2,3,3,4,4,5,6,5,2,3,3,0,2,0,0,1,1,7,1,1,2,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"N00000018",229,7,3,0,0,1,2,3,4,0,5,3,3,3,4,5,4,2,3,2,7,4,0,0,3,3,3,3,7,4,4,3,1,4,3,3,3,3,4,6,1,5,2,8,5,4,3,9,1,2,2,2,2,1,1,2,2,4,2,2,2,5,2,2,1,1,1,2,4,2,4,0,1,0,1,3,1,2,1,1,0,2,1,1,0,0,2,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0
"N00000019",261,1,4,0,0,1,5,4,3,3,6,1,3,6,4,5,4,2,3,4,2,4,2,5,2,6,2,2,3,7,1,2,1,9,2,6,2,2,3,2,4,4,4,3,5,2,4,3,1,5,2,5,6,3,3,4,3,1,2,3,5,5,4,3,2,4,6,6,3,2,3,1,5,3,0,4,3,0,1,0,1,0,2,2,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"N00000020",236,6,3,0,0,1,4,3,4,1,4,0,0,0,3,2,3,3,3,4,6,1,2,4,6,6,2,2,5,6,6,3,2,4,3,5,8,5,1,2,3,0,5,5,3,1,5,4,1,5,1,4,0,1,2,2,2,3,7,2,1,2,3,3,4,3,2,5,2,4,1,2,0,3,0,2,2,1,3,1,4,0,1,0,0,0,1,0,0,1,1,4,1,0,0,0,0,0,0,0,0,0
"N00000021",269,2,5,0,0,4,3,2,1,6,5,2,1,2,3,1,5,1,5,6,1,5,4,4,4,3,4,3,3,0,1,5,6,3,4,9,5,2,2,7,4,3,7,7,3,1,5,3,4,1,5,4,1,2,4,0,6,4,3,4,5,2,2,2,4,4,2,2,3,5,2,3,4,4,2,2,1,3,5,1,2,1,2,0,0,1,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0
"N00000022",269,1,2,0,0,3,3,4,3,5,2,3,8,2,3,5,5,4,7,3,4,3,1,3,6,5,0,1,4,1,6,3,5,5,1,3,2,2,4,3,2,4,3,8,4,3,4,4,2,4,4,3,4,0,4,4,2,3,2,2,3,1,3,3,3,1,2,1,5,4,2,2,1,2,2,8,3,3,2,1,3,3,3,2,2,4,2,1,2,0,0,1,1,1,0,1,0,0,0,0,0,0
"N00000023",218,4,1,0,0,0,0,4,4,4,2,2,0,2,3,3,0,2,2,3,3,0,2,5,2,1,6,2,6,4,1,3,3,2,1,3,1,5,4,4,4,4,0,0,3,4,3,2,3,3,3,3,1,1,6,2,3,1,1,0,1,2,3,2,3,5,2,0,6,0,4,2,5,3,4,4,1,1,0,3,5,5,2,1,0,3,1,1,2,2,0,2,0,1,0,0,0,0,0,0,0,1
"N00000024",533,5,11,0,0,12,11,10,7,7,9,13,9,10,2,5,5,2,6,4,2,6,2,3,5,6,8,9,2,3,4,5,4,12,8,11,8,5,10,7,13,15,13,11,11,8,7,10,3,8,17,13,7,10,6,4,7,5,5,1,4,6,6,4,5,5,3,6,5,16,6,1,3,2,2,2,2,2,3,3,6,4,1,2,1,0,2,0,0,0,0,6,0,0,0,0,0,0,2,1,0,0
"N00000025",460,3,10,0,0,5,9,11,8,6,14,7,3,5,0,3,10,6,3,6,3,5,7,5,3,3,3,3,4,3,3,4,3,5,4,4,1,5,4,10,7,5,4,10,11,15,15,3,13,11,6,5,5,9,8,6,7,9,4,8,5,9,3,6,7,4,3,7,3,4,7,4,1,6,3,4,2,1,0,1,6,3,2,1,3,2,2,1,1,2,0,2,1,0,0,2,0,0,0,0,0,0
"N00000026",466,4,5,0,0,6,6,8,3,4,8,10,9,12,7,7,8,6,5,8,5,5,6,1,4,7,8,2,2,4,3,0,4,7,5,6,9,8,5,6,9,11,10,5,11,16,10,5,10,13,4,6,10,7,8,10,5,12,6,2,4,4,5,0,2,3,3,5,1,1,1,2,2,5,9,5,2,3,6,3,2,1,2,0,2,1,0,1,3,0,1,2,1,1,0,0,0,0,0,0,0,0
"N00000027",540,5,4,0,0,7,6,10,9,7,12,9,11,6,13,6,5,5,9,7,6,7,7,8,5,14,13,3,9,5,8,12,15,8,7,1,10,8,4,7,8,8,9,10,16,10,7,14,7,5,3,7,8,8,6,6,3,6,4,3,7,4,7,7,1,1,7,4,5,9,1,1,2,1,3,8,2,5,3,2,9,2,3,0,0,1,1,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0
"N00000028",236,1,4,0,0,2,4,2,5,6,4,9,3,4,1,6,5,4,3,3,1,1,1,3,1,1,3,0,1,1,2,0,5,1,3,2,1,1,4,4,5,7,5,3,8,6,5,1,5,5,7,6,2,4,3,5,3,1,2,2,4,5,2,2,1,2,0,4,3,3,2,1,0,2,2,1,0,0,0,0,5,1,0,1,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"N00000029",403,2,7,0,0,3,9,8,3,4,9,9,7,5,3,7,8,5,6,6,4,9,4,4,2,3,1,2,5,2,2,3,6,5,5,5,4,8,7,3,7,9,7,7,6,9,5,7,5,5,4,5,6,8,6,5,6,5,6,3,3,5,7,7,4,9,3,3,3,4,5,4,6,2,3,2,3,3,1,0,5,1,5,2,1,1,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0
"N00000030",375,2,3,0,0,4,4,3,5,6,2,4,7,6,2,5,11,5,4,3,4,3,4,6,1,7,4,4,3,3,1,7,3,1,3,6,6,2,1,5,6,4,6,3,12,8,14,4,8,3,6,6,6,4,8,1,4,3,9,4,2,4,6,6,3,5,7,5,7,5,6,5,2,2,4,1,1,4,4,4,6,4,0,1,0,0,0,1,2,0,2,2,1,0,4,0,0,0,0,0,0,0
"N00000031",707,9,10,0,0,11,22,12,16,7,21,7,14,5,14,10,12,10,11,8,14,9,8,6,5,4,8,9,6,9,7,11,10,7,9,14,13,12,5,12,10,5,7,9,15,14,9,17,8,10,10,6,13,4,8,7,9,10,9,9,12,17,7,3,4,3,3,8,9,10,6,2,5,2,1,6,1,4,1,3,5,4,2,5,1,0,1,0,2,0,0,11,1,1,0,0,1,0,0,0,0,0
"N00000032",386,7,6,0,0,6,8,10,5,7,5,8,3,3,3,4,3,6,8,3,4,5,8,6,4,5,4,3,1,1,4,3,4,4,4,5,6,7,6,6,4,7,11,8,13,4,2,4,5,9,6,7,1,9,3,2,5,2,4,1,1,3,2,2,7,6,5,5,1,6,6,7,1,2,4,2,2,1,1,1,4,0,4,3,1,3,1,2,1,0,0,7,1,0,1,0,0,1,0,0,0,0
"N00000033",498,6,12,1,0,2,6,5,8,4,8,9,8,3,5,6,3,9,4,7,7,4,5,4,11,9,5,6,7,7,8,5,11,3,8,7,11,7,8,6,6,6,7,5,13,4,7,10,5,6,4,4,5,8,9,8,10,5,11,5,8,6,6,5,4,4,6,6,7,4,8,4,4,2,2,4,2,2,1,1,9,1,1,2,0,2,2,2,1,1,1,5,0,0,1,1,0,0,0,0,0,0
"N00000034",474,9,6,0,0,2,6,3,7,8,2,4,7,3,6,4,5,9,6,4,8,4,3,5,3,7,4,2,8,6,5,5,3,6,9,10,7,10,7,10,5,11,7,4,7,10,4,10,5,2,5,4,3,6,11,5,4,4,6,4,7,5,4,4,5,6,6,3,6,7,5,3,4,6,4,3,3,4,3,3,11,3,3,2,1,1,4,3,5,2,3,4,3,1,0,4,1,1,0,0,1,0
"N00000035",291,5,2,0,0,4,2,2,1,3,1,2,3,3,6,8,2,2,7,8,4,3,5,7,8,2,6,4,5,5,7,4,2,3,4,3,4,1,5,6,3,5,7,2,8,3,3,5,5,4,0,4,3,5,1,5,3,8,7,2,4,4,1,4,2,3,0,1,1,5,1,5,3,0,3,2,3,3,2,0,1,0,1,1,1,0,0,0,0,0,1,2,0,1,3,0,0,1,0,0,0,0
"N00000036",345,7,5,1,0,4,4,2,4,4,5,2,5,5,6,6,9,4,9,3,5,4,6,7,3,5,2,2,7,3,2,6,1,12,4,1,5,3,3,4,6,7,8,4,5,9,7,3,4,7,4,8,9,8,10,4,5,4,3,5,0,1,1,3,3,3,1,3,3,5,2,3,1,1,2,1,2,2,3,1,4,2,2,1,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"N00000037",285,2,2,0,0,3,2,3,2,3,3,4,5,2,3,1,2,1,2,5,4,5,5,3,6,1,2,7,1,2,5,1,2,4,3,2,8,3,0,4,5,7,5,8,4,3,5,4,5,6,1,2,4,5,4,6,3,2,4,1,4,4,4,4,6,5,3,4,5,2,3,3,0,4,1,5,0,5,3,5,4,4,3,0,1,0,1,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0
"N00000038",406,4,7,0,0,8,6,6,14,4,6,7,7,11,1,3,10,6,7,4,3,3,2,4,2,7,2,3,2,2,2,5,3,3,0,4,6,4,3,5,11,5,8,8,3,5,9,9,5,10,5,8,10,6,9,4,3,4,4,6,3,1,6,4,5,2,7,2,5,9,2,4,6,3,2,6,1,3,1,4,2,1,3,2,1,1,2,2,0,0,0,6,1,0,0,0,0,0,0,1,0,0
"N00000039",1262,16,28,0,0,28,21,17,22,23,23,18,25,22,26,14,18,19,16,16,12,10,15,18,20,33,14,13,20,24,21,26,23,21,15,23,23,20,18,19,31,25,13,15,19,9,13,21,15,10,16,14,18,16,12,8,10,15,23,4,5,5,7,8,7,5,9,6,12,28,4,2,2,7,1,3,4,8,6,9,15,5,8,1,2,4,7,4,3,1,0,21,0,1,2,2,0,0,1,0,0,0
"N00000040",265,4,5,0,0,3,2,4,3,3,3,2,9,5,5,3,3,2,4,4,1,3,8,6,3,2,2,3,5,3,8,0,4,5,3,2,3,5,5,6,8,3,2,0,8,4,3,4,3,2,3,3,1,5,4,2,3,2,4,2,3,2,2,3,3,6,4,6,1,3,2,2,2,1,2,0,2,1,1,1,5,0,0,1,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
"N00000041",462,9,11,0,0,4,13,14,11,8,17,6,11,3,6,8,7,6,5,6,6,4,4,5,3,8,7,5,7,7,8,8,5,3,5,8,5,7,11,13,15,6,8,6,7,6,9,8,11,6,8,6,7,4,5,5,6,2,8,4,2,2,2,0,1,4,2,4,1,6,0,1,1,2,1,2,0,0,3,1,5,1,0,1,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"N00000042",410,5,9,0,0,3,6,6,11,5,4,7,9,4,2,14,6,6,8,13,8,6,9,3,4,4,2,4,2,3,1,4,5,4,9,4,8,1,8,8,5,6,4,11,5,11,4,5,12,8,8,10,5,5,6,3,10,6,4,1,7,3,0,0,4,3,3,0,5,7,1,0,3,3,0,3,2,0,0,0,8,0,2,1,0,0,2,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"N00000043",1245,28,31,0,0,29,29,29,23,24,16,21,32,14,23,15,19,19,5,13,11,7,5,16,14,23,16,18,18,13,23,12,12,27,22,18,20,27,26,27,24,26,22,21,23,16,18,29,14,20,14,12,13,5,11,9,10,8,27,4,8,12,4,9,1,7,4,4,4,19,3,3,4,2,1,1,4,2,5,6,28,8,3,3,4,5,2,0,4,3,1,26,1,1,0,1,0,0,0,1,0,0
"N00000044",312,4,3,0,0,9,6,8,6,11,3,8,2,14,5,1,3,6,5,2,5,4,4,4,6,5,0,3,7,2,4,0,3,4,5,5,3,3,4,7,3,5,3,6,2,4,3,3,4,3,0,6,1,0,3,7,1,4,6,3,4,3,2,2,5,1,4,2,1,3,3,2,4,0,0,0,1,3,1,3,7,1,1,1,3,2,0,1,0,0,1,7,0,1,0,0,0,0,2,0,0,0
"N00000045",515,7,9,0,0,8,7,11,7,5,7,7,7,4,5,3,2,5,9,3,3,8,6,5,3,7,5,9,6,3,6,5,9,12,8,14,10,17,10,13,9,4,6,10,11,10,10,10,8,8,6,4,4,4,5,4,7,7,5,4,7,2,3,7,3,5,3,6,5,9,7,4,4,1,3,4,4,1,0,0,11,1,1,1,3,0,0,1,2,0,0,14,0,1,0,0,1,0,0,0,0,0
"N00000046",394,2,3,0,0,5,9,10,2,8,4,1,10,4,6,5,9,4,2,8,3,3,7,2,2,4,6,5,2,3,1,2,5,3,6,6,4,9,4,3,5,7,7,3,8,10,6,6,7,8,3,6,4,3,3,9,6,8,3,7,5,4,7,5,4,4,2,6,2,5,4,1,5,6,1,1,0,5,4,0,4,4,1,4,2,1,0,3,4,1,1,6,0,0,0,0,1,0,0,0,0,0
"N00000047",374,2,2,0,0,5,8,1,4,3,4,3,5,2,6,3,2,2,5,3,3,4,2,3,1,4,0,4,5,2,1,6,4,4,8,2,1,6,5,8,5,2,1,3,11,14,9,4,6,8,3,4,6,7,9,6,3,1,3,5,12,10,6,2,6,6,8,5,4,6,7,4,7,3,3,6,5,2,1,4,1,4,6,0,1,0,0,2,0,2,0,6,0,1,1,0,0,0,0,0,0,0
"N00000048",304,6,5,0,0,3,7,3,3,4,4,6,5,4,3,3,5,4,4,3,8,6,6,7,7,2,2,7,1,1,6,2,4,3,6,8,7,4,7,4,3,6,3,3,4,8,2,4,4,1,2,2,1,1,1,4,2,6,3,7,4,3,4,2,1,3,3,3,2,3,5,2,3,1,2,3,3,1,0,1,3,2,0,1,0,1,1,2,3,0,1,4,0,0,0,0,0,0,0,0,0,0
"N00000049",254,4,3,0,0,0,4,1,3,2,1,2,3,4,4,1,3,5,2,5,4,7,7,5,5,1,5,3,5,5,4,3,4,2,2,3,5,4,4,1,7,3,5,4,1,4,2,5,4,4,2,2,5,3,6,2,7,0,3,3,4,7,5,0,2,5,2,1,3,4,4,3,1,1,1,1,0,0,3,1,3,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"N00000050",299,2,5,0,0,1,2,0,7,7,2,1,4,6,1,4,3,2,2,5,2,3,4,0,2,4,3,4,2,1,4,2,3,4,4,2,1,6,5,7,5,2,8,6,5,7,2,3,5,6,5,5,7,2,5,6,2,8,6,1,5,4,4,3,6,4,5,3,7,0,3,5,5,1,2,3,2,0,3,1,2,1,1,2,1,4,0,1,0,1,1,2,1,3,0,0,0,0,0,0,0,0
"N00000051",313,0,5,0,0,8,7,5,4,6,5,4,3,1,7,2,6,3,2,8,7,6,4,4,0,9,6,6,6,5,2,5,3,2,7,5,4,2,1,5,2,6,7,3,6,6,3,3,3,4,1,5,2,3,6,8,8,1,7,3,3,1,3,4,2,2,4,3,1,6,2,2,4,4,1,1,3,1,1,0,4,1,1,2,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"N00000052",309,3,2,0,0,4,4,5,5,4,4,6,5,2,4,5,4,3,4,3,3,6,5,9,6,6,4,5,3,7,5,2,7,1,1,1,6,1,4,4,6,4,3,4,2,1,6,3,3,3,3,6,3,3,7,5,7,3,6,8,4,3,2,3,5,3,5,4,4,1,2,0,5,4,2,2,4,1,2,0,1,0,1,1,1,0,0,0,3,1,0,6,0,0,0,0,0,0,0,0,0,0
"N00000053",261,5,3,0,0,5,1,4,3,1,6,3,4,6,3,4,2,4,5,9,3,10,2,6,5,5,3,3,4,3,3,3,5,4,3,8,4,2,5,2,5,4,0,1,6,4,5,3,2,1,0,7,1,4,5,3,4,2,1,1,1,2,1,5,3,1,4,0,6,3,1,1,1,0,2,2,3,1,1,0,2,1,0,1,0,0,1,0,0,1,0,4,1,0,1,1,0,0,0,0,0,0
"N00000054",266,8,5,0,0,5,2,6,2,6,5,2,6,4,8,2,2,4,5,0,5,6,7,9,9,1,1,2,2,0,1,6,4,2,2,4,9,7,6,4,6,5,1,4,2,4,2,4,4,5,2,3,3,4,4,3,3,3,4,4,2,2,1,3,4,2,3,2,3,0,2,1,2,1,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"N00000055",266,4,1,0,0,1,1,4,2,3,3,3,4,6,2,3,4,6,3,3,3,0,2,2,2,4,4,1,6,3,5,2,3,1,5,3,1,6,5,4,1,3,2,6,6,2,2,1,5,3,4,8,2,2,6,4,4,3,1,1,2,3,3,2,3,4,8,2,3,1,8,3,3,3,2,2,3,3,0,2,4,4,2,3,0,1,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0,0
"N00000056",283,5,1,0,0,2,4,2,1,0,3,4,2,6,1,1,1,4,4,2,4,3,0,5,4,7,8,2,7,2,3,6,5,7,3,5,3,2,7,2,4,3,3,2,4,5,5,3,2,3,5,1,6,3,4,2,3,2,3,5,6,5,2,5,2,3,4,3,3,3,5,1,2,7,7,3,0,4,4,4,1,0,1,1,2,1,0,1,1,0,1,5,0,0,0,0,0,0,0,0,0,0
"N00000057",279,7,4,0,0,6,5,6,4,5,4,6,4,5,7,5,1,4,1,3,3,3,2,7,6,9,5,3,3,6,6,4,4,7,7,5,4,4,5,2,5,4,3,1,1,3,4,6,3,5,4,1,2,5,4,1,4,1,6,4,3,5,0,4,1,5,2,0,2,2,1,2,0,0,0,1,0,3,1,0,5,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"N00000058",266,9,4,0,0,4,6,2,3,3,3,4,3,3,8,4,8,1,2,2,9,3,4,6,8,5,10,3,3,3,1,0,6,4,4,6,4,6,2,3,4,3,1,2,8,4,6,3,4,3,2,1,1,3,4,3,3,2,3,2,4,2,3,4,2,0,1,1,0,5,0,1,3,2,0,4,0,1,1,1,4,1,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0
"N00000059",226,6,3,0,0,1,7,2,2,3,0,2,2,5,5,3,1,2,1,4,7,3,5,6,6,3,3,5,3,7,4,1,3,0,5,2,1,1,4,2,3,9,3,3,2,5,1,0,4,2,2,1,2,3,0,2,0,3,4,3,2,5,3,4,7,1,2,1,3,2,0,2,1,1,2,1,0,0,1,0,3,0,1,1,2,1,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0,0
"N00000060",394,5,4,0,0,1,5,6,6,3,2,7,2,2,9,5,4,5,11,5,5,4,10,13,4,6,3,6,4,6,6,7,7,5,5,8,8,10,5,3,6,6,5,3,4,4,4,7,5,6,4,5,5,4,2,5,5,3,6,4,5,3,3,6,6,5,3,1,2,4,5,4,3,1,2,3,2,2,5,1,10,3,4,1,0,2,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0
"N00000061",273,2,1,0,0,1,3,1,0,3,1,2,3,3,1,3,0,1,2,2,2,2,4,2,2,3,2,1,3,6,4,5,2,1,3,2,5,2,1,6,1,1,5,5,3,4,7,2,2,4,5,4,3,1,3,3,5,3,2,1,2,4,6,4,11,8,5,5,7,2,3,9,7,5,4,4,3,1,1,3,5,4,3,1,0,1,3,1,3,2,0,3,1,0,0,0,0,0,0,0,0,1
"N00000062",351,3,5,0,0,3,5,1,8,5,5,3,8,4,3,7,2,6,9,6,4,3,6,2,2,5,0,3,4,2,4,2,1,6,2,3,1,5,5,6,1,7,7,2,3,3,6,1,5,3,3,3,6,7,5,3,3,7,1,5,6,7,8,8,12,6,6,4,9,4,3,3,5,2,5,4,5,3,2,2,2,0,7,1,1,1,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0
"N00000063",431,6,6,1,1,2,4,6,6,5,7,5,5,5,8,4,4,5,5,8,4,3,11,5,6,5,8,5,5,5,5,2,5,5,7,6,3,6,9,8,3,3,6,7,4,2,8,2,6,7,8,5,3,3,4,1,5,5,4,3,4,7,1,6,5,2,2,1,5,4,2,1,0,4,4,3,3,1,5,3,3,4,5,3,3,3,3,3,5,5,7,4,5,7,4,3,2,0,1,0,2,1
"N00000064",279,2,5,0,0,4,5,9,4,2,4,6,0,4,1,2,7,3,5,5,3,3,5,4,5,5,3,4,7,4,6,2,3,1,0,6,4,2,8,6,4,4,3,4,4,6,7,2,3,5,2,2,3,3,3,1,1,3,3,3,5,3,4,5,6,3,5,2,1,6,0,0,3,1,3,0,3,0,1,1,2,2,1,0,2,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
"N00000065",389,4,3,0,0,5,8,7,2,8,4,3,3,10,4,6,5,6,5,6,4,2,3,6,3,2,3,2,7,0,4,4,4,3,1,7,2,2,3,8,9,2,3,4,4,3,2,1,6,3,9,9,8,5,9,7,8,12,1,9,3,12,1,10,6,5,5,6,7,3,6,11,5,3,4,4,1,4,1,1,4,2,1,2,1,0,1,0,0,0,1,4,1,0,1,0,0,0,0,0,0,0
"N00000066",264,1,1,0,0,1,3,1,2,1,2,3,2,2,5,1,4,4,2,2,2,3,5,2,4,2,5,1,0,4,2,3,5,2,4,5,2,5,5,2,0,0,4,2,2,2,0,2,2,5,1,6,6,4,3,3,4,5,2,4,6,8,5,8,6,6,5,8,10,2,4,4,1,3,3,2,0,5,3,4,2,1,1,1,1,0,3,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0
"N00000067",316,4,4,0,0,6,3,11,0,5,6,8,6,1,9,2,8,1,2,5,7,7,6,3,2,5,5,8,8,3,4,0,6,5,4,6,9,6,2,2,5,5,6,3,5,4,5,1,1,2,5,2,4,6,1,5,3,3,6,5,4,4,2,6,4,5,1,2,9,0,2,4,2,1,0,1,0,3,3,1,2,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"N00000068",371,2,4,0,0,6,6,5,5,7,7,7,8,6,4,6,2,2,8,6,3,3,1,2,4,4,1,1,3,4,7,2,6,3,4,4,6,3,10,4,5,6,9,6,3,6,5,3,3,7,5,2,7,6,9,3,6,4,5,3,4,7,8,5,7,3,2,4,8,6,5,4,4,2,3,1,6,1,3,2,7,2,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"N00000069",334,5,4,0,0,7,7,3,3,10,5,10,3,12,5,3,3,9,6,9,5,2,5,5,3,5,3,3,2,4,7,6,10,1,2,5,10,4,5,4,3,6,1,3,5,3,1,10,8,3,1,3,3,6,4,4,3,2,5,3,2,3,2,1,3,2,6,3,1,2,1,2,3,4,1,1,3,1,1,0,4,0,2,1,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0,0,0,0
"N00000070",243,0,2,0,0,2,1,1,2,0,7,4,2,3,0,3,0,4,0,1,3,1,2,1,0,1,3,3,2,1,0,3,1,2,1,1,2,3,1,2,3,5,2,1,4,4,1,2,0,7,6,2,4,4,3,3,2,6,1,6,2,6,8,4,4,9,7,4,6,1,8,3,5,2,5,1,3,3,1,3,3,1,3,3,2,4,0,2,2,1,1,2,0,1,0,1,1,0,0,0,0,0
"N00000071",283,2,2,0,0,0,1,1,1,2,1,3,1,1,7,0,2,3,1,3,2,4,6,7,6,0,3,3,3,3,3,1,3,5,4,1,3,5,1,2,3,3,5,9,3,6,4,5,2,2,2,1,4,3,2,3,1,9,0,4,1,3,5,6,7,4,8,4,6,0,3,3,1,4,4,5,5,2,4,4,2,1,4,3,3,6,3,6,0,2,3,2,0,0,1,0,1,0,0,0,0,0
