"Geography_Code","NM_1544_1_0","NM_1544_1_1","NM_1544_1_10","NM_1544_1_11","NM_1544_1_12","NM_1544_1_13","NM_1544_1_14","NM_1544_1_15","NM_1544_1_16","NM_1544_1_17","NM_1544_1_18","NM_1544_1_19","NM_1544_1_2","NM_1544_1_20","NM_1544_1_21","NM_1544_1_22","NM_1544_1_23","NM_1544_1_24","NM_1544_1_25","NM_1544_1_26","NM_1544_1_27","NM_1544_1_28","NM_1544_1_29","NM_1544_1_3","NM_1544_1_30","NM_1544_1_31","NM_1544_1_32","NM_1544_1_33","NM_1544_1_34","NM_1544_1_35","NM_1544_1_36","NM_1544_1_37","NM_1544_1_38","NM_1544_1_39","NM_1544_1_4","NM_1544_1_40","NM_1544_1_41","NM_1544_1_42","NM_1544_1_43","NM_1544_1_44","NM_1544_1_45","NM_1544_1_46","NM_1544_1_47","NM_1544_1_48","NM_1544_1_49","NM_1544_1_5","NM_1544_1_50","NM_1544_1_51","NM_1544_1_52","NM_1544_1_53","NM_1544_1_54","NM_1544_1_55","NM_1544_1_6","NM_1544_1_7","NM_1544_1_8","NM_1544_1_9"
"N00002572",346,338,1,1,0,0,0,1,0,0,0,0,307,1,0,0,0,0,1,1,0,0,0,7,2,0,0,0,2,2,0,0,0,0,299,0,0,0,0,0,3,3,0,3,0,1,0,0,2,2,0,0,0,0,0,30
"N00002573",294,284,2,2,0,0,0,0,2,0,0,0,275,1,1,0,0,0,0,0,0,0,0,16,6,3,3,0,2,2,0,0,1,0,258,0,1,0,0,0,3,3,0,3,0,1,0,0,0,0,0,0,0,0,0,7
"N00002574",298,280,6,5,0,0,4,0,1,1,0,1,261,6,1,0,0,0,5,0,0,0,5,9,11,11,11,0,0,0,0,0,0,0,250,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,13
"N00002575",309,307,1,1,0,0,0,0,1,0,0,0,298,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,1,1,0,0,1,2,0,0,1,1,0,0,0,0,0,8
"N00002576",785,749,40,39,3,4,5,1,26,1,0,1,647,6,3,0,0,0,3,0,2,1,0,44,14,7,4,3,6,5,0,1,0,0,595,0,0,0,1,0,15,15,1,13,1,8,0,0,1,1,0,0,0,0,0,62
"N00002577",536,527,15,15,2,0,2,0,11,0,0,0,479,0,0,0,0,0,0,0,0,0,0,26,3,0,0,0,0,0,0,0,2,0,450,2,0,0,1,0,6,0,0,0,0,3,1,5,0,0,0,0,0,0,0,33
"N00002578",299,297,1,1,0,0,0,0,1,0,0,0,287,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,1,0,0,1,0,0,274,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,9
"N00002579",402,402,0,0,0,0,0,0,0,0,0,0,381,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,371,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,20
"N00002580",306,305,2,2,1,0,0,0,1,0,0,0,281,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,0,1,0,0,0,272,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,22
"N00002581",330,326,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,0,1,0,0,0,293,0,0,0,0,0,3,3,0,3,0,3,0,0,0,0,0,0,1,0,1,20
"N00002582",1465,1456,4,4,0,0,0,0,4,0,0,0,1410,1,1,0,0,0,0,0,0,0,0,37,3,0,0,0,0,0,0,0,1,0,1363,1,0,0,2,0,5,4,0,4,0,10,0,1,0,0,0,0,0,0,2,40
"N00002583",327,326,1,1,0,1,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,1,0,0,18
"N00002584",350,350,1,1,1,0,0,0,0,0,0,0,346,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,3
"N00002585",262,260,0,0,0,0,0,0,0,0,0,0,255,1,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,5
"N00002586",350,349,1,1,0,1,0,0,0,0,0,0,336,1,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,12
"N00002587",836,831,2,1,0,0,0,1,0,1,0,1,790,1,1,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,755,0,0,0,0,0,1,1,0,1,0,7,0,0,3,3,0,0,0,0,0,39
"N00002588",305,305,1,1,0,0,1,0,0,0,0,0,295,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"N00002589",317,316,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,13
"N00002590",1559,1536,6,5,2,0,0,1,2,1,0,1,1466,3,1,0,0,0,2,0,1,0,1,41,3,0,0,0,1,1,0,0,1,0,1416,1,0,0,1,0,15,12,0,10,2,9,3,0,2,2,0,0,0,0,1,63
"N00002591",1265,1241,6,6,1,0,1,0,4,0,0,0,1203,4,0,0,0,0,4,0,4,0,0,29,12,5,4,1,1,1,0,0,6,0,1155,2,4,0,0,0,8,8,2,5,1,16,0,0,0,0,0,0,3,0,0,32
"N00002592",492,487,1,1,0,0,0,0,1,0,0,0,463,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,2,0,446,2,0,0,0,0,3,3,0,2,1,5,0,0,0,0,0,0,0,0,0,23
"N00002593",300,296,0,0,0,0,0,0,0,0,0,0,281,1,0,0,0,0,1,0,0,0,1,11,1,0,0,0,0,0,0,0,0,0,269,0,0,0,1,0,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,15
"N00002594",367,366,1,1,0,0,0,0,1,0,0,0,350,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,1,1,1,0,0,3,0,0,0,0,0,0,2,0,0,15
"N00002595",399,396,2,2,0,0,0,0,2,0,0,0,372,1,0,0,0,0,1,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,352,0,0,0,0,0,2,2,0,2,0,7,0,0,0,0,0,0,0,0,0,22
"N00002596",377,377,4,4,0,0,0,0,4,0,0,0,361,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,352,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12
"N00002597",339,336,1,1,1,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,308,0,0,0,0,0,2,2,0,2,0,2,0,0,1,1,0,0,0,0,0,18
"N00002598",263,261,1,0,0,0,0,0,0,1,0,1,248,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,1,0,0,0,0,239,0,0,0,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,12
"N00002599",395,389,2,1,1,0,0,0,0,1,0,1,366,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,3,3,0,3,0,2,0,0,2,2,0,0,0,0,0,21
"N00002600",288,287,5,0,0,0,0,0,0,5,0,5,266,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,1,1,0,1,0,4,0,0,0,0,0,0,1,0,1,15
"N00002601",364,358,2,1,0,0,0,0,1,1,0,1,322,1,0,0,0,0,1,0,0,0,1,11,3,0,0,0,1,1,0,0,2,0,307,2,0,0,0,0,2,2,0,2,0,4,0,0,0,0,0,0,0,0,0,34
"N00002602",339,336,5,5,0,0,0,0,5,0,0,0,310,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0,3,3,0,3,0,3,0,0,0,0,0,0,1,0,0,21
"N00002603",853,800,27,26,3,2,13,0,8,1,0,1,698,6,1,1,0,1,4,0,1,0,3,26,42,7,7,0,21,19,2,0,9,1,662,8,0,0,5,0,4,3,0,2,1,9,1,0,1,0,1,0,1,0,1,74
"N00002604",328,307,12,12,0,3,4,0,5,0,0,0,264,2,1,1,0,1,0,0,0,0,0,7,13,3,3,0,2,1,0,1,7,0,251,4,3,0,1,0,5,5,0,5,0,6,0,0,1,1,0,0,0,0,0,31
"N00002605",258,231,24,24,0,3,16,0,5,0,0,0,191,2,2,0,0,0,0,0,0,0,0,8,23,4,4,0,6,6,0,0,13,0,181,13,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,1,0,0,16
"N00002606",388,386,7,5,0,0,5,0,0,2,0,2,360,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,2,2,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19
"N00002607",175,174,4,4,0,0,3,0,1,0,0,0,165,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,5
"N00002608",251,235,20,19,0,0,10,1,8,1,0,1,190,3,0,1,0,1,2,0,0,0,2,10,5,1,1,0,0,0,0,0,4,1,176,3,0,0,0,0,6,5,0,5,0,4,0,1,2,2,0,0,0,0,0,25
"N00002609",844,785,2,2,1,0,0,0,1,0,0,0,720,3,0,2,2,0,1,0,1,0,0,45,42,1,1,0,10,7,1,2,24,1,665,18,5,0,7,0,9,9,0,6,3,9,0,0,5,3,2,0,1,0,0,63
"N00002610",292,278,12,12,2,2,1,0,7,0,0,0,248,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0,0,0,0,0,6,0,227,6,0,0,4,0,4,4,0,4,0,2,0,0,0,0,0,0,3,0,0,18
"N00002611",135,134,9,9,0,4,0,0,5,0,0,0,118,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,7
"N00002612",309,289,19,17,1,2,7,0,7,2,0,2,243,2,0,0,0,0,2,2,0,0,0,12,16,0,0,0,10,10,0,0,6,0,222,6,0,0,0,0,2,2,0,1,1,8,0,0,0,0,0,0,1,0,0,27
"N00002613",678,653,38,37,5,1,6,0,25,1,0,1,588,2,1,1,0,1,0,0,0,0,0,42,14,6,6,0,5,5,0,0,2,0,531,1,1,0,0,1,5,4,0,4,0,13,0,1,3,3,0,1,2,0,0,27
"N00002614",359,355,1,1,0,0,0,0,1,0,0,0,347,1,0,0,0,0,1,0,1,0,0,6,1,0,0,0,0,0,0,0,1,0,337,1,0,0,0,0,2,2,0,1,1,3,0,0,0,0,0,0,1,0,0,7
"N00002615",289,287,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,7
"N00002616",342,341,3,3,1,2,0,0,0,0,0,0,328,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,9
"N00002617",462,461,5,5,0,0,0,0,5,0,0,0,433,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,416,0,0,0,0,0,1,1,0,1,0,4,0,0,0,0,0,0,0,0,0,23
"N00002618",221,219,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,7
"N00002619",599,590,54,52,0,2,37,0,13,2,0,2,513,1,0,0,0,0,1,0,0,0,1,24,4,0,0,0,0,0,0,0,4,0,477,3,0,1,0,0,4,4,0,3,1,11,0,0,0,0,0,0,1,0,0,23
"N00002620",547,507,43,43,1,0,40,0,2,0,0,0,454,0,0,0,0,0,0,0,0,0,0,17,38,2,0,2,0,0,0,0,35,0,433,35,0,0,1,0,2,2,0,1,1,3,0,0,0,0,0,0,0,1,0,10
"N00002621",216,214,7,7,0,0,4,0,3,0,0,0,205,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,2,0,2,0,0,0,192,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
"N00002622",314,307,7,7,0,5,2,0,0,0,0,0,288,2,0,0,0,0,2,0,1,1,0,12,3,0,0,0,1,0,1,0,1,0,273,1,0,0,1,0,1,0,0,0,0,2,0,1,1,1,0,0,1,0,0,12
"N00002623",260,259,1,1,1,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2
"N00002624",251,243,11,11,1,0,6,0,4,0,0,0,218,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,8,8,0,8,0,4,0,0,0,0,0,0,0,0,0,14
"N00002625",332,326,6,6,0,2,1,0,3,0,0,0,312,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,2,2,0,0,3,0,302,3,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,8
"N00002626",891,881,6,6,3,0,2,0,1,0,0,0,850,1,0,1,0,1,0,0,0,0,0,32,4,0,0,0,1,0,1,0,0,0,811,0,0,0,3,0,4,4,0,4,0,7,0,0,1,1,0,0,0,0,0,25
"N00002627",302,296,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,6,4,4,4,0,0,0,0,0,0,0,280,0,0,0,0,0,2,2,0,2,0,4,0,0,0,0,0,0,0,0,0,6
"N00002628",922,905,19,19,3,5,1,1,9,0,0,0,820,4,2,1,0,1,1,0,1,0,0,23,3,1,0,1,1,0,1,0,0,0,789,0,0,0,1,0,7,5,0,3,2,7,1,1,3,3,0,0,1,0,0,66
"N00002629",242,242,3,3,0,0,0,0,3,0,0,0,234,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
"N00002630",297,297,1,1,0,0,1,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,7
"N00002631",320,320,7,6,4,0,1,0,1,1,0,1,299,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14
"N00002632",414,412,7,7,0,3,2,0,2,0,0,0,404,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,386,0,0,0,0,0,2,2,0,0,2,3,0,0,0,0,0,0,2,0,0,1
"N00002633",426,423,13,12,0,4,5,0,3,1,0,1,404,1,0,1,1,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,370,0,0,0,1,0,1,1,0,1,0,7,0,0,0,0,0,0,1,0,0,6
"N00002634",311,307,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,1,0,280,1,0,0,0,0,3,3,0,3,0,4,0,0,0,0,0,0,0,0,2,1
"N00002635",341,341,9,9,0,6,3,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,4
"N00002636",393,393,0,0,0,0,0,0,0,0,0,0,387,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,6
"N00002637",499,494,0,0,0,0,0,0,0,0,0,0,488,0,0,0,0,0,0,0,0,0,0,18,2,0,0,0,2,0,0,2,0,0,469,0,0,0,0,0,3,3,0,1,2,1,0,0,0,0,0,0,0,0,0,6
"N00002638",485,483,5,4,1,0,0,0,3,1,0,1,471,1,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,449,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,7
"N00002639",309,301,1,1,0,0,0,0,1,0,0,0,296,1,0,0,0,0,1,1,0,0,0,15,3,1,0,1,2,2,0,0,0,0,279,0,0,0,0,0,1,1,0,0,1,0,0,0,3,2,1,0,2,0,1,3
"N00002640",343,337,0,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,3,0,2,1,0,0,324,0,0,0,0,0,3,3,0,3,0,1,0,0,0,0,0,0,0,0,0,10
"N00002641",361,354,5,5,1,2,0,0,2,0,0,0,344,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,5,0,5,0,0,0,331,0,0,0,0,0,2,2,0,1,1,2,0,0,0,0,0,0,0,0,0,5
"N00002642",468,466,1,1,0,0,1,0,0,0,0,0,453,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,437,0,0,0,0,0,2,2,0,2,0,3,0,0,0,0,0,0,0,0,1,11
"N00002643",392,390,0,0,0,0,0,0,0,0,0,0,385,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,368,0,0,0,1,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,5
"N00002644",330,323,3,3,1,0,1,0,1,0,0,0,318,2,0,0,0,0,2,0,2,0,0,7,2,1,0,1,1,1,0,0,0,0,311,0,0,0,0,0,3,3,0,1,2,0,0,0,0,0,0,0,0,0,0,2
"N00002645",317,313,4,4,1,0,0,0,3,0,0,0,303,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,1,0,1,0,0,0,285,0,0,0,0,0,3,3,0,0,3,5,0,0,0,0,0,0,0,0,0,6
"N00002646",351,335,22,21,1,2,12,3,3,1,0,1,311,1,0,1,0,1,0,0,0,0,0,10,14,0,0,0,5,4,1,0,8,0,295,8,0,0,1,0,0,0,0,0,0,4,0,0,1,1,0,0,2,0,0,2
"N00002647",766,751,21,21,1,0,16,2,2,0,0,0,724,2,2,0,0,0,0,0,0,0,0,25,5,0,0,0,0,0,0,0,4,0,692,4,0,0,1,0,6,6,0,5,1,5,0,0,2,2,0,0,2,0,1,5
"N00002648",202,198,12,12,1,6,3,0,2,0,0,0,183,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,2,2,0,1,1,3,0,0,2,2,0,0,0,0,0,3
"N00002649",496,488,2,2,0,0,0,1,1,0,0,0,481,2,0,0,0,0,2,0,0,2,0,18,2,0,0,0,2,0,2,0,0,0,461,0,0,0,0,0,2,1,0,0,1,2,0,1,2,1,1,0,0,0,0,5
"N00002650",305,305,3,3,1,0,0,1,1,0,0,0,299,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3
"N00002651",479,472,10,10,3,0,7,0,0,0,0,0,461,2,0,0,0,0,2,0,2,0,0,10,3,0,0,0,3,1,2,0,0,0,445,0,0,0,0,0,1,1,0,1,0,4,0,0,1,0,1,0,2,0,0,1
"N00002652",297,296,4,4,2,0,2,0,0,0,0,0,291,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,1
"N00002653",444,427,2,1,1,0,0,0,0,1,0,1,423,0,0,0,0,0,0,0,0,0,0,6,15,1,0,1,4,0,4,0,3,0,408,3,0,0,7,0,2,2,1,1,0,8,0,0,0,0,0,0,1,0,0,2
"N00002654",337,333,1,1,0,1,0,0,0,0,0,0,326,1,0,0,0,0,1,0,1,0,0,11,2,0,0,0,0,0,0,0,2,0,312,2,0,0,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,6
"N00002655",280,271,2,0,0,0,0,0,0,2,0,2,262,1,0,0,0,0,1,0,1,0,0,19,7,0,0,0,2,0,2,0,5,0,242,5,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,7
"N00002656",717,707,13,13,1,1,10,0,1,0,0,0,685,1,0,0,0,0,1,1,0,0,0,40,6,0,0,0,2,2,0,0,4,0,642,0,0,4,0,0,2,1,0,1,0,2,0,1,1,1,0,0,0,1,0,9
"N00002657",370,369,11,10,1,1,3,0,5,1,0,1,355,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,341,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,3
"N00002658",429,424,10,10,0,0,7,0,3,0,0,0,411,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,5,5,0,3,2,1,0,0,0,0,0,0,0,0,1,2
"N00002659",357,352,4,3,0,0,2,1,0,1,0,1,342,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,2,1,1,0,0,0,337,0,0,0,0,0,3,3,0,2,1,0,0,0,0,0,0,0,0,0,1,5
"N00002660",427,420,12,12,1,0,6,0,5,0,0,0,404,0,0,0,0,0,0,0,0,0,0,12,5,1,0,1,0,0,0,0,4,0,388,4,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,0,4
"N00002661",490,484,17,16,0,1,15,0,0,1,1,0,464,0,0,0,0,0,0,0,0,0,0,20,4,0,0,0,0,0,0,0,3,0,436,3,0,0,1,0,1,1,0,0,1,8,0,0,1,1,0,0,0,0,1,2
"N00002662",402,395,8,8,0,0,5,0,3,0,0,0,381,3,1,2,0,2,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,356,0,0,0,0,0,4,4,0,0,4,4,0,0,0,0,0,0,1,0,0,6
"N00002663",340,334,7,7,0,0,6,0,1,0,0,0,325,2,0,0,0,0,2,0,2,0,0,20,4,0,0,0,0,0,0,0,3,0,299,3,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2
"N00002664",298,293,17,17,1,4,6,0,6,0,0,0,272,2,0,2,2,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,3,0,261,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4
"N00002665",277,274,5,4,1,0,3,0,0,1,0,1,263,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,3,3,0,3,0,1,0,0,0,0,0,0,0,0,0,6
"N00002666",263,262,5,5,0,0,3,0,2,0,0,0,249,0,0,0,0,0,0,0,0,0,0,9,1,1,0,1,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,7
"N00002667",778,770,21,19,2,1,16,0,0,2,0,2,727,2,0,0,0,0,2,0,2,0,0,21,3,1,1,0,2,0,2,0,0,0,704,0,0,0,0,0,2,2,0,0,2,2,0,0,1,0,1,0,0,0,0,22
"N00002668",317,312,7,7,0,4,2,1,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,5,5,0,4,1,8,0,0,0,0,0,0,0,0,0,5
"N00002669",530,528,13,12,1,0,9,0,2,1,1,0,509,0,0,0,0,0,0,0,0,0,0,14,1,1,0,1,0,0,0,0,0,0,494,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,6
"N00002670",1917,1894,54,53,2,19,29,0,3,1,1,0,1801,5,1,0,0,0,4,0,2,2,0,65,4,0,0,0,1,0,1,0,1,1,1716,0,0,0,2,0,13,13,0,9,4,14,0,0,1,1,0,0,6,0,0,39
"N00002671",1354,1343,4,4,1,0,1,1,1,0,0,0,1314,4,1,2,0,2,1,0,1,0,0,40,3,0,0,0,0,0,0,0,3,2,1269,1,0,0,0,0,4,4,0,4,0,3,0,0,0,0,0,0,2,0,1,24
"N00002672",333,331,16,16,1,1,12,0,2,0,0,0,308,1,0,0,0,0,1,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,7
"N00002673",1282,1258,25,24,2,3,8,0,11,1,0,1,1207,2,0,0,0,0,2,0,1,0,1,35,21,3,0,3,0,0,0,0,16,7,1165,9,0,0,2,0,1,1,0,0,1,6,0,0,0,0,0,0,1,0,1,25
"N00002674",289,283,1,1,1,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,5,0,273,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
"N00002675",385,380,1,1,0,0,0,0,1,0,0,0,376,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,364,0,0,0,0,0,3,3,0,2,1,2,0,0,2,0,2,0,0,0,0,3
"N00002676",708,704,29,28,0,9,7,0,12,1,0,1,663,1,0,0,0,0,1,1,0,0,0,22,1,0,0,0,1,1,0,0,0,0,636,0,0,0,0,0,1,1,0,1,0,4,0,0,1,0,1,0,1,0,0,12
"N00002677",408,405,8,8,3,0,5,0,0,0,0,0,389,0,0,0,0,0,0,0,0,0,0,18,2,1,0,1,0,0,0,0,0,0,366,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,3,5
"N00002678",368,364,28,27,0,13,5,0,9,1,0,1,325,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,3,3,0,0,0,0,314,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3,0,2,9
"N00002679",534,526,17,17,0,4,8,0,5,0,0,0,497,3,0,2,0,2,1,0,1,0,0,7,5,0,0,0,2,0,2,0,0,0,486,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12
"N00002680",430,422,6,5,0,0,5,0,0,1,0,1,412,5,0,0,0,0,5,0,4,0,1,16,2,0,0,0,1,0,1,0,1,0,395,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,4
"N00002681",436,432,4,3,2,0,0,0,1,1,0,1,416,1,1,0,0,0,0,0,0,0,0,14,3,1,0,1,1,0,1,0,0,0,395,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,12
"N00002682",457,453,0,0,0,0,0,0,0,0,0,0,445,2,0,0,0,0,2,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,432,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,8
"N00002683",395,393,2,1,0,0,1,0,0,1,1,0,387,1,0,1,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,363,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,4
"N00002684",458,446,1,0,0,0,0,0,0,1,0,1,438,1,0,0,0,0,1,0,1,0,0,6,5,0,0,0,1,1,0,0,4,0,432,4,0,0,0,0,3,3,0,0,3,0,0,0,3,3,0,0,0,0,0,7
