"Geography_Code","NM_1521_1_0","NM_1521_1_1","NM_1521_1_10","NM_1521_1_11","NM_1521_1_12","NM_1521_1_13","NM_1521_1_2","NM_1521_1_3","NM_1521_1_4","NM_1521_1_5","NM_1521_1_6","NM_1521_1_7","NM_1521_1_8","NM_1521_1_9"
"N00003381",234,4,29,23,6,30,1,3,22,15,12,22,47,53
"N00003382",181,10,20,15,5,6,3,7,12,23,11,17,42,40
"N00003383",184,18,16,13,3,9,6,12,32,24,8,15,29,33
"N00003384",297,37,4,1,3,19,8,29,90,49,18,23,35,22
"N00003385",321,54,3,2,1,30,5,49,86,51,39,14,28,16
"N00003386",265,18,23,8,15,20,5,13,54,33,19,17,47,34
"N00003387",244,53,5,4,1,21,8,45,76,35,21,13,15,5
"N00003388",251,45,11,6,5,15,7,38,71,42,21,11,20,15
"N00003389",294,70,4,2,2,47,12,58,98,35,19,4,8,9
"N00003390",254,37,6,0,6,24,5,32,58,49,20,10,34,16
"N00003391",284,37,8,3,5,7,6,31,61,36,27,23,40,45
"N00003392",313,41,10,7,3,35,5,36,81,39,55,14,19,19
"N00003393",284,51,4,3,1,22,12,39,60,43,36,13,29,26
"N00003394",294,54,4,1,3,29,9,45,79,35,43,12,30,8
"N00003395",201,45,7,5,2,7,11,34,55,18,20,6,25,18
"N00003396",306,70,2,1,1,27,19,51,82,34,50,14,16,11
"N00003397",199,15,23,19,4,32,6,9,29,29,9,10,23,29
"N00003398",298,21,19,15,4,35,3,18,65,64,14,17,38,25
"N00003399",312,16,14,11,3,43,3,13,80,45,25,16,45,28
"N00003400",326,33,15,8,7,40,6,27,93,54,22,17,39,13
"N00003401",296,29,12,8,4,43,7,22,85,48,18,14,25,22
"N00003402",296,4,55,37,18,29,1,3,29,35,15,11,64,54
"N00003403",197,2,38,27,11,27,1,1,16,20,9,12,37,36
"N00003404",222,2,41,32,9,22,0,2,17,24,8,18,44,46
"N00003405",251,3,41,34,7,19,0,3,37,25,5,20,57,44
"N00003406",263,11,13,7,6,20,1,10,36,37,14,23,61,48
"N00003407",443,42,9,8,1,22,12,30,112,58,37,44,74,45
"N00003408",353,29,20,13,7,24,10,19,69,54,36,20,53,48
"N00003409",253,16,9,7,2,8,4,12,37,33,23,32,48,47
"N00003410",485,49,18,7,11,33,10,39,84,74,38,35,89,65
"N00003411",204,19,10,7,3,17,2,17,39,35,9,20,25,30
"N00003412",226,8,9,6,3,22,0,8,24,30,12,14,53,54
"N00003413",212,7,10,4,6,14,4,3,24,31,18,21,44,43
"N00003414",288,32,12,8,4,24,12,20,60,48,15,13,60,24
"N00003415",237,7,13,8,5,18,1,6,33,34,20,26,44,42
"N00003416",225,6,13,10,3,19,2,4,29,31,14,17,56,40
"N00003417",176,4,12,10,2,24,2,2,26,22,7,10,35,36
"N00003418",184,5,21,13,8,10,2,3,14,25,10,15,41,43
"N00003419",236,16,8,7,1,16,3,13,49,52,19,17,43,16
"N00003420",217,6,13,6,7,18,2,4,33,16,9,18,60,44
"N00003421",204,5,26,17,9,16,0,5,17,17,5,21,59,38
"N00003422",351,47,20,17,3,29,7,40,73,53,31,13,52,33
"N00003423",327,13,21,18,3,14,0,13,60,31,14,26,74,74
"N00003424",222,6,10,4,6,23,2,4,33,28,11,24,45,42
"N00003425",145,7,10,7,3,9,4,3,22,16,7,12,28,34
"N00003426",552,54,29,11,18,45,12,42,122,75,41,27,91,68
"N00003427",239,12,11,6,5,16,1,11,44,29,20,23,43,41
"N00003428",226,15,5,2,3,15,2,13,43,39,12,26,47,24
"N00003429",204,3,15,9,6,10,1,2,17,32,8,20,59,40
"N00003430",195,7,24,22,2,19,4,3,18,28,10,16,38,35
"N00003431",209,2,17,11,6,15,1,1,26,20,8,20,54,47
"N00003432",222,20,5,1,4,11,2,18,66,25,23,17,30,25
"N00003433",178,8,9,4,5,14,1,7,37,26,10,14,38,22
"N00003434",204,16,7,6,1,21,4,12,51,25,8,23,29,24
"N00003435",156,5,7,5,2,10,2,3,20,23,12,13,36,30
"N00003436",253,16,6,4,2,24,1,15,49,53,21,21,41,22
"N00003437",249,27,3,3,0,28,7,20,60,40,20,16,34,21
"N00003438",276,33,3,1,2,19,7,26,55,48,23,22,42,31
"N00003439",205,23,4,1,3,12,1,22,58,43,8,16,31,10
"N00003440",214,23,5,3,2,14,8,15,62,35,14,13,26,22
"N00003441",261,25,7,3,4,15,4,21,47,47,17,16,59,28
"N00003442",160,8,3,1,2,9,2,6,28,31,12,13,28,28
"N00003443",510,39,12,10,2,30,9,30,118,112,55,39,72,33
"N00003444",310,37,8,2,6,34,10,27,77,44,36,22,30,22
"N00003445",348,32,1,1,0,28,7,25,87,76,32,17,47,28
"N00003446",291,35,3,2,1,25,8,27,67,52,29,22,40,18
"N00003447",217,11,8,5,3,8,7,4,27,48,18,23,42,32
"N00003448",399,43,16,12,4,27,8,35,85,59,62,26,40,41
"N00003449",301,42,7,4,3,26,5,37,62,41,67,8,29,19
"N00003450",248,19,6,3,3,23,4,15,63,35,39,18,27,18
"N00003451",472,39,8,5,3,32,9,30,102,92,46,30,81,42
"N00003452",321,32,11,7,4,30,10,22,63,40,58,25,40,22
"N00003453",249,6,14,9,5,10,2,4,81,65,8,25,22,18
"N00003454",229,15,5,3,2,23,3,12,63,37,13,16,38,19
"N00003455",223,28,5,3,2,16,4,24,52,41,20,9,34,18
"N00003456",208,17,4,3,1,10,5,12,66,44,7,19,31,10
"N00003457",196,10,2,1,1,15,2,8,44,31,7,15,43,29
"N00003458",259,20,9,7,2,25,2,18,60,50,10,19,32,34
"N00003459",166,8,4,2,2,8,0,8,41,35,18,11,23,18
"N00003460",296,28,9,6,3,36,1,27,73,53,19,22,39,17
"N00003461",205,25,4,4,0,16,8,17,59,35,19,7,28,12
"N00003462",300,52,2,0,2,34,10,42,91,47,13,12,32,17
"N00003463",343,54,2,0,2,23,11,43,77,54,50,22,39,22
"N00003464",274,45,7,2,5,22,4,41,91,43,15,20,17,14
"N00003465",207,9,14,8,6,18,1,8,24,25,10,18,45,44
"N00003466",212,40,5,3,2,11,4,36,51,40,24,15,17,9
"N00003467",333,85,4,2,2,10,21,64,104,42,41,14,21,12
"N00003468",212,45,4,2,2,8,10,35,66,30,16,9,24,10
"N00003469",269,30,10,7,3,12,8,22,39,30,25,29,54,40
"N00003470",263,22,4,1,3,31,5,17,49,53,40,11,26,27
"N00003471",202,9,15,12,3,14,1,8,28,28,16,20,37,35
"N00003472",232,22,5,2,3,17,3,19,62,39,31,15,22,19
"N00003473",271,25,18,10,8,29,2,23,59,28,20,21,43,28
"N00003474",301,50,6,6,0,19,10,40,109,50,22,10,24,11
"N00003475",794,152,17,12,5,61,32,120,218,114,69,40,78,45
"N00003476",535,75,9,4,5,46,17,58,146,67,55,28,74,35
"N00003477",332,32,8,4,4,13,5,27,93,70,37,21,35,23
"N00003478",596,84,15,9,6,56,16,68,157,104,32,33,77,38
"N00003479",578,142,10,8,2,46,19,123,191,78,41,19,38,13
"N00003480",178,5,19,12,7,10,0,5,20,16,10,23,43,32
"N00003481",121,23,1,0,1,12,6,17,40,21,7,6,8,3
"N00003482",198,9,13,5,8,12,1,8,32,23,25,17,39,28
"N00003483",251,5,29,15,14,23,1,4,24,33,19,21,49,48
"N00003484",219,5,23,10,13,21,1,4,23,15,12,12,52,56
"N00003485",188,5,10,8,2,9,0,5,18,15,15,28,50,38
"N00003486",242,5,20,14,6,24,3,2,29,13,9,23,53,66
"N00003487",236,6,19,9,10,22,1,5,17,21,13,16,60,62
"N00003488",185,5,27,17,10,18,0,5,16,11,4,28,48,28
"N00003489",452,10,52,32,20,39,4,6,39,38,22,28,121,103
"N00003490",179,2,35,29,6,18,0,2,17,20,10,11,31,35
"N00003491",427,10,76,55,21,45,1,9,33,61,19,29,82,72
"N00003492",284,5,40,33,7,27,2,3,30,41,16,24,52,49
"N00003493",490,13,80,63,17,55,3,10,40,67,9,34,112,80
"N00003494",585,32,31,19,12,67,8,24,97,117,49,42,82,68
"N00003495",333,27,15,9,6,37,6,21,82,50,23,26,42,31
"N00003496",422,18,44,28,16,66,1,17,59,73,24,25,60,53
"N00003497",286,3,20,13,7,33,1,2,44,43,7,17,58,61
"N00003498",173,7,10,4,6,14,2,5,31,24,9,16,34,28
"N00003499",163,8,6,5,1,20,1,7,21,23,2,17,42,24
"N00003500",214,25,7,6,1,12,5,20,50,26,11,15,45,23
"N00003501",208,18,11,4,7,23,1,17,34,33,12,13,32,32
"N00003502",149,3,6,4,2,7,0,3,28,11,9,13,46,26
"N00003503",256,17,17,9,8,40,4,13,51,29,16,11,40,35
"N00003504",256,27,9,5,4,23,6,21,56,34,14,26,44,23
"N00003505",146,4,6,4,2,14,1,3,18,16,8,18,32,30
"N00003506",283,9,15,13,2,24,1,8,42,29,11,22,76,55
"N00003507",180,4,12,8,4,14,1,3,22,24,12,17,40,35
"N00003508",210,8,12,10,2,15,2,6,28,23,6,19,50,49
"N00003509",204,11,6,3,3,15,0,11,39,37,17,15,37,27
"N00003510",232,6,17,12,5,15,1,5,22,23,10,26,52,61
"N00003511",172,6,8,7,1,12,2,4,25,31,14,14,33,29
"N00003512",209,12,13,8,5,19,3,9,31,23,5,21,47,38
"N00003513",337,9,26,17,9,23,1,8,45,38,24,25,73,74
"N00003514",469,9,84,61,23,56,2,7,42,50,26,32,91,79
"N00003515",186,5,26,21,5,25,4,1,15,26,8,14,29,38
"N00003516",226,5,35,24,11,34,1,4,19,31,7,14,50,31
"N00003517",419,3,79,58,21,45,1,2,40,41,22,25,81,83
"N00003518",200,7,33,22,11,13,1,6,14,21,11,12,47,42
"N00003519",136,2,20,17,3,12,0,2,10,18,12,7,27,28
"N00003520",201,4,29,20,9,20,1,3,16,24,19,15,36,38
"N00003521",614,38,3,3,0,31,21,17,194,247,11,21,37,32
"N00003522",295,40,18,14,4,28,6,34,80,35,29,15,35,15
"N00003523",271,59,3,3,0,31,11,48,94,32,22,6,14,10
"N00003524",864,127,11,8,3,77,44,83,262,136,55,46,96,54
"N00003525",256,31,2,1,1,19,5,26,61,42,19,24,41,17
"N00003526",219,34,0,0,0,16,11,23,67,39,16,11,23,13
"N00003527",358,21,24,13,11,45,2,19,68,35,49,31,24,61
"N00003528",627,63,29,19,10,68,21,42,110,71,106,38,77,65
"N00003529",333,17,19,14,5,39,4,13,42,41,51,23,40,61
"N00003530",326,18,18,13,5,27,1,17,66,41,57,25,25,49
"N00003531",276,16,12,7,5,38,1,15,48,31,37,20,31,43
"N00003532",314,20,7,7,0,35,3,17,64,29,56,30,35,38
"N00003533",404,24,23,12,11,39,2,22,75,44,51,39,51,58
"N00003534",216,10,19,11,8,20,3,7,35,17,24,15,28,48
"N00003535",347,24,13,12,1,41,4,20,74,31,62,20,37,45
"N00003536",373,22,30,24,6,50,3,19,49,28,65,19,51,59
"N00003537",222,4,29,26,3,19,0,4,18,27,18,20,33,54
"N00003538",319,22,18,7,11,28,3,19,53,33,33,24,41,67
"N00003539",240,23,11,8,3,21,4,19,54,30,18,11,40,32
"N00003540",195,10,17,11,6,19,1,9,30,18,15,14,39,33
"N00003541",188,12,13,10,3,14,3,9,31,15,20,10,34,39
"N00003542",187,3,26,23,3,12,0,3,15,14,11,21,33,52
"N00003543",383,23,12,8,4,39,2,21,99,35,59,22,47,47
"N00003544",270,14,38,32,6,18,4,10,51,27,35,12,31,44
"N00003545",331,21,14,7,7,36,3,18,62,29,62,14,30,63
"N00003546",234,14,17,12,5,14,6,8,38,26,24,20,36,45
"N00003547",464,27,22,17,5,37,7,20,107,46,82,30,54,59
"N00003548",1214,66,97,71,26,111,14,52,199,114,134,88,162,243
"N00003549",381,24,18,12,6,42,4,20,70,37,86,33,31,40
"N00003550",348,55,20,17,3,49,8,47,100,40,36,7,25,16
"N00003551",354,51,17,10,7,35,6,45,79,42,39,16,47,28
"N00003552",318,18,29,20,9,26,6,12,66,27,39,22,45,46
"N00003553",262,29,10,3,7,29,6,23,55,33,29,18,29,30
"N00003554",170,3,20,16,4,21,1,2,16,14,13,14,32,37
"N00003555",268,9,29,21,8,28,0,9,29,29,27,15,47,55
"N00003556",500,4,61,39,22,50,1,3,40,20,30,36,101,158
"N00003557",168,3,20,16,4,7,1,2,23,8,10,13,40,44
"N00003558",347,19,29,19,10,34,10,9,54,34,58,24,39,56
"N00003559",373,17,19,11,8,31,4,13,68,46,57,22,57,56
"N00003560",366,36,14,7,7,43,5,31,78,25,79,25,27,39
"N00003561",343,20,13,8,5,28,5,15,67,35,77,21,37,45
"N00003562",320,28,18,15,3,27,6,22,80,38,33,17,36,43
"N00003563",349,18,16,12,4,43,6,12,49,27,48,29,50,69
"N00003564",286,20,16,12,4,32,6,14,61,35,38,21,34,29
"N00003565",317,29,13,7,6,40,11,18,60,28,54,19,39,35
"N00003566",362,27,16,10,6,45,7,20,82,33,54,23,39,43
"N00003567",360,24,18,15,3,36,2,22,71,35,66,34,36,40
"N00003568",285,21,10,8,2,19,4,17,44,28,46,22,43,52
"N00003569",371,19,3,3,0,52,4,15,51,44,73,25,50,54
"N00003570",387,24,17,12,5,43,4,20,53,38,67,22,59,64
"N00003571",229,9,20,12,8,14,3,6,50,22,22,22,29,41
"N00003572",352,17,19,18,1,28,4,13,67,29,64,23,43,62
"N00003573",312,23,13,9,4,39,6,17,62,37,50,18,43,27
"N00003574",330,21,14,11,3,43,4,17,56,35,64,20,38,39
"N00003575",365,16,11,5,6,43,0,16,51,37,68,34,43,62
"N00003576",361,24,19,15,4,26,5,19,61,32,61,27,48,63
"N00003577",313,14,27,20,7,25,0,14,34,27,50,19,46,71
"N00003578",392,36,26,19,7,35,6,30,83,36,58,30,39,49
"N00003579",334,24,12,10,2,37,1,23,63,25,62,24,40,47
"N00003580",316,22,22,14,8,41,7,15,84,25,35,21,24,42
"N00003581",497,24,30,20,10,49,6,18,74,56,36,37,92,99
"N00003582",424,22,39,24,15,41,5,17,62,40,55,27,67,71
"N00003583",494,36,30,21,9,44,4,32,92,46,61,33,68,84
"N00003584",221,5,23,18,5,28,2,3,17,14,22,13,33,66
"N00003585",244,11,26,15,11,23,1,10,13,23,21,26,44,57
"N00003586",224,2,29,20,9,13,0,2,23,16,18,23,49,51
"N00003587",342,23,14,12,2,27,6,17,74,39,64,28,32,41
"N00003588",418,32,27,21,6,47,10,22,87,46,74,25,36,44
"N00003589",389,27,31,19,12,52,3,24,56,36,53,26,42,66
"N00003590",435,24,23,16,7,44,0,24,71,46,91,20,43,73
"N00003591",390,20,25,20,5,34,1,19,65,49,86,20,42,49
"N00003592",272,15,13,5,8,24,1,14,49,32,45,21,32,41
"N00003593",394,19,41,35,6,39,2,17,53,36,55,25,57,69
"N00003594",638,44,21,13,8,47,10,34,97,65,66,60,120,118
"N00003595",249,18,12,6,6,23,4,14,36,30,32,22,32,44
"N00003596",210,18,14,11,3,21,5,13,34,16,29,12,31,35
"N00003597",333,18,11,11,0,28,3,15,65,34,68,22,39,48
"N00003598",268,31,11,8,3,20,6,25,68,29,27,24,39,19
"N00003599",304,24,20,11,9,22,4,20,56,43,31,18,41,49
"N00003600",281,1,34,27,7,37,0,1,27,31,24,29,46,52
"N00003601",289,22,11,9,2,37,8,14,58,30,17,15,54,45
"N00003602",273,9,26,20,6,33,2,7,42,29,11,26,42,55
"N00003603",252,19,12,9,3,28,6,13,40,31,24,11,35,52
"N00003604",238,9,19,7,12,19,3,6,27,23,9,22,43,67
"N00003605",237,6,45,24,21,19,3,3,16,14,11,17,48,61
"N00003606",283,21,5,5,0,25,2,19,60,40,23,28,34,47
"N00003607",353,51,7,2,5,29,12,39,108,46,23,16,37,36
"N00003608",346,29,21,14,7,32,6,23,56,35,35,21,46,71
"N00003609",232,6,28,20,8,31,2,4,25,17,14,11,54,46
"N00003610",216,5,15,7,8,20,2,3,27,22,18,14,46,49
"N00003611",197,4,24,18,6,13,1,3,25,16,14,9,38,54
"N00003612",331,15,15,9,6,40,3,12,50,50,57,24,34,46
"N00003613",302,21,10,7,3,21,3,18,42,38,56,25,45,44
"N00003614",323,20,19,15,4,36,2,18,58,33,56,16,46,39
"N00003615",240,7,13,7,6,19,3,4,31,34,29,25,35,47
"N00003616",261,13,15,9,6,32,3,10,37,29,38,23,38,36
"N00003617",238,8,23,20,3,20,6,2,25,22,14,23,41,62
"N00003618",341,19,18,12,6,53,2,17,58,30,77,26,29,31
"N00003619",316,17,19,11,8,30,1,16,52,17,55,19,53,54
"N00003620",366,25,23,21,2,41,7,18,66,33,47,24,65,42
"N00003621",302,17,17,6,11,35,3,14,54,25,58,15,37,44
"N00003622",414,25,26,23,3,48,4,21,70,40,66,27,40,72
"N00003623",222,4,20,15,5,22,0,4,20,19,24,23,33,57
"N00003624",490,29,31,19,12,31,2,27,79,50,88,34,70,78
"N00003625",316,9,43,30,13,24,0,9,26,25,50,16,59,64
"N00003626",261,18,9,6,3,21,2,16,51,30,49,14,41,28
"N00003627",233,8,29,18,11,10,2,6,16,17,16,23,62,52
"N00003628",241,14,15,7,8,4,0,14,37,28,29,20,47,47
"N00003629",180,14,17,11,6,24,1,13,55,14,25,11,7,13
"N00003630",435,43,34,23,11,20,6,37,118,36,80,25,44,35
"N00003631",140,9,20,13,7,8,2,7,12,10,14,13,31,23
"N00003632",217,21,16,10,6,13,5,16,58,13,32,14,31,19
"N00003633",178,0,46,35,11,10,0,0,11,8,4,10,43,46
"N00003634",227,6,10,5,5,19,1,5,25,25,32,21,39,50
"N00003635",220,10,10,7,3,20,0,10,31,15,42,21,43,28
"N00003636",246,16,13,5,8,20,3,13,48,23,50,7,37,32
"N00003637",292,28,12,8,4,33,6,22,81,39,29,20,31,19
"N00003638",331,19,21,12,9,45,2,17,67,52,37,17,35,38
"N00003639",228,20,9,2,7,24,7,13,59,28,37,9,24,18
"N00003640",243,10,34,26,8,21,1,9,31,21,21,17,45,43
"N00003641",338,20,14,9,5,23,2,18,59,27,109,17,42,27
"N00003642",274,16,29,18,11,16,3,13,51,24,53,21,27,37
"N00003643",303,10,22,8,14,17,0,10,49,40,45,26,47,47
"N00003644",221,27,18,12,6,14,4,23,52,31,26,17,21,15
"N00003645",375,20,28,19,9,30,2,18,70,33,42,31,59,62
"N00003646",388,30,16,11,5,46,7,23,76,52,41,28,67,32
"N00003647",497,22,45,29,16,45,6,16,79,48,97,39,68,54
"N00003648",306,14,18,12,6,30,2,12,56,31,64,20,43,30
"N00003649",366,21,27,20,7,40,4,17,57,37,69,23,43,49
"N00003650",275,24,17,13,4,26,1,23,72,28,52,11,28,17
"N00003651",233,18,22,14,8,20,0,18,40,23,26,9,35,40
"N00003652",460,16,40,35,5,53,1,15,89,46,104,19,54,39
"N00003653",260,17,17,12,5,27,3,14,50,22,46,17,31,33
"N00003654",175,7,23,16,7,17,0,7,20,14,13,12,29,40
"N00003655",148,4,23,17,6,9,0,4,16,7,25,6,25,33
"N00003656",339,18,24,19,5,33,5,13,64,37,44,26,51,42
"N00003657",279,11,14,8,6,18,5,6,48,24,33,23,55,53
"N00003658",402,17,17,10,7,38,4,13,72,28,99,21,56,54
"N00003659",274,20,27,20,7,18,5,15,36,18,61,18,39,37
"N00003660",285,15,26,14,12,18,3,12,52,28,40,13,50,43
"N00003661",272,6,38,25,13,27,2,4,45,31,27,21,41,36
"N00003662",162,6,24,14,10,7,0,6,21,11,15,11,27,40
"N00003663",215,2,44,27,17,24,1,1,22,19,16,14,43,31
"N00003664",351,20,24,16,8,26,7,13,74,41,40,26,55,45
"N00003665",333,15,26,15,11,25,5,10,51,31,64,22,50,49
"N00003666",366,17,35,25,10,28,0,17,46,33,63,21,63,60
"N00003667",289,15,17,13,4,13,1,14,51,33,58,14,37,51
"N00003668",300,8,13,10,3,19,0,8,39,43,63,16,46,53
"N00003669",309,10,24,15,9,26,2,8,44,37,53,22,51,42
"N00003670",300,27,12,11,1,31,4,23,52,26,51,13,46,42
"N00003671",222,3,32,25,7,16,3,0,13,19,19,17,51,52
"N00003672",202,10,13,10,3,13,2,8,30,24,27,14,39,32
"N00003673",176,5,16,13,3,5,2,3,21,23,28,13,31,34
"N00003674",293,19,16,12,4,20,4,15,43,29,53,21,44,48
"N00003675",222,10,15,7,8,19,2,8,37,25,30,18,36,32
"N00003676",206,9,32,24,8,9,3,6,23,12,13,22,38,48
"N00003677",208,3,42,29,13,23,2,1,16,15,7,19,41,42
"N00003678",282,4,34,27,7,26,1,3,25,15,13,28,58,79
"N00003679",234,8,30,22,8,21,3,5,34,21,11,19,36,54
"N00003680",185,12,32,22,10,13,1,11,18,17,10,14,34,35
"N00003681",288,15,32,27,5,17,2,13,43,23,20,27,55,56
"N00003682",167,4,25,19,6,9,2,2,19,13,9,8,33,47
"N00003683",267,11,47,34,13,12,1,10,37,30,20,19,45,46
"N00003684",236,4,38,26,12,27,0,4,24,20,19,21,39,44
"N00003685",253,11,23,14,9,25,3,8,42,29,22,18,37,46
"N00003686",245,7,32,21,11,27,1,6,23,29,26,11,44,46
"N00003687",334,16,22,13,9,37,2,14,46,40,43,23,57,50
"N00003688",258,4,33,25,8,15,0,4,25,28,19,18,44,72
"N00003689",197,6,35,23,12,9,0,6,19,16,6,16,28,62
"N00003690",370,16,21,17,4,28,6,10,64,39,76,28,47,51
"N00003691",309,11,18,11,7,32,1,10,46,35,74,16,42,35
"N00003692",279,14,9,7,2,20,4,10,54,17,66,19,40,40
"N00003693",295,9,21,10,11,26,2,7,36,34,50,24,40,55
"N00003694",348,14,13,6,7,34,2,12,46,31,85,21,56,48
"N00003695",294,15,18,12,6,30,1,14,43,34,43,20,39,52
"N00003696",288,16,13,10,3,18,6,10,37,19,59,28,53,45
"N00003697",334,24,25,15,10,50,5,19,53,30,39,18,36,59
"N00003698",447,39,28,18,10,45,6,33,78,43,69,21,52,72
"N00003699",283,28,24,13,11,37,6,22,76,28,26,11,24,29
"N00003700",307,31,22,12,10,39,6,25,53,24,42,14,37,45
"N00003701",434,35,14,8,6,51,6,29,87,45,73,24,51,54
"N00003702",546,79,26,16,10,56,12,67,145,66,68,21,44,41
"N00003703",403,50,19,13,6,39,15,35,88,49,50,25,30,53
"N00003704",318,20,20,10,10,21,3,17,61,41,49,18,46,42
"N00003705",321,6,26,18,8,20,2,4,60,40,50,18,52,49
"N00003706",351,21,34,22,12,31,4,17,51,47,49,15,42,61
"N00003707",408,25,38,15,23,59,5,20,69,38,65,20,50,44
"N00003708",370,22,38,25,13,45,4,18,56,37,53,23,38,58
"N00003709",283,14,29,13,16,34,3,11,32,29,24,21,48,52
"N00003710",321,15,45,36,9,30,4,11,40,33,28,26,51,53
"N00003711",368,30,23,15,8,32,4,26,80,38,49,36,34,46
"N00003712",278,17,24,16,8,17,6,11,72,30,27,17,40,34
"N00003713",274,13,34,18,16,34,2,11,42,31,20,16,47,37
"N00003714",286,7,47,34,13,33,2,5,28,34,22,21,41,53
"N00003715",212,5,29,17,12,10,1,4,27,20,10,23,51,37
"N00003716",235,15,25,13,12,12,4,11,41,18,18,18,47,41
"N00003717",213,14,22,10,12,12,1,13,38,19,22,17,28,41
"N00003718",1031,80,78,49,29,137,13,67,246,121,109,51,111,98
"N00003719",313,20,18,10,8,32,5,15,76,33,47,18,39,30
"N00003720",319,25,18,9,9,48,3,22,59,37,29,22,30,51
"N00003721",405,32,61,43,18,35,4,28,73,30,57,12,46,59
"N00003722",325,24,50,33,17,22,5,19,54,43,47,14,34,37
"N00003723",307,14,44,27,17,38,1,13,52,29,43,8,34,45
"N00003724",301,13,45,35,10,35,2,11,51,23,37,10,38,49
"N00003725",205,6,47,35,12,14,2,4,25,21,18,9,22,43
"N00003726",313,8,35,21,14,45,2,6,35,33,53,20,43,41
"N00003727",263,12,79,60,19,22,1,11,31,15,24,8,35,37
"N00003728",254,3,42,26,16,29,0,3,27,28,36,13,34,42
"N00003729",305,13,50,34,16,13,3,10,45,28,31,16,43,66
"N00003730",329,15,39,26,13,47,3,12,45,37,46,19,42,39
"N00003731",284,13,40,28,12,30,2,11,43,35,36,20,28,39
"N00003732",516,17,127,104,23,39,3,14,39,46,37,36,81,94
"N00003733",274,7,86,62,24,35,1,6,13,26,14,14,45,34
"N00003734",293,7,41,21,20,37,3,4,29,22,11,23,62,61
"N00003735",222,1,47,34,13,20,0,1,21,19,8,13,35,58
"N00003736",270,3,36,24,12,25,2,1,31,19,7,33,57,59
"N00003737",362,11,59,38,21,54,3,8,39,28,20,28,51,72
"N00003738",219,7,33,24,9,16,1,6,13,25,7,16,51,51
"N00003739",301,21,31,20,11,21,3,18,49,25,21,33,44,56
"N00003740",202,15,19,16,3,20,4,11,24,23,14,17,34,36
"N00003741",193,8,32,23,9,8,0,8,20,16,6,12,38,53
"N00003742",235,9,23,12,11,23,0,9,26,12,19,24,43,56
"N00003743",374,29,20,11,9,44,4,25,60,44,51,21,57,48
"N00003744",294,7,26,12,14,30,1,6,40,29,29,19,52,62
"N00003745",327,27,22,15,7,28,4,23,77,24,38,17,46,48
"N00003746",235,12,14,10,4,29,2,10,48,24,15,21,34,38
"N00003747",228,25,15,13,2,19,8,17,50,25,25,15,28,26
"N00003748",284,20,21,11,10,25,3,17,37,25,44,22,41,49
"N00003749",354,35,16,10,6,39,8,27,95,24,27,37,49,32
"N00003750",348,45,14,8,6,48,8,37,88,43,35,16,38,21
"N00003751",407,45,15,13,2,40,7,38,124,43,30,22,50,38
"N00003752",318,31,21,12,9,37,6,25,67,29,43,14,39,37
"N00003753",358,19,40,33,7,35,7,12,50,30,27,38,50,69
"N00003754",253,15,11,8,3,26,3,12,47,29,26,22,44,33
"N00003755",332,18,25,20,5,36,3,15,62,23,44,23,42,59
"N00003756",217,1,46,37,9,22,0,1,14,9,9,14,54,48
"N00003757",237,14,25,21,4,25,0,14,29,22,14,18,45,45
"N00003758",401,22,25,14,11,38,5,17,74,50,38,34,59,61
"N00003759",247,13,27,22,5,15,3,10,30,27,24,20,44,47
"N00003760",213,9,36,25,11,11,2,7,22,16,7,18,29,65
"N00003761",272,20,14,9,5,19,0,20,46,21,42,19,51,40
"N00003762",349,33,16,9,7,28,6,27,60,38,73,23,42,36
"N00003763",335,23,16,10,6,30,6,17,69,46,58,17,41,35
"N00003764",428,25,20,15,5,44,4,21,64,56,71,27,66,55
"N00003765",298,21,18,13,5,29,6,15,51,25,56,14,45,39
"N00003766",360,35,18,11,7,41,7,28,74,33,57,21,32,49
"N00003767",360,31,23,16,7,47,6,25,71,45,52,16,33,42
"N00003768",457,58,34,19,15,37,10,48,97,36,65,33,54,43
"N00003769",274,14,26,14,12,19,3,11,58,25,29,22,42,39
"N00003770",357,16,36,21,15,26,5,11,39,31,19,38,76,76
"N00003771",355,18,40,32,8,36,3,15,64,27,37,23,58,52
"N00003772",144,7,22,18,4,8,1,6,19,13,5,8,27,35
"N00003773",243,10,24,14,10,15,5,5,57,21,15,20,32,49
"N00003774",267,14,12,8,4,33,4,10,63,35,19,18,46,27
"N00003775",399,39,18,10,8,32,7,32,123,57,36,21,41,32
"N00003776",274,10,29,19,10,24,2,8,37,35,13,21,45,60
"N00003777",219,1,30,23,7,17,0,1,30,12,3,18,44,64
"N00003778",295,14,46,30,16,24,0,14,33,19,16,22,56,65
"N00003779",249,2,49,40,9,35,0,2,16,22,12,24,40,49
"N00003780",276,7,15,11,4,42,2,5,59,21,18,21,64,29
"N00003781",295,16,24,17,7,46,4,12,60,28,22,25,30,44
"N00003782",433,32,29,22,7,49,5,27,99,42,35,21,60,66
"N00003783",257,7,32,16,16,14,2,5,30,18,18,32,63,43
"N00003784",349,27,34,25,9,40,2,25,60,32,43,15,48,50
"N00003785",426,26,33,19,14,44,6,20,68,45,63,26,58,63
"N00003786",363,31,23,16,7,33,11,20,70,52,28,33,44,49
"N00003787",300,22,14,10,4,42,3,19,61,38,43,21,29,30
