"Geography_Code","NM_1553_1_0","NM_1553_1_1","NM_1553_1_2","NM_1553_1_3","NM_1553_1_4","NM_1553_1_5","NM_1553_1_6","NM_1553_1_7","NM_1553_1_8"
"N00002878",105,40,40,17,6,2,0,0,0
"N00002879",154,23,59,26,22,18,5,1,0
"N00002880",151,33,41,23,29,15,8,1,1
"N00002881",206,54,61,36,39,14,1,1,0
"N00002882",134,31,40,23,20,10,8,0,2
"N00002883",178,42,48,36,37,9,4,1,1
"N00002884",155,21,48,28,29,18,8,3,0
"N00002885",302,129,80,36,37,11,6,1,2
"N00002886",268,51,57,58,53,35,12,0,2
"N00002887",247,44,82,54,49,13,5,0,0
"N00002888",140,25,39,25,20,24,4,2,1
"N00002889",142,57,42,11,16,11,4,1,0
"N00002890",137,24,37,24,28,20,4,0,0
"N00002891",204,35,52,38,36,29,12,1,1
"N00002892",154,26,31,24,42,20,8,1,2
"N00002893",114,41,24,24,17,4,3,1,0
"N00002894",147,49,45,24,18,8,3,0,0
"N00002895",170,42,37,30,39,13,8,1,0
"N00002896",120,29,31,13,23,15,7,2,0
"N00002897",323,59,82,61,67,35,18,1,0
"N00002898",134,50,43,15,14,7,5,0,0
"N00002899",132,46,48,13,11,6,8,0,0
"N00002900",139,51,42,20,18,6,2,0,0
"N00002901",126,48,43,13,12,4,6,0,0
"N00002902",149,62,40,21,7,18,1,0,0
"N00002903",320,135,76,45,27,14,18,3,2
"N00002904",138,20,39,27,24,22,5,1,0
"N00002905",153,32,44,25,31,13,7,1,0
"N00002906",144,30,42,25,17,18,11,1,0
"N00002907",186,33,32,29,39,30,18,4,1
"N00002908",164,39,38,26,36,14,10,1,0
"N00002909",173,34,38,29,29,25,13,3,2
"N00002910",211,28,56,41,38,15,19,6,8
"N00002911",222,35,51,38,41,41,11,3,2
"N00002912",134,35,44,20,19,11,4,1,0
"N00002913",127,40,39,17,18,10,3,0,0
"N00002914",441,106,105,71,82,52,21,3,1
"N00002915",96,33,36,9,9,5,4,0,0
"N00002916",152,29,43,25,30,18,6,1,0
"N00002917",127,42,38,14,20,10,3,0,0
"N00002918",127,38,31,24,19,5,6,2,2
"N00002919",131,35,23,23,21,18,10,1,0
"N00002920",151,57,37,22,13,13,5,2,2
"N00002921",110,25,32,11,28,10,3,1,0
"N00002922",149,28,48,18,32,12,4,0,7
"N00002923",138,49,36,15,15,15,6,2,0
"N00002924",158,54,54,26,12,5,6,0,1
"N00002925",119,33,39,15,16,8,6,1,1
"N00002926",156,67,33,21,17,8,8,0,2
"N00002927",141,42,35,17,27,12,1,5,2
"N00002928",123,25,34,20,25,13,4,2,0
"N00002929",274,82,68,47,42,16,14,4,1
"N00002930",143,30,34,31,27,11,9,1,0
"N00002931",225,53,59,40,44,18,8,3,0
"N00002932",127,33,29,15,21,18,6,4,1
"N00002933",171,18,59,27,37,25,4,0,1
"N00002934",132,24,34,14,30,11,15,3,1
"N00002935",140,37,26,24,32,15,4,2,0
"N00002936",143,35,38,28,21,13,7,0,1
"N00002937",148,36,41,24,24,15,8,0,0
"N00002938",137,25,33,32,23,11,8,4,1
"N00002939",143,34,32,23,38,10,6,0,0
"N00002940",140,44,35,18,21,8,9,1,4
"N00002941",120,30,48,13,17,6,4,2,0
"N00002942",134,23,40,24,21,13,10,2,1
"N00002943",116,27,41,28,11,7,0,1,1
"N00002944",216,51,54,41,49,12,8,0,1
"N00002945",162,50,49,31,24,7,1,0,0
"N00002946",130,44,38,28,13,2,4,1,0
"N00002947",156,35,56,32,19,8,5,1,0
"N00002948",124,21,45,16,27,12,3,0,0
"N00002949",145,52,36,15,26,12,3,0,1
"N00002950",148,51,38,26,22,8,2,1,0
"N00002951",112,46,33,17,13,2,1,0,0
"N00002952",129,33,43,19,26,3,4,1,0
"N00002953",116,53,33,16,11,3,0,0,0
"N00002954",196,34,52,39,45,22,1,3,0
"N00002955",157,36,44,29,25,13,8,2,0
"N00002956",131,37,43,16,15,12,6,2,0
"N00002957",157,64,37,19,17,10,6,3,1
"N00002958",156,36,39,27,28,13,10,3,0
"N00002959",190,43,54,29,28,24,9,2,1
"N00002960",126,31,34,19,24,11,6,1,0
"N00002961",119,30,34,23,11,16,2,1,2
"N00002962",156,54,43,27,17,6,8,1,0
"N00002963",133,37,30,21,27,8,10,0,0
"N00002964",120,20,25,29,23,14,9,0,0
"N00002965",120,38,29,19,19,9,5,1,0
"N00002966",186,34,48,29,37,24,9,4,1
"N00002967",116,33,36,21,21,5,0,0,0
"N00002968",121,33,43,25,15,5,0,0,0
"N00002969",118,57,39,9,10,2,1,0,0
"N00002970",151,77,43,15,7,9,0,0,0
"N00002971",128,55,32,23,13,5,0,0,0
"N00002972",123,48,33,18,14,4,3,1,2
"N00002973",133,29,36,18,19,15,11,5,0
"N00002974",103,20,26,16,16,10,15,0,0
"N00002975",164,18,60,33,24,20,8,1,0
"N00002976",110,24,35,17,21,4,6,1,2
"N00002977",152,37,42,30,22,17,2,2,0
"N00002978",136,22,35,18,26,21,7,4,3
"N00002979",170,50,58,25,21,13,3,0,0
"N00002980",139,41,42,11,20,13,8,3,1
"N00002981",130,63,36,17,9,3,1,1,0
"N00002982",194,52,64,44,19,12,2,1,0
"N00002983",112,22,40,14,19,11,4,2,0
"N00002984",79,18,25,12,15,7,1,0,1
"N00002985",59,20,14,15,6,2,1,1,0
"N00002986",157,39,61,23,23,8,2,0,1
"N00002987",155,36,37,30,18,23,3,4,4
"N00002988",158,40,41,25,21,11,16,2,2
"N00002989",157,28,43,26,34,17,6,1,2
"N00002990",133,35,34,26,20,14,4,0,0
"N00002991",135,31,43,27,22,9,3,0,0
"N00002992",153,29,34,24,28,20,15,2,1
"N00002993",104,40,30,17,10,5,2,0,0
"N00002994",222,32,76,45,44,13,10,1,1
"N00002995",248,60,70,43,34,25,13,1,2
"N00002996",137,89,23,9,9,5,2,0,0
"N00002997",123,48,33,14,12,13,3,0,0
"N00002998",110,46,26,11,12,13,2,0,0
"N00002999",116,49,28,18,13,7,0,1,0
"N00003000",154,30,51,17,16,17,18,1,4
"N00003001",99,32,19,16,19,9,2,2,0
"N00003002",303,101,68,46,39,30,10,5,4
"N00003003",525,137,180,68,87,31,19,2,1
"N00003004",111,46,35,15,12,2,1,0,0
"N00003005",155,27,42,23,31,21,7,2,2
"N00003006",133,14,38,22,31,12,12,4,0
"N00003007",149,33,32,20,29,16,12,2,5
"N00003008",235,62,68,26,50,21,4,3,1
"N00003009",164,31,40,20,42,19,8,1,3
"N00003010",161,44,48,24,28,14,1,2,0
"N00003011",114,28,33,26,13,8,4,2,0
"N00003012",133,24,45,17,26,10,6,2,3
"N00003013",148,29,57,23,16,16,3,2,2
"N00003014",142,28,51,18,24,12,4,2,3
"N00003015",147,35,44,24,31,7,3,2,1
"N00003016",113,28,42,15,13,9,4,0,2
"N00003017",155,47,52,22,19,9,2,1,3
"N00003018",108,47,24,20,8,6,1,1,1
"N00003019",215,66,68,35,25,13,7,1,0
"N00003020",148,40,45,27,15,15,4,1,1
"N00003021",143,31,48,25,23,10,4,1,1
"N00003022",119,40,31,18,10,14,5,1,0
"N00003023",109,48,22,18,8,8,4,0,1
"N00003024",186,66,61,30,19,8,2,0,0
"N00003025",121,27,30,23,30,7,4,0,0
"N00003026",180,28,54,33,37,17,8,3,0
"N00003027",140,28,40,25,18,12,9,0,8
"N00003028",153,27,42,29,33,13,9,0,0
"N00003029",193,44,63,35,32,10,6,1,2
"N00003030",150,49,45,17,22,10,3,1,3
"N00003031",156,29,45,20,27,29,5,1,0
"N00003032",117,26,26,22,17,17,5,2,2
"N00003033",155,36,32,33,29,19,4,0,2
"N00003034",108,47,25,20,8,6,2,0,0
"N00003035",142,36,43,26,19,11,4,3,0
"N00003036",137,38,42,26,14,13,4,0,0
"N00003037",147,42,33,25,30,12,5,0,0
"N00003038",127,31,39,14,25,11,6,0,1
"N00003039",134,48,39,25,16,1,5,0,0
"N00003040",256,159,58,22,8,2,2,3,2
"N00003041",180,56,52,32,30,6,1,0,3
"N00003042",129,57,38,18,13,3,0,0,0
"N00003043",97,40,28,14,12,1,2,0,0
"N00003044",158,48,59,26,16,7,1,1,0
"N00003045",306,93,92,55,30,21,12,0,3
"N00003046",119,25,35,16,26,14,2,1,0
"N00003047",133,22,31,28,24,16,11,1,0
"N00003048",147,37,32,30,22,11,12,2,1
"N00003049",131,38,39,27,14,8,5,0,0
"N00003050",123,29,33,21,22,13,4,1,0
"N00003051",124,26,27,25,19,18,8,0,1
"N00003052",125,48,36,21,11,5,2,0,2
"N00003053",102,26,45,19,8,2,1,0,1
"N00003054",137,35,54,24,17,5,2,0,0
"N00003055",135,35,38,16,27,14,3,2,0
"N00003056",133,35,46,20,19,8,3,1,1
"N00003057",118,40,34,22,11,9,1,1,0
"N00003058",116,30,30,18,20,13,3,1,1
"N00003059",114,23,27,30,24,8,2,0,0
"N00003060",155,85,41,15,8,6,0,0,0
"N00003061",136,21,37,28,26,19,3,1,1
"N00003062",147,29,40,24,27,15,11,1,0
"N00003063",173,26,53,35,27,22,9,0,1
"N00003064",157,29,51,27,28,18,3,0,1
"N00003065",138,45,36,30,14,10,2,0,1
"N00003066",147,49,36,23,20,9,8,2,0
"N00003067",131,25,63,19,18,2,2,2,0
"N00003068",113,63,33,10,5,2,0,0,0
"N00003069",113,38,36,22,8,4,5,0,0
"N00003070",123,43,43,21,11,5,0,0,0
"N00003071",108,34,36,24,8,1,3,2,0
"N00003072",119,60,34,18,6,0,1,0,0
"N00003073",139,19,51,20,29,18,2,0,0
"N00003074",193,50,69,26,24,19,5,0,0
"N00003075",114,26,45,17,18,2,5,1,0
"N00003076",202,49,66,37,29,16,2,3,0
"N00003077",142,35,42,27,27,9,1,1,0
"N00003078",206,44,80,32,32,15,1,2,0
"N00003079",135,40,56,21,11,4,2,1,0
"N00003080",105,30,39,22,10,4,0,0,0
"N00003081",62,30,14,12,6,0,0,0,0
"N00003082",105,34,39,14,13,5,0,0,0
"N00003083",100,34,35,16,12,3,0,0,0
"N00003084",130,37,43,24,13,7,5,0,1
"N00003085",123,30,59,22,10,2,0,0,0
"N00003086",120,46,38,22,8,6,0,0,0
"N00003087",139,28,59,25,17,8,1,0,1
"N00003088",65,21,21,11,8,4,0,0,0
"N00003089",115,28,32,22,18,11,3,1,0
"N00003090",139,32,50,23,27,7,0,0,0
"N00003091",142,29,33,31,34,13,2,0,0
"N00003092",98,32,27,17,14,6,2,0,0
"N00003093",181,34,64,32,37,7,6,1,0
"N00003094",114,25,48,19,16,5,1,0,0
"N00003095",132,36,52,23,16,2,3,0,0
"N00003096",122,39,45,19,15,3,1,0,0
"N00003097",199,23,72,39,46,15,4,0,0
"N00003098",265,58,74,50,46,21,11,4,1
"N00003099",116,26,40,19,17,9,5,0,0
"N00003100",140,50,35,25,18,12,0,0,0
"N00003101",115,35,29,19,14,13,5,0,0
"N00003102",118,26,38,16,23,10,4,0,1
"N00003103",127,45,50,19,7,4,2,0,0
"N00003104",89,25,33,9,13,4,4,0,1
"N00003105",238,157,52,19,2,4,2,1,1
"N00003106",106,46,37,16,5,2,0,0,0
"N00003107",140,97,28,11,4,0,0,0,0
"N00003108",99,25,35,14,11,14,0,0,0
"N00003109",120,38,41,24,11,6,0,0,0
"N00003110",115,52,40,12,4,5,2,0,0
"N00003111",95,40,29,13,7,3,2,1,0
"N00003112",107,33,30,22,16,5,1,0,0
"N00003113",114,38,34,21,14,3,4,0,0
"N00003114",158,80,48,20,6,3,1,0,0
"N00003115",109,37,43,11,13,2,3,0,0
"N00003116",114,27,46,19,16,3,2,1,0
"N00003117",120,42,39,19,15,2,3,0,0
"N00003118",116,72,22,15,4,2,0,0,1
"N00003119",110,47,37,13,9,3,0,0,1
"N00003120",128,24,48,30,18,7,1,0,0
"N00003121",129,32,42,31,16,6,2,0,0
"N00003122",121,41,48,17,10,5,0,0,0
"N00003123",128,25,42,18,25,11,4,2,1
"N00003124",141,56,44,13,15,10,2,0,1
"N00003125",118,29,47,20,10,7,3,1,1
"N00003126",154,38,34,24,33,17,5,2,1
"N00003127",147,23,46,30,24,15,7,1,1
"N00003128",134,54,40,19,16,3,1,1,0
"N00003129",122,27,39,21,27,4,3,0,1
"N00003130",118,26,41,19,23,9,0,0,0
"N00003131",277,44,84,50,58,23,13,4,1
"N00003132",125,35,43,21,18,7,1,0,0
"N00003133",152,43,47,25,21,14,1,1,0
"N00003134",134,51,50,19,9,4,1,0,0
"N00003135",65,27,16,8,8,5,0,0,1
"N00003136",168,54,64,19,26,4,1,0,0
"N00003137",114,48,33,16,13,3,1,0,0
"N00003138",125,35,47,19,15,6,1,2,0
"N00003139",160,28,66,30,20,13,2,1,0
"N00003140",134,33,45,29,16,10,1,0,0
"N00003141",149,35,59,25,22,7,1,0,0
"N00003142",337,66,109,69,68,19,4,2,0
"N00003143",126,30,52,23,16,4,1,0,0
"N00003144",125,42,43,18,16,4,2,0,0
"N00003145",549,142,173,117,80,31,6,0,0
"N00003146",155,28,60,25,32,9,0,1,0
"N00003147",342,40,93,78,93,33,4,0,1
"N00003148",116,18,32,29,28,8,1,0,0
"N00003149",204,31,72,51,34,13,1,0,2
"N00003150",130,22,47,20,21,14,5,0,1
"N00003151",130,52,40,21,13,2,2,0,0
"N00003152",157,36,55,32,18,11,5,0,0
"N00003153",129,23,44,18,27,11,3,1,2
"N00003154",133,20,52,28,15,14,3,0,1
"N00003155",125,54,41,16,7,5,2,0,0
"N00003156",115,46,40,13,13,3,0,0,0
"N00003157",113,40,43,19,5,3,2,1,0
"N00003158",124,64,33,14,10,3,0,0,0
"N00003159",165,33,64,34,25,7,2,0,0
"N00003160",119,57,34,10,10,7,0,1,0
"N00003161",495,58,131,91,157,47,10,1,0
"N00003162",358,72,112,76,62,24,10,1,1
"N00003163",169,42,49,22,36,13,4,2,1
"N00003164",181,21,55,39,45,15,4,1,1
"N00003165",114,25,34,22,14,16,2,1,0
"N00003166",185,24,58,30,46,21,3,3,0
"N00003167",106,22,31,25,18,5,5,0,0
"N00003168",138,21,47,33,26,8,2,1,0
"N00003169",122,30,34,26,17,9,2,2,2
"N00003170",281,68,83,54,40,21,10,4,1
"N00003171",116,34,36,22,12,9,2,1,0
"N00003172",117,47,35,20,10,3,1,1,0
"N00003173",119,36,32,21,15,13,0,2,0
"N00003174",120,67,22,15,8,4,3,1,0
"N00003175",145,43,45,26,18,9,2,1,1
"N00003176",156,19,46,34,29,19,9,0,0
"N00003177",237,51,71,44,28,31,8,3,1
"N00003178",117,27,33,20,19,10,7,1,0
"N00003179",242,95,67,41,22,8,5,3,1
"N00003180",107,33,40,14,16,3,1,0,0
"N00003181",118,17,51,25,15,8,1,1,0
"N00003182",103,17,31,23,15,13,4,0,0
"N00003183",147,21,45,28,36,12,3,2,0
"N00003184",123,30,39,25,21,7,1,0,0
"N00003185",97,24,33,15,13,9,3,0,0
"N00003186",125,36,40,22,19,6,2,0,0
"N00003187",146,47,47,22,25,3,1,0,1
"N00003188",192,31,47,31,43,24,10,6,0
"N00003189",118,19,23,22,25,14,9,1,5
"N00003190",123,19,33,20,17,19,9,4,2
"N00003191",121,25,35,17,17,16,8,1,2
"N00003192",154,44,34,29,28,15,4,0,0
"N00003193",142,28,49,27,25,9,3,0,1
"N00003194",148,30,42,26,28,13,6,3,0
"N00003195",182,29,53,37,36,14,9,2,2
"N00003196",149,20,42,34,39,8,5,1,0
"N00003197",128,24,43,25,24,8,3,0,1
"N00003198",110,19,35,18,22,13,3,0,0
"N00003199",149,16,35,37,36,20,5,0,0
"N00003200",138,23,45,26,22,13,8,1,0
"N00003201",152,31,38,32,25,17,8,0,1
"N00003202",145,25,44,25,23,17,7,3,1
"N00003203",129,24,39,26,25,14,1,0,0
"N00003204",193,48,49,41,35,11,8,0,1
"N00003205",174,30,52,34,32,16,7,3,0
"N00003206",119,31,34,18,20,12,3,1,0
"N00003207",140,33,39,22,19,10,15,1,1
"N00003208",138,33,32,30,22,15,2,1,3
"N00003209",514,144,184,79,60,32,10,4,1
"N00003210",103,25,24,26,16,9,3,0,0
"N00003211",118,43,36,20,11,2,5,1,0
"N00003212",141,38,45,25,18,10,5,0,0
"N00003213",102,24,43,21,9,3,1,1,0
"N00003214",103,43,31,10,14,2,3,0,0
"N00003215",118,40,39,18,16,5,0,0,0
"N00003216",135,23,35,39,23,9,5,1,0
"N00003217",118,31,29,18,22,14,4,0,0
"N00003218",144,30,33,38,24,9,9,1,0
"N00003219",120,25,33,30,17,12,2,1,0
"N00003220",135,32,40,29,19,11,4,0,0
"N00003221",116,22,54,19,13,4,3,0,1
"N00003222",131,30,45,29,17,7,2,1,0
"N00003223",129,51,35,18,14,8,2,1,0
"N00003224",108,24,47,18,14,4,0,0,1
"N00003225",122,26,53,20,18,4,0,1,0
"N00003226",110,29,43,15,12,7,3,0,1
"N00003227",101,30,42,11,13,2,2,1,0
"N00003228",138,44,45,20,22,6,1,0,0
"N00003229",111,56,35,10,6,2,2,0,0
"N00003230",126,76,30,10,4,4,1,0,1
"N00003231",71,46,9,6,5,0,5,0,0
"N00003232",154,23,38,31,34,20,5,2,1
"N00003233",146,35,45,34,20,5,6,1,0
"N00003234",179,36,48,30,24,26,10,3,2
"N00003235",175,25,45,30,32,26,15,1,1
"N00003236",155,32,33,35,31,16,7,1,0
"N00003237",334,66,84,57,72,33,17,5,0
"N00003238",169,29,28,30,38,25,16,3,0
"N00003239",144,24,41,31,20,14,12,0,2
"N00003240",149,19,47,34,28,10,6,4,1
"N00003241",129,16,50,23,23,8,7,0,2
"N00003242",116,16,49,19,18,9,4,1,0
"N00003243",150,24,46,28,24,21,6,1,0
"N00003244",122,25,39,24,22,7,4,0,1
"N00003245",164,31,46,33,26,21,6,0,1
"N00003246",286,55,94,53,56,20,7,1,0
"N00003247",280,41,80,63,59,29,7,1,0
"N00003248",137,34,46,26,18,8,4,1,0
"N00003249",148,32,40,25,35,12,3,1,0
"N00003250",128,22,65,15,20,4,2,0,0
"N00003251",116,29,32,20,23,9,3,0,0
"N00003252",133,32,44,22,22,9,1,3,0
"N00003253",123,31,43,23,20,4,1,1,0
"N00003254",113,39,41,17,12,2,0,1,1
"N00003255",111,14,34,28,16,18,1,0,0
"N00003256",142,27,52,29,22,9,2,1,0
"N00003257",112,14,31,21,29,13,4,0,0
"N00003258",178,19,48,45,40,19,7,0,0
"N00003259",121,22,45,20,20,13,1,0,0
"N00003260",127,21,42,29,26,8,0,1,0
"N00003261",126,6,27,16,45,25,6,1,0
"N00003262",137,18,62,21,23,11,2,0,0
"N00003263",135,15,42,30,27,7,13,1,0
"N00003264",140,22,41,26,28,16,5,2,0
"N00003265",135,20,50,17,34,10,4,0,0
"N00003266",132,28,45,21,22,12,3,0,1
"N00003267",135,14,46,24,34,10,7,0,0
"N00003268",119,18,42,24,15,14,3,2,1
"N00003269",129,24,45,20,29,6,2,2,1
"N00003270",127,23,49,24,20,9,2,0,0
"N00003271",228,44,80,50,29,17,8,0,0
"N00003272",236,69,55,43,50,10,8,1,0
"N00003273",264,24,51,79,85,23,0,2,0
"N00003274",117,37,41,19,13,4,2,1,0
"N00003275",95,33,33,17,8,4,0,0,0
"N00003276",245,77,88,32,34,12,2,0,0
"N00003277",180,41,61,37,25,13,3,0,0
"N00003278",183,65,49,34,20,10,4,0,1
"N00003279",96,28,26,22,10,7,3,0,0
"N00003280",329,77,97,58,57,25,8,7,0
"N00003281",127,28,40,21,18,12,5,2,1
"N00003282",835,228,241,158,147,43,11,7,0
"N00003283",122,48,42,13,15,2,2,0,0
"N00003284",135,48,47,25,10,3,2,0,0
"N00003285",115,41,38,23,11,1,1,0,0
"N00003286",123,49,42,17,10,4,1,0,0
"N00003287",118,38,46,17,12,3,1,1,0
"N00003288",123,40,39,15,23,4,2,0,0
"N00003289",135,34,56,21,19,4,1,0,0
"N00003290",177,31,58,32,33,14,9,0,0
"N00003291",270,46,123,31,49,15,4,2,0
"N00003292",123,19,59,26,13,5,0,1,0
"N00003293",109,21,21,21,23,15,4,1,3
"N00003294",115,14,39,21,25,9,5,2,0
"N00003295",274,41,60,75,43,34,10,7,4
"N00003296",133,22,42,32,25,4,5,3,0
"N00003297",128,16,33,33,30,5,6,2,3
"N00003298",202,33,40,58,43,16,10,1,1
"N00003299",205,10,47,58,43,20,20,6,1
"N00003300",105,41,22,17,16,3,4,1,1
"N00003301",111,20,35,29,14,8,2,1,2
"N00003302",155,16,38,44,29,14,10,4,0
"N00003303",122,15,27,35,23,12,5,2,3
"N00003304",116,30,36,26,15,5,2,1,1
"N00003305",160,20,48,43,29,11,8,0,1
"N00003306",193,20,23,51,46,32,11,9,1
"N00003307",211,54,53,47,31,19,7,0,0
"N00003308",988,113,256,249,207,120,33,6,4
"N00003309",114,25,38,17,25,4,4,1,0
"N00003310",126,28,50,18,18,6,5,1,0
"N00003311",393,53,74,91,107,44,17,6,1
"N00003312",134,22,27,27,32,19,6,1,0
"N00003313",709,349,213,81,45,15,3,1,2
"N00003314",293,69,89,48,58,22,5,2,0
"N00003315",90,29,32,15,10,2,1,1,0
"N00003316",155,50,37,22,31,11,4,0,0
"N00003317",133,26,56,25,16,5,4,1,0
"N00003318",315,33,103,54,76,38,9,2,0
"N00003319",122,21,43,18,28,11,1,0,0
"N00003320",110,19,30,28,25,7,1,0,0
"N00003321",143,24,46,28,24,14,4,3,0
"N00003322",142,18,52,31,19,13,9,0,0
"N00003323",151,23,43,29,29,19,8,0,0
"N00003324",140,28,52,27,23,8,1,1,0
"N00003325",153,24,49,36,26,14,3,1,0
"N00003326",261,66,80,53,42,13,6,1,0
"N00003327",154,40,56,23,25,8,1,0,1
"N00003328",117,60,34,11,7,5,0,0,0
"N00003329",139,38,51,18,21,8,1,2,0
"N00003330",137,39,54,16,14,10,1,3,0
"N00003331",167,29,67,26,27,15,3,0,0
"N00003332",136,18,47,28,27,10,3,1,2
"N00003333",125,41,37,19,15,9,0,4,0
"N00003334",119,17,55,14,21,5,6,1,0
"N00003335",107,33,35,23,9,6,1,0,0
"N00003336",133,21,36,31,26,9,6,1,3
"N00003337",144,59,42,25,12,2,2,2,0
"N00003338",115,45,36,12,19,1,1,0,1
"N00003339",186,65,64,20,25,11,1,0,0
"N00003340",132,68,29,14,8,8,4,0,1
"N00003341",113,24,39,23,12,9,5,0,1
"N00003342",129,27,30,30,29,9,1,1,2
"N00003343",126,34,44,25,19,3,1,0,0
"N00003344",139,55,48,13,17,6,0,0,0
"N00003345",99,6,16,19,31,21,6,0,0
"N00003346",127,9,22,20,32,30,9,5,0
"N00003347",137,19,24,30,33,26,3,1,1
"N00003348",160,13,36,35,38,26,8,2,2
"N00003349",341,46,99,58,72,47,13,4,2
"N00003350",177,26,40,27,36,32,14,1,1
"N00003351",143,32,41,25,20,11,12,0,2
"N00003352",155,27,34,34,39,18,3,0,0
"N00003353",131,27,27,16,33,18,8,1,1
"N00003354",153,15,45,26,33,18,12,1,3
"N00003355",145,21,34,24,33,16,10,3,4
"N00003356",219,42,57,43,55,19,3,0,0
"N00003357",120,22,41,18,25,9,2,3,0
"N00003358",147,26,45,24,31,15,6,0,0
"N00003359",132,31,34,23,22,14,8,0,0
"N00003360",109,48,31,21,6,3,0,0,0
"N00003361",140,54,55,15,10,6,0,0,0
"N00003362",128,23,41,21,29,10,4,0,0
"N00003363",297,87,96,53,43,14,3,0,1
"N00003364",139,25,43,22,25,14,9,1,0
"N00003365",176,30,71,33,22,12,5,3,0
"N00003366",123,42,38,16,14,10,1,1,1
"N00003367",139,43,41,27,22,4,1,0,1
"N00003368",135,51,41,22,17,3,0,1,0
"N00003369",149,75,40,16,11,5,2,0,0
"N00003370",129,52,31,19,23,4,0,0,0
"N00003371",159,62,60,21,9,4,1,2,0
"N00003372",139,31,49,34,14,4,6,0,1
"N00003373",129,44,38,15,22,5,4,1,0
"N00003374",129,50,43,18,12,3,2,1,0
"N00003375",127,60,32,25,7,2,1,0,0
"N00003376",130,55,29,15,18,10,1,2,0
"N00003377",110,40,27,22,15,5,0,1,0
"N00003378",124,46,49,20,5,4,0,0,0
"N00003379",124,39,40,22,19,3,0,1,0
"N00003380",145,50,41,27,14,9,4,0,0
"N00003381",138,49,41,19,13,11,2,1,2
"N00003382",127,77,25,12,7,2,4,0,0
"N00003383",125,53,30,23,14,5,0,0,0
"N00003384",153,33,49,25,34,10,1,1,0
"N00003385",164,26,71,17,29,15,4,2,0
"N00003386",146,32,61,19,19,10,3,2,0
"N00003387",128,21,50,21,24,11,1,0,0
"N00003388",164,60,62,16,17,8,1,0,0
"N00003389",140,24,51,26,26,10,3,0,0
"N00003390",151,46,44,30,22,8,1,0,0
"N00003391",176,59,63,35,14,4,1,0,0
"N00003392",146,24,43,25,31,15,6,2,0
"N00003393",146,28,47,33,24,12,2,0,0
"N00003394",135,17,46,30,30,7,3,1,1
"N00003395",167,93,47,19,5,3,0,0,0
"N00003396",163,28,65,29,27,6,6,0,2
"N00003397",109,54,10,13,19,11,1,0,1
"N00003398",119,14,29,31,21,18,3,3,0
"N00003399",129,27,34,26,22,17,1,1,1
"N00003400",139,20,40,26,27,21,3,1,1
"N00003401",121,16,28,33,29,11,2,1,1
"N00003402",144,28,46,27,17,18,6,1,1
"N00003403",114,42,25,28,7,8,3,1,0
"N00003404",133,58,32,19,9,10,5,0,0
"N00003405",144,41,47,31,16,5,2,2,0
"N00003406",165,57,50,22,25,6,4,1,0
"N00003407",242,58,107,36,33,4,2,2,0
"N00003408",197,64,63,36,20,9,2,2,1
"N00003409",155,51,55,24,19,4,2,0,0
"N00003410",238,43,69,60,45,16,4,1,0
"N00003411",107,26,29,15,32,4,1,0,0
"N00003412",132,60,29,19,12,7,2,2,1
"N00003413",132,56,38,22,10,3,3,0,0
"N00003414",128,12,49,32,23,4,5,1,2
"N00003415",132,42,39,27,17,4,1,2,0
"N00003416",121,26,42,30,16,6,1,0,0
"N00003417",119,53,36,11,8,6,2,3,0
"N00003418",132,56,49,15,8,3,0,0,1
"N00003419",124,36,36,21,18,8,4,1,0
"N00003420",125,36,36,25,24,4,0,0,0
"N00003421",113,30,34,19,15,11,3,1,0
"N00003422",256,116,69,26,32,8,2,3,0
"N00003423",249,111,71,35,24,4,1,2,1
"N00003424",129,42,39,25,17,5,1,0,0
"N00003425",95,37,33,13,8,2,2,0,0
"N00003426",350,141,112,48,31,15,1,2,0
"N00003427",140,46,54,21,15,1,3,0,0
"N00003428",129,44,47,19,14,4,1,0,0
"N00003429",127,44,39,22,15,5,2,0,0
"N00003430",103,24,28,24,16,7,2,2,0
"N00003431",132,38,46,23,17,7,1,0,0
"N00003432",139,61,38,21,14,3,2,0,0
"N00003433",116,38,31,23,16,3,4,1,0
"N00003434",114,33,40,15,15,6,5,0,0
"N00003435",101,36,38,15,9,2,1,0,0
"N00003436",122,26,44,19,21,11,1,0,0
"N00003437",131,27,52,17,24,7,3,0,1
"N00003438",134,26,47,23,26,11,1,0,0
"N00003439",124,25,70,14,11,3,1,0,0
"N00003440",125,29,62,16,10,6,2,0,0
"N00003441",131,35,33,28,24,7,4,0,0
"N00003442",114,47,45,15,3,4,0,0,0
"N00003443",252,36,90,46,52,22,4,0,2
"N00003444",144,25,39,26,33,15,6,0,0
"N00003445",165,19,36,39,55,15,1,0,0
"N00003446",144,20,45,25,42,12,0,0,0
"N00003447",123,42,45,16,10,7,3,0,0
"N00003448",180,17,70,28,41,15,7,1,1
"N00003449",144,19,55,21,21,14,13,1,0
"N00003450",129,26,45,20,21,11,4,2,0
"N00003451",222,25,90,45,38,19,4,0,1
"N00003452",153,24,48,27,38,9,7,0,0
"N00003453",123,5,36,40,32,9,1,0,0
"N00003454",127,29,46,19,18,12,3,0,0
"N00003455",122,27,44,24,20,4,3,0,0
"N00003456",105,8,33,33,24,6,1,0,0
