"Geography_Code","NM_1508_1_0","NM_1508_1_1","NM_1508_1_2","NM_1508_1_3","NM_1508_1_4","NM_1508_1_5","NM_1508_1_6"
"N00001377",115,22,50,34,8,1,146
"N00001378",106,8,58,36,4,0,142
"N00001379",110,14,65,25,5,1,134
"N00001380",133,28,64,37,4,0,150
"N00001381",182,37,95,40,8,2,207
"N00001382",115,9,51,46,7,2,172
"N00001383",100,8,38,46,5,3,157
"N00001384",117,14,60,37,5,1,154
"N00001385",132,8,60,54,6,4,204
"N00001386",262,94,136,26,6,0,206
"N00001387",130,40,66,20,4,0,118
"N00001388",115,39,54,17,3,2,105
"N00001389",98,29,48,17,4,0,94
"N00001390",107,8,47,45,5,2,160
"N00001391",107,12,44,42,4,5,160
"N00001392",132,35,66,27,4,0,132
"N00001393",142,28,80,27,6,1,156
"N00001394",122,19,63,35,5,0,148
"N00001395",123,16,78,26,3,0,139
"N00001396",320,61,168,78,11,2,365
"N00001397",119,51,53,11,4,0,87
"N00001398",131,37,72,21,1,0,117
"N00001399",363,45,146,135,29,8,541
"N00001400",137,15,54,60,7,1,199
"N00001401",442,96,226,94,17,9,501
"N00001402",292,41,148,79,15,9,387
"N00001403",135,23,64,40,7,1,170
"N00001404",295,72,135,74,10,4,331
"N00001405",114,40,58,16,0,0,90
"N00001406",112,36,67,8,1,0,86
"N00001407",121,33,60,24,3,1,121
"N00001408",211,38,100,64,8,1,256
"N00001409",111,14,58,34,5,0,141
"N00001410",125,19,60,42,3,1,157
"N00001411",123,20,59,39,4,1,153
"N00001412",102,54,34,13,0,1,65
"N00001413",120,19,54,41,4,2,156
"N00001414",112,16,57,37,2,0,137
"N00001415",115,67,44,4,0,0,52
"N00001416",472,260,171,38,3,0,256
"N00001417",148,115,29,4,0,0,37
"N00001418",321,176,116,25,4,0,178
"N00001419",116,67,37,11,1,0,62
"N00001420",132,75,48,9,0,0,66
"N00001421",708,385,240,70,13,0,419
"N00001422",115,77,34,1,2,1,46
"N00001423",209,144,61,3,0,1,71
"N00001424",114,68,39,5,2,0,55
"N00001425",124,70,40,11,1,2,74
"N00001426",118,80,31,5,2,0,47
"N00001427",123,76,44,2,1,0,51
"N00001428",128,74,41,9,3,1,73
"N00001429",544,336,175,24,4,5,269
"N00001430",129,85,37,7,0,0,51
"N00001431",136,66,53,15,2,0,89
"N00001432",138,90,43,4,1,0,54
"N00001433",136,80,49,5,2,0,65
"N00001434",134,87,37,8,1,1,60
"N00001435",128,92,32,3,1,0,41
"N00001436",130,92,31,7,0,0,45
"N00001437",96,71,24,1,0,0,26
"N00001438",139,92,42,5,0,0,52
"N00001439",163,84,70,8,1,0,89
"N00001440",141,86,53,2,0,0,57
"N00001441",135,87,45,3,0,0,51
"N00001442",115,71,39,5,0,0,49
"N00001443",115,70,43,1,0,1,49
"N00001444",155,118,31,6,0,0,43
"N00001445",152,5,52,71,15,9,275
"N00001446",132,12,53,56,7,4,202
"N00001447",124,5,52,52,13,2,203
"N00001448",133,4,44,71,10,4,234
"N00001449",130,10,42,73,5,0,203
"N00001450",118,8,47,51,9,3,190
"N00001451",114,33,32,37,9,3,146
"N00001452",124,10,47,47,18,2,203
"N00001453",134,6,46,65,14,3,231
"N00001454",117,1,34,58,16,8,232
"N00001455",107,13,41,45,7,1,156
"N00001456",141,17,55,56,12,1,207
"N00001457",125,13,48,53,9,2,189
"N00001458",130,17,77,30,5,1,157
"N00001459",129,14,41,63,9,2,202
"N00001460",263,67,116,74,4,2,284
"N00001461",127,20,54,43,8,2,174
"N00001462",137,13,63,48,9,4,202
"N00001463",138,11,47,56,14,10,249
"N00001464",128,9,52,55,7,5,206
"N00001465",159,8,51,83,13,4,277
"N00001466",105,33,45,20,6,1,108
"N00001467",104,16,41,38,5,4,149
"N00001468",111,33,47,22,7,2,120
"N00001469",114,37,50,20,5,2,113
"N00001470",134,44,52,21,13,4,152
"N00001471",143,45,42,28,18,10,197
"N00001472",238,20,95,105,16,2,362
"N00001473",209,44,111,45,7,2,230
"N00001474",113,2,48,53,5,5,190
"N00001475",141,32,72,27,8,2,158
"N00001476",128,24,66,30,7,1,151
"N00001477",113,17,50,42,4,0,146
"N00001478",132,14,66,43,7,2,181
"N00001479",132,14,60,44,11,3,193
"N00001480",240,121,85,32,2,0,155
"N00001481",105,51,43,10,1,0,66
"N00001482",139,30,81,26,2,0,139
"N00001483",124,28,68,26,2,0,126
"N00001484",112,52,46,8,6,0,80
"N00001485",130,41,69,16,1,3,116
"N00001486",127,23,52,43,7,2,167
"N00001487",138,29,82,24,3,0,139
"N00001488",117,24,73,18,2,0,115
"N00001489",121,33,64,18,5,1,119
"N00001490",101,46,45,10,0,0,65
"N00001491",140,72,57,11,0,0,79
"N00001492",115,57,48,9,1,0,69
"N00001493",121,34,60,27,0,0,114
"N00001494",96,26,55,14,0,1,87
"N00001495",134,45,68,20,1,0,111
"N00001496",150,48,84,16,2,0,122
"N00001497",106,23,59,23,1,0,108
"N00001498",198,105,75,15,2,1,115
"N00001499",144,74,51,15,4,0,93
"N00001500",147,96,40,8,2,1,67
"N00001501",274,185,75,14,0,0,103
"N00001502",196,80,100,14,2,0,134
"N00001503",113,71,40,2,0,0,44
"N00001504",106,72,26,8,0,0,42
"N00001505",212,107,84,18,3,0,129
"N00001506",128,77,36,14,1,0,67
"N00001507",115,70,38,7,0,0,52
"N00001508",207,109,82,15,0,1,116
"N00001509",201,112,75,14,0,0,103
"N00001510",122,41,67,14,0,0,95
"N00001511",281,163,92,22,3,1,150
"N00001512",137,72,50,13,2,0,82
"N00001513",124,72,42,10,0,0,62
"N00001514",109,29,53,21,4,2,115
"N00001515",131,7,45,59,16,4,228
"N00001516",127,9,55,57,4,2,189
"N00001517",153,6,55,72,17,3,262
"N00001518",174,5,65,81,17,6,303
"N00001519",134,50,64,19,1,0,105
"N00001520",114,63,42,5,3,1,65
"N00001521",106,57,38,10,0,1,63
"N00001522",115,24,59,29,3,0,126
"N00001523",106,64,35,7,0,0,49
"N00001524",111,62,38,9,2,0,62
"N00001525",100,39,42,15,3,1,85
"N00001526",112,48,55,8,0,1,75
"N00001527",115,30,63,17,5,0,112
"N00001528",123,15,76,29,3,0,143
"N00001529",134,37,70,24,3,0,127
"N00001530",165,22,65,68,9,1,232
"N00001531",112,71,35,4,1,1,50
"N00001532",148,40,72,25,10,1,156
"N00001533",271,142,102,25,1,1,159
"N00001534",132,80,40,9,1,2,69
"N00001535",148,102,41,4,1,0,52
"N00001536",126,51,55,15,5,0,100
"N00001537",128,76,47,3,1,1,60
"N00001538",128,38,70,19,1,0,111
"N00001539",116,68,39,9,0,0,57
"N00001540",136,68,47,16,5,0,94
"N00001541",118,78,34,4,2,0,48
"N00001542",121,78,40,2,1,0,47
"N00001543",133,84,40,5,3,1,63
"N00001544",115,64,43,5,2,1,63
"N00001545",139,80,46,11,1,1,75
"N00001546",125,66,50,8,1,0,69
"N00001547",156,94,52,8,2,0,74
"N00001548",179,126,39,13,0,1,69
"N00001549",167,124,36,4,3,0,53
"N00001550",108,75,27,6,0,0,39
"N00001551",151,77,58,14,1,1,93
"N00001552",156,65,74,15,2,0,110
"N00001553",162,134,22,5,1,0,35
"N00001554",151,82,56,12,1,0,83
"N00001555",112,77,31,3,0,1,42
"N00001556",96,49,36,9,2,0,60
"N00001557",124,82,34,8,0,0,50
"N00001558",106,64,40,1,1,0,45
"N00001559",149,68,60,17,4,0,106
"N00001560",101,49,47,5,0,0,57
"N00001561",100,38,49,13,0,0,75
"N00001562",110,70,33,4,1,2,52
"N00001563",109,68,37,4,0,0,45
"N00001564",140,73,52,14,1,0,83
"N00001565",143,91,43,7,1,1,64
"N00001566",141,72,65,3,1,0,74
"N00001567",105,71,26,8,0,0,42
"N00001568",107,51,50,6,0,0,62
"N00001569",124,70,46,7,1,0,63
"N00001570",418,250,158,9,1,0,179
"N00001571",144,83,54,7,0,0,68
"N00001572",126,85,33,8,0,0,49
"N00001573",154,107,39,6,2,0,57
"N00001574",118,71,40,6,1,0,55
"N00001575",110,67,37,4,2,0,51
"N00001576",124,75,39,9,0,1,62
"N00001577",123,67,49,2,5,0,68
"N00001578",114,76,29,5,3,1,52
"N00001579",140,43,65,15,13,4,153
"N00001580",158,29,79,45,2,3,192
"N00001581",111,13,45,41,11,1,164
"N00001582",107,16,57,26,3,5,141
"N00001583",125,51,55,16,2,1,97
"N00001584",107,53,39,12,2,1,74
"N00001585",136,65,37,21,10,3,123
"N00001586",142,58,61,20,1,2,112
"N00001587",142,54,59,19,8,2,129
"N00001588",135,64,45,21,5,0,102
"N00001589",118,38,54,17,7,2,117
"N00001590",147,54,47,29,12,5,164
"N00001591",128,65,41,10,10,2,100
"N00001592",140,71,54,7,3,5,99
"N00001593",194,75,70,26,13,10,205
"N00001594",142,59,62,19,0,2,108
"N00001595",108,53,32,11,5,7,98
"N00001596",126,63,33,16,9,5,115
"N00001597",111,61,36,11,3,0,67
"N00001598",139,63,42,25,6,3,123
"N00001599",149,79,47,19,2,2,101
"N00001600",134,52,51,27,2,2,120
"N00001601",109,39,49,13,4,4,108
"N00001602",145,51,69,17,5,3,130
"N00001603",158,105,37,10,4,2,77
"N00001604",146,73,61,12,0,0,85
"N00001605",138,61,59,16,2,0,97
"N00001606",104,39,56,7,2,0,76
"N00001607",132,75,41,15,1,0,74
"N00001608",123,52,56,14,0,1,88
"N00001609",121,54,53,13,1,0,82
"N00001610",125,56,53,12,4,0,89
"N00001611",138,83,52,3,0,0,58
"N00001612",130,82,36,10,2,0,62
"N00001613",301,169,105,23,2,2,165
"N00001614",132,81,44,6,1,0,59
"N00001615",146,67,65,13,1,0,94
"N00001616",146,81,60,5,0,0,70
"N00001617",133,40,75,14,4,0,115
"N00001618",119,52,57,9,1,0,78
"N00001619",160,101,47,12,0,0,71
"N00001620",138,73,53,10,1,1,80
"N00001621",115,56,45,12,2,0,75
"N00001622",106,57,36,13,0,0,62
"N00001623",132,70,54,7,0,1,72
"N00001624",94,64,29,1,0,0,31
"N00001625",125,62,56,7,0,0,70
"N00001626",122,64,45,12,1,0,72
"N00001627",91,57,31,2,1,0,38
"N00001628",119,51,55,13,0,0,81
"N00001629",155,85,57,8,5,0,88
"N00001630",107,69,29,6,3,0,50
"N00001631",108,76,29,2,1,0,36
"N00001632",118,63,45,10,0,0,65
"N00001633",100,62,35,2,0,1,43
"N00001634",122,80,36,5,1,0,49
"N00001635",145,71,63,11,0,0,85
"N00001636",84,53,30,1,0,0,32
"N00001637",112,77,32,3,0,0,38
"N00001638",132,94,34,2,2,0,44
"N00001639",104,73,24,7,0,0,38
"N00001640",111,71,35,4,1,0,46
"N00001641",131,38,68,19,6,0,124
"N00001642",124,4,49,55,11,5,217
"N00001643",257,42,137,66,10,2,307
"N00001644",125,8,58,50,8,1,187
"N00001645",117,40,60,16,0,1,96
"N00001646",136,40,64,26,6,0,134
"N00001647",127,19,70,33,5,0,151
"N00001648",143,18,77,40,6,2,183
"N00001649",134,7,33,65,21,8,258
"N00001650",118,9,67,37,4,1,157
"N00001651",134,5,47,70,11,1,224
"N00001652",132,3,36,63,26,4,257
"N00001653",136,2,39,72,15,8,262
"N00001654",139,8,61,54,14,2,219
"N00001655",159,17,74,50,14,4,233
"N00001656",118,25,58,26,8,1,138
"N00001657",119,14,55,41,8,1,165
"N00001658",95,32,30,25,8,0,104
"N00001659",112,16,51,35,6,4,155
"N00001660",123,12,60,39,10,2,176
"N00001661",122,2,48,60,10,2,207
"N00001662",125,8,61,45,11,0,184
"N00001663",128,8,60,42,12,6,205
"N00001664",118,7,51,46,10,4,189
"N00001665",152,14,81,45,11,1,208
"N00001666",125,6,36,55,21,7,238
"N00001667",117,10,53,46,8,0,169
"N00001668",156,31,49,59,13,4,223
"N00001669",117,5,41,44,21,6,217
"N00001670",125,62,46,14,1,2,85
"N00001671",129,74,44,10,1,0,67
"N00001672",134,34,66,29,5,0,139
"N00001673",176,26,88,55,5,2,223
"N00001674",114,51,55,6,2,0,73
"N00001675",123,44,64,15,0,0,94
"N00001676",107,42,49,14,1,1,84
"N00001677",163,1,36,86,29,11,342
"N00001678",148,5,41,67,23,12,296
"N00001679",134,4,40,71,15,4,245
"N00001680",170,4,50,96,16,4,307
"N00001681",147,39,68,32,7,1,157
"N00001682",127,13,67,41,5,1,168
"N00001683",155,46,81,23,5,0,142
"N00001684",286,14,73,164,31,4,519
"N00001685",120,8,44,55,10,3,196
"N00001686",114,15,64,32,3,0,137
"N00001687",118,4,61,42,8,3,181
"N00001688",158,57,74,25,2,0,130
"N00001689",156,78,66,9,1,2,95
"N00001690",141,33,56,41,9,2,174
"N00001691",154,63,71,17,3,0,114
"N00001692",124,45,62,17,0,0,96
"N00001693",125,3,61,40,16,5,210
"N00001694",104,7,36,42,15,4,182
"N00001695",152,10,57,71,13,1,242
"N00001696",168,12,79,63,8,6,257
"N00001697",121,18,53,33,9,8,178
"N00001698",131,34,65,25,4,3,141
"N00001699",158,14,54,70,14,6,260
"N00001700",124,39,52,26,5,2,127
"N00001701",102,39,50,11,2,0,78
"N00001702",140,27,66,36,6,5,180
"N00001703",613,253,275,83,2,0,447
"N00001704",450,185,212,49,3,1,323
"N00001705",118,57,47,11,3,0,78
"N00001706",166,4,52,85,23,2,299
"N00001707",145,16,56,59,10,4,221
"N00001708",241,23,88,104,20,6,383
"N00001709",120,35,61,22,2,0,111
"N00001710",136,6,32,73,19,6,263
"N00001711",137,9,49,62,9,8,235
"N00001712",158,55,85,15,3,0,124
"N00001713",110,50,42,13,3,2,85
"N00001714",260,94,135,26,5,0,202
"N00001715",127,56,58,13,0,0,84
"N00001716",124,14,55,42,10,3,184
"N00001717",132,13,63,51,5,0,180
"N00001718",125,20,57,39,7,2,164
"N00001719",123,43,57,19,4,0,107
"N00001720",122,22,62,30,6,2,150
"N00001721",117,42,57,15,2,1,97
"N00001722",148,60,70,17,1,0,107
"N00001723",127,45,67,14,1,0,98
"N00001724",105,41,53,10,1,0,76
"N00001725",117,55,46,10,5,1,85
"N00001726",119,49,43,21,6,0,103
"N00001727",114,45,58,10,1,0,81
"N00001728",137,51,65,19,2,0,109
"N00001729",136,49,67,15,4,1,113
"N00001730",133,55,57,15,6,0,105
"N00001731",125,60,53,11,0,1,80
"N00001732",351,13,116,157,46,19,646
"N00001733",120,44,60,12,3,1,97
"N00001734",120,21,64,28,7,0,141
"N00001735",125,43,60,16,4,2,112
"N00001736",199,105,76,16,1,1,115
"N00001737",168,53,87,22,4,2,151
"N00001738",133,11,60,46,14,2,202
"N00001739",145,9,62,52,20,2,244
"N00001740",292,47,146,74,22,3,374
"N00001741",116,17,57,34,5,3,154
"N00001742",109,42,49,14,1,3,96
"N00001743",122,33,47,31,8,3,146
"N00001744",128,5,52,62,6,3,208
"N00001745",117,7,44,57,7,2,187
"N00001746",118,5,62,38,9,4,183
"N00001747",297,45,142,89,14,7,394
"N00001748",148,5,39,52,37,15,317
"N00001749",120,5,31,52,20,12,245
"N00001750",115,14,52,37,12,0,162
"N00001751",116,6,57,42,8,3,177
"N00001752",128,5,64,46,9,4,200
"N00001753",137,31,55,39,10,2,173
"N00001754",130,7,38,62,22,1,232
"N00001755",131,5,24,66,22,14,282
"N00001756",131,5,47,50,20,9,248
"N00001757",119,11,69,32,7,0,154
"N00001758",132,15,66,40,9,2,181
"N00001759",121,5,50,45,17,4,207
"N00001760",389,26,143,180,36,4,629
"N00001761",118,2,21,78,14,3,234
"N00001762",133,45,62,22,2,2,120
"N00001763",545,58,241,213,27,6,774
"N00001764",128,62,48,16,1,1,88
"N00001765",470,109,210,116,31,4,551
"N00001766",128,34,73,19,1,1,118
"N00001767",110,7,45,41,13,4,182
"N00001768",114,10,45,52,6,1,171
"N00001769",120,4,42,61,10,3,206
"N00001770",89,1,19,64,3,2,165
"N00001771",142,4,55,71,6,6,240
"N00001772",118,7,60,46,5,0,167
"N00001773",106,9,39,51,4,3,166
"N00001774",128,11,68,42,6,1,175
"N00001775",119,5,59,47,7,1,178
"N00001776",122,13,56,50,3,0,165
"N00001777",136,12,57,57,8,2,203
"N00001778",114,4,56,45,7,2,175
"N00001779",118,36,55,19,7,1,118
"N00001780",248,12,97,117,16,6,405
"N00001781",126,5,40,65,12,4,222
"N00001782",124,7,46,55,13,3,210
"N00001783",134,9,63,48,10,4,206
"N00001784",129,48,61,17,2,1,107
"N00001785",136,41,66,26,3,0,127
"N00001786",135,24,62,44,2,3,168
"N00001787",130,61,52,17,0,0,86
"N00001788",126,48,50,21,7,0,113
"N00001789",152,2,65,71,11,3,253
"N00001790",132,6,63,45,14,4,211
"N00001791",155,11,56,71,12,5,256
"N00001792",97,1,16,55,18,7,209
"N00001793",143,6,52,62,17,6,253
"N00001794",374,87,180,85,18,4,420
"N00001795",122,12,65,36,6,3,172
"N00001796",130,11,65,44,9,1,184
"N00001797",148,17,72,49,7,3,204
"N00001798",147,2,55,74,13,3,254
"N00001799",125,11,45,49,11,9,224
"N00001800",128,8,54,52,12,2,208
"N00001801",133,6,36,67,20,4,248
"N00001802",126,7,59,49,11,0,190
"N00001803",123,12,49,44,14,4,196
"N00001804",135,13,55,52,12,3,207
"N00001805",368,38,176,137,15,2,503
"N00001806",128,43,68,12,4,1,109
"N00001807",110,25,55,30,0,0,115
"N00001808",107,42,51,11,1,2,88
"N00001809",111,46,44,20,1,0,87
"N00001810",120,57,47,13,3,0,82
"N00001811",102,41,42,18,1,0,81
"N00001812",213,120,76,17,0,0,110
"N00001813",100,49,40,9,1,1,65
"N00001814",352,108,187,48,9,0,310
"N00001815",128,23,60,41,3,1,155
"N00001816",235,84,98,46,6,1,212
"N00001817",112,18,50,39,4,1,144
"N00001818",109,17,59,29,3,1,130
"N00001819",137,23,55,44,11,4,192
"N00001820",149,32,71,36,9,1,184
"N00001821",296,70,146,65,12,3,326
"N00001822",132,18,71,35,7,1,166
"N00001823",171,14,85,63,6,3,242
"N00001824",117,2,35,61,17,2,217
"N00001825",103,21,46,28,6,2,128
"N00001826",120,2,53,55,9,1,194
"N00001827",118,12,47,48,10,1,177
"N00001828",107,25,52,27,3,0,115
"N00001829",104,17,56,24,6,1,126
"N00001830",146,48,72,20,6,0,130
"N00001831",117,11,38,58,9,1,185
"N00001832",113,42,48,20,3,0,97
"N00001833",167,66,75,19,6,1,139
"N00001834",105,36,54,13,2,0,86
"N00001835",128,38,68,18,4,0,116
"N00001836",122,45,55,18,4,0,103
"N00001837",119,38,65,14,1,1,100
"N00001838",127,45,59,19,3,1,110
"N00001839",168,28,88,45,6,1,200
"N00001840",112,4,33,58,11,6,208
"N00001841",142,15,67,54,5,1,194
"N00001842",124,21,64,33,6,0,148
"N00001843",134,15,56,50,10,3,198
"N00001844",127,14,67,36,6,4,173
"N00001845",123,19,59,40,4,1,155
"N00001846",125,13,68,35,7,2,171
"N00001847",120,9,55,47,4,5,183
"N00001848",118,10,45,50,13,0,184
"N00001849",125,18,64,37,4,2,159
"N00001850",261,28,115,101,16,1,369
"N00001851",116,6,50,45,14,1,186
"N00001852",125,8,56,53,7,1,187
"N00001853",142,11,70,45,10,6,239
"N00001854",127,56,58,13,0,0,84
"N00001855",135,25,74,30,5,1,153
"N00001856",117,25,58,30,3,1,133
"N00001857",129,34,65,26,3,1,130
"N00001858",110,38,54,16,1,1,95
"N00001859",125,42,66,16,1,0,101
"N00001860",112,54,49,6,3,0,70
"N00001861",114,38,56,19,1,0,97
"N00001862",146,20,72,40,12,2,196
"N00001863",138,36,62,35,3,2,149
"N00001864",142,12,65,51,12,2,211
"N00001865",243,24,122,87,8,2,328
"N00001866",114,17,48,39,10,0,156
"N00001867",147,10,71,58,8,0,211
"N00001868",132,3,46,61,17,5,240
"N00001869",121,4,50,52,10,5,207
"N00001870",127,9,60,50,8,0,184
"N00001871",138,7,56,63,8,4,222
"N00001872",113,18,59,29,7,0,138
"N00001873",280,10,96,151,15,8,475
"N00001874",129,2,54,66,4,3,210
"N00001875",134,11,63,51,9,0,192
"N00001876",133,5,72,49,6,1,192
"N00001877",128,14,66,41,7,0,169
"N00001878",127,6,59,53,8,1,193
"N00001879",137,13,69,50,2,3,189
"N00001880",118,12,62,34,9,1,161
"N00001881",414,139,176,81,13,5,397
"N00001882",117,24,51,35,6,1,143
"N00001883",116,37,61,17,1,0,98
"N00001884",125,30,62,26,7,0,135
"N00001885",129,63,58,6,1,1,77
"N00001886",139,46,82,10,0,1,106
"N00001887",133,34,72,22,5,0,131
"N00001888",141,30,74,30,6,1,157
"N00001889",108,42,45,19,2,0,89
"N00001890",254,36,118,86,10,4,336
"N00001891",156,7,67,61,15,6,262
"N00001892",130,26,61,39,2,2,156
"N00001893",117,26,66,22,2,1,120
"N00001894",155,54,76,20,5,0,131
"N00001895",157,47,83,23,4,0,141
"N00001896",279,87,139,48,4,1,251
"N00001897",128,37,63,23,2,3,128
"N00001898",128,29,75,22,2,0,125
"N00001899",126,61,53,11,1,0,78
"N00001900",129,7,35,54,21,12,270
"N00001901",134,12,35,59,16,12,252
"N00001902",142,5,36,65,21,15,296
"N00001903",125,4,25,65,25,6,254
"N00001904",103,13,44,33,11,2,158
"N00001905",113,20,49,33,8,3,153
"N00001906",126,9,49,45,16,7,218
"N00001907",135,10,54,49,13,9,231
"N00001908",144,22,77,36,6,3,180
"N00001909",119,8,47,47,10,7,199
"N00001910",119,1,16,66,23,13,270
"N00001911",120,33,58,26,3,0,119
"N00001912",199,51,88,51,7,2,219
"N00001913",124,6,66,43,8,1,180
"N00001914",129,17,60,44,6,2,174
"N00001915",281,24,148,95,10,4,384
"N00001916",124,23,62,37,2,0,142
"N00001917",121,19,65,34,2,1,144
"N00001918",113,18,63,26,6,0,133
"N00001919",126,39,68,16,2,1,110
"N00001920",136,14,64,44,12,2,197
"N00001921",115,45,50,18,0,2,94
"N00001922",135,39,56,38,2,0,138
"N00001923",135,62,59,13,1,0,88
"N00001924",142,48,70,18,5,1,125
"N00001925",118,43,59,16,0,0,91
"N00001926",138,59,64,12,3,0,97
"N00001927",104,31,53,19,1,0,94
"N00001928",120,48,52,18,2,0,94
"N00001929",180,12,66,77,21,4,299
"N00001930",109,41,45,19,2,2,100
"N00001931",112,31,58,20,3,0,107
"N00001932",117,11,63,31,11,1,162
"N00001933",123,10,60,45,7,1,175
"N00001934",125,28,63,27,6,1,139
"N00001935",128,15,49,52,10,2,193
"N00001936",123,17,55,46,4,1,163
"N00001937",126,27,64,32,3,0,137
"N00001938",133,47,61,22,2,1,115
"N00001939",130,42,65,20,2,1,115
"N00001940",144,14,82,41,7,0,185
"N00001941",126,30,57,33,5,1,142
"N00001942",158,9,37,77,23,12,313
"N00001943",155,12,58,57,17,11,287
"N00001944",130,17,43,51,9,10,214
"N00001945",152,5,44,70,22,11,296
"N00001946",132,6,45,57,17,7,241
"N00001947",165,13,64,66,16,6,272
"N00001948",87,49,30,7,0,1,48
"N00001949",296,29,143,100,17,7,423
"N00001950",114,53,42,15,2,2,98
"N00001951",104,11,41,40,9,3,160
"N00001952",125,31,57,34,0,3,137
"N00001953",111,48,48,12,2,1,83
"N00001954",99,7,37,42,9,4,166
"N00001955",138,22,68,42,4,2,173
"N00001956",90,57,28,5,0,0,38
"N00001957",113,18,56,31,7,1,143
"N00001958",136,67,58,8,1,2,85
"N00001959",119,58,51,7,3,0,74
"N00001960",138,67,64,5,2,0,80
"N00001961",146,23,72,45,6,0,180
"N00001962",88,19,40,22,7,0,105
"N00001963",73,47,18,7,0,1,36
"N00001964",120,63,42,12,2,1,76
"N00001965",129,17,69,33,8,2,167
"N00001966",163,12,70,63,12,6,257
"N00001967",168,12,62,67,18,9,291
"N00001968",150,51,76,20,2,1,126
"N00001969",240,34,110,69,24,3,338
"N00001970",123,30,65,22,4,2,129
"N00001971",165,22,62,61,14,6,252
"N00001972",141,20,62,45,10,4,203
"N00001973",188,127,52,9,0,0,70
"N00001974",101,50,44,7,0,0,58
"N00001975",138,55,62,17,3,1,109
"N00001976",223,117,87,13,5,1,132
"N00001977",108,55,41,11,0,1,67
"N00001978",134,51,63,16,1,3,110
"N00001979",124,57,55,10,2,0,81
"N00001980",120,60,50,6,4,0,74
"N00001981",136,83,49,4,0,0,57
"N00001982",305,81,147,66,10,1,314
"N00001983",127,73,41,12,1,0,68
"N00001984",133,41,67,20,3,2,125
"N00001985",118,60,47,8,3,0,72
"N00001986",175,67,88,16,4,0,132
"N00001987",151,52,62,32,4,1,142
"N00001988",143,64,63,13,3,0,98
"N00001989",129,13,73,34,8,1,169
"N00001990",110,56,43,8,3,0,68
"N00001991",135,72,53,7,3,0,76
"N00001992",132,67,54,10,1,0,77
"N00001993",117,54,52,7,3,1,81
"N00001994",131,13,52,42,17,7,219
"N00001995",138,25,57,43,10,3,192
"N00001996",126,33,35,41,10,7,177
"N00001997",145,10,51,60,18,6,250
"N00001998",110,13,55,30,10,2,153
"N00001999",409,41,164,151,36,17,646
"N00002000",128,6,37,72,11,2,222
"N00002001",137,9,41,62,14,11,259
"N00002002",116,8,47,47,7,7,193
"N00002003",113,8,42,44,13,6,195
"N00002004",144,14,48,60,18,4,241
"N00002005",97,6,54,30,6,1,137
"N00002006",119,27,55,26,9,2,142
"N00002007",113,20,45,34,9,5,163
"N00002008",273,68,113,65,18,9,334
"N00002009",135,40,64,21,8,2,138
"N00002010",155,12,48,73,16,6,272
"N00002011",177,2,74,56,32,13,343
"N00002012",164,13,68,52,20,11,282
"N00002013",123,26,59,24,9,5,158
"N00002014",356,57,134,133,27,5,504
"N00002015",126,22,54,40,9,1,165
"N00002016",115,52,50,12,1,0,77
"N00002017",127,9,62,47,7,2,185
"N00002018",573,63,282,183,38,7,790
"N00002019",122,29,58,30,4,1,134
"N00002020",123,22,46,48,4,3,173
"N00002021",150,10,45,60,20,15,292
"N00002022",146,18,68,45,9,6,213
"N00002023",153,10,47,73,8,15,285
"N00002024",159,14,52,69,16,8,274
"N00002025",121,52,50,10,7,2,102
"N00002026",168,42,89,25,10,2,177
"N00002027",105,28,48,18,6,5,127
"N00002028",430,24,204,163,30,9,658
"N00002029",229,13,130,72,12,2,319
"N00002030",120,37,54,24,3,2,119
"N00002031",123,12,51,41,16,3,193
"N00002032",194,9,91,70,23,1,304
"N00002033",105,8,57,32,7,1,146
"N00002034",120,6,50,46,14,4,202
"N00002035",136,16,75,33,11,1,178
"N00002036",136,13,56,42,17,8,237
"N00002037",184,7,40,94,34,9,372
"N00002038",157,14,65,53,17,8,254
"N00002039",126,45,54,19,6,2,120
"N00002040",125,14,44,42,16,9,219
"N00002041",121,8,45,42,17,9,219
"N00002042",123,10,66,33,11,3,177
"N00002043",141,39,71,26,3,2,142
"N00002044",272,64,145,54,8,1,282
"N00002045",133,17,69,38,5,4,176
"N00002046",110,10,56,39,4,1,150
"N00002047",122,42,63,15,2,0,99
"N00002048",107,42,40,19,6,0,96
"N00002049",117,25,58,28,4,2,136
"N00002050",104,43,47,13,1,0,76
"N00002051",249,81,128,36,4,0,212
"N00002052",108,28,47,26,6,1,121
"N00002053",109,46,48,11,3,1,84
"N00002054",161,6,54,76,17,8,291
"N00002055",166,14,73,53,17,9,270
"N00002056",167,12,44,83,20,8,305
"N00002057",139,9,53,47,21,9,253
"N00002058",191,20,55,84,26,6,326
"N00002059",126,55,55,14,1,1,90
"N00002060",430,187,163,61,15,4,346
"N00002061",307,76,129,81,16,5,362
"N00002062",112,35,59,17,1,0,96
"N00002063",129,14,47,50,14,4,206
"N00002064",293,26,148,93,21,5,418
"N00002065",105,9,46,34,10,6,169
"N00002066",125,19,55,42,5,4,171
"N00002067",372,54,153,107,43,15,557
"N00002068",104,17,47,35,3,2,134
"N00002069",162,25,65,56,13,3,234
"N00002070",422,34,181,176,26,5,635
"N00002071",136,7,61,55,12,1,212
"N00002072",113,15,58,28,10,2,152
