"Geography_Code","NM_1508_1_0","NM_1508_1_1","NM_1508_1_2","NM_1508_1_3","NM_1508_1_4","NM_1508_1_5","NM_1508_1_6"
"N00000681",138,9,66,46,11,6,219
"N00000682",143,7,46,45,24,21,308
"N00000683",132,8,41,62,15,6,235
"N00000684",202,21,89,59,18,15,339
"N00000685",121,31,58,26,5,1,129
"N00000686",148,7,44,54,29,14,310
"N00000687",135,18,49,57,7,4,201
"N00000688",132,6,49,47,21,9,250
"N00000689",136,7,44,55,15,15,269
"N00000690",119,23,65,27,3,1,132
"N00000691",129,41,64,20,4,0,116
"N00000692",129,62,54,12,0,1,82
"N00000693",125,52,42,25,5,1,111
"N00000694",356,71,175,99,10,1,407
"N00000695",201,23,96,72,7,3,273
"N00000696",114,69,38,7,0,0,52
"N00000697",149,17,54,60,12,6,241
"N00000698",187,33,83,49,18,4,252
"N00000699",148,73,59,14,2,0,93
"N00000700",120,41,52,22,2,3,114
"N00000701",94,34,37,18,4,1,90
"N00000702",311,32,142,114,20,3,442
"N00000703",131,13,55,48,11,4,200
"N00000704",238,27,94,78,27,12,380
"N00000705",242,13,98,109,14,8,394
"N00000706",154,23,68,45,8,10,229
"N00000707",132,11,61,49,8,3,196
"N00000708",155,9,45,63,22,16,305
"N00000709",165,17,55,62,15,16,294
"N00000710",117,5,46,45,9,12,213
"N00000711",195,17,91,65,18,4,291
"N00000712",134,11,50,50,19,4,223
"N00000713",135,8,46,54,21,6,242
"N00000714",128,8,35,50,23,12,256
"N00000715",254,21,127,85,16,5,369
"N00000716",328,16,125,130,40,17,579
"N00000717",199,9,82,90,14,4,322
"N00000718",719,72,297,280,53,17,1091
"N00000719",86,3,25,43,10,5,162
"N00000720",154,2,39,84,25,4,300
"N00000721",154,4,56,56,28,10,295
"N00000722",162,12,56,65,20,9,285
"N00000723",145,12,43,59,17,14,275
"N00000724",160,11,40,75,26,8,306
"N00000725",165,14,57,69,16,9,283
"N00000726",137,3,34,76,15,9,275
"N00000727",124,41,58,21,4,0,112
"N00000728",187,14,84,81,4,4,275
"N00000729",121,5,61,41,11,3,189
"N00000730",121,6,60,42,5,8,192
"N00000731",123,32,72,17,2,0,112
"N00000732",239,26,124,76,10,3,319
"N00000733",112,8,52,40,10,2,171
"N00000734",142,25,68,42,6,1,174
"N00000735",143,5,40,63,23,12,286
"N00000736",137,14,60,46,11,6,210
"N00000737",124,8,24,57,18,17,266
"N00000738",138,12,43,58,18,7,246
"N00000739",143,4,33,71,21,14,299
"N00000740",177,7,45,74,41,10,359
"N00000741",140,3,50,60,20,7,258
"N00000742",120,16,59,37,3,5,168
"N00000743",116,43,51,21,1,0,96
"N00000744",123,33,53,30,6,1,135
"N00000745",184,10,78,82,13,1,286
"N00000746",263,112,112,31,4,4,202
"N00000747",173,27,82,56,5,3,221
"N00000748",173,9,55,86,17,6,308
"N00000749",140,17,70,49,3,1,181
"N00000750",146,40,71,29,3,3,155
"N00000751",198,29,94,70,2,3,252
"N00000752",163,16,72,58,15,2,241
"N00000753",138,2,33,68,20,15,297
"N00000754",162,12,63,68,14,5,262
"N00000755",125,3,50,51,16,5,220
"N00000756",153,31,61,53,5,3,194
"N00000757",142,2,46,83,8,3,252
"N00000758",185,71,91,14,8,1,147
"N00000759",102,6,38,46,12,0,166
"N00000760",132,42,67,16,7,0,120
"N00000761",178,53,74,45,6,0,182
"N00000762",133,69,55,8,1,0,74
"N00000763",166,43,82,34,7,0,171
"N00000764",93,3,37,40,12,1,157
"N00000765",165,56,78,25,2,4,150
"N00000766",387,125,197,52,12,1,341
"N00000767",108,13,44,36,11,4,168
"N00000768",120,38,51,25,3,3,124
"N00000769",137,5,38,66,22,6,261
"N00000770",117,5,40,58,10,4,202
"N00000771",124,59,47,12,5,1,90
"N00000772",157,6,61,65,17,8,277
"N00000773",154,32,51,58,11,2,208
"N00000774",430,103,208,84,25,10,498
"N00000775",123,18,57,35,8,5,171
"N00000776",136,50,64,20,2,0,110
"N00000777",323,18,105,142,40,18,590
"N00000778",142,9,33,60,21,19,299
"N00000779",204,16,79,73,29,7,341
"N00000780",181,5,57,83,22,14,347
"N00000781",204,5,70,103,21,5,359
"N00000782",162,7,34,83,28,10,331
"N00000783",195,17,66,80,20,12,343
"N00000784",145,9,45,62,17,12,277
"N00000785",118,7,32,52,19,8,230
"N00000786",129,6,42,58,16,7,234
"N00000787",144,4,44,63,20,13,288
"N00000788",142,5,39,69,19,10,281
"N00000789",403,63,177,129,23,11,558
"N00000790",193,16,85,63,18,11,310
"N00000791",146,15,70,48,8,5,210
"N00000792",130,7,45,60,14,4,225
"N00000793",146,8,33,72,23,10,297
"N00000794",154,11,49,62,19,13,284
"N00000795",170,10,44,76,27,13,331
"N00000796",141,19,63,40,14,5,206
"N00000797",144,21,57,43,20,3,218
"N00000798",175,8,63,70,25,9,318
"N00000799",193,21,80,72,13,7,291
"N00000800",145,2,41,73,16,13,288
"N00000801",176,5,40,83,35,13,367
"N00000802",114,10,46,41,11,6,188
"N00000803",140,7,38,66,21,8,269
"N00000804",153,9,37,72,24,11,300
"N00000805",134,10,42,53,19,10,247
"N00000806",143,32,52,49,10,0,180
"N00000807",187,21,79,64,20,3,279
"N00000808",119,44,44,22,6,3,118
"N00000809",204,43,93,56,10,2,243
"N00000810",151,15,59,54,12,11,251
"N00000811",148,40,71,31,6,0,151
"N00000812",121,27,59,30,2,3,140
"N00000813",191,27,82,63,15,4,270
"N00000814",118,25,48,35,7,3,152
"N00000815",159,6,34,92,21,6,308
"N00000816",232,49,87,73,18,5,307
"N00000817",104,5,41,44,12,2,174
"N00000818",123,22,45,44,9,3,172
"N00000819",132,50,67,15,0,0,97
"N00000820",179,54,94,28,3,0,159
"N00000821",129,44,65,18,2,0,107
"N00000822",127,60,52,11,3,1,87
"N00000823",146,27,62,44,11,2,193
"N00000824",144,67,63,13,1,0,92
"N00000825",136,25,71,30,8,2,164
"N00000826",115,26,57,26,6,0,127
"N00000827",121,24,65,26,4,2,139
"N00000828",104,28,64,11,1,0,89
"N00000829",131,42,67,15,5,2,120
"N00000830",132,75,52,4,0,1,71
"N00000831",134,50,66,15,3,0,105
"N00000832",122,59,47,14,2,0,81
"N00000833",120,63,42,12,2,1,92
"N00000834",136,54,60,18,2,2,110
"N00000835",112,39,53,18,2,0,95
"N00000836",126,45,59,16,5,1,110
"N00000837",122,46,60,12,4,0,96
"N00000838",119,58,45,13,1,2,82
"N00000839",156,59,75,20,2,0,121
"N00000840",118,32,57,20,5,4,129
"N00000841",123,85,38,0,0,0,38
"N00000842",209,137,61,9,2,0,85
"N00000843",107,52,44,11,0,0,66
"N00000844",98,55,37,4,2,0,51
"N00000845",98,57,32,8,0,1,52
"N00000846",114,59,51,4,0,0,59
"N00000847",367,245,109,13,0,0,135
"N00000848",112,80,27,4,1,0,38
"N00000849",144,85,51,8,0,0,67
"N00000850",121,71,47,3,0,0,53
"N00000851",115,69,44,2,0,0,48
"N00000852",543,402,114,22,5,0,173
"N00000853",108,69,35,2,0,2,47
"N00000854",309,213,82,12,2,0,112
"N00000855",104,36,56,10,2,0,82
"N00000856",90,16,48,24,1,1,103
"N00000857",157,22,60,60,13,2,229
"N00000858",131,31,83,16,1,0,118
"N00000859",138,19,94,24,1,0,145
"N00000860",151,20,56,63,10,2,221
"N00000861",124,19,57,38,7,3,166
"N00000862",388,82,176,105,22,3,464
"N00000863",128,12,69,38,8,1,173
"N00000864",125,25,48,40,10,2,170
"N00000865",126,18,56,41,9,2,174
"N00000866",164,50,86,23,4,1,148
"N00000867",159,48,83,25,2,1,144
"N00000868",130,14,71,41,3,1,166
"N00000869",106,54,43,9,0,0,61
"N00000870",157,16,85,44,12,0,209
"N00000871",155,44,66,40,4,1,163
"N00000872",134,43,75,14,2,0,109
"N00000873",132,55,66,10,1,0,89
"N00000874",268,134,108,21,1,4,169
"N00000875",124,64,47,11,1,1,76
"N00000876",119,85,29,4,1,0,40
"N00000877",158,96,53,8,0,1,73
"N00000878",119,77,38,2,2,0,48
"N00000879",398,208,164,24,1,1,219
"N00000880",123,63,52,6,0,2,73
"N00000881",148,80,56,11,1,0,81
"N00000882",139,87,46,4,0,2,62
"N00000883",133,79,46,7,1,0,63
"N00000884",113,64,43,6,0,0,55
"N00000885",323,217,94,12,0,0,118
"N00000886",128,59,54,15,0,0,84
"N00000887",133,33,69,30,1,0,132
"N00000888",143,44,75,20,4,0,127
"N00000889",110,23,55,30,1,1,122
"N00000890",150,41,73,34,2,0,147
"N00000891",181,84,80,14,3,0,117
"N00000892",137,33,66,31,6,1,150
"N00000893",135,26,81,25,3,0,140
"N00000894",141,43,82,14,2,0,116
"N00000895",121,39,67,13,2,0,99
"N00000896",139,51,73,13,2,0,105
"N00000897",137,39,65,31,1,1,136
"N00000898",138,54,52,29,2,1,120
"N00000899",158,78,60,16,1,3,109
"N00000900",109,63,41,4,1,0,52
"N00000901",140,62,49,24,4,1,113
"N00000902",143,54,67,21,1,0,112
"N00000903",94,55,35,3,1,0,44
"N00000904",219,88,102,28,1,0,161
"N00000905",144,72,53,18,1,0,92
"N00000906",105,10,58,33,3,1,137
"N00000907",129,54,57,14,4,0,97
"N00000908",146,68,62,14,2,0,96
"N00000909",81,27,40,13,1,0,69
"N00000910",129,64,56,9,0,0,74
"N00000911",109,59,49,1,0,0,51
"N00000912",95,46,36,9,4,0,66
"N00000913",127,61,53,9,4,0,83
"N00000914",123,31,64,24,4,0,124
"N00000915",116,40,68,8,0,0,84
"N00000916",122,43,62,15,2,0,98
"N00000917",116,44,60,12,0,0,84
"N00000918",121,34,68,18,1,0,107
"N00000919",108,35,52,20,1,0,95
"N00000920",79,44,28,5,2,0,44
"N00000921",209,18,75,93,19,4,336
"N00000922",127,29,65,32,1,0,132
"N00000923",114,34,59,20,0,1,103
"N00000924",106,35,55,14,2,0,89
"N00000925",119,43,60,11,5,0,97
"N00000926",121,54,60,5,2,0,76
"N00000927",202,113,78,9,2,0,102
"N00000928",149,57,69,19,4,0,119
"N00000929",155,73,63,18,1,0,102
"N00000930",169,86,71,11,1,0,96
"N00000931",246,161,76,8,0,1,98
"N00000932",174,122,40,11,0,1,66
"N00000933",134,80,50,4,0,0,58
"N00000934",119,74,40,4,1,0,51
"N00000935",115,67,44,4,0,0,52
"N00000936",183,102,69,10,2,0,95
"N00000937",174,73,85,14,1,1,120
"N00000938",116,48,52,12,3,1,89
"N00000939",90,53,35,2,0,0,39
"N00000940",122,77,39,5,1,0,52
"N00000941",131,11,48,55,15,2,211
"N00000942",122,21,62,33,4,2,149
"N00000943",105,26,47,30,2,0,113
"N00000944",91,31,51,9,0,0,69
"N00000945",105,6,48,42,8,1,160
"N00000946",207,107,83,15,1,1,120
"N00000947",117,51,54,11,1,0,79
"N00000948",108,42,50,15,0,1,84
"N00000949",134,56,62,15,1,0,95
"N00000950",138,66,54,13,5,0,95
"N00000951",106,35,54,13,4,0,92
"N00000952",176,53,93,28,2,0,155
"N00000953",117,42,61,14,0,0,89
"N00000954",121,54,49,17,1,0,86
"N00000955",158,19,81,52,5,1,208
"N00000956",215,48,128,34,2,3,214
"N00000957",192,6,61,102,13,10,351
"N00000958",132,20,72,32,6,2,162
"N00000959",204,32,90,65,13,4,277
"N00000960",192,13,68,95,13,3,309
"N00000961",124,13,50,51,7,3,190
"N00000962",159,55,76,28,0,0,132
"N00000963",115,16,65,27,5,2,142
"N00000964",129,15,63,40,9,2,179
"N00000965",120,21,67,24,5,3,143
"N00000966",148,12,76,50,9,1,207
"N00000967",137,17,64,41,12,3,194
"N00000968",103,10,44,43,6,0,148
"N00000969",92,38,38,15,1,0,71
"N00000970",243,74,129,40,0,0,209
"N00000971",120,53,52,12,3,0,85
"N00000972",129,57,59,11,2,0,87
"N00000973",145,38,75,31,0,1,141
"N00000974",120,45,60,13,1,1,93
"N00000975",125,68,53,4,0,0,61
"N00000976",74,42,26,6,0,0,38
"N00000977",145,74,66,4,1,0,77
"N00000978",134,82,43,7,2,0,63
"N00000979",126,59,54,12,1,0,81
"N00000980",128,65,53,8,2,0,75
"N00000981",108,58,40,6,4,0,64
"N00000982",126,65,45,11,5,0,82
"N00000983",162,88,69,3,2,0,81
"N00000984",160,71,57,29,2,1,125
"N00000985",126,94,27,4,1,0,38
"N00000986",112,51,46,14,1,0,77
"N00000987",152,87,50,10,2,3,88
"N00000988",74,34,25,11,3,1,60
"N00000989",124,69,50,4,0,1,63
"N00000990",141,85,45,8,2,1,71
"N00000991",141,89,49,3,0,0,55
"N00000992",265,118,121,24,1,1,177
"N00000993",111,59,44,6,1,1,63
"N00000994",470,238,195,34,3,0,272
"N00000995",97,24,58,15,0,0,88
"N00000996",123,13,49,54,6,1,179
"N00000997",103,21,42,34,5,1,129
"N00000998",127,22,65,35,3,2,152
"N00000999",122,42,62,16,0,2,104
"N00001000",129,11,70,42,5,1,173
"N00001001",139,57,67,12,3,0,100
"N00001002",431,180,200,46,4,1,308
"N00001003",113,40,58,13,2,0,90
"N00001004",143,53,72,15,2,1,112
"N00001005",172,103,58,11,0,0,80
"N00001006",148,71,38,26,11,2,132
"N00001007",242,108,88,26,14,6,207
"N00001008",85,32,31,12,6,4,89
"N00001009",83,39,30,13,1,0,59
"N00001010",124,48,35,20,15,6,144
"N00001011",126,70,32,11,10,3,98
"N00001012",128,59,41,18,9,1,108
"N00001013",98,48,33,13,2,2,73
"N00001014",107,60,30,12,5,0,69
"N00001015",144,65,41,21,14,3,137
"N00001016",100,50,23,14,8,5,95
"N00001017",118,57,32,20,5,4,103
"N00001018",115,27,61,17,6,4,130
"N00001019",76,49,17,7,2,1,41
"N00001020",94,65,20,5,4,0,42
"N00001021",83,46,21,11,4,1,59
"N00001022",272,166,79,16,6,5,152
"N00001023",94,44,27,17,4,2,81
"N00001024",149,81,42,13,7,6,113
"N00001025",101,61,21,16,3,0,62
"N00001026",103,67,18,11,5,2,63
"N00001027",158,84,60,12,2,0,90
"N00001028",118,72,38,6,2,0,56
"N00001029",241,147,83,10,1,0,106
"N00001030",177,102,60,10,3,2,97
"N00001031",145,80,49,7,6,3,94
"N00001032",106,47,55,4,0,0,63
"N00001033",110,79,30,1,0,0,32
"N00001034",143,25,79,33,5,1,165
"N00001035",112,68,38,5,1,0,51
"N00001036",193,81,91,20,1,0,134
"N00001037",136,12,58,55,8,3,204
"N00001038",271,46,123,77,19,6,359
"N00001039",141,22,51,59,9,0,196
"N00001040",117,48,55,12,2,0,85
"N00001041",108,61,34,11,2,0,62
"N00001042",295,75,139,67,11,3,324
"N00001043",116,72,40,3,1,0,49
"N00001044",152,54,73,25,0,0,123
"N00001045",116,21,61,28,5,1,138
"N00001046",113,11,62,32,8,0,150
"N00001047",127,14,65,39,9,0,170
"N00001048",128,21,57,40,8,2,170
"N00001049",125,17,54,47,5,2,171
"N00001050",125,22,51,43,7,2,166
"N00001051",117,6,36,59,11,5,207
"N00001052",100,45,45,9,0,1,68
"N00001053",125,12,26,70,13,4,223
"N00001054",120,5,42,62,10,1,200
"N00001055",120,10,48,51,10,1,184
"N00001056",127,10,59,44,14,0,189
"N00001057",129,14,68,37,7,3,175
"N00001058",134,11,54,52,12,5,214
"N00001059",121,16,65,36,3,1,150
"N00001060",106,17,55,28,4,2,131
"N00001061",102,8,37,45,7,5,168
"N00001062",113,11,56,40,5,1,155
"N00001063",123,6,44,59,9,5,210
"N00001064",272,19,125,105,21,2,407
"N00001065",126,9,43,60,13,1,207
"N00001066",121,13,65,39,1,3,159
"N00001067",133,19,65,42,7,0,170
"N00001068",154,30,78,40,5,1,177
"N00001069",133,9,67,43,13,1,196
"N00001070",212,23,90,88,9,2,301
"N00001071",137,20,61,50,6,0,179
"N00001072",143,26,71,38,6,2,173
"N00001073",127,51,58,17,1,0,95
"N00001074",109,9,49,46,3,2,158
"N00001075",131,40,62,28,0,1,122
"N00001076",139,40,66,28,2,3,140
"N00001077",131,59,60,10,2,0,86
"N00001078",138,27,70,38,1,2,158
"N00001079",369,173,165,28,2,1,231
"N00001080",149,60,66,21,2,0,114
"N00001081",168,53,81,27,6,1,157
"N00001082",180,75,81,23,1,0,130
"N00001083",162,36,71,43,8,4,198
"N00001084",177,66,67,36,7,1,165
"N00001085",438,150,204,75,8,1,382
"N00001086",131,24,66,36,4,1,154
"N00001087",107,26,51,26,3,1,116
"N00001088",107,12,57,29,6,3,145
"N00001089",136,59,58,14,5,0,101
"N00001090",106,49,47,10,0,0,67
"N00001091",130,21,54,39,13,3,183
"N00001092",146,64,56,22,1,3,120
"N00001093",232,148,66,16,2,0,104
"N00001094",117,75,38,3,0,1,48
"N00001095",145,68,59,16,2,0,97
"N00001096",128,12,57,43,13,3,194
"N00001097",121,37,60,22,2,0,110
"N00001098",135,44,74,13,4,0,112
"N00001099",125,34,63,24,3,1,124
"N00001100",114,22,63,26,3,0,124
"N00001101",120,34,54,28,4,0,122
"N00001102",265,158,88,16,3,0,129
"N00001103",100,56,40,4,0,0,48
"N00001104",130,54,52,19,5,0,105
"N00001105",129,51,53,22,2,1,108
"N00001106",129,80,47,2,0,0,51
"N00001107",142,89,48,4,0,1,61
"N00001108",104,64,37,3,0,0,43
"N00001109",145,81,57,7,0,0,71
"N00001110",146,96,47,3,0,0,53
"N00001111",277,168,91,16,0,2,131
"N00001112",130,77,48,5,0,0,58
"N00001113",600,354,206,27,6,7,314
"N00001114",134,87,40,7,0,0,54
"N00001115",108,69,25,12,2,0,55
"N00001116",228,139,82,7,0,0,96
"N00001117",367,238,110,14,2,3,158
"N00001118",121,81,33,6,1,0,48
"N00001119",98,70,26,1,0,1,32
"N00001120",122,87,31,4,0,0,39
"N00001121",124,81,38,4,1,0,49
"N00001122",124,88,34,2,0,0,38
"N00001123",105,66,34,4,0,1,46
"N00001124",245,127,99,17,2,0,139
"N00001125",169,100,56,9,4,0,86
"N00001126",115,70,37,6,2,0,55
"N00001127",315,209,94,11,0,1,123
"N00001128",129,84,36,9,0,0,54
"N00001129",205,111,84,7,2,1,111
"N00001130",88,58,28,2,0,0,32
"N00001131",510,266,217,24,1,2,277
"N00001132",125,86,34,5,0,0,44
"N00001133",316,162,128,26,0,0,180
"N00001134",109,52,49,8,0,0,65
"N00001135",94,59,28,6,0,1,45
"N00001136",151,106,42,3,0,0,48
"N00001137",135,97,36,2,0,0,40
"N00001138",114,86,26,2,0,0,30
"N00001139",210,63,108,33,6,0,192
"N00001140",137,76,48,10,2,1,78
"N00001141",92,45,39,7,1,0,56
"N00001142",109,70,36,3,0,0,42
"N00001143",60,32,28,0,0,0,28
"N00001144",109,63,43,3,0,0,49
"N00001145",137,102,29,6,0,0,41
"N00001146",133,88,45,0,0,0,45
"N00001147",127,81,41,5,0,0,51
"N00001148",112,86,20,5,1,0,33
"N00001149",130,98,24,2,5,1,47
"N00001150",123,89,32,2,0,0,36
"N00001151",154,118,25,11,0,0,47
"N00001152",148,115,29,1,3,0,40
"N00001153",136,102,30,3,1,0,39
"N00001154",114,86,23,4,1,0,34
"N00001155",324,220,89,12,2,1,123
"N00001156",624,427,163,30,2,2,240
"N00001157",113,28,61,22,1,1,112
"N00001158",112,29,58,18,5,2,117
"N00001159",136,39,69,23,3,2,132
"N00001160",171,105,56,10,0,0,76
"N00001161",117,67,45,5,0,0,55
"N00001162",84,40,33,7,2,2,61
"N00001163",185,117,52,12,4,0,88
"N00001164",120,31,59,26,3,1,124
"N00001165",129,36,66,22,4,1,126
"N00001166",255,103,113,28,9,2,204
"N00001167",125,22,69,29,4,1,144
"N00001168",126,63,49,13,1,0,78
"N00001169",119,28,65,21,4,1,123
"N00001170",128,43,62,20,2,1,112
"N00001171",179,65,93,19,2,0,137
"N00001172",109,21,61,22,4,1,121
"N00001173",109,13,68,25,2,1,128
"N00001174",117,8,32,60,12,5,208
"N00001175",113,6,48,50,7,2,177
"N00001176",111,14,66,26,5,0,133
"N00001177",116,18,66,29,3,0,133
"N00001178",146,25,64,43,11,3,196
"N00001179",112,7,37,54,14,0,187
"N00001180",97,50,37,8,1,1,60
"N00001181",112,36,51,22,3,0,104
"N00001182",112,9,31,49,19,4,204
"N00001183",202,37,104,50,8,3,243
"N00001184",112,17,62,26,4,3,139
"N00001185",130,28,70,28,4,0,138
"N00001186",110,16,55,34,3,2,143
"N00001187",122,5,47,54,11,5,210
"N00001188",356,110,168,64,12,2,340
"N00001189",116,12,61,35,4,4,159
"N00001190",140,39,79,19,2,1,127
"N00001191",120,42,67,9,2,0,91
"N00001192",118,40,53,22,3,0,106
"N00001193",117,58,53,6,0,0,65
"N00001194",116,35,60,16,4,1,109
"N00001195",95,57,31,5,2,0,47
"N00001196",146,48,59,31,8,0,145
"N00001197",129,65,54,9,1,0,75
"N00001198",140,9,63,52,15,1,216
"N00001199",101,45,43,11,2,0,71
"N00001200",139,18,61,50,9,1,192
"N00001201",112,11,45,41,14,1,173
"N00001202",116,72,40,2,0,2,52
"N00001203",120,42,55,21,2,0,103
"N00001204",393,153,160,60,16,4,345
"N00001205",239,116,90,27,6,0,162
"N00001206",102,44,49,9,0,0,67
"N00001207",125,19,64,33,9,0,157
"N00001208",121,38,57,23,3,0,112
"N00001209",114,51,51,8,3,1,80
"N00001210",126,50,59,14,1,2,98
"N00001211",128,64,49,14,1,0,80
"N00001212",127,58,57,12,0,0,81
"N00001213",130,67,55,8,0,0,71
"N00001214",116,65,44,6,1,0,59
"N00001215",104,39,53,10,1,1,80
"N00001216",133,43,59,22,7,2,132
"N00001217",160,72,71,14,3,0,108
"N00001218",104,19,63,17,5,0,112
"N00001219",136,71,55,9,1,0,76
"N00001220",110,55,49,5,1,0,62
"N00001221",124,78,41,5,0,0,51
"N00001222",88,43,34,10,1,0,57
"N00001223",126,63,56,6,1,0,71
"N00001224",124,59,54,9,2,0,78
"N00001225",127,70,52,4,0,1,64
"N00001226",116,57,49,8,1,1,72
"N00001227",110,66,38,6,0,0,50
"N00001228",89,56,27,6,0,0,39
"N00001229",119,61,42,16,0,0,74
"N00001230",121,37,64,16,3,1,109
"N00001231",130,31,72,21,5,1,133
"N00001232",99,4,41,39,15,0,164
"N00001233",122,16,61,40,3,2,158
"N00001234",136,37,73,25,1,0,126
"N00001235",353,142,150,52,8,1,283
"N00001236",131,49,58,22,2,0,108
"N00001237",123,56,57,7,3,0,80
"N00001238",110,39,55,13,2,1,91
"N00001239",117,25,50,35,4,3,145
"N00001240",500,250,202,47,0,1,300
"N00001241",133,66,51,15,1,0,84
"N00001242",122,52,58,10,1,1,85
"N00001243",123,53,59,9,2,0,83
"N00001244",133,77,41,13,1,1,74
"N00001245",135,67,52,15,1,0,85
"N00001246",261,62,147,46,6,0,257
"N00001247",115,68,33,12,2,0,63
"N00001248",146,10,73,49,14,0,213
"N00001249",152,19,78,43,9,3,203
"N00001250",165,15,83,58,6,3,229
"N00001251",122,58,40,22,2,0,90
"N00001252",131,45,64,19,1,2,113
"N00001253",115,44,58,9,4,0,88
"N00001254",113,16,56,35,5,1,146
"N00001255",123,45,59,17,2,0,99
"N00001256",108,25,50,27,6,0,122
"N00001257",110,64,37,9,0,0,55
"N00001258",118,71,36,10,0,1,60
"N00001259",129,77,48,4,0,0,56
"N00001260",136,69,55,8,4,0,83
"N00001261",116,67,40,7,1,1,61
"N00001262",165,62,84,18,1,0,123
"N00001263",138,46,65,26,1,0,120
"N00001264",88,38,42,7,1,0,59
"N00001265",461,223,209,26,2,1,271
"N00001266",90,53,31,6,0,0,43
"N00001267",152,91,54,6,0,1,70
"N00001268",154,105,46,2,1,0,53
"N00001269",271,99,146,23,1,2,203
"N00001270",154,83,59,11,1,0,84
"N00001271",696,265,317,100,10,4,565
"N00001272",118,39,64,14,1,0,95
"N00001273",108,37,54,17,0,0,88
"N00001274",122,58,50,14,0,0,78
"N00001275",107,52,37,18,0,0,73
"N00001276",91,34,43,14,0,0,71
"N00001277",108,5,48,43,10,2,172
"N00001278",120,16,56,40,6,2,162
"N00001279",98,51,38,9,0,0,56
"N00001280",117,63,41,11,2,0,69
"N00001281",132,29,38,58,5,2,177
"N00001282",148,21,67,47,9,4,204
"N00001283",129,9,53,60,6,1,195
"N00001284",147,17,78,47,5,0,187
"N00001285",139,18,67,44,8,2,188
"N00001286",141,26,77,31,7,0,160
"N00001287",124,20,65,32,6,1,152
"N00001288",117,15,64,27,11,0,151
"N00001289",120,17,67,27,7,2,150
"N00001290",123,8,63,48,4,0,171
"N00001291",118,22,71,19,5,1,128
"N00001292",300,40,143,100,14,3,397
"N00001293",128,14,62,41,8,3,180
"N00001294",128,17,82,25,4,0,144
"N00001295",119,23,69,22,2,3,132
"N00001296",122,50,58,13,1,0,87
"N00001297",130,30,65,24,9,2,148
"N00001298",162,83,60,17,1,1,101
"N00001299",135,54,60,15,6,0,108
"N00001300",119,19,65,28,7,0,142
"N00001301",132,20,76,28,5,3,159
"N00001302",257,148,95,12,1,1,126
"N00001303",133,61,55,13,3,1,94
"N00001304",125,29,74,15,5,2,127
"N00001305",119,32,62,21,3,1,117
"N00001306",106,66,34,5,1,0,47
"N00001307",130,78,39,7,5,1,72
"N00001308",210,55,98,48,8,1,222
"N00001309",153,70,64,17,2,0,104
"N00001310",335,78,166,73,17,1,367
"N00001311",120,79,38,3,0,0,44
"N00001312",244,105,111,22,4,2,178
"N00001313",195,83,89,21,1,1,138
"N00001314",142,53,61,24,3,1,123
"N00001315",114,41,52,19,2,0,96
"N00001316",194,118,67,8,0,1,89
"N00001317",115,40,50,15,9,1,111
"N00001318",133,57,56,15,3,2,104
"N00001319",118,30,53,30,5,0,128
"N00001320",101,26,50,18,3,4,119
"N00001321",108,34,54,15,4,1,100
"N00001322",133,56,69,7,1,0,86
"N00001323",121,42,60,12,7,0,105
"N00001324",113,22,65,23,1,2,123
"N00001325",491,48,190,194,43,16,777
"N00001326",125,0,30,67,25,3,255
"N00001327",121,4,47,52,14,4,210
"N00001328",378,56,126,142,34,20,593
"N00001329",116,12,45,42,12,5,186
"N00001330",124,10,52,43,16,3,214
"N00001331",116,15,55,32,12,2,163
"N00001332",103,40,51,10,2,0,77
"N00001333",131,11,63,45,8,4,193
"N00001334",140,23,71,38,8,0,171
"N00001335",121,49,60,11,0,1,86
"N00001336",108,10,37,53,7,1,168
"N00001337",121,13,60,33,14,1,172
"N00001338",125,36,56,27,4,2,130
"N00001339",147,57,70,17,2,1,114
"N00001340",378,171,149,51,7,0,272
"N00001341",110,11,53,39,6,1,153
"N00001342",126,12,54,44,14,2,192
"N00001343",104,16,50,27,9,2,140
"N00001344",117,12,60,34,8,3,165
"N00001345",96,7,56,27,5,1,129
"N00001346",341,39,188,92,19,3,447
"N00001347",208,31,103,64,8,2,263
"N00001348",128,16,71,37,4,0,157
"N00001349",119,26,70,20,3,0,119
"N00001350",413,282,119,11,1,0,144
"N00001351",173,116,49,7,1,0,66
"N00001352",137,83,47,4,3,0,64
"N00001353",144,107,32,5,0,0,42
"N00001354",397,291,91,11,1,3,128
"N00001355",124,84,33,5,2,0,49
"N00001356",112,73,37,2,0,0,41
"N00001357",98,73,22,2,0,1,30
"N00001358",163,105,52,6,0,0,64
"N00001359",120,75,39,6,0,0,51
"N00001360",116,77,34,5,0,0,44
"N00001361",113,68,38,6,0,1,54
"N00001362",134,95,36,2,0,1,47
"N00001363",119,29,68,20,2,0,114
"N00001364",251,60,141,47,3,0,244
"N00001365",174,33,88,44,7,2,207
"N00001366",119,22,60,34,2,1,138
"N00001367",164,59,82,19,3,1,133
"N00001368",126,14,70,36,4,2,162
"N00001369",165,35,87,36,3,4,185
"N00001370",187,60,74,46,6,1,188
"N00001371",111,10,45,51,3,2,164
"N00001372",247,25,118,97,5,2,335
"N00001373",114,11,59,33,9,2,160
"N00001374",112,11,51,40,9,1,162
"N00001375",165,49,80,31,2,3,160
"N00001376",96,25,58,13,0,0,84
