"Geography_Code","NM_1538_1_0","NM_1538_1_1","NM_1538_1_10","NM_1538_1_11","NM_1538_1_12","NM_1538_1_13","NM_1538_1_14","NM_1538_1_15","NM_1538_1_16","NM_1538_1_17","NM_1538_1_18","NM_1538_1_19","NM_1538_1_2","NM_1538_1_20","NM_1538_1_21","NM_1538_1_22","NM_1538_1_23","NM_1538_1_24","NM_1538_1_25","NM_1538_1_26","NM_1538_1_3","NM_1538_1_4","NM_1538_1_5","NM_1538_1_6","NM_1538_1_7","NM_1538_1_8","NM_1538_1_9"
"N00000878",119,60,4,0,5,2,3,0,0,31,12,8,31,11,10,3,2,0,1,4,29,49,1,12,5,0,3
"N00000879",398,130,22,0,16,5,4,5,2,140,47,63,40,30,39,8,13,0,3,15,90,229,5,68,12,12,22
"N00000880",123,42,14,0,4,1,0,3,0,36,8,17,17,11,7,2,3,0,0,2,25,74,4,30,6,5,5
"N00000881",148,62,7,0,8,5,2,1,0,34,15,7,26,12,15,5,1,0,0,9,36,71,8,21,9,1,4
"N00000882",139,63,3,0,7,3,1,3,0,35,18,5,27,12,8,1,0,0,1,6,36,68,9,17,4,7,3
"N00000883",133,57,6,0,11,4,5,1,1,29,8,3,28,18,6,0,2,0,0,4,29,70,9,21,7,3,5
"N00000884",113,64,6,1,5,2,1,2,0,11,3,4,12,4,8,2,0,0,0,6,52,41,5,19,5,5,3
"N00000885",323,159,6,0,29,19,4,5,1,61,29,15,27,17,30,3,3,0,1,23,132,134,3,41,14,9,12
"N00000886",128,52,4,0,13,11,1,1,0,15,5,6,11,4,25,1,0,1,0,23,41,51,2,21,7,2,8
"N00000887",133,51,4,0,14,11,1,1,1,16,5,2,8,9,14,2,3,0,3,6,43,68,4,34,13,7,10
"N00000888",143,52,3,0,16,13,2,1,0,19,6,3,6,10,25,2,2,0,0,21,46,66,2,29,10,7,9
"N00000889",110,41,3,0,11,5,1,4,1,12,3,5,18,4,8,1,1,1,0,5,23,61,0,38,10,12,13
"N00000890",150,49,5,1,17,8,1,6,2,24,10,2,7,12,20,0,0,0,0,20,42,81,6,33,8,6,14
"N00000891",181,80,2,0,12,7,2,3,0,13,9,1,17,3,44,2,0,0,0,42,63,57,8,24,9,6,7
"N00000892",137,43,11,0,12,10,2,0,0,19,7,4,8,8,19,6,0,2,1,10,35,75,2,42,12,8,11
"N00000893",135,45,6,1,21,20,1,0,0,6,1,4,2,1,26,1,1,2,0,22,43,64,2,34,13,6,9
"N00000894",141,65,3,0,21,14,3,3,1,15,6,4,15,5,16,0,0,0,0,16,50,60,1,23,10,6,4
"N00000895",121,47,2,0,10,7,2,1,0,9,8,1,10,0,26,4,1,1,3,17,37,48,1,28,8,4,14
"N00000896",139,66,2,0,14,11,3,0,0,12,6,4,15,2,25,3,0,0,0,22,51,48,2,20,7,9,2
"N00000897",137,44,3,1,21,14,4,1,2,4,1,3,9,0,43,1,1,1,0,40,35,50,1,23,7,6,7
"N00000898",138,50,6,0,10,6,2,1,1,14,4,5,10,5,33,0,1,3,0,29,40,55,1,30,6,9,9
"N00000899",158,73,2,0,6,3,1,2,0,19,6,3,24,10,42,1,2,1,0,38,49,43,3,15,5,6,2
"N00000900",109,51,2,0,11,7,1,2,1,26,16,6,13,4,7,3,1,0,0,3,38,51,3,11,4,2,3
"N00000901",140,47,4,1,11,8,2,1,0,11,5,2,11,4,57,2,2,1,2,50,36,36,1,12,4,0,4
"N00000902",143,51,4,0,19,14,1,2,2,14,4,3,11,7,33,0,0,1,0,32,40,59,3,23,8,7,4
"N00000903",94,45,0,0,8,1,0,7,0,9,7,0,13,2,14,2,5,1,0,6,32,35,0,18,6,4,8
"N00000904",219,86,6,0,25,21,0,3,1,26,10,11,12,5,52,0,0,1,0,51,74,81,3,27,8,4,9
"N00000905",144,40,7,0,13,6,5,2,0,33,13,9,5,11,28,2,0,0,0,26,35,76,7,23,9,3,4
"N00000906",105,19,13,0,8,3,3,1,1,11,3,0,11,8,6,1,1,0,0,4,8,80,18,43,13,7,10
"N00000907",129,33,9,0,7,2,5,0,0,45,12,20,13,13,11,4,2,0,1,4,20,85,2,31,9,5,8
"N00000908",146,44,5,1,8,3,2,2,1,39,17,8,16,14,11,2,0,1,1,7,28,91,9,34,12,9,8
"N00000909",81,20,11,0,2,2,0,0,0,16,4,3,11,9,6,1,0,0,1,4,9,55,7,30,9,5,5
"N00000910",129,37,1,0,12,8,3,1,0,37,16,9,12,12,11,1,2,0,0,8,25,81,7,25,12,6,6
"N00000911",109,35,4,0,10,2,5,3,0,32,17,7,16,8,9,3,0,0,3,3,19,65,3,20,9,4,3
"N00000912",95,24,5,0,5,1,0,2,2,39,19,9,10,11,7,1,3,0,0,3,14,64,3,17,4,6,2
"N00000913",127,38,17,0,8,1,4,2,1,35,12,9,18,14,10,6,1,0,0,3,20,79,4,32,5,4,6
"N00000914",123,30,5,0,14,5,7,2,0,20,8,3,18,9,12,4,2,0,1,5,12,81,7,40,13,11,11
"N00000915",116,55,7,1,4,2,1,1,0,12,8,3,18,1,8,1,2,0,0,5,37,53,5,31,18,6,0
"N00000916",122,49,6,0,7,3,3,1,0,20,12,1,18,7,6,1,0,0,1,4,31,67,9,31,14,5,6
"N00000917",116,50,8,2,4,2,1,0,1,16,7,4,18,5,2,0,1,0,0,1,32,64,9,33,13,4,8
"N00000918",121,44,6,0,17,10,4,3,0,16,8,3,16,5,4,0,0,0,0,4,28,73,8,32,7,9,10
"N00000919",108,37,5,0,11,6,1,4,0,17,10,2,11,5,3,0,1,0,0,2,26,68,11,29,10,8,6
"N00000920",79,44,6,0,2,1,1,0,0,15,5,3,12,7,2,1,0,0,0,1,32,33,7,9,0,1,2
"N00000921",209,14,14,0,10,2,2,2,4,31,9,18,1,4,13,2,4,0,0,7,13,182,4,137,21,46,56
"N00000922",127,39,6,0,4,1,1,2,0,23,9,5,21,9,8,1,0,0,1,6,18,80,12,41,13,11,11
"N00000923",114,31,10,0,12,8,3,1,0,19,10,1,15,8,8,1,1,0,0,6,16,75,9,35,11,6,8
"N00000924",106,46,7,0,5,3,0,2,0,16,7,6,18,3,2,0,0,0,0,2,28,58,5,32,11,6,8
"N00000925",119,34,7,0,7,3,2,2,0,26,7,8,16,11,11,1,4,0,1,5,18,74,5,36,10,14,5
"N00000926",121,37,14,0,6,3,0,3,0,29,15,7,13,7,14,4,1,1,0,8,24,70,4,31,8,4,5
"N00000927",202,90,9,0,8,6,2,0,0,31,16,10,14,5,13,3,1,1,0,8,76,99,6,54,9,21,15
"N00000928",149,48,17,0,8,5,3,0,0,21,4,8,21,9,20,1,4,0,5,10,27,81,12,40,5,11,7
"N00000929",155,45,13,0,2,1,0,1,0,48,18,8,18,22,24,4,10,1,3,6,27,86,5,31,5,4,9
"N00000930",169,66,6,0,16,8,2,5,1,45,17,18,19,10,16,3,2,0,1,10,47,87,3,23,7,3,7
"N00000931",246,65,9,0,6,1,2,2,1,112,35,56,27,21,30,10,11,1,0,8,38,151,3,30,5,5,11
"N00000932",174,59,10,1,6,2,2,2,0,49,28,14,13,7,24,6,4,0,0,14,46,91,4,31,3,7,11
"N00000933",134,43,5,0,8,4,1,3,0,42,18,9,15,15,17,2,1,0,0,14,28,74,5,19,5,8,1
"N00000934",119,40,11,0,6,4,2,0,0,24,12,5,9,7,13,4,4,0,0,5,31,66,5,31,9,3,8
"N00000935",115,46,6,0,11,8,2,1,0,23,11,7,15,5,21,8,3,0,1,9,31,48,1,13,3,1,3
"N00000936",183,45,19,0,8,2,2,3,1,64,30,10,15,24,23,8,8,0,0,7,30,115,8,35,7,3,6
"N00000937",174,46,14,0,5,0,4,1,0,43,10,15,13,18,28,9,4,1,0,14,33,100,13,39,7,9,9
"N00000938",116,22,9,0,6,2,3,1,0,34,15,12,5,7,12,5,5,0,0,2,17,82,1,41,4,16,12
"N00000939",90,33,5,0,5,4,0,1,0,26,14,7,10,5,12,1,5,0,0,6,23,45,4,10,1,2,2
"N00000940",122,57,5,0,3,2,1,0,0,27,8,11,10,8,10,2,2,1,0,5,47,55,3,22,2,8,7
"N00000941",131,32,18,1,6,2,1,3,0,4,0,1,18,3,8,0,1,0,3,4,14,91,18,62,14,8,22
"N00000942",122,48,8,0,5,3,2,0,0,11,1,7,27,3,7,2,1,0,0,4,21,67,15,36,12,6,10
"N00000943",105,29,5,0,3,2,1,0,0,15,4,4,17,7,7,1,1,0,0,5,12,69,9,42,12,9,16
"N00000944",91,22,6,0,2,1,0,1,0,26,6,11,6,9,10,4,2,1,0,3,16,59,6,25,5,6,8
"N00000945",105,27,13,0,9,8,0,1,0,6,0,1,13,5,2,1,1,0,0,0,14,76,12,49,17,8,11
"N00000946",207,98,10,0,15,10,4,1,0,47,22,10,29,15,15,3,0,1,2,9,69,94,5,27,4,8,5
"N00000947",117,49,7,0,4,2,1,1,0,28,11,9,17,8,5,0,2,0,1,2,32,63,5,26,9,5,5
"N00000948",108,42,7,1,11,5,4,2,0,23,13,5,11,5,4,1,0,0,1,2,31,62,1,26,9,4,6
"N00000949",134,45,14,1,8,3,1,3,1,24,15,5,12,4,14,2,4,0,2,6,33,75,7,35,5,7,9
"N00000950",138,49,6,1,11,5,3,3,0,35,16,13,15,6,13,0,4,1,2,6,34,76,4,25,5,7,7
"N00000951",106,36,7,0,5,2,0,2,1,21,2,7,17,12,4,1,1,1,0,1,19,66,9,31,8,8,8
"N00000952",176,65,4,0,12,5,3,4,0,35,15,14,13,6,16,5,3,0,0,8,52,95,2,46,14,11,17
"N00000953",117,39,3,0,13,10,1,1,1,30,18,6,10,6,8,2,1,0,0,5,29,70,7,20,4,8,5
"N00000954",121,46,4,0,9,5,2,2,0,27,9,11,23,7,12,1,6,0,2,3,23,63,4,23,6,5,8
"N00000955",158,40,12,0,17,14,2,1,0,14,4,4,15,6,14,2,1,1,0,10,25,104,19,54,11,15,16
"N00000956",215,68,8,1,26,18,5,3,0,45,20,19,10,6,21,1,2,0,0,18,58,126,9,45,13,10,14
"N00000957",192,45,11,0,13,4,5,4,0,13,5,1,17,7,9,0,3,0,1,5,28,138,16,96,24,17,44
"N00000958",132,44,14,0,0,0,0,0,0,7,1,2,22,4,5,1,1,1,1,1,22,83,19,57,19,12,12
"N00000959",204,57,19,1,4,3,1,0,0,13,2,4,44,7,11,0,2,0,3,6,13,136,31,87,27,11,30
"N00000960",192,49,15,0,14,10,2,2,0,12,8,2,16,2,7,3,0,0,0,4,33,136,19,91,20,13,43
"N00000961",124,30,11,0,4,3,0,0,1,11,1,4,12,6,4,0,0,0,1,3,18,90,19,56,19,8,18
"N00000962",159,62,4,0,9,6,0,2,1,32,12,9,16,11,19,1,2,0,1,15,46,78,6,31,9,8,10
"N00000963",115,38,8,0,5,2,2,1,0,14,3,2,20,9,4,0,1,0,0,3,18,73,20,34,11,3,12
"N00000964",129,38,16,0,5,3,0,2,0,9,1,2,24,6,6,1,0,0,2,3,14,85,12,59,21,12,10
"N00000965",120,23,11,0,6,4,0,2,0,16,4,2,14,10,8,1,1,0,1,5,9,89,18,49,10,13,15
"N00000966",148,41,11,0,6,3,2,1,0,14,6,1,15,7,11,5,1,0,1,4,26,96,21,55,21,12,11
"N00000967",137,31,16,0,10,7,2,1,0,15,6,2,14,7,8,1,1,0,0,6,17,98,8,65,23,12,14
"N00000968",103,31,4,0,10,6,1,2,1,7,1,4,3,2,6,3,1,0,0,2,28,66,4,45,13,13,15
"N00000969",92,36,4,0,6,3,1,2,0,18,5,6,12,7,5,2,1,0,0,2,24,51,8,19,8,2,5
"N00000970",243,104,7,1,25,20,2,1,2,29,8,13,34,8,23,3,4,1,0,15,70,116,10,51,22,9,13
"N00000971",120,38,9,0,8,4,2,2,0,30,8,12,20,10,8,2,1,0,0,5,18,74,7,29,14,3,3
"N00000972",129,36,11,0,8,2,4,1,1,28,6,13,9,9,16,4,1,0,0,11,27,77,6,35,10,7,7
"N00000973",145,55,4,1,19,10,3,4,2,31,16,12,8,3,9,2,3,0,0,4,47,81,0,30,9,9,8
"N00000974",120,44,8,0,6,2,1,2,1,26,12,7,21,7,9,2,3,0,0,4,23,67,5,30,10,8,4
"N00000975",125,48,4,0,11,8,2,1,0,30,12,10,12,8,13,0,4,0,0,9,36,64,6,17,6,5,2
"N00000976",74,40,4,0,6,3,1,1,1,6,1,2,9,3,6,0,1,0,0,5,31,28,2,14,3,4,3
"N00000977",145,61,5,1,10,8,1,1,0,31,8,12,31,11,14,1,2,1,1,9,30,70,4,24,10,6,3
"N00000978",134,67,3,0,14,10,4,0,0,20,10,2,11,8,13,0,1,3,0,9,56,54,5,15,5,3,4
"N00000979",126,68,3,0,8,5,3,0,0,15,6,3,14,6,12,1,0,4,0,7,54,46,5,18,11,3,1
"N00000980",128,64,5,0,11,10,0,0,1,8,1,2,11,5,20,0,0,4,1,15,53,44,3,22,12,3,2
"N00000981",108,49,6,0,13,8,2,3,0,12,9,1,10,2,12,3,1,1,0,7,39,47,5,17,7,2,2
"N00000982",126,56,1,0,10,8,1,1,0,11,5,3,10,3,26,2,2,0,0,22,46,44,6,17,5,6,5
"N00000983",162,69,2,0,13,6,4,3,0,32,9,10,16,13,11,2,1,1,1,6,53,82,9,28,10,7,9
"N00000984",160,61,2,0,11,7,2,1,1,15,4,4,12,7,53,1,1,8,0,43,49,46,2,18,12,3,1
"N00000985",126,64,6,1,4,2,2,0,0,27,12,11,28,4,12,2,1,3,0,6,36,50,2,16,5,5,0
"N00000986",112,45,5,0,11,9,2,0,0,21,10,6,9,5,19,2,1,1,0,15,36,48,1,15,7,3,0
"N00000987",152,41,3,0,18,9,3,6,0,25,8,7,12,10,37,1,3,8,2,23,29,74,8,23,9,3,8
"N00000988",74,35,5,0,8,2,4,1,1,6,4,0,11,2,10,0,0,2,0,8,24,29,4,11,2,4,0
"N00000989",124,52,10,0,13,8,2,2,1,26,10,11,17,5,9,1,1,0,1,6,35,63,1,23,7,5,1
"N00000990",141,63,4,0,14,8,1,3,2,19,8,7,14,4,26,1,1,2,0,22,49,52,3,16,4,5,3
"N00000991",141,72,4,0,16,10,3,3,0,27,14,6,39,7,12,4,1,0,2,5,33,57,1,13,6,1,2
"N00000992",265,139,3,0,25,17,5,3,0,41,19,11,30,11,24,7,0,0,0,17,109,102,4,32,17,7,5
"N00000993",111,43,3,0,15,7,2,4,2,23,9,4,5,10,12,0,3,0,2,7,38,56,1,17,9,4,1
"N00000994",470,208,15,1,42,25,8,5,4,67,36,19,64,12,43,5,1,0,3,34,144,219,20,89,39,13,22
"N00000995",97,44,3,2,11,4,3,3,1,8,4,4,11,0,3,0,1,0,1,1,33,50,7,22,10,5,4
"N00000996",123,24,8,0,9,5,1,3,0,10,1,1,9,8,6,0,1,1,0,4,15,93,7,67,21,4,34
"N00000997",103,34,5,0,5,4,0,1,0,10,2,3,13,5,9,3,0,0,0,6,21,60,5,40,9,8,18
"N00000998",127,36,7,0,15,9,2,4,0,8,4,2,13,2,15,2,2,0,0,11,23,76,5,48,16,7,18
"N00000999",122,61,5,0,11,10,1,0,0,14,6,1,14,7,7,0,1,0,0,6,47,54,4,25,10,1,9
"N00001000",129,34,11,0,8,7,1,0,0,10,4,1,12,5,7,1,0,0,3,3,22,88,13,57,18,11,17
"N00001001",139,52,4,0,8,7,0,1,0,16,9,2,10,5,25,3,5,0,1,16,42,62,8,30,11,10,5
"N00001002",431,199,11,0,38,29,8,1,0,57,26,10,44,21,39,4,2,0,2,31,155,193,22,76,35,20,10
"N00001003",113,54,7,0,5,2,3,0,0,13,8,3,9,2,9,3,0,0,0,6,45,50,6,26,11,2,6
"N00001004",143,45,5,1,21,17,3,1,0,23,8,8,13,7,18,0,1,0,0,17,32,80,3,32,17,5,5
"N00001005",172,117,1,0,13,9,3,1,0,16,12,2,29,2,6,0,0,0,1,5,88,49,4,16,8,7,0
"N00001006",148,33,2,0,12,10,0,2,0,1,0,1,1,0,89,4,2,51,0,32,32,26,0,13,4,1,6
"N00001007",242,77,4,0,24,21,1,2,0,6,3,0,9,3,102,1,0,51,0,50,68,63,3,30,14,5,7
"N00001008",85,27,2,0,1,1,0,0,0,2,0,2,2,0,51,0,2,28,0,21,25,7,0,4,1,1,0
"N00001009",83,23,0,0,13,13,0,0,0,4,2,0,1,2,33,0,0,17,0,16,22,27,0,10,6,0,4
"N00001010",124,42,0,0,5,3,2,0,0,5,1,1,9,3,66,0,0,44,0,22,33,16,2,4,1,0,3
"N00001011",126,29,0,0,6,1,0,4,1,9,5,3,4,1,79,1,2,59,0,17,25,18,0,3,1,1,1
"N00001012",128,36,4,0,7,7,0,0,0,8,1,1,8,6,63,1,1,36,0,25,28,29,1,13,6,2,1
"N00001013",98,34,0,0,3,2,1,0,0,7,3,2,2,2,50,2,3,23,1,21,32,14,2,2,0,1,1
"N00001014",107,47,0,1,5,4,0,1,0,4,2,0,7,2,47,1,0,29,0,17,40,13,1,2,1,1,0
"N00001015",144,44,0,0,4,4,0,0,0,7,1,1,9,5,83,0,1,51,0,31,35,17,2,4,1,1,2
"N00001016",100,32,4,0,3,3,0,0,0,4,1,0,1,3,54,1,0,23,0,30,31,14,1,6,1,1,0
"N00001017",118,41,4,0,10,6,2,2,0,2,0,1,1,1,52,0,0,34,0,18,40,25,0,13,2,2,5
"N00001018",115,30,2,1,11,8,0,3,0,5,0,1,7,4,40,1,1,19,0,19,23,45,2,26,14,8,2
"N00001019",76,23,0,0,3,1,1,1,0,7,2,2,1,3,41,1,0,27,0,13,22,12,0,2,1,0,1
"N00001020",94,55,0,0,5,4,0,1,0,9,2,1,9,6,22,0,1,11,0,10,46,17,1,2,0,1,1
"N00001021",83,28,0,0,4,4,0,0,0,2,0,1,1,1,45,2,3,31,0,9,27,10,0,4,1,0,3
"N00001022",272,150,4,0,22,21,1,0,0,10,5,1,8,4,72,0,1,33,0,38,142,50,0,18,6,4,4
"N00001023",94,32,0,0,6,6,0,0,0,1,0,0,2,1,52,1,2,26,0,23,30,10,0,3,2,1,0
"N00001024",149,46,0,0,22,22,0,0,0,2,2,0,3,0,75,2,0,31,0,42,43,28,0,4,2,2,0
"N00001025",101,35,0,0,10,9,0,1,0,0,0,0,2,0,46,0,0,23,0,23,33,20,0,10,2,2,6
"N00001026",103,45,2,1,10,6,3,1,0,1,0,0,2,1,38,0,1,18,0,19,43,20,0,8,4,0,2
"N00001027",158,43,5,0,13,10,1,2,0,31,13,10,5,8,56,2,4,3,0,47,38,59,1,14,2,4,3
"N00001028",118,45,5,0,8,7,1,0,0,23,7,4,20,12,16,3,8,0,1,4,25,57,2,24,9,5,5
"N00001029",241,46,3,0,21,7,5,8,1,101,34,49,8,18,31,7,4,3,1,16,38,164,4,38,6,8,21
"N00001030",177,54,4,0,10,6,0,4,0,44,11,17,11,16,49,6,2,9,0,32,43,74,2,18,6,6,2
"N00001031",145,43,3,0,14,9,1,2,2,23,8,5,9,10,40,5,3,10,0,22,34,62,4,21,5,2,11
"N00001032",106,54,3,0,2,1,1,0,0,20,5,3,23,12,5,2,0,0,1,2,31,47,7,18,10,3,2
"N00001033",110,94,0,0,3,3,0,0,0,5,2,0,14,3,5,0,0,0,1,4,80,11,1,2,1,1,0
"N00001034",143,42,13,0,4,2,1,0,1,26,9,9,20,8,5,2,2,0,0,1,22,96,7,59,17,11,18
"N00001035",112,26,5,0,9,2,1,3,3,42,18,19,6,5,13,5,2,0,0,6,20,73,3,19,7,4,3
"N00001036",193,101,12,0,8,3,2,3,0,19,9,5,55,5,10,3,0,0,0,7,46,82,8,47,8,11,16
"N00001037",136,30,13,0,4,3,0,1,0,14,1,3,18,10,9,1,1,0,2,5,12,97,18,61,15,6,27
"N00001038",271,72,32,0,19,12,3,2,2,31,10,8,29,13,7,2,1,0,1,3,43,192,15,127,24,25,46
"N00001039",141,44,9,0,11,7,3,1,0,7,0,1,26,6,5,1,1,0,0,3,18,92,13,61,15,9,28
"N00001040",117,34,6,0,10,4,3,2,1,36,13,14,19,9,7,2,1,0,0,4,15,76,8,22,4,6,6
"N00001041",108,62,6,0,5,2,1,1,1,12,1,5,19,6,5,0,0,0,4,1,43,41,7,17,5,4,2
"N00001042",295,98,22,0,13,8,2,3,0,46,15,5,52,26,14,3,1,0,2,8,46,183,23,101,33,14,32
"N00001043",116,63,3,1,3,2,0,1,0,21,8,8,19,5,4,1,1,0,0,2,44,49,7,17,10,2,2
"N00001044",152,66,6,0,11,6,1,3,1,32,12,9,19,11,8,1,1,0,0,6,47,78,4,31,13,5,7
"N00001045",116,33,18,1,4,2,2,0,0,13,4,3,20,6,9,2,0,0,2,5,13,74,10,46,11,7,10
"N00001046",113,29,9,0,2,0,0,2,0,14,4,6,17,4,10,2,0,0,0,8,12,74,13,45,12,6,18
"N00001047",127,29,14,0,5,3,2,0,0,13,2,5,17,6,5,2,1,0,1,1,12,93,13,62,26,9,13
"N00001048",128,42,16,0,2,2,0,0,0,13,3,3,29,7,7,2,1,0,2,2,13,79,11,53,8,7,22
"N00001049",125,29,11,0,10,5,3,2,0,5,0,3,14,2,6,0,0,0,0,6,15,90,13,62,21,5,25
"N00001050",125,26,10,0,4,3,0,1,0,22,4,6,12,12,9,2,2,0,0,5,14,90,11,53,18,8,17
"N00001051",117,16,7,0,4,3,0,1,0,10,1,3,8,6,8,3,3,0,1,1,8,93,13,66,16,15,28
"N00001052",100,50,4,0,6,3,1,0,2,18,5,7,11,6,11,1,1,0,0,9,39,39,3,12,5,0,3
"N00001053",125,24,18,0,1,0,1,0,0,9,2,2,13,5,8,2,1,0,2,3,11,93,18,65,14,15,18
"N00001054",120,23,12,0,2,0,1,1,0,7,2,2,11,3,3,1,0,0,0,2,12,94,16,69,20,11,26
"N00001055",120,24,22,0,1,0,0,1,0,10,1,3,12,6,6,1,1,0,2,2,12,90,14,65,9,6,28
"N00001056",127,23,16,0,11,6,2,3,0,15,6,2,9,7,9,2,2,0,1,4,14,95,7,62,15,11,20
"N00001057",129,30,16,0,9,6,0,3,0,14,5,6,12,3,9,3,0,0,1,5,18,90,12,55,15,12,12
"N00001058",134,31,14,0,5,1,1,1,2,8,1,6,22,1,7,1,1,0,3,2,9,96,13,70,23,17,16
"N00001059",121,29,14,0,6,4,2,0,0,17,2,3,17,12,6,3,0,0,0,3,12,86,10,53,10,8,21
"N00001060",106,35,7,0,3,2,0,1,0,12,3,3,23,6,3,0,2,0,0,1,12,68,12,41,5,15,14
"N00001061",102,21,7,0,3,1,1,1,0,1,0,0,12,1,4,2,0,0,0,2,9,77,24,49,15,9,18
"N00001062",113,24,4,0,5,3,1,1,0,17,3,4,12,10,5,0,2,0,1,2,12,84,11,51,17,11,19
"N00001063",123,25,14,0,2,2,0,0,0,6,1,0,17,5,4,0,0,0,0,4,8,94,23,63,21,11,17
"N00001064",272,102,23,0,11,9,1,1,0,6,1,2,57,3,9,2,1,0,0,6,45,161,25,119,32,16,48
"N00001065",126,22,8,1,6,3,1,0,2,5,0,2,15,3,4,0,0,0,2,2,7,100,18,70,23,14,25
"N00001066",121,36,9,0,11,9,1,1,0,18,6,5,16,7,6,2,0,0,1,3,20,79,9,41,14,6,12
"N00001067",133,53,13,0,2,2,0,0,0,7,1,2,37,4,3,1,0,0,0,2,16,77,17,51,13,16,9
"N00001068",154,69,4,0,12,9,3,0,0,11,5,0,24,6,12,0,0,0,0,12,45,73,12,38,16,5,13
"N00001069",133,39,8,0,10,6,2,2,0,6,2,3,15,1,5,0,1,0,0,4,24,89,6,67,21,16,22
"N00001070",212,60,11,0,11,7,3,1,0,11,6,3,36,2,5,1,0,0,0,4,24,147,17,108,29,25,43
"N00001071",137,47,6,0,18,10,5,3,0,14,5,7,20,2,7,0,0,0,0,7,27,83,7,44,14,9,15
"N00001072",143,55,8,0,4,3,0,1,0,7,2,4,42,1,4,0,0,0,1,3,13,84,14,59,15,17,19
"N00001073",127,46,7,0,9,6,0,2,1,25,9,4,14,12,11,1,3,0,0,7,32,70,10,26,8,3,8
"N00001074",109,33,9,0,5,3,1,1,0,4,2,0,29,2,1,0,0,0,1,0,4,75,23,43,18,3,13
"N00001075",131,50,7,1,7,4,2,1,0,20,11,3,20,6,5,1,1,0,0,3,30,76,6,42,12,13,10
"N00001076",139,65,3,0,8,5,1,2,0,11,5,0,35,6,9,1,2,0,1,5,30,65,17,29,10,4,12
"N00001077",131,73,4,0,8,4,1,1,2,13,2,3,31,8,14,1,2,0,3,8,42,44,7,16,6,2,4
"N00001078",138,69,4,0,11,10,0,0,1,12,4,4,23,4,6,1,1,0,0,4,46,63,5,35,14,6,11
"N00001079",369,167,13,2,26,16,6,4,0,70,29,22,31,19,40,9,6,1,0,24,136,162,5,59,11,17,18
"N00001080",149,58,7,0,12,5,6,1,0,29,11,4,20,14,9,1,3,0,1,4,38,82,6,35,13,9,6
"N00001081",168,51,11,1,10,6,1,2,1,32,12,12,17,8,11,0,2,0,0,9,34,106,12,51,17,7,16
"N00001082",180,65,13,0,16,9,3,1,3,31,14,11,14,6,22,6,4,1,0,11,51,93,0,46,11,13,9
"N00001083",162,46,10,0,5,1,2,1,1,24,11,5,11,8,13,4,2,0,1,6,35,103,11,63,16,13,24
"N00001084",177,73,9,0,6,4,2,0,0,32,14,10,22,8,23,5,1,1,1,15,51,81,8,35,7,7,12
"N00001085",438,148,40,1,34,14,11,5,4,93,29,28,62,36,51,8,13,1,1,28,86,239,7,104,23,15,26
"N00001086",131,26,17,1,9,5,3,1,0,13,2,3,13,8,5,1,0,0,0,4,13,100,12,65,17,13,18
"N00001087",107,28,7,0,6,4,1,1,0,18,11,4,12,3,11,1,2,0,0,8,16,68,2,42,6,8,21
"N00001088",107,22,15,1,5,3,1,1,0,10,0,3,10,7,9,5,1,0,2,1,12,76,9,51,9,9,18
"N00001089",136,50,9,0,8,3,1,1,3,31,6,17,16,8,8,1,1,0,0,6,34,78,9,30,7,5,9
"N00001090",106,42,4,0,2,2,0,0,0,26,7,10,20,9,13,4,2,0,1,6,22,51,7,16,6,2,4
"N00001091",130,29,18,0,3,1,2,0,0,15,3,6,12,6,11,3,3,0,0,5,17,90,11,61,13,11,19
"N00001092",146,37,6,0,7,4,1,1,1,37,13,11,15,13,18,7,5,0,1,5,22,91,3,44,10,13,15
"N00001093",232,48,6,0,8,3,1,4,0,118,48,55,12,15,19,3,9,0,1,6,36,165,6,33,5,7,15
"N00001094",117,47,2,0,7,2,3,2,0,30,15,10,14,5,10,3,0,0,0,7,33,60,6,17,7,2,6
"N00001095",145,37,12,0,7,4,2,1,0,43,17,18,6,8,10,2,0,0,0,8,31,98,6,42,10,9,11
"N00001096",128,17,18,0,4,2,0,1,1,18,4,4,9,10,10,2,2,0,2,4,8,101,9,70,18,15,19
"N00001097",121,29,15,0,3,2,0,0,1,31,9,9,18,13,10,2,3,0,1,4,11,82,12,36,7,6,8
"N00001098",135,58,8,0,3,1,1,1,0,11,2,4,34,5,10,3,3,0,1,3,24,67,12,41,10,9,14
"N00001099",125,34,8,0,12,8,1,3,0,21,5,5,9,11,14,1,2,0,1,10,25,77,9,35,12,8,7
"N00001100",114,32,17,0,3,1,0,2,0,16,2,4,18,10,7,0,1,0,1,5,14,75,9,47,10,6,14
"N00001101",120,32,11,0,10,4,3,3,0,18,8,7,11,3,7,1,1,0,0,5,21,81,6,47,13,7,16
"N00001102",265,109,7,0,8,1,2,3,2,80,26,31,51,23,14,6,3,0,0,5,58,142,14,40,10,11,12
"N00001103",100,39,2,1,7,2,3,2,0,27,8,16,7,3,8,3,1,0,0,4,32,53,0,18,9,3,4
"N00001104",130,45,11,0,7,3,3,1,0,26,6,7,25,13,8,0,0,0,3,5,20,77,8,36,5,6,14
"N00001105",129,43,4,0,4,3,1,0,0,32,8,16,14,8,12,2,2,0,1,7,29,74,3,35,11,3,17
