"Geography_Code","NM_1555_1_0","NM_1555_1_1","NM_1555_1_2","NM_1555_1_3","NM_1555_1_4","NM_1555_1_5"
"N00001544",115,52,26,21,10,6
"N00001545",139,72,32,18,11,6
"N00001546",125,65,19,23,12,6
"N00001547",156,56,28,55,12,5
"N00001548",179,36,34,76,24,9
"N00001549",167,22,47,52,34,12
"N00001550",108,21,23,32,26,6
"N00001551",151,49,44,34,16,8
"N00001552",156,81,19,22,28,6
"N00001553",162,12,39,67,30,14
"N00001554",151,65,34,30,13,9
"N00001555",112,29,33,31,11,8
"N00001556",96,44,30,15,5,2
"N00001557",124,26,42,30,21,5
"N00001558",106,48,19,23,7,9
"N00001559",149,54,29,40,16,10
"N00001560",101,59,14,16,8,4
"N00001561",100,62,18,14,5,1
"N00001562",110,38,18,29,23,2
"N00001563",109,21,18,58,8,4
"N00001564",140,88,22,14,14,2
"N00001565",143,43,40,32,14,14
"N00001566",141,38,38,34,16,15
"N00001567",105,28,23,37,11,6
"N00001568",107,27,35,29,12,4
"N00001569",124,25,39,41,12,7
"N00001570",418,47,87,171,68,45
"N00001571",144,18,53,45,17,11
"N00001572",126,34,40,29,16,7
"N00001573",154,41,41,44,17,11
"N00001574",118,29,26,28,19,16
"N00001575",110,39,27,20,12,12
"N00001576",124,48,40,17,7,12
"N00001577",123,50,22,23,18,10
"N00001578",114,41,34,21,15,3
"N00001579",140,70,30,23,14,3
"N00001580",158,56,47,40,11,4
"N00001581",111,80,13,13,4,1
"N00001582",107,45,25,29,7,1
"N00001583",125,33,51,25,8,8
"N00001584",107,26,41,27,8,5
"N00001585",136,30,23,30,32,21
"N00001586",142,29,48,43,16,6
"N00001587",142,42,44,33,20,3
"N00001588",135,32,51,27,17,8
"N00001589",118,41,24,26,12,15
"N00001590",147,37,22,43,34,11
"N00001591",128,16,17,45,39,11
"N00001592",140,37,34,41,22,6
"N00001593",194,36,51,48,34,25
"N00001594",142,30,45,33,14,20
"N00001595",108,24,45,25,11,3
"N00001596",126,22,36,36,14,18
"N00001597",111,31,40,26,5,9
"N00001598",139,62,31,24,13,9
"N00001599",149,25,27,40,21,36
"N00001600",134,38,48,31,11,6
"N00001601",109,54,15,16,17,7
"N00001602",145,49,47,23,18,8
"N00001603",158,29,22,69,26,12
"N00001604",146,22,67,38,16,3
"N00001605",138,46,54,28,5,5
"N00001606",104,55,35,10,2,2
"N00001607",132,31,52,33,14,2
"N00001608",123,62,35,17,7,2
"N00001609",121,40,53,18,10,0
"N00001610",125,24,36,37,23,5
"N00001611",138,24,58,37,13,6
"N00001612",130,22,41,53,11,3
"N00001613",301,45,113,87,40,16
"N00001614",132,20,63,38,8,3
"N00001615",146,54,55,24,9,4
"N00001616",146,29,60,35,19,3
"N00001617",133,60,44,16,8,5
"N00001618",119,58,28,23,7,3
"N00001619",160,31,57,48,21,3
"N00001620",138,28,49,32,23,6
"N00001621",115,29,45,33,8,0
"N00001622",106,27,36,25,13,5
"N00001623",132,54,38,29,6,5
"N00001624",94,24,45,19,5,1
"N00001625",125,41,45,33,6,0
"N00001626",122,44,49,18,11,0
"N00001627",91,21,36,27,5,2
"N00001628",119,61,33,17,8,0
"N00001629",155,70,33,44,4,4
"N00001630",107,32,40,27,4,4
"N00001631",108,30,32,31,13,2
"N00001632",118,25,61,17,14,1
"N00001633",100,22,46,22,6,4
"N00001634",122,25,56,24,14,3
"N00001635",145,58,59,18,5,5
"N00001636",84,21,20,29,13,1
"N00001637",112,26,55,19,9,3
"N00001638",132,25,52,41,10,4
"N00001639",104,22,51,21,8,2
"N00001640",111,22,50,27,10,2
"N00001641",131,65,26,33,6,1
"N00001642",124,113,6,5,0,0
"N00001643",257,149,74,29,4,1
"N00001644",125,89,25,9,2,0
"N00001645",117,37,60,14,6,0
"N00001646",136,65,34,27,10,0
"N00001647",127,90,23,10,4,0
"N00001648",143,103,28,9,2,1
"N00001649",134,115,11,3,3,2
"N00001650",118,80,24,10,4,0
"N00001651",134,102,23,7,2,0
"N00001652",132,120,7,5,0,0
"N00001653",136,111,14,9,1,1
"N00001654",139,84,34,15,4,2
"N00001655",159,102,28,24,3,2
"N00001656",118,74,20,20,4,0
"N00001657",119,99,12,6,1,1
"N00001658",95,59,14,15,5,2
"N00001659",112,89,18,3,2,0
"N00001660",123,110,8,4,0,1
"N00001661",122,87,27,5,2,1
"N00001662",125,82,32,9,2,0
"N00001663",128,71,35,18,3,1
"N00001664",118,73,30,12,2,1
"N00001665",152,90,46,15,1,0
"N00001666",125,102,14,7,2,0
"N00001667",117,76,27,11,1,2
"N00001668",156,98,18,34,6,0
"N00001669",117,107,7,2,1,0
"N00001670",125,43,50,25,3,4
"N00001671",129,30,48,42,5,4
"N00001672",134,53,35,40,6,0
"N00001673",176,93,46,27,10,0
"N00001674",114,56,33,17,6,2
"N00001675",123,54,49,11,8,1
"N00001676",107,41,43,17,6,0
"N00001677",163,147,12,1,1,2
"N00001678",148,126,12,3,7,0
"N00001679",134,115,13,5,1,0
"N00001680",170,148,16,6,0,0
"N00001681",147,71,54,11,10,1
"N00001682",127,79,30,13,5,0
"N00001683",155,54,63,28,9,1
"N00001684",286,245,25,10,5,1
"N00001685",120,83,23,12,2,0
"N00001686",114,61,34,15,4,0
"N00001687",118,93,18,4,3,0
"N00001688",158,59,44,41,13,1
"N00001689",156,40,59,40,14,3
"N00001690",141,103,21,13,3,1
"N00001691",154,56,49,39,10,0
"N00001692",124,51,28,34,9,2
"N00001693",125,85,7,25,6,2
"N00001694",104,97,5,1,1,0
"N00001695",152,109,25,14,2,2
"N00001696",168,111,31,22,4,0
"N00001697",121,85,18,11,4,3
"N00001698",131,66,24,32,7,2
"N00001699",158,108,20,25,3,2
"N00001700",124,72,32,15,4,1
"N00001701",102,55,27,15,4,1
"N00001702",140,77,34,19,6,4
"N00001703",613,152,213,194,35,19
"N00001704",450,123,156,126,39,6
"N00001705",118,37,45,27,6,3
"N00001706",166,157,6,2,1,0
"N00001707",145,117,15,9,3,1
"N00001708",241,178,41,19,3,0
"N00001709",120,62,35,18,4,1
"N00001710",136,130,5,1,0,0
"N00001711",137,120,12,2,1,2
"N00001712",158,66,44,37,7,4
"N00001713",110,46,15,40,6,3
"N00001714",260,98,97,53,11,1
"N00001715",127,49,46,25,6,1
"N00001716",124,86,30,6,1,1
"N00001717",132,62,47,18,5,0
"N00001718",125,86,25,8,4,2
"N00001719",123,57,36,23,6,1
"N00001720",122,74,28,16,2,2
"N00001721",117,62,29,15,6,5
"N00001722",148,67,43,27,10,1
"N00001723",127,70,32,15,9,1
"N00001724",105,47,34,18,5,1
"N00001725",117,57,29,23,6,2
"N00001726",119,62,23,26,6,2
"N00001727",114,48,47,15,4,0
"N00001728",137,56,41,34,5,1
"N00001729",136,60,49,14,12,1
"N00001730",133,46,66,16,3,2
"N00001731",125,40,53,25,6,1
"N00001732",351,258,66,17,9,1
"N00001733",120,66,33,14,3,4
"N00001734",120,61,36,16,6,1
"N00001735",125,72,36,13,4,0
"N00001736",199,48,61,50,39,1
"N00001737",168,80,34,33,19,2
"N00001738",133,115,16,2,0,0
"N00001739",145,108,24,13,0,0
"N00001740",292,188,57,37,6,4
"N00001741",116,97,15,4,0,0
"N00001742",109,67,20,18,4,0
"N00001743",122,73,20,24,5,0
"N00001744",128,98,19,7,2,2
"N00001745",117,88,14,13,2,0
"N00001746",118,75,24,15,3,1
"N00001747",297,163,90,37,5,2
"N00001748",148,131,10,4,0,3
"N00001749",120,95,13,7,5,0
"N00001750",115,55,40,18,2,0
"N00001751",116,86,17,13,0,0
"N00001752",128,106,15,5,2,0
"N00001753",137,69,33,24,10,1
"N00001754",130,103,18,6,1,2
"N00001755",131,113,11,5,2,0
"N00001756",131,103,21,5,2,0
"N00001757",119,49,51,16,3,0
"N00001758",132,84,36,10,2,0
"N00001759",121,100,14,5,1,1
"N00001760",389,286,58,27,16,2
"N00001761",118,111,3,4,0,0
"N00001762",133,57,37,28,8,3
"N00001763",545,345,108,73,14,5
"N00001764",128,49,50,23,6,0
"N00001765",470,192,179,80,14,5
"N00001766",128,75,34,14,4,1
"N00001767",110,81,17,10,2,0
"N00001768",114,80,24,10,0,0
"N00001769",120,88,18,9,3,2
"N00001770",89,81,5,2,1,0
"N00001771",142,106,23,8,2,3
"N00001772",118,88,18,9,3,0
"N00001773",106,77,19,5,4,1
"N00001774",128,74,37,12,2,3
"N00001775",119,81,25,11,1,1
"N00001776",122,65,40,13,4,0
"N00001777",136,102,22,9,2,1
"N00001778",114,83,17,11,3,0
"N00001779",118,43,40,26,7,2
"N00001780",248,185,17,38,7,1
"N00001781",126,102,12,5,6,1
"N00001782",124,87,27,8,2,0
"N00001783",134,94,25,10,2,3
"N00001784",129,51,35,34,6,3
"N00001785",136,63,41,19,11,2
"N00001786",135,94,25,13,2,1
"N00001787",130,35,38,42,12,3
"N00001788",126,42,41,28,15,0
"N00001789",152,93,28,27,3,1
"N00001790",132,108,17,4,2,1
"N00001791",155,123,18,9,4,1
"N00001792",97,84,9,1,0,3
"N00001793",143,111,15,13,1,3
"N00001794",374,178,114,62,14,6
"N00001795",122,66,37,12,6,1
"N00001796",130,54,49,20,6,1
"N00001797",148,96,31,16,4,1
"N00001798",147,101,33,9,2,2
"N00001799",125,107,12,3,3,0
"N00001800",128,84,26,14,3,1
"N00001801",133,104,16,6,7,0
"N00001802",126,68,34,20,2,2
"N00001803",123,93,20,8,2,0
"N00001804",135,118,11,4,2,0
"N00001805",368,194,97,55,16,6
"N00001806",128,57,37,26,5,3
"N00001807",110,66,30,12,2,0
"N00001808",107,53,30,22,2,0
"N00001809",111,50,31,24,5,1
"N00001810",120,35,52,24,6,3
"N00001811",102,53,28,15,3,3
"N00001812",213,40,81,68,16,8
"N00001813",100,27,20,30,21,2
"N00001814",352,120,130,74,20,8
"N00001815",128,74,28,21,3,2
"N00001816",235,107,60,46,19,3
"N00001817",112,87,15,9,0,1
"N00001818",109,72,21,11,5,0
"N00001819",137,95,24,14,3,1
"N00001820",149,77,30,37,3,2
"N00001821",296,133,75,52,16,20
"N00001822",132,91,28,12,0,1
"N00001823",171,127,32,11,0,1
"N00001824",117,84,25,6,2,0
"N00001825",103,45,33,18,7,0
"N00001826",120,82,28,8,2,0
"N00001827",118,83,21,10,4,0
"N00001828",107,59,29,14,3,2
"N00001829",104,62,21,17,3,1
"N00001830",146,34,53,42,12,5
"N00001831",117,84,23,8,1,1
"N00001832",113,43,48,18,4,0
"N00001833",167,51,47,36,27,6
"N00001834",105,58,29,15,3,0
"N00001835",128,66,42,15,4,1
"N00001836",122,56,40,20,4,2
"N00001837",119,56,40,18,4,1
"N00001838",127,42,56,20,7,2
"N00001839",168,108,21,35,4,0
"N00001840",112,92,13,4,2,1
"N00001841",142,108,22,9,1,2
"N00001842",124,97,22,4,0,1
"N00001843",134,87,24,18,5,0
"N00001844",127,87,30,8,1,1
"N00001845",123,90,27,3,2,1
"N00001846",125,99,18,7,1,0
"N00001847",120,104,12,2,2,0
"N00001848",118,89,21,7,0,1
"N00001849",125,90,23,8,1,3
"N00001850",261,176,52,28,5,0
"N00001851",116,88,23,3,2,0
"N00001852",125,100,18,6,0,1
"N00001853",142,117,14,6,5,0
"N00001854",127,13,67,38,8,1
"N00001855",135,77,27,22,5,4
"N00001856",117,73,25,13,5,1
"N00001857",129,50,50,25,2,2
"N00001858",110,48,48,13,0,1
"N00001859",125,40,47,30,5,3
"N00001860",112,43,41,22,5,1
"N00001861",114,47,36,26,2,3
"N00001862",146,90,31,18,3,4
"N00001863",138,83,11,36,8,0
"N00001864",142,116,17,7,2,0
"N00001865",243,202,30,7,3,1
"N00001866",114,98,12,3,1,0
"N00001867",147,106,32,7,2,0
"N00001868",132,120,9,3,0,0
"N00001869",121,95,17,8,1,0
"N00001870",127,98,20,7,2,0
"N00001871",138,88,34,11,3,2
"N00001872",113,51,43,15,2,2
"N00001873",280,220,43,11,3,3
"N00001874",129,97,22,5,5,0
"N00001875",134,120,8,5,1,0
"N00001876",133,104,19,10,0,0
"N00001877",128,108,9,9,1,1
"N00001878",127,107,8,7,3,2
"N00001879",137,108,16,11,1,1
"N00001880",118,71,28,17,0,2
"N00001881",414,222,84,79,22,7
"N00001882",117,92,16,8,1,0
"N00001883",116,64,22,24,3,3
"N00001884",125,102,15,7,1,0
"N00001885",129,46,50,25,6,2
"N00001886",139,34,78,20,6,1
"N00001887",133,67,41,20,1,4
"N00001888",141,76,49,14,2,0
"N00001889",108,49,28,29,2,0
"N00001890",254,162,68,17,5,2
"N00001891",156,116,19,19,2,0
"N00001892",130,87,31,9,3,0
"N00001893",117,42,44,26,4,1
"N00001894",155,59,33,52,11,0
"N00001895",157,44,63,40,6,4
"N00001896",279,93,118,51,14,3
"N00001897",128,45,34,37,7,5
"N00001898",128,74,32,17,3,2
"N00001899",126,21,16,70,12,7
"N00001900",129,105,14,8,2,0
"N00001901",134,112,14,4,3,1
"N00001902",142,135,5,2,0,0
"N00001903",125,103,14,5,2,1
"N00001904",103,51,32,11,9,0
"N00001905",113,66,34,11,2,0
"N00001906",126,93,20,9,0,4
"N00001907",135,101,23,10,0,1
"N00001908",144,58,52,29,3,2
"N00001909",119,72,24,21,2,0
"N00001910",119,105,10,3,1,0
"N00001911",120,48,43,19,9,1
"N00001912",199,64,73,52,6,4
"N00001913",124,90,22,8,2,2
"N00001914",129,83,28,18,0,0
"N00001915",281,188,64,17,8,4
"N00001916",124,81,27,12,3,1
"N00001917",121,82,23,10,6,0
"N00001918",113,94,11,5,2,1
"N00001919",126,55,35,29,5,2
"N00001920",136,96,31,8,1,0
"N00001921",115,49,44,16,5,1
"N00001922",135,65,39,21,7,3
"N00001923",135,30,46,40,15,4
"N00001924",142,59,43,29,9,2
"N00001925",118,56,40,20,0,2
"N00001926",138,51,44,29,12,2
"N00001927",104,65,24,10,4,1
"N00001928",120,68,26,19,7,0
"N00001929",180,147,23,9,1,0
"N00001930",109,56,25,23,4,1
"N00001931",112,73,22,13,3,1
"N00001932",117,92,21,2,1,1
"N00001933",123,98,16,7,2,0
"N00001934",125,83,22,16,3,1
"N00001935",128,108,13,3,1,3
"N00001936",123,94,19,5,4,1
"N00001937",126,97,15,10,2,2
"N00001938",133,61,42,22,5,3
"N00001939",130,76,31,18,4,1
"N00001940",144,107,23,11,3,0
"N00001941",126,99,20,6,0,1
"N00001942",158,131,15,7,5,0
"N00001943",155,124,14,9,6,2
"N00001944",130,85,28,9,4,4
"N00001945",152,118,17,7,9,1
"N00001946",132,93,26,10,1,2
"N00001947",165,133,14,11,5,2
"N00001948",87,36,21,19,8,3
"N00001949",296,219,44,22,7,4
"N00001950",114,38,50,17,7,2
"N00001951",104,86,12,5,1,0
"N00001952",125,96,20,6,1,2
"N00001953",111,39,46,16,8,2
"N00001954",99,89,6,3,0,1
"N00001955",138,75,33,23,6,1
"N00001956",90,21,31,28,7,3
"N00001957",113,58,28,22,4,1
"N00001958",136,34,58,35,7,2
"N00001959",119,37,48,27,7,0
"N00001960",138,29,56,39,9,5
"N00001961",146,93,34,11,6,2
"N00001962",88,51,25,6,6,0
"N00001963",73,20,31,16,4,2
"N00001964",120,54,34,27,4,1
"N00001965",129,96,24,7,1,1
"N00001966",163,110,30,19,4,0
"N00001967",168,131,19,12,4,2
"N00001968",150,65,57,20,8,0
"N00001969",240,172,33,24,8,3
"N00001970",123,69,27,24,3,0
"N00001971",165,126,21,13,4,1
"N00001972",141,122,12,7,0,0
"N00001973",188,32,68,44,34,10
"N00001974",101,33,33,19,12,4
"N00001975",138,54,33,35,11,5
"N00001976",223,71,58,54,33,7
"N00001977",108,40,35,18,11,4
"N00001978",134,76,32,17,6,3
"N00001979",124,49,37,32,5,1
"N00001980",120,31,37,35,15,2
"N00001981",136,19,20,44,46,7
"N00001982",305,136,91,57,15,6
"N00001983",127,47,35,30,14,1
"N00001984",133,72,28,22,8,3
"N00001985",118,42,32,28,14,2
"N00001986",175,53,65,32,19,6
"N00001987",151,85,31,26,6,3
"N00001988",143,51,46,37,6,3
"N00001989",129,88,27,9,4,1
"N00001990",110,31,46,21,6,6
"N00001991",135,42,45,37,8,3
"N00001992",132,59,43,25,3,2
"N00001993",117,30,47,32,4,4
"N00001994",131,93,26,7,4,1
"N00001995",138,101,18,13,5,1
"N00001996",126,72,30,15,8,1
"N00001997",145,122,7,13,2,1
"N00001998",110,61,28,15,3,3
"N00001999",409,288,61,30,20,10
"N00002000",128,107,14,6,1,0
"N00002001",137,115,15,4,1,2
"N00002002",116,87,13,11,4,1
"N00002003",113,81,18,9,3,2
"N00002004",144,102,24,12,4,2
"N00002005",97,69,20,5,3,0
"N00002006",119,69,33,10,7,0
"N00002007",113,93,11,6,3,0
"N00002008",273,155,57,45,13,3
"N00002009",135,83,31,15,6,0
"N00002010",155,119,23,11,0,2
"N00002011",177,122,29,16,7,3
"N00002012",164,124,22,12,2,4
"N00002013",123,68,29,15,8,3
"N00002014",356,269,55,21,8,3
"N00002015",126,86,26,10,4,0
"N00002016",115,38,41,24,6,6
"N00002017",127,108,13,6,0,0
"N00002018",573,459,73,33,5,3
"N00002019",122,82,28,9,3,0
"N00002020",123,81,26,15,1,0
"N00002021",150,119,20,6,3,2
"N00002022",146,102,27,10,4,3
"N00002023",153,112,21,13,5,2
"N00002024",159,125,17,14,1,2
"N00002025",121,38,34,38,10,1
"N00002026",168,72,56,29,8,3
"N00002027",105,54,26,16,6,3
"N00002028",430,349,56,22,3,0
"N00002029",229,178,34,14,2,1
"N00002030",120,53,34,19,10,4
"N00002031",123,91,19,9,2,2
"N00002032",194,149,26,16,2,1
"N00002033",105,75,19,9,2,0
"N00002034",120,94,17,8,1,0
"N00002035",136,89,20,17,9,1
"N00002036",136,92,23,15,3,3
"N00002037",184,155,18,9,2,0
"N00002038",157,130,19,7,1,0
"N00002039",126,50,42,22,11,1
"N00002040",125,83,27,10,1,4
"N00002041",121,90,15,11,5,0
"N00002042",123,106,8,9,0,0
"N00002043",141,65,39,24,8,5
"N00002044",272,150,59,45,15,3
"N00002045",133,92,23,11,6,1
"N00002046",110,85,15,6,2,2
"N00002047",122,62,35,18,6,1
"N00002048",107,46,15,32,12,2
"N00002049",117,63,35,14,5,0
"N00002050",104,30,44,24,4,2
"N00002051",249,98,65,60,17,9
"N00002052",108,69,23,12,3,1
"N00002053",109,62,23,18,5,1
"N00002054",161,140,14,4,3,0
"N00002055",166,112,30,14,5,5
"N00002056",167,147,16,3,0,1
"N00002057",139,110,18,7,3,1
"N00002058",191,138,22,15,11,5
"N00002059",126,62,35,19,6,4
"N00002060",430,177,92,98,51,12
"N00002061",307,191,51,51,9,5
"N00002062",112,73,21,17,1,0
"N00002063",129,100,10,8,6,5
"N00002064",293,227,38,15,9,4
"N00002065",105,85,11,6,3,0
"N00002066",125,104,9,10,1,1
"N00002067",372,196,63,76,21,16
"N00002068",104,84,11,7,2,0
"N00002069",162,103,32,16,7,4
"N00002070",422,337,48,31,5,1
"N00002071",136,116,13,6,1,0
"N00002072",113,75,23,8,5,2
"N00002073",119,62,29,22,3,3
"N00002074",324,228,54,33,6,3
"N00002075",130,97,21,9,3,0
"N00002076",104,62,26,12,3,1
"N00002077",108,79,20,8,1,0
"N00002078",119,49,39,23,7,1
"N00002079",289,194,53,27,11,4
"N00002080",131,55,40,20,10,6
"N00002081",129,44,34,37,10,4
"N00002082",294,197,49,27,15,6
"N00002083",130,120,6,2,2,0
"N00002084",171,135,26,4,4,2
"N00002085",208,187,13,7,0,1
"N00002086",177,160,13,3,1,0
"N00002087",123,38,35,19,25,6
"N00002088",143,103,22,16,1,1
"N00002089",136,124,7,3,1,1
"N00002090",154,92,31,16,12,3
"N00002091",314,206,53,32,15,8
"N00002092",177,106,31,17,19,4
"N00002093",191,122,32,24,9,4
"N00002094",277,172,68,29,6,2
"N00002095",155,98,24,19,13,1
"N00002096",161,119,21,13,3,5
"N00002097",129,88,24,12,4,1
"N00002098",132,81,32,15,2,2
"N00002099",139,91,32,9,4,3
"N00002100",147,95,31,12,7,2
"N00002101",153,92,23,25,7,6
"N00002102",133,85,27,14,3,4
"N00002103",267,149,56,39,12,11
"N00002104",114,46,36,18,8,6
"N00002105",149,63,46,21,12,7
"N00002106",118,79,22,8,5,4
"N00002107",172,114,32,18,6,2
"N00002108",154,47,52,30,15,10
"N00002109",162,95,32,23,9,3
"N00002110",175,103,41,19,9,3
"N00002111",155,100,26,15,6,8
"N00002112",144,93,17,22,8,4
"N00002113",167,122,25,9,8,3
"N00002114",145,83,32,20,8,2
"N00002115",111,63,26,17,5,0
"N00002116",118,50,42,21,4,1
"N00002117",119,79,23,14,1,2
"N00002118",135,78,28,15,10,4
"N00002119",109,41,39,15,8,6
"N00002120",110,79,20,5,3,3
"N00002121",149,112,19,11,7,0
"N00002122",157,106,28,15,5,3
"N00002123",148,118,18,8,4,0
"N00002124",118,76,23,14,4,1
"N00002125",481,333,90,38,11,9
"N00002126",170,116,33,18,2,1
"N00002127",316,175,70,43,20,8
"N00002128",321,201,71,38,7,4
"N00002129",460,213,119,99,22,7
"N00002130",166,91,32,30,11,2
"N00002131",136,109,12,13,2,0
"N00002132",111,64,20,10,9,8
"N00002133",172,137,15,15,5,0
"N00002134",121,88,20,6,6,1
"N00002135",159,105,28,14,8,4
"N00002136",149,47,64,25,9,4
"N00002137",112,64,32,12,3,1
"N00002138",132,81,20,20,8,3
"N00002139",245,162,41,25,9,8
"N00002140",113,91,17,5,0,0
"N00002141",120,57,42,16,3,2
"N00002142",111,35,46,26,3,1
"N00002143",146,93,29,16,4,4
"N00002144",190,115,38,22,10,5
"N00002145",144,98,24,13,2,7
"N00002146",143,99,23,13,8,0
"N00002147",153,64,39,33,10,7
"N00002148",134,113,16,4,1,0
"N00002149",143,108,18,10,4,3
"N00002150",133,112,13,5,1,2
"N00002151",103,73,14,10,4,2
"N00002152",129,77,36,8,5,3
"N00002153",143,105,22,8,7,1
"N00002154",132,93,19,15,3,2
"N00002155",152,111,21,12,5,3
"N00002156",143,78,41,17,4,3
"N00002157",133,59,36,26,6,6
"N00002158",139,105,13,16,5,0
"N00002159",160,116,24,13,1,6
"N00002160",125,96,21,4,4,0
"N00002161",148,102,26,14,5,1
"N00002162",143,95,17,16,5,10
"N00002163",206,153,31,14,5,3
"N00002164",126,65,35,19,3,4
"N00002165",118,54,33,19,9,3
"N00002166",123,81,14,21,5,2
"N00002167",149,92,26,24,2,5
"N00002168",110,80,17,9,3,1
"N00002169",183,95,40,28,15,5
"N00002170",128,75,24,21,5,3
"N00002171",161,124,23,8,5,1
"N00002172",192,127,46,12,5,2
"N00002173",148,124,13,5,5,1
"N00002174",173,128,26,11,6,2
"N00002175",249,182,44,13,7,3
"N00002176",178,103,41,22,11,1
"N00002177",183,138,28,9,7,1
"N00002178",167,107,35,18,5,2
"N00002179",139,76,40,20,2,1
"N00002180",105,37,41,14,5,8
"N00002181",243,178,49,8,6,2
"N00002182",136,114,15,5,2,0
"N00002183",162,35,38,53,22,14
"N00002184",130,29,51,32,16,2
"N00002185",217,60,68,45,26,18
"N00002186",116,48,45,15,5,3
"N00002187",119,54,30,25,6,4
"N00002188",108,34,23,25,21,5
"N00002189",108,52,35,16,4,1
"N00002190",217,87,75,32,17,6
"N00002191",101,41,29,24,6,1
"N00002192",196,134,40,16,3,3
"N00002193",115,52,33,24,2,4
"N00002194",120,44,41,25,9,1
"N00002195",127,72,41,11,3,0
"N00002196",204,141,38,20,3,2
"N00002197",212,107,57,31,10,7
"N00002198",118,56,33,17,9,3
"N00002199",122,57,35,15,12,3
"N00002200",161,89,36,28,5,3
"N00002201",120,46,44,22,7,1
"N00002202",153,88,31,27,6,1
"N00002203",421,350,54,12,3,2
"N00002204",156,130,20,3,0,3
"N00002205",249,215,23,7,3,1
"N00002206",129,106,12,9,1,1
"N00002207",118,74,25,16,3,0
"N00002208",123,70,30,12,4,7
"N00002209",122,82,27,9,4,0
"N00002210",136,108,14,13,1,0
"N00002211",131,75,37,17,2,0
"N00002212",107,70,18,14,2,3
"N00002213",278,195,48,22,8,5
"N00002214",138,111,17,7,2,1
"N00002215",120,70,24,21,4,1
"N00002216",124,61,33,27,1,2
"N00002217",111,61,19,24,6,1
"N00002218",109,63,30,12,3,1
"N00002219",114,67,27,13,6,1
"N00002220",176,121,33,13,8,1
"N00002221",197,96,61,25,14,1
"N00002222",120,46,38,24,6,6
"N00002223",71,37,19,12,2,1
"N00002224",89,37,23,12,13,4
"N00002225",193,86,58,38,9,2
"N00002226",99,43,34,13,6,3
"N00002227",112,57,30,19,3,3
"N00002228",120,70,29,17,4,0
"N00002229",340,140,82,74,29,15
"N00002230",120,25,50,27,11,7
"N00002231",145,36,54,43,10,2
"N00002232",324,116,97,64,29,18
"N00002233",140,41,39,28,23,9
"N00002234",120,35,31,31,13,10
"N00002235",137,56,38,26,10,7
"N00002236",328,93,117,86,28,4
"N00002237",123,51,28,25,14,5
"N00002238",98,26,37,18,12,5
"N00002239",108,48,33,20,3,4
"N00002240",145,52,44,34,12,3
"N00002241",116,26,50,30,7,3
"N00002242",113,46,39,19,8,1
"N00002243",122,33,26,39,17,7
"N00002244",114,78,20,9,6,1
"N00002245",128,21,44,38,19,6
"N00002246",150,106,21,17,4,2
"N00002247",146,91,33,13,6,3
"N00002248",248,180,43,17,6,2
"N00002249",179,148,17,6,4,4
"N00002250",115,69,25,17,3,1
"N00002251",136,75,38,16,4,3
"N00002252",264,188,38,26,5,7
"N00002253",129,84,26,10,8,1
"N00002254",197,112,45,28,8,4
"N00002255",177,121,35,12,5,4
"N00002256",166,128,18,18,1,1
"N00002257",140,84,39,12,4,1
"N00002258",126,94,22,6,2,2
"N00002259",153,64,54,26,8,1
"N00002260",299,193,73,25,6,2
"N00002261",225,171,36,14,4,0
"N00002262",156,124,22,6,3,1
"N00002263",159,129,16,10,4,0
"N00002264",257,114,75,52,13,3
"N00002265",216,86,74,32,15,9
"N00002266",108,52,35,15,4,2
"N00002267",172,66,60,28,12,6
"N00002268",290,134,91,45,13,7
"N00002269",117,66,29,16,2,4
"N00002270",120,62,35,14,4,5
"N00002271",113,65,18,19,6,5
"N00002272",99,41,29,19,6,4
"N00002273",214,142,47,16,4,5
"N00002274",98,43,25,23,3,4
"N00002275",103,60,29,9,2,3
"N00002276",124,72,28,18,3,3
"N00002277",194,98,52,28,13,3
"N00002278",137,77,31,16,9,4
"N00002279",111,69,26,15,1,0
"N00002280",116,58,28,26,4,0
"N00002281",127,64,22,19,14,8
"N00002282",114,29,36,27,15,7
"N00002283",106,48,24,25,4,5
"N00002284",128,51,44,26,6,1
"N00002285",128,81,24,13,6,4
"N00002286",127,80,26,12,7,2
"N00002287",122,79,20,17,4,2
"N00002288",118,61,31,14,9,3
"N00002289",107,50,29,20,7,1
"N00002290",238,114,45,66,11,2
"N00002291",227,96,71,39,14,7
"N00002292",118,97,15,5,1,0
"N00002293",113,50,30,26,4,3
"N00002294",123,84,23,9,5,2
"N00002295",137,99,24,10,3,1
"N00002296",143,85,34,17,4,3
"N00002297",124,96,16,9,2,1
"N00002298",137,100,27,9,1,0
"N00002299",149,110,24,11,3,1
"N00002300",318,235,50,22,10,1
"N00002301",242,180,36,18,8,0
"N00002302",221,198,14,8,1,0
"N00002303",158,106,34,10,3,5
"N00002304",88,34,35,11,6,2
"N00002305",311,213,64,23,8,3
"N00002306",524,257,155,74,31,7
"N00002307",134,112,14,6,1,1
"N00002308",124,89,25,8,2,0
"N00002309",101,48,33,17,2,1
"N00002310",103,36,42,18,5,2
"N00002311",119,70,31,17,1,0
"N00002312",137,62,34,35,4,2
"N00002313",140,124,12,2,1,1
"N00002314",121,93,18,5,2,3
"N00002315",145,94,21,24,4,2
"N00002316",116,53,46,10,2,5
